Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H3_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_NC3H7_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_PC4H9_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
10.4,0.009689832,6.283185,3.141593,6.283185,1024.201,0.2365671,4235446.0,1279.212,1.723482E8,1279.212,0.9999996,0.1996101,1.596908E-7,0.1623222,6.210187E-6,0.009489818,4.713945E-6,0.4012491,1.837115E-6,0.1041273,3.701986E-5,6.58019E-9,0.002803797,1.031192E-5,0.003027222,0.001164824,2.400189E-6,2.166951E-9,3.344076E-5,0.02012087,0.01261733,0.04305648,0.00906576,2.944152E-6,5.817113E-6,3.015476E-8,8.714712E-7,0.02028121,-3.630281E-14,-1.156472E-52,-6.614206E-6,7.717532,7.352206E-5,437949.5,437951.3
10.6,0.009885276,6.283185,3.141593,6.283185,1022.424,0.2365671,4313196.0,1277.026,1.719635E8,1277.026,0.9999998,0.1996038,1.543718E-7,0.1624104,6.00233E-6,0.009576054,4.663513E-6,0.4009768,1.779583E-6,0.104144,3.723817E-5,6.417656E-9,0.002775304,1.008607E-5,0.002997031,0.001151111,2.465512E-6,2.147486E-9,3.37164E-5,0.0201569,0.01260622,0.04323117,0.009073284,2.930764E-6,5.853304E-6,2.314269E-8,7.641457E-7,0.0202234,-3.446812E-14,-8.586309E-53,-6.3759E-6,7.717737,7.364987E-5,437961.8,437963.6
10.8,0.01008107,6.283185,3.141593,6.283185,1020.651,0.2365672,4382249.0,1274.848,1.715801E8,1274.848,0.9999999,0.1995973,1.492643E-7,0.1624949,5.803171E-6,0.009662469,4.614888E-6,0.4007144,1.724262E-6,0.1041538,3.746159E-5,6.285512E-9,0.002748527,9.875338E-6,0.002968103,0.001137944,2.531896E-6,2.148003E-9,3.401449E-5,0.02019317,0.01259556,0.04340076,0.009080784,2.95879E-6,5.894401E-6,1.833143E-8,7.00556E-7,0.02016781,-3.279032E-14,-6.482059E-53,-6.116451E-6,7.717956,7.377781E-5,437974.8,437976.6
11.0,0.01027725,6.283185,3.141593,6.283185,1018.883,0.2365674,4443449.0,1272.678,1.711982E8,1272.678,1.0,0.1995906,1.443336E-7,0.1625754,5.611415E-6,0.00974904,4.567195E-6,0.4004624,1.670772E-6,0.1041565,3.769069E-5,6.173368E-9,0.002723538,9.67607E-6,0.002940497,0.001125352,2.59963E-6,2.160119E-9,3.433744E-5,0.02022967,0.01258538,0.04356489,0.009088245,3.007957E-6,5.942225E-6,1.519626E-8,6.702619E-7,0.02011458,-3.126473E-14,-5.003738E-53,-5.848555E-6,7.718187,7.390584E-5,437988.5,437990.3
11.2,0.01047376,6.283185,3.141593,6.283185,1017.118,0.2365676,4497336.0,1270.514,1.708173E8,1270.514,1.0,0.1995836,1.39574E-7,0.1626529,5.426438E-6,0.009835701,4.520308E-6,0.4002186,1.619051E-6,0.1041539,3.792441E-5,6.060975E-9,0.002699935,9.487486E-6,0.002913905,0.001113204,2.668596E-6,2.170407E-9,3.468641E-5,0.02026631,0.01257558,0.04372473,0.00909567,3.072987E-6,5.995325E-6,1.388687E-8,6.723458E-7,0.02006317,-2.984954E-14,-3.877724E-53,-5.685921E-6,7.718428,7.403403E-5,438002.9,438004.7
11.4,0.01067056,6.283185,3.141593,6.283185,1015.358,0.2365676,4545570.0,1268.356,1.704374E8,1268.356,1.0,0.1995764,1.349766E-7,0.1627276,5.247834E-6,0.009922411,4.474012E-6,0.3999823,1.569007E-6,0.1041465,3.816211E-5,5.94328E-9,0.002677558,9.306897E-6,0.002888235,0.001101462,2.738743E-6,2.175074E-9,3.504835E-5,0.02030307,0.0125661,0.0438806,0.009103053,3.136572E-6,6.052994E-6,1.308686E-8,6.775325E-7,0.02001345,-2.853898E-14,-3.035551E-53,-5.514941E-6,7.718677,7.416241E-5,438017.7,438019.5
11.6,0.01086771,6.283185,3.141593,6.283185,1013.601,0.2365676,4587486.0,1266.204,1.700587E8,1266.204,1.0,0.1995691,1.305189E-7,0.1627993,5.074819E-6,0.01000913,4.427807E-6,0.399754,1.520386E-6,0.104134,3.840374E-5,5.825189E-9,0.002656442,9.130735E-6,0.002863542,0.001090148,2.810141E-6,2.177588E-9,3.54158E-5,0.02033991,0.01255698,0.04403219,0.009110391,3.192512E-6,6.115669E-6,1.146301E-8,6.738339E-7,0.01996553,-2.732978E-14,-2.414303E-53,-5.245104E-6,7.718935,7.429095E-5,438033.0,438034.8
11.8,0.0110652,6.283185,3.141593,6.283185,1011.848,0.2365676,4623320.0,1264.058,1.696809E8,1264.058,1.000001,0.1995616,1.262029E-7,0.1628682,4.90759E-6,0.01009581,4.381989E-6,0.3995334,1.473216E-6,0.1041168,3.864908E-5,5.720792E-9,0.002636537,8.95992E-6,0.002839785,0.001079243,2.882839E-6,2.188152E-9,3.579875E-5,0.02037678,0.01254819,0.04417963,0.009117682,3.257947E-6,6.183131E-6,1.00912E-8,6.850682E-7,0.01991937,-2.621124E-14,-1.934711E-53,-4.997519E-6,7.719202,7.441966E-5,438048.8,438050.6
12.0,0.01126303,6.283185,3.141593,6.283185,1010.098,0.2365676,4653376.0,1261.917,1.693042E8,1261.917,1.000001,0.1995539,1.220335E-7,0.1629344,4.746302E-6,0.01018242,4.336919E-6,0.3993203,1.427565E-6,0.1040953,3.889798E-5,5.629342E-9,0.002617798,8.796559E-6,0.002816918,0.001068726,2.95691E-6,2.206463E-9,3.62071E-5,0.02041365,0.01253972,0.04432303,0.009124921,3.343824E-6,6.254527E-6,9.984176E-9,7.316907E-7,0.0198749,-2.517631E-14,-1.567636E-53,-4.911314E-6,7.719476,7.454856E-5,438065.1,438066.8
12.2,0.0114612,6.283185,3.141593,6.283185,1008.352,0.2365676,4678160.0,1259.782,1.689283E8,1259.782,1.000001,0.1995461,1.180193E-7,0.1629979,4.59122E-6,0.01026893,4.29312E-6,0.3991143,1.383545E-6,0.1040696,3.915063E-5,5.54908E-9,0.002600194,8.643353E-6,0.0027949,0.001058583,3.032503E-6,2.231294E-9,3.664959E-5,0.02045052,0.01253155,0.04446254,0.009132104,3.455275E-6,6.328804E-6,1.277989E-8,8.209468E-7,0.01983204,-2.421742E-14,-1.28681E-53,-5.105804E-6,7.719756,7.467764E-5,438081.9,438083.7
12.4,0.01165975,6.283185,3.141593,6.283185,1006.61,0.2365677,4699619.0,1257.652,1.685535E8,1257.652,1.000001,0.1995381,1.141476E-7,0.1630587,4.441287E-6,0.0103553,4.24985E-6,0.3989159,1.341014E-6,0.1040397,3.940668E-5,5.434061E-9,0.002583687,8.497087E-6,0.002773775,0.001048832,3.109606E-6,2.230397E-9,3.709128E-5,0.02048734,0.01252369,0.04459787,0.009139222,3.542804E-6,6.403147E-6,1.470705E-8,8.74727E-7,0.01979089,-2.333283E-14,-1.0685E-53,-5.210801E-6,7.720044,7.480688E-5,438099.0,438100.8
12.6,0.01185866,6.283185,3.141593,6.283185,1004.872,0.236568,4715003.0,1255.528,1.681797E8,1255.528,1.000001,0.19953,1.103858E-7,0.163117,4.296048E-6,0.0104415,4.206679E-6,0.3987245,1.299599E-6,0.104006,3.966582E-5,5.34596E-9,0.002568203,8.352742E-6,0.002753472,0.00103944,3.188198E-6,2.246396E-9,3.754881E-5,0.02052408,0.01251612,0.04472931,0.009146281,3.640045E-6,6.47919E-6,1.728416E-8,9.381998E-7,0.01975136,-2.251143E-14,-8.941899E-54,-5.397181E-6,7.720337,7.49363E-5,438116.6,438118.4
12.8,0.01205788,6.283185,3.141593,6.283185,1003.136,0.236568,4726851.0,1253.408,1.678065E8,1253.408,1.000001,0.1995218,1.067415E-7,0.1631733,4.155083E-6,0.0105275,4.163462E-6,0.3985385,1.25939E-6,0.1039694,3.992691E-5,5.23379E-9,0.002553464,8.211583E-6,0.002733809,0.001030328,3.267908E-6,2.244048E-9,3.800204E-5,0.02056073,0.01250877,0.04485765,0.009153287,3.721344E-6,6.55742E-6,1.840267E-8,9.764245E-7,0.01971309,-2.174116E-14,-7.517329E-54,-5.468484E-6,7.720636,7.506596E-5,438134.3,438136.1
13.0,0.01225743,6.283185,3.141593,6.283185,1001.404,0.236568,4733973.0,1251.292,1.674342E8,1251.292,1.000001,0.1995135,1.03191E-7,0.1632275,4.017888E-6,0.01061326,4.119716E-6,0.3983583,1.220121E-6,0.1039299,4.018951E-5,5.12598E-9,0.002539474,8.069362E-6,0.002714828,0.00102151,3.348697E-6,2.243225E-9,3.843992E-5,0.02059724,0.01250165,0.04498265,0.009160236,3.778677E-6,6.638707E-6,1.632186E-8,9.740373E-7,0.01967617,-2.10219E-14,-6.369174E-54,-5.275874E-6,7.720938,7.519584E-5,438152.2,438154.0
13.2,0.01245732,6.283185,3.141593,6.283185,999.674,0.236568,4736356.0,1249.181,1.670626E8,1249.181,1.000001,0.1995051,9.97523E-8,0.1632795,3.885412E-6,0.01069871,4.076498E-6,0.398184,1.182009E-6,0.1038875,4.045374E-5,5.049242E-9,0.00252628,7.930164E-6,0.002696527,0.001012985,3.430694E-6,2.263041E-9,3.889308E-5,0.02063357,0.01249477,0.0451043,0.009167122,3.856288E-6,6.723343E-6,1.476072E-8,9.94755E-7,0.01964062,-2.035111E-14,-5.44386E-54,-5.137488E-6,7.721245,7.532593E-5,438170.3,438172.1
13.4,0.01265756,6.283185,3.141593,6.283185,997.9475,0.236568,4735000.0,1247.074,1.666917E8,1247.074,1.000002,0.1994967,9.646029E-8,0.1633296,3.758722E-6,0.01078387,4.03535E-6,0.3980153,1.145477E-6,0.1038425,4.072008E-5,4.986993E-9,0.002513909,7.802912E-6,0.002678875,0.00100474,3.51416E-6,2.292095E-9,3.938911E-5,0.02066972,0.0124881,0.04522269,0.009173937,3.980106E-6,6.810509E-6,1.80259E-8,1.078472E-6,0.01960636,-1.972451E-14,-4.686538E-54,-5.364658E-6,7.721556,7.545625E-5,438188.9,438190.7
13.6,0.01285814,6.283185,3.141593,6.283185,996.224,0.236568,4732282.0,1244.971,1.663215E8,1244.971,1.000002,0.1994882,9.327409E-8,0.1633777,3.635595E-6,0.01086871,3.994011E-6,0.3978521,1.110045E-6,0.1037951,4.098808E-5,4.874933E-9,0.002502252,7.680316E-6,0.002661838,9.967647E-4,3.599023E-6,2.284848E-9,3.989452E-5,0.02070568,0.01248165,0.04533793,0.009180678,4.097737E-6,6.899258E-6,2.144545E-8,1.156967E-6,0.01957334,-1.913838E-14,-4.062528E-54,-5.622604E-6,7.721869,7.55868E-5,438207.6,438209.4
13.8,0.01305907,6.283185,3.141593,6.283185,994.5033,0.236568,4725777.0,1242.872,1.659521E8,1242.872,1.000002,0.1994796,9.016114E-8,0.1634239,3.515486E-6,0.01095317,3.951778E-6,0.3976939,1.075332E-6,0.1037454,4.125676E-5,4.775261E-9,0.002491177,7.553953E-6,0.002645392,9.890461E-4,3.684971E-6,2.284823E-9,4.037184E-5,0.02074142,0.0124754,0.04545011,0.00918735,4.167444E-6,6.98996E-6,2.008489E-8,1.164873E-6,0.01954152,-1.858955E-14,-3.545178E-54,-5.495059E-6,7.722186,7.571757E-5,438226.3,438228.1
14.0,0.01326035,6.283185,3.141593,6.283185,992.7855,0.236568,4713584.0,1240.776,1.655832E8,1240.776,1.000002,0.199471,8.715914E-8,0.1634684,3.400628E-6,0.01103724,3.911303E-6,0.3975408,1.041799E-6,0.1036937,4.152694E-5,4.759202E-9,0.002480836,7.432908E-6,0.002629518,9.815726E-4,3.772353E-6,2.34269E-9,4.090404E-5,0.0207769,0.01246933,0.04555931,0.009193954,4.30882E-6,7.082345E-6,2.425154E-8,1.270928E-6,0.01951089,-1.807515E-14,-3.113259E-54,-5.873702E-6,7.722505,7.584859E-5,438245.4,438247.2
14.2,0.01346198,6.283185,3.141593,6.283185,991.0704,0.236568,4701883.0,1238.684,1.65215E8,1238.684,1.000002,0.1994623,8.428142E-8,0.1635113,3.289082E-6,0.01112093,3.871217E-6,0.3973928,1.009612E-6,0.1036401,4.179936E-5,4.602179E-9,0.002471272,7.323884E-6,0.002614188,9.743358E-4,3.861532E-6,2.310282E-9,4.151319E-5,0.02081213,0.01246345,0.04566562,0.009200479,4.534798E-6,7.167551E-6,3.68777E-8,1.503033E-6,0.01948135,-1.759268E-14,-2.751687E-54,-7.092462E-6,7.722825,7.597985E-5,438265.1,438266.9
14.4,0.01366399,6.283185,3.141593,6.283185,989.3584,0.2365682,4683664.0,1236.596,1.648476E8,1236.596,1.000002,0.1994536,8.142517E-8,0.1635523,3.179326E-6,0.01120408,3.828868E-6,0.3972495,9.775306E-7,0.1035846,4.207029E-5,4.543372E-9,0.002462025,7.201111E-6,0.002599442,9.673501E-4,3.951322E-6,2.335666E-9,4.200539E-5,0.02084697,0.01245777,0.04576882,0.009206933,4.601598E-6,7.20715E-6,3.607499E-8,1.467379E-6,0.01945305,-1.714242E-14,-2.450711E-54,-7.196634E-6,7.723149,7.611133E-5,438284.1,438285.8
14.6,0.01386639,6.283185,3.141593,6.283185,987.6492,0.2365685,4665583.0,1234.512,1.644807E8,1234.512,1.000002,0.1994449,7.869502E-8,0.1635915,3.074088E-6,0.01128669,3.788061E-6,0.3971111,9.468264E-7,0.1035274,4.23413E-5,4.453062E-9,0.002453346,7.084729E-6,0.002585245,9.605976E-4,4.042278E-6,2.337823E-9,4.250974E-5,0.02088148,0.01245226,0.04586903,0.009213308,4.683974E-6,7.251171E-6,3.584122E-8,1.44881E-6,0.01942589,-1.672136E-14,-2.19749E-54,-7.31625E-6,7.723473,7.624304E-5,438303.1,438304.9
14.8,0.01406914,6.283185,3.141593,6.283185,985.9426,0.2365688,4643644.0,1232.431,1.641145E8,1232.431,1.000002,0.1994362,7.604479E-8,0.1636293,2.9719E-6,0.01136879,3.747367E-6,0.3969768,9.169585E-7,0.1034688,4.261204E-5,4.360933E-9,0.002445123,6.970394E-6,0.00257153,9.5405E-4,4.134218E-6,2.337661E-9,4.300965E-5,0.02091567,0.01244692,0.0459666,0.009219607,4.757862E-6,7.299441E-6,3.414735E-8,1.413782E-6,0.01939973,-1.63241E-14,-1.978675E-54,-7.273174E-6,7.723799,7.637501E-5,438322.2,438324.0
15.0,0.01427218,6.283185,3.141593,6.283185,984.2382,0.2365688,4619538.0,1230.353,1.637487E8,1230.353,1.000003,0.1994274,7.346918E-8,0.1636658,2.872621E-6,0.01145041,3.706381E-6,0.396846,8.878597E-7,0.1034091,4.288224E-5,4.271315E-9,0.002437265,6.856102E-6,0.002558211,9.47671E-4,4.226927E-6,2.338205E-9,4.350575E-5,0.02094956,0.0124417,0.04606197,0.009225842,4.826481E-6,7.351498E-6,3.094432E-8,1.368452E-6,0.01937441,-1.594789E-14,-1.78792E-54,-7.088026E-6,7.724126,7.650727E-5,438341.2,438343.0
15.2,0.01447556,6.283185,3.141593,6.283185,982.5362,0.2365688,4593092.0,1228.277,1.633833E8,1228.277,1.000003,0.1994187,7.09762E-8,0.163701,2.776686E-6,0.0115315,3.665801E-6,0.396719,8.596345E-7,0.1033483,4.315188E-5,4.196689E-9,0.00242982,6.743847E-6,0.002545318,9.414724E-4,4.320524E-6,2.348299E-9,4.400907E-5,0.02098312,0.01243663,0.04615495,0.009232003,4.904059E-6,7.407648E-6,2.758707E-8,1.333234E-6,0.01934998,-1.55925E-14,-1.62253E-54,-6.870057E-6,7.724453,7.663981E-5,438360.3,438362.0
15.4,0.01467929,6.283185,3.141593,6.283185,980.8365,0.2365688,4564750.0,1226.205,1.630185E8,1226.205,1.000003,0.19941,6.857506E-8,0.1637348,2.684399E-6,0.01161201,3.626269E-6,0.3965959,8.324008E-7,0.1032866,4.342113E-5,4.134729E-9,0.002422827,6.636687E-6,0.002532859,9.354584E-4,4.415184E-6,2.366421E-9,4.453573E-5,0.02101632,0.0124317,0.04624547,0.009238083,5.008653E-6,7.467756E-6,2.627518E-8,1.334476E-6,0.01932645,-1.525751E-14,-1.479158E-54,-6.791742E-6,7.72478,7.677261E-5,438379.4,438381.2
15.6,0.01488338,6.283185,3.141593,6.283185,979.1393,0.2365688,4534636.0,1224.135,1.626542E8,1224.135,1.000003,0.1994013,6.625946E-8,0.1637674,2.595477E-6,0.01169195,3.58758E-6,0.3964765,8.060902E-7,0.1032238,4.369012E-5,4.079049E-9,0.002416286,6.53451E-6,0.002520815,9.296223E-4,4.510993E-6,2.388116E-9,4.509138E-5,0.02104916,0.01242691,0.04633361,0.009244079,5.144295E-6,7.531243E-6,2.76788E-8,1.380205E-6,0.0193038,-1.494158E-14,-1.354632E-54,-6.927193E-6,7.725107,7.690569E-5,438398.6,438400.4
15.8,0.01508781,6.283185,3.141593,6.283185,977.4445,0.2365688,4503164.0,1222.068,1.622904E8,1222.068,1.000003,0.1993926,6.402565E-8,0.1637987,2.509706E-6,0.0117713,3.549587E-6,0.3963607,7.806608E-7,0.1031603,4.395883E-5,4.024985E-9,0.002410182,6.43665E-6,0.002509169,9.23958E-4,4.607986E-6,2.410182E-9,4.567559E-5,0.02108164,0.01242225,0.04641943,0.009249993,5.307777E-6,7.597513E-6,3.160134E-8,1.468361E-6,0.01928198,-1.46435E-14,-1.246356E-54,-7.288219E-6,7.725433,7.703904E-5,438417.9,438419.7
16.0,0.01529262,6.283185,3.141593,6.283185,975.7522,0.2365689,4472052.0,1220.003,1.619271E8,1220.003,1.000003,0.1993839,6.187158E-8,0.1638288,2.426299E-6,0.01185002,3.511599E-6,0.3962485,7.560883E-7,0.103096,4.42267E-5,3.911191E-9,0.002404437,6.341514E-6,0.002497924,9.18467E-4,4.706056E-6,2.38992E-9,4.625478E-5,0.02111373,0.01241773,0.0465029,0.00925582,5.450106E-6,7.666207E-6,3.385054E-8,1.530693E-6,0.019261,-1.436257E-14,-1.151872E-54,-7.525584E-6,7.725759,7.717265E-5,438437.2,438439.0
16.2,0.01549782,6.283185,3.141593,6.283185,974.0624,0.2365691,4437579.0,1217.942,1.615643E8,1217.942,1.000003,0.1993752,5.977048E-8,0.1638576,2.345593E-6,0.01192805,3.473602E-6,0.3961397,7.320604E-7,0.103031,4.449321E-5,3.857082E-9,0.00239901,6.244245E-6,0.002487079,9.131482E-4,4.805066E-6,2.409954E-9,4.681743E-5,0.02114541,0.01241334,0.046584,0.009261565,5.562683E-6,7.737973E-6,3.294887E-8,1.548866E-6,0.01924088,-1.409783E-14,-1.068965E-54,-7.494091E-6,7.726085,7.730653E-5,438456.2,438458.0
16.4,0.01570334,6.283185,3.141593,6.283185,972.3747,0.2365691,4401321.0,1215.883,1.612019E8,1215.883,1.000003,0.1993666,5.774066E-8,0.1638854,2.267501E-6,0.0120055,3.436111E-6,0.3960338,7.088038E-7,0.1029656,4.475887E-5,3.79362E-9,0.002393897,6.149637E-6,0.002476554,9.079668E-4,4.90498E-6,2.422843E-9,4.739589E-5,0.02117673,0.01240905,0.04666319,0.009267238,5.691759E-6,7.812237E-6,3.335269E-8,1.587555E-6,0.01922144,-1.384609E-14,-9.947231E-55,-7.557445E-6,7.726409,7.744071E-5,438475.3,438477.1
16.6,0.0159092,6.283185,3.141593,6.283185,970.6891,0.2365691,4364569.0,1213.826,1.608399E8,1213.826,1.000004,0.199358,5.577799E-8,0.1639123,2.191817E-6,0.01208232,3.398753E-6,0.3959309,6.862679E-7,0.1028997,4.50233E-5,3.715997E-9,0.002389071,6.056801E-6,0.002466361,9.029282E-4,5.005762E-6,2.425066E-9,4.797495E-5,0.02120766,0.01240488,0.04674036,0.009272836,5.815432E-6,7.889113E-6,3.312813E-8,1.616076E-6,0.0192027,-1.360738E-14,-9.285979E-55,-7.550779E-6,7.726733,7.757518E-5,438494.3,438496.1
16.8,0.01611542,6.283185,3.141593,6.283185,969.0058,0.2365692,4325553.0,1211.772,1.604783E8,1211.772,1.000004,0.1993495,5.38704E-8,0.1639381,2.118266E-6,0.01215845,3.361158E-6,0.3958309,6.643116E-7,0.1028335,4.528618E-5,3.639615E-9,0.002384507,5.963512E-6,0.002456498,8.98031E-4,5.10732E-6,2.427228E-9,4.854769E-5,0.02123818,0.01240082,0.04681553,0.009278356,5.926472E-6,7.968736E-6,3.114555E-8,1.624702E-6,0.01918466,-1.338126E-14,-8.697381E-55,-7.398286E-6,7.727055,7.770994E-5,438513.1,438514.9
17.0,0.01632199,6.283185,3.141593,6.283185,967.3248,0.2365692,4286497.0,1209.72,1.601172E8,1209.72,1.000004,0.199341,5.202382E-8,0.1639629,2.047309E-6,0.01223389,3.324006E-6,0.3957337,6.430116E-7,0.102767,4.554762E-5,3.587487E-9,0.002380235,5.871343E-6,0.002446957,8.932713E-4,5.209694E-6,2.44542E-9,4.913201E-5,0.02126829,0.01239687,0.04688874,0.009283801,6.050696E-6,8.051037E-6,2.967004E-8,1.649687E-6,0.0191673,-1.316702E-14,-8.172438E-55,-7.292877E-6,7.727376,7.784499E-5,438531.9,438533.6
17.2,0.01652893,6.283185,3.141593,6.283185,965.6458,0.2365692,4246243.0,1207.671,1.597564E8,1207.671,1.000004,0.1993325,5.025053E-8,0.1639868,1.979035E-6,0.01230863,3.287943E-6,0.3956394,6.225256E-7,0.1027003,4.580773E-5,3.526167E-9,0.002376258,5.783871E-6,0.002437725,8.886448E-4,5.312954E-6,2.456862E-9,4.973472E-5,0.02129799,0.01239303,0.04696002,0.009289165,6.194705E-6,8.135566E-6,3.004901E-8,1.698785E-6,0.0191506,-1.296394E-14,-7.702565E-55,-7.310736E-6,7.727695,7.798033E-5,438550.6,438552.4
17.4,0.01673623,6.283185,3.141593,6.283185,963.9691,0.2365692,4205070.0,1205.623,1.593961E8,1205.623,1.000004,0.1993241,4.852864E-8,0.1640098,1.912614E-6,0.01238267,3.251615E-6,0.3955477,6.025861E-7,0.1026334,4.606607E-5,3.455366E-9,0.002372507,5.696946E-6,0.00242879,8.841464E-4,5.416958E-6,2.460939E-9,5.03318E-5,0.02132726,0.01238929,0.04702944,0.009294451,6.3252E-6,8.221757E-6,2.905209E-8,1.726344E-6,0.01913452,-1.277122E-14,-7.280095E-55,-7.202189E-6,7.728013,7.811597E-5,438569.2,438571.0
17.6,0.01694388,6.283185,3.141593,6.283185,962.2946,0.2365692,4162136.0,1203.578,1.590362E8,1203.578,1.000004,0.1993158,4.686052E-8,0.1640319,1.848841E-6,0.01245599,3.215963E-6,0.3954586,5.832282E-7,0.1025665,4.632302E-5,3.436508E-9,0.002369054,5.611102E-6,0.002420143,8.79772E-4,5.52182E-6,2.500185E-9,5.095932E-5,0.02135611,0.01238564,0.04709704,0.009299659,6.494619E-6,8.309315E-6,3.098216E-8,1.806563E-6,0.01911905,-1.258827E-14,-6.899226E-55,-7.356375E-6,7.728328,7.825191E-5,438587.8,438589.6
17.8,0.0171519,6.283185,3.141593,6.283185,960.6221,0.2365692,4118737.0,1201.535,1.586766E8,1201.535,1.000004,0.1993075,4.526135E-8,0.1640532,1.787938E-6,0.0125286,3.181857E-6,0.3953722,5.646451E-7,0.1024996,4.65792E-5,3.438245E-9,0.002365971,5.531109E-6,0.002411774,8.755174E-4,5.627791E-6,2.55334E-9,5.165078E-5,0.02138454,0.0123821,0.04716289,0.009304789,6.745355E-6,8.397443E-6,4.02414E-8,2.000646E-6,0.01910417,-1.241451E-14,-6.555234E-55,-8.148463E-6,7.728641,7.838815E-5,438606.6,438608.4
18.0,0.01736032,6.283185,3.141593,6.283185,958.952,0.2365693,4077220.0,1199.495,1.583174E8,1199.495,1.000004,0.1992993,4.371071E-8,0.1640736,1.727101E-6,0.01260041,3.14591E-6,0.3952883,5.465765E-7,0.1024326,4.683274E-5,3.280878E-9,0.00236301,5.450855E-6,0.002403697,8.713907E-4,5.734358E-6,2.498562E-9,5.229361E-5,0.02141249,0.01237865,0.04722684,0.009309831,6.919359E-6,8.476825E-6,4.311334E-8,2.081275E-6,0.01908989,-1.225026E-14,-6.246948E-55,-8.431702E-6,7.728952,7.852467E-5,438625.0,438626.8
18.2,0.01756916,6.283185,3.141593,6.283185,957.2844,0.2365697,4032794.0,1197.457,1.579587E8,1197.457,1.000005,0.1992911,4.220289E-8,0.1640931,1.669066E-6,0.01267133,3.110906E-6,0.3952069,5.289689E-7,0.1023658,4.708346E-5,3.230294E-9,0.002360216,5.368712E-6,0.002395922,8.673943E-4,5.84147E-6,2.513661E-9,5.291165E-5,0.02143992,0.01237532,0.04728884,0.009314791,7.057027E-6,8.554869E-6,4.233808E-8,2.104172E-6,0.01907626,-1.20953E-14,-5.970697E-55,-8.398039E-6,7.729261,7.866146E-5,438643.0,438644.8
18.4,0.01777835,6.283185,3.141593,6.283185,955.6189,0.23657,3987856.0,1195.421,1.576004E8,1195.421,1.000005,0.199283,4.074622E-8,0.1641119,1.612962E-6,0.01274152,3.076282E-6,0.3951278,5.119245E-7,0.1022992,4.733228E-5,3.178478E-9,0.00235762,5.288214E-6,0.002388384,8.635007E-4,5.949175E-6,2.527348E-9,5.354011E-5,0.02146694,0.01237207,0.04734929,0.00931968,7.206908E-6,8.635063E-6,4.229418E-8,2.141778E-6,0.01906314,-1.19475E-14,-5.717562E-55,-8.419853E-6,7.729567,7.879856E-5,438661.0,438662.8
18.6,0.01798784,6.283185,3.141593,6.283185,953.955,0.2365701,3942503.0,1193.387,1.572424E8,1193.387,1.000005,0.199275,3.93379E-8,0.1641302,1.558656E-6,0.01281109,3.041922E-6,0.3950503,4.954122E-7,0.1022327,4.757935E-5,3.123398E-9,0.002355177,5.209277E-6,0.002381043,8.59692E-4,6.05734E-6,2.538214E-9,5.417321E-5,0.0214936,0.01236889,0.04740844,0.009324509,7.360863E-6,8.71699E-6,4.243584E-8,2.183079E-6,0.01905042,-1.180573E-14,-5.483154E-55,-8.447501E-6,7.729872,7.8936E-5,438678.8,438680.6
