Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H3_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_NC3H7_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_PC4H9_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.37766,3.350965E-4,6.283185,3.141593,6.283185,1125.408,0.2365664,-1.160163E8,1428.084,1.985508E8,1428.084,0.9999921,0.2001295,1.717608E-6,0.1161809,1.361382E-4,0.01641165,1.587356E-5,0.4079645,2.809711E-5,0.04993219,0.001819438,3.975145E-7,0.07133407,5.625025E-4,0.01050998,0.006653593,3.67391E-5,2.54035E-8,6.451486E-4,0.04350928,0.01448381,0.01269947,0.008188669,7.566467E-6,8.038868E-4,1.658757E-7,9.519418E-7,0.03137781,-3.200974E-10,-6.527048E-17,-2.681471E-5,7.840942,6.691029E-5,444893.2,444902.0
0.3781452,3.355276E-4,6.283185,3.141593,6.283185,1125.403,0.2365664,-1.274017E8,1428.065,1.985473E8,1428.065,0.9999921,0.2001284,1.732596E-6,0.116206,1.35868E-4,0.01640519,1.539156E-5,0.4079987,2.816E-5,0.04995112,0.001815978,2.434875E-7,0.07128361,5.617092E-4,0.01051224,0.006652696,3.657754E-5,4.390976E-9,6.441495E-4,0.04348692,0.01448578,0.01270635,0.008189691,7.581596E-6,8.017505E-4,1.656321E-7,9.490553E-7,0.03137582,-3.19544E-10,-6.417863E-17,-2.689485E-5,7.840873,6.691062E-5,444889.2,444898.0
0.4,3.549494E-4,6.283185,3.141593,6.283185,1125.148,0.2365664,-1.251816E8,1427.192,1.983938E8,1427.192,0.9999921,0.200081,1.693472E-6,0.1173005,1.303071E-4,0.01611883,1.501725E-5,0.4094549,2.722741E-5,0.05079053,0.001668128,2.223353E-7,0.06906024,5.371543E-4,0.01060603,0.006610345,3.004263E-5,3.628151E-9,5.984887E-4,0.04252144,0.01457026,0.01301291,0.008233796,1.79153E-5,7.122914E-4,1.436417E-7,7.376194E-7,0.03128608,-2.958541E-10,-3.021213E-17,-2.704279E-5,7.837857,6.692576E-5,444718.9,444727.4
0.4165671,3.69675E-4,6.283185,3.141593,6.283185,1124.953,0.2365664,-1.202827E8,1426.546,1.982801E8,1426.546,0.9999921,0.2000472,1.666729E-6,0.1180945,1.26848E-4,0.01591057,1.480478E-5,0.4104907,2.653574E-5,0.05140846,0.001566109,2.127536E-7,0.06745012,5.211396E-4,0.01066743,0.00657717,2.596101E-5,4.694227E-9,5.687431E-4,0.04182967,0.01462854,0.01324025,0.008264616,1.846365E-5,6.524528E-4,1.472468E-7,8.948216E-7,0.03121837,-2.794044E-10,-1.722997E-17,-2.893363E-5,7.835664,6.693734E-5,444596.1,444604.3
0.4401235,3.906175E-4,6.283185,3.141593,6.283185,1124.678,0.2365664,-1.131562E8,1425.656,1.981234E8,1425.656,0.9999922,0.200002,1.626608E-6,0.1191736,1.220407E-4,0.01562667,1.449383E-5,0.4118646,2.555745E-5,0.0522605,0.001434411,2.060036E-7,0.06526777,4.986462E-4,0.01074218,0.006528971,2.119678E-5,4.86633E-9,5.313301E-4,0.04090035,0.01470346,0.01355611,0.008304828,1.639541E-5,5.776038E-4,1.16215E-7,5.345923E-7,0.0311235,-2.580452E-10,-7.883303E-18,-2.787059E-5,7.832692,6.695374E-5,444427.8,444435.7
0.4447133,3.946986E-4,6.283185,3.141593,6.283185,1124.625,0.2365664,-1.062695E8,1425.486,1.980934E8,1425.486,0.9999922,0.1999935,1.614847E-6,0.1193776,1.211887E-4,0.01557309,1.447639E-5,0.4121216,2.531929E-5,0.05242287,0.001410417,2.342473E-7,0.06485924,4.939618E-4,0.0107553,0.006519515,2.038893E-5,9.12752E-9,5.255711E-4,0.04072627,0.01471704,0.01361661,0.008312188,1.154673E-5,5.642424E-4,1.276132E-7,7.393155E-7,0.03110536,-2.541412E-10,-6.774496E-18,-2.902181E-5,7.832128,6.695691E-5,444396.7,444404.5
0.4458355,3.956965E-4,6.283185,3.141593,6.283185,1124.612,0.2365664,-1.391836E8,1425.444,1.98086E8,1425.444,0.9999922,0.1999914,1.594848E-6,0.1194274,1.211918E-4,0.01556025,1.481367E-5,0.4121861,2.509655E-5,0.05246222,0.00140466,3.1892E-7,0.0647636,4.924721E-4,0.01075852,0.006517269,2.019896E-5,1.132047E-8,5.255319E-4,0.04068449,0.01472032,0.01363129,0.008313943,3.210911E-6,5.610361E-4,1.4204E-7,9.692918E-7,0.03110107,-2.532049E-10,-6.528766E-18,-3.0273E-5,7.831987,6.695767E-5,444389.4,444397.2
0.4459378,3.957874E-4,6.283185,3.141593,6.283185,1124.611,0.2365664,-1.259279E8,1425.44,1.980854E8,1425.44,0.9999922,0.1999912,1.588691E-6,0.119432,1.212496E-4,0.01555911,1.495376E-5,0.4121924,2.503503E-5,0.05246578,0.001404143,3.505903E-7,0.0647555,4.922973E-4,0.01075882,0.006517076,2.018201E-5,5.106734E-9,5.257686E-4,0.0406808,0.01472062,0.01363262,0.008314099,9.793583E-7,5.60746E-4,1.422336E-7,9.694997E-7,0.03110069,-2.531207E-10,-6.506873E-18,-3.031455E-5,7.831973,6.695774E-5,444388.6,444396.4
0.4533298,4.023606E-4,6.283185,3.141593,6.283185,1124.527,0.2365664,-1.091638E8,1425.174,1.980385E8,1425.174,0.9999922,0.1999778,1.598414E-6,0.1197544,1.189326E-4,0.01547394,1.415535E-5,0.4125897,2.492862E-5,0.05272372,0.001366804,1.871634E-7,0.06410638,4.839178E-4,0.0107789,0.006501668,1.896742E-5,3.63627E-9,5.142813E-4,0.04040502,0.01474151,0.01372896,0.008325521,8.782468E-6,5.401801E-4,1.341699E-7,8.644975E-7,0.03107195,-2.470534E-10,-5.11357E-18,-3.03625E-5,7.831096,6.696275E-5,444339.2,444346.9
0.4944955,4.389757E-4,6.283185,3.141593,6.283185,1124.044,0.2365664,-1.025022E8,1423.71,1.977808E8,1423.71,0.9999922,0.199909,1.548499E-6,0.1214613,1.123269E-4,0.01502145,1.380569E-5,0.4146439,2.363907E-5,0.0541156,0.001180236,1.678408E-7,0.06067241,4.521275E-4,0.01086849,0.006413593,1.354837E-5,3.793769E-9,4.592797E-4,0.03896835,0.01484517,0.01425264,0.008383752,1.593197E-5,4.410581E-4,1.079067E-7,7.030045E-7,0.03091275,-2.164422E-10,-1.356058E-18,-2.954712E-5,7.82641,6.69915E-5,444074.4,444081.6
0.5235095,4.647918E-4,6.283185,3.141593,6.283185,1123.705,0.2365664,-9.686587E7,1422.72,1.976066E8,1422.72,0.9999922,0.1998651,1.511651E-6,0.1225841,1.078623E-4,0.0147232,1.349575E-5,0.4159384,2.276102E-5,0.055053,0.001068034,1.547093E-7,0.05842806,4.308002E-4,0.01091192,0.006350474,1.08044E-5,3.077308E-9,4.275209E-4,0.03804311,0.01490629,0.01460916,0.008419713,1.509339E-5,3.844368E-4,7.830756E-8,3.118435E-7,0.03080267,-1.977538E-10,-5.470087E-19,-2.744105E-5,7.82333,6.701172E-5,443899.5,443906.5
0.5680656,5.04452E-4,6.283185,3.141593,6.283185,1123.185,0.2365664,-8.969761E7,1421.26,1.973497E8,1421.26,0.9999923,0.1998042,1.459355E-6,0.1241923,1.016891E-4,0.01429503,1.307654E-5,0.4177086,2.154047E-5,0.05642773,9.209344E-4,1.388354E-7,0.05523616,4.005997E-4,0.01095317,0.006252341,7.764461E-6,3.068522E-9,3.856473E-4,0.03674382,0.01498369,0.01513734,0.00846802,1.405241E-5,3.138517E-4,6.408818E-8,2.867141E-7,0.03063838,-1.729129E-10,-1.396401E-19,-2.494894E-5,7.818921,6.704275E-5,443649.6,443656.1
0.5903378,5.242838E-4,6.283185,3.141593,6.283185,1122.925,0.2365664,-8.64404E7,1420.555,1.972255E8,1420.555,0.9999923,0.1997765,1.435275E-6,0.1249481,9.888517E-5,0.01409356,1.288193E-5,0.4185048,2.099024E-5,0.05708767,8.572531E-4,1.317857E-7,0.05374661,3.868108E-4,0.01096357,0.0062029,6.641438E-6,2.993982E-9,3.672828E-4,0.03614429,0.01501578,0.01539308,0.008489458,1.345994E-5,2.846303E-4,6.019507E-8,2.434942E-7,0.0305582,-1.62004E-10,-7.190287E-20,-2.420601E-5,7.816849,6.705827E-5,443532.2,443538.6
0.6,5.328888E-4,6.283185,3.141593,6.283185,1122.812,0.2365664,-8.485688E7,1420.253,1.971724E8,1420.253,0.9999923,0.1997649,1.42454E-6,0.125267,9.771998E-5,0.01400856,1.280408E-5,0.4188339,2.07513E-5,0.05736875,8.313847E-4,1.310743E-7,0.05312082,3.809554E-4,0.01096625,0.006181422,6.217005E-6,3.721669E-9,3.599206E-4,0.03589349,0.01502851,0.01550241,0.008498265,1.24857E-5,2.730022E-4,6.095908E-8,2.7261E-7,0.03052383,-1.575439E-10,-5.399409E-20,-2.400656E-5,7.815974,6.706501E-5,443482.7,443489.0
0.6070384,5.391576E-4,6.283185,3.141593,6.283185,1122.73,0.2365664,-7.312648E7,1420.035,1.97134E8,1420.035,0.9999923,0.1997567,1.396216E-6,0.1254961,9.708525E-5,0.01394767,1.320391E-5,0.4190696,2.045764E-5,0.05757138,8.132E-4,2.957322E-7,0.05267546,3.765062E-4,0.01096762,0.006165817,5.931116E-6,1.19016E-8,3.558603E-4,0.03571454,0.01503733,0.01558139,0.008504483,6.607635E-6,2.649014E-4,8.091073E-8,6.086381E-7,0.03049906,-1.543975E-10,-4.387637E-20,-2.561664E-5,7.815342,6.70699E-5,443448.1,443454.3
0.6075574,5.396198E-4,6.283185,3.141593,6.283185,1122.724,0.2365664,-7.533697E7,1420.018,1.971311E8,1420.018,0.9999923,0.199756,1.40782E-6,0.125513,9.700816E-5,0.01394329,1.292275E-5,0.4190875,2.043346E-5,0.05758618,8.118895E-4,1.866966E-7,0.05264367,3.760458E-4,0.01096774,0.006164694,5.911363E-6,8.820622E-9,3.558236E-4,0.03570147,0.01503797,0.01558717,0.008504926,4.923677E-6,2.643158E-4,8.664934E-8,6.9935E-7,0.03049729,-1.541702E-10,-4.321235E-20,-2.611678E-5,7.815295,6.707026E-5,443445.6,443451.8
0.6078549,5.398848E-4,6.283185,3.141593,6.283185,1122.721,0.2365664,-8.055961E7,1420.009,1.971295E8,1420.009,0.9999923,0.1997557,1.402849E-6,0.1255227,9.700053E-5,0.01394077,1.297477E-5,0.4190979,2.041824E-5,0.05759466,8.111395E-4,2.09128E-7,0.05262568,3.757757E-4,0.01096781,0.006164048,5.900193E-6,1.534593E-8,3.559096E-4,0.035694,0.01503833,0.01559048,0.00850518,3.57641E-6,2.639807E-4,9.357431E-8,8.104642E-7,0.03049627,-1.540401E-10,-4.283634E-20,-2.6709E-5,7.815267,6.707046E-5,443444.3,443450.6
0.6090443,5.409442E-4,6.283185,3.141593,6.283185,1122.707,0.2365664,-8.057939E7,1419.973,1.971231E8,1419.973,0.9999923,0.1997543,1.411622E-6,0.1255612,9.666723E-5,0.01393059,1.265562E-5,0.419137,2.047723E-5,0.05762861,8.081325E-4,1.294987E-7,0.05255125,3.747505E-4,0.010968,0.00616142,5.854011E-6,2.971294E-9,3.551413E-4,0.0356638,0.01503975,0.01560373,0.008506203,3.575952E-6,2.626445E-4,9.552966E-8,8.400869E-7,0.03049214,-1.535194E-10,-4.136847E-20,-2.695813E-5,7.815162,6.707127E-5,443438.5,443444.8
0.6475833,5.752779E-4,6.283185,3.141593,6.283185,1122.258,0.2365664,-7.916278E7,1418.809,1.969183E8,1418.809,0.9999924,0.1997122,1.376385E-6,0.1267598,9.229835E-5,0.01361042,1.242258E-5,0.4203157,1.968759E-5,0.05870628,7.179698E-4,1.184134E-7,0.05021411,3.538298E-4,0.01096565,0.006075381,4.570131E-6,3.073023E-9,3.264112E-4,0.03473521,0.01508109,0.01602593,0.008537498,1.135491E-5,2.237095E-4,6.163785E-8,3.275909E-7,0.03035907,-1.377915E-10,-1.358298E-20,-2.472934E-5,7.811881,6.709812E-5,443252.2,443258.1
0.7132747,6.338331E-4,6.283185,3.141593,6.283185,1121.49,0.2365664,-7.23982E7,1416.899,1.965821E8,1416.899,0.9999924,0.1996496,1.321325E-6,0.1286412,8.603367E-5,0.01310894,1.200302E-5,0.4220411,1.847412E-5,0.06044879,5.925644E-4,1.030719E-7,0.04658929,3.227867E-4,0.01092876,0.005929539,3.136503E-6,3.010371E-9,2.875368E-4,0.03331971,0.01513166,0.01671612,0.008583138,1.126948E-5,1.728886E-4,4.602935E-8,2.335029E-7,0.03013757,-1.153446E-10,-2.156751E-21,-2.184787E-5,7.806708,6.714408E-5,442958.7,442964.3
0.7901883,7.024424E-4,6.283185,3.141593,6.283185,1120.59,0.2365664,-6.569646E7,1414.773,1.962079E8,1414.773,0.9999925,0.1995885,1.263031E-6,0.1306181,7.970661E-5,0.0125839,1.156832E-5,0.4236733,1.724723E-5,0.06235104,4.803134E-4,9.005042E-8,0.04284797,2.910107E-4,0.01084671,0.005761202,2.178469E-6,2.724857E-9,2.513391E-4,0.03188625,0.01516494,0.01747993,0.008626423,1.023175E-5,1.309296E-4,4.865741E-8,3.590382E-7,0.02988943,-9.458393E-11,-2.725509E-22,-2.051077E-5,7.80125,6.719797E-5,442650.2,442655.4
0.8,7.111987E-4,6.283185,3.141593,6.283185,1120.475,0.2365664,-6.504247E7,1414.509,1.961614E8,1414.509,0.9999925,0.1995815,1.255974E-6,0.1308549,7.897646E-5,0.01252123,1.152451E-5,0.4238559,1.710281E-5,0.062584,4.681317E-4,9.005396E-8,0.04240524,2.873019E-4,0.01083381,0.005739976,2.092415E-6,3.781185E-9,2.473385E-4,0.03171842,0.01516752,0.0175742,0.008631297,1.020212E-5,1.265912E-4,5.596462E-8,5.026343E-7,0.02985858,-9.228341E-11,-2.105395E-22,-2.122403E-5,7.800594,6.720485E-5,442613.6,442618.7
0.8180335,7.272948E-4,6.283185,3.141593,6.283185,1120.264,0.2365664,-6.361536E7,1414.028,1.960768E8,1414.028,0.9999925,0.1995691,1.243859E-6,0.1312815,7.766813E-5,0.01240845,1.142962E-5,0.4241773,1.685285E-5,0.06300672,4.4685E-4,8.618529E-8,0.04161034,2.807326E-4,0.01080882,0.005701122,1.949915E-6,2.739836E-9,2.401965E-4,0.03141819,0.01517139,0.01774567,0.008639916,9.974375E-6,1.191097E-4,5.975966E-8,5.609341E-7,0.02980229,-8.823682E-11,-1.318355E-22,-2.196302E-5,7.79941,6.721751E-5,442547.2,442552.3
0.8883687,7.901023E-4,6.283185,3.141593,6.283185,1119.442,0.2365664,-5.884756E7,1412.2,1.957551E8,1412.2,0.9999926,0.1995259,1.198024E-6,0.1328484,7.293749E-5,0.0119957,1.110185E-5,0.4252728,1.593761E-5,0.06459265,3.755036E-4,7.815456E-8,0.03872245,2.569777E-4,0.01069815,0.005551849,1.53935E-6,3.037332E-9,2.149718E-4,0.03033839,0.01517699,0.01839355,0.008669813,9.144133E-6,9.506498E-5,4.466159E-8,3.71891E-7,0.02958818,-7.440975E-11,-2.193464E-23,-2.055968E-5,7.795054,6.726691E-5,442300.8,442305.6
0.9469398,8.424403E-4,6.283185,3.141593,6.283185,1118.756,0.2365664,-5.547687E7,1410.728,1.95496E8,1410.728,0.9999926,0.1994955,1.164328E-6,0.1340468,6.950017E-5,0.01168233,1.086566E-5,0.4260182,1.527652E-5,0.06584239,3.2787E-4,7.16339E-8,0.0365531,2.396535E-4,0.01059271,0.005430586,1.325131E-6,2.538926E-9,1.975078E-4,0.02953844,0.01517185,0.01890926,0.008690842,8.840582E-6,7.994357E-5,7.522521E-8,8.482047E-7,0.02941589,-6.490103E-11,-5.204222E-24,-2.373063E-5,7.7917,6.730813E-5,442113.4,442118.0
0.9558191,8.503774E-4,6.283185,3.141593,6.283185,1118.652,0.2365664,-5.904088E7,1410.508,1.954572E8,1410.508,0.9999926,0.1994912,1.153702E-6,0.1342211,6.908313E-5,0.01163704,1.09942E-5,0.426121,1.513235E-5,0.06602674,3.21418E-4,1.098668E-7,0.03624183,2.372079E-4,0.01057587,0.005412468,1.30202E-6,2.370904E-8,1.955224E-4,0.02942421,0.01517043,0.01898572,0.008693771,9.292442E-6,7.794728E-5,1.29677E-7,1.735366E-6,0.02939022,-6.359279E-11,-4.196239E-24,-2.90035E-5,7.791207,6.731439E-5,442088.5,442093.1
0.9561183,8.506449E-4,6.283185,3.141593,6.283185,1118.649,0.2365664,-6.153433E7,1410.5,1.954559E8,1410.5,0.9999926,0.199491,1.146093E-6,0.1342269,6.914275E-5,0.01163556,1.115927E-5,0.4261251,1.509453E-5,0.0660329,3.212085E-4,1.601541E-7,0.03623222,2.371185E-4,0.01057532,0.00541187,1.30257E-6,2.737915E-8,1.957883E-4,0.02942048,0.01517038,0.01898828,0.008693866,8.925201E-6,7.788139E-5,1.579355E-7,2.197906E-6,0.02938938,-6.354955E-11,-4.166003E-24,-3.146997E-5,7.791188,6.73146E-5,442088.9,442093.4
0.9592266,8.534235E-4,6.283185,3.141593,6.283185,1118.612,0.2365664,-5.520585E7,1410.423,1.954423E8,1410.423,0.9999926,0.1994896,1.157461E-6,0.1342876,6.891147E-5,0.01161987,1.086304E-5,0.4261607,1.515027E-5,0.06609709,3.18999E-4,8.003877E-8,0.03612422,2.363229E-4,0.01056937,0.005405542,1.294936E-6,9.958659E-9,1.950431E-4,0.02938076,0.01516983,0.01901492,0.008694874,8.926643E-6,7.719954E-5,1.658818E-7,2.310756E-6,0.0293804,-6.309958E-11,-3.86472E-24,-3.282938E-5,7.791016,6.73168E-5,442079.9,442084.5
1.0,8.898815E-4,6.283185,3.141593,6.283185,1118.135,0.2365664,-5.248339E7,1409.429,1.952672E8,1409.429,0.9999927,0.1994714,1.135092E-6,0.1350604,6.663648E-5,0.01141957,1.066103E-5,0.426585,1.472381E-5,0.06692477,2.919511E-4,6.738168E-8,0.03474937,2.254689E-4,0.01048901,0.005323327,1.195512E-6,2.505287E-9,1.839893E-4,0.02888065,0.01516106,0.01935966,0.00870745,7.819227E-6,6.9018E-5,8.198852E-8,8.595495E-7,0.0292639,-5.754728E-11,-1.466984E-24,-3.13986E-5,7.788844,6.734551E-5,441957.0,441961.4
1.070701,9.531362E-4,6.283185,3.141593,6.283185,1117.309,0.2365664,-4.922619E7,1407.748,1.949714E8,1407.748,0.9999927,0.1994441,1.096677E-6,0.1363132,6.309758E-5,0.01109715,1.039859E-5,0.4271939,1.402277E-5,0.06829753,2.524727E-4,6.259939E-8,0.03255582,2.076812E-4,0.01034316,0.005184416,1.071758E-6,2.558072E-9,1.677686E-4,0.02808869,0.01513922,0.01993578,0.008726396,5.7903E-6,5.759977E-5,6.489212E-8,7.093383E-7,0.02906854,-4.928164E-11,-2.837455E-25,-3.142158E-5,7.785305,6.739529E-5,441758.2,441762.5
1.106763,9.854184E-4,6.283185,3.141593,6.283185,1116.887,0.2365664,-4.77438E7,1406.908,1.948237E8,1406.908,0.9999927,0.1994322,1.081307E-6,0.1369133,6.15301E-5,0.01094387,1.029377E-5,0.4274479,1.373987E-5,0.06896971,2.354004E-4,5.944364E-8,0.03151857,2.001229E-4,0.01026566,0.005115301,1.02552E-6,2.638178E-9,1.598115E-4,0.02771858,0.01512537,0.02021992,0.00873492,7.155186E-6,5.28506E-5,4.961866E-8,4.809896E-7,0.02897115,-4.563158E-11,-1.260416E-25,-3.062165E-5,7.783602,6.742075E-5,441662.1,441666.2
1.157321,0.001030697,6.283185,3.141593,6.283185,1116.297,0.2365664,-4.590672E7,1405.751,1.9462E8,1405.751,0.9999928,0.1994172,1.058496E-6,0.1377153,5.943446E-5,0.01074059,1.015463E-5,0.427749,1.333192E-5,0.0698831,2.143428E-4,5.739907E-8,0.03014878,1.898873E-4,0.01015419,0.005020601,9.747881E-7,2.782865E-9,1.500836E-4,0.02723396,0.01510344,0.02060833,0.008745775,7.056008E-6,4.719522E-5,3.811205E-8,3.64673E-7,0.02883702,-4.105062E-11,-4.121043E-26,-2.88506E-5,7.781315,6.745644E-5,441532.7,441536.7
1.190532,0.001060454,6.283185,3.141593,6.283185,1115.909,0.2365664,-4.443876E7,1405.003,1.944883E8,1405.003,0.9999928,0.1994085,1.044203E-6,0.1382182,5.810824E-5,0.01061411,1.004745E-5,0.4279144,1.308258E-5,0.07046484,2.021219E-4,5.431716E-8,0.02930031,1.834675E-4,0.01007979,0.004959762,9.484794E-7,2.43566E-9,1.443303E-4,0.02693579,0.0150876,0.02085713,0.008752238,6.688297E-6,4.398207E-5,3.260124E-8,2.732293E-7,0.02875071,-3.835062E-11,-2.023611E-26,-2.771594E-5,7.779876,6.747988E-5,441451.2,441455.1
1.2,0.001068939,6.283185,3.141593,6.283185,1115.798,0.2365664,-4.408473E7,1404.791,1.944511E8,1404.791,0.9999928,0.1994062,1.040258E-6,0.1383581,5.774792E-5,0.01057906,1.002094E-5,0.4279568,1.301375E-5,0.07062805,1.988559E-4,5.364781E-8,0.02906561,1.817287E-4,0.01005842,0.00494262,9.417017E-7,2.300446E-9,1.427261E-4,0.02685368,0.01508289,0.02092713,0.008753991,6.650673E-6,4.313848E-5,2.935356E-8,2.198456E-7,0.02872634,-3.762241E-11,-1.659951E-26,-2.717865E-5,7.779475,6.748656E-5,441428.3,441432.3
1.352003,0.001205277,6.283185,3.141593,6.283185,1114.027,0.2365664,-3.946813E7,1401.481,1.938683E8,1401.481,0.999993,0.1993767,9.796888E-7,0.1404317,5.254349E-5,0.01006746,9.667407E-6,0.4284171,1.199921E-5,0.07311131,1.562497E-4,5.496797E-8,0.02566057,1.56723E-4,0.009710561,0.004678707,8.679255E-7,8.66063E-9,1.210954E-4,0.02567672,0.0149989,0.02200303,0.008777797,6.131257E-6,3.271005E-5,3.137742E-8,4.450203E-7,0.02834812,-2.791908E-11,-7.232001E-28,-2.187875E-5,7.773483,6.759389E-5,441088.8,441092.5
1.388028,0.00123762,6.283185,3.141593,6.283185,1113.608,0.2365664,-3.806391E7,1400.718,1.937342E8,1400.718,0.999993,0.1993716,9.673117E-7,0.1408794,5.14172E-5,0.009959313,9.550593E-6,0.4284726,1.178899E-5,0.07366396,1.484091E-4,4.565743E-8,0.02494549,1.51489E-4,0.00962759,0.004619289,8.578762E-7,2.520461E-9,1.169607E-4,0.02543286,0.01497714,0.02224537,0.008782399,5.337938E-6,3.078222E-5,3.204556E-8,3.462245E-7,0.02826193,-2.608596E-11,-3.543688E-28,-2.18829E-5,7.772177,6.761931E-5,441015.1,441018.7
1.4,0.001248372,6.283185,3.141593,6.283185,1113.469,0.2365664,-3.749318E7,1400.467,1.936899E8,1400.467,0.999993,0.19937,9.621998E-7,0.1410249,5.106013E-5,0.009924367,9.530271E-6,0.4284872,1.171082E-5,0.07384477,1.459548E-4,4.852802E-8,0.02471492,1.497453E-4,0.009600077,0.004599803,8.548322E-7,3.019268E-9,1.157046E-4,0.02535438,0.01496979,0.0223249,0.00878385,4.78666E-6,3.018527E-5,3.243124E-8,3.389266E-7,0.02823361,-2.550907E-11,-2.796269E-28,-2.186422E-5,7.771752,6.762775E-5,440991.1,440994.6
1.472642,0.001313636,6.283185,3.141593,6.283185,1112.626,0.2365664,-3.57833E7,1398.959,1.934246E8,1398.959,0.9999931,0.1993619,9.377501E-7,0.1418726,4.899892E-5,0.009722568,9.363371E-6,0.4285355,1.131638E-5,0.07491189,1.325243E-4,4.310346E-8,0.0233858,1.401781E-4,0.009433829,0.004484246,8.389964E-7,2.491945E-9,1.080322E-4,0.02490453,0.0149241,0.02279665,0.00879189,4.65359E-6,2.696914E-5,3.433686E-8,3.386194E-7,0.0280648,-2.232638E-11,-6.849913E-29,-2.213202E-5,7.769265,6.767898E-5,440850.9,440854.3
1.6,0.001428179,6.283185,3.141593,6.283185,1111.152,0.2365664,-3.28866E7,1396.383,1.929712E8,1396.383,0.9999932,0.1993528,8.986432E-7,0.1432309,4.582659E-5,0.009407071,9.123787E-6,0.4284772,1.070464E-5,0.07667098,1.139019E-4,3.85706E-8,0.02131028,1.258367E-4,0.009145208,0.004292744,8.193821E-7,2.144101E-9,9.621579E-5,0.02421352,0.0148409,0.02358419,0.008803487,4.940082E-6,2.275423E-5,1.756163E-8,1.251746E-7,0.02777916,-1.782885E-11,-6.497921E-30,-1.855471E-5,7.765246,6.776875E-5,440622.2,440625.5
1.787853,0.001597406,6.283185,3.141593,6.283185,1108.99,0.2365664,-2.915921E7,1392.723,1.92327E8,1392.723,0.9999933,0.1993486,8.462672E-7,0.1449849,4.184216E-5,0.009017081,8.810743E-6,0.4281409,9.92183E-6,0.07903389,9.441855E-5,3.450757E-8,0.01874338,1.083325E-4,0.008733384,0.004034173,8.062664E-7,2.444992E-9,8.29924E-5,0.02337668,0.01471504,0.02466333,0.008816115,4.517069E-6,1.861875E-5,1.492783E-8,1.999849E-7,0.02738154,-1.303173E-11,-2.629049E-31,-1.565599E-5,7.759987,6.790085E-5,440324.4,440327.5
1.8,0.001608361,6.283185,3.141593,6.283185,1108.851,0.2365664,-2.891394E7,1392.492,1.922862E8,1392.492,0.9999933,0.1993486,8.431563E-7,0.1450893,4.160748E-5,0.008994581,8.790204E-6,0.4281108,9.876342E-6,0.07917797,9.340226E-5,3.386745E-8,0.01859479,1.073333E-4,0.00870746,0.004018383,8.057575E-7,2.155211E-9,8.224827E-5,0.02332892,0.01470688,0.02473,0.008816787,4.466185E-6,1.840822E-5,1.351716E-8,1.74376E-7,0.02735673,-1.277988E-11,-2.156082E-31,-1.535646E-5,7.759671,6.790938E-5,440306.5,440309.6
1.981709,0.001772387,6.283185,3.141593,6.283185,1106.776,0.2365664,-2.587234E7,1389.094,1.916883E8,1389.094,0.9999935,0.1993524,7.986111E-7,0.1465427,3.840989E-5,0.008690814,8.528033E-6,0.4275717,9.240802E-6,0.08122281,8.06678E-5,3.050683E-8,0.01657797,9.39124E-5,0.008331045,0.003794264,8.027607E-7,2.111895E-9,7.264826E-5,0.02268799,0.01458567,0.02568776,0.008825289,4.097378E-6,1.583335E-5,1.48805E-8,2.416019E-7,0.02699751,-9.623768E-12,-1.155439E-32,-1.295024E-5,7.75525,6.803669E-5,440056.3,440059.2
