Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H71-3_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_B1M3_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_DIALLYL_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NPBENZ_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
12.2,0.01738656,6.283185,3.141593,6.283185,663.7292,0.2365664,-757192.1,950.9989,1.145804E8,950.9989,1.000008,0.2029304,0.01954214,6.03531E-7,0.01734198,1.396522E-6,0.09786319,4.692442E-4,0.002371908,0.0735293,2.41098E-5,2.591787E-4,0.001107407,0.002235721,0.02718798,0.003142689,3.970901E-5,0.03241033,0.001258538,8.895081E-4,0.03075736,6.548564E-4,0.01218238,0.001542589,0.003223096,0.0408919,0.03846844,5.244211E-4,0.1171307,0.07612552,0.1946957,8.85334,1.13452E-4,502210.7,502224.8
12.4,0.01768816,6.283185,3.141593,6.283185,662.5566,0.2365664,-712308.4,949.292,1.1428E8,949.292,1.000008,0.2029285,0.01955882,5.739346E-7,0.01736114,1.338687E-6,0.09790923,4.695407E-4,0.002374887,0.0735729,2.338042E-5,2.593069E-4,0.001107599,0.002242475,0.02719433,0.003148263,3.867065E-5,0.03242394,0.001259559,8.916564E-4,0.03076712,6.549234E-4,0.01218117,0.001543069,0.003223579,0.04090322,0.03846966,5.244791E-4,0.1170883,0.07608764,0.1945931,8.853089,1.136528E-4,502196.5,502210.6
12.6,0.01799028,6.283185,3.141593,6.283185,661.3868,0.2365664,-669394.9,947.5905,1.139805E8,947.5905,1.000008,0.2029267,0.01957468,5.580541E-7,0.01737949,1.308181E-6,0.09795292,4.698233E-4,0.002377775,0.07361441,2.268562E-5,2.594269E-4,0.00110778,0.002248973,0.0272003,0.003153599,3.776807E-5,0.03243672,0.001260533,8.937238E-4,0.03077637,6.549833E-4,0.0121799,0.00154353,0.003224029,0.04091399,0.03847084,5.245317E-4,0.117048,0.07605161,0.1944954,8.852851,1.138539E-4,502183.0,502197.2
12.8,0.01829295,6.283185,3.141593,6.283185,660.2197,0.2365664,-621779.5,945.894,1.136819E8,945.894,1.000008,0.2029249,0.01959,5.419139E-7,0.01739719,1.267451E-6,0.09799466,4.700897E-4,0.002380597,0.07365416,2.201051E-5,2.595388E-4,0.001107955,0.002255239,0.02720601,0.003158735,3.700547E-5,0.03244883,0.001261466,8.95715E-4,0.03078519,6.550418E-4,0.01217861,0.001544002,0.00322445,0.04092433,0.03847197,5.245807E-4,0.1170093,0.07601706,0.194402,8.852623,1.140551E-4,502170.2,502184.8
13.0,0.01859614,6.283185,3.141593,6.283185,659.0553,0.2365664,-583168.8,944.2031,1.133843E8,944.2031,1.000008,0.2029232,0.01960456,5.078941E-7,0.01741403,1.200736E-6,0.09803389,4.703367E-4,0.002383313,0.07369176,2.134169E-5,2.596439E-4,0.001108119,0.002261279,0.0272114,0.003163686,3.613078E-5,0.03246025,0.001262346,8.976272E-4,0.03079349,6.550979E-4,0.0121773,0.001544451,0.003224838,0.0409341,0.0384731,5.246257E-4,0.1169728,0.07598446,0.1943138,8.852409,1.142566E-4,502158.2,502173.2
13.2,0.01889988,6.283185,3.141593,6.283185,657.8936,0.2365664,-554408.1,942.5176,1.130876E8,942.5176,1.000008,0.2029217,0.01961804,4.849244E-7,0.01742983,1.156517E-6,0.09807033,4.705633E-4,0.002385891,0.07372698,2.070201E-5,2.597426E-4,0.001108268,0.002267083,0.02721639,0.003168428,3.511004E-5,0.03247091,0.001263168,8.994527E-4,0.03080118,6.551452E-4,0.01217599,0.001544851,0.003225193,0.04094321,0.03847422,5.246656E-4,0.1169387,0.07595403,0.1942314,8.85221,1.144584E-4,502146.9,502161.9
13.4,0.01920415,6.283185,3.141593,6.283185,656.7346,0.2365664,-520950.7,940.8372,1.127919E8,940.8372,1.000008,0.2029201,0.01963091,4.645764E-7,0.01744494,1.114232E-6,0.09810482,4.70776E-4,0.002388384,0.07376047,2.007907E-5,2.59835E-4,0.00110841,0.002272669,0.02722111,0.003172966,3.419593E-5,0.03248093,0.001263949,9.012045E-4,0.03080846,6.551889E-4,0.01217467,0.001545244,0.003225523,0.04095187,0.03847529,5.247019E-4,0.1169063,0.07592511,0.1941532,8.852021,1.146604E-4,502136.2,502151.4
13.6,0.01950895,6.283185,3.141593,6.283185,655.5782,0.2365664,-489452.0,939.1618,1.12497E8,939.1618,1.000008,0.2029187,0.01964311,4.395387E-7,0.01745935,1.064547E-6,0.09813739,4.709751E-4,0.002390792,0.07379225,1.94729E-5,2.599216E-4,0.001108543,0.002278045,0.02722555,0.003177313,3.332932E-5,0.03249035,0.001264689,9.028857E-4,0.03081533,6.552286E-4,0.01217335,0.001545623,0.003225829,0.04096008,0.03847634,5.247348E-4,0.1168755,0.0758977,0.1940791,8.851843,1.148626E-4,502126.1,502141.4
13.8,0.01981429,6.283185,3.141593,6.283185,654.4245,0.2365664,-455153.8,937.4911,1.122029E8,937.4911,1.000008,0.2029173,0.01965477,4.212708E-7,0.01747314,1.024521E-6,0.09816824,4.711619E-4,0.002393121,0.07382249,1.888832E-5,2.600026E-4,0.001108669,0.002283222,0.02722977,0.003181481,3.2536E-5,0.03249923,0.001265393,9.045002E-4,0.03082184,6.552656E-4,0.01217202,0.001545996,0.003226113,0.04096791,0.03847735,5.247647E-4,0.1168463,0.07587162,0.1940087,8.851673,1.150651E-4,502116.6,502132.0
14.0,0.02012018,6.283185,3.141593,6.283185,653.2733,0.2365664,-430815.5,935.8254,1.119098E8,935.8254,1.000008,0.202916,0.01966568,4.082794E-7,0.01748618,9.964525E-7,0.09819713,4.71334E-4,0.002395351,0.07385098,1.832359E-5,2.600785E-4,0.001108787,0.002288202,0.0272337,0.003185476,3.168534E-5,0.03250755,0.001266055,9.060463E-4,0.03082792,6.55298E-4,0.0121707,0.001546339,0.003226374,0.04097526,0.03847834,5.247913E-4,0.1168188,0.07584711,0.1939425,8.851515,1.152679E-4,502107.6,502123.0
14.2,0.0204266,6.283185,3.141593,6.283185,652.1248,0.2365664,-414741.0,934.1643,1.116174E8,934.1643,1.000008,0.2029147,0.01967609,3.820489E-7,0.01749865,9.438066E-7,0.09822445,4.71495E-4,0.00239751,0.07387806,1.776364E-5,2.601498E-4,0.001108898,0.002293001,0.02723743,0.003189309,3.087186E-5,0.03251539,0.001266683,9.075317E-4,0.03083367,6.553286E-4,0.01216937,0.001546679,0.003226615,0.04098224,0.0384793,5.248155E-4,0.1167927,0.07582385,0.1938796,8.851365,1.154709E-4,502099.1,502114.6
14.4,0.02073355,6.283185,3.141593,6.283185,650.9789,0.2365664,-376689.7,932.5078,1.113258E8,932.5078,1.000008,0.2029135,0.01968615,3.54894E-7,0.01751064,8.911806E-7,0.09825047,4.716505E-4,0.002399609,0.07390394,1.722005E-5,2.602166E-4,0.001109004,0.002297627,0.02724099,0.003192987,3.014709E-5,0.03252278,0.001267283,9.089649E-4,0.03083915,6.553588E-4,0.01216804,0.001547019,0.00322684,0.04098892,0.03848022,5.248374E-4,0.1167677,0.0758016,0.1938196,8.851221,1.156742E-4,502091.0,502106.8
14.6,0.02104112,6.283185,3.141593,6.283185,649.8358,0.2365666,-357539.0,930.8564,1.110352E8,930.8564,1.000009,0.2029123,0.01969542,3.530202E-7,0.01752185,8.805333E-7,0.09827456,4.717889E-4,0.002401597,0.0739281,1.671281E-5,2.602788E-4,0.001109101,0.002302056,0.02724428,0.003196494,2.935145E-5,0.03252966,0.001267841,9.103256E-4,0.03084421,6.553835E-4,0.01216675,0.00154732,0.003227044,0.04099514,0.03848113,5.248565E-4,0.1167445,0.07578089,0.1937637,8.851088,1.158776E-4,502083.5,502099.3
14.8,0.02134928,6.283185,3.141593,6.283185,648.6955,0.2365669,-337310.2,929.21,1.107454E8,929.21,1.000009,0.2029112,0.01970417,3.374231E-7,0.01753251,8.481639E-7,0.09829721,4.719162E-4,0.002403515,0.07395092,1.620985E-5,2.603366E-4,0.001109193,0.002306306,0.02724736,0.003199837,2.860842E-5,0.03253609,0.001268369,9.116258E-4,0.03084897,6.554059E-4,0.01216546,0.001547623,0.003227232,0.04100103,0.038482,5.248736E-4,0.1167225,0.07576134,0.193711,8.850963,1.160813E-4,502076.4,502092.2
15.0,0.02165806,6.283185,3.141593,6.283185,647.5582,0.2365675,-317165.5,927.5686,1.104565E8,927.5686,1.000009,0.2029102,0.01971243,3.235884E-7,0.01754262,8.179412E-7,0.09831847,4.720337E-4,0.00240536,0.07397245,1.572286E-5,2.603902E-4,0.001109279,0.002310379,0.02725024,0.003203024,2.79017E-5,0.03254211,0.001268866,9.128676E-4,0.03085344,6.554265E-4,0.01216418,0.001547921,0.003227404,0.04100658,0.03848284,5.248888E-4,0.1167018,0.0757429,0.1936613,8.850846,1.162852E-4,502069.7,502085.5
15.2,0.02196743,6.283185,3.141593,6.283185,646.4235,0.2365681,-298196.8,925.9318,1.101684E8,925.9318,1.000009,0.2029092,0.01972025,3.099137E-7,0.01755223,7.878861E-7,0.09833846,4.721423E-4,0.002407137,0.07399282,1.524892E-5,2.604403E-4,0.00110936,0.002314294,0.02725296,0.003206072,2.721329E-5,0.03254775,0.001269335,9.140568E-4,0.03085763,6.554455E-4,0.01216292,0.001548213,0.003227562,0.04101184,0.03848366,5.249023E-4,0.1166822,0.07572547,0.1936144,8.850735,1.164893E-4,502063.5,502079.2
15.4,0.02227733,6.283185,3.141593,6.283185,645.2913,0.2365688,-280417.6,924.2993,1.098811E8,924.2993,1.000009,0.2029083,0.01972769,2.967865E-7,0.01756141,7.588391E-7,0.09835737,4.722434E-4,0.002408853,0.07401216,1.478821E-5,2.604873E-4,0.001109436,0.002318069,0.02725553,0.003208998,2.653992E-5,0.03255306,0.00126978,9.151998E-4,0.0308616,6.554632E-4,0.01216167,0.001548498,0.003227708,0.04101683,0.03848445,5.249144E-4,0.1166636,0.07570892,0.1935699,8.85063,1.166937E-4,502057.5,502073.3
15.6,0.02258767,6.283185,3.141593,6.283185,644.1611,0.2365691,-263838.6,922.67,1.095943E8,922.67,1.000009,0.2029073,0.01973482,2.841644E-7,0.01757025,7.307551E-7,0.09837545,4.723388E-4,0.002410522,0.07403073,1.433956E-5,2.60532E-4,0.001109509,0.002321737,0.02725799,0.003211828,2.587913E-5,0.03255814,0.001270207,9.16307E-4,0.03086539,6.5548E-4,0.01216043,0.001548776,0.003227846,0.04102162,0.03848522,5.249254E-4,0.1166458,0.07569305,0.1935272,8.85053,1.168984E-4,502051.8,502067.6
15.8,0.02289847,6.283185,3.141593,6.283185,643.0331,0.2365692,-248143.9,921.0444,1.093082E8,921.0444,1.000009,0.2029065,0.01974166,2.72118E-7,0.01757874,7.037757E-7,0.09839268,4.724284E-4,0.002412141,0.07404851,1.39048E-5,2.605743E-4,0.001109579,0.002325292,0.02726034,0.003214561,2.523205E-5,0.03256297,0.001270615,9.173771E-4,0.03086901,6.554959E-4,0.01215921,0.001549046,0.003227975,0.04102621,0.03848597,5.249354E-4,0.1166287,0.07567786,0.1934864,8.850434,1.171035E-4,502046.4,502062.2
16.0,0.02320979,6.283185,3.141593,6.283185,641.9073,0.2365693,-233412.8,919.4226,1.090227E8,919.4226,1.000009,0.2029056,0.01974818,2.606039E-7,0.01758686,6.778415E-7,0.09840903,4.725118E-4,0.002413708,0.07406545,1.348305E-5,2.606142E-4,0.001109645,0.002328727,0.02726257,0.003217188,2.460034E-5,0.03256753,0.001271004,9.184076E-4,0.03087243,6.555108E-4,0.01215801,0.001549309,0.003228094,0.04103059,0.0384867,5.249444E-4,0.1166125,0.07566339,0.1934475,8.850344,1.173089E-4,502041.2,502057.0
16.2,0.02352162,6.283185,3.141593,6.283185,640.7839,0.2365692,-219527.5,917.8046,1.08738E8,917.8046,1.000009,0.2029048,0.01975438,2.496179E-7,0.01759463,6.529425E-7,0.09842452,4.725894E-4,0.002415223,0.07408156,1.307418E-5,2.606518E-4,0.001109708,0.002332043,0.02726468,0.003219713,2.398376E-5,0.03257185,0.001271373,9.193993E-4,0.03087568,6.555248E-4,0.01215683,0.001549565,0.003228205,0.04103475,0.0384874,5.249524E-4,0.116597,0.07564963,0.1934106,8.850257,1.175145E-4,502036.3,502052.1
16.4,0.02383401,6.283185,3.141593,6.283185,639.663,0.2365692,-206521.7,916.1907,1.084539E8,916.1907,1.000009,0.202904,0.01976028,2.391271E-7,0.01760204,6.290207E-7,0.09843916,4.726612E-4,0.002416686,0.07409687,1.267728E-5,2.60687E-4,0.001109768,0.002335242,0.02726668,0.003222134,2.338333E-5,0.03257592,0.001271723,9.203522E-4,0.03087874,6.55538E-4,0.01215566,0.001549815,0.003228307,0.04103871,0.03848809,5.249594E-4,0.1165823,0.07563656,0.1933755,8.850176,1.177205E-4,502031.7,502047.5
16.6,0.02414694,6.283185,3.141593,6.283185,638.5445,0.2365692,-194351.1,914.5808,1.081706E8,914.5808,1.000009,0.2029033,0.01976589,2.291193E-7,0.01760911,6.060518E-7,0.09845301,4.727277E-4,0.002418099,0.07411142,1.229225E-5,2.607201E-4,0.001109824,0.002338327,0.02726857,0.003224457,2.279838E-5,0.03257976,0.001272056,9.212681E-4,0.03088164,6.555505E-4,0.01215452,0.001550061,0.003228402,0.04104247,0.03848875,5.249655E-4,0.1165683,0.07562414,0.1933423,8.850098,1.179267E-4,502027.3,502043.1
16.8,0.02446042,6.283185,3.141593,6.283185,637.4284,0.2365692,-182929.3,912.9747,1.078879E8,912.9747,1.000009,0.2029026,0.01977125,2.19538E-7,0.01761589,5.839311E-7,0.0984662,4.727899E-4,0.002419467,0.07412532,1.191817E-5,2.607514E-4,0.001109878,0.002341311,0.02727038,0.003226693,2.222823E-5,0.03258341,0.001272373,9.221513E-4,0.0308844,6.555626E-4,0.0121534,0.001550302,0.003228491,0.04104607,0.03848939,5.249711E-4,0.116555,0.07561227,0.1933105,8.850025,1.181331E-4,502023.2,502038.9
17.0,0.02477446,6.283185,3.141593,6.283185,636.3148,0.2365692,-172098.8,911.3726,1.076059E8,911.3726,1.00001,0.2029019,0.01977635,2.104044E-7,0.01762237,5.626976E-7,0.09847868,4.728474E-4,0.002420788,0.07413854,1.155538E-5,2.607809E-4,0.001109929,0.00234419,0.02727209,0.003228838,2.167313E-5,0.03258685,0.001272674,9.230002E-4,0.03088701,6.55574E-4,0.01215229,0.001550538,0.003228573,0.0410495,0.03849001,5.249759E-4,0.1165423,0.075601,0.1932803,8.849955,1.183399E-4,502019.2,502035.0
17.2,0.02508905,6.283185,3.141593,6.283185,635.2036,0.2365692,-161773.1,909.7744,1.073246E8,909.7744,1.00001,0.2029013,0.01978119,2.017184E-7,0.01762853,5.423513E-7,0.09849045,4.729001E-4,0.002422062,0.07415106,1.120388E-5,2.608085E-4,0.001109978,0.002346964,0.02727371,0.003230891,2.113308E-5,0.03259009,0.001272959,9.238148E-4,0.03088947,6.555849E-4,0.01215121,0.001550769,0.003228648,0.04105275,0.03849061,5.249801E-4,0.1165303,0.07559031,0.1932517,8.849889,1.185469E-4,502015.4,502031.2
17.4,0.02540419,6.283185,3.141593,6.283185,634.0948,0.2365692,-152216.3,908.1799,1.07044E8,908.1799,1.00001,0.2029006,0.01978581,1.933833E-7,0.01763444,5.22737E-7,0.09850165,4.729491E-4,0.002423296,0.07416302,1.086226E-5,2.608345E-4,0.001110024,0.002349646,0.02727525,0.003232867,2.06066E-5,0.03259317,0.001273231,9.246E-4,0.03089182,6.555954E-4,0.01215015,0.001550997,0.003228718,0.04105585,0.0384912,5.249837E-4,0.1165188,0.0755801,0.1932245,8.849826,1.187542E-4,502011.9,502027.7
17.6,0.02571988,6.283185,3.141593,6.283185,632.9884,0.2365692,-143255.7,906.5892,1.06764E8,906.5892,1.00001,0.2029,0.0197902,1.854237E-7,0.01764008,5.03894E-7,0.09851224,4.729942E-4,0.002424488,0.07417438,1.053088E-5,2.608589E-4,0.001110068,0.002352234,0.02727671,0.003234762,2.009408E-5,0.03259608,0.001273489,9.253546E-4,0.03089403,6.556056E-4,0.01214911,0.00155122,0.003228783,0.0410588,0.03849176,5.249868E-4,0.1165079,0.0755704,0.1931986,8.849767,1.189618E-4,502008.5,502024.3
17.8,0.02603612,6.283185,3.141593,6.283185,631.8845,0.2365692,-134746.2,905.0024,1.064847E8,905.0024,1.00001,0.2028995,0.01979436,1.778571E-7,0.01764544,4.858504E-7,0.0985222,4.730351E-4,0.002425636,0.07418512,1.021E-5,2.608817E-4,0.00111011,0.002354724,0.02727808,0.003236573,1.959578E-5,0.0325988,0.001273733,9.260777E-4,0.03089611,6.556152E-4,0.0121481,0.00155144,0.003228842,0.0410616,0.03849231,5.249894E-4,0.1164975,0.07556124,0.1931741,8.849711,1.191696E-4,502005.3,502021.1
18.0,0.02635291,6.283185,3.141593,6.283185,630.7828,0.2365692,-126771.4,903.4193,1.062061E8,903.4193,1.00001,0.2028989,0.01979833,1.706184E-7,0.01765056,4.684956E-7,0.09853165,4.730728E-4,0.002426747,0.07419536,9.898587E-6,2.609032E-4,0.001110149,0.002357131,0.02727939,0.003238314,1.91104E-5,0.03260138,0.001273964,9.267741E-4,0.03089808,6.556246E-4,0.0121471,0.001551656,0.003228897,0.04106426,0.03849283,5.249915E-4,0.1164877,0.07555249,0.1931508,8.849658,1.193777E-4,502002.3,502018.1
18.2,0.02667026,6.283185,3.141593,6.283185,629.6836,0.2365692,-119313.8,901.8398,1.059281E8,901.8398,1.00001,0.2028984,0.01980212,1.636864E-7,0.01765548,4.517937E-7,0.09854065,4.731076E-4,0.002427822,0.07420514,9.596304E-6,2.609235E-4,0.001110187,0.00235946,0.02728064,0.003239988,1.863753E-5,0.03260383,0.001274186,9.274456E-4,0.03089996,6.556338E-4,0.01214612,0.00155187,0.003228948,0.04106681,0.03849335,5.249933E-4,0.1164783,0.07554414,0.1931286,8.849607,1.195861E-4,501999.4,502015.2
18.4,0.02698816,6.283185,3.141593,6.283185,628.5867,0.2365691,-112234.2,900.2641,1.056507E8,900.2641,1.00001,0.2028979,0.01980572,1.570916E-7,0.01766016,4.357963E-7,0.09854913,4.731392E-4,0.002428859,0.0742144,9.303633E-6,2.609425E-4,0.001110223,0.002361704,0.02728182,0.003241591,1.817777E-5,0.03260613,0.001274395,9.280897E-4,0.03090173,6.556426E-4,0.01214517,0.001552079,0.003228995,0.04106923,0.03849384,5.249947E-4,0.1164694,0.07553623,0.1931076,8.849559,1.197948E-4,501996.7,502012.5
18.6,0.02730661,6.283185,3.141593,6.283185,627.4923,0.2365691,-105565.7,898.692,1.05374E8,898.692,1.00001,0.2028974,0.01980914,1.507929E-7,0.01766462,4.204275E-7,0.09855716,4.731678E-4,0.002429862,0.0742232,9.019828E-6,2.609603E-4,0.001110258,0.00236387,0.02728293,0.003243127,1.773036E-5,0.03260831,0.001274593,9.287089E-4,0.03090341,6.556513E-4,0.01214423,0.001552286,0.003229038,0.04107153,0.03849432,5.249958E-4,0.1164609,0.07552871,0.1930876,8.849514,1.200038E-4,501994.2,502009.9
18.8,0.02762562,6.283185,3.141593,6.283185,626.4001,0.2365691,-99380.1,897.1235,1.05098E8,897.1235,1.00001,0.202897,0.01981242,1.447341E-7,0.01766891,4.055832E-7,0.0985648,4.731943E-4,0.002430833,0.07423161,8.743866E-6,2.609771E-4,0.00111029,0.002365967,0.027284,0.003244607,1.729427E-5,0.03261038,0.001274783,9.293065E-4,0.030905,6.556598E-4,0.01214332,0.001552491,0.003229079,0.04107373,0.03849478,5.249967E-4,0.1164528,0.07552151,0.1930685,8.84947,1.20213E-4,501991.7,502007.5
19.0,0.02794519,6.283185,3.141593,6.283185,625.3103,0.2365691,-93524.56,895.5587,1.048225E8,895.5587,1.00001,0.2028965,0.01981552,1.389573E-7,0.01767299,3.913416E-7,0.09857202,4.73218E-4,0.00243177,0.07423959,8.476516E-6,2.609929E-4,0.001110322,0.002367989,0.02728501,0.003246023,1.687029E-5,0.03261233,0.001274963,9.2988E-4,0.03090651,6.556681E-4,0.01214242,0.001552692,0.003229116,0.04107583,0.03849523,5.249973E-4,0.1164451,0.07551469,0.1930504,8.84943,1.204225E-4,501989.4,502005.2
19.2,0.02826531,6.283185,3.141593,6.283185,624.2229,0.2365691,-87981.12,893.9975,1.045477E8,893.9975,1.00001,0.2028961,0.01981847,1.334476E-7,0.01767688,3.776734E-7,0.09857882,4.732391E-4,0.002432673,0.07424714,8.217471E-6,2.610076E-4,0.001110351,0.002369939,0.02728597,0.003247378,1.645804E-5,0.03261417,0.001275133,9.304305E-4,0.03090792,6.556763E-4,0.01214155,0.001552891,0.003229149,0.04107781,0.03849566,5.249976E-4,0.1164378,0.07550822,0.1930333,8.849391,1.206323E-4,501987.2,502003.0
19.4,0.02858599,6.283185,3.141593,6.283185,623.1378,0.2365691,-82848.52,892.4398,1.042736E8,892.4398,1.000011,0.2028957,0.0198213,1.281398E-7,0.01768062,3.64452E-7,0.09858532,4.732586E-4,0.00243355,0.07425439,7.965413E-6,2.610217E-4,0.00111038,0.002371829,0.02728688,0.003248685,1.6056E-5,0.03261592,0.001275295,9.309627E-4,0.03090928,6.556843E-4,0.0121407,0.001553088,0.003229181,0.04107972,0.03849608,5.249978E-4,0.1164308,0.07550201,0.1930168,8.849354,1.208423E-4,501985.1,502000.9
19.6,0.02890723,6.283185,3.141593,6.283185,622.0551,0.2365691,-77991.76,890.8856,1.04E8,890.8856,1.000011,0.2028953,0.01982399,1.230729E-7,0.01768418,3.517533E-7,0.09859147,4.732759E-4,0.002434397,0.07426126,7.721132E-6,2.610348E-4,0.001110407,0.002373653,0.02728775,0.003249937,1.566508E-5,0.03261757,0.00127545,9.314737E-4,0.03091056,6.556923E-4,0.01213986,0.001553283,0.00322921,0.04108153,0.03849648,5.249978E-4,0.1164242,0.07549612,0.1930013,8.849319,1.210527E-4,501983.1,501998.9
19.8,0.02922902,6.283185,3.141593,6.283185,620.9747,0.2365691,-73368.41,889.3351,1.037271E8,889.3351,1.000011,0.202895,0.01982653,1.182451E-7,0.01768757,3.39573E-7,0.09859724,4.732911E-4,0.002435213,0.07426776,7.484598E-6,2.61047E-4,0.001110433,0.00237541,0.02728857,0.003251134,1.528527E-5,0.03261913,0.001275595,9.319636E-4,0.03091177,6.557001E-4,0.01213905,0.001553475,0.003229237,0.04108324,0.03849687,5.249976E-4,0.1164179,0.07549054,0.1929865,8.849286,1.212633E-4,501981.3,501997.1
20.0,0.02955138,6.283185,3.141593,6.283185,619.8966,0.2365691,-69083.82,887.788,1.034548E8,887.788,1.000011,0.2028946,0.01982896,1.134843E-7,0.0176908,3.275218E-7,0.09860272,4.733044E-4,0.002436001,0.07427394,7.253012E-6,2.610584E-4,0.001110457,0.002377108,0.02728935,0.003252281,1.491478E-5,0.03262059,0.001275733,9.324349E-4,0.03091291,6.557078E-4,0.01213826,0.001553667,0.003229261,0.04108487,0.03849725,5.249972E-4,0.1164119,0.07548523,0.1929725,8.849255,1.214742E-4,501979.5,501995.3
