Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H71-3_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_B1M3_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
1.227786,0.001458217,6.283185,3.141593,6.283185,834.7365,0.2365664,-6.254006E7,1133.84,1.467618E8,1133.84,1.000012,0.8451967,0.02139857,1.836821E-5,0.005553456,7.5843E-6,0.06176001,8.981342E-4,0.001254186,0.02394652,6.929975E-5,1.471811E-4,1.921345E-4,3.388912E-4,3.43255E-4,0.005667967,5.543444E-4,3.184259E-5,0.01027629,1.639907E-4,2.998993E-4,3.418047E-4,0.004271195,1.460989E-4,0.002062183,4.409725E-4,0.003496102,0.003277356,0.002316305,7.575166E-4,0.004308477,8.393031,9.020983E-5,476098.3,476109.3
1.4,0.00166472,6.283185,3.141593,6.283185,833.217,0.2365664,-5.18119E7,1129.901,1.460684E8,1129.901,1.000012,0.8433572,0.02206472,1.647592E-5,0.005705124,6.892144E-6,0.06287391,9.260009E-4,0.001264017,0.02420106,6.610609E-5,1.539821E-4,1.971133E-4,3.377873E-4,3.634883E-4,0.005619204,5.628937E-4,3.022252E-5,0.01044125,1.694099E-4,3.118055E-4,3.607677E-4,0.004231089,1.450899E-4,0.002036752,4.343571E-4,0.003430963,0.00326559,0.002208544,7.083045E-4,0.004042889,8.379119,9.037433E-5,475309.1,475319.8
1.6,0.001905,6.283185,3.141593,6.283185,831.5157,0.2365664,-4.244214E7,1125.77,1.453413E8,1125.77,1.000012,0.8415289,0.02274446,1.471717E-5,0.005860903,6.241565E-6,0.06397895,9.539715E-4,0.001273804,0.02444337,6.284566E-5,1.609248E-4,2.019329E-4,3.364865E-4,3.843013E-4,0.005563383,5.711467E-4,2.861911E-5,0.0106019,1.748174E-4,3.241888E-4,3.806431E-4,0.004186307,1.438628E-4,0.002008555,4.270794E-4,0.003361892,0.003254164,0.002103539,6.612585E-4,0.003786419,8.365564,9.055924E-5,474540.1,474550.6
1.8,0.002145765,6.283185,3.141593,6.283185,829.8662,0.2365664,-3.536704E7,1122.005,1.446787E8,1122.005,1.000012,0.8399588,0.02334306,1.328515E-5,0.0059992,5.710534E-6,0.06492558,9.781739E-4,0.001282278,0.02464247,5.996021E-5,1.670276E-4,2.059429E-4,3.352069E-4,4.027785E-4,0.005509347,5.780514E-4,2.72492E-5,0.01073683,1.794659E-4,3.352959E-4,3.986091E-4,0.004143914,1.426265E-4,0.001981928,4.202533E-4,0.003299152,0.003244601,0.002015118,6.223695E-4,0.003572394,8.354159,9.073924E-5,473893.1,473903.4
2.0,0.002387002,6.283185,3.141593,6.283185,828.2563,0.2365664,-2.986651E7,1118.521,1.440655E8,1118.521,1.000012,0.8385904,0.02387639,1.2091E-5,0.006123503,5.266396E-6,0.06574826,9.993688E-4,0.001289765,0.02480903,5.736608E-5,1.724445E-4,2.093206E-4,3.339719E-4,4.193688E-4,0.005457563,5.839504E-4,2.605673E-5,0.0108519,1.835096E-4,3.453526E-4,4.14995E-4,0.004104058,1.414116E-4,0.001956872,4.138666E-4,0.003241968,0.003236485,0.001939414,5.896132E-4,0.003390641,8.344406,9.091561E-5,473339.9,473349.9
2.2,0.002628705,6.283185,3.141593,6.283185,826.6775,0.2365664,-2.5492E7,1115.26,1.434916E8,1115.26,1.000012,0.8373851,0.0243556,1.107733E-5,0.006236245,4.888151E-6,0.06647065,0.00101809,0.001296477,0.02495015,5.50068E-5,1.77287E-4,2.121888E-4,3.327915E-4,4.343929E-4,0.005408196,5.890721E-4,2.500359E-5,0.01095109,1.870568E-4,3.545206E-4,4.300391E-4,0.004066715,1.402341E-4,0.001933322,4.078947E-4,0.003189682,0.003229529,0.001873823,5.616514E-4,0.003234352,8.33597,9.108925E-5,472861.2,472871.1
2.4,0.002870865,6.283185,3.141593,6.283185,825.1236,0.2365664,-2.194751E7,1112.18,1.429493E8,1112.18,1.000012,0.8363136,0.0247893,1.020354E-5,0.006339291,4.560776E-6,0.06711067,0.001034749,0.001302571,0.0250711,5.284005E-5,1.816423E-4,2.146415E-4,3.316707E-4,4.481005E-4,0.005361288,5.935858E-4,2.406217E-5,0.01103739,1.901913E-4,3.629268E-4,4.439292E-4,0.004031795,1.391029E-4,0.001911192,4.023101E-4,0.003141729,0.003223518,0.001816398,5.374964E-4,0.003098457,8.328598,9.126079E-5,472443.0,472452.8
2.6,0.003113479,6.283185,3.141593,6.283185,823.5901,0.2365664,-1.902529E7,1109.247,1.424331E8,1109.247,1.000012,0.8353537,0.02518419,9.441698E-6,0.006434076,4.274015E-6,0.06768192,0.001049663,0.00130816,0.02517578,5.083455E-5,1.855794E-4,2.167504E-4,3.306104E-4,4.606856E-4,0.005316803,5.976154E-4,2.321146E-5,0.01111307,1.929775E-4,3.706708E-4,4.568132E-4,0.003999168,1.380227E-4,0.001890388,3.970848E-4,0.003097626,0.003218289,0.001765683,5.164218E-4,0.002979195,8.322101,9.143072E-5,472074.5,472084.2
2.8,0.003356543,6.283185,3.141593,6.283185,822.0733,0.2365664,-1.658593E7,1106.437,1.419386E8,1106.437,1.000013,0.8344884,0.02554552,8.770728E-6,0.006521715,4.019739E-6,0.06819484,0.001063082,0.001313329,0.02526712,4.896617E-5,1.89153E-4,2.18571E-4,3.296099E-4,4.723012E-4,0.005274665,6.012548E-4,2.243558E-5,0.01117987,1.95466E-4,3.77832E-4,4.688095E-4,0.003968694,1.36995E-4,0.001870818,3.921918E-4,0.003056963,0.003213718,0.001720574,4.978847E-4,0.002873729,8.316338,9.159942E-5,471747.6,471757.4
3.0,0.003600053,6.283185,3.141593,6.283185,820.5706,0.2365664,-1.454393E7,1103.732,1.414625E8,1103.732,1.000013,0.8337044,0.0258775,8.171698E-6,0.0066031,3.792594E-6,0.06865772,0.001075204,0.001318142,0.02534736,4.721688E-5,1.924081E-4,2.201469E-4,3.286672E-4,4.8307E-4,0.005234765,6.045737E-4,2.172531E-5,0.01123912,1.976973E-4,3.844755E-4,4.800154E-4,0.003940227,1.360197E-4,0.001852391,3.876057E-4,0.003019385,0.003209705,0.001680212,4.814681E-4,0.002779865,8.311195,9.176715E-5,471456.0,471466.1
3.2,0.003844008,6.283185,3.141593,6.283185,819.0799,0.2365664,-1.280756E7,1101.115,1.41002E8,1101.115,1.000013,0.8329906,0.02618356,7.634473E-6,0.006678972,3.587919E-6,0.06907736,0.001086195,0.001322651,0.02541833,4.557244E-5,1.953826E-4,2.215142E-4,3.277797E-4,4.930948E-4,0.005196968,6.076281E-4,2.107038E-5,0.01129193,1.997053E-4,3.906567E-4,4.905141E-4,0.003913628,1.350952E-4,0.001835022,3.833027E-4,0.002984583,0.00320617,0.001643897,4.668363E-4,0.002695823,8.306582,9.193417E-5,471194.3,471204.3
3.4,0.004088414,6.283185,3.141593,6.283185,817.5997,0.2365664,-1.131212E7,1098.577,1.405551E8,1098.577,1.000013,0.8323391,0.02646627,7.151488E-6,0.006749853,3.402335E-6,0.0694586,0.001096175,0.001326892,0.0254813,4.402004E-5,1.981033E-4,2.226992E-4,3.269457E-4,5.024481E-4,0.005161222,6.104587E-4,2.046127E-5,0.01133911,2.015143E-4,3.96414E-4,5.003625E-4,0.003888797,1.342214E-4,0.001818653,3.792665E-4,0.002952334,0.003203055,0.001611131,4.537508E-4,0.002620339,8.302433,9.210061E-5,470959.0,470969.1
3.6,0.004333264,6.283185,3.141593,6.283185,816.1284,0.2365665,-1.002503E7,1096.104,1.4012E8,1096.104,1.000013,0.8317418,0.02672838,6.712396E-6,0.006816326,3.23279E-6,0.06980658,0.001105273,0.001330903,0.02553757,4.254958E-5,2.00601E-4,2.237288E-4,3.261614E-4,5.112113E-4,0.005127369,6.131038E-4,1.989268E-5,0.01138147,2.031506E-4,4.01793E-4,5.096296E-4,0.003865582,1.333952E-4,0.001803195,3.754732E-4,0.002922369,0.003200302,0.001581403,4.419745E-4,0.002552137,8.298682,9.226664E-5,470746.2,470756.2
3.8,0.004578543,6.283185,3.141593,6.283185,814.6646,0.2365665,-8896567.0,1093.689,1.396948E8,1093.689,1.000013,0.8311908,0.02697255,6.312701E-6,0.006878937,3.076916E-6,0.07012604,0.00111361,0.001334714,0.02558825,4.115135E-5,2.029045E-4,2.246277E-4,3.254226E-4,5.194601E-4,0.005095259,6.155969E-4,1.935756E-5,0.01141974,2.046384E-4,4.068377E-4,5.183816E-4,0.003843823,1.326132E-4,0.001788562,3.718985E-4,0.002894418,0.003197855,0.001554253,4.312966E-4,0.002490073,8.295268,9.243243E-5,470552.6,470562.6
4.0,0.004824263,6.283185,3.141593,6.283185,813.2077,0.2365665,-7908404.0,1091.324,1.392786E8,1091.324,1.000013,0.8306824,0.02720005,5.946889E-6,0.006937938,2.933107E-6,0.07041929,0.001121245,0.001338344,0.02563394,3.98193E-5,2.050276E-4,2.254089E-4,3.247279E-4,5.272299E-4,0.005064847,6.179559E-4,1.885291E-5,0.0114543,2.059901E-4,4.115674E-4,5.266472E-4,0.003823453,1.318745E-4,0.001774717,3.685323E-4,0.002868362,0.003195687,0.001529447,4.216087E-4,0.002433566,8.292161,9.259803E-5,470376.4,470386.7
4.2,0.005070422,6.283185,3.141593,6.283185,811.7569,0.2365665,-7055979.0,1089.005,1.388704E8,1089.005,1.000013,0.8302126,0.02741229,5.608266E-6,0.006993622,2.799992E-6,0.07068892,0.001128246,0.001341807,0.02567525,3.854877E-5,2.069866E-4,2.26086E-4,3.240747E-4,5.345619E-4,0.005036032,6.201979E-4,1.837757E-5,0.01148556,2.072192E-4,4.160065E-4,5.344628E-4,0.00380438,1.311769E-4,0.001761609,3.653608E-4,0.00284405,0.003193767,0.001506735,4.127972E-4,0.002381995,8.289328,9.276352E-5,470215.8,470226.3
4.4,0.005317021,6.283185,3.141593,6.283185,810.3117,0.2365665,-6289059.0,1086.726,1.384694E8,1086.726,1.000013,0.8297774,0.02761058,5.298183E-6,0.007046272,2.676356E-6,0.07093737,0.001134674,0.001345121,0.02571274,3.7334E-5,2.087968E-4,2.266714E-4,3.234604E-4,5.414953E-4,0.005008707,6.223382E-4,1.792735E-5,0.01151389,2.083385E-4,4.201784E-4,5.418639E-4,0.003786513,1.305177E-4,0.001749187,3.623702E-4,0.002821338,0.003192067,0.001485883,4.047575E-4,0.00233479,8.286738,9.292897E-5,470068.9,470079.5
4.6,0.00556406,6.283185,3.141593,6.283185,808.8713,0.2365665,-5657160.0,1084.484,1.380747E8,1084.484,1.000013,0.8293731,0.02779642,5.009988E-6,0.007096135,2.556874E-6,0.07116674,0.001140591,0.0013483,0.02574689,3.616414E-5,2.104717E-4,2.271771E-4,3.228828E-4,5.480646E-4,0.004982857,6.243931E-4,1.748727E-5,0.01153962,2.093593E-4,4.241026E-4,5.488801E-4,0.003769765,1.298967E-4,0.00173741,3.595482E-4,0.002800096,0.003190565,0.001466693,3.974001E-4,0.00229146,8.284364,9.309444E-5,469934.7,469946.5
4.634783,0.005607068,6.283185,3.141593,6.283185,808.6213,0.2365665,-5501395.0,1084.098,1.380067E8,1084.098,1.000014,0.8293057,0.02782758,4.964928E-6,0.007104537,2.539202E-6,0.07120481,0.001141572,0.00134884,0.02575252,3.596573E-5,2.1075E-4,2.272577E-4,3.22786E-4,5.491721E-4,0.004978512,6.247427E-4,1.741134E-5,0.01154385,2.095275E-4,4.24761E-4,5.500627E-4,0.003766961,1.297926E-4,0.001735425,3.590738E-4,0.002796544,0.003190322,0.001463512,3.961847E-4,0.002284289,8.283972,9.312323E-5,469912.6,469924.9
4.8,0.005811551,6.283185,3.141593,6.283185,807.4357,0.2365665,-5035140.0,1082.275,1.37686E8,1082.275,1.000014,0.8289981,0.02797014,4.740492E-6,0.007143347,2.452879E-6,0.07137839,0.001146024,0.00135135,0.025778,3.50534E-5,2.120199E-4,2.276097E-4,3.223403E-4,5.542898E-4,0.004958335,6.263659E-4,1.708973E-5,0.01156295,2.102889E-4,4.277927E-4,5.555296E-4,0.003754086,1.293099E-4,0.001726247,3.568874E-4,0.002780244,0.003189241,0.001449031,3.906665E-4,0.002251682,8.282191,9.325997E-5,469811.6,469823.7
5.0,0.006059468,6.283185,3.141593,6.283185,806.004,0.2365665,-4503726.0,1080.095,1.373022E8,1080.095,1.000014,0.828648,0.0281334,4.491398E-6,0.007188258,2.351499E-6,0.07157495,0.001151044,0.001354288,0.0258066,3.398169E-5,2.134596E-4,2.279814E-4,3.218286E-4,5.602168E-4,0.004935003,6.282725E-4,1.66991E-5,0.01158427,2.111411E-4,4.312786E-4,5.618598E-4,0.003739345,1.287542E-4,0.001715624,3.543682E-4,0.002761597,0.003188069,0.001432665,3.844566E-4,0.0022149,8.280186,9.342562E-5,469697.8,469709.9
5.2,0.006307826,6.283185,3.141593,6.283185,804.5762,0.2365665,-4029143.0,1077.941,1.369231E8,1077.941,1.000014,0.8283214,0.02828678,4.258897E-6,0.007230948,2.256053E-6,0.07175722,0.001155676,0.00135712,0.02583287,3.295105E-5,2.147958E-4,2.282976E-4,3.213472E-4,5.65858E-4,0.004912858,6.301178E-4,1.632364E-5,0.01160371,2.119206E-4,4.345671E-4,5.678801E-4,0.003725509,1.282293E-4,0.001705528,3.519861E-4,0.002744106,0.003187039,0.001417513,3.787347E-4,0.002180916,8.278339,9.359142E-5,469593.0,469605.1
5.4,0.006556624,6.283185,3.141593,6.283185,803.152,0.2365665,-3604274.0,1075.812,1.365484E8,1075.812,1.000014,0.8280165,0.02843096,4.041576E-6,0.00727156,2.166055E-6,0.07192639,0.00115995,0.001359852,0.02585704,3.195887E-5,2.160366E-4,2.285642E-4,3.208941E-4,5.712329E-4,0.004891839,6.319075E-4,1.596308E-5,0.01162144,2.126338E-4,4.376709E-4,5.736093E-4,0.00371252,1.277334E-4,0.001695929,3.497329E-4,0.002727693,0.003186137,0.00140347,3.734554E-4,0.002149479,8.276636,9.375739E-5,469496.4,469508.4
5.6,0.006805864,6.283185,3.141593,6.283185,801.731,0.2365665,-3223190.0,1073.705,1.361775E8,1073.705,1.000014,0.8277315,0.02856659,3.838034E-6,0.007310225,2.081011E-6,0.07208351,0.001163897,0.00136249,0.02587934,3.10028E-5,2.171893E-4,2.287866E-4,3.204677E-4,5.763593E-4,0.004871885,6.336466E-4,1.561611E-5,0.01163762,2.132864E-4,4.406018E-4,5.790649E-4,0.003700323,1.27265E-4,0.001686796,3.476008E-4,0.002712281,0.003185352,0.00139044,3.685774E-4,0.002120357,8.275064,9.392355E-5,469407.3,469419.2
5.8,0.007055545,6.283185,3.141593,6.283185,800.3133,0.2365665,-2880945.0,1071.618,1.358102E8,1071.618,1.000014,0.8274649,0.02869429,3.647085E-6,0.007347065,2.000497E-6,0.07222958,0.001167543,0.00136504,0.02589995,3.008076E-5,2.182608E-4,2.289696E-4,3.200664E-4,5.812538E-4,0.004852938,6.353394E-4,1.528158E-5,0.01165239,2.138839E-4,4.433708E-4,5.842636E-4,0.003688867,1.268225E-4,0.001678104,3.455822E-4,0.002697802,0.003184671,0.001378334,3.640638E-4,0.002093343,8.273612,9.408994E-5,469324.9,469336.7
6.0,0.007305668,6.283185,3.141593,6.283185,798.8985,0.2365665,-2572497.0,1069.55,1.354463E8,1069.55,1.000014,0.8272152,0.02881462,3.467623E-6,0.007382194,1.92412E-6,0.07236549,0.001170912,0.001367507,0.02591904,2.91908E-5,2.192575E-4,2.291176E-4,3.196886E-4,5.859317E-4,0.004834942,6.369897E-4,1.495845E-5,0.01166588,2.144312E-4,4.459885E-4,5.89221E-4,0.003678101,1.264044E-4,0.001669825,3.436701E-4,0.002684189,0.003184086,0.001367072,3.598809E-4,0.002068247,8.272269,9.425657E-5,469248.7,469260.5
6.2,0.007556235,6.283185,3.141593,6.283185,797.4865,0.2365665,-2294254.0,1067.499,1.350853E8,1067.499,1.000014,0.8269811,0.02892807,3.298776E-6,0.007415712,1.851562E-6,0.07249206,0.001174027,0.001369896,0.02593675,2.833125E-5,2.20185E-4,2.292347E-4,3.193329E-4,5.904066E-4,0.004817847,6.386004E-4,1.464582E-5,0.01167821,2.149326E-4,4.484642E-4,5.93951E-4,0.003667983,1.260093E-4,0.001661937,3.418583E-4,0.002671383,0.003183586,0.001356583,3.559992E-4,0.002044905,8.271026,9.442345E-5,469178.1,469189.9
6.4,0.007807245,6.283185,3.141593,6.283185,796.0772,0.2365665,-2043135.0,1065.465,1.347272E8,1065.465,1.000014,0.8267614,0.02903515,3.139621E-6,0.007447722,1.782493E-6,0.07261007,0.00117691,0.00137221,0.02595324,2.750038E-5,2.210491E-4,2.293248E-4,3.189979E-4,5.946921E-4,0.004801602,6.401748E-4,1.434277E-5,0.01168949,2.153926E-4,4.508073E-4,5.984675E-4,0.003658466,1.256359E-4,0.001654416,3.401402E-4,0.002659326,0.003183164,0.001346797,3.523892E-4,0.002023148,8.269873,9.459061E-5,469112.7,469124.5
6.6,0.008058699,6.283185,3.141593,6.283185,794.6704,0.2365665,-1815875.0,1063.444,1.343716E8,1063.444,1.000015,0.8265551,0.02913621,2.989509E-6,0.007478295,1.716687E-6,0.0727201,0.001179577,0.001374454,0.02596859,2.669691E-5,2.218537E-4,2.293902E-4,3.186824E-4,5.987978E-4,0.004786168,6.417145E-4,1.404873E-5,0.01169979,2.158141E-4,4.530248E-4,6.02781E-4,0.003649516,1.25283E-4,0.001647244,3.38511E-4,0.002647975,0.003182813,0.001337667,3.49032E-4,0.00200287,8.268804,9.475805E-5,469052.1,469063.8
6.8,0.008310598,6.283185,3.141593,6.283185,793.2662,0.2365665,-1610239.0,1061.438,1.340185E8,1061.438,1.000015,0.8263612,0.02923169,2.847711E-6,0.007507518,1.653889E-6,0.07282278,0.001182044,0.001376631,0.02598293,2.591944E-5,2.226036E-4,2.294343E-4,3.183853E-4,6.02735E-4,0.004771498,6.432215E-4,1.3763E-5,0.01170921,2.162008E-4,4.551246E-4,6.069035E-4,0.003641096,1.249495E-4,0.001640401,3.369653E-4,0.00263728,0.003182525,0.001329135,3.459042E-4,0.001983938,8.267812,9.492579E-5,468995.8,469007.5
7.0,0.008562944,6.283185,3.141593,6.283185,791.8644,0.2365665,-1423877.0,1059.444,1.336675E8,1059.444,1.000015,0.8261789,0.02932192,2.71367E-6,0.007535459,1.593913E-6,0.07291865,0.001184328,0.001378743,0.02599633,2.516683E-5,2.233026E-4,2.294593E-4,3.181054E-4,6.065128E-4,0.004757555,6.446974E-4,1.348505E-5,0.01171782,2.165555E-4,4.571135E-4,6.108447E-4,0.003633173,1.246342E-4,0.001633869,3.354983E-4,0.0026272,0.003182296,0.001321158,3.429878E-4,0.001966249,8.26689,9.509383E-5,468943.5,468955.2
7.2,0.008815736,6.283185,3.141593,6.283185,790.4649,0.2365665,-1254872.0,1057.462,1.333187E8,1057.462,1.000015,0.8260074,0.02940721,2.58685E-6,0.007562184,1.53658E-6,0.07300818,0.00118644,0.001380793,0.02600887,2.443801E-5,2.239542E-4,2.294674E-4,3.178417E-4,6.101394E-4,0.004744302,6.461433E-4,1.321444E-5,0.01172568,2.168807E-4,4.589976E-4,6.14614E-4,0.003625716,1.243362E-4,0.001627633,3.341058E-4,0.002617698,0.003182119,0.001313695,3.402667E-4,0.001949711,8.266034,9.526219E-5,468894.9,468906.7
7.4,0.009068976,6.283185,3.141593,6.283185,789.0677,0.2365665,-1101763.0,1055.492,1.329719E8,1055.492,1.000015,0.8258459,0.0294879,2.466712E-6,0.007587758,1.481711E-6,0.07309185,0.001188395,0.001382785,0.02602063,2.37319E-5,2.245619E-4,2.294608E-4,3.175933E-4,6.136234E-4,0.004731703,6.475605E-4,1.295069E-5,0.01173287,2.17179E-4,4.607832E-4,6.182207E-4,0.003618695,1.240545E-4,0.001621677,3.327835E-4,0.002608735,0.003181991,0.001306706,3.377246E-4,0.001934231,8.265237,9.543087E-5,468849.8,468861.6
7.6,0.009322664,6.283185,3.141593,6.283185,787.6727,0.2365665,-962970.7,1053.532,1.326269E8,1053.532,1.000015,0.8256938,0.02956422,2.352814E-6,0.007612234,1.429153E-6,0.07317004,0.001190203,0.001384719,0.02603167,2.30476E-5,2.251286E-4,2.29441E-4,3.173593E-4,6.169714E-4,0.004719725,6.489496E-4,1.269344E-5,0.01173943,2.174525E-4,4.624754E-4,6.216724E-4,0.003612085,1.237882E-4,0.001615987,3.315276E-4,0.00260028,0.003181906,0.001300159,3.353492E-4,0.001919739,8.264497,9.559988E-5,468807.8,468819.6
7.8,0.009576801,6.283185,3.141593,6.283185,786.28,0.2365665,-837479.4,1051.581,1.322836E8,1051.581,1.000015,0.8255505,0.02963647,2.244683E-6,0.007635669,1.378752E-6,0.07324317,0.001191876,0.001386598,0.02604205,2.238416E-5,2.256574E-4,2.294099E-4,3.171387E-4,6.20191E-4,0.004708336,6.503115E-4,1.24423E-5,0.01174541,2.177035E-4,4.640799E-4,6.249775E-4,0.003605859,1.235364E-4,0.001610549,3.303344E-4,0.002592299,0.003181859,0.00129402,3.331264E-4,0.001906153,8.263807,9.576921E-5,468768.7,468780.6
8.0,0.009831389,6.283185,3.141593,6.283185,784.8894,0.2365665,-724098.9,1049.64,1.319419E8,1049.64,1.000015,0.8254153,0.02970487,2.14194E-6,0.007658113,1.330399E-6,0.07331157,0.001193423,0.001388425,0.02605182,2.174085E-5,2.261507E-4,2.293688E-4,3.169309E-4,6.232882E-4,0.004697506,6.516467E-4,1.219699E-5,0.01175086,2.179336E-4,4.656013E-4,6.28143E-4,0.003599994,1.232984E-4,0.00160535,3.292005E-4,0.002584766,0.003181849,0.00128826,3.310457E-4,0.001893411,8.263166,9.593889E-5,468732.3,468744.3
8.2,0.01008643,6.283185,3.141593,6.283185,783.5009,0.2365665,-622074.8,1047.707,1.316018E8,1047.707,1.000015,0.8252879,0.02976964,2.04418E-6,0.007679612,1.283976E-6,0.07337557,0.001194854,0.0013902,0.02606102,2.11169E-5,2.266111E-4,2.29319E-4,3.167351E-4,6.262688E-4,0.004687206,6.529558E-4,1.195728E-5,0.01175582,2.181445E-4,4.670443E-4,6.311757E-4,0.003594468,1.230733E-4,0.001600378,3.281226E-4,0.002577652,0.003181871,0.001282854,3.290964E-4,0.001881455,8.262568,9.61089E-5,468698.4,468710.5
8.4,0.01034192,6.283185,3.141593,6.283185,782.1146,0.2365665,-532505.4,1045.783,1.312631E8,1045.783,1.000015,0.8251677,0.02983097,1.951075E-6,0.007700209,1.239383E-6,0.07343545,0.001196175,0.001391926,0.0260697,2.051162E-5,2.270406E-4,2.292617E-4,3.165506E-4,6.291383E-4,0.00467741,6.542391E-4,1.172295E-5,0.01176033,2.183379E-4,4.684129E-4,6.34082E-4,0.003589262,1.228604E-4,0.001595623,3.27098E-4,0.002570933,0.003181921,0.001277777,3.272697E-4,0.001870231,8.262011,9.627925E-5,468666.9,468678.9
8.6,0.01059786,6.283185,3.141593,6.283185,780.7304,0.2365665,-462793.7,1043.867,1.309259E8,1043.867,1.000016,0.8250542,0.02988908,1.86276E-6,0.007719945,1.196512E-6,0.07349149,0.001197394,0.001393604,0.02607789,1.992418E-5,2.274413E-4,2.291978E-4,3.163767E-4,6.319016E-4,0.004668093,6.55497E-4,1.149342E-5,0.01176443,2.18515E-4,4.697111E-4,6.368677E-4,0.003584355,1.226592E-4,0.001591074,3.261239E-4,0.002564587,0.003181998,0.001273009,3.25557E-4,0.001859689,8.261493,9.644995E-5,468637.4,468649.4
8.8,0.01085426,6.283185,3.141593,6.283185,779.3483,0.2365665,-382684.7,1041.958,1.305899E8,1041.958,1.000016,0.8249472,0.02994412,1.779065E-6,0.007738857,1.155279E-6,0.07354393,0.00119852,0.001395236,0.02608563,1.935393E-5,2.278151E-4,2.291284E-4,3.162128E-4,6.345633E-4,0.004659234,6.567298E-4,1.12684E-5,0.01176814,2.186771E-4,4.709425E-4,6.395381E-4,0.003579732,1.22469E-4,0.001586721,3.251976E-4,0.002558593,0.003182099,0.001268529,3.239509E-4,0.001849787,8.26101,9.6621E-5,468610.0,468622.0
9.0,0.01111111,6.283185,3.141593,6.283185,777.9683,0.2365665,-298208.8,1040.057,1.302552E8,1040.057,1.000016,0.8248461,0.02999628,1.6995E-6,0.007756983,1.115617E-6,0.07359301,0.001199557,0.001396822,0.02609294,1.88003E-5,2.281637E-4,2.290542E-4,3.160584E-4,6.37128E-4,0.00465081,6.579378E-4,1.104773E-5,0.0117715,2.188255E-4,4.721107E-4,6.420988E-4,0.003575375,1.222893E-4,0.001582556,3.243167E-4,0.002552929,0.003182222,0.001264318,3.224439E-4,0.001840481,8.26056,9.679239E-5,468584.5,468596.4
9.2,0.01136842,6.283185,3.141593,6.283185,776.5904,0.2365665,-231730.9,1038.162,1.299217E8,1038.162,1.000016,0.8247507,0.03004574,1.624188E-6,0.007774356,1.077417E-6,0.07363894,0.001200513,0.001398365,0.02609986,1.826261E-5,2.284888E-4,2.28976E-4,3.15913E-4,6.395998E-4,0.004642803,6.591214E-4,1.083084E-5,0.01177453,2.189611E-4,4.732189E-4,6.445544E-4,0.003571268,1.221195E-4,0.001578569,3.234789E-4,0.002547577,0.003182363,0.001260359,3.210294E-4,0.001831733,8.260141,9.696413E-5,468560.8,468572.7
9.4,0.0116262,6.283185,3.141593,6.283185,775.2146,0.2365666,-178173.5,1036.274,1.295894E8,1036.274,1.000016,0.8246606,0.03009256,1.551131E-6,0.007790993,1.040703E-6,0.07368187,0.001201391,0.001399864,0.0261064,1.774098E-5,2.287915E-4,2.288945E-4,3.157761E-4,6.419808E-4,0.004635199,6.6028E-4,1.061873E-5,0.01177725,2.190849E-4,4.742691E-4,6.469075E-4,0.003567402,1.219593E-4,0.001574757,3.226829E-4,0.002542526,0.003182522,0.001256641,3.197028E-4,0.001823515,8.259751,9.713622E-5,468538.7,468550.7
