Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H71-3_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,932.4981,0.2365664,-1.356649E11,1424.591,0.0,1424.591,1.0,0.2031835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03986357,0.1992409,0.1593998,0.3983123,9.439816,8.075236E-5,535452.9,535452.9
4.591645E-6,4.924201E-9,6.283185,3.141593,6.283185,932.4341,0.2365664,-2.034807E11,1424.418,1.979054E8,1424.418,1.000003,0.2031835,2.015588E-7,7.34127E-9,4.841273E-6,3.146573E-8,2.886317E-5,2.238142E-5,3.540328E-11,1.874981E-8,4.751092E-5,2.583789E-5,7.122886E-11,1.56961E-9,1.442741E-8,3.792081E-15,2.831542E-5,3.003417E-9,3.405391E-5,5.446716E-7,6.922678E-15,2.13549E-9,1.421307E-14,2.695902E-5,3.38178E-8,8.0296E-6,2.450767E-5,0.03986353,0.1991176,0.159247,0.3981576,9.439283,8.07579E-5,535422.7,535422.7
5.954753E-5,6.388577E-8,6.283185,3.141593,6.283185,931.692,0.2365664,-2.366468E11,1421.916,1.974652E8,1421.916,1.000003,0.2031864,5.380252E-6,3.012E-6,1.419089E-4,9.273234E-6,5.934558E-4,7.614759E-4,5.545962E-8,3.926377E-6,8.699338E-4,3.35744E-4,1.218538E-8,2.704724E-7,2.676835E-6,3.23259E-11,5.031921E-4,6.131806E-7,3.670987E-4,9.216889E-5,3.972887E-11,8.062494E-7,5.416503E-10,4.738565E-4,2.049443E-5,1.332337E-4,4.586905E-4,0.03985851,0.1976087,0.1573922,0.3962821,9.430214,8.082223E-5,534908.3,534908.3
3.244354E-4,3.486792E-7,6.283185,3.141593,6.283185,928.7577,0.2365664,-2.383511E11,1408.416,1.950891E8,1408.416,1.000003,0.2032899,2.841606E-5,1.631489E-4,0.001390866,2.647468E-4,0.002367329,0.008186,8.184967E-6,1.349505E-4,0.006116637,0.001659451,5.216996E-7,8.766866E-6,9.457185E-5,2.133631E-8,0.003133655,3.079327E-5,0.001114327,0.001927561,1.097611E-7,2.949965E-5,6.460775E-7,0.003156279,7.562688E-4,7.026335E-4,0.003890777,0.03970369,0.1891296,0.147439,0.3835615,9.370189,8.107758E-5,531503.5,531503.5
0.001143035,1.231739E-6,6.283185,3.141593,6.283185,926.3013,0.2365664,-1.094284E11,1380.898,1.902456E8,1380.898,1.000004,0.2036619,2.886788E-5,0.001990455,0.003665242,0.001714084,0.002167121,0.0319419,1.504983E-4,0.00135434,0.02247842,0.002488709,9.786763E-6,7.01305E-5,7.088312E-4,1.854293E-6,0.01082334,2.752709E-4,0.001409096,0.009190667,9.964541E-6,1.716442E-4,2.208332E-5,0.01115105,0.004130528,0.00190129,0.01480724,0.03910691,0.166305,0.1223846,0.3433408,9.21147,8.129258E-5,522500.4,522500.4
0.003325966,3.587146E-6,6.283185,3.141593,6.283185,927.3397,0.2365664,-4.324418E10,1351.145,1.85009E8,1351.145,1.000004,0.20404,1.748683E-5,0.007205714,0.002985714,0.004894986,0.001306286,0.06765298,5.927768E-4,0.003889123,0.04691366,0.001987748,5.665952E-5,1.942863E-4,0.001675045,2.008149E-5,0.02219002,8.689684E-4,0.00126476,0.02081805,1.050741E-4,4.412531E-4,1.388322E-4,0.02138096,0.009305939,0.003300292,0.02883287,0.0383555,0.1343167,0.09004666,0.2816386,9.002909,8.120155E-5,510670.3,510670.3
0.006772699,7.302351E-6,6.283185,3.141593,6.283185,927.9125,0.2365664,-2.235843E10,1329.054,1.811208E8,1329.054,1.000004,0.2042374,1.058461E-5,0.01215348,0.001922383,0.007459925,8.549859E-4,0.09653059,0.001094973,0.005644436,0.06526711,0.001760073,1.266891E-4,3.106475E-4,0.002261404,5.93727E-5,0.02960554,0.001432994,0.001078875,0.0302748,2.755198E-4,6.966382E-4,3.218826E-4,0.02756548,0.01286829,0.004163789,0.03699573,0.03786975,0.1108597,0.06835234,0.2337065,8.850245,8.115141E-5,502011.1,502011.2
0.007500609,8.086811E-6,6.283185,3.141593,6.283185,927.909,0.2365664,-2.02256E10,1325.798,1.805477E8,1325.798,1.000004,0.2042593,9.785268E-6,0.01291637,0.001791409,0.007822132,8.006557E-4,0.1008244,0.001180124,0.005870224,0.06787041,0.001731623,1.396165E-4,3.297889E-4,0.002332005,6.794408E-5,0.03055942,0.001517955,0.001049703,0.03167752,3.070854E-4,7.376734E-4,3.565991E-4,0.02832781,0.01333505,0.004272839,0.03795404,0.03780282,0.1075647,0.06545085,0.2268109,8.828598,8.115172E-5,500784.0,500784.0
0.01251675,1.349351E-5,6.283185,3.141593,6.283185,927.5557,0.2365664,-1.19987E10,1309.433,1.776673E8,1309.433,1.000004,0.204338,6.532806E-6,0.016897,0.001247314,0.009590618,5.695343E-4,0.1225776,0.001649946,0.006881616,0.08052865,0.0015913,2.156747E-4,4.357957E-4,0.002629624,1.261362E-4,0.03481268,0.001944138,9.051421E-4,0.03875791,4.881098E-4,9.601187E-4,5.652085E-4,0.03156353,0.01543395,0.004747246,0.04181264,0.03747194,0.09161791,0.05195492,0.1929,8.722941,8.118263E-5,494792.7,494792.7
0.01275535,1.375075E-5,6.283185,3.141593,6.283185,927.533,0.2365664,-1.179167E10,1308.832,1.775615E8,1308.832,1.000004,0.2043399,6.436225E-6,0.0170486,0.001230647,0.009654285,5.622351E-4,0.1233839,0.001668521,0.006915062,0.08098071,0.001586123,2.188433E-4,4.40033E-4,0.002638835,1.288373E-4,0.03495253,0.001960521,9.000008E-4,0.03901892,4.954589E-4,9.688689E-4,5.740345E-4,0.03166306,0.01550292,0.004762251,0.04192385,0.03745978,0.0910513,0.05149276,0.1916791,8.719151,8.118462E-5,494580.1,494580.4
0.01282084,1.382135E-5,6.283185,3.141593,6.283185,927.5261,0.2365664,-1.170224E10,1308.669,1.775328E8,1308.669,1.000004,0.2043404,6.402809E-6,0.01708977,0.001226132,0.009671535,5.602097E-4,0.123602,0.001673572,0.006924088,0.08110266,0.001584652,2.197066E-4,4.411858E-4,0.002641314,1.29577E-4,0.03498986,0.001964593,8.985049E-4,0.03908966,4.974608E-4,9.712468E-4,5.764429E-4,0.03168978,0.01552144,0.004766289,0.04195354,0.03745651,0.0908982,0.05136808,0.191349,8.71813,8.118523E-5,494521.9,494522.0
0.01289591,1.39023E-5,6.283185,3.141593,6.283185,927.5188,0.2365664,-1.16105E10,1308.483,1.775002E8,1308.483,1.000004,0.2043409,6.377352E-6,0.01713674,0.001220999,0.00969119,5.579409E-4,0.123851,0.001679337,0.006934352,0.08124185,0.001583042,2.206933E-4,4.425027E-4,0.002644127,1.304243E-4,0.03503259,0.00196949,8.968661E-4,0.03917034,4.997461E-4,9.739622E-4,5.791943E-4,0.03172012,0.01554256,0.004770876,0.04198726,0.03745275,0.09072358,0.051226,0.1909724,8.716962,8.118587E-5,494455.9,494456.1
0.01312366,1.414785E-5,6.283185,3.141593,6.283185,927.4965,0.2365664,-1.140687E10,1307.928,1.774024E8,1307.928,1.000004,0.2043425,6.292036E-6,0.01727768,0.001205797,0.009749998,5.513113E-4,0.124597,0.001696664,0.006964929,0.08165789,0.001578278,2.236668E-4,4.464629E-4,0.002652474,1.329909E-4,0.0351595,0.001983911,8.921243E-4,0.03941201,5.066201E-4,9.821272E-4,5.874903E-4,0.03181016,0.01560552,0.004784504,0.042087,0.03744149,0.09020113,0.05080166,0.1898452,8.71347,8.118781E-5,494257.9,494258.2
0.01391254,1.499843E-5,6.283185,3.141593,6.283185,927.4169,0.2365664,-1.07699E10,1306.074,1.770761E8,1306.074,1.000004,0.2043473,6.001487E-6,0.01775007,0.00115693,0.009945625,5.299698E-4,0.1270867,0.001754998,0.007065361,0.08303959,0.001562259,2.337534E-4,4.598246E-4,0.002679627,1.418306E-4,0.03557478,0.002031673,8.762347E-4,0.04021795,5.298374E-4,0.001009626,6.156874E-4,0.03210176,0.01581168,0.004828844,0.04240621,0.0374039,0.08846818,0.04940154,0.1860997,8.701868,8.119479E-5,493601.9,493602.3
0.01397372,1.50644E-5,6.283185,3.141593,6.283185,927.4106,0.2365664,-1.067749E10,1305.935,1.770517E8,1305.935,1.000004,0.2043476,5.981607E-6,0.01778572,0.001153312,0.009960292,5.283436E-4,0.1272738,0.001759413,0.007072809,0.0831429,0.00156105,2.345218E-4,4.608383E-4,0.002681621,1.425126E-4,0.03560549,0.002035244,8.750373E-4,0.04027848,5.315999E-4,0.001011708,6.178389E-4,0.03212311,0.01582692,0.004832104,0.04242934,0.03740107,0.0883386,0.04929732,0.1858192,8.701,8.119533E-5,493552.6,493553.0
0.01453867,1.567358E-5,6.283185,3.141593,6.283185,927.3538,0.2365664,-1.025771E10,1304.681,1.768309E8,1304.681,1.000004,0.2043503,5.796357E-6,0.01810855,0.001121132,0.01009251,5.141618E-4,0.1289646,0.001799503,0.007139431,0.08407313,0.001550237,2.415303E-4,4.700542E-4,0.002699334,1.487888E-4,0.03588008,0.002067983,8.644436E-4,0.04082509,5.476286E-4,0.001030628,6.374806E-4,0.03231241,0.01596316,0.004861086,0.04263291,0.03737549,0.08717177,0.04836183,0.1832914,8.693175,8.120031E-5,493110.4,493111.3
0.01464854,1.579207E-5,6.283185,3.141593,6.283185,927.3425,0.2365664,-1.019044E10,1304.442,1.767889E8,1304.442,1.000004,0.2043508,5.756478E-6,0.01817006,0.001115125,0.01011758,5.114936E-4,0.1292861,0.00180716,0.00715196,0.08424944,0.001548135,2.42875E-4,4.71817E-4,0.002702644,1.500043E-4,0.03593183,0.002074423,8.623623E-4,0.04092888,5.506971E-4,0.001034243,6.412551E-4,0.03234763,0.01598868,0.004866499,0.04267044,0.03737064,0.0869511,0.04818551,0.1828128,8.691693,8.12013E-5,493027.4,493028.6
0.01473817,1.588872E-5,6.283185,3.141593,6.283185,927.3332,0.2365664,-1.008703E10,1304.249,1.76755E8,1304.249,1.000004,0.2043512,5.73068E-6,0.01821993,0.001110254,0.01013788,5.093228E-4,0.1295461,0.00181337,0.007162078,0.08439184,0.001546458,2.439673E-4,4.732481E-4,0.002705309,1.509943E-4,0.03597336,0.002079389,8.60689E-4,0.04101296,5.531875E-4,0.001037176,6.443213E-4,0.03237599,0.01600929,0.004870863,0.04270059,0.03736671,0.08677249,0.04804293,0.1824253,8.690494,8.120211E-5,492959.6,492960.9
0.01491406,1.607839E-5,6.283185,3.141593,6.283185,927.3154,0.2365664,-9.972855E9,1303.874,1.76689E8,1303.874,1.000004,0.2043519,5.677804E-6,0.01831703,0.0011009,0.01017732,5.051952E-4,0.1300525,0.001825473,0.007181676,0.08466891,0.001543212,2.461003E-4,4.760387E-4,0.002710458,1.529345E-4,0.03605415,0.002089458,8.574944E-4,0.04117643,5.58044E-4,0.001042894,6.503109E-4,0.03243072,0.01604921,0.004879291,0.0427586,0.03735904,0.08642551,0.04776631,0.1816723,8.688162,8.120367E-5,492828.5,492830.3
0.01513121,1.631256E-5,6.283185,3.141593,6.283185,927.293,0.2365664,-9.811276E9,1303.418,1.766086E8,1303.418,1.000004,0.2043528,5.608809E-6,0.01843551,0.001089515,0.01022532,5.001196E-4,0.1306692,0.001840257,0.00720541,0.08500548,0.001539207,2.487127E-4,4.794512E-4,0.002716665,1.553236E-4,0.03615189,0.002101736,8.535213E-4,0.04137549,5.639849E-4,0.001049882,6.576534E-4,0.03249657,0.01609742,0.004889458,0.04282801,0.03734972,0.08600397,0.04743091,0.1807569,8.685329,8.120563E-5,492669.4,492671.8
0.01522288,1.641143E-5,6.283185,3.141593,6.283185,927.2839,0.2365664,-9.745382E9,1303.227,1.76575E8,1303.227,1.000004,0.2043531,5.582478E-6,0.01848508,0.001084799,0.01024536,4.980443E-4,0.1309274,0.001846449,0.007215282,0.08514621,0.001537567,2.498094E-4,4.808818E-4,0.002719237,1.563304E-4,0.0361928,0.002107156,8.519154E-4,0.04145868,5.664748E-4,0.00105281,6.607365E-4,0.03252385,0.01611749,0.004893674,0.04285667,0.03734582,0.08582797,0.04729108,0.1803746,8.684144,8.120643E-5,492603.5,492606.4
0.01603603,1.728837E-5,6.283185,3.141593,6.283185,927.2013,0.2365664,-9.214127E9,1301.589,1.762867E8,1301.589,1.000004,0.2043555,5.359237E-6,0.01891344,0.001045303,0.01041746,4.806711E-4,0.133145,0.001900132,0.007299157,0.08634838,0.001523527,2.59374E-4,4.933063E-4,0.002740883,1.652123E-4,0.03653485,0.002149297,8.382987E-4,0.04217443,5.881035E-4,0.001078224,6.876526E-4,0.03275235,0.01628762,0.004929145,0.04309398,0.03731213,0.08431954,0.04609786,0.1770939,8.674001,8.121366E-5,492029.1,492032.5
0.02576878,2.779069E-5,6.283185,3.141593,6.283185,926.2713,0.2365664,-5.488704E9,1286.913,1.737036E8,1286.913,1.000004,0.2043467,3.666572E-6,0.02295424,7.474428E-4,0.01195777,3.463709E-4,0.1533293,0.002417107,0.007978622,0.09681785,0.001396135,3.567434E-4,6.155116E-4,0.002899737,2.649297E-4,0.03918064,0.002515409,7.192354E-4,0.04864865,8.007362E-4,0.001326421,9.642048E-4,0.0343164,0.01760977,0.005183735,0.0444945,0.03699924,0.07116376,0.03609093,0.1481972,8.584808,8.12952E-5,486968.9,486972.7
0.03427119,3.697337E-5,6.283185,3.141593,6.283185,925.5834,0.2365664,-4.016943E9,1278.37,1.722E8,1278.37,1.000004,0.2043127,2.918631E-6,0.02550931,6.113742E-4,0.01286218,2.83875E-4,0.1653992,0.002750177,0.00831734,0.1026502,0.001321712,4.245704E-4,6.969138E-4,0.002963923,3.430359E-4,0.04035926,0.002721545,6.529887E-4,0.05247245,9.415751E-4,0.00149142,0.001158703,0.03479888,0.01819904,0.005275002,0.04468625,0.03680475,0.0637931,0.03081748,0.1318136,8.534155,8.135562E-5,484099.9,484105.0
0.0345352,3.725861E-5,6.283185,3.141593,6.283185,925.5631,0.2365664,-3.973786E9,1278.142,1.721598E8,1278.142,1.000004,0.2043115,2.895179E-6,0.02557948,6.080028E-4,0.01288635,2.822412E-4,0.1657239,0.002759349,0.008325786,0.102803,0.001319584,4.264952E-4,6.991884E-4,0.002965356,3.453406E-4,0.04038778,0.002727925,6.509817E-4,0.05257448,9.455013E-4,0.001496035,0.001164247,0.03480709,0.0182126,0.005276811,0.0446848,0.03679948,0.06360088,0.03068333,0.1313847,8.53282,8.135741E-5,484027.2,484033.3
0.03460048,3.732914E-5,6.283185,3.141593,6.283185,925.5583,0.2365664,-3.970456E9,1278.086,1.7215E8,1278.086,1.000004,0.2043112,2.891448E-6,0.02559675,6.071554E-4,0.01289229,2.818283E-4,0.1658038,0.002761605,0.008327857,0.1028406,0.001319073,4.269693E-4,6.997486E-4,0.002965705,3.459092E-4,0.04039478,0.002729516,6.504965E-4,0.05259957,9.464677E-4,0.001497172,0.001165612,0.03480907,0.01821593,0.005277251,0.04468439,0.03679818,0.06355362,0.03065037,0.1312793,8.532491,8.135783E-5,484009.2,484015.6
0.03496112,3.77188E-5,6.283185,3.141593,6.283185,925.5309,0.2365664,-3.915624E9,1277.779,1.720959E8,1277.779,1.000004,0.2043096,2.863033E-6,0.02569168,6.025888E-4,0.01292491,2.796843E-4,0.1662421,0.002774003,0.008339189,0.1030462,0.00131627,4.295781E-4,7.028296E-4,0.002967605,3.490433E-4,0.04043268,0.002737929,6.478921E-4,0.05273723,9.517802E-4,0.001503426,0.001173127,0.03481966,0.01823404,0.005279629,0.04468179,0.03679104,0.06329443,0.03046983,0.1307009,8.530693,8.136024E-5,483910.5,483918.1
0.03499049,3.775053E-5,6.283185,3.141593,6.283185,925.5288,0.2365664,-3.895021E9,1277.754,1.720916E8,1277.754,1.000004,0.2043095,2.863319E-6,0.02569937,6.022043E-4,0.01292755,2.79497E-4,0.1662776,0.002775007,0.008340103,0.1030628,0.00131605,4.297896E-4,7.030795E-4,0.002967757,3.492978E-4,0.0404357,0.002738573,6.476774E-4,0.05274837,9.522106E-4,0.001503933,0.001173735,0.03482049,0.0182355,0.005279819,0.04468155,0.03679046,0.06327347,0.03045524,0.1306541,8.530547,8.136043E-5,483902.4,483910.1
0.03539056,3.81828E-5,6.283185,3.141593,6.283185,925.4992,0.2365664,-3.850449E9,1277.419,1.720326E8,1277.419,1.000004,0.2043076,2.843525E-6,0.02580358,5.972979E-4,0.01296325,2.773091E-4,0.1667571,0.002788626,0.008352427,0.1032868,0.001313158,4.326623E-4,7.064669E-4,0.002969793,3.527595E-4,0.04047579,0.002746905,6.45099E-4,0.0528991,9.580432E-4,0.001510816,0.001182003,0.0348315,0.01825521,0.005282341,0.04467796,0.03678258,0.06298963,0.03025794,0.1300206,8.528581,8.136302E-5,483792.3,483800.5
0.03549832,3.829923E-5,6.283185,3.141593,6.283185,925.4914,0.2365664,-3.840321E9,1277.329,1.720168E8,1277.329,1.000004,0.2043071,2.834517E-6,0.02583148,5.960153E-4,0.0129728,2.767372E-4,0.1668857,0.002792276,0.00835571,0.1033468,0.001312385,4.334331E-4,7.073744E-4,0.002970332,3.536897E-4,0.04048669,0.002749408,6.444454E-4,0.05293937,9.596057E-4,0.001512662,0.001184222,0.03483435,0.01826044,0.005283002,0.04467688,0.03678048,0.06291381,0.0302053,0.1298514,8.528054,8.136371E-5,483763.4,483772.0
0.03553255,3.833622E-5,6.283185,3.141593,6.283185,925.489,0.2365664,-3.861396E9,1277.3,1.720118E8,1277.3,1.000004,0.2043069,2.830971E-6,0.02584033,5.955927E-4,0.01297582,2.765338E-4,0.1669265,0.002793433,0.008356751,0.1033659,0.001312127,4.336776E-4,7.076622E-4,0.002970503,3.539849E-4,0.04049019,0.002750252,6.442151E-4,0.05295214,9.601017E-4,0.001513247,0.001184926,0.03483525,0.01826209,0.005283211,0.04467652,0.03677981,0.06288981,0.03018864,0.1297978,8.527887,8.136392E-5,483754.3,483763.1
0.0356193,3.842995E-5,6.283185,3.141593,6.283185,925.4825,0.2365664,-3.818855E9,1277.229,1.719992E8,1277.229,1.000004,0.2043065,2.826482E-6,0.02586271,5.945242E-4,0.01298348,2.760333E-4,0.1670291,0.002796361,0.008359379,0.1034136,0.001311496,4.342962E-4,7.083907E-4,0.002970932,3.547321E-4,0.04049854,0.002751894,6.43645E-4,0.05298445,9.61356E-4,0.001514728,0.001186707,0.0348375,0.01826626,0.005283737,0.04467559,0.03677812,0.0628291,0.03014652,0.1296623,8.527468,8.136449E-5,483730.4,483739.1
0.03761922,4.059107E-5,6.283185,3.141593,6.283185,925.3398,0.2365664,-3.604659E9,1275.626,1.71717E8,1275.626,1.000004,0.2042968,2.707376E-6,0.02636615,5.723036E-4,0.01315475,2.658826E-4,0.1693322,0.002862338,0.008417348,0.1044799,0.001297685,4.483259E-4,7.248284E-4,0.002980164,3.717823E-4,0.04068155,0.00279075,6.319602E-4,0.05370681,9.896426E-4,0.001548214,0.001227068,0.03488136,0.01835699,0.005294548,0.04464604,0.03674008,0.06147525,0.02921187,0.1266385,8.518078,8.137704E-5,483202.4,483213.2
0.03872558,4.178675E-5,6.283185,3.141593,6.283185,925.2622,0.2365664,-3.493694E9,1274.777,1.715676E8,1274.777,1.000004,0.2042914,2.647518E-6,0.02663498,5.607204E-4,0.01324552,2.604157E-4,0.1705545,0.002897559,0.008447447,0.1050418,0.001290106,4.558836E-4,7.33642E-4,0.002984773,3.810561E-4,0.04077565,0.002812551,6.25323E-4,0.05408918,0.001004802,0.001566186,0.001248832,0.03489955,0.01840262,0.005299585,0.04462344,0.03671984,0.06076347,0.02872403,0.1250473,8.513124,8.138387E-5,482927.9,482941.0
0.03878271,4.18485E-5,6.283185,3.141593,6.283185,925.2582,0.2365664,-3.462354E9,1274.734,1.7156E8,1274.734,1.000004,0.2042911,2.642752E-6,0.02664868,5.601291E-4,0.01325014,2.60144E-4,0.1706166,0.002899354,0.008448964,0.1050702,0.001289724,4.5627E-4,7.340918E-4,0.002985001,3.81532E-4,0.04078033,0.002813646,6.250021E-4,0.05410859,0.001005576,0.001567105,0.001249945,0.03490038,0.0184049,0.005299827,0.04462216,0.03671881,0.06072738,0.02869936,0.1249666,8.512873,8.138422E-5,482913.9,482927.1
0.03939074,4.250565E-5,6.283185,3.141593,6.283185,925.2166,0.2365664,-3.414287E9,1274.28,1.714802E8,1274.28,1.000004,0.2042881,2.612798E-6,0.02679341,5.539899E-4,0.01329876,2.573652E-4,0.1712716,0.002918323,0.008464886,0.1053692,0.001285797,4.603609E-4,7.388482E-4,0.002987368,3.865796E-4,0.04082876,0.002824716,6.216719E-4,0.05431335,0.001013748,0.001576819,0.001261723,0.03490854,0.01842873,0.005302307,0.04460795,0.0367079,0.06034707,0.0284398,0.1241162,8.510227,8.138788E-5,482765.7,482779.7
0.03983977,4.299099E-5,6.283185,3.141593,6.283185,925.186,0.2365664,-3.400974E9,1273.949,1.71422E8,1273.949,1.000004,0.2042859,2.585717E-6,0.02689908,5.495958E-4,0.0133342,2.553103E-4,0.1717498,0.002932177,0.008476411,0.1055874,0.001282849,4.633567E-4,7.423257E-4,0.002989063,3.902864E-4,0.04086438,0.002833635,6.191397E-4,0.05446244,0.001019724,0.001583925,0.001270353,0.03491386,0.01844575,0.005304027,0.04459673,0.03669996,0.06007088,0.02825173,0.1234984,8.508299,8.139057E-5,482660.0,482675.5
0.03994105,4.310045E-5,6.283185,3.141593,6.283185,925.1791,0.2365664,-3.382214E9,1273.875,1.71409E8,1273.875,1.000004,0.2042854,2.578473E-6,0.02692278,5.485779E-4,0.01334213,2.548144E-4,0.1718568,0.002935282,0.008478984,0.1056361,0.001282172,4.640291E-4,7.431059E-4,0.002989438,3.911197E-4,0.04087232,0.002835649,6.185445E-4,0.05449581,0.001021065,0.001585519,0.001272291,0.03491497,0.01844952,0.005304403,0.04459411,0.03669818,0.06000916,0.02820976,0.1233603,8.507868,8.139117E-5,482636.3,482652.1
0.04000484,4.31694E-5,6.283185,3.141593,6.283185,925.1748,0.2365664,-3.34904E9,1273.829,1.714008E8,1273.829,1.000004,0.204285,2.576759E-6,0.02693767,5.479204E-4,0.01334712,2.544948E-4,0.171924,0.002937234,0.008480597,0.1056666,0.001281765,4.64452E-4,7.435965E-4,0.002989671,3.916441E-4,0.04087719,0.00283681,6.181832E-4,0.05451679,0.001021908,0.001586521,0.001273509,0.03491566,0.01845189,0.005304637,0.04459245,0.03669706,0.05997035,0.02818337,0.1232735,8.507598,8.139155E-5,482621.2,482637.1
0.04151421,4.480094E-5,6.283185,3.141593,6.283185,925.0748,0.2365664,-3.222603E9,1272.754,1.712116E8,1272.754,1.000004,0.2042774,2.50539E-6,0.02728422,5.339881E-4,0.01346267,2.481558E-4,0.1734822,0.002982704,0.008517612,0.1063717,0.00127248,4.743452E-4,7.550326E-4,0.002994918,4.039576E-4,0.04098654,0.002863067,6.105003E-4,0.05500265,0.001041541,0.001609939,0.001301992,0.03492849,0.01850563,0.005309607,0.04454986,0.03667095,0.05907275,0.0275753,0.1212649,8.50134,8.140035E-5,482271.5,482289.6
0.04214705,4.548505E-5,6.283185,3.141593,6.283185,925.0334,0.2365664,-3.193725E9,1272.315,1.711343E8,1272.315,1.000004,0.2042741,2.472115E-6,0.02742639,5.283419E-4,0.01350986,2.454757E-4,0.1741205,0.003001355,0.008532537,0.1066597,0.001268523,4.784257E-4,7.597349E-4,0.002996976,4.090627E-4,0.04103156,0.002875464,6.070985E-4,0.05520089,0.001049615,0.001619575,0.001313749,0.03493212,0.01852673,0.005311413,0.04453025,0.03666029,0.05870829,0.02732952,0.1204489,8.498785,8.1404E-5,482133.4,482154.1
0.0421745,4.551472E-5,6.283185,3.141593,6.283185,925.0313,0.2365664,-3.175336E9,1272.296,1.711309E8,1272.296,1.000004,0.204274,2.465418E-6,0.02743252,5.280918E-4,0.01351189,2.453434E-4,0.1741479,0.003002157,0.008533179,0.1066721,0.001268319,4.786016E-4,7.599376E-4,0.002997064,4.092833E-4,0.04103344,0.002875946,6.069203E-4,0.05520942,0.001049965,0.001619991,0.001314259,0.03493226,0.01852761,0.005311489,0.04452938,0.03665984,0.05869271,0.02731902,0.120414,8.498677,8.140418E-5,482127.4,482148.1
0.04222199,4.556606E-5,6.283185,3.141593,6.283185,925.0279,0.2365664,-3.154356E9,1272.263,1.711252E8,1272.263,1.000004,0.2042738,2.460548E-6,0.02744311,5.276284E-4,0.01351541,2.450859E-4,0.1741949,0.003003544,0.008534287,0.1066931,0.001267979,4.789055E-4,7.602881E-4,0.002997217,4.096644E-4,0.0410365,0.00287659,6.065889E-4,0.05522417,0.001050568,0.001620707,0.001315138,0.03493249,0.01852913,0.005311621,0.04452786,0.03665906,0.05866577,0.02730088,0.1203537,8.49849,8.140448E-5,482116.5,482137.2
0.0442628,4.777244E-5,6.283185,3.141593,6.283185,924.9004,0.2365664,-2.977636E9,1270.908,1.708867E8,1270.908,1.000004,0.2042631,2.385796E-6,0.02788827,5.108066E-4,0.01366219,2.374164E-4,0.1761749,0.00306208,0.008579835,0.1075752,0.001256474,4.918014E-4,7.750575E-4,0.003003175,4.258978E-4,0.04116193,0.002907058,5.974479E-4,0.05584016,0.001075904,0.001651083,0.001352241,0.03493687,0.0185923,0.00531621,0.04445776,0.03662546,0.057536,0.02654377,0.1178235,8.490608,8.14157E-5,481669.3,481690.8
0.05296477,5.718358E-5,6.283185,3.141593,6.283185,924.4012,0.2365664,-2.428213E9,1265.814,1.699901E8,1265.814,1.000004,0.2042164,2.069142E-6,0.02961369,4.506642E-4,0.01421971,2.092949E-4,0.1837034,0.003289286,0.008742803,0.1108398,0.001212254,5.429861E-4,8.327877E-4,0.003021088,4.916913E-4,0.04156206,0.003019728,5.607647E-4,0.05816934,0.001174984,0.001770643,0.001499693,0.03486937,0.01879367,0.005321513,0.04407957,0.03649578,0.05333242,0.02378353,0.108397,8.46114,8.145966E-5,480001.4,480025.4
