Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H71-3_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
12.6,0.01440796,6.283185,3.141593,6.283185,829.3124,0.2365666,1713394.0,1078.068,1.369455E8,1078.068,1.000011,0.1983811,7.82602E-9,0.09622,2.006733E-6,0.03105361,2.64065E-6,0.358923,0.01129185,0.008408652,0.1146073,7.334947E-5,0.003048187,0.00205097,0.001401536,0.002966658,0.009291056,0.002150471,3.451299E-5,0.08279611,0.004853557,0.01001504,0.01086938,0.003967607,0.005121478,4.14483E-4,0.003159231,0.0331646,5.287653E-4,2.667077E-5,2.839235E-4,8.032386,9.079982E-5,455775.5,455809.8
12.8,0.01464934,6.283185,3.141593,6.283185,827.8487,0.2365666,1667311.0,1076.172,1.366118E8,1076.172,1.000011,0.1983705,7.464994E-9,0.09628446,1.925713E-6,0.03109694,2.576387E-6,0.3589865,0.01129243,0.008410614,0.1145321,7.124183E-5,0.003048478,0.002047555,0.001399957,0.002969787,0.009257503,0.002151274,3.406753E-5,0.08275486,0.004853761,0.01002943,0.01088558,0.003961102,0.005103496,4.119737E-4,0.003144834,0.03316701,5.259893E-4,2.646629E-5,2.815313E-4,8.032437,9.096037E-5,455778.3,455812.6
13.0,0.01489114,6.283185,3.141593,6.283185,826.3862,0.2365666,1622093.0,1074.278,1.362784E8,1074.278,1.000011,0.1983604,7.12018E-9,0.09634584,1.848006E-6,0.03113904,2.513603E-6,0.3590456,0.01129276,0.008412644,0.1144605,6.919623E-5,0.00304871,0.002044242,0.001398469,0.002972849,0.009225668,0.002152198,3.362703E-5,0.082715,0.004853894,0.01004319,0.01090118,0.003955125,0.005086291,4.095949E-4,0.003131236,0.03316947,5.23384E-4,2.627498E-5,2.792856E-4,8.032489,9.112134E-5,455781.2,455815.4
13.2,0.01513337,6.283185,3.141593,6.283185,824.925,0.2365666,1577641.0,1072.386,1.359454E8,1072.386,1.000011,0.1983506,6.790748E-9,0.0964043,1.773446E-6,0.03117996,2.452253E-6,0.3591008,0.01129288,0.008414735,0.1143924,6.721046E-5,0.003048887,0.00204103,0.001397067,0.002975845,0.009195452,0.002153232,3.31912E-5,0.08267647,0.004853963,0.01005634,0.01091621,0.003949631,0.00506982,4.073385E-4,0.003118385,0.03317196,5.209364E-4,2.609577E-5,2.771752E-4,8.032542,9.128274E-5,455784.2,455818.4
13.4,0.01537603,6.283185,3.141593,6.283185,823.4652,0.2365666,1534205.0,1070.496,1.356127E8,1070.496,1.000011,0.1983413,6.476246E-9,0.09645997,1.701941E-6,0.03121971,2.3923E-6,0.3591521,0.0112928,0.008416879,0.1143276,6.528294E-5,0.003049014,0.002037917,0.001395747,0.002978778,0.009166783,0.00215437,3.27598E-5,0.08263923,0.004853974,0.01006892,0.01093069,0.003944591,0.005054055,4.051986E-4,0.003106245,0.03317448,5.186382E-4,2.592796E-5,2.751926E-4,8.032596,9.144456E-5,455787.3,455821.4
13.6,0.01561912,6.283185,3.141593,6.283185,822.0068,0.2365666,1491744.0,1068.607,1.352803E8,1068.607,1.000011,0.1983323,6.175972E-9,0.09651299,1.633351E-6,0.03125831,2.333701E-6,0.3591999,0.01129253,0.00841907,0.1142659,6.341165E-5,0.003049095,0.002034902,0.001394502,0.002981647,0.009139571,0.0021556,3.233254E-5,0.08260323,0.004853934,0.01008095,0.01094464,0.003939967,0.005038959,4.031679E-4,0.003094768,0.03317702,5.16478E-4,2.577063E-5,2.733279E-4,8.032651,9.16068E-5,455790.4,455824.4
13.8,0.01586265,6.283185,3.141593,6.283185,820.5499,0.2365666,1450089.0,1066.721,1.349482E8,1066.721,1.000011,0.1983237,5.889129E-9,0.09656353,1.567516E-6,0.03129581,2.276412E-6,0.3592444,0.0112921,0.008421296,0.1142072,6.159445E-5,0.003049137,0.002031982,0.001393329,0.002984456,0.009113719,0.002156911,3.190915E-5,0.0825684,0.004853849,0.01009245,0.01095809,0.003935716,0.005024493,4.012382E-4,0.003083903,0.03317958,5.144434E-4,2.562274E-5,2.715701E-4,8.032707,9.176946E-5,455793.5,455827.5
14.0,0.0161066,6.283185,3.141593,6.283185,819.0944,0.2365666,1409406.0,1064.836,1.346165E8,1064.836,1.000012,0.1983154,5.615294E-9,0.09661164,1.504359E-6,0.03133222,2.220414E-6,0.3592857,0.0112915,0.008423558,0.1141513,5.983015E-5,0.00304914,0.002029154,0.001392224,0.002987203,0.009089195,0.0021583,3.14896E-5,0.08253474,0.004853721,0.01010345,0.01097105,0.003931831,0.005010644,3.994078E-4,0.003073638,0.03318215,5.125326E-4,2.54842E-5,2.699181E-4,8.032762,9.193252E-5,455796.6,455830.6
14.2,0.01635099,6.283185,3.141593,6.283185,817.6405,0.2365666,1369642.0,1062.953,1.342852E8,1062.953,1.000012,0.1983075,5.353847E-9,0.09665745,1.443759E-6,0.03136757,2.165671E-6,0.3593241,0.01129076,0.008425848,0.1140982,5.8117E-5,0.003049107,0.002026418,0.001391184,0.002989892,0.009065929,0.002159759,3.107372E-5,0.08250218,0.004853554,0.01011396,0.01098354,0.003928284,0.00499738,3.976709E-4,0.003063936,0.03318474,5.107372E-4,2.535434E-5,2.683646E-4,8.032819,9.2096E-5,455799.8,455833.8
14.4,0.01659582,6.283185,3.141593,6.283185,816.1882,0.2365666,1330648.0,1061.073,1.339542E8,1061.073,1.000012,0.1982999,5.104096E-9,0.0967011,1.385578E-6,0.03140188,2.112145E-6,0.3593597,0.01128989,0.008428158,0.1140477,5.645305E-5,0.003049043,0.002023772,0.001390204,0.002992522,0.009043834,0.002161277,3.066124E-5,0.08247068,0.004853356,0.01012401,0.01099558,0.003925038,0.004984669,3.960205E-4,0.003054753,0.03318732,5.090466E-4,2.523229E-5,2.669002E-4,8.032875,9.225987E-5,455802.9,455836.9
14.6,0.01684107,6.283185,3.141593,6.283185,814.7374,0.2365666,1292632.0,1059.194,1.336236E8,1059.194,1.000012,0.1982925,4.865736E-9,0.09674266,1.329761E-6,0.03143518,2.059822E-6,0.3593927,0.01128889,0.008430487,0.1139996,5.483731E-5,0.00304895,0.002021212,0.001389282,0.002995095,0.009022871,0.002162851,3.025217E-5,0.08244022,0.004853127,0.01013361,0.01100719,0.00392208,0.004972491,3.944537E-4,0.003046072,0.03318992,5.074572E-4,2.511779E-5,2.655223E-4,8.032931,9.242415E-5,455806.1,455840.0
14.8,0.01708677,6.283185,3.141593,6.283185,813.2884,0.2365666,1255557.0,1057.318,1.332933E8,1057.318,1.000012,0.1982855,4.638241E-9,0.09678224,1.276205E-6,0.0314675,2.008676E-6,0.3594232,0.01128778,0.008432827,0.1139539,5.326827E-5,0.003048831,0.002018737,0.001388413,0.002997611,0.009002977,0.002164473,2.984635E-5,0.08241075,0.004852872,0.01014279,0.01101838,0.003919388,0.004960823,3.929657E-4,0.003037861,0.03319251,5.059619E-4,2.501029E-5,2.642246E-4,8.032987,9.258882E-5,455809.3,455843.2
15.0,0.01733291,6.283185,3.141593,6.283185,811.841,0.2365666,1219297.0,1055.444,1.329635E8,1055.444,1.000012,0.1982788,4.421017E-9,0.09681996,1.224796E-6,0.03149885,1.958673E-6,0.3594515,0.01128657,0.008435174,0.1139104,5.174423E-5,0.00304869,0.002016345,0.001387595,0.003000073,0.008984082,0.002166135,2.944361E-5,0.08238223,0.004852595,0.01015156,0.01102918,0.003916932,0.004949634,3.915509E-4,0.003030085,0.03319509,5.045527E-4,2.490914E-5,2.630003E-4,8.033043,9.275389E-5,455812.4,455846.3
15.2,0.01757948,6.283185,3.141593,6.283185,810.3954,0.2365666,1183982.0,1053.572,1.32634E8,1053.572,1.000012,0.1982723,4.21375E-9,0.09685588,1.175475E-6,0.03152926,1.909805E-6,0.3594776,0.01128527,0.008437526,0.1138691,5.026425E-5,0.003048526,0.002014034,0.001386825,0.003002481,0.008966158,0.002167834,2.904397E-5,0.08235463,0.004852298,0.01015995,0.01103959,0.003914705,0.004938911,3.902073E-4,0.003022732,0.03319767,5.032273E-4,2.481418E-5,2.618475E-4,8.033099,9.291935E-5,455815.6,455849.4
15.4,0.01782649,6.283185,3.141593,6.283185,808.9516,0.2365666,1149564.0,1051.702,1.323049E8,1051.702,1.000012,0.1982661,4.01597E-9,0.09689008,1.128153E-6,0.03155876,1.862047E-6,0.3595016,0.01128387,0.008439879,0.1138298,4.882696E-5,0.003048344,0.002011802,0.0013861,0.003004835,0.008949149,0.002169564,2.86473E-5,0.08232793,0.004851983,0.01016796,0.01104963,0.003912688,0.004928633,3.889309E-4,0.003015775,0.03320024,5.019799E-4,2.472497E-5,2.607613E-4,8.033155,9.30852E-5,455818.7,455852.5
15.6,0.01807395,6.283185,3.141593,6.283185,807.5095,0.2365666,1115943.0,1049.835,1.319762E8,1049.835,1.000012,0.1982601,3.827171E-9,0.09692267,1.082731E-6,0.03158736,1.815375E-6,0.3595238,0.01128241,0.008442226,0.1137924,4.743091E-5,0.003048145,0.002009646,0.001385418,0.003007137,0.008932998,0.002171318,2.82535E-5,0.08230208,0.004851655,0.01017561,0.01105932,0.003910858,0.004918775,3.87717E-4,0.003009186,0.03320279,5.00804E-4,2.464099E-5,2.597361E-4,8.03321,9.325143E-5,455821.8,455855.6
15.8,0.01832184,6.283185,3.141593,6.283185,806.0693,0.2365666,1083202.0,1047.97,1.316479E8,1047.97,1.000013,0.1982544,3.647049E-9,0.0969537,1.039147E-6,0.0316151,1.769763E-6,0.3595443,0.01128087,0.008444568,0.1137569,4.607505E-5,0.003047931,0.002007565,0.001384776,0.003009387,0.008917677,0.002173094,2.786254E-5,0.08227706,0.004851313,0.01018293,0.01106866,0.003909209,0.004909324,3.865638E-4,0.003002954,0.03320533,4.996975E-4,2.45621E-5,2.587703E-4,8.033264,9.341804E-5,455824.9,455858.7
16.0,0.01857018,6.283185,3.141593,6.283185,804.631,0.2365666,1051281.0,1046.107,1.313201E8,1046.107,1.000013,0.1982489,3.475176E-9,0.09698325,9.973182E-7,0.03164198,1.725187E-6,0.359563,0.01127927,0.008446901,0.1137231,4.47581E-5,0.003047703,0.002005556,0.001384172,0.003011587,0.008903141,0.002174886,2.747433E-5,0.08225284,0.004850961,0.01018991,0.01107768,0.003907725,0.004900262,3.854678E-4,0.002997056,0.03320785,4.986555E-4,2.448793E-5,2.578597E-4,8.033318,9.358503E-5,455827.9,455861.7
16.2,0.01881896,6.283185,3.141593,6.283185,803.1946,0.2365666,1020085.0,1044.246,1.309926E8,1044.246,1.000013,0.1982436,3.311107E-9,0.09701141,9.571583E-7,0.03166804,1.681624E-6,0.3595803,0.01127761,0.008449221,0.113691,4.347873E-5,0.003047463,0.002003617,0.001383603,0.003013738,0.00888934,0.00217669,2.708879E-5,0.08222939,0.004850601,0.01019659,0.01108638,0.003906388,0.004891567,3.844252E-4,0.002991469,0.03321035,4.976729E-4,2.441808E-5,2.57E-4,8.033372,9.37524E-5,455831.0,455864.7
16.4,0.01906819,6.283185,3.141593,6.283185,801.7601,0.2365666,989716.0,1042.388,1.306656E8,1042.388,1.000013,0.1982385,3.154602E-9,0.09703823,9.186189E-7,0.03169329,1.639048E-6,0.359596,0.0112759,0.008451525,0.1136605,4.223599E-5,0.003047214,0.002001746,0.001383068,0.00301584,0.008876243,0.002178501,2.670588E-5,0.08220668,0.004850235,0.01020297,0.01109477,0.003905189,0.004883226,3.83434E-4,0.002986179,0.03321284,4.96747E-4,2.435235E-5,2.561889E-4,8.033425,9.392014E-5,455833.9,455867.7
16.6,0.01931787,6.283185,3.141593,6.283185,800.3275,0.2365666,960178.6,1040.533,1.30339E8,1040.533,1.000013,0.1982336,3.005342E-9,0.09706378,8.816369E-7,0.03171776,1.597435E-6,0.3596105,0.01127415,0.008453813,0.1136315,4.10288E-5,0.003046955,0.001999942,0.001382565,0.003017894,0.008863814,0.002180317,2.632552E-5,0.08218469,0.004849864,0.01020907,0.01110287,0.003904118,0.004875223,3.824913E-4,0.00298117,0.03321529,4.958743E-4,2.429047E-5,2.554235E-4,8.033477,9.408825E-5,455836.9,455870.6
16.8,0.01956799,6.283185,3.141593,6.283185,798.897,0.2365666,931458.1,1038.68,1.300128E8,1038.68,1.000013,0.198229,2.863005E-9,0.09708813,8.461488E-7,0.03174147,1.556759E-6,0.3596237,0.01127236,0.00845608,0.1136039,3.985604E-5,0.003046689,0.001998202,0.001382091,0.003019901,0.008852017,0.002182133,2.594765E-5,0.08216339,0.004849489,0.01021489,0.01111069,0.003903161,0.004867543,3.815944E-4,0.002976424,0.03321772,4.950511E-4,2.423218E-5,2.547007E-4,8.033528,9.425672E-5,455839.8,455873.5
17.0,0.01981856,6.283185,3.141593,6.283185,797.4685,0.2365666,903497.8,1036.829,1.296871E8,1036.829,1.000013,0.1982245,2.727244E-9,0.09711132,8.120916E-7,0.03176444,1.51701E-6,0.3596357,0.01127053,0.008458327,0.1135777,3.871677E-5,0.003046416,0.001996525,0.001381645,0.003021862,0.008840822,0.002183947,2.557225E-5,0.08214276,0.004849113,0.01022045,0.01111824,0.003902312,0.004860173,3.807414E-4,0.00297193,0.03322013,4.94275E-4,2.417729E-5,2.540185E-4,8.033579,9.442557E-5,455842.6,455876.3
17.2,0.02006958,6.283185,3.141593,6.283185,796.042,0.2365666,876285.0,1034.981,1.293618E8,1034.981,1.000013,0.1982201,2.597767E-9,0.09713341,7.794099E-7,0.03178668,1.478172E-6,0.3596466,0.01126868,0.008460551,0.1135528,3.761001E-5,0.003046138,0.001994907,0.001381225,0.003023778,0.008830202,0.002185755,2.519928E-5,0.08212279,0.004848734,0.01022576,0.01112553,0.003901563,0.004853101,3.799301E-4,0.002967674,0.03322251,4.935433E-4,2.412561E-5,2.533745E-4,8.033629,9.459477E-5,455845.4,455879.1
17.4,0.02032104,6.283185,3.141593,6.283185,794.6176,0.2365666,849814.7,1033.135,1.29037E8,1033.135,1.000013,0.198216,2.474302E-9,0.09715444,7.48052E-7,0.03180821,1.440227E-6,0.3596564,0.01126679,0.00846275,0.1135291,3.653486E-5,0.003045854,0.001993349,0.001380831,0.003025649,0.00882013,0.002187556,2.482871E-5,0.08210344,0.004848356,0.01023083,0.01113256,0.003900905,0.004846314,3.791587E-4,0.002963645,0.03322485,4.928538E-4,2.407697E-5,2.52767E-4,8.033678,9.476434E-5,455848.2,455881.9
17.6,0.02057296,6.283185,3.141593,6.283185,793.1953,0.2365666,824031.3,1031.292,1.287126E8,1031.292,1.000014,0.198212,2.356544E-9,0.09717448,7.179552E-7,0.03182906,1.403163E-6,0.3596654,0.01126489,0.008464924,0.1135067,3.54904E-5,0.003045568,0.001991846,0.001380461,0.003027477,0.008810574,0.002189346,2.446054E-5,0.08208469,0.004847979,0.01023568,0.01113935,0.00390033,0.004839799,3.784248E-4,0.002959828,0.03322717,4.922034E-4,2.403113E-5,2.521933E-4,8.033726,9.493426E-5,455850.9,455884.6
17.8,0.02082533,6.283185,3.141593,6.283185,791.7751,0.2365666,798902.2,1029.452,1.283887E8,1029.452,1.000014,0.1982082,2.244219E-9,0.09719357,6.890666E-7,0.03184925,1.366972E-6,0.3596734,0.01126297,0.00846707,0.1134853,3.447581E-5,0.003045278,0.001990399,0.001380112,0.003029262,0.008801508,0.002191123,2.409478E-5,0.08206653,0.004847603,0.0102403,0.0111459,0.003899831,0.004833545,3.777266E-4,0.002956213,0.03322946,4.915899E-4,2.398795E-5,2.516516E-4,8.033773,9.510455E-5,455853.6,455887.2
18.0,0.02107816,6.283185,3.141593,6.283185,790.3571,0.2365666,774395.1,1027.614,1.280653E8,1027.614,1.000014,0.1982045,2.137066E-9,0.09721175,6.613357E-7,0.03186879,1.331643E-6,0.3596806,0.01126103,0.008469188,0.113465,3.349027E-5,0.003044986,0.001989005,0.001379785,0.003031005,0.00879291,0.002192885,2.373142E-5,0.08204894,0.004847229,0.01024472,0.01115223,0.003899402,0.004827541,3.770625E-4,0.002952789,0.03323171,4.910113E-4,2.394727E-5,2.511402E-4,8.03382,9.527518E-5,455856.2,455889.9
18.2,0.02133143,6.283185,3.141593,6.283185,788.9412,0.2365666,750548.0,1025.779,1.277423E8,1025.779,1.000014,0.198201,2.0349E-9,0.09722907,6.347163E-7,0.03188769,1.297144E-6,0.359687,0.01125908,0.008471277,0.1134458,3.25329E-5,0.003044693,0.001987662,0.001379477,0.003032707,0.008784757,0.00219463,2.337052E-5,0.08203189,0.004846859,0.01024894,0.01115834,0.003899037,0.004821777,3.764308E-4,0.002949546,0.03323394,4.904657E-4,2.390896E-5,2.506575E-4,8.033865,9.544617E-5,455858.8,455892.4
18.4,0.02158517,6.283185,3.141593,6.283185,787.5275,0.2365666,727356.5,1023.947,1.274198E8,1023.947,1.000014,0.1981976,1.937505E-9,0.09724555,6.091616E-7,0.03190599,1.263457E-6,0.3596927,0.01125712,0.008473336,0.1134275,3.160291E-5,0.003044399,0.001986369,0.001379188,0.003034369,0.008777028,0.002196357,2.301212E-5,0.08201538,0.004846492,0.01025296,0.01116423,0.00389873,0.004816244,3.7583E-4,0.002946476,0.03323612,4.899513E-4,2.387287E-5,2.502019E-4,8.03391,9.561751E-5,455861.3,455894.9
18.6,0.02183935,6.283185,3.141593,6.283185,786.116,0.2365666,704820.6,1022.118,1.270978E8,1022.118,1.000014,0.1981944,1.844681E-9,0.09726125,5.846268E-7,0.03192368,1.230566E-6,0.3596977,0.01125516,0.008475364,0.1134101,3.069957E-5,0.003044104,0.001985123,0.001378916,0.003035991,0.008769703,0.002198063,2.265626E-5,0.08199938,0.004846129,0.0102568,0.01116993,0.003898478,0.004810933,3.752588E-4,0.002943569,0.03323828,4.894665E-4,2.38389E-5,2.497721E-4,8.033954,9.578919E-5,455863.8,455897.4
18.8,0.022094,6.283185,3.141593,6.283185,784.7067,0.2365666,682915.7,1020.291,1.267763E8,1020.291,1.000014,0.1981913,1.756207E-9,0.0972762,5.61082E-7,0.0319408,1.198451E-6,0.3597021,0.01125319,0.008477361,0.1133936,2.982196E-5,0.00304381,0.001983924,0.001378661,0.003037574,0.008762757,0.002199748,2.230289E-5,0.08198388,0.004845771,0.01026047,0.01117542,0.003898274,0.004805832,3.747153E-4,0.002940816,0.0332404,4.890091E-4,2.380688E-5,2.493662E-4,8.033997,9.596123E-5,455866.2,455899.8
19.0,0.0223491,6.283185,3.141593,6.283185,783.2996,0.2365666,661647.6,1018.467,1.264552E8,1018.467,1.000014,0.1981883,1.671905E-9,0.09729044,5.384922E-7,0.03195736,1.167091E-6,0.3597059,0.01125123,0.008479326,0.113378,2.896932E-5,0.003043517,0.00198277,0.001378422,0.00303912,0.008756173,0.002201409,2.195204E-5,0.08196886,0.004845418,0.01026397,0.01118073,0.003898114,0.004800933,3.741982E-4,0.002938208,0.03324248,4.885775E-4,2.37767E-5,2.489829E-4,8.034039,9.61336E-5,455868.6,455902.2
19.2,0.02260466,6.283185,3.141593,6.283185,781.8948,0.2365666,641026.2,1016.645,1.261347E8,1016.645,1.000014,0.1981854,1.591607E-9,0.09730401,5.16826E-7,0.03197337,1.136464E-6,0.3597092,0.01124926,0.008481257,0.1133631,2.814086E-5,0.003043224,0.001981659,0.001378197,0.003040628,0.00874993,0.002203045,2.160374E-5,0.0819543,0.004845071,0.0102673,0.01118586,0.003897992,0.004796228,3.737063E-4,0.002935737,0.03324453,4.881701E-4,2.374824E-5,2.486209E-4,8.03408,9.630632E-5,455871.0,455904.5
19.4,0.02286068,6.283185,3.141593,6.283185,780.4923,0.2365666,621060.5,1014.827,1.258146E8,1014.827,1.000014,0.1981827,1.515155E-9,0.09731693,4.960561E-7,0.03198885,1.106548E-6,0.359712,0.0112473,0.008483156,0.113349,2.733581E-5,0.003042934,0.00198059,0.001377986,0.003042099,0.008744011,0.002204656,2.125799E-5,0.08194019,0.004844729,0.01027049,0.01119081,0.003897906,0.004791708,3.732381E-4,0.002933396,0.03324654,4.877855E-4,2.37214E-5,2.482789E-4,8.034121,9.647938E-5,455873.2,455906.8
19.6,0.02311716,6.283185,3.141593,6.283185,779.0921,0.2365666,601763.8,1013.012,1.254951E8,1013.012,1.000015,0.19818,1.442402E-9,0.09732924,4.761592E-7,0.03200382,1.077319E-6,0.3597144,0.01124534,0.008485021,0.1133355,2.65534E-5,0.003042646,0.001979561,0.001377787,0.003043535,0.008738398,0.002206239,2.091483E-5,0.08192652,0.004844394,0.01027354,0.01119559,0.00389785,0.004787365,3.727925E-4,0.002931176,0.03324852,4.874223E-4,2.369607E-5,2.479556E-4,8.03416,9.665277E-5,455875.5,455909.0
19.8,0.0233741,6.283185,3.141593,6.283185,777.6942,0.2365666,583158.8,1011.199,1.25176E8,1011.199,1.000015,0.1981775,1.373213E-9,0.09734098,4.571148E-7,0.03201829,1.048754E-6,0.3597164,0.01124339,0.008486852,0.1133228,2.579288E-5,0.00304236,0.001978571,0.001377601,0.003044936,0.008733076,0.002207794,2.057425E-5,0.08191327,0.004844065,0.01027644,0.01120021,0.003897823,0.004783191,3.723683E-4,0.002929072,0.03325046,4.87079E-4,2.367216E-5,2.4765E-4,8.034199,9.682651E-5,455877.6,455911.1
20.0,0.0236315,6.283185,3.141593,6.283185,776.2986,0.2365666,564963.2,1009.389,1.248575E8,1009.389,1.000015,0.198175,1.307211E-9,0.09735214,4.38843E-7,0.03203227,1.021044E-6,0.3597179,0.01124145,0.008488651,0.1133107,2.505389E-5,0.003042077,0.001977618,0.001377426,0.003046302,0.008728037,0.002209322,2.023602E-5,0.08190043,0.004843742,0.01027921,0.01120467,0.003897824,0.004779183,3.719651E-4,0.002927081,0.03325236,4.867556E-4,2.364965E-5,2.473619E-4,8.034236,9.700058E-5,455879.8,455913.2
