Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_XYLENE_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.01632444,1.759795E-5,6.283185,3.141593,6.283185,927.2954,0.2365664,-9.011386E9,1302.637,1.764712E8,1302.637,1.0,0.8798093,4.38821E-5,0.01026377,5.849663E-4,0.002982153,1.403608E-4,0.04108019,6.238309E-4,0.001408885,0.01768247,3.286867E-4,5.544982E-5,1.089908E-4,4.017551E-4,2.476401E-5,0.005677213,3.286589E-4,0.006746576,9.629256E-5,1.153697E-5,8.746151E-5,0.004029708,0.002032688,5.135223E-4,0.003759236,2.721217E-4,0.003368337,0.004250919,0.001740326,0.01088574,8.680131,8.120541E-5,492409.3,492426.0
0.0177434,1.912828E-5,6.283185,3.141593,6.283185,927.156,0.2365664,-8.23498E9,1300.036,1.760134E8,1300.036,1.0,0.878195,4.104795E-5,0.01061703,5.502718E-4,0.003054626,1.323346E-4,0.04209291,6.510832E-4,0.001430985,0.01803912,3.234391E-4,5.870828E-5,1.133063E-4,4.057459E-4,2.695609E-5,0.005749754,3.381777E-4,0.006917092,1.018576E-4,1.250005E-5,9.292443E-5,0.004063943,0.00206156,5.182699E-4,0.003782252,2.803621E-4,0.0033534,0.004122382,0.001666183,0.01054623,8.664104,8.121762E-5,491500.3,491517.5
0.01841356,1.985111E-5,6.283185,3.141593,6.283185,927.0922,0.2365664,-7.921497E9,1298.884,1.758107E8,1298.884,1.0,0.8774795,3.97787E-5,0.01077509,5.352878E-4,0.003086655,1.288128E-4,0.04254292,6.633465E-4,0.001440502,0.01819586,3.211051E-4,6.019353E-5,1.152584E-4,4.074148E-4,2.797692E-5,0.005780968,3.426252E-4,0.006992713,1.043734E-4,1.294728E-5,9.541887E-5,0.004078023,0.002073887,5.202541E-4,0.003791303,2.840438E-4,0.003346751,0.004065876,0.001633873,0.01039663,8.657022,8.122321E-5,491101.3,491120.3
0.0184344,1.987359E-5,6.283185,3.141593,6.283185,927.0902,0.2365664,-7.923344E9,1298.849,1.758045E8,1298.849,1.0,0.8774577,3.973942E-5,0.01077992,5.34838E-4,0.00308763,1.28708E-4,0.04255666,6.637218E-4,0.001440789,0.01820063,3.210333E-4,6.023917E-5,1.153182E-4,4.074647E-4,2.80085E-5,0.005781915,3.427686E-4,0.006995017,1.044506E-4,1.296111E-5,9.549557E-5,0.00407844,0.002074257,5.203134E-4,0.003791567,2.841562E-4,0.003346548,0.00406416,0.001632894,0.01039208,8.656807,8.122339E-5,491089.3,491108.4
0.01864435,2.010006E-5,6.283185,3.141593,6.283185,927.0694,0.2365664,-7.809338E9,1298.497,1.757426E8,1298.497,1.0,0.8772402,3.937168E-5,0.01082828,5.303954E-4,0.003097377,1.276742E-4,0.04269364,6.674798E-4,0.001443652,0.01824816,3.20317E-4,6.069692E-5,1.159183E-4,4.079613E-4,2.83261E-5,0.00579119,3.440353E-4,0.007018064,1.052237E-4,1.310009E-5,9.626504E-5,0.004082583,0.002077945,5.209027E-4,0.003794171,2.852815E-4,0.003344522,0.004047016,0.001623129,0.01034665,8.654656,8.12252E-5,490967.4,490986.5
0.02050927,2.211189E-5,6.283185,3.141593,6.283185,926.8905,0.2365664,-7.034279E9,1295.55,1.752238E8,1295.55,1.0,0.8754157,3.640262E-5,0.01123744,4.946896E-4,0.003178951,1.192835E-4,0.04384428,6.993965E-4,0.001467048,0.01864379,3.14334E-4,6.463069E-5,1.210424E-4,4.1191E-4,3.110824E-5,0.005866343,3.547202E-4,0.007211291,1.118158E-4,1.431461E-5,1.028877E-4,0.004114806,0.002107806,5.255634E-4,0.003813393,2.947874E-4,0.003327456,0.003904281,0.001542465,0.00996763,8.636675,8.124088E-5,489949.1,489969.1
0.02567137,2.768259E-5,6.283185,3.141593,6.283185,926.4223,0.2365664,-5.497749E9,1288.689,1.740162E8,1288.689,1.0,0.8711768,3.020718E-5,0.01221673,4.195317E-4,0.003367986,1.014758E-4,0.04653356,7.765372E-4,0.001517377,0.01954164,3.004858E-4,7.447417E-5,1.336371E-4,4.196403E-4,3.845781E-5,0.006022104,3.788979E-4,0.007661279,1.279456E-4,1.750605E-5,1.195294E-4,0.004172133,0.002169669,5.344552E-4,0.003840009,3.174137E-4,0.003287278,0.003579365,0.001363212,0.009100077,8.595278,8.128193E-5,487601.9,487622.2
0.02592638,2.795786E-5,6.283185,3.141593,6.283185,926.3989,0.2365664,-5.439242E9,1288.388,1.739632E8,1288.388,1.0,0.8709922,2.994473E-5,0.01226036,4.166624E-4,0.003376217,1.007913E-4,0.04665118,7.799903E-4,0.001519445,0.01958022,2.998593E-4,7.492608E-5,1.342087E-4,4.199348E-4,3.880795E-5,0.00602827,3.799132E-4,0.007680901,1.286749E-4,1.765769E-5,1.202963E-4,0.004174057,0.002172102,5.347792E-4,0.00384058,3.184166E-4,0.003285514,0.003565448,0.001355674,0.009062771,8.593486,8.128398E-5,487501.4,487521.4
0.02971828,3.205172E-5,6.283185,3.141593,6.283185,926.0842,0.2365664,-4.667417E9,1284.287,1.732415E8,1284.287,1.0,0.8684609,2.676229E-5,0.01286702,3.76794E-4,0.003488951,9.127405E-5,0.04826873,8.281956E-4,0.001546687,0.02010039,2.916848E-4,8.133717E-5,1.422489E-4,4.23542E-4,4.388536E-5,0.006107585,3.939498E-4,0.007950087,1.388977E-4,1.985557E-5,1.311778E-4,0.004195413,0.002203489,5.386529E-4,0.003843485,3.323374E-4,0.00326114,0.003376299,0.001254415,0.008554727,8.569049,8.13116E-5,486114.9,486134.6
0.07928178,8.565943E-5,6.283185,3.141593,6.283185,923.366,0.2365664,-1.505153E9,1256.55,1.683595E8,1256.55,1.000001,0.8511856,1.197184E-5,0.01750891,1.836839E-4,0.004265293,4.462206E-5,0.05953915,0.001201335,0.001681307,0.02328889,2.37955E-4,1.375052E-4,2.084146E-4,4.296894E-4,9.454793E-5,0.006359368,4.788964E-4,0.009779519,2.209551E-4,4.247916E-5,2.269344E-4,0.004073555,0.002300452,5.34027E-4,0.003608438,4.369296E-4,0.003086346,0.002185232,6.728686E-4,0.005323988,8.408657,8.155097E-5,477016.0,477032.6
0.1367881,1.480017E-4,6.283185,3.141593,6.283185,921.6288,0.2365664,-7.761517E8,1242.63,1.659096E8,1242.63,1.000001,0.8422614,7.722042E-6,0.02034101,1.231505E-4,0.004679901,2.987408E-5,0.06553477,0.001428836,0.001716905,0.02462555,2.119692E-4,1.773065E-4,2.512086E-4,4.204662E-4,1.332558E-4,0.006259171,5.113311E-4,0.01069699,2.729542E-4,6.184431E-5,2.951032E-4,0.003807094,0.00225971,5.067663E-4,0.003307181,4.995231E-4,0.002988636,0.001645466,4.469741E-4,0.003861342,8.331182,8.170469E-5,472621.2,472636.8
0.1442521,1.561012E-4,6.283185,3.141593,6.283185,921.4527,0.2365664,-7.280797E8,1241.334,1.656814E8,1241.334,1.000001,0.841417,7.401915E-6,0.02062794,1.184271E-4,0.00471991,2.871877E-5,0.06610869,0.001451793,0.001719093,0.02473834,2.095586E-4,1.815457E-4,2.555755E-4,4.191538E-4,1.373625E-4,0.006240282,5.138289E-4,0.01078172,2.782638E-4,6.406049E-5,3.023877E-4,0.003774054,0.002252285,5.031805E-4,0.003272276,5.058342E-4,0.002979061,0.001597364,4.282042E-4,0.003731971,8.324083,8.172031E-5,472218.8,472234.9
0.1897547,2.055085E-4,6.283185,3.141593,6.283185,920.522,0.2365664,-5.147201E8,1234.814,1.645338E8,1234.814,1.000001,0.8371306,5.957063E-6,0.02214057,9.667901E-5,0.004925517,2.34428E-5,0.06904169,0.001572586,0.001727008,0.02526971,1.974779E-4,2.045065E-4,2.785777E-4,4.112896E-4,1.592945E-4,0.006116496,5.246801E-4,0.01120395,3.063606E-4,7.656374E-5,3.419434E-4,0.003584679,0.002204536,4.820977E-4,0.003078154,5.390946E-4,0.002929435,0.00136157,3.397779E-4,0.003101886,8.288728,8.180292E-5,470213.2,470228.4
0.2,2.166395E-4,6.283185,3.141593,6.283185,920.3388,0.2365664,-4.811253E8,1233.594,1.643192E8,1233.594,1.000001,0.8363219,5.714584E-6,0.02243707,9.298165E-5,0.004964816,2.254366E-5,0.06959866,0.001596205,0.001727903,0.02536176,1.952102E-4,2.091227E-4,2.830711E-4,4.095784E-4,1.636212E-4,0.006087769,5.263583E-4,0.0112819,3.11883E-4,7.917792E-5,3.499185E-4,0.003544859,0.002193606,4.77568E-4,0.003038401,5.456131E-4,0.002919869,0.001318713,3.243762E-4,0.002988264,8.282193,8.181921E-5,469842.5,469857.6
0.2658908,2.88275E-4,6.283185,3.141593,6.283185,919.3126,0.2365664,-3.31334E8,1227.16,1.631867E8,1227.16,1.000001,0.8320175,4.566385E-6,0.02407943,7.519387E-5,0.005177035,1.822272E-5,0.07258333,0.0017267,0.001729435,0.02580379,1.831513E-4,2.353477E-4,3.077739E-4,3.992302E-4,1.875132E-4,0.00590437,5.330771E-4,0.01168552,3.425344E-4,9.465625E-5,3.95399E-4,0.003310931,0.002124885,4.504108E-4,0.002810589,5.81765E-4,0.002867759,0.001099701,2.49133E-4,0.002413442,8.248188,8.191054E-5,467913.5,467928.1
0.3228207,3.502272E-4,6.283185,3.141593,6.283185,918.5718,0.2365664,-2.549428E8,1222.929,1.624421E8,1222.929,1.000001,0.8291588,3.91672E-6,0.02523443,6.502689E-5,0.005321078,1.573989E-5,0.07458448,0.00181812,0.001727403,0.02604887,1.750792E-4,2.544229E-4,3.248735E-4,3.911727E-4,2.040441E-4,0.005752646,5.352615E-4,0.01194091,3.64126E-4,1.065773E-4,4.286958E-4,0.003135163,0.002069196,4.294707E-4,0.002644718,6.072735E-4,0.002831933,9.631326E-4,2.053698E-4,0.002061275,8.226383,8.19766E-5,466677.1,466692.8
0.3244982,3.520534E-4,6.283185,3.141593,6.283185,918.5514,0.2365664,-2.531107E8,1222.818,1.624225E8,1222.818,1.000001,0.8290832,3.900992E-6,0.02526572,6.47785E-5,0.005324921,1.567894E-5,0.07463754,0.001820591,0.001727316,0.02605478,1.748611E-4,2.549459E-4,3.253326E-4,3.909467E-4,2.044865E-4,0.005748313,5.352925E-4,0.01194749,3.647103E-4,1.069119E-4,4.296118E-4,0.0031303,0.002067614,4.288856E-4,0.002640185,6.079651E-4,0.002830972,9.596254E-4,2.042801E-4,0.002052309,8.225816,8.197842E-5,466645.1,466661.0
0.4,4.34289E-4,6.283185,3.141593,6.283185,917.699,0.2365664,-1.887955E8,1218.384,1.61642E8,1218.384,1.000001,0.8260717,3.315046E-6,0.02654463,5.52015E-5,0.005479754,1.338457E-5,0.07676345,0.001921526,0.001722397,0.0262652,1.66254E-4,2.76659E-4,3.439028E-4,3.813646E-4,2.223117E-4,0.005559789,5.352994E-4,0.01220244,3.886354E-4,1.211715E-4,4.677927E-4,0.002927391,0.001999802,4.041978E-4,0.002453319,6.363694E-4,0.002792004,8.240781E-4,1.635541E-4,0.001709306,8.203599,8.205457E-5,465384.6,465399.8
0.6,6.524573E-4,6.283185,3.141593,6.283185,915.8142,0.2365664,-1.029959E8,1210.074,1.601794E8,1210.074,1.000001,0.8204526,2.410855E-6,0.02911727,4.032923E-5,0.005778182,9.802444E-6,0.08077797,0.002123646,0.001705481,0.02651143,1.494312E-4,3.219768E-4,3.797789E-4,3.603887E-4,2.560586E-4,0.005125061,5.282178E-4,0.01262932,4.366894E-4,1.532478E-4,5.486593E-4,0.002504182,0.001848199,3.511163E-4,0.002075902,6.942247E-4,0.002715479,5.952559E-4,1.015699E-4,0.001150172,8.164413,8.222343E-5,463161.5,463175.6
0.6397575,6.958775E-4,6.283185,3.141593,6.283185,915.4772,0.2365664,-9.229775E7,1208.781,1.599518E8,1208.781,1.000001,0.8195905,2.292884E-6,0.02953556,3.837184E-5,0.005825188,9.326331E-6,0.08139896,0.002156365,0.001701969,0.02653036,1.467063E-4,3.295218E-4,3.853839E-4,3.567988E-4,2.612289E-4,0.005048387,5.262237E-4,0.01268789,4.44472E-4,1.588944E-4,5.623039E-4,0.002434641,0.001822045,3.421957E-4,0.002015215,7.037391E-4,0.002703246,5.631143E-4,9.361967E-5,0.001074221,8.158691,8.22537E-5,462837.6,462853.3
0.6442104,7.007416E-4,6.283185,3.141593,6.283185,915.4399,0.2365664,-9.207752E7,1208.641,1.599272E8,1208.641,1.000001,0.8194978,2.278216E-6,0.02958098,3.815373E-5,0.005830267,9.272969E-6,0.08146583,0.002159914,0.001701577,0.02653208,1.464092E-4,3.303431E-4,3.859879E-4,3.564067E-4,2.617843E-4,0.005039985,5.259941E-4,0.01269407,4.453158E-4,1.595144E-4,5.637929E-4,0.002427095,0.001819186,3.412245E-4,0.00200865,7.047736E-4,0.002701922,5.597066E-4,9.278869E-5,0.001066214,8.158081,8.225705E-5,462803.1,462819.1
0.8,8.710393E-4,6.283185,3.141593,6.283185,914.19,0.2365664,-6.436529E7,1204.287,1.591609E8,1204.287,1.000001,0.8166512,1.91904E-6,0.03101299,3.20546E-5,0.00598835,7.828403E-6,0.08352834,0.002271726,0.001688051,0.02655261,1.371387E-4,3.565467E-4,4.045837E-4,3.437597E-4,2.787358E-4,0.004764908,5.173752E-4,0.01287084,4.718967E-4,1.798522E-4,6.116794E-4,0.002189595,0.001726963,3.103031E-4,0.001803787,7.377049E-4,0.002660388,4.597415E-4,6.947482E-5,8.355552E-4,8.139807,8.236951E-5,461766.2,461781.4
1.0,0.001089994,6.283185,3.141593,6.283185,912.6828,0.2365664,-4.302626E7,1199.764,1.583648E8,1199.764,1.000001,0.8138207,1.602683E-6,0.03251658,2.67007E-5,0.006150184,6.558809E-6,0.08559375,0.002388588,0.001671743,0.02650635,1.272639E-4,3.84526E-4,4.230109E-4,3.299986E-4,2.952824E-4,0.00445959,5.056593E-4,0.01301861,4.996036E-4,2.027928E-4,6.637259E-4,0.001944401,0.001626903,2.776522E-4,0.001595473,7.72879E-4,0.002617283,3.69798E-4,5.040591E-5,6.363019E-4,8.122625,8.250554E-5,460791.9,460807.7
1.116132,0.001217296,6.283185,3.141593,6.283185,911.8364,0.2365664,-3.490722E7,1197.495,1.579654E8,1197.495,1.000002,0.8124669,1.464603E-6,0.03326599,2.435503E-5,0.006229459,6.004616E-6,0.08658569,0.002446545,0.001662917,0.02645846,1.222537E-4,3.985993E-4,4.317E-4,3.229866E-4,3.03041E-4,0.004302364,4.988806E-4,0.01307784,5.13296E-4,2.148288E-4,6.903047E-4,0.001825041,0.001576184,2.614756E-4,0.001495024,7.906583E-4,0.002595973,3.302735E-4,4.265808E-5,5.517782E-4,8.114787,8.258213E-5,460348.6,460367.8
1.124527,0.001226503,6.283185,3.141593,6.283185,911.7757,0.2365664,-3.4384E7,1197.339,1.579379E8,1197.339,1.000002,0.8123756,1.45372E-6,0.03331729,2.422043E-5,0.006234856,5.967136E-6,0.08665269,0.002450506,0.001662298,0.0264546,1.219057E-4,3.995649E-4,4.322815E-4,3.225034E-4,3.035602E-4,0.004291498,4.983951E-4,0.01308154,5.142298E-4,2.156673E-4,6.921393E-4,0.001816958,0.001572697,2.603731E-4,0.001488241,7.918819E-4,0.002594518,3.276907E-4,4.216619E-5,5.463283E-4,8.114268,8.258762E-5,460319.3,460339.0
1.132079,0.001234786,6.283185,3.141593,6.283185,911.7213,0.2365664,-3.385569E7,1197.199,1.579133E8,1197.199,1.000002,0.8122942,1.447816E-6,0.03336312,2.406656E-5,0.006239675,5.937373E-6,0.08671247,0.002454044,0.001661742,0.02645108,1.215984E-4,4.004281E-4,4.327994E-4,3.220712E-4,3.040229E-4,0.00428177,4.979583E-4,0.01308481,5.150639E-4,2.164182E-4,6.937805E-4,0.001809745,0.001569579,2.593883E-4,0.001482189,7.929762E-4,0.002593219,3.253958E-4,4.173064E-5,5.414937E-4,8.113805,8.259255E-5,460293.2,460313.0
1.2,0.001309304,6.283185,3.141593,6.283185,911.2336,0.2365664,-3.001348E7,1195.975,1.576979E8,1195.975,1.000002,0.8115901,1.37939E-6,0.03376222,2.289499E-5,0.006281568,5.665999E-6,0.08723,0.002484844,0.001656829,0.02641785,1.189227E-4,4.079648E-4,4.372518E-4,3.182879E-4,3.080051E-4,0.004196356,4.940546E-4,0.01311181,5.223223E-4,2.230317E-4,7.081598E-4,0.001747273,0.001542329,2.50828E-4,0.001429843,8.025489E-4,0.002581904,3.058988E-4,3.808902E-5,5.007298E-4,8.109847,8.263675E-5,460068.6,460088.4
1.261352,0.001376648,6.283185,3.141593,6.283185,910.796,0.2365664,-2.654625E7,1194.915,1.575113E8,1194.915,1.000002,0.8109939,1.323636E-6,0.03410469,2.195936E-5,0.00631736,5.443288E-6,0.0876686,0.002511215,0.001652527,0.02638578,1.165936E-4,4.144415E-4,4.409833E-4,3.150235E-4,3.113497E-4,0.004122539,4.905791E-4,0.01313284,5.285251E-4,2.287969E-4,7.205894E-4,0.001694304,0.001518881,2.435259E-4,0.001385555,8.108056E-4,0.002572215,2.898905E-4,3.517893E-5,4.676903E-4,8.106553,8.267646E-5,459882.2,459902.9
1.26805,0.001384003,6.283185,3.141593,6.283185,910.7483,0.2365664,-2.673774E7,1194.802,1.574914E8,1194.802,1.000002,0.8109309,1.317425E-6,0.03414115,2.184493E-5,0.006321159,5.417729E-6,0.08771494,0.002514017,0.001652065,0.02638218,1.163423E-4,4.151305E-4,4.413752E-4,3.146755E-4,3.117015E-4,0.004114673,4.902031E-4,0.01313496,5.291833E-4,2.294148E-4,7.219162E-4,0.001688708,0.001516385,2.42752E-4,0.001380881,8.116859E-4,0.002571185,2.882269E-4,3.488076E-5,4.6428E-4,8.106208,8.268078E-5,459862.7,459883.7
1.359312,0.001484244,6.283185,3.141593,6.283185,910.1018,0.2365664,-2.31334E7,1193.301,1.572272E8,1193.301,1.000002,0.810112,1.242574E-6,0.03461899,2.054745E-5,0.006370913,5.121924E-6,0.08831858,0.002550742,0.001645909,0.02633141,1.13088E-4,4.24191E-4,4.464222E-4,3.100859E-4,3.162505E-4,0.004010545,4.85133E-4,0.01316068,5.378031E-4,2.376242E-4,7.39437E-4,0.001615894,0.001483533,2.326372E-4,0.001320125,8.232984E-4,0.002557686,2.670517E-4,3.115776E-5,4.212777E-4,8.101777,8.273952E-5,459611.3,459632.2
1.384828,0.001512283,6.283185,3.141593,6.283185,909.9216,0.2365664,-2.196143E7,1192.894,1.571557E8,1192.894,1.000002,0.8098947,1.219009E-6,0.03474712,2.025955E-5,0.006384215,5.044085E-6,0.08847876,0.002560568,0.001644235,0.02631675,1.122001E-4,4.26621E-4,4.477455E-4,3.088508E-4,3.174484E-4,0.003982515,4.837388E-4,0.01316693,5.401047E-4,2.398524E-4,7.441604E-4,0.001596597,0.001474715,2.299432E-4,0.001304045,8.264251E-4,0.002554072,2.615823E-4,3.021788E-5,4.102945E-4,8.100619,8.27559E-5,459545.8,459567.3
1.39204,0.00152021,6.283185,3.141593,6.283185,909.8708,0.2365664,-2.176447E7,1192.78,1.571356E8,1192.78,1.000002,0.8098342,1.217725E-6,0.03478295,2.013685E-5,0.006387928,5.023251E-6,0.08852337,0.002563311,0.001643766,0.02631258,1.119499E-4,4.272997E-4,4.48113E-4,3.085055E-4,3.177815E-4,0.003974687,4.833469E-4,0.01316862,5.407468E-4,2.404768E-4,7.454819E-4,0.001591224,0.001472252,2.291921E-4,0.00129957,8.272995E-4,0.002553063,2.600703E-4,2.99597E-5,4.072676E-4,8.100298,8.276053E-5,459527.7,459549.3
1.4,0.001528958,6.283185,3.141593,6.283185,909.8147,0.2365664,-2.154634E7,1192.655,1.571136E8,1192.655,1.000002,0.8097679,1.211806E-6,0.03482222,2.002338E-5,0.006392003,5.000631E-6,0.08857231,0.002566321,0.001643249,0.02630795,1.116839E-4,4.280452E-4,4.485145E-4,3.081261E-4,3.181461E-4,0.003966064,4.829142E-4,0.01317045,5.414516E-4,2.411637E-4,7.469341E-4,0.001585335,0.001469546,2.283681E-4,0.001294664,8.282604E-4,0.002551956,2.584181E-4,2.96784E-5,4.03965E-4,8.099947,8.276563E-5,459507.8,459529.4
1.518077,0.001658799,6.283185,3.141593,6.283185,908.9846,0.2365664,-1.780501E7,1190.851,1.56796E8,1190.851,1.000002,0.8088351,1.130494E-6,0.03538023,1.863543E-5,0.006449803,4.680547E-6,0.08926102,0.002609013,0.00163581,0.02623768,1.078144E-4,4.386441E-4,4.540852E-4,3.027136E-4,3.232385E-4,0.003842962,4.76617E-4,0.01319375,5.514286E-4,2.510484E-4,7.67695E-4,0.001502655,0.001431046,2.167406E-4,0.001225857,8.419841E-4,0.002536234,2.357912E-4,2.591215E-5,3.592426E-4,8.095078,8.284121E-5,459231.8,459253.9
1.54371,0.001687002,6.283185,3.141593,6.283185,908.8048,0.2365664,-1.699933E7,1190.471,1.567292E8,1190.471,1.000002,0.8086442,1.107185E-6,0.03549578,1.842248E-5,0.00646174,4.616335E-6,0.08940187,0.002617825,0.00163425,0.02622209,1.069973E-4,4.408365E-4,4.552047E-4,3.015897E-4,3.24271E-4,0.003817422,4.752816E-4,0.01319793,5.534819E-4,2.531214E-4,7.720161E-4,0.0014858,0.001423077,2.143565E-4,0.001211844,8.448384E-4,0.002532985,2.313081E-4,2.518554E-5,3.504993E-4,8.0941,8.28576E-5,459176.7,459200.0
1.598188,0.001746959,6.283185,3.141593,6.283185,908.4234,0.2365664,-1.567161E7,1189.678,1.565897E8,1189.678,1.000002,0.8082518,1.080919E-6,0.03573472,1.779043E-5,0.006486436,4.487034E-6,0.08969199,0.002636042,0.001630992,0.02618867,1.05333E-4,4.45378E-4,4.57482E-4,2.992566E-4,3.263862E-4,0.003764278,4.724734E-4,0.01320584,5.577247E-4,2.574479E-4,7.810006E-4,0.001451174,0.001406562,2.094426E-4,0.001183064,8.507702E-4,0.002526263,2.222331E-4,2.373517E-5,3.329259E-4,8.092107,8.289239E-5,459063.6,459086.6
1.6,0.001748953,6.283185,3.141593,6.283185,908.4107,0.2365664,-1.562651E7,1189.652,1.565851E8,1189.652,1.000002,0.8082391,1.079848E-6,0.03574253,1.777218E-5,0.006487243,4.482858E-6,0.08970143,0.002636636,0.001630885,0.02618755,1.052782E-4,4.455263E-4,4.575555E-4,2.991803E-4,3.264548E-4,0.003762539,4.723809E-4,0.01320608,5.578631E-4,2.5759E-4,7.812948E-4,0.001450049,0.001406022,2.092827E-4,0.001182129,8.509645E-4,0.002526044,2.219412E-4,2.368898E-5,3.323636E-4,8.092042,8.289355E-5,459059.9,459082.9
1.8,0.001969288,6.283185,3.141593,6.283185,907.0132,0.2365664,-1.13766E7,1186.875,1.560963E8,1186.875,1.000002,0.806932,9.727828E-7,0.03655272,1.595049E-5,0.006570954,4.067748E-6,0.09066881,0.002698162,0.001619611,0.02606271,9.953527E-5,4.609216E-4,4.648717E-4,2.912198E-4,3.334062E-4,0.003581102,4.624914E-4,0.01322578,5.72134E-4,2.725954E-4,8.120953E-4,0.001335578,0.001349968,1.928795E-4,0.001087028,8.712879E-4,0.002503268,1.932128E-4,1.928647E-5,2.779222E-4,8.08559,8.302127E-5,458693.6,458715.8
2.0,0.002189962,6.283185,3.141593,6.283185,905.6171,0.2365664,-8242660.0,1184.264,1.556366E8,1184.264,1.000002,0.8057978,8.837961E-7,0.03727401,1.4442E-5,0.006645627,3.726873E-6,0.09150896,0.00275255,0.001609315,0.02593697,9.43264E-5,4.74595E-4,4.708133E-4,2.840791E-4,3.393192E-4,0.003418456,4.532491E-4,0.01323413,5.84665E-4,2.86388E-4,8.399357E-4,0.001237748,0.001300088,1.786568E-4,0.001005732,8.896611E-4,0.002483011,1.701579E-4,1.5972E-5,2.356663E-4,8.080236,8.314926E-5,458389.7,458411.2
2.2,0.002410976,6.283185,3.141593,6.283185,904.2193,0.2365664,-5880076.0,1181.776,1.551989E8,1181.776,1.000002,0.8048015,8.083465E-7,0.03792197,1.316858E-5,0.006713065,3.441297E-6,0.09224705,0.002801036,0.001599896,0.02581252,8.957024E-5,4.868258E-4,4.756405E-4,2.776296E-4,3.44423E-4,0.003271832,4.446311E-4,0.01323434,5.957585E-4,2.991335E-4,8.652805E-4,0.001153382,0.001255366,1.66226E-4,9.355229E-4,9.064079E-4,0.002464819,1.513431E-4,1.342071E-5,2.022429E-4,8.075729,8.32778E-5,458133.8,458154.7
2.4,0.002632333,6.283185,3.141593,6.283185,902.818,0.2365664,-4068438.0,1179.385,1.547779E8,1179.385,1.000002,0.803918,7.433656E-7,0.03850819,1.207715E-5,0.006774583,3.198176E-6,0.09290143,0.002844543,0.001591266,0.02569069,8.520288E-5,4.978276E-4,4.795498E-4,2.717723E-4,3.488821E-4,0.003139036,4.366046E-4,0.01322864,6.056422E-4,3.109626E-4,8.884868E-4,0.001080083,0.00121502,1.552888E-4,8.74379E-4,9.217712E-4,0.002448358,1.357792E-4,1.142149E-5,1.753981E-4,8.071894,8.340705E-5,457916.0,457936.4
2.6,0.002854034,6.283185,3.141593,6.283185,901.4122,0.2365664,-2659580.0,1177.068,1.543701E8,1177.068,1.000002,0.803128,6.866779E-7,0.03904171,1.112997E-5,0.006831172,2.98839E-6,0.09348598,0.002883791,0.001583349,0.02557229,8.117353E-5,5.07769E-4,4.826949E-4,2.664282E-4,3.528191E-4,0.003018284,4.291338E-4,0.01321861,6.144937E-4,3.219809E-4,9.098377E-4,0.001015984,0.00117843,1.4561E-4,8.207453E-4,9.359401E-4,0.002433368,1.227544E-4,9.830365E-6,1.53549E-4,8.068598,8.353713E-5,457728.9,457748.8
