Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_NC3H7_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H71-3_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
15.8,0.01678354,6.283185,3.141593,6.283185,879.7722,0.2365666,1827558.0,1128.186,1.457666E8,1128.186,1.000003,0.7736716,8.257184E-8,0.06219691,6.309483E-7,0.006482076,5.600001E-7,0.1199314,0.009105693,5.198888E-4,1.633679E-9,0.01054683,5.689716E-6,0.001207113,5.254055E-4,8.99669E-6,6.640626E-5,5.063021E-5,1.536787E-6,0.007423489,0.001583477,0.001849305,0.0015223,1.780289E-5,5.710421E-5,3.426866E-8,2.954182E-9,0.002697696,1.066309E-16,-8.882742E-20,-1.257254E-10,7.923746,8.559195E-5,449532.1,449543.0
16.0,0.0170111,6.283185,3.141593,6.283185,878.2038,0.2365667,1780867.0,1126.19,1.454153E8,1126.19,1.000003,0.7736535,7.925094E-8,0.0622165,6.057368E-7,0.006492385,5.506533E-7,0.1199381,0.009104088,5.198218E-4,1.594795E-9,0.01053379,5.546457E-6,0.001206124,5.242108E-4,8.985406E-6,6.638078E-5,5.085283E-5,1.527646E-6,0.007418929,0.001583031,0.001851705,0.001523177,1.794246E-5,5.686161E-5,3.442303E-8,2.950071E-9,0.00269763,1.047904E-16,-8.813442E-20,-1.451866E-10,7.923854,8.574481E-5,449538.3,449549.3
16.2,0.01723919,6.283185,3.141593,6.283185,876.6379,0.2365673,1745477.0,1124.197,1.450646E8,1124.197,1.000003,0.7736363,7.601872E-8,0.06223502,5.837042E-7,0.006502458,5.412649E-7,0.1199441,0.009102364,5.197811E-4,1.559279E-9,0.01052148,5.407802E-6,0.001205172,5.230632E-4,8.975667E-6,6.636144E-5,5.107586E-5,1.517751E-6,0.007414598,0.001582592,0.001854001,0.001524022,1.808071E-5,5.663285E-5,3.457927E-8,2.943419E-9,0.002697577,1.031205E-16,-8.749278E-20,-1.484962E-10,7.923961,8.589797E-5,449544.3,449555.3
16.4,0.01746765,6.283185,3.141593,6.283185,875.0739,0.2365677,1709388.0,1122.207,1.447142E8,1122.207,1.000003,0.7736199,7.289871E-8,0.06225282,5.623272E-7,0.006512358,5.319554E-7,0.1199498,0.009100565,5.197581E-4,1.524459E-9,0.01050968,5.271997E-6,0.001204248,5.21949E-4,8.966966E-6,6.634689E-5,5.129899E-5,1.50777E-6,0.007410424,0.001582158,0.001856223,0.001524845,1.821779E-5,5.641367E-5,3.473696E-8,2.938423E-9,0.002697533,1.015634E-16,-8.688574E-20,-1.536416E-10,7.924067,8.60515E-5,449550.3,449561.3
16.6,0.01769647,6.283185,3.141593,6.283185,873.5116,0.2365679,1673471.0,1120.218,1.443642E8,1120.218,1.000003,0.773604,6.990008E-8,0.06227,5.416288E-7,0.006522099,5.227466E-7,0.119955,0.009098702,5.197501E-4,1.49038E-9,0.01049834,5.139188E-6,0.001203348,5.208645E-4,8.959142E-6,6.633628E-5,5.152199E-5,1.497745E-6,0.007406386,0.00158173,0.00185838,0.001525649,1.835366E-5,5.620281E-5,3.489572E-8,2.934479E-9,0.002697498,1.001005E-16,-8.630854E-20,-1.591031E-10,7.924172,8.62054E-5,449556.3,449567.3
16.8,0.01792564,6.283185,3.141593,6.283185,871.9511,0.2365679,1637714.0,1118.232,1.440146E8,1118.232,1.000003,0.7735888,6.701936E-8,0.06228654,5.215887E-7,0.006531677,5.136508E-7,0.11996,0.009096779,5.197563E-4,1.457038E-9,0.01048744,5.00948E-6,0.001202473,5.198098E-4,8.952169E-6,6.632945E-5,5.174475E-5,1.487722E-6,0.007402484,0.001581308,0.001860472,0.001526432,1.848821E-5,5.600016E-5,3.505541E-8,2.931252E-9,0.00269747,9.872837E-17,-8.576041E-20,-1.637393E-10,7.924276,8.635968E-5,449562.2,449573.2
17.0,0.01815521,6.283185,3.141593,6.283185,870.3926,0.2365679,1602392.0,1116.248,1.436654E8,1116.248,1.000003,0.7735742,6.425312E-8,0.06230242,5.02255E-7,0.006541078,5.046806E-7,0.1199645,0.009094793,5.197776E-4,1.42451E-9,0.01047702,4.883024E-6,0.001201624,5.18787E-4,8.946085E-6,6.632657E-5,5.196715E-5,1.477744E-6,0.007398726,0.001580892,0.001862494,0.001527194,1.862127E-5,5.58062E-5,3.521598E-8,2.928557E-9,0.002697449,9.745016E-17,-8.524264E-20,-1.667111E-10,7.92438,8.651431E-5,449568.1,449579.1
17.2,0.0183852,6.283185,3.141593,6.283185,868.8361,0.2365679,1567577.0,1114.266,1.433166E8,1114.266,1.000004,0.7735603,6.159558E-8,0.06231763,4.837684E-7,0.006550296,4.958369E-7,0.1199687,0.009092749,5.198131E-4,1.392977E-9,0.01046707,4.759758E-6,0.001200802,5.177966E-4,8.940864E-6,6.632757E-5,5.218901E-5,1.4678E-6,0.00739511,0.001580484,0.001864446,0.001527935,1.875271E-5,5.562085E-5,3.537728E-8,2.926212E-9,0.002697437,9.626215E-17,-8.475459E-20,-1.674328E-10,7.924482,8.66693E-5,449573.9,449584.9
17.4,0.01861559,6.283185,3.141593,6.283185,867.2817,0.2365679,1534691.0,1112.287,1.429683E8,1112.287,1.000004,0.7735469,5.904524E-8,0.0623322,4.659903E-7,0.006559331,4.871239E-7,0.1199725,0.009090653,5.198618E-4,1.362378E-9,0.01045756,4.639604E-6,0.001200005,5.168375E-4,8.936437E-6,6.633223E-5,5.241016E-5,1.457901E-6,0.007391629,0.001580082,0.001866331,0.001528655,1.888247E-5,5.544367E-5,3.553915E-8,2.924523E-9,0.002697432,9.515632E-17,-8.42942E-20,-1.673158E-10,7.924583,8.682463E-5,449579.6,449590.6
17.6,0.0188464,6.283185,3.141593,6.283185,865.7295,0.2365679,1499423.0,1110.311,1.426204E8,1110.311,1.000004,0.7735342,5.659778E-8,0.06234616,4.487558E-7,0.006568184,4.785271E-7,0.119976,0.009088508,5.19923E-4,1.33236E-9,0.01044849,4.522515E-6,0.001199235,5.159092E-4,8.932772E-6,6.63404E-5,5.263051E-5,1.448046E-6,0.00738828,0.001579688,0.001868148,0.001529355,1.90105E-5,5.527444E-5,3.57015E-8,2.923687E-9,0.002697434,9.412897E-17,-8.386048E-20,-1.672648E-10,7.924683,8.698031E-5,449585.2,449596.2
17.8,0.01907763,6.283185,3.141593,6.283185,864.1793,0.2365679,1469146.0,1108.336,1.422729E8,1108.336,1.000004,0.773522,5.424165E-8,0.06235955,4.32336E-7,0.006576857,4.700197E-7,0.1199792,0.009086321,5.199952E-4,1.303314E-9,0.01043983,4.408316E-6,0.001198488,5.150103E-4,8.929788E-6,6.635173E-5,5.284988E-5,1.438107E-6,0.007385055,0.0015793,0.001869903,0.001530036,1.913673E-5,5.511259E-5,3.586411E-8,2.92363E-9,0.002697443,9.317128E-17,-8.345101E-20,-1.673857E-10,7.924782,8.713633E-5,449590.8,449601.8
18.0,0.01930927,6.283185,3.141593,6.283185,862.6313,0.2365679,1438412.0,1106.365,1.419259E8,1106.365,1.000004,0.7735104,5.197734E-8,0.06237238,4.167535E-7,0.006585352,4.616258E-7,0.1199822,0.009084099,5.200776E-4,1.275324E-9,0.01043156,4.296875E-6,0.001197766,5.1414E-4,8.927436E-6,6.636615E-5,5.306814E-5,1.4281E-6,0.007381947,0.001578921,0.001871596,0.001530698,1.92611E-5,5.495778E-5,3.602684E-8,2.924138E-9,0.002697458,9.2278E-17,-8.306435E-20,-1.670519E-10,7.924879,8.72927E-5,449596.3,449607.4
18.2,0.01954133,6.283185,3.141593,6.283185,861.0855,0.2365679,1408234.0,1104.396,1.415793E8,1104.396,1.000004,0.7734992,4.980371E-8,0.0623847,4.017749E-7,0.006593671,4.533489E-7,0.1199848,0.009081845,5.201692E-4,1.248101E-9,0.01042367,4.188151E-6,0.001197067,5.132974E-4,8.925673E-6,6.638357E-5,5.328517E-5,1.418095E-6,0.007378952,0.001578549,0.00187323,0.001531341,1.938357E-5,5.48097E-5,3.618959E-8,2.925574E-9,0.002697478,9.144485E-17,-8.269927E-20,-1.678105E-10,7.924975,8.744941E-5,449601.8,449612.9
18.4,0.0197738,6.283185,3.141593,6.283185,859.5418,0.2365679,1377635.0,1102.429,1.412332E8,1102.429,1.000004,0.7734885,4.771894E-8,0.06239652,3.871396E-7,0.006601815,4.45193E-7,0.1199872,0.009079564,5.202691E-4,1.221285E-9,0.01041613,4.082159E-6,0.00119639,5.124815E-4,8.92444E-6,6.640357E-5,5.350081E-5,1.408165E-6,0.007376063,0.001578184,0.001874806,0.001531968,1.950409E-5,5.466794E-5,3.63522E-8,2.928304E-9,0.002697504,9.06659E-17,-8.235404E-20,-1.713247E-10,7.92507,8.760647E-5,449607.2,449618.4
18.6,0.02000669,6.283185,3.141593,6.283185,858.0003,0.2365679,1346428.0,1100.465,1.408875E8,1100.465,1.000004,0.7734783,4.572105E-8,0.06240785,3.727561E-7,0.006609786,4.371595E-7,0.1199894,0.00907726,5.203767E-4,1.194744E-9,0.01040893,3.978903E-6,0.001195735,5.116917E-4,8.923709E-6,6.642587E-5,5.371498E-5,1.398339E-6,0.007373277,0.001577827,0.001876328,0.001532577,1.962264E-5,5.453229E-5,3.651459E-8,2.932329E-9,0.002697535,8.993843E-17,-8.202784E-20,-1.777238E-10,7.925164,8.776386E-5,449612.5,449623.8
18.8,0.02024,6.283185,3.141593,6.283185,856.461,0.2365679,1314549.0,1098.504,1.405423E8,1098.504,1.000004,0.7734686,4.380693E-8,0.0624187,3.585744E-7,0.006617586,4.292501E-7,0.1199913,0.009074934,5.204912E-4,1.1684E-9,0.01040205,3.878366E-6,0.001195101,5.109272E-4,8.923445E-6,6.645012E-5,5.392758E-5,1.388634E-6,0.007370589,0.001577477,0.001877795,0.001533169,1.97392E-5,5.440248E-5,3.667661E-8,2.937518E-9,0.00269757,8.925904E-17,-8.171966E-20,-1.866707E-10,7.925256,8.79216E-5,449617.8,449629.1
19.0,0.02047373,6.283185,3.141593,6.283185,854.9239,0.2365679,1280806.0,1096.545,1.401975E8,1096.545,1.000005,0.7734593,4.197013E-8,0.06242909,3.449093E-7,0.006625217,4.214572E-7,0.1199931,0.00907259,5.206121E-4,1.142682E-9,0.01039549,3.780454E-6,0.001194488,5.101873E-4,8.92361E-6,6.647606E-5,5.413851E-5,1.378964E-6,0.007367997,0.001577136,0.00187921,0.001533746,1.985375E-5,5.427822E-5,3.683813E-8,2.943627E-9,0.00269761,8.862411E-17,-8.142838E-20,-1.974158E-10,7.925346,8.807967E-5,449622.9,449634.2
19.2,0.02070788,6.283185,3.141593,6.283185,853.389,0.2365679,1254775.0,1094.589,1.398532E8,1094.589,1.000005,0.7734504,4.020289E-8,0.06243904,3.323039E-7,0.006632681,4.137711E-7,0.1199946,0.009070232,5.207388E-4,1.118418E-9,0.01038923,3.684977E-6,0.001193894,5.094712E-4,8.924172E-6,6.650384E-5,5.434769E-5,1.369172E-6,0.007365494,0.001576801,0.001880575,0.001534307,1.996628E-5,5.415929E-5,3.699905E-8,2.950147E-9,0.002697653,8.803081E-17,-8.11531E-20,-2.081774E-10,7.925436,8.823809E-5,449628.0,449639.3
19.4,0.02094245,6.283185,3.141593,6.283185,851.8564,0.2365679,1228313.0,1092.635,1.395094E8,1092.635,1.000005,0.7734419,3.850568E-8,0.0624486,3.205478E-7,0.006639981,4.061956E-7,0.119996,0.009067864,5.208704E-4,1.0954E-9,0.01038325,3.591834E-6,0.00119332,5.087782E-4,8.925094E-6,6.653352E-5,5.455503E-5,1.359271E-6,0.007363078,0.001576474,0.001881892,0.001534853,2.007676E-5,5.404541E-5,3.715921E-8,2.956458E-9,0.0026977,8.74757E-17,-8.089275E-20,-2.167743E-10,7.925524,8.839684E-5,449632.9,449644.3
19.6,0.02117745,6.283185,3.141593,6.283185,850.3261,0.2365679,1203344.0,1090.684,1.39166E8,1090.684,1.000005,0.7734338,3.687559E-8,0.06245778,3.095205E-7,0.006647117,3.987284E-7,0.1199972,0.00906549,5.210067E-4,1.073454E-9,0.01037755,3.50095E-6,0.001192765,5.081076E-4,8.926352E-6,6.656513E-5,5.476045E-5,1.349274E-6,0.007360744,0.001576155,0.001883161,0.001535385,2.018517E-5,5.393639E-5,3.73185E-8,2.961998E-9,0.002697751,8.695651E-17,-8.064658E-20,-2.21169E-10,7.92561,8.855593E-5,449637.9,449649.4
19.8,0.02141286,6.283185,3.141593,6.283185,848.7981,0.2365679,1178861.0,1088.736,1.388231E8,1088.736,1.000005,0.7734259,3.531148E-8,0.0624666,2.989522E-7,0.006654091,3.9137E-7,0.1199982,0.009063112,5.21147E-4,1.052162E-9,0.01037211,3.412309E-6,0.001192228,5.074588E-4,8.92792E-6,6.65986E-5,5.496389E-5,1.339255E-6,0.007358489,0.001575843,0.001884384,0.001535902,2.029149E-5,5.383202E-5,3.747686E-8,2.966739E-9,0.002697805,8.647108E-17,-8.041389E-20,-2.213427E-10,7.925695,8.871535E-5,449642.8,449654.5
20.0,0.02164872,6.283185,3.141593,6.283185,847.2724,0.236568,1145295.0,1086.791,1.384808E8,1086.791,1.000005,0.7734185,3.386956E-8,0.06247502,2.861823E-7,0.006660902,3.84574E-7,0.1199991,0.009060729,5.212913E-4,1.027714E-9,0.01036693,3.326887E-6,0.001191709,5.06832E-4,8.929797E-6,6.663295E-5,5.516517E-5,1.331324E-6,0.007356312,0.001575539,0.00188556,0.001536404,2.039575E-5,5.373228E-5,3.763421E-8,2.972375E-9,0.002697862,8.601883E-17,-8.019454E-20,-2.236311E-10,7.925779,8.88751E-5,449647.6,449659.3
