Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H3_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_NC3H7_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_PC4H9_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
1.190532,0.001060454,6.283185,3.141593,6.283185,1115.909,0.2365664,-4.443876E7,1405.003,1.944883E8,1405.003,0.9999928,0.7695535,8.059538E-6,0.06702726,3.006805E-5,0.002746129,2.689682E-6,0.1186676,3.763219E-6,0.02105395,3.565948E-5,9.807107E-9,0.005416966,3.475139E-5,0.001957291,9.630853E-4,1.26953E-7,3.317639E-10,2.001256E-5,0.003874057,0.002253986,0.002077276,0.00103007,7.41909E-7,5.023158E-6,3.013616E-9,2.164883E-8,0.00242753,-1.751563E-12,-6.9523E-28,-1.537215E-6,7.779876,6.747988E-5,441451.2,441455.1
1.2,0.001068939,6.283185,3.141593,6.283185,1115.798,0.2365664,-4.408473E7,1404.791,1.944511E8,1404.791,0.9999928,0.7695049,8.028675E-6,0.06709164,2.988006E-5,0.00273692,2.682445E-6,0.1186732,3.743228E-6,0.02110162,3.508146E-5,9.685755E-9,0.005373298,3.442027E-5,0.00195304,9.597072E-4,1.260393E-7,3.1333E-10,1.97891E-5,0.003862049,0.002253167,0.002084141,0.001030224,7.376975E-7,4.926558E-6,2.713265E-9,1.741816E-8,0.002425347,-1.718216E-12,-5.70262E-28,-1.507338E-6,7.779475,6.748656E-5,441428.3,441432.3
1.352003,0.001205277,6.283185,3.141593,6.283185,1114.027,0.2365664,-3.946813E7,1401.481,1.938683E8,1401.481,0.999993,0.7687984,7.555378E-6,0.06804472,2.716623E-5,0.002602558,2.585818E-6,0.1187093,3.448752E-6,0.02182673,2.75438E-5,9.916457E-9,0.004740161,2.966121E-5,0.001884045,9.077636E-4,1.160754E-7,1.178704E-9,1.677706E-5,0.003689935,0.002238893,0.002189602,0.001032229,6.795597E-7,3.732719E-6,2.898104E-9,3.523139E-8,0.002391571,-1.274082E-12,-2.482578E-29,-1.212469E-6,7.773483,6.759389E-5,441088.8,441092.5
1.388028,0.00123762,6.283185,3.141593,6.283185,1113.608,0.2365664,-3.806391E7,1400.718,1.937342E8,1400.718,0.999993,0.7686495,7.458672E-6,0.06825019,2.657945E-5,0.002574168,2.554143E-6,0.1187048,3.387763E-6,0.02198802,2.615725E-5,8.235412E-9,0.004607294,2.866581E-5,0.001867633,8.960848E-4,1.147122E-7,3.42975E-10,1.62015E-5,0.003654276,0.002235269,0.002213347,0.001032597,5.915325E-7,3.512134E-6,2.959318E-9,2.740532E-8,0.002383898,-1.190228E-12,-1.216262E-29,-1.212495E-6,7.772177,6.761931E-5,441015.1,441018.7
1.4,0.001248372,6.283185,3.141593,6.283185,1113.469,0.2365664,-3.749318E7,1400.467,1.936899E8,1400.467,0.999993,0.7686013,7.418849E-6,0.06831692,2.639342E-5,0.002564995,2.548569E-6,0.1187023,3.365115E-6,0.02204078,2.572328E-5,8.752712E-9,0.004564459,2.83343E-5,0.001862194,8.922559E-4,1.142989E-7,4.108282E-10,1.602662E-5,0.003642801,0.00223405,0.002221138,0.001032711,5.304127E-7,3.443836E-6,2.994771E-9,2.682619E-8,0.002381379,-1.163843E-12,-9.596806E-30,-1.211394E-6,7.771752,6.762775E-5,440991.1,440994.6
1.472642,0.001313636,6.283185,3.141593,6.283185,1112.626,0.2365664,-3.57833E7,1398.959,1.934246E8,1398.959,0.9999931,0.7683241,7.228022E-6,0.06870559,2.531986E-5,0.002512035,2.503136E-6,0.1186777,3.250731E-6,0.02235214,2.334879E-5,7.771828E-9,0.004317609,2.651554E-5,0.00182936,8.695622E-4,1.121456E-7,3.389675E-10,1.49591E-5,0.003577024,0.002226519,0.002267347,0.001033326,5.155021E-7,3.075924E-6,3.169726E-9,2.67933E-8,0.002366384,-1.018308E-12,-2.350141E-30,-1.225839E-6,7.769265,6.767898E-5,440850.9,440854.3
1.6,0.001428179,6.283185,3.141593,6.283185,1111.152,0.2365664,-3.28866E7,1396.383,1.929712E8,1396.383,0.9999932,0.7678918,6.923009E-6,0.06932751,2.366833E-5,0.002429263,2.437825E-6,0.1186002,3.073412E-6,0.02286518,2.005743E-5,6.950928E-9,0.00393238,2.379046E-5,0.001772475,8.319966E-4,1.094672E-7,2.915011E-10,1.331601E-5,0.003475976,0.002212962,0.002344463,0.001034154,5.469552E-7,2.593856E-6,1.620322E-9,9.899332E-9,0.002341087,-8.127545E-13,-2.228222E-31,-1.027169E-6,7.765246,6.776875E-5,440622.2,440625.5
1.787853,0.001597406,6.283185,3.141593,6.283185,1108.99,0.2365664,-2.915921E7,1392.723,1.92327E8,1392.723,0.9999933,0.7673554,6.515097E-6,0.07012893,2.159583E-5,0.002326975,2.352588E-6,0.1184268,2.84673E-6,0.02355389,1.661526E-5,6.214505E-9,0.003456368,2.046728E-5,0.001691511,7.813521E-4,1.07642E-7,3.321836E-10,1.147815E-5,0.00335357,0.002192708,0.002450077,0.001034936,4.997815E-7,2.120997E-6,1.376381E-9,1.580493E-8,0.002306015,-5.936682E-13,-9.009247E-33,-8.661118E-7,7.759987,6.790085E-5,440324.4,440327.5
1.8,0.001608361,6.283185,3.141593,6.283185,1108.851,0.2365664,-2.891394E7,1392.492,1.922862E8,1392.492,0.9999933,0.7673243,6.490883E-6,0.07017658,2.147383E-5,0.002321075,2.347008E-6,0.1184137,2.833564E-6,0.02359587,1.643575E-5,6.098976E-9,0.003428828,2.027767E-5,0.001686421,7.782621E-4,1.075697E-7,2.928011E-10,1.137477E-5,0.003346582,0.002191403,0.002456601,0.001034972,4.941314E-7,2.096929E-6,1.246263E-9,1.378048E-8,0.002303832,-5.821716E-13,-7.388181E-33,-8.49507E-7,7.759671,6.790938E-5,440306.5,440309.6
1.981709,0.001772387,6.283185,3.141593,6.283185,1106.776,0.2365664,-2.587234E7,1389.094,1.916883E8,1389.094,0.9999935,0.7669018,6.144458E-6,0.07083918,1.981225E-5,0.002241409,2.27571E-6,0.1181972,2.649714E-6,0.02419147,1.418682E-5,5.490654E-9,0.003055191,1.773206E-5,0.0016126,7.344371E-4,1.071086E-7,2.867529E-10,1.004138E-5,0.003252786,0.002172104,0.002550287,0.00103538,4.53069E-7,1.80259E-6,1.371181E-9,1.908229E-8,0.002272285,-4.381489E-13,-3.957052E-34,-7.159886E-7,7.75525,6.803669E-5,440056.3,440059.2
2.0,0.001788915,6.283185,3.141593,6.283185,1106.568,0.2365664,-2.558591E7,1388.759,1.916293E8,1388.759,0.9999935,0.7668635,6.111247E-6,0.07090089,1.965855E-5,0.002234246,2.268937E-6,0.1181736,2.632517E-6,0.02424812,1.400007E-5,5.447459E-9,0.003021334,1.750402E-5,0.001605424,7.302734E-4,1.071031E-7,2.918905E-10,9.922949E-6,0.003244392,0.002170194,0.002559321,0.001035408,4.464622E-7,1.777903E-6,1.196798E-9,1.648599E-8,0.002269223,-4.262154E-13,-2.989872E-34,-6.982873E-7,7.754835,6.804947E-5,440032.7,440035.7
2.2,0.001969841,6.283185,3.141593,6.283185,1104.305,0.2365665,-2.273608E7,1385.163,1.909963E8,1385.163,0.9999937,0.766485,5.773729E-6,0.07152621,1.812934E-5,0.002164389,2.200633E-6,0.1178998,2.460811E-6,0.02483336,1.229119E-5,4.912722E-9,0.002687459,1.528058E-5,0.001529998,6.873558E-4,1.074793E-7,2.807782E-10,8.804882E-6,0.003162603,0.002149784,0.002653972,0.001035612,4.052247E-7,1.554945E-6,8.323264E-10,1.298687E-8,0.002236949,-3.181358E-13,-1.541329E-35,-5.689453E-7,7.750603,6.818892E-5,439793.2,439796.0
2.4,0.002151135,6.283185,3.141593,6.283185,1102.063,0.2365665,-2.027462E7,1381.684,1.90384E8,1381.684,0.9999939,0.7661703,5.471605E-6,0.07207247,1.682522E-5,0.002108086,2.140871E-6,0.1176062,2.312225E-6,0.02536134,1.104377E-5,4.493002E-9,0.002410382,1.347747E-5,0.001460123,6.488515E-4,1.085018E-7,2.816656E-10,7.939429E-6,0.003096305,0.002130394,0.002741712,0.001035681,3.782926E-7,1.39576E-6,1.07659E-9,2.107752E-8,0.002206728,-2.415486E-13,-1.030365E-36,-4.926748E-7,7.746867,6.832767E-5,439582.3,439585.0
2.6,0.002332799,6.283185,3.141593,6.283185,1099.841,0.2365665,-1.810066E7,1378.309,1.897901E8,1378.309,0.999994,0.7659069,5.196912E-6,0.07255363,1.569258E-5,0.002062931,2.08702E-6,0.117302,2.181154E-6,0.0258391,1.010619E-5,4.146196E-9,0.002178455,1.199182E-5,0.001395641,6.142509E-4,1.099802E-7,2.819158E-10,7.247E-6,0.003042163,0.002112135,0.002823383,0.001035681,3.504879E-7,1.270301E-6,8.922082E-10,1.838433E-8,0.002178365,-1.862613E-13,-8.024289E-38,-4.309244E-7,7.743553,6.846567E-5,439395.4,439397.9
2.8,0.002514827,6.283185,3.141593,6.283185,1097.641,0.2365665,-1.617065E7,1375.027,1.892123E8,1375.027,0.9999942,0.7656844,4.946474E-6,0.07298132,1.470022E-5,0.002026892,2.038441E-6,0.1169937,2.064656E-6,0.02627312,9.380552E-6,3.845338E-9,0.001982301,1.07552E-5,0.001336203,5.830433E-4,1.118153E-7,2.771425E-10,6.688948E-6,0.002997544,0.002095025,0.002899757,0.001035654,3.286115E-7,1.168564E-6,7.952742E-10,1.673353E-8,0.002151669,-1.456286E-13,-7.370254E-39,-3.840746E-7,7.740598,6.860293E-5,439228.7,439231.2
3.0,0.002697219,6.283185,3.141593,6.283185,1095.461,0.2365665,-1.444324E7,1371.828,1.886492E8,1371.828,0.9999943,0.7654952,4.716532E-6,0.07336413,1.382204E-5,0.001998465,1.99425E-6,0.1166858,1.960038E-6,0.02666842,8.806734E-6,3.59012E-9,0.001815126,9.716583E-6,0.001281451,5.548221E-4,1.139586E-7,2.737482E-10,6.235127E-6,0.002960576,0.002079047,0.002971426,0.00103563,3.106795E-7,1.084729E-6,7.281967E-10,1.588879E-8,0.002126494,-1.153132E-13,-7.957984E-40,-3.472662E-7,7.737953,6.873944E-5,439079.5,439081.9
3.2,0.002879973,6.283185,3.141593,6.283185,1093.301,0.2365665,-1.288823E7,1368.703,1.880993E8,1368.703,0.9999945,0.7653335,4.504285E-6,0.07370902,1.303825E-5,0.001976435,1.953792E-6,0.1163816,1.865313E-6,0.02702931,8.344653E-6,3.374523E-9,0.001671602,8.836551E-6,0.001231004,5.292277E-4,1.163798E-7,2.733334E-10,5.863543E-6,0.002929816,0.002064158,0.003038901,0.001035626,2.963416E-7,1.014875E-6,7.187443E-10,1.632519E-8,0.002102706,-9.237638E-14,-9.914912E-41,-3.216902E-7,7.735578,6.887522E-5,438945.7,438948.0
3.4,0.003063087,6.283185,3.141593,6.283185,1091.162,0.2365665,-1.147968E7,1365.647,1.875615E8,1365.647,0.9999947,0.7651944,4.307445E-6,0.07402158,1.233315E-5,0.001959824,1.916465E-6,0.1160832,1.778924E-6,0.02735947,7.966996E-6,3.187334E-9,0.001547553,8.08481E-6,0.00118449,5.059489E-4,1.190463E-7,2.733393E-10,5.556672E-6,0.002904146,0.002050302,0.003102613,0.001035657,2.845939E-7,9.562452E-7,7.283773E-10,1.740029E-8,0.002080194,-7.479897E-14,-1.420434E-41,-3.025569E-7,7.733442,6.901029E-5,438825.3,438827.6
3.6,0.003246558,6.283185,3.141593,6.283185,1089.041,0.2365665,-1.019839E7,1362.654,1.870345E8,1362.654,0.9999948,0.7650741,4.124403E-6,0.07430647,1.169493E-5,0.001947813,1.881902E-6,0.115792,1.699745E-6,0.02766216,7.654387E-6,3.017933E-9,0.001439603,7.438063E-6,0.001141541,4.847067E-4,1.219356E-7,2.707791E-10,5.30222E-6,0.002882673,0.002037408,0.003162945,0.001035729,2.762206E-7,9.06819E-7,8.538679E-10,2.00817E-8,0.002058852,-6.116485E-14,-2.321786E-42,-2.905428E-7,7.731515,6.914468E-5,438716.8,438719.1
3.8,0.003430385,6.283185,3.141593,6.283185,1086.938,0.2365665,-9028108.0,1359.718,1.865178E8,1359.718,0.999995,0.7649697,3.952225E-6,0.07456718,1.11107E-5,0.001939785,1.849233E-6,0.115509,1.626226E-6,0.02793991,7.39347E-6,2.880734E-9,0.001345215,6.873343E-6,0.001101857,4.652846E-4,1.249946E-7,2.748571E-10,5.083844E-6,0.002864733,0.002025419,0.003220188,0.001035848,2.659044E-7,8.643781E-7,5.631437E-10,1.641913E-8,0.002038601,-5.047462E-14,-4.158623E-43,-2.552246E-7,7.729777,6.927842E-5,438618.8,438621.0
4.0,0.003614569,6.283185,3.141593,6.283185,1084.854,0.2365665,-7951507.0,1356.835,1.860103E8,1356.835,0.9999951,0.7648788,3.791911E-6,0.07480681,1.057765E-5,0.001935207,1.818916E-6,0.1152349,1.558519E-6,0.02819505,7.174461E-6,2.737521E-9,0.0012623,6.384966E-6,0.00106514,4.474814E-4,1.282883E-7,2.676958E-10,4.904599E-6,0.002849778,0.002014272,0.003274614,0.001036017,2.573063E-7,8.276712E-7,6.013633E-10,1.565943E-8,0.002019361,-4.201708E-14,-8.172312E-44,-2.482605E-7,7.728207,6.941153E-5,438530.5,438532.7
4.2,0.003799104,6.283185,3.141593,6.283185,1082.786,0.2365665,-6967698.0,1354.0,1.855115E8,1354.0,0.9999953,0.7647991,3.64099E-6,0.07502806,1.00869E-5,0.001933598,1.790441E-6,0.1149701,1.495395E-6,0.02842983,6.989252E-6,2.622486E-9,0.001189029,5.956531E-6,0.001031102,4.311094E-4,1.317658E-7,2.691136E-10,4.756276E-6,0.00283733,0.002003896,0.003326476,0.001036237,2.53371E-7,7.967588E-7,7.554505E-10,1.962768E-8,0.002001057,-3.525882E-14,-1.824891E-44,-2.492882E-7,7.726788,6.954407E-5,438450.9,438453.0
4.4,0.00398399,6.283185,3.141593,6.283185,1080.735,0.2365666,-6060294.0,1351.212,1.850206E8,1351.212,0.9999954,0.7647293,3.497855E-6,0.07523304,9.630589E-6,0.00193459,1.763058E-6,0.1147146,1.436032E-6,0.02864601,6.832013E-6,2.518255E-9,0.001123982,5.574259E-6,9.99503E-4,4.160199E-4,1.353705E-7,2.696196E-10,4.624471E-6,0.002827033,0.001994237,0.003375979,0.001036507,2.465181E-7,7.697383E-7,4.856658E-10,1.573051E-8,0.00198363,-2.980514E-14,-4.367273E-45,-2.191456E-7,7.725507,6.967606E-5,438378.7,438380.8
4.6,0.00416923,6.283185,3.141593,6.283185,1078.7,0.2365666,-5223936.0,1348.465,1.845373E8,1348.465,0.9999956,0.7646677,3.363592E-6,0.0754234,9.209463E-6,0.001937899,1.737542E-6,0.1144686,1.380761E-6,0.028845,6.698899E-6,2.420309E-9,0.001066129,5.239757E-6,9.701459E-4,4.020942E-4,1.392021E-7,2.690976E-10,4.520462E-6,0.00281861,0.001985245,0.003423279,0.001036826,2.433378E-7,7.462564E-7,6.578887E-10,1.85895E-8,0.001967027,-2.537977E-14,-1.113671E-45,-2.278796E-7,7.72435,6.980753E-5,438313.9,438316.0
4.8,0.004354812,6.283185,3.141593,6.283185,1076.679,0.2365666,-4453044.0,1345.757,1.840607E8,1345.757,0.9999957,0.7646133,3.235622E-6,0.07560105,8.814969E-6,0.001943187,1.712878E-6,0.1142318,1.328411E-6,0.02902865,6.585286E-6,2.337689E-9,0.001014271,4.937976E-6,9.427817E-4,3.891855E-4,1.431436E-7,2.720446E-10,4.428256E-6,0.00281176,0.001976853,0.003468589,0.001037193,2.406122E-7,7.263835E-7,5.431362E-10,1.819549E-8,0.001951184,-2.17506E-14,-3.174542E-46,-2.079826E-7,7.723306,6.993853E-5,438255.2,438257.3
5.0,0.004540749,6.283185,3.141593,6.283185,1074.673,0.2365666,-3736051.0,1343.087,1.835907E8,1343.087,0.9999959,0.7645652,3.114966E-6,0.07576688,8.44775E-6,0.001950306,1.689577E-6,0.1140043,1.279335E-6,0.02919767,6.489458E-6,2.250199E-9,9.678536E-4,4.671101E-6,9.172972E-4,3.772299E-4,1.47295E-7,2.688473E-10,4.35484E-6,0.002806339,0.001969036,0.003511983,0.001037607,2.374609E-7,7.085194E-7,6.46897E-10,1.917542E-8,0.001936074,-1.876292E-14,-9.327858E-47,-2.143923E-7,7.722367,7.006908E-5,438202.8,438204.8
5.2,0.004727025,6.283185,3.141593,6.283185,1072.681,0.2365666,-3075005.0,1340.45,1.831266E8,1340.45,0.999996,0.7645224,2.999522E-6,0.07592247,8.101638E-6,0.001958972,1.666931E-6,0.1137856,1.232595E-6,0.02935379,6.407914E-6,2.17888E-9,9.25939E-4,4.427864E-6,8.934645E-4,3.660978E-4,1.515509E-7,2.707956E-10,4.28975E-6,0.002802105,0.001961727,0.003553662,0.001038064,2.356335E-7,6.936615E-7,5.10535E-10,1.836885E-8,0.001921631,-1.627821E-14,-3.056432E-47,-1.947319E-7,7.721521,7.019923E-5,438155.4,438157.4
5.4,0.004913654,6.283185,3.141593,6.283185,1070.702,0.2365667,-2459859.0,1337.846,1.826683E8,1337.846,0.9999962,0.7644844,2.890435E-6,0.07606841,7.778089E-6,0.001969096,1.645533E-6,0.1135759,1.188623E-6,0.02949746,6.33986E-6,2.105478E-9,8.881968E-4,4.211865E-6,8.712072E-4,3.557485E-4,1.560197E-7,2.690967E-10,4.241148E-6,0.002798972,0.001954909,0.003593665,0.001038563,2.345976E-7,6.803363E-7,6.771022E-10,2.085507E-8,0.001907841,-1.420653E-14,-1.028169E-47,-2.064797E-7,7.720765,7.032898E-5,438113.3,438115.3
5.6,0.00510062,6.283185,3.141593,6.283185,1068.735,0.2365667,-1889505.0,1335.272,1.822152E8,1335.272,0.9999963,0.7644504,2.785686E-6,0.07620595,7.471103E-6,0.001980451,1.624501E-6,0.1133743,1.146537E-6,0.02963015,6.282618E-6,2.039081E-9,8.538965E-4,4.012528E-6,8.503289E-4,3.460744E-4,1.605839E-7,2.68177E-10,4.195589E-6,0.002796756,0.001948521,0.003632171,0.0010391,2.321341E-7,6.690103E-7,4.876791E-10,1.786246E-8,0.001894642,-1.246145E-14,-3.745491E-48,-1.850268E-7,7.720087,7.04584E-5,438075.3,438077.3
5.8,0.005287931,6.283185,3.141593,6.283185,1066.78,0.2365667,-1361854.0,1332.726,1.81767E8,1332.726,0.9999965,0.7644199,2.686613E-6,0.07633562,7.183569E-6,0.001992956,1.604765E-6,0.1131811,1.106864E-6,0.02975237,6.235644E-6,1.978919E-9,8.227914E-4,3.835428E-6,8.307543E-4,3.370359E-4,1.653601E-7,2.690452E-10,4.167626E-6,0.002795381,0.001942545,0.003669223,0.001039675,2.355521E-7,6.5963E-7,8.374449E-10,2.461452E-8,0.001882016,-1.098895E-14,-1.431817E-48,-2.051773E-7,7.719483,7.058751E-5,438042.0,438044.0
6.0,0.005475591,6.283185,3.141593,6.283185,1064.837,0.2365667,-869778.5,1330.207,1.813236E8,1330.207,0.9999966,0.7643928,2.591072E-6,0.07645802,6.909095E-6,0.002006496,1.58512E-6,0.1129958,1.068691E-6,0.0298648,6.197503E-6,1.92203E-9,7.94477E-4,3.669875E-6,8.12386E-4,3.285811E-4,1.702461E-7,2.69024E-10,4.138331E-6,0.002794759,0.001936952,0.0037049,0.001040284,2.326283E-7,6.508455E-7,6.22179E-10,2.058956E-8,0.001869939,-9.736465E-15,-5.56841E-49,-1.890714E-7,7.71895,7.07163E-5,438012.3,438014.3
6.2,0.005663583,6.283185,3.141593,6.283185,1062.905,0.2365667,-415211.7,1327.712,1.808845E8,1327.712,0.9999968,0.7643683,2.499672E-6,0.07657401,6.649033E-6,0.00202093,1.566156E-6,0.112818,1.032246E-6,0.02996851,6.166952E-6,1.874968E-9,7.68567E-4,3.518602E-6,7.950856E-4,3.206371E-4,1.75276E-7,2.727749E-10,4.11838E-6,0.002794774,0.001931698,0.003739326,0.001040925,2.342864E-7,6.44287E-7,5.623241E-10,2.186255E-8,0.001858363,-8.666105E-15,-2.38393E-49,-1.781723E-7,7.718478,7.084486E-5,437986.2,437988.1
6.4,0.005851928,6.283185,3.141593,6.283185,1060.984,0.2365668,11203.23,1325.241,1.804497E8,1325.241,0.9999969,0.7643463,2.412836E-6,0.07668378,6.403405E-6,0.00203623,1.548045E-6,0.1126477,9.976944E-7,0.03006364,6.143892E-6,1.81992E-9,7.449461E-4,3.382577E-6,7.788223E-4,3.131904E-4,1.805118E-7,2.708292E-10,4.108248E-6,0.0027954,0.001926777,0.003772505,0.001041596,2.354685E-7,6.382564E-7,7.422903E-10,2.459263E-8,0.001847283,-7.75005E-15,-1.044537E-49,-1.917787E-7,7.718067,7.097316E-5,437963.7,437965.6
6.6,0.006040605,6.283185,3.141593,6.283185,1059.072,0.2365668,406040.9,1322.792,1.800187E8,1322.792,0.999997,0.7643265,2.329041E-6,0.0767881,6.168254E-6,0.002052258,1.530099E-6,0.1124841,9.643864E-7,0.03015124,6.126815E-6,1.770549E-9,7.232168E-4,3.254412E-6,7.63467E-4,3.061731E-4,1.858535E-7,2.701612E-10,4.097781E-6,0.002796537,0.001922148,0.003804566,0.001042295,2.348798E-7,6.331522E-7,6.111028E-10,2.194421E-8,0.001836655,-6.957405E-15,-4.695065E-50,-1.781579E-7,7.717709,7.110127E-5,437944.0,437945.9
6.8,0.00622962,6.283185,3.141593,6.283185,1057.17,0.2365668,770742.3,1320.364,1.795913E8,1320.364,0.9999972,0.7643086,2.248596E-6,0.0768873,5.944403E-6,0.002068959,1.512675E-6,0.1123273,9.324411E-7,0.03023169,6.115336E-6,1.732429E-9,7.032378E-4,3.136227E-6,7.489651E-4,2.99557E-4,1.913486E-7,2.74472E-10,4.095032E-6,0.002798136,0.001917791,0.003835547,0.001043019,2.381512E-7,6.297457E-7,5.976326E-10,2.422273E-8,0.001826461,-6.271376E-15,-2.258993E-50,-1.719131E-7,7.717402,7.122919E-5,437927.2,437929.1
7.0,0.006418984,6.283185,3.141593,6.283185,1055.278,0.2365668,1113712.0,1317.956,1.791675E8,1317.956,0.9999973,0.7642924,2.17196E-6,0.07698157,5.731954E-6,0.002086303,1.495941E-6,0.1121771,9.020448E-7,0.03030522,6.109371E-6,1.684636E-9,6.849089E-4,3.02928E-6,7.352803E-4,2.933268E-4,1.970473E-7,2.725606E-10,4.099709E-6,0.002800176,0.001913699,0.003865466,0.001043766,2.404507E-7,6.26588E-7,7.890045E-10,2.718534E-8,0.001816692,-5.676468E-15,-1.116641E-50,-1.861403E-7,7.717143,7.135694E-5,437913.3,437915.2
7.2,0.006608685,6.283185,3.141593,6.283185,1053.394,0.2365668,1430831.0,1315.567,1.78747E8,1315.567,0.9999975,0.7642778,2.097823E-6,0.07707142,5.527812E-6,0.002104199,1.479283E-6,0.112033,8.726422E-7,0.03037255,6.107875E-6,1.643446E-9,6.679723E-4,2.927317E-6,7.223271E-4,2.874371E-4,2.028613E-7,2.728357E-10,4.103219E-6,0.002802591,0.001909843,0.003894411,0.001044534,2.40968E-7,6.240131E-7,6.743678E-10,2.507176E-8,0.001807319,-5.15553E-15,-5.587171E-51,-1.758804E-7,7.716927,7.148455E-5,437901.7,437903.6
7.4,0.006798716,6.283185,3.141593,6.283185,1051.518,0.2365668,1725071.0,1313.195,1.783295E8,1313.195,0.9999976,0.7642645,2.026422E-6,0.07715722,5.332353E-6,0.002122588,1.462922E-6,0.1118947,8.443288E-7,0.03043417,6.110436E-6,1.60601E-9,6.522895E-4,2.83214E-6,7.100423E-4,2.818572E-4,2.088164E-7,2.742236E-10,4.110707E-6,0.002805336,0.001906201,0.003922441,0.001045322,2.429743E-7,6.227876E-7,5.499289E-10,2.457449E-8,0.001798314,-4.698847E-15,-2.993394E-51,-1.622122E-7,7.716752,7.161205E-5,437892.3,437894.2
7.6,0.006989087,6.283185,3.141593,6.283185,1049.651,0.2365668,1991752.0,1310.84,1.779149E8,1310.84,0.9999977,0.7642523,1.958533E-6,0.07723914,5.147207E-6,0.002141445,1.447457E-6,0.1117621,8.174194E-7,0.03049033,6.117084E-6,1.565521E-9,6.378084E-4,2.746486E-6,6.98394E-4,2.765725E-4,2.14986E-7,2.733392E-10,4.130179E-6,0.00280839,0.001902764,0.003949576,0.001046126,2.51391E-7,6.224219E-7,1.008337E-9,3.317178E-8,0.001789668,-4.297429E-15,-1.636154E-51,-1.884827E-7,7.716614,7.173946E-5,437885.5,437887.4
7.8,0.007179819,6.283185,3.141593,6.283185,1047.792,0.236567,2253250.0,1308.502,1.775034E8,1308.502,0.9999979,0.7642414,1.892401E-6,0.07731717,4.96786E-6,0.002160751,1.431725E-6,0.1116353,7.911998E-7,0.03054101,6.127399E-6,1.533219E-9,6.244339E-4,2.66352E-6,6.873782E-4,2.715806E-4,2.212877E-7,2.758764E-10,4.143155E-6,0.002811742,0.001899532,0.0039758,0.001046948,2.499794E-7,6.216283E-7,7.55911E-10,2.927961E-8,0.001781389,-3.944221E-15,-9.085371E-52,-1.762206E-7,7.716515,7.186675E-5,437880.5,437882.3
8.0,0.007370866,6.283185,3.141593,6.283185,1045.939,0.2365669,2489350.0,1306.177,1.770943E8,1306.177,0.999998,0.7642313,1.828882E-6,0.07739205,4.796141E-6,0.002180407,1.416382E-6,0.1115132,7.660031E-7,0.03058728,6.140663E-6,1.497112E-9,6.119516E-4,2.585917E-6,6.768744E-4,2.668226E-4,2.277314E-7,2.755239E-10,4.160236E-6,0.002815324,0.001896463,0.004001266,0.001047784,2.51918E-7,6.218614E-7,6.742476E-10,2.781807E-8,0.001773415,-3.629969E-15,-5.217464E-52,-1.660569E-7,7.716447,7.199401E-5,437877.2,437879.0
8.2,0.00756225,6.283185,3.141593,6.283185,1044.094,0.2365669,2706996.0,1303.867,1.766876E8,1303.867,0.9999982,0.7642221,1.767565E-6,0.07746372,4.631239E-6,0.002200405,1.401276E-6,0.1113961,7.416646E-7,0.03062907,6.156847E-6,1.467353E-9,6.003506E-4,2.512722E-6,6.668868E-4,2.623001E-4,2.343318E-7,2.779765E-10,4.181218E-6,0.002819128,0.001893559,0.004025949,0.001048632,2.558579E-7,6.231256E-7,6.033662E-10,2.879137E-8,0.001765755,-3.350885E-15,-3.110563E-52,-1.5741E-7,7.716409,7.212123E-5,437875.7,437877.5
