Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H71-3_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_B1M3_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_DIALLYL_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NPBENZ_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,753.9968,0.2365664,-2.861834E8,1151.892,0.0,1151.892,1.0,0.9514247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004083974,0.0,0.01104136,0.006644772,0.02680524,9.439816,9.986968E-5,535452.9,535452.9
6.386046E-4,8.469763E-7,6.283185,3.141593,6.283185,753.9666,0.2365664,-5.581992E8,1151.817,1.499258E8,1151.817,1.000001,0.9514004,2.820523E-7,2.864033E-6,3.304845E-7,4.938381E-6,8.166692E-6,1.221598E-10,3.806429E-8,4.991007E-6,2.608727E-6,5.553235E-10,1.208438E-8,2.04103E-14,2.101913E-6,4.377247E-9,2.525342E-6,2.584902E-7,7.868321E-9,2.83919E-13,1.398495E-6,9.760898E-11,1.753069E-7,5.126148E-10,3.762201E-7,9.599562E-7,0.004083841,8.347512E-12,0.01103952,0.006643175,0.02679911,9.439571,9.987368E-5,535439.0,535439.0
0.01130472,1.499866E-5,6.283185,3.141593,6.283185,753.4483,0.2365664,-1.05024E9,1149.6,1.495356E8,1149.6,1.000001,0.9503011,1.119691E-4,4.59525E-5,6.331351E-5,3.652552E-5,5.560823E-4,2.726608E-7,6.881845E-6,2.767236E-4,4.587701E-5,2.900647E-7,3.561522E-6,1.716145E-9,9.976691E-5,1.918922E-6,4.319737E-5,6.684672E-5,1.693286E-6,1.462149E-8,7.946979E-5,6.467777E-7,4.009409E-5,3.255035E-6,1.024439E-5,9.17054E-5,0.004073518,6.807567E-8,0.010945,0.006566391,0.02651542,9.427883,9.994239E-5,534776.0,534776.0
0.04436678,5.891499E-5,6.283185,3.141593,6.283185,752.2903,0.2365664,-8.731697E8,1142.296,1.4825E8,1142.296,1.000001,0.9460345,6.786496E-4,4.672193E-5,3.350032E-4,3.523857E-5,0.002800749,3.451268E-6,4.597332E-5,0.001405867,5.861355E-5,2.342861E-6,2.315716E-5,1.878324E-7,5.172298E-4,1.867746E-5,6.591495E-5,4.375064E-4,9.505611E-6,5.352061E-7,4.236081E-4,7.545758E-6,2.19263E-4,3.133031E-5,4.347897E-5,4.789707E-4,0.004034271,1.639783E-6,0.01056291,0.006260946,0.02538869,9.382399,1.000962E-4,532196.1,532196.1
0.1856129,2.471305E-4,6.283185,3.141593,6.283185,748.8678,0.2365664,-4.193603E8,1122.677,1.447969E8,1122.677,1.000001,0.9346735,0.00230926,2.853442E-5,0.001099424,2.171516E-5,0.008798995,2.007945E-5,1.425124E-4,0.004407976,5.481208E-5,9.648809E-6,6.938153E-5,6.296983E-6,0.001573293,7.876081E-5,5.386115E-5,0.001482787,3.155311E-5,6.024069E-6,0.001315912,2.76215E-5,6.569672E-4,8.484586E-5,1.262834E-4,0.001424006,0.003946713,1.063088E-5,0.009563815,0.005478896,0.02244096,9.263398,1.005537E-4,525446.0,525446.0
0.2,2.663458E-4,6.283185,3.141593,6.283185,748.5882,0.2365664,-3.975587E8,1121.255,1.445466E8,1121.255,1.000001,0.9338702,0.002431316,2.754386E-5,0.001156,2.097534E-5,0.009222599,2.164746E-5,1.488368E-4,0.004618779,5.430288E-5,1.026741E-5,7.227115E-5,7.29383E-6,0.001643719,8.35673E-5,5.301687E-5,0.001556721,3.318028E-5,6.654975E-6,0.001376597,2.898376E-5,6.853219E-4,8.762841E-5,1.318354E-4,0.001485465,0.003940967,1.134259E-5,0.009494438,0.005425497,0.0222362,9.255121,1.005913E-4,524976.5,524976.5
0.4,5.341284E-4,6.283185,3.141593,6.283185,745.322,0.2365664,-2.250395E8,1106.284,1.419116E8,1106.284,1.000001,0.9256501,0.003739101,1.904084E-5,0.001757498,1.461609E-5,0.01354791,4.046393E-5,2.107335E-4,0.006762314,4.810106E-5,1.74092E-5,9.93293E-5,2.432573E-5,0.002327693,1.369559E-4,4.485213E-5,0.002312135,5.047758E-5,1.518056E-5,0.001975023,4.243889E-5,9.548681E-4,1.110576E-4,1.85963E-4,0.002073037,0.003883726,1.845657E-5,0.008794444,0.004893755,0.0201719,9.17156,1.010321E-4,520236.9,520236.9
0.4641853,6.202979E-4,6.283185,3.141593,6.283185,744.4349,0.2365664,-1.983033E8,1102.674,1.412763E8,1102.674,1.000002,0.9237471,0.004058207,1.742111E-5,0.001903155,1.339661E-5,0.01454602,4.550993E-5,2.244513E-4,0.007254877,4.647097E-5,1.927276E-5,1.04977E-4,3.03816E-5,0.002476053,1.505167E-4,4.303424E-5,0.002486533,5.466807E-5,1.773234E-5,0.00210717,4.541841E-5,0.001011741,1.154338E-4,1.977436E-4,0.002198197,0.003870827,2.002312E-5,0.008635055,0.004774525,0.01970256,9.152526,1.011525E-4,519159.4,519159.9
0.4755619,6.355815E-4,6.283185,3.141593,6.283185,744.2821,0.2365664,-1.933763E8,1102.073,1.411705E8,1102.073,1.000002,0.923435,0.004111172,1.710716E-5,0.001927253,1.315257E-5,0.01470978,4.635726E-5,2.266753E-4,0.007335752,4.616289E-5,1.958592E-5,1.058786E-4,3.146185E-5,0.002500282,1.531228E-4,4.264186E-5,0.002515041,5.536184E-5,1.817248E-5,0.002128516,4.590101E-5,0.001020789,1.161073E-4,1.996439E-4,0.002218215,0.003868733,2.027572E-5,0.008609128,0.004755198,0.01962616,9.149414,1.011732E-4,518989.3,518992.0
0.6,8.029529E-4,6.283185,3.141593,6.283185,742.7153,0.2365664,-1.547846E8,1096.132,1.401248E8,1096.132,1.000002,0.9203936,0.004636561,1.481236E-5,0.00216632,1.146774E-5,0.01630068,5.499783E-5,2.48205E-4,0.008119166,4.351557E-5,2.273724E-5,1.143979E-4,4.330911E-5,0.002727839,1.756189E-4,4.000143E-5,0.002792981,6.225E-5,2.281064E-5,0.002333587,5.05288E-5,0.001106742,1.223988E-4,2.177482E-4,0.002408711,0.003848405,2.268207E-5,0.008356677,0.004568005,0.01888396,9.119289,1.013867E-4,517279.8,517283.1
0.8,0.001072654,6.283185,3.141593,6.283185,740.4509,0.2365664,-1.152453E8,1088.32,1.3875E8,1088.32,1.000002,0.9165796,0.005320639,1.220146E-5,0.002476915,9.526E-6,0.01828836,6.668074E-5,2.747262E-4,0.009095841,4.000641E-5,2.694644E-5,1.24315E-4,6.188796E-5,0.002998159,2.054641E-4,3.65775E-5,0.003140455,7.119157E-5,2.956349E-5,0.00258086,5.611087E-5,0.001206488,1.295198E-4,2.392902E-4,0.002632576,0.003823493,2.555247E-5,0.008043837,0.004338592,0.01796592,9.08199,1.016967E-4,515164.0,515167.3
1.0,0.001343141,6.283185,3.141593,6.283185,738.3963,0.2365664,-9.04097E7,1081.888,1.376179E8,1081.888,1.000002,0.9136197,0.005871929,1.03944E-5,0.002727073,8.184283E-6,0.01982369,7.635868E-5,2.950816E-4,0.009849297,3.718594E-5,3.038743E-5,1.314417E-4,7.939522E-5,0.003195951,2.299474E-4,3.396297E-5,0.003408759,7.838981E-5,3.558719E-5,0.002764743,6.025216E-5,0.001277541,1.345406E-4,2.55058E-4,0.002794724,0.003804662,2.765622E-5,0.007803985,0.00416468,0.01726371,9.053434,1.019797E-4,513544.2,513547.4
1.2,0.001614353,6.283185,3.141593,6.283185,736.4845,0.2365664,-7.337485E7,1076.365,1.366458E8,1076.365,1.000002,0.9112248,0.006331785,9.050201E-6,0.002935991,7.186754E-6,0.02106024,8.455496E-5,3.115021E-4,0.01045599,3.483676E-5,3.32659E-5,1.368502E-4,9.56826E-5,0.003348003,2.506773E-4,3.1859E-5,0.003624694,8.439404E-5,4.101098E-5,0.002908144,6.346825E-5,0.001330798,1.383452E-4,2.671699E-4,0.002918433,0.003789801,2.927333E-5,0.007611859,0.004026651,0.01670239,9.030596,1.022444E-4,512248.8,512252.1
1.4,0.001886254,6.283185,3.141593,6.283185,734.677,0.2365664,-6.108148E7,1071.49,1.357877E8,1071.49,1.000002,0.9092341,0.006723967,8.014887E-6,0.003114588,6.417404E-6,0.02208337,9.160018E-5,3.251774E-4,0.01095829,3.283E-5,3.571251E-5,1.411009E-4,1.107683E-4,0.003468765,2.685999E-4,3.00982E-5,0.003803214,8.951585E-5,4.592856E-5,0.003023517,6.603976E-5,0.001372055,1.413681E-4,2.767752E-4,0.003016093,0.003777749,3.055581E-5,0.007453533,0.003913786,0.01624067,9.011809,1.024959E-4,511183.2,511186.5
1.6,0.002158806,6.283185,3.141593,6.283185,732.9476,0.2365664,-5.177481E7,1067.089,1.35013E8,1067.089,1.000002,0.90754,0.007065101,7.179526E-6,0.00327039,5.794761E-6,0.0229502,9.774855E-5,3.368816E-4,0.01138436,3.107495E-5,3.782411E-5,1.445475E-4,1.247574E-4,0.003567463,2.843974E-4,2.858313E-5,0.003954287,9.397225E-5,5.042519E-5,0.003118914,6.815221E-5,0.001404968,1.438508E-4,2.846067E-4,0.003095538,0.003767732,3.160137E-5,0.0073198,0.003819077,0.01585129,8.995966,1.027378E-4,510285.0,510289.1
1.644031,0.002218894,6.283185,3.141593,6.283185,732.5756,0.2365664,-5.005003E7,1066.172,1.348517E8,1066.172,1.000002,0.9072001,0.007134432,7.00683E-6,0.003302103,5.667547E-6,0.02312364,9.899772E-5,3.392412E-4,0.0114697,3.071412E-5,3.825052E-5,1.452198E-4,1.276983E-4,0.003586824,2.87651E-4,2.826974E-5,0.003984486,9.487749E-5,5.136403E-5,0.003137732,6.856733E-5,0.001411317,1.443372E-4,2.861385E-4,0.003111062,0.003765752,3.180579E-5,0.00729309,0.003800232,0.01577359,8.992805,1.0279E-4,510106.1,510110.8
1.66725,0.002250593,6.283185,3.141593,6.283185,732.3797,0.2365664,-5.169475E7,1065.695,1.347677E8,1065.695,1.000002,0.9070253,0.007170133,6.89283E-6,0.003318427,5.560464E-6,0.0232129,9.963789E-5,3.404509E-4,0.01151374,3.049626E-5,3.847015E-5,1.455619E-4,1.292284E-4,0.003596924,2.895818E-4,2.803311E-5,0.00399995,9.534296E-5,5.185098E-5,0.003147316,6.877903E-5,0.001414503,1.445766E-4,2.869186E-4,0.003118927,0.003764745,3.190983E-5,0.007279455,0.003790621,0.01573387,8.99118,1.028175E-4,510018.7,510025.0
1.669803,0.00225408,6.283185,3.141593,6.283185,732.3575,0.2365664,-5.679633E7,1065.641,1.347583E8,1065.641,1.000002,0.9070062,0.007174,6.811705E-6,0.003320187,5.449279E-6,0.0232228,9.970478E-5,3.405801E-4,0.01151869,3.042894E-5,3.849405E-5,1.455989E-4,1.293951E-4,0.003598229,2.900371E-4,2.794371E-5,0.00400159,9.539212E-5,5.190387E-5,0.00314832,6.880211E-5,0.001414808,1.445995E-4,2.870008E-4,0.003119724,0.003764641,3.192101E-5,0.007278046,0.003789629,0.0157297,8.991001,1.028206E-4,510013.3,510021.3
1.672479,0.002257735,6.283185,3.141593,6.283185,732.3345,0.2365664,-4.880523E7,1065.587,1.347486E8,1065.587,1.000002,0.906987,0.007178004,6.765304E-6,0.003322003,5.439673E-6,0.02323272,9.977453E-5,3.407134E-4,0.01152363,3.039943E-5,3.851899E-5,1.456361E-4,1.295696E-4,0.003599376,2.902836E-4,2.787359E-5,0.004003318,9.544405E-5,5.195859E-5,0.003149375,6.882563E-5,0.001415146,1.446201E-4,2.870879E-4,0.003120581,0.003764532,3.193247E-5,0.007276548,0.003788573,0.01572531,8.990821,1.028238E-4,510004.1,510012.4
1.676466,0.002263179,6.283185,3.141593,6.283185,732.3002,0.2365664,-4.906334E7,1065.504,1.347341E8,1065.504,1.000002,0.9069577,0.007183953,6.730372E-6,0.00332471,5.384818E-6,0.02324783,9.987892E-5,3.409117E-4,0.01153118,3.033468E-5,3.85561E-5,1.456922E-4,1.298289E-4,0.003601254,2.908364E-4,2.775743E-5,0.004005872,9.552103E-5,5.204037E-5,0.003150934,6.886052E-5,0.001415637,1.4465E-4,2.872165E-4,0.003121836,0.003764371,3.194953E-5,0.007274338,0.003787017,0.01571881,8.990547,1.028286E-4,509993.3,510003.3
1.67701,0.002263921,6.283185,3.141593,6.283185,732.2957,0.2365664,-5.185652E7,1065.493,1.347321E8,1065.493,1.000002,0.9069535,0.007184758,6.715941E-6,0.003325074,5.387336E-6,0.02324995,9.989298E-5,3.409382E-4,0.01153224,3.033249E-5,3.856114E-5,1.456994E-4,1.298642E-4,0.003601545,2.909444E-4,2.77462E-5,0.00400622,9.553159E-5,5.20515E-5,0.003151147,6.886517E-5,0.001415706,1.446535E-4,2.872341E-4,0.00312201,0.003764347,3.195181E-5,0.00727403,0.0037868,0.01571791,8.990508,1.028293E-4,509992.2,510002.6
1.677118,0.002264068,6.283185,3.141593,6.283185,732.2948,0.2365664,-5.293759E7,1065.491,1.347317E8,1065.491,1.000002,0.9069526,0.007184917,6.712293E-6,0.003325146,5.387179E-6,0.0232504,9.98958E-5,3.409435E-4,0.01153246,3.033072E-5,3.856214E-5,1.457008E-4,1.298712E-4,0.003601614,2.909781E-4,2.774296E-5,0.004006288,9.553366E-5,5.205374E-5,0.003151189,6.886609E-5,0.001415719,1.446543E-4,2.872376E-4,0.003122044,0.003764343,3.195226E-5,0.007273971,0.003786758,0.01571773,8.9905,1.028294E-4,509992.1,510002.6
1.678244,0.002265606,6.283185,3.141593,6.283185,732.2852,0.2365664,-4.841119E7,1065.468,1.347277E8,1065.468,1.000002,0.9069447,0.007186578,6.675474E-6,0.003325901,5.379907E-6,0.02325449,9.99252E-5,3.409987E-4,0.01153447,3.032231E-5,3.857259E-5,1.457158E-4,1.299442E-4,0.003602073,2.910616E-4,2.771431E-5,0.004007009,9.555545E-5,5.20766E-5,0.003151628,6.887571E-5,0.001415862,1.446617E-4,2.87274E-4,0.003122402,0.003764298,3.195699E-5,0.007273345,0.003786317,0.0157159,8.990426,1.028307E-4,509987.9,509998.5
1.779713,0.002404251,6.283185,3.141593,6.283185,731.4454,0.2365664,-4.522858E7,1063.444,1.343716E8,1063.444,1.000003,0.9062133,0.007336812,6.579654E-6,0.003394738,5.345532E-6,0.02362635,1.026423E-4,3.460967E-4,0.01171783,2.964671E-5,3.948711E-5,1.471325E-4,1.364243E-4,0.003642839,2.980634E-4,2.744155E-5,0.004071342,9.753102E-5,5.415351E-5,0.003191506,6.974597E-5,0.001429174,1.45588E-4,2.904909E-4,0.003155168,0.003760041,3.238167E-5,0.007216031,0.003746,0.01554951,8.983653,1.029488E-4,509602.1,509614.3
1.8,0.00243199,6.283185,3.141593,6.283185,731.2789,0.2365664,-4.45252E7,1063.049,1.343021E8,1063.049,1.000003,0.9060735,0.007365753,6.510251E-6,0.003408011,5.291734E-6,0.02369736,1.031636E-4,3.470758E-4,0.01175282,2.949861E-5,3.966232E-5,1.474001E-4,1.376905E-4,0.003650553,2.994225E-4,2.731589E-5,0.004083688,9.790932E-5,5.455822E-5,0.00319908,6.991263E-5,0.001431662,1.457814E-4,2.910995E-4,0.003161352,0.003759238,3.246223E-5,0.007205104,0.003738326,0.01551778,8.982363,1.029722E-4,509528.9,509541.3
2.0,0.00270579,6.283185,3.141593,6.283185,729.662,0.2365664,-3.87566E7,1059.31,1.336438E8,1059.31,1.000003,0.9047947,0.007632611,5.90183E-6,0.003530911,4.847907E-6,0.02434604,1.079702E-4,3.560769E-4,0.01207286,2.811268E-5,4.127294E-5,1.497941E-4,1.497026E-4,0.003719829,3.120686E-4,2.611156E-5,0.004196457,1.014023E-4,5.837298E-5,0.003267565,7.140564E-5,0.001453712,1.475924E-4,2.965674E-4,0.00321686,0.003751997,3.318767E-5,0.007105402,0.003668483,0.0152283,8.970595,1.032004E-4,508861.3,508873.8
2.2,0.002980187,6.283185,3.141593,6.283185,728.0861,0.2365664,-3.401267E7,1055.806,1.330273E8,1055.806,1.000003,0.9036657,0.007871676,5.402472E-6,0.003641551,4.47426E-6,0.02491624,1.122629E-4,3.641106E-4,0.01235485,2.684751E-5,4.270035E-5,1.5183E-4,1.609293E-4,0.003779062,3.235435E-4,2.504932E-5,0.004295437,1.045335E-4,6.190824E-5,0.003326718,7.268066E-5,0.001472112,1.491789E-4,3.012291E-4,0.003264244,0.003745765,3.380782E-5,0.007017862,0.003607437,0.01497438,8.96028,1.034238E-4,508276.3,508288.8
2.4,0.003255172,6.283185,3.141593,6.283185,726.5451,0.2365664,-3.008779E7,1052.5,1.324454E8,1052.5,1.000003,0.9026615,0.008087211,4.969151E-6,0.003741811,4.149852E-6,0.02542129,1.161168E-4,3.71346E-4,0.0126053,2.569011E-5,4.397149E-5,1.53579E-4,1.714344E-4,0.003830184,3.340257E-4,2.408687E-5,0.004382971,1.073586E-4,6.519514E-5,0.003378273,7.377939E-5,0.001487605,1.50575E-4,3.052385E-4,0.003305106,0.003740353,3.434122E-5,0.006940382,0.003553626,0.01474986,8.951168,1.036431E-4,507759.4,507772.0
2.6,0.003530735,6.283185,3.141593,6.283185,725.0338,0.2365664,-2.67254E7,1049.359,1.318926E8,1049.359,1.000003,0.9017617,0.00828287,4.597993E-6,0.003833215,3.864326E-6,0.02587181,1.195945E-4,3.779165E-4,0.01282938,2.462081E-5,4.510937E-5,1.550965E-4,1.812808E-4,0.00387474,3.436586E-4,2.320122E-5,0.004460934,1.099216E-4,6.826039E-5,0.003423594,7.473564E-5,0.001500765,1.518089E-4,3.087176E-4,0.003340687,0.003735618,3.480344E-5,0.006871289,0.003505816,0.01454981,8.943056,1.038592E-4,507299.6,507313.2
2.692667,0.003658609,6.283185,3.141593,6.283185,724.3425,0.2365664,-2.544654E7,1047.954,1.316451E8,1047.954,1.000003,0.9013763,0.008367386,4.425878E-6,0.003872868,3.74282E-6,0.02606422,1.210906E-4,3.807605E-4,0.0129253,2.415536E-5,4.559614E-5,1.557316E-4,1.856336E-4,0.003893445,3.478626E-4,2.281378E-5,0.004494189,1.110294E-4,6.961088E-5,0.003442753,7.51359E-5,0.001506185,1.523348E-4,3.101744E-4,0.00335563,0.003733626,3.499665E-5,0.006841784,0.003485451,0.01446442,8.939597,1.039583E-4,507103.5,507117.3
2.8,0.003806882,6.283185,3.141593,6.283185,723.5487,0.2365665,-2.400061E7,1046.362,1.31365E8,1046.362,1.000003,0.9009533,0.008460594,4.250992E-6,0.003916769,3.611032E-6,0.02627497,1.227366E-4,3.839056E-4,0.01303056,2.363441E-5,4.612943E-5,1.564179E-4,1.90512E-4,0.003913685,3.525359E-4,2.238887E-5,0.004530577,1.12253E-4,7.112136E-5,0.003463597,7.556762E-5,0.001511975,1.529155E-4,3.117482E-4,0.003371817,0.003731465,3.520517E-5,0.006809465,0.003463182,0.01437092,8.935812,1.040723E-4,506888.8,506902.5
3.0,0.004083578,6.283185,3.141593,6.283185,722.0853,0.2365665,-2.159194E7,1043.481,1.308579E8,1043.481,1.000003,0.900219,0.008623544,3.950934E-6,0.003993832,3.384083E-6,0.0266397,1.256012E-4,3.894226E-4,0.01321317,2.271202E-5,4.705251E-5,1.575851E-4,1.992098E-4,0.003948196,3.60787E-4,2.163187E-5,0.004593473,1.143928E-4,7.380744E-5,0.003499357,7.630143E-5,0.001521662,1.539203E-4,3.144237E-4,0.003399439,0.003727778,3.555904E-5,0.006753523,0.003424718,0.01420915,8.929268,1.042833E-4,506517.6,506531.2
3.2,0.004360831,6.283185,3.141593,6.283185,720.6417,0.2365665,-1.950497E7,1040.705,1.303692E8,1040.705,1.000003,0.8995512,0.008773151,3.681514E-6,0.004064992,3.179436E-6,0.02697006,1.282136E-4,3.945166E-4,0.01337917,2.184846E-5,4.788827E-5,1.586181E-4,2.074047E-4,0.003978844,3.684674E-4,2.092349E-5,0.004650342,1.163581E-4,7.632969E-5,0.003531384,7.694968E-5,0.001530037,1.548314E-4,3.167894E-4,0.003424005,0.003724505,3.587109E-5,0.006702829,0.003389959,0.01406263,8.923349,1.044922E-4,506181.8,506195.4
3.4,0.004638637,6.283185,3.141593,6.283185,719.2157,0.2365665,-1.768392E7,1038.02,1.298968E8,1038.02,1.000003,0.898942,0.008910834,3.438331E-6,0.004130867,2.993878E-6,0.02727015,1.306007E-4,3.992364E-4,0.01353053,2.103712E-5,4.864653E-5,1.595357E-4,2.15135E-4,0.00400616,3.756353E-4,2.025874E-5,0.004701903,1.181674E-4,7.870141E-5,0.003560166,7.752388E-5,0.001537293,1.55661E-4,3.188883E-4,0.003445941,0.003721591,3.614707E-5,0.00665675,0.003358447,0.01392951,8.917979,1.046993E-4,505877.1,505890.7
3.6,0.004916991,6.283185,3.141593,6.283185,717.8057,0.2365665,-1.608427E7,1035.418,1.294387E8,1035.418,1.000004,0.8983846,0.00903787,3.217657E-6,0.004192012,2.824687E-6,0.02754361,1.327869E-4,4.03625E-4,0.013669,2.027226E-5,4.93362E-5,1.60354E-4,2.224371E-4,0.004030606,3.823435E-4,1.963233E-5,0.004748798,1.198371E-4,8.093499E-5,0.003586135,7.803419E-5,0.0015436,1.564193E-4,3.207577E-4,0.003465619,0.003718991,3.639202E-5,0.006614725,0.003329777,0.01380815,8.91309,1.04905E-4,505599.8,505613.3
3.8,0.00519589,6.283185,3.141593,6.283185,716.4099,0.2365665,-1.46707E7,1032.886,1.289932E8,1032.886,1.000004,0.8978727,0.009155424,3.016458E-6,0.004248934,2.669645E-6,0.02779371,1.347945E-4,4.077211E-4,0.01379616,1.954896E-5,4.996537E-5,1.610877E-4,2.293451E-4,0.004052595,3.886396E-4,1.903964E-5,0.004791604,1.213823E-4,8.304201E-5,0.003609673,7.848965E-5,0.001549106,1.571154E-4,3.224309E-4,0.003483367,0.003716663,3.661042E-5,0.006576249,0.003303585,0.01369707,8.908623,1.051094E-4,505346.4,505359.9
4.0,0.00547533,6.283185,3.141593,6.283185,715.0271,0.2365665,-1.341456E7,1030.419,1.285589E8,1030.419,1.000004,0.8974012,0.009264457,2.832231E-6,0.004302049,2.526935E-6,0.02802314,1.366422E-4,4.115559E-4,0.01391329,1.886312E-5,5.054076E-5,1.617481E-4,2.35889E-4,0.00407245,3.945632E-4,1.847708E-5,0.004830792,1.228157E-4,8.503243E-5,0.003631087,7.889748E-5,0.001553927,1.577566E-4,3.239341E-4,0.003499443,0.003714572,3.680584E-5,0.006540913,0.003279578,0.01359508,8.904527,1.053127E-4,505114.1,505127.5
4.2,0.005755308,6.283185,3.141593,6.283185,713.656,0.2365665,-1.229456E7,1028.009,1.281346E8,1028.009,1.000004,0.8969661,0.009365754,2.662984E-6,0.004351695,2.395101E-6,0.028234,1.383451E-4,4.151542E-4,0.0140214,1.821137E-5,5.106781E-5,1.62344E-4,2.420944E-4,0.004090426,4.001462E-4,1.794174E-5,0.004866736,1.241473E-4,8.69147E-5,0.003650616,7.926331E-5,0.001558152,1.583486E-4,3.252878E-4,0.003514046,0.003712692,3.698103E-5,0.006508393,0.003257526,0.01350124,8.900765,1.05515E-4,504900.7,504914.0
4.4,0.006035823,6.283185,3.141593,6.283185,712.2959,0.2365665,-1.128992E7,1025.65,1.277196E8,1025.65,1.000004,0.8965639,0.009459984,2.506985E-6,0.004398163,2.272918E-6,0.0284281,1.399162E-4,4.18537E-4,0.01412136,1.759087E-5,5.155113E-5,1.628828E-4,2.479839E-4,0.004106731,4.054159E-4,1.743105E-5,0.004899753,1.253859E-4,8.869624E-5,0.003668459,7.959186E-5,0.001561856,1.588962E-4,3.26509E-4,0.003527342,0.003711001,3.713831E-5,0.006478415,0.003237234,0.01341475,8.897304,1.057165E-4,504704.3,504717.6
4.6,0.006316871,6.283185,3.141593,6.283185,710.9459,0.2365665,-1.03853E7,1023.339,1.273128E8,1023.339,1.000004,0.8961914,0.009547779,2.36283E-6,0.004441724,2.159359E-6,0.02860713,1.413679E-4,4.21724E-4,0.01421398,1.699905E-5,5.19951E-5,1.633711E-4,2.53579E-4,0.004121561,4.10398E-4,1.694272E-5,0.00493014,1.265397E-4,9.038411E-5,0.003684802,7.988752E-5,0.001565106,1.594038E-4,3.276133E-4,0.003539484,0.003709477,3.727982E-5,0.006450721,0.003218519,0.01333486,8.894112,1.059172E-4,504523.2,504536.6
4.8,0.006598453,6.283185,3.141593,6.283185,709.6053,0.2365665,-9569721.0,1021.071,1.269136E8,1021.071,1.000004,0.8958459,0.009629681,2.229328E-6,0.004482614,2.053543E-6,0.0287725,1.427108E-4,4.247317E-4,0.01429993,1.643372E-5,5.240342E-5,1.638147E-4,2.588987E-4,0.004135078,4.151146E-4,1.647482E-5,0.004958147,1.276158E-4,9.198456E-5,0.003699801,8.015392E-5,0.001567957,1.59875E-4,3.286138E-4,0.003550598,0.003708103,3.740734E-5,0.006425096,0.00320123,0.01326095,8.891164,1.061173E-4,504356.0,504369.3
5.0,0.006880565,6.283185,3.141593,6.283185,708.2734,0.2365665,-8834002.0,1018.842,1.265213E8,1018.842,1.000004,0.895525,0.009706177,2.105403E-6,0.004521042,1.954678E-6,0.02892549,1.439542E-4,4.275747E-4,0.01437981,1.589287E-5,5.277942E-5,1.642184E-4,2.639606E-4,0.004147423,4.195856E-4,1.602567E-5,0.004983999,1.286206E-4,9.350329E-5,0.003713592,8.039429E-5,0.00157046,1.603133E-4,3.295219E-4,0.003560795,0.003706863,3.752243E-5,0.006401347,0.00318523,0.01319246,8.888438,1.063169E-4,504201.4,504214.6
5.2,0.007163206,6.283185,3.141593,6.283185,706.9496,0.2365665,-8165744.0,1016.649,1.261353E8,1016.649,1.000004,0.8952263,0.00977772,1.989962E-6,0.004557204,1.862017E-6,0.02906727,1.451072E-4,4.302668E-4,0.0144542,1.537465E-5,5.312618E-5,1.645868E-4,2.687812E-4,0.004158727,4.238293E-4,1.559379E-5,0.005007901,1.295599E-4,9.494569E-5,0.0037263,8.061158E-5,0.001572657,1.607216E-4,3.303481E-4,0.003570176,0.003705743,3.76265E-5,0.006379297,0.003170394,0.01312887,8.885911,1.06516E-4,504058.0,504071.3
