Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_XYLENE_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,932.4327,0.2365664,-1.357575E11,1425.013,0.0,1425.013,1.0,0.2031835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04552402,0.1977926,0.1580827,0.3954171,9.443275,8.075802E-5,535652.9,535652.9
2.567967E-6,2.754101E-9,6.283185,3.141593,6.283185,932.3989,0.2365664,-1.947205E11,1424.922,1.979942E8,1424.922,1.0,0.2031835,8.592701E-8,1.638071E-9,2.030781E-6,7.947353E-9,1.323713E-5,9.404959E-6,8.365401E-12,4.954512E-9,2.059572E-5,1.445923E-5,2.228389E-11,4.937556E-10,3.844428E-9,3.583652E-16,1.237322E-5,9.003875E-10,1.682325E-7,1.111895E-15,7.569242E-18,1.632933E-15,1.187661E-5,5.450121E-9,3.600232E-6,1.083024E-5,1.168235E-9,0.04552398,0.1977236,0.1579973,0.395328,9.443014,8.076095E-5,535638.1,535638.1
2.368667E-5,2.540741E-8,6.283185,3.141593,6.283185,932.1139,0.2365664,-2.193071E11,1424.011,1.978339E8,1424.011,1.0,0.2031838,1.648505E-6,3.59714E-7,4.157009E-5,1.268767E-6,2.088974E-4,2.080611E-4,3.557266E-9,6.25635E-7,3.242215E-4,1.333223E-4,1.922806E-9,4.223881E-8,4.474231E-7,1.345241E-12,1.905699E-4,8.793669E-8,1.50966E-5,1.12518E-12,3.343201E-13,9.935024E-12,1.792916E-4,2.377989E-6,5.183309E-5,1.653649E-4,2.455314E-7,0.04552253,0.197153,0.1572925,0.394638,9.439862,8.078564E-5,535459.3,535459.3
1.946083E-4,2.089974E-7,6.283185,3.141593,6.283185,929.9536,0.2365664,-2.543815E11,1415.433,1.963241E8,1415.433,1.0,0.2032247,2.029604E-5,4.987019E-5,7.206759E-4,1.043349E-4,0.001779109,0.004108498,1.880377E-6,4.468033E-5,0.003322571,0.001076015,1.525927E-7,3.10955E-6,3.161841E-5,2.721728E-9,0.001790996,9.575267E-6,8.311227E-4,1.066617E-8,4.860245E-9,9.120762E-8,0.001744783,2.829164E-4,4.324544E-4,0.001984695,2.98177E-5,0.04538989,0.1920154,0.1511379,0.3875228,9.404792,8.097331E-5,533470.0,533470.0
5.705515E-4,6.139492E-7,6.283185,3.141593,6.283185,927.2247,0.2365664,-1.848147E11,1398.205,1.932918E8,1398.205,1.0,0.2034251,3.168316E-5,5.629644E-4,0.002506498,6.591132E-4,0.002586619,0.01612474,3.59704E-5,4.275511E-4,0.01148087,0.00228745,2.084341E-6,2.506838E-5,2.698833E-4,1.888583E-7,0.005632295,9.248048E-5,0.00424522,1.045061E-6,2.613472E-7,3.833868E-6,0.005848572,0.001798799,0.00114524,0.007557916,2.116333E-4,0.04477865,0.1798598,0.137339,0.3675039,9.317659,8.121162E-5,528527.6,528527.6
0.001919263,2.069695E-6,6.283185,3.141593,6.283185,926.6023,0.2365664,-6.852234E10,1368.031,1.87981E8,1368.031,1.0,0.2038406,2.292877E-5,0.004067184,0.003613778,0.003022825,0.001707742,0.04730872,3.147264E-4,0.002431424,0.03299925,0.002268526,2.456271E-5,1.229822E-4,0.001137922,6.554803E-6,0.01594454,4.986254E-4,0.01413365,3.543828E-5,5.287919E-6,5.7312E-5,0.01585078,0.006319256,0.002562958,0.02111739,8.378431E-4,0.04358003,0.1508557,0.1065695,0.3142588,9.122705,8.126617E-5,517469.1,517469.1
0.00509604,5.495212E-6,6.283185,3.141593,6.283185,927.8703,0.2365664,-2.908197E10,1339.439,1.829486E8,1339.439,1.0,0.2041472,1.267709E-5,0.01004282,0.002289881,0.006345623,0.001012652,0.08392459,8.535364E-4,0.004865321,0.05711732,0.001871965,9.187549E-5,2.618052E-4,0.002002218,3.788749E-5,0.02664931,0.001163418,0.02610578,1.903121E-4,2.639713E-5,2.259372E-4,0.02500279,0.01119681,0.003845823,0.03342514,0.001672994,0.04257242,0.119586,0.07630696,0.252281,8.919836,8.115511E-5,505962.2,505962.2
0.006005153,6.47494E-6,6.283185,3.141593,6.283185,927.9652,0.2365664,-2.497202E10,1334.312,1.820461E8,1334.312,1.0,0.2041884,1.123156E-5,0.01121713,0.002054607,0.006929013,9.150329E-4,0.09066181,9.746193E-4,0.005248338,0.06131699,0.001824969,1.092724E-4,2.904627E-4,0.002127483,4.792894E-5,0.02832233,0.001295839,0.02831144,2.329014E-4,3.301016E-5,2.709559E-4,0.02636029,0.01198148,0.004041336,0.03517669,0.001833698,0.04239196,0.114224,0.07143163,0.2412624,8.88478,8.114681E-5,503976.9,503978.2
0.006126539,6.605748E-6,6.283185,3.141593,6.283185,927.9725,0.2365664,-2.446767E10,1333.683,1.819354E8,1333.683,1.0,0.2041931,1.106038E-5,0.01136248,0.002026943,0.006999797,9.035384E-4,0.09148936,9.89942E-4,0.005293809,0.06182732,0.001819354,1.115184E-4,2.94069E-4,0.002142138,4.927908E-5,0.02852159,0.001312388,0.02858224,2.383984E-4,3.389526E-5,2.768059E-4,0.02652006,0.01207506,0.0040645,0.0353806,0.001853573,0.0423697,0.1135741,0.07084725,0.2399195,8.880521,8.114617E-5,503736.3,503738.0
0.006174092,6.656993E-6,6.283185,3.141593,6.283185,927.9752,0.2365664,-2.429468E10,1333.439,1.818926E8,1333.439,1.0,0.204195,1.099745E-5,0.01141877,0.002016339,0.007027125,8.991473E-4,0.09180968,9.958942E-4,0.005311305,0.06202463,0.001817203,1.123935E-4,2.954692E-4,0.002147765,4.98084E-5,0.02859847,0.001318971,0.02868698,2.405395E-4,3.4242E-5,2.790874E-4,0.02658147,0.01211111,0.004073411,0.03545884,0.001861269,0.04236107,0.1133232,0.07062201,0.2394005,8.878874,8.114594E-5,503643.8,503645.9
0.006292251,6.784322E-6,6.283185,3.141593,6.283185,927.981,0.2365664,-2.383813E10,1332.842,1.817875E8,1332.842,1.0,0.2041994,1.084351E-5,0.01155704,0.001990514,0.007094062,8.88444E-4,0.09259462,0.001010561,0.005354018,0.06250721,0.001811942,1.145561E-4,2.989176E-4,0.002161473,5.112448E-5,0.02878535,0.001334248,0.02894397,2.458291E-4,3.510349E-5,2.84731E-4,0.02673116,0.01219917,0.004095157,0.03564927,0.001880172,0.04233989,0.1127086,0.07007127,0.2381286,8.874846,8.114544E-5,503415.3,503417.2
0.006471177,6.977134E-6,6.283185,3.141593,6.283185,927.9885,0.2365664,-2.322594E10,1331.958,1.81632E8,1331.958,1.0,0.2042058,1.061624E-5,0.01176231,0.001952827,0.007192931,8.728521E-4,0.09375839,0.001032453,0.005416742,0.06322091,0.001804222,1.178006E-4,3.0406E-4,0.002181529,5.311991E-5,0.02906045,0.001357429,0.02932472,2.537577E-4,3.640789E-5,2.932118E-4,0.0269505,0.0123287,0.004127072,0.03592751,0.001908237,0.04230844,0.1118008,0.06926014,0.2362473,8.868889,8.114478E-5,503078.4,503080.8
0.006497485,7.005483E-6,6.283185,3.141593,6.283185,927.9894,0.2365664,-2.310603E10,1331.83,1.816094E8,1331.83,1.0,0.2042067,1.05831E-5,0.01179208,0.001947403,0.007207222,8.705949E-4,0.09392694,0.00103564,0.005425773,0.06332405,0.001803104,1.182745E-4,3.048082E-4,0.002184408,5.341349E-5,0.02910007,0.001360786,0.02937987,2.549152E-4,3.659962E-5,2.94452E-4,0.02698203,0.01234736,0.004131664,0.0359674,0.001912307,0.04230388,0.1116697,0.06914317,0.2359752,8.868028,8.11447E-5,503029.7,503032.2
0.006528396,7.038792E-6,6.283185,3.141593,6.283185,927.9905,0.2365664,-2.30245E10,1331.681,1.815831E8,1331.681,1.0,0.2042078,1.054545E-5,0.01182692,0.001941077,0.00722393,8.679665E-4,0.09412427,0.001039374,0.005436318,0.06344475,0.001801802,1.188303E-4,3.056846E-4,0.002187768,5.375849E-5,0.02914645,0.001364826,0.02944438,2.562724E-4,3.682488E-5,2.959068E-4,0.02701882,0.01236916,0.004137026,0.03601395,0.00191707,0.04229854,0.1115163,0.06900648,0.235657,8.86702,8.11446E-5,502973.0,502975.6
0.006818202,7.351085E-6,6.283185,3.141593,6.283185,927.9973,0.2365664,-2.208594E10,1330.308,1.813415E8,1330.308,1.0,0.2042174,1.019684E-5,0.01214696,0.001883941,0.007376597,8.442006E-4,0.09593202,0.001073845,0.005532084,0.06454746,0.001789853,1.239878E-4,3.137711E-4,0.002218161,5.699522E-5,0.02956726,0.001401249,0.03003557,2.688566E-4,3.893519E-5,3.094318E-4,0.02735203,0.01256724,0.004185683,0.03643408,0.001960808,0.04224955,0.1101158,0.06776195,0.2327468,8.857815,8.1144E-5,502453.9,502457.6
0.006862013,7.398295E-6,6.283185,3.141593,6.283185,927.9981,0.2365664,-2.192847E10,1330.106,1.813058E8,1330.106,1.0,0.2042188,1.014861E-5,0.01219432,0.001875604,0.007399068,8.407165E-4,0.09619901,0.001078974,0.00554609,0.06470981,0.001788103,1.247591E-4,3.149737E-4,0.002222586,5.748478E-5,0.0296289,0.001406676,0.03012286,2.707369E-4,3.925392E-5,3.114581E-4,0.02740063,0.01259625,0.004192793,0.03649514,0.001967279,0.0422423,0.1099097,0.06757938,0.232318,8.85646,8.114394E-5,502377.4,502381.4
0.007075053,7.627865E-6,6.283185,3.141593,6.283185,927.9999,0.2365664,-2.127843E10,1329.138,1.811355E8,1329.138,1.0,0.2042253,9.916644E-6,0.01242098,0.00183632,0.007506179,8.24393E-4,0.09747414,0.001103619,0.005612524,0.06548349,0.001779795,1.284805E-4,3.207502E-4,0.002243513,5.986641E-5,0.0299207,0.001431937,0.03053995,2.797979E-4,4.080265E-5,3.212463E-4,0.02763067,0.01273402,0.004226501,0.03678353,0.001998251,0.04220758,0.1089274,0.06671123,0.2302717,8.849999,8.114378E-5,502012.0,502016.3
0.007315366,7.886823E-6,6.283185,3.141593,6.283185,927.9998,0.2365664,-2.059625E10,1328.081,1.809496E8,1328.081,1.0,0.2042323,9.668372E-6,0.01266939,0.001794344,0.007622727,8.069337E-4,0.09886746,0.001130825,0.005684179,0.06632543,0.001770805,1.326182E-4,3.271235E-4,0.002265953,6.255449E-5,0.03023531,0.001459232,0.03099571,2.89851E-4,4.254695E-5,3.321539E-4,0.02787782,0.0128829,0.004262805,0.03709194,0.002032196,0.0421695,0.1078588,0.06577082,0.2280414,8.842966,8.114379E-5,501613.0,501617.4
0.01069819,1.153236E-5,6.283185,3.141593,6.283185,927.8275,0.2365664,-1.406152E10,1315.996,1.788224E8,1315.996,1.0,0.2042969,7.170771E-6,0.01557743,0.001371953,0.00892897,6.277644E-4,0.1148722,0.001462123,0.006442405,0.0757478,0.001668871,1.852555E-4,4.049132E-4,0.002494433,1.001541E-4,0.03356896,0.001771335,0.03622428,4.156538E-4,6.65862E-5,4.728195E-4,0.03041064,0.01446727,0.004641663,0.04015177,0.00242888,0.04172253,0.09594679,0.05556158,0.2028976,8.764118,8.115885E-5,497140.9,497145.4
0.01174077,1.265609E-5,6.283185,3.141593,6.283185,927.7391,0.2365664,-1.277743E10,1313.041,1.783024E8,1313.041,1.0,0.2043083,6.656674E-6,0.01630958,0.001283763,0.009241931,5.894106E-4,0.1188075,0.001548704,0.006611164,0.07799307,0.001643871,1.996906E-4,4.254304E-4,0.002542662,1.11546E-4,0.03431042,0.001848268,0.03750686,4.494037E-4,7.375112E-5,5.11941E-4,0.0309456,0.01482015,0.004723796,0.04076763,0.00252841,0.04160968,0.09312096,0.05321646,0.1968575,8.745276,8.116658E-5,496074.8,496080.0
0.01208802,1.30304E-5,6.283185,3.141593,6.283185,927.7077,0.2365664,-1.242743E10,1312.116,1.781395E8,1312.116,1.0,0.2043115,6.496997E-6,0.01654078,0.001257156,0.009339524,5.777463E-4,0.1200427,0.001576259,0.006662737,0.07869204,0.001635955,2.043426E-4,4.319857E-4,0.002557178,1.153126E-4,0.03453758,0.001873239,0.03790885,4.602129E-4,7.61099E-5,5.245938E-4,0.0311062,0.01492772,0.004748657,0.04094977,0.002559797,0.04157406,0.09224316,0.05249411,0.1949754,8.739407,8.116933E-5,495745.2,495751.6
0.01211249,1.305678E-5,6.283185,3.141593,6.283185,927.7054,0.2365664,-1.234739E10,1312.051,1.781282E8,1312.051,1.0,0.2043117,6.487874E-6,0.01655685,0.001255315,0.009346285,5.769317E-4,0.1201284,0.001578177,0.006666291,0.07874038,0.00163541,2.046675E-4,4.324427E-4,0.002558174,1.155774E-4,0.03455321,0.001874948,0.03793674,4.609667E-4,7.627557E-5,5.254783E-4,0.03111722,0.01493513,0.004750366,0.04096221,0.002561977,0.04157159,0.0921824,0.05244422,0.194845,8.739001,8.116953E-5,495722.3,495728.8
0.01220258,1.315388E-5,6.283185,3.141593,6.283185,927.697,0.2365664,-1.226087E10,1311.816,1.780868E8,1311.816,1.0,0.2043125,6.450936E-6,0.01661576,0.001248602,0.009371043,5.73981E-4,0.120442,0.001585213,0.006679283,0.07891718,0.001633409,2.058604E-4,4.341195E-4,0.00256181,1.165517E-4,0.03461011,0.001880981,0.0380389,4.637328E-4,7.688484E-5,5.287266E-4,0.03115742,0.01496221,0.004756609,0.04100757,0.002569969,0.04156251,0.09195997,0.05226171,0.1943677,8.737515,8.117026E-5,495638.2,495644.7
0.01236402,1.332791E-5,6.283185,3.141593,6.283185,927.6823,0.2365664,-1.21342E10,1311.399,1.780134E8,1311.399,1.0,0.2043139,6.383627E-6,0.01672037,0.001236883,0.00941492,5.688791E-4,0.1209991,0.001597727,0.006702228,0.07923118,0.001629874,2.079867E-4,4.371034E-4,0.002568217,1.182957E-4,0.0347112,0.001892305,0.0382201,4.686562E-4,7.797458E-5,5.345193E-4,0.03122822,0.01501005,0.004767614,0.04108726,0.002584165,0.04154638,0.0915659,0.05193882,0.1935215,8.734876,8.117155E-5,495490.2,495497.3
0.01239284,1.335898E-5,6.283185,3.141593,6.283185,927.6795,0.2365664,-1.206096E10,1311.325,1.780004E8,1311.325,1.0,0.2043141,6.370802E-6,0.01673893,0.00123481,0.00942269,5.67971E-4,0.1210977,0.001599948,0.006706281,0.07928665,0.001629244,2.083648E-4,4.376333E-4,0.002569346,1.186068E-4,0.03472895,0.001894215,0.0382522,4.695309E-4,7.816887E-5,5.355498E-4,0.03124069,0.01501849,0.004769555,0.04110127,0.002586682,0.04154352,0.09149617,0.05188175,0.1933717,8.73441,8.11718E-5,495463.8,495470.9
0.01282291,1.382258E-5,6.283185,3.141593,6.283185,927.6393,0.2365664,-1.164407E10,1310.246,1.778104E8,1310.246,1.0,0.2043174,6.202166E-6,0.01701112,0.001204953,0.009536226,5.549615E-4,0.1225415,0.001632621,0.006765114,0.08009667,0.001620154,2.139472E-4,4.454374E-4,0.002585651,1.232361E-4,0.03498648,0.00192213,0.03872214,4.824138E-4,8.105628E-5,5.507762E-4,0.0314207,0.01514115,0.004797635,0.0413025,0.002623609,0.04150152,0.09047777,0.05105045,0.1911823,8.727596,8.117531E-5,495077.9,495085.3
0.01323777,1.426981E-5,6.283185,3.141593,6.283185,927.6,0.2365664,-1.12616E10,1309.238,1.77633E8,1309.238,1.0,0.2043203,6.043688E-6,0.01726631,0.001177846,0.009641978,5.431388E-4,0.1238909,0.001663385,0.006819307,0.08085045,0.001611671,2.192391E-4,4.528001E-4,0.002600543,1.276823E-4,0.03522372,0.001948564,0.03916099,4.945761E-4,8.382338E-5,5.652317E-4,0.0315847,0.01525401,0.004823328,0.04148422,0.002658219,0.0414621,0.08953104,0.05028121,0.1891437,8.721252,8.117875E-5,494720.3,494728.4
0.01328271,1.431827E-5,6.283185,3.141593,6.283185,927.5954,0.2365664,-1.124178E10,1309.13,1.776141E8,1309.13,1.0,0.2043206,6.021337E-6,0.01729354,0.001174998,0.009653224,5.418484E-4,0.1240345,0.001666672,0.006825036,0.08093052,0.001610711,2.198065E-4,4.535878E-4,0.002602112,1.281624E-4,0.03524879,0.001951403,0.03920767,4.95879E-4,8.412187E-5,5.667844E-4,0.0316019,0.01526586,0.004826033,0.04150314,0.002661908,0.04145792,0.08943073,0.0501999,0.1889274,8.720579,8.117915E-5,494682.2,494690.4
0.01331436,1.435238E-5,6.283185,3.141593,6.283185,927.5926,0.2365664,-1.125083E10,1309.055,1.776008E8,1309.055,1.0,0.2043208,6.010973E-6,0.01731265,0.001172983,0.009661115,5.409348E-4,0.1241357,0.001668981,0.006829052,0.08098694,0.00161006,2.202053E-4,4.541415E-4,0.00260321,1.285003E-4,0.03526666,0.001953686,0.03924045,4.967941E-4,8.433189E-5,5.678753E-4,0.03161396,0.01527419,0.004827928,0.0415164,0.002664497,0.04145497,0.08936028,0.05014282,0.1887756,8.720105,8.11794E-5,494656.1,494664.7
0.01340906,1.445448E-5,6.283185,3.141593,6.283185,927.5833,0.2365664,-1.111094E10,1308.831,1.775614E8,1308.831,1.0,0.2043214,5.97982E-6,0.01736962,0.001166976,0.0096846,5.382316E-4,0.1244356,0.001675863,0.006840979,0.0811538,0.001608138,2.213954E-4,4.557926E-4,0.002606463,1.295108E-4,0.03531871,0.001959443,0.03933806,4.995231E-4,8.495975E-5,5.711309E-4,0.03164969,0.01529894,0.004833552,0.04155567,0.002672212,0.04144619,0.08915062,0.04997308,0.1883236,8.7187,8.118021E-5,494576.4,494585.0
0.01398405,1.507437E-5,6.283185,3.141593,6.283185,927.528,0.2365664,-1.076808E10,1307.504,1.773278E8,1307.504,1.0,0.2043247,5.784862E-6,0.01770809,0.001132301,0.009823453,5.229084E-4,0.1262165,0.001716876,0.006910898,0.08214192,0.001596841,2.285245E-4,4.656493E-4,0.002625407,1.356237E-4,0.03562589,0.001995984,0.03991623,5.158175E-4,8.875153E-5,5.906554E-4,0.03185736,0.01544399,0.004866343,0.0417823,0.002718051,0.04139394,0.0879125,0.04897421,0.1856512,8.710377,8.118505E-5,494111.7,494122.9
0.01399999,1.509156E-5,6.283185,3.141593,6.283185,927.5261,0.2365664,-1.064453E10,1307.468,1.773214E8,1307.468,1.0,0.2043248,5.77541E-6,0.0177173,0.001131381,0.009827215,5.22506E-4,0.1262648,0.001717994,0.006912778,0.08216864,0.001596522,2.287199E-4,4.659185E-4,0.002625914,1.357927E-4,0.0356341,0.001996938,0.03993191,5.16263E-4,8.885617E-5,5.911914E-4,0.03186289,0.01544788,0.00486722,0.0417883,0.002719299,0.04139252,0.08787905,0.04894731,0.185579,8.710154,8.118522E-5,494099.1,494110.4
0.01403983,1.513451E-5,6.283185,3.141593,6.283185,927.5218,0.2365664,-1.063144E10,1307.378,1.773056E8,1307.378,1.0,0.2043251,5.750788E-6,0.01774028,0.00112904,0.009836599,5.214242E-4,0.1263851,0.001720783,0.006917465,0.08223511,0.001595683,2.292069E-4,4.6659E-4,0.002627177,1.362144E-4,0.03565454,0.001999302,0.03997099,5.173752E-4,8.911729E-5,5.925292E-4,0.03187666,0.01545751,0.004869406,0.04180316,0.002722407,0.04138901,0.08779583,0.04888038,0.185399,8.709595,8.11856E-5,494067.7,494079.0
0.01406402,1.516059E-5,6.283185,3.141593,6.283185,927.5191,0.2365664,-1.056623E10,1307.323,1.77296E8,1307.323,1.0,0.2043252,5.741669E-6,0.0177542,0.001127611,0.00984228,5.207634E-4,0.1264578,0.001722472,0.006920301,0.08227524,0.001595191,2.295021E-4,4.669971E-4,0.002627939,1.364702E-4,0.03566681,0.002000623,0.03999467,5.180489E-4,8.92757E-5,5.933394E-4,0.03188498,0.01546334,0.004870728,0.04181214,0.002724289,0.04138687,0.0877454,0.04883985,0.1852901,8.709258,8.118583E-5,494048.4,494059.7
0.01458712,1.572459E-5,6.283185,3.141593,6.283185,927.4676,0.2365664,-1.015829E10,1306.173,1.770935E8,1306.173,1.0,0.2043277,5.590147E-6,0.01805006,0.001098424,0.009962522,5.079682E-4,0.1280035,0.001758484,0.006979864,0.08312668,0.001585507,2.358221E-4,4.75686E-4,0.002643858,1.419891E-4,0.03592576,0.002030086,0.04049697,5.324132E-4,9.268893E-5,6.106823E-4,0.03205876,0.01558667,0.004898374,0.04199917,0.002764326,0.04134116,0.08667627,0.04798293,0.1829777,8.702075,8.119034E-5,493641.6,493653.2
0.01526536,1.645589E-5,6.283185,3.141593,6.283185,927.4007,0.2365664,-9.680651E9,1304.742,1.768417E8,1304.742,1.0,0.2043304,5.385474E-6,0.01842016,0.001063289,0.01011174,4.923504E-4,0.1299293,0.001803747,0.007052708,0.08418135,0.001573351,2.438339E-4,4.866375E-4,0.00266309,1.490963E-4,0.03624249,0.002067786,0.0411219,5.505243E-4,9.707358E-5,6.327031E-4,0.03226759,0.01573701,0.004931802,0.04222075,0.002814383,0.04128395,0.08535389,0.04692932,0.1801123,8.693174,8.11962E-5,493140.3,493153.4
0.01535795,1.655573E-5,6.283185,3.141593,6.283185,927.3917,0.2365664,-9.640801E9,1304.552,1.768083E8,1304.552,1.0,0.2043308,5.360248E-6,0.01846955,0.001058662,0.01013155,4.902741E-4,0.1301857,0.001809802,0.007062286,0.08432125,0.001571727,2.449116E-4,4.881059E-4,0.002665598,1.500619E-4,0.03628434,0.002073071,0.04120501,5.529529E-4,9.766837E-5,6.35668E-4,0.03229472,0.01575673,0.004936166,0.04224926,0.002821057,0.04127631,0.08517875,0.0467903,0.1797323,8.691991,8.119699E-5,493074.5,493088.0
0.01557043,1.678485E-5,6.283185,3.141593,6.283185,927.3705,0.2365664,-9.515212E9,1304.12,1.767323E8,1304.12,1.0,0.2043315,5.302191E-6,0.01858191,0.00104823,0.01017653,4.855991E-4,0.1307679,0.001823587,0.007083953,0.08463837,0.001568023,2.473701E-4,4.914523E-4,0.002671252,1.522732E-4,0.03637856,0.002084656,0.04139379,5.584876E-4,9.902978E-5,6.424363E-4,0.0323558,0.01580126,0.004946011,0.0423132,0.002836237,0.04125896,0.08478149,0.04647544,0.1788701,8.689313,8.119884E-5,492924.1,492938.4
0.01565985,1.688128E-5,6.283185,3.141593,6.283185,927.3617,0.2365664,-9.454167E9,1303.941,1.767006E8,1303.941,1.0,0.2043318,5.275317E-6,0.0186288,0.001043905,0.01019526,4.836629E-4,0.1310106,0.001829344,0.007092944,0.08477034,0.001566479,2.483991E-4,4.92851E-4,0.00267359,1.532022E-4,0.03641766,0.002089528,0.04147245,5.608011E-4,9.960139E-5,6.452702E-4,0.03238103,0.01581973,0.004950085,0.04233951,0.00284257,0.04125172,0.08461617,0.04634459,0.1785111,8.688198,8.119961E-5,492861.7,492876.2
0.01577686,1.700746E-5,6.283185,3.141593,6.283185,927.35,0.2365664,-9.35441E9,1303.707,1.766595E8,1303.707,1.0,0.2043321,5.244727E-6,0.01868977,0.001038315,0.01021958,4.811703E-4,0.1313258,0.001836837,0.007104588,0.08494152,0.001564489,2.497402E-4,4.946725E-4,0.002676612,1.544162E-4,0.03646814,0.002095701,0.04157466,5.638134E-4,1.00348E-4,6.48964E-4,0.0324136,0.01584365,0.00495535,0.0423734,0.002850806,0.04124229,0.08440155,0.0461749,0.178045,8.686751,8.120063E-5,492780.3,492795.1
0.01618124,1.744353E-5,6.283185,3.141593,6.283185,927.3098,0.2365664,-9.117025E9,1302.914,1.765199E8,1302.914,1.0,0.2043333,5.140263E-6,0.01889751,0.001019706,0.01030218,4.72904E-4,0.1323972,0.001862405,0.007143896,0.08552229,0.001557744,2.543326E-4,5.008967E-4,0.002686761,1.585989E-4,0.03663799,0.002116368,0.04192209,5.741048E-4,1.029181E-4,6.6162E-4,0.03252269,0.0159243,0.004973034,0.04248619,0.00287886,0.04121016,0.08367355,0.04560069,0.1764627,8.68184,8.120415E-5,492503.4,492519.0
0.01623233,1.749862E-5,6.283185,3.141593,6.283185,927.3051,0.2365664,-9.12165E9,1302.814,1.765024E8,1302.814,1.0,0.2043334,5.126655E-6,0.01892343,0.001017427,0.01031246,4.71905E-4,0.1325319,0.001865601,0.007148761,0.08559535,0.001556911,2.549084E-4,5.016754E-4,0.002688012,1.59126E-4,0.03665993,0.002119883,0.04196536,5.753921E-4,1.032418E-4,6.632083E-4,0.0325361,0.01593428,0.004975212,0.04249998,0.002882361,0.04120615,0.08358302,0.04552944,0.1762658,8.681222,8.120456E-5,492471.1,492487.6
0.01628855,1.755925E-5,6.283185,3.141593,6.283185,927.299,0.2365664,-9.044184E9,1302.706,1.764833E8,1302.706,1.0,0.2043336,5.101813E-6,0.01895188,0.001014873,0.01032374,4.707082E-4,0.132678,0.001869106,0.007154096,0.08567428,0.001555907,2.555402E-4,5.025301E-4,0.002689383,1.597053E-4,0.03668281,0.002122585,0.04201279,5.768072E-4,1.035974E-4,6.649534E-4,0.03255075,0.01594512,0.004977598,0.04251496,0.0028862,0.04120178,0.0834841,0.0454516,0.1760506,8.680557,8.12051E-5,492433.2,492449.8
0.01632444,1.759795E-5,6.283185,3.141593,6.283185,927.2954,0.2365664,-9.011386E9,1302.637,1.764712E8,1302.637,1.0,0.2043336,5.095758E-6,0.01896999,0.001013234,0.01033092,4.699455E-4,0.1327712,0.001871338,0.007157484,0.08572459,0.001555305,2.559426E-4,5.030746E-4,0.002690251,1.600746E-4,0.0366975,0.002124451,0.04204299,5.777076E-4,1.038241E-4,6.660635E-4,0.03256004,0.01595203,0.004979112,0.04252448,0.002888641,0.04119899,0.08342109,0.04540204,0.1759135,8.680131,8.120541E-5,492409.3,492426.0
0.0177434,1.912828E-5,6.283185,3.141593,6.283185,927.156,0.2365664,-8.23498E9,1300.036,1.760134E8,1300.036,1.0,0.204336,4.775463E-6,0.01965919,9.549019E-4,0.01060156,4.438922E-4,0.1362959,0.001956701,0.007283204,0.0876154,0.001533305,2.714841E-4,5.239612E-4,0.002722001,1.745665E-4,0.03723516,0.002190024,0.04318534,6.122256E-4,1.126992E-4,7.089754E-4,0.0328974,0.01620854,0.00503444,0.04286397,0.00298162,0.04109217,0.08104828,0.04354819,0.1707423,8.664104,8.121762E-5,491500.3,491517.5
