Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_XYLENE_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
14.2,0.01637024,6.283185,3.141593,6.283185,816.1536,0.2365667,1103330.0,1062.461,1.341986E8,1062.461,1.000009,0.198806,4.012036E-9,0.09289848,1.205294E-6,0.02990998,1.628064E-6,0.350033,0.01072077,0.008270596,0.1214359,5.686398E-5,0.003082892,0.002236584,0.001410513,0.002876993,0.01009825,0.002355249,0.08450132,0.004554676,0.005007411,0.01030962,0.003685627,0.005748649,4.574737E-4,0.003487806,0.01341905,0.02928892,5.647613E-4,2.853293E-5,3.070785E-4,8.043751,9.226375E-5,456317.8,456334.5
14.4,0.01661551,6.283185,3.141593,6.283185,814.6967,0.2365667,1052036.0,1060.57,1.338656E8,1060.57,1.000009,0.1987999,3.822408E-9,0.09293575,1.148123E-6,0.02993604,1.584917E-6,0.3500653,0.0107198,0.00827278,0.1214001,5.515975E-5,0.003083074,0.002234026,0.00140961,0.002879487,0.0100762,0.002356359,0.08447576,0.004554544,0.005013949,0.01031989,0.003681452,0.005737297,4.557465E-4,0.003478846,0.01342878,0.02928191,5.631144E-4,2.841091E-5,3.055477E-4,8.043785,9.242874E-5,456319.9,456337.0
14.6,0.01686122,6.283185,3.141593,6.283185,813.2417,0.2365667,1100396.0,1058.68,1.33533E8,1058.68,1.000009,0.1987939,3.629409E-9,0.09297135,1.135674E-6,0.02996131,1.546212E-6,0.3500954,0.01071873,0.008274968,0.121366,5.350145E-5,0.003083218,0.00223155,0.00140876,0.002881921,0.01005533,0.002357519,0.084451,0.004554386,0.005020206,0.01032977,0.003677586,0.005726425,4.541057E-4,0.003470376,0.01343814,0.02927523,5.615661E-4,2.829639E-5,3.041063E-4,8.04382,9.259411E-5,456322.1,456340.0
14.8,0.0171074,6.283185,3.141593,6.283185,811.7886,0.2365668,1001851.0,1056.793,1.33201E8,1056.793,1.000009,0.1987883,3.463714E-9,0.09300503,1.057913E-6,0.02998572,1.503292E-6,0.3501232,0.01071755,0.008277156,0.1213338,5.190662E-5,0.003083325,0.002229162,0.001407962,0.002884294,0.01003558,0.002358723,0.08442709,0.004554208,0.005026176,0.01033927,0.003674016,0.005716052,4.525524E-4,0.003462401,0.01344712,0.02926891,5.601169E-4,2.818941E-5,3.027546E-4,8.043856,9.275985E-5,456324.3,456342.5
15.0,0.01735404,6.283185,3.141593,6.283185,810.3376,0.2365669,967789.3,1054.909,1.328693E8,1054.909,1.000009,0.1987829,3.299859E-9,0.09303676,1.011952E-6,0.03000932,1.464304E-6,0.3501489,0.01071627,0.008279343,0.1213032,5.036032E-5,0.003083395,0.002226859,0.001407213,0.002886604,0.01001688,0.002359964,0.08440398,0.004554009,0.005031873,0.01034839,0.003670734,0.005706141,4.510821E-4,0.003454893,0.01345573,0.02926294,5.587607E-4,2.808946E-5,3.014872E-4,8.043891,9.292594E-5,456326.3,456344.6
15.2,0.01760117,6.283185,3.141593,6.283185,808.8888,0.2365673,939977.9,1053.028,1.325382E8,1053.028,1.000009,0.1987778,3.142345E-9,0.09306678,9.704131E-7,0.03003212,1.426229E-6,0.3501726,0.0107149,0.008281524,0.1212743,4.886062E-5,0.003083433,0.00222464,0.001406512,0.002888852,0.009999225,0.002361241,0.08438167,0.004553792,0.005037301,0.01035714,0.003667724,0.005696687,4.496923E-4,0.003447834,0.01346398,0.02925728,5.574933E-4,2.799624E-5,3.003005E-4,8.043927,9.309238E-5,456328.4,456346.7
15.4,0.01784869,6.283185,3.141593,6.283185,807.4417,0.2365674,912316.9,1051.149,1.322075E8,1051.149,1.000009,0.1987728,2.991638E-9,0.09309555,9.304323E-7,0.0300543,1.388893E-6,0.3501948,0.01071347,0.008283698,0.1212466,4.740222E-5,0.003083448,0.002222486,0.001405847,0.002891053,0.009982365,0.002362542,0.08435996,0.004553562,0.005042526,0.01036562,0.003664912,0.005687575,4.483621E-4,0.003441108,0.01347196,0.02925187,5.562912E-4,2.790794E-5,2.991734E-4,8.043963,9.325922E-5,456330.4,456348.7
15.6,0.01809662,6.283185,3.141593,6.283185,805.9966,0.2365675,885540.7,1049.272,1.318772E8,1049.272,1.000009,0.198768,2.848098E-9,0.09312299,8.921162E-7,0.03007582,1.352457E-6,0.3502155,0.01071198,0.008285861,0.1212202,4.598896E-5,0.00308344,0.002220402,0.001405218,0.002893202,0.009966336,0.002363866,0.08433891,0.004553321,0.005047536,0.0103738,0.003662302,0.005678827,4.470948E-4,0.003434731,0.01347965,0.02924671,5.55157E-4,2.782474E-5,2.981081E-4,8.044,9.342644E-5,456332.5,456350.7
15.8,0.01834499,6.283185,3.141593,6.283185,804.5534,0.2365675,859437.1,1047.398,1.315474E8,1047.398,1.00001,0.1987635,2.711308E-9,0.09314915,8.553931E-7,0.03009667,1.316911E-6,0.3502347,0.01071044,0.008288011,0.1211951,4.461807E-5,0.003083409,0.002218387,0.001404625,0.002895301,0.009951115,0.002365209,0.08431849,0.00455307,0.005052335,0.01038169,0.003659886,0.005670435,4.458883E-4,0.003428691,0.01348706,0.02924179,5.540881E-4,2.774645E-5,2.971024E-4,8.044036,9.359402E-5,456334.5,456352.7
16.0,0.01859381,6.283185,3.141593,6.283185,803.1123,0.2365675,834000.1,1045.527,1.31218E8,1045.527,1.00001,0.1987591,2.58097E-9,0.09317408,8.202092E-7,0.03011687,1.282255E-6,0.3502525,0.01070884,0.008290144,0.1211713,4.32887E-5,0.003083358,0.002216441,0.001404066,0.002897349,0.009936664,0.002366566,0.0842987,0.004552811,0.005056931,0.01038929,0.003657649,0.005662384,4.447399E-4,0.003422969,0.0134942,0.0292371,5.530805E-4,2.767274E-5,2.961527E-4,8.044071,9.376196E-5,456336.5,456354.8
16.2,0.01884307,6.283185,3.141593,6.283185,801.6733,0.2365675,809392.6,1043.658,1.308891E8,1043.658,1.00001,0.1987549,2.456934E-9,0.0931978,7.865314E-7,0.03013643,1.248482E-6,0.3502689,0.01070719,0.00829226,0.1211486,4.200017E-5,0.003083287,0.002214562,0.001403539,0.002899347,0.009922967,0.002367935,0.08427952,0.004552545,0.005061326,0.01039662,0.003655586,0.005654669,4.436484E-4,0.003417559,0.01350106,0.02923265,5.521328E-4,2.760351E-5,2.952579E-4,8.044107,9.393027E-5,456338.5,456356.8
16.4,0.01909277,6.283185,3.141593,6.283185,800.2364,0.2365675,785338.3,1041.793,1.305607E8,1041.793,1.00001,0.1987509,2.338714E-9,0.0932204,7.542527E-7,0.03015536,1.215561E-6,0.3502841,0.01070551,0.008294356,0.1211271,4.075026E-5,0.0030832,0.002212748,0.001403043,0.002901296,0.009909973,0.002369314,0.08426092,0.004552272,0.005065533,0.01040368,0.003653683,0.00564727,4.426099E-4,0.003412439,0.01350767,0.02922841,5.5124E-4,2.753838E-5,2.944136E-4,8.044143,9.409893E-5,456340.5,456358.8
16.6,0.01934292,6.283185,3.141593,6.283185,798.8016,0.2365676,762026.9,1039.929,1.302328E8,1039.929,1.00001,0.198747,2.2262E-9,0.09324189,7.233469E-7,0.03017369,1.183479E-6,0.3502981,0.01070378,0.008296432,0.1211066,3.953845E-5,0.003083096,0.002210998,0.001402577,0.002903197,0.009897665,0.002370699,0.08424291,0.004551995,0.005069554,0.01041049,0.003651932,0.00564018,4.416233E-4,0.0034076,0.01351404,0.02922439,5.504007E-4,2.747723E-5,2.936183E-4,8.044178,9.426795E-5,456342.5,456360.8
16.8,0.01959352,6.283185,3.141593,6.283185,797.369,0.2365676,739322.7,1038.069,1.299053E8,1038.069,1.00001,0.1987433,2.119034E-9,0.09326235,6.937326E-7,0.03019142,1.152205E-6,0.3503109,0.01070203,0.008298485,0.1210872,3.836311E-5,0.003082978,0.00220931,0.001402138,0.002905051,0.009885999,0.002372088,0.08422545,0.004551714,0.005073401,0.01041705,0.00365032,0.005633383,4.40685E-4,0.003403023,0.01352016,0.02922056,5.496106E-4,2.741975E-5,2.928685E-4,8.044213,9.443731E-5,456344.5,456362.7
17.0,0.01984458,6.283185,3.141593,6.283185,795.9386,0.2365676,717218.9,1036.211,1.295784E8,1036.211,1.00001,0.1987397,2.016971E-9,0.09328183,6.653561E-7,0.03020858,1.121723E-6,0.3503228,0.01070024,0.008300514,0.1210688,3.722318E-5,0.003082847,0.002207681,0.001401724,0.002906859,0.009874941,0.002373477,0.08420852,0.004551431,0.005077079,0.01042337,0.003648839,0.005626865,4.397928E-4,0.003398693,0.01352605,0.02921691,5.48867E-4,2.73657E-5,2.921614E-4,8.044247,9.460703E-5,456346.5,456364.7
17.2,0.02009608,6.283185,3.141593,6.283185,794.5104,0.2365676,695809.0,1034.356,1.292519E8,1034.356,1.00001,0.1987363,1.919859E-9,0.09330035,6.381834E-7,0.03022517,1.092023E-6,0.3503337,0.01069843,0.008302518,0.1210513,3.611799E-5,0.003082704,0.002206111,0.001401336,0.002908621,0.009864474,0.002374865,0.08419212,0.004551145,0.005080594,0.01042946,0.003647481,0.005620619,4.389452E-4,0.003394602,0.01353172,0.02921345,5.481679E-4,2.731496E-5,2.914955E-4,8.044281,9.47771E-5,456348.4,456366.6
17.4,0.02034803,6.283185,3.141593,6.283185,793.0844,0.2365676,674962.0,1032.504,1.289259E8,1032.504,1.00001,0.1987331,1.827383E-9,0.09331797,6.121414E-7,0.03024123,1.063079E-6,0.3503436,0.0106966,0.008304496,0.1210347,3.50461E-5,0.00308255,0.002204598,0.001400971,0.00291034,0.00985456,0.002376249,0.08417622,0.004550859,0.005083953,0.01043532,0.003646237,0.005614631,4.381396E-4,0.003390735,0.01353718,0.02921017,5.475103E-4,2.726729E-5,2.908681E-4,8.044315,9.494751E-5,456350.3,456368.5
17.6,0.02060044,6.283185,3.141593,6.283185,791.6606,0.2365676,654662.0,1030.655,1.286005E8,1030.655,1.00001,0.1987299,1.739325E-9,0.09333474,5.871803E-7,0.03025675,1.034876E-6,0.3503527,0.01069475,0.008306448,0.1210189,3.400653E-5,0.003082387,0.002203139,0.001400628,0.002912016,0.009845175,0.002377627,0.0841608,0.004550572,0.005087163,0.01044098,0.0036451,0.00560889,4.373741E-4,0.003387081,0.01354243,0.02920704,5.46892E-4,2.722253E-5,2.902771E-4,8.044349,9.511827E-5,456352.2,456370.4
17.8,0.0208533,6.283185,3.141593,6.283185,790.2391,0.2365676,634897.9,1028.809,1.282755E8,1028.809,1.000011,0.1987269,1.655478E-9,0.09335067,5.632531E-7,0.03027176,1.007397E-6,0.3503609,0.01069289,0.008308372,0.1210039,3.299835E-5,0.003082214,0.002201734,0.001400306,0.002913649,0.009836295,0.002378998,0.08414587,0.004550286,0.005090229,0.01044642,0.003644062,0.005603389,4.36647E-4,0.003383629,0.01354749,0.02920408,5.463109E-4,2.718051E-5,2.897208E-4,8.044382,9.528937E-5,456354.1,456372.3
18.0,0.02110662,6.283185,3.141593,6.283185,788.8199,0.2365676,615668.3,1026.966,1.279511E8,1026.966,1.000011,0.1987241,1.575656E-9,0.09336583,5.40317E-7,0.03028626,9.806254E-7,0.3503685,0.01069101,0.008310267,0.1209898,3.20206E-5,0.003082034,0.002200379,0.001400003,0.002915241,0.009827892,0.00238036,0.08413139,0.004550001,0.005093158,0.01045167,0.003643117,0.005598114,4.359561E-4,0.003380368,0.01355236,0.02920126,5.457646E-4,2.714106E-5,2.891968E-4,8.044414,9.546081E-5,456355.9,456374.1
18.2,0.02136039,6.283185,3.141593,6.283185,787.403,0.2365676,597072.5,1025.125,1.276271E8,1025.125,1.000011,0.1987213,1.499764E-9,0.09338025,5.183506E-7,0.03030029,9.545431E-7,0.3503753,0.01068913,0.008312134,0.1209763,3.107245E-5,0.003081848,0.002199074,0.001399719,0.002916793,0.009819936,0.00238171,0.08411735,0.004549717,0.005095957,0.01045673,0.003642256,0.005593055,4.352994E-4,0.003377285,0.01355704,0.02919858,5.452507E-4,2.710398E-5,2.887031E-4,8.044446,9.563258E-5,456357.7,456375.9
18.4,0.02161462,6.283185,3.141593,6.283185,785.9885,0.2365676,579017.3,1023.288,1.273037E8,1023.288,1.000011,0.1987187,1.427553E-9,0.09339398,4.972974E-7,0.03031386,9.29133E-7,0.3503815,0.01068724,0.00831397,0.1209635,3.015286E-5,0.003081655,0.002197817,0.001399452,0.002918306,0.009812401,0.002383047,0.08410373,0.004549436,0.005098633,0.01046161,0.003641472,0.005588201,4.346749E-4,0.00337437,0.01356156,0.02919604,5.447669E-4,2.706912E-5,2.882376E-4,8.044477,9.58047E-5,456359.5,456377.7
18.6,0.0218693,6.283185,3.141593,6.283185,784.5762,0.2365676,561467.3,1021.453,1.269808E8,1021.453,1.000011,0.1987161,1.358833E-9,0.09340705,4.771135E-7,0.03032697,9.043775E-7,0.3503871,0.01068535,0.008315776,0.1209514,2.926085E-5,0.003081458,0.002196605,0.001399201,0.00291978,0.00980526,0.002384369,0.08409052,0.004549158,0.00510119,0.01046631,0.003640757,0.00558354,4.340806E-4,0.003371609,0.0135659,0.02919362,5.443108E-4,2.703629E-5,2.877982E-4,8.044508,9.597714E-5,456361.3,456379.5
18.8,0.02212445,6.283185,3.141593,6.283185,783.1664,0.2365676,544202.1,1019.621,1.266584E8,1019.621,1.000011,0.1987137,1.293411E-9,0.09341949,4.577853E-7,0.03033964,8.802739E-7,0.3503921,0.01068346,0.008317551,0.1209399,2.839572E-5,0.003081257,0.002195438,0.001398965,0.002921217,0.009798503,0.002385675,0.08407771,0.004548883,0.005103633,0.01047084,0.00364011,0.00557907,4.335158E-4,0.003369,0.01357009,0.02919132,5.438818E-4,2.700544E-5,2.873842E-4,8.044539,9.614992E-5,456363.0,456381.2
19.0,0.02238005,6.283185,3.141593,6.283185,781.7588,0.2365676,527499.7,1017.793,1.263366E8,1017.793,1.000011,0.1987114,1.231096E-9,0.09343133,4.392805E-7,0.03035189,8.5681E-7,0.3503966,0.01068156,0.008319296,0.1209289,2.755662E-5,0.003081052,0.002194314,0.001398744,0.002922618,0.00979211,0.002386965,0.08406529,0.004548611,0.005105966,0.01047522,0.003639525,0.005574781,4.32979E-4,0.003366534,0.01357413,0.02918913,5.434781E-4,2.697644E-5,2.869941E-4,8.044569,9.632304E-5,456364.7,456382.9
19.2,0.02263611,6.283185,3.141593,6.283185,780.3537,0.2365676,511568.6,1015.967,1.260153E8,1015.967,1.000011,0.1987091,1.171696E-9,0.0934426,4.215541E-7,0.03036373,8.339678E-7,0.3504006,0.01067968,0.008321008,0.1209185,2.674256E-5,0.003080845,0.002193231,0.001398535,0.002923983,0.009786051,0.002388235,0.08405323,0.004548343,0.005108196,0.01047943,0.003638994,0.005570661,4.32468E-4,0.003364198,0.01357801,0.02918706,5.430973E-4,2.694911E-5,2.866257E-4,8.044598,9.649648E-5,456366.3,456384.5
19.4,0.02289264,6.283185,3.141593,6.283185,778.951,0.2365676,495930.0,1014.145,1.256945E8,1014.145,1.000011,0.198707,1.115045E-9,0.09345334,4.045736E-7,0.03037517,8.117329E-7,0.3504043,0.0106778,0.008322689,0.1209086,2.595269E-5,0.003080635,0.002192188,0.001398339,0.002925313,0.009780306,0.002389485,0.08404154,0.00454808,0.005110329,0.0104835,0.003638512,0.005566704,4.319814E-4,0.003361984,0.01358176,0.02918508,5.427377E-4,2.692332E-5,2.862775E-4,8.044627,9.667025E-5,456368.0,456386.1
19.6,0.02314963,6.283185,3.141593,6.283185,777.5507,0.2365676,480846.0,1012.325,1.253743E8,1012.325,1.000012,0.1987049,1.061313E-9,0.09346356,3.883527E-7,0.03038622,7.900787E-7,0.3504075,0.01067592,0.008324339,0.1208993,2.518689E-5,0.003080424,0.002191184,0.001398155,0.002926609,0.009774879,0.002390717,0.0840302,0.004547821,0.005112364,0.01048742,0.003638081,0.005562908,4.315193E-4,0.003359895,0.01358537,0.02918321,5.424E-4,2.689913E-5,2.8595E-4,8.044655,9.684434E-5,456369.5,456387.7
19.8,0.02340707,6.283185,3.141593,6.283185,776.1528,0.2365676,466278.9,1010.509,1.250546E8,1010.509,1.000012,0.198703,1.01021E-9,0.09347329,3.728418E-7,0.0303969,7.689949E-7,0.3504103,0.01067405,0.008325957,0.1208904,2.444404E-5,0.003080211,0.002190217,0.001397983,0.002927872,0.009769739,0.002391928,0.08401919,0.004547567,0.005114308,0.0104912,0.003637695,0.005559261,4.310797E-4,0.003357917,0.01358885,0.02918142,5.420815E-4,2.687634E-5,2.856409E-4,8.044682,9.701877E-5,456371.1,456389.3
20.0,0.02366499,6.283185,3.141593,6.283185,774.7573,0.2365676,452210.3,1008.696,1.247354E8,1008.696,1.000012,0.1987011,9.616063E-10,0.09348257,3.580134E-7,0.03040722,7.484656E-7,0.3504128,0.0106722,0.008327543,0.1208819,2.372338E-5,0.003079998,0.002189286,0.00139782,0.002929103,0.009764868,0.002393117,0.08400852,0.004547317,0.005116167,0.01049485,0.003637347,0.005555757,4.306611E-4,0.003356043,0.0135922,0.02917973,5.417808E-4,2.685484E-5,2.853488E-4,8.044709,9.719351E-5,456372.6,456390.8
