Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H9_PFRC2 (),Mass_fraction_TC4H9_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,1124.326,0.2353964,-2.060716E13,1704.477,0.0,1704.477,1.0,0.2041934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2385231,0.0,0.07964678,0.1590154,0.3186213,9.321098,6.66435E-5,529787.1,529787.1
4.80087E-8,4.270144E-11,6.283185,3.141593,6.283185,1124.249,0.2353964,-2.2876E13,1704.272,2.471617E8,1704.272,0.9999989,0.2041934,1.874801E-7,5.694277E-11,2.371723E-6,3.498481E-12,1.526523E-7,3.383041E-13,2.298289E-12,3.675728E-6,5.823213E-6,1.487551E-12,1.566978E-9,1.423231E-9,1.326949E-5,2.581015E-4,2.305927E-5,3.935482E-5,3.281664E-7,2.27352E-8,1.352799E-15,3.30738E-11,1.855042E-18,8.738318E-22,1.295111E-11,2.182276E-7,0.238475,6.081305E-10,0.07964674,0.1589756,0.3179934,9.320621,6.664806E-5,529760.0,529760.0
3.549073E-7,3.157418E-10,6.283185,3.141593,6.283185,1123.763,0.2353964,-2.641526E13,1702.738,2.468918E8,1702.738,0.9999989,0.2041934,4.877287E-6,1.445396E-8,7.182633E-5,1.092925E-9,5.750931E-6,2.797099E-11,7.098046E-10,1.015721E-4,4.264047E-5,9.727173E-11,1.060293E-7,1.03353E-7,4.489307E-4,0.001894161,6.150172E-4,2.884039E-4,1.199875E-5,1.221822E-6,2.657503E-13,7.451325E-9,5.792993E-15,1.609197E-18,1.769243E-8,7.656297E-6,0.2387757,1.369368E-7,0.07964645,0.1587238,0.3140525,9.316259,6.667687E-5,529512.1,529512.1
1.118604E-6,9.956869E-10,6.283185,3.141593,6.283185,1122.594,0.2353964,-2.541453E13,1698.83,2.462039E8,1698.83,0.999999,0.2041936,1.894943E-5,2.295119E-7,3.222165E-4,2.094389E-8,3.024301E-5,5.502613E-10,1.410778E-8,4.28802E-4,1.312505E-4,1.059065E-9,1.137956E-6,1.223822E-6,0.002421362,0.005044597,0.002498503,8.896638E-4,5.944386E-5,1.156325E-5,6.930044E-12,1.038276E-7,1.151746E-12,8.192112E-17,4.829233E-7,3.678521E-5,0.2399007,1.910275E-6,0.07964506,0.1581144,0.3047878,9.30456,6.674633E-5,528847.1,528847.1
3.539084E-6,3.15513E-9,6.283185,3.141593,6.283185,1119.269,0.2353964,-2.119315E13,1687.785,2.4426E8,1687.785,0.9999992,0.2041952,5.939717E-5,2.733108E-6,0.001128417,2.887001E-7,1.221221E-4,1.488201E-8,2.231824E-7,0.001599312,3.878227E-4,1.159103E-8,1.08673E-5,1.307794E-5,0.009205107,0.01183053,0.007874675,0.002641327,2.061979E-4,9.622473E-5,1.661486E-10,1.116258E-6,1.626015E-10,3.649387E-15,6.738139E-6,1.304599E-4,0.2426565,2.054231E-5,0.07963464,0.1563234,0.2796801,9.27152,6.694456E-5,526969.2,526969.2
1.564438E-5,1.402917E-8,6.283185,3.141593,6.283185,1108.368,0.2353964,-1.161318E13,1650.936,2.377742E8,1650.936,1.0,0.2042212,2.003836E-4,5.388831E-5,0.005108933,7.765122E-6,7.332583E-4,9.334818E-7,7.196318E-6,0.009497141,0.001329457,4.44066E-7,1.526182E-4,2.0023E-4,0.0265202,0.02875549,0.0257924,0.009196303,7.679812E-4,9.211028E-4,8.063576E-9,1.845532E-5,4.266057E-8,5.591175E-13,1.155319E-4,5.790869E-4,0.2470568,3.333499E-4,0.07948565,0.1491788,0.2052923,9.158284,6.760299E-5,520533.2,520533.2
3.433442E-5,3.096762E-8,6.283185,3.141593,6.283185,1099.4,0.2353964,-6.87978E12,1618.055,2.319871E8,1618.055,1.000001,0.2042916,3.191539E-4,2.510807E-4,0.01114539,5.298904E-5,0.001940432,7.235879E-6,4.167639E-5,0.02396093,0.002222575,4.173233E-6,5.122856E-4,6.895673E-4,0.03205905,0.03503518,0.04231788,0.01582163,0.001391764,0.002242326,8.979994E-8,7.147462E-5,5.586145E-7,1.165932E-11,4.210342E-4,0.001273008,0.244214,0.001227855,0.07908527,0.1406584,0.1520859,9.0491,6.815445E-5,514327.4,514327.4
6.709069E-5,6.088127E-8,6.283185,3.141593,6.283185,1091.73,0.2353964,-3.735299E12,1584.86,2.261445E8,1584.86,1.000001,0.2044375,3.922342E-4,8.926894E-4,0.02016504,3.032756E-4,0.004321279,3.869103E-5,1.627965E-4,0.04729641,0.003044503,2.542832E-5,0.001245036,0.001653537,0.02802189,0.03158535,0.06046122,0.02334632,0.002246307,0.004095232,8.047771E-7,2.047444E-4,3.815669E-6,2.039256E-10,0.001084463,0.002437017,0.2340842,0.003182742,0.07825056,0.1287135,0.1088902,8.925719,6.863327E-5,507314.8,507314.8
1.371164E-4,1.252074E-7,6.283185,3.141593,6.283185,1087.007,0.2353964,-1.368439E12,1552.174,2.203914E8,1552.174,1.000002,0.2046766,3.518011E-4,0.003039046,0.03150325,0.001756857,0.00923022,1.845663E-4,5.38284E-4,0.08069152,0.003591354,1.250795E-4,0.00267027,0.003127951,0.01620254,0.01906169,0.08199651,0.03304887,0.00379083,0.006801444,6.509496E-6,5.333345E-4,1.994909E-5,3.544495E-9,0.002372591,0.004327953,0.2129635,0.006889836,0.07677843,0.1103209,0.06996368,8.779615,6.89315E-5,499010.6,499010.6
2.239483E-4,2.050758E-7,6.283185,3.141593,6.283185,1087.945,0.2353964,-4.7412E11,1537.493,2.178075E8,1537.493,1.000002,0.2047924,2.676805E-4,0.006195713,0.03599389,0.00473287,0.01421443,4.184026E-4,9.998174E-4,0.1024971,0.003659701,2.906746E-4,0.004071793,0.003943801,0.008715989,0.01053121,0.09583181,0.04059705,0.005503095,0.008974296,2.148005E-5,9.025073E-4,4.750879E-5,1.755231E-8,0.003489022,0.005723953,0.1925929,0.009919317,0.07567133,0.09539844,0.04757543,8.689074,6.887204E-5,493864.5,493864.5
4.634363E-4,4.244124E-7,6.283185,3.141593,6.283185,1095.952,0.2353964,-4.404875E10,1529.121,2.16334E8,1529.121,1.000001,0.2047085,1.715667E-4,0.0144061,0.03329059,0.0133223,0.02412508,9.930968E-4,0.001937508,0.1275967,0.003539685,7.901723E-4,0.007186954,0.004511735,0.003341198,0.004144479,0.1130009,0.05329935,0.009216778,0.01258199,9.433254E-5,0.00168866,1.314556E-4,1.10647E-7,0.005234091,0.00742379,0.152758,0.01405208,0.07413352,0.07120454,0.0202734,8.578633,6.836889E-5,487587.3,487587.3
5.91118E-4,5.407048E-7,6.283185,3.141593,6.283185,1099.83,0.2353964,-1.653787E10,1528.404,2.162078E8,1528.404,1.000001,0.2046085,1.501143E-4,0.0181725,0.03058255,0.01694985,0.02833533,0.001258693,0.002298513,0.1345883,0.003518883,0.001072441,0.00873115,0.004571545,0.002538271,0.003161866,0.1178782,0.05782723,0.0106824,0.01392521,1.471432E-4,0.002037738,1.789887E-4,1.888156E-7,0.005824404,0.007821592,0.1361943,0.01517953,0.07360872,0.0624948,0.01330152,8.544374,6.812778E-5,485640.6,485640.8
5.980973E-4,5.4705E-7,6.283185,3.141593,6.283185,1100.026,0.2353964,-1.566532E10,1528.381,2.162037E8,1528.381,1.000001,0.2046028,1.491477E-4,0.01836692,0.03043971,0.01712848,0.02855215,0.001272766,0.002316279,0.1349123,0.003518597,0.001088167,0.008814793,0.004573055,0.002505292,0.003121297,0.1181013,0.05804384,0.01075442,0.01399195,1.502606E-4,0.002055923,1.816418E-4,1.936526E-7,0.005852696,0.007837725,0.1353534,0.01522867,0.07358298,0.06206843,0.01300219,8.542726,6.811566E-5,485546.8,485547.0
6.287903E-4,5.749413E-7,6.283185,3.141593,6.283185,1100.868,0.2353964,-1.292118E10,1528.292,2.16188E8,1528.292,1.000001,0.2045779,1.4508E-4,0.01920878,0.02982127,0.01789184,0.02949149,0.00133423,0.00239227,0.1362801,0.003518137,0.001157663,0.009181945,0.004578092,0.002369303,0.002953847,0.1190392,0.05896226,0.01106245,0.01427844,1.642332E-4,0.002134914,1.933746E-4,2.156245E-7,0.005972956,0.00790297,0.1317278,0.01543184,0.07347275,0.06024576,0.01176695,8.535695,6.806358E-5,485147.2,485147.4
6.431999E-4,5.880283E-7,6.283185,3.141593,6.283185,1101.252,0.2353964,-1.188275E10,1528.255,2.161815E8,1528.255,1.000001,0.2045661,1.432662E-4,0.01959679,0.02953665,0.0182381,0.02992478,0.001362862,0.002426791,0.1368921,0.003518333,0.001190473,0.009353958,0.004579627,0.002310042,0.002880796,0.1194565,0.05937484,0.01120233,0.01440918,1.709371E-4,0.002171463,1.98919E-4,2.263334E-7,0.006027191,0.007930578,0.1300651,0.01552034,0.0734226,0.05941816,0.01122972,8.53251,6.803982E-5,484966.3,484966.5
6.7759E-4,6.192437E-7,6.283185,3.141593,6.283185,1102.143,0.2353964,-9.952479E9,1528.178,2.16168E8,1528.178,1.000001,0.2045381,1.391572E-4,0.02050476,0.028873,0.01903448,0.0309397,0.001430674,0.002506338,0.1382809,0.003519712,0.001269235,0.009763653,0.004581385,0.002178885,0.002718959,0.1203977,0.06031335,0.01152442,0.01471207,1.872985E-4,0.002257364,2.122437E-4,2.529174E-7,0.006151231,0.007989239,0.1261954,0.01571497,0.07330676,0.05751144,0.01004827,8.525186,6.798482E-5,484550.0,484550.3
7.19329E-4,6.570967E-7,6.283185,3.141593,6.283185,1103.176,0.2353964,-8.394821E9,1528.1,2.161543E8,1528.1,1.0,0.2045042,1.345379E-4,0.02157406,0.02809781,0.01994749,0.03213756,0.001512088,0.002597843,0.1398435,0.003522816,0.001365646,0.01025946,0.004580368,0.002036342,0.002542833,0.1214462,0.06136959,0.01189476,0.0150636,2.07811E-4,0.00235923,2.285859E-4,2.871222E-7,0.006292332,0.008047998,0.1216769,0.01592242,0.07317285,0.05531752,0.008784832,8.516771,6.792119E-5,484072.1,484072.5
7.427319E-4,6.783053E-7,6.283185,3.141593,6.283185,1103.732,0.2353964,-7.830601E9,1528.061,2.161474E8,1528.061,1.0,0.2044852,1.321027E-4,0.02215854,0.02767792,0.02043513,0.03279361,0.001557349,0.002646869,0.1406658,0.0035251,0.001420075,0.01053681,0.00457848,0.00196328,0.002452467,0.1219932,0.06192389,0.01209303,0.01525348,2.196147E-4,0.002415247,2.378292E-4,3.072396E-7,0.006367233,0.008075506,0.1192257,0.01602603,0.07310073,0.05414128,0.008149566,8.512261,6.788694E-5,483815.9,483816.4
7.484619E-4,6.834966E-7,6.283185,3.141593,6.283185,1103.866,0.2353964,-7.645128E9,1528.052,2.161458E8,1528.052,1.0,0.2044806,1.315222E-4,0.02230006,0.02757673,0.02055198,0.03295257,0.001568391,0.002658635,0.1408617,0.003525709,0.00143344,0.01060465,0.004577887,0.001946066,0.002431167,0.1221229,0.06205562,0.01214057,0.01529922,2.225367E-4,0.002428846,2.40101E-4,3.12268E-7,0.006385137,0.008081686,0.1186342,0.01605009,0.07308338,0.05385887,0.00800137,8.511178,6.787871E-5,483754.4,483754.8
7.659632E-4,6.993482E-7,6.283185,3.141593,6.283185,1104.269,0.2353964,-7.334385E9,1528.025,2.161411E8,1528.025,1.0,0.2044664,1.297858E-4,0.02272849,0.02727153,0.02090292,0.03343427,0.001602026,0.002694008,0.1414471,0.003527678,0.001474355,0.01081169,0.00457578,0.001895023,0.002367992,0.1225096,0.06244847,0.01228354,0.01543716,2.315379E-4,0.002470105,2.470603E-4,3.278762E-7,0.006438797,0.008099276,0.1168485,0.01612056,0.0730311,0.05300947,0.00756564,8.507919,6.785392E-5,483569.2,483569.7
7.74254E-4,7.068555E-7,6.283185,3.141593,6.283185,1104.457,0.2353964,-7.206479E9,1528.013,2.161389E8,1528.013,1.0,0.2044598,1.289818E-4,0.02292949,0.02712898,0.02106608,0.03366046,0.001617913,0.002710476,0.141718,0.003528663,0.001493784,0.01090968,0.004574632,0.001871618,0.002339014,0.1226879,0.06262966,0.01235008,0.0155016,2.358415E-4,0.002489506,2.503679E-4,3.354018E-7,0.006463693,0.008106951,0.1160133,0.01615238,0.07300671,0.05261385,0.007367803,8.506401,6.784236E-5,483482.9,483483.4
7.851877E-4,7.167539E-7,6.283185,3.141593,6.283185,1104.703,0.2353964,-7.063138E9,1527.997,2.161361E8,1527.997,1.0,0.204451,1.279396E-4,0.02319263,0.02694302,0.02127825,0.03395681,0.001638818,0.002731909,0.1420688,0.003530009,0.001519454,0.01103883,0.004572975,0.001841488,0.002301702,0.1229182,0.0628638,0.01243671,0.01558569,2.41556E-4,0.002514951,2.547407E-4,3.45458E-7,0.006496013,0.008116438,0.1149225,0.01619284,0.07297489,0.05209871,0.007115113,8.504423,6.782729E-5,483370.6,483371.1
8.109625E-4,7.400798E-7,6.283185,3.141593,6.283185,1105.269,0.2353964,-6.806622E9,1527.96,2.161296E8,1527.96,1.0,0.2044304,1.255575E-4,0.02380459,0.02651349,0.02176545,0.03464682,0.001687903,0.002781218,0.1428691,0.003533361,0.001580168,0.0113429,0.004568475,0.001773538,0.002217521,0.1234409,0.06339493,0.01263589,0.01578009,2.55196E-4,0.002574322,2.650959E-4,3.69747E-7,0.006570018,0.008136108,0.1123972,0.01628181,0.0729014,0.05091264,0.006553927,8.499864,6.779256E-5,483111.6,483112.1
8.508632E-4,7.761664E-7,6.283185,3.141593,6.283185,1106.112,0.2353964,-6.616529E9,1527.905,2.161199E8,1527.905,1.0,0.2043987,1.220654E-4,0.02472941,0.02587276,0.02248526,0.035692,0.001763371,0.002854299,0.144038,0.003538935,0.00167469,0.01181255,0.004560005,0.001676174,0.002096821,0.1241975,0.06416115,0.01293097,0.01607087,2.767672E-4,0.002664574,2.812554E-4,4.089749E-7,0.006678797,0.008159551,0.1086125,0.01640273,0.07279168,0.04915164,0.005773465,8.49308,6.774089E-5,482726.0,482726.5
8.657252E-4,7.896007E-7,6.283185,3.141593,6.283185,1106.416,0.2353964,-6.587676E9,1527.885,2.161163E8,1527.885,1.0,0.204387,1.208207E-4,0.02506717,0.02564142,0.02274326,0.03607448,0.001791328,0.002880561,0.1444531,0.003541096,0.001710055,0.01198715,0.004556431,0.001642109,0.00205457,0.1244642,0.06442988,0.01303699,0.01617619,2.849382E-4,0.002697693,2.873138E-4,4.240902E-7,0.006717622,0.008166269,0.1072402,0.01644291,0.07275199,0.04851778,0.005507679,8.490632,6.772226E-5,482586.9,482587.4
8.750689E-4,7.98045E-7,6.283185,3.141593,6.283185,1106.605,0.2353964,-6.580166E9,1527.872,2.161141E8,1527.872,1.0,0.2043796,1.200529E-4,0.02527769,0.02549797,0.02290275,0.03631309,0.001808863,0.002896814,0.1447088,0.003542472,0.001732331,0.01209683,0.004554077,0.001621265,0.002028711,0.1246279,0.06459432,0.01310261,0.01624159,2.901123E-4,0.00271838,2.911335E-4,4.33734E-7,0.006741579,0.008169961,0.1063876,0.01646688,0.07272734,0.04812519,0.005347052,8.489114,6.771072E-5,482500.6,482501.2
9.731843E-4,8.866324E-7,6.283185,3.141593,6.283185,1108.471,0.2353964,-6.924179E9,1527.736,2.160902E8,1527.736,1.0,0.2043037,1.126132E-4,0.02740801,0.02408064,0.02446052,0.03873686,0.001991181,0.003056268,0.1471659,0.003557242,0.001968087,0.01324378,0.004525026,0.001425783,0.001786005,0.1261791,0.06612247,0.01374637,0.01689322,3.460832E-4,0.002929594,3.317388E-4,5.415657E-7,0.006973684,0.008186489,0.09788736,0.01666409,0.07248211,0.04425895,0.003923759,8.474068,6.75967E-5,481646.2,481647.0
0.001006351,9.165452E-7,6.283185,3.141593,6.283185,1109.058,0.2353964,-7.101329E9,1527.688,2.160818E8,1527.688,1.0,0.2042785,1.103269E-4,0.02809689,0.02363634,0.02494273,0.0395241,0.002052097,0.003105878,0.1479119,0.003562168,0.002048483,0.01362941,0.004513701,0.001368095,0.001714313,0.1266418,0.06656207,0.01394659,0.0171,3.656423E-4,0.002998628,3.45665E-4,5.807318E-7,0.007044776,0.008183927,0.09519157,0.01671057,0.07240433,0.0430497,0.003535917,8.469318,6.756093E-5,481376.3,481377.2
0.00102362,9.321147E-7,6.283185,3.141593,6.283185,1109.356,0.2353964,-7.206219E9,1527.663,2.160773E8,1527.663,1.0,0.2042655,1.09179E-4,0.02844972,0.02341154,0.0251857,0.03992795,0.00208368,0.003130917,0.1482851,0.003564695,0.002090474,0.01382975,0.004507553,0.00133951,0.001678777,0.1268718,0.06677655,0.01404762,0.01720517,3.759475E-4,0.003034124,3.529557E-4,6.016719E-7,0.007080448,0.008181156,0.09382159,0.01673117,0.07236476,0.04243803,0.00334979,8.466906,6.754282E-5,481239.2,481240.1
0.001043059,9.496349E-7,6.283185,3.141593,6.283185,1109.684,0.2353964,-7.337598E9,1527.633,2.160722E8,1527.633,1.0,0.204251,1.079195E-4,0.02884224,0.02316368,0.02545288,0.04037777,0.00211912,0.00315848,0.1486934,0.003567499,0.002137841,0.01405488,0.004500447,0.001308439,0.001640141,0.1271223,0.06700663,0.01415886,0.01732157,3.876418E-4,0.003073722,3.611937E-4,6.25685E-7,0.007119554,0.008176939,0.09230619,0.01675159,0.07232095,0.04176359,0.003152162,8.464237,6.752282E-5,481087.6,481088.5
0.00105942,9.643768E-7,6.283185,3.141593,6.283185,1109.956,0.2353964,-7.434215E9,1527.609,2.160678E8,1527.609,0.9999999,0.2042388,1.068852E-4,0.02916886,0.02295925,0.02567267,0.04075245,0.00214886,0.003181178,0.1490276,0.003569819,0.002177789,0.01424403,0.00449432,0.00128316,0.001608701,0.1273263,0.06719111,0.01425044,0.01741796,3.975615E-4,0.003106761,3.681534E-4,6.462632E-7,0.007151627,0.008172519,0.09105243,0.01676657,0.07228465,0.04120727,0.002995123,8.462029,6.75063E-5,480962.2,480963.1
0.001105529,1.005904E-6,6.283185,3.141593,6.283185,1110.697,0.2353964,-7.737495E9,1527.536,2.160551E8,1527.536,0.9999999,0.2042048,1.040881E-4,0.03007161,0.02240286,0.02626845,0.04178997,0.002232246,0.003242799,0.149926,0.003576127,0.002290754,0.01477545,0.00447641,0.001215889,0.001525002,0.1278707,0.06766771,0.01449906,0.0176821,4.258823E-4,0.003198492,3.878937E-4,7.060572E-7,0.007238087,0.008156076,0.08762212,0.01679865,0.07218509,0.03969251,0.002594185,8.455983,6.746126E-5,480618.7,480619.7
0.001125568,1.023944E-6,6.283185,3.141593,6.283185,1111.008,0.2353964,-7.877721E9,1527.504,2.160494E8,1527.504,0.9999999,0.2041902,1.029234E-4,0.03045605,0.02216983,0.02651698,0.04223259,0.002268291,0.003268542,0.1502974,0.003578745,0.002340018,0.01500561,0.004468358,0.001188355,0.001490732,0.1280938,0.06785561,0.01460289,0.01779358,4.383536E-4,0.00323774,3.965308E-4,7.328743E-7,0.007273934,0.008147214,0.08617743,0.01680819,0.07214302,0.03905765,0.00243749,8.453434,6.744234E-5,480473.8,480474.8
0.001153541,1.049116E-6,6.283185,3.141593,6.283185,1111.433,0.2353964,-8.065001E9,1527.458,2.160413E8,1527.458,0.9999998,0.20417,1.013474E-4,0.03098495,0.0218531,0.0268539,0.04284242,0.002318412,0.003303472,0.1507978,0.003582268,0.002408946,0.01532604,0.004456875,0.001151517,0.001444867,0.1283927,0.06809913,0.01474381,0.01794595,4.55921E-4,0.003291915,4.08645E-4,7.711522E-7,0.007322307,0.008133231,0.08420615,0.01681734,0.07208545,0.03819418,0.002234855,8.449948,6.741656E-5,480275.9,480277.0
0.001177449,1.070624E-6,6.283185,3.141593,6.283185,1111.787,0.2353964,-8.216843E9,1527.418,2.160342E8,1527.418,0.9999998,0.2041529,1.000431E-4,0.03143015,0.02158994,0.0271331,0.04335643,0.002361074,0.003332441,0.1512095,0.003585147,0.002468,0.0155991,0.004446858,0.001121403,0.001407364,0.1286371,0.0682907,0.01486068,0.01807331,4.710768E-4,0.003337674,4.190516E-4,8.046389E-7,0.007362189,0.008119891,0.08256166,0.01682156,0.07203727,0.03747618,0.002075259,8.447035,6.739508E-5,480110.5,480111.7
0.001209045,1.099037E-6,6.283185,3.141593,6.283185,1112.243,0.2353964,-8.426038E9,1527.364,2.160247E8,1527.364,0.9999998,0.2041304,9.837759E-5,0.03200903,0.02125254,0.02749014,0.04402567,0.002417205,0.003369512,0.1517321,0.003588758,0.002546238,0.01595878,0.004433358,0.001083436,0.001360067,0.1289453,0.06852104,0.01501018,0.01823768,4.91301E-4,0.00339739,4.328788E-4,8.499957E-7,0.007412898,0.008100408,0.08044439,0.01682228,0.07197498,0.03655478,0.001882111,8.443275,6.736746E-5,479897.1,479898.4
0.001219673,1.108592E-6,6.283185,3.141593,6.283185,1112.393,0.2353964,-8.469727E9,1527.345,2.160215E8,1527.345,0.9999998,0.2041229,9.783113E-5,0.0322014,0.02114161,0.02760731,0.04424824,0.002436024,0.003381683,0.1519026,0.003589919,0.002572603,0.01607946,0.004428756,0.001071106,0.001344703,0.1290453,0.06859287,0.01505919,0.01829199,4.981524E-4,0.003417289,4.375489E-4,8.655335E-7,0.007429465,0.008093408,0.07974609,0.01682135,0.07195437,0.0362516,0.001821347,8.442032,6.735836E-5,479826.5,479827.7
0.001227582,1.115701E-6,6.283185,3.141593,6.283185,1112.504,0.2353964,-8.505641E9,1527.332,2.16019E8,1527.332,0.9999997,0.2041174,9.742899E-5,0.03234381,0.02105988,0.02769357,0.04441309,0.002450006,0.003390645,0.1520278,0.003590766,0.002592236,0.01616915,0.004425313,0.001062069,0.001333441,0.1291186,0.06864454,0.01509532,0.01833209,5.032659E-4,0.003432036,4.4103E-4,8.771859E-7,0.007441637,0.00808806,0.07923092,0.01682029,0.07193915,0.03602814,0.001777424,8.441114,6.735165E-5,479774.3,479775.6
0.001238207,1.125251E-6,6.283185,3.141593,6.283185,1112.652,0.2353964,-8.542489E9,1527.313,2.160157E8,1527.313,0.9999997,0.2041099,9.689488E-5,0.0325341,0.02095117,0.02780822,0.04463344,0.002468764,0.003402557,0.1521938,0.003591881,0.002618634,0.01628951,0.004420662,0.001050112,0.001318539,0.1292156,0.06871153,0.01514328,0.01838555,5.101567E-4,0.003451765,4.45715E-4,8.929664E-7,0.007457781,0.008080688,0.07854484,0.01681837,0.07191884,0.03573084,0.00172014,8.439891,6.734271E-5,479704.8,479706.1
0.001297683,1.178686E-6,6.283185,3.141593,6.283185,1113.453,0.2353964,-8.833943E9,1527.207,2.15997E8,1527.207,0.9999997,0.2040687,9.402869E-5,0.03357886,0.02036477,0.02842507,0.04584515,0.002573194,0.003466668,0.1530784,0.003597643,0.0027668,0.01696017,0.004394165,9.867983E-4,0.001239603,0.1297283,0.06903775,0.01540148,0.0186763,5.49148E-4,0.00356054,4.721114E-4,9.839019E-7,0.007543966,0.008035784,0.07482645,0.01679792,0.07180806,0.03412481,0.001432436,8.433229,6.729424E-5,479326.5,479327.9
0.001320791,1.199436E-6,6.283185,3.141593,6.283185,1113.754,0.2353964,-8.90006E9,1527.164,2.159896E8,1527.164,0.9999997,0.2040529,9.29664E-5,0.03397568,0.02014667,0.02865383,0.04630601,0.002613506,0.003490446,0.1534026,0.003599649,0.002824541,0.01721927,0.004383681,9.637499E-4,0.001210855,0.1299144,0.06914296,0.01549706,0.0187855,5.644827E-4,0.003602056,4.82445E-4,1.020429E-6,0.007575614,0.008016785,0.07343616,0.0167858,0.07176632,0.03352649,0.001334398,8.430724,6.727611E-5,479184.1,479185.5
0.001385312,1.257346E-6,6.283185,3.141593,6.283185,1114.561,0.2353964,-9.162609E9,1527.045,2.159685E8,1527.045,0.9999996,0.2040094,9.014356E-5,0.03505832,0.01956451,0.0292629,0.04756567,0.00272531,0.003553726,0.1542554,0.003604574,0.002986239,0.01793819,0.004353949,9.034886E-4,0.001135659,0.1303991,0.06937732,0.01575147,0.01907993,6.078155E-4,0.003715875,5.115243E-4,1.125953E-6,0.007658956,0.007959677,0.06970653,0.01674091,0.07165328,0.03192655,0.001095284,8.423954,6.722736E-5,478800.1,478801.8
0.001391218,1.262645E-6,6.283185,3.141593,6.283185,1114.633,0.2353964,-9.131993E9,1527.033,2.159665E8,1527.033,0.9999996,0.2040054,8.989528E-5,0.03515561,0.01951311,0.02931656,0.04767906,0.002735488,0.003559298,0.1543298,0.003604976,0.003001072,0.01800365,0.004351198,8.982546E-4,0.001129125,0.130441,0.06939457,0.0157739,0.01910614,6.118185E-4,0.003726143,5.142026E-4,1.135873E-6,0.007666231,0.007954172,0.06937601,0.01673604,0.07164318,0.0317851,0.001075709,8.423351,6.722303E-5,478766.0,478767.7
0.001407602,1.277343E-6,6.283185,3.141593,6.283185,1114.83,0.2353964,-9.156712E9,1527.003,2.159611E8,1527.003,0.9999996,0.2039945,8.921265E-5,0.03542396,0.01937215,0.02946368,0.04799171,0.002763677,0.003574571,0.1545329,0.003606036,0.003042252,0.01818495,0.004343543,8.839692E-4,0.001111291,0.1305553,0.06943883,0.01583517,0.0191782,6.22955E-4,0.003754497,5.216473E-4,1.163622E-6,0.007686109,0.007938673,0.06846846,0.01672188,0.07161539,0.03139698,0.001023271,8.421691,6.721114E-5,478671.7,478673.5
0.001429043,1.296573E-6,6.283185,3.141593,6.283185,1115.084,0.2353964,-9.195039E9,1526.962,2.15954E8,1526.962,0.9999996,0.2039804,8.833821E-5,0.03577181,0.0191911,0.02965242,0.04839715,0.002800459,0.003594156,0.154792,0.003607329,0.003096199,0.0184215,0.004333479,8.657718E-4,0.001088569,0.1307004,0.06948907,0.01591368,0.01927114,6.375959E-4,0.003791321,5.314211E-4,1.200441E-6,0.00771148,0.007917909,0.06730092,0.01670202,0.07157947,0.0308982,9.585406E-4,8.419547,6.719582E-5,478550.0,478551.8
