Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H9_PFRC2 (),Mass_fraction_TC4H9_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.00534682,4.769614E-6,6.283185,3.141593,6.283185,1136.449,0.2353964,1.664388E9,1524.809,2.15575E8,1524.809,0.999998,0.202306,3.508283E-5,0.0717201,0.007709261,0.04021973,0.08944023,0.008095418,0.00446519,0.1606099,0.003303643,0.01259453,0.04611676,0.002758039,6.271322E-5,7.890908E-5,0.1311302,0.03910662,0.018319,0.02558477,0.003516562,0.00788842,0.002644935,1.732642E-5,0.008214393,0.003499009,0.004136571,0.009192373,0.06829861,0.002911429,1.281633E-8,8.249625,6.593256E-5,468900.8,468905.1
0.005437082,4.849029E-6,6.283185,3.141593,6.283185,1136.716,0.2353964,1.704534E9,1524.839,2.155802E8,1524.839,0.999998,0.2022802,3.462379E-5,0.07223843,0.007603755,0.04027248,0.09000098,0.008194004,0.004463431,0.1604601,0.003296967,0.01278735,0.04644936,0.002731412,5.978026E-5,7.519834E-5,0.1309538,0.0384054,0.01827465,0.02562959,0.003575014,0.007950492,0.002695732,1.790489E-5,0.008195911,0.003427672,0.003893967,0.009054922,0.06825492,0.002773927,9.958126E-9,8.247854,6.59171E-5,468800.2,468804.4
0.005496346,4.901161E-6,6.283185,3.141593,6.283185,1136.888,0.2353964,1.721863E9,1524.859,2.155838E8,1524.859,0.9999979,0.2022635,3.432929E-5,0.07257462,0.007535774,0.04030547,0.09036423,0.008258316,0.004462107,0.1603607,0.003292668,0.01291314,0.04666242,0.002714127,5.794237E-5,7.287326E-5,0.130837,0.03795125,0.01824488,0.02565807,0.003613069,0.007990803,0.002729033,1.828926E-5,0.008183605,0.003381608,0.003742529,0.008965904,0.0682266,0.002687348,8.434707E-9,8.246712,6.590711E-5,468735.5,468739.8
0.005545528,4.944418E-6,6.283185,3.141593,6.283185,1137.029,0.2353964,1.741504E9,1524.875,2.155867E8,1524.875,0.9999979,0.2022497,3.408811E-5,0.07285107,0.00748013,0.04033186,0.09066255,0.008311431,0.004460907,0.1602775,0.003289148,0.01301704,0.04683599,0.002699905,5.646918E-5,7.100967E-5,0.1307395,0.03757825,0.01821968,0.02568113,0.003644449,0.008023983,0.002756636,1.861106E-5,0.008173293,0.003343856,0.003621518,0.008892788,0.06820334,0.002617712,7.352499E-9,8.245778,6.589892E-5,468682.4,468686.7
0.005796484,5.165062E-6,6.283185,3.141593,6.283185,1137.728,0.2353964,1.787964E9,1524.963,2.156022E8,1524.963,0.9999979,0.202181,3.290467E-5,0.07422816,0.007206385,0.04045373,0.09214458,0.008579015,0.004453488,0.1598453,0.003271856,0.01354034,0.04767859,0.002628969,4.96093E-5,6.233372E-5,0.1302358,0.03572824,0.01808573,0.02579135,0.003801799,0.008189703,0.002896976,2.02913E-5,0.008119434,0.003157591,0.003062792,0.008529862,0.06808764,0.002290567,3.6389E-9,8.241185,6.585842E-5,468421.5,468425.7
0.006155609,5.480581E-6,6.283185,3.141593,6.283185,1138.668,0.2353964,1.812234E9,1525.092,2.156248E8,1525.092,0.9999978,0.2020872,3.133706E-5,0.07610572,0.006841805,0.04059428,0.09415466,0.008952145,0.004439515,0.1592098,0.003248992,0.0142691,0.04876548,0.002532061,4.145921E-5,5.20308E-5,0.1295001,0.03323592,0.01788064,0.0259294,0.004018794,0.008416928,0.003096072,2.28056E-5,0.008039344,0.002908941,0.002411709,0.008039227,0.06793045,0.001895147,1.329571E-9,8.235078,6.580406E-5,468074.5,468078.6
0.006271211,5.582092E-6,6.283185,3.141593,6.283185,1138.956,0.2353964,1.779936E9,1525.133,2.15632E8,1525.133,0.9999978,0.2020581,3.085919E-5,0.07668818,0.006730701,0.04063196,0.09477597,0.009069885,0.004434288,0.1590027,0.003242063,0.01449867,0.04908755,0.002501968,3.918949E-5,4.916282E-5,0.1292606,0.03247185,0.0178119,0.02596944,0.004086598,0.008487745,0.003159667,2.364178E-5,0.008012958,0.002833167,0.002233528,0.007888174,0.06788182,0.001783631,9.615331E-10,8.233217,6.578742E-5,467969.2,467973.3
0.006298014,5.605624E-6,6.283185,3.141593,6.283185,1139.022,0.2353964,1.800929E9,1525.142,2.156337E8,1525.142,0.9999978,0.2020515,3.075028E-5,0.07682176,0.006705338,0.04064021,0.09491832,0.009097022,0.00443303,0.1589546,0.003240485,0.01455155,0.04916038,0.002495066,3.86853E-5,4.852583E-5,0.129205,0.03229733,0.0177958,0.02597843,0.004102176,0.008504009,0.003174374,2.383749E-5,0.008006805,0.002815887,0.002194166,0.007853618,0.06787067,0.001758773,8.919795E-10,8.232792,6.578361E-5,467945.1,467949.2
0.006448759,5.737949E-6,6.283185,3.141593,6.283185,1139.386,0.2353964,1.785082E9,1525.196,2.156431E8,1525.196,0.9999978,0.2020144,3.015313E-5,0.07756299,0.006565422,0.04068332,0.09570703,0.00924853,0.004425645,0.1586827,0.003231847,0.01484652,0.04955737,0.002456754,3.599522E-5,4.512766E-5,0.1288912,0.03133396,0.01770405,0.02602711,0.004188793,0.008594423,0.003256816,2.495104E-5,0.007971972,0.002720664,0.001985526,0.007662459,0.06780888,0.001625545,5.847024E-10,8.230452,6.57626E-5,467812.3,467816.5
0.006483772,5.768678E-6,6.283185,3.141593,6.283185,1139.469,0.2353964,1.78615E9,1525.208,2.156453E8,1525.208,0.9999978,0.2020059,3.001686E-5,0.07773277,0.006533575,0.04069256,0.09588747,0.009283453,0.004423859,0.1586194,0.003229889,0.01491444,0.04964659,0.002447978,3.540382E-5,4.438073E-5,0.1288182,0.03111457,0.01768251,0.02603797,0.004208671,0.008615172,0.003275898,2.521275E-5,0.007963831,0.002699016,0.001940003,0.007618821,0.06779474,0.001596129,5.300168E-10,8.229919,6.575781E-5,467782.1,467786.3
0.006539786,5.817832E-6,6.283185,3.141593,6.283185,1139.601,0.2353964,1.774981E9,1525.228,2.156488E8,1525.228,0.9999977,0.2019925,2.980119E-5,0.07800251,0.006483129,0.04070677,0.0961739,0.009339114,0.004420947,0.1585181,0.003226797,0.01502265,0.04978702,0.002434032,3.448286E-5,4.321769E-5,0.1287012,0.03076702,0.01764779,0.026055,0.004240282,0.00864817,0.003306369,2.563385E-5,0.00795077,0.00266475,0.001869384,0.007549606,0.06777228,0.00155023,4.530387E-10,8.229075,6.575022E-5,467734.3,467738.4
0.006590429,5.862269E-6,6.283185,3.141593,6.283185,1139.718,0.2353964,1.766038E9,1525.246,2.156519E8,1525.246,0.9999977,0.2019804,2.96089E-5,0.07824447,0.006438046,0.04071901,0.09643063,0.009389218,0.004418259,0.1584264,0.003224042,0.01511999,0.04991159,0.002421523,3.367583E-5,4.219864E-5,0.1285954,0.03045638,0.01761621,0.02607005,0.004268663,0.008677802,0.00333386,2.60171E-5,0.007938925,0.00263415,0.001807779,0.007487647,0.06775215,0.001509916,3.931105E-10,8.228322,6.574343E-5,467691.5,467695.6
0.006662514,5.925513E-6,6.283185,3.141593,6.283185,1139.884,0.2353964,1.723943E9,1525.271,2.156563E8,1525.271,0.9999977,0.2019633,2.933872E-5,0.07858576,0.006374693,0.04073548,0.09679268,0.009460186,0.004414346,0.1582959,0.003220187,0.01525777,0.05008506,0.002403877,3.256733E-5,4.07991E-5,0.1284446,0.03001999,0.01757114,0.0260909,0.004308737,0.008719656,0.003372893,2.656672E-5,0.007922008,0.002591205,0.001723593,0.00740045,0.06772377,0.001454393,3.211391E-10,8.227261,6.573388E-5,467631.6,467635.9
0.006682157,5.942745E-6,6.283185,3.141593,6.283185,1139.929,0.2353964,1.739103E9,1525.278,2.156575E8,1525.278,0.9999977,0.2019587,2.926545E-5,0.07867813,0.006357591,0.04073977,0.09689057,0.009479451,0.004413262,0.1582602,0.003219148,0.01529515,0.05013156,0.002399102,3.227323E-5,4.042781E-5,0.1284034,0.02990226,0.01755877,0.02609647,0.00431959,0.008730995,0.003383509,2.671732E-5,0.007917387,0.002579627,0.001701352,0.007376894,0.06771609,0.001439637,3.039284E-10,8.226976,6.57313E-5,467615.4,467619.7
0.006695165,5.954156E-6,6.283185,3.141593,6.283185,1139.958,0.2353964,1.752475E9,1525.282,2.156583E8,1525.282,0.9999977,0.2019556,2.921735E-5,0.07873915,0.006346303,0.04074257,0.09695525,0.009492193,0.004412541,0.1582367,0.003218464,0.01531987,0.05016217,0.002395946,3.208029E-5,4.018424E-5,0.1283762,0.02982456,0.01755058,0.02610013,0.004326763,0.008738489,0.003390535,2.681725E-5,0.007914325,0.002571989,0.001686781,0.00736134,0.06771102,0.001429949,2.930363E-10,8.226787,6.57296E-5,467604.7,467609.1
0.006927333,6.157773E-6,6.283185,3.141593,6.283185,1140.473,0.2353964,1.70588E9,1525.362,2.156723E8,1525.362,0.9999977,0.2019022,2.838397E-5,0.07980894,0.00615,0.04078678,0.0980867,0.00971737,0.004399148,0.1578153,0.00320669,0.01575597,0.05068483,0.002340634,2.88707E-5,3.613352E-5,0.1278898,0.02847458,0.01740221,0.0261621,0.00445269,0.008870221,0.003515259,2.862689E-5,0.007859377,0.002439475,0.001446966,0.007089993,0.0676222,0.001268011,1.525815E-10,8.223506,6.569996E-5,467418.2,467422.5
0.007824288,6.943618E-6,6.283185,3.141593,6.283185,1142.257,0.2353964,1.427123E9,1525.64,2.157212E8,1525.64,0.9999975,0.2017115,2.551545E-5,0.08362539,0.00547275,0.04087065,0.1020988,0.01054948,0.004340071,0.1562032,0.003167742,0.0173534,0.05232785,0.002143494,1.975775E-5,2.464711E-5,0.1260187,0.02387079,0.01680794,0.02634993,0.004903371,0.009346492,0.003984314,3.606349E-5,0.007644069,0.001989849,8.020027E-4,0.006144498,0.06730688,8.009763E-4,1.220339E-11,8.212158,6.559733E-5,466773.4,466777.5
0.007900899,7.010684E-6,6.283185,3.141593,6.283185,1142.396,0.2353964,1.396755E9,1525.661,2.157249E8,1525.661,0.9999975,0.2016962,2.52933E-5,0.08392995,0.005420226,0.04087244,0.1024176,0.01061789,0.0043346,0.1560678,0.003164842,0.0174836,0.05244363,0.002127786,1.916727E-5,2.390387E-5,0.1258604,0.0235195,0.01675632,0.02636274,0.00493932,0.009384985,0.004023365,3.673008E-5,0.007625598,0.001955636,7.627065E-4,0.006070718,0.06728183,7.704193E-4,9.839227E-12,8.211274,6.558936E-5,466723.4,466727.6
0.007923358,7.030343E-6,6.283185,3.141593,6.283185,1142.436,0.2353964,1.39138E9,1525.667,2.15726E8,1525.667,0.9999975,0.2016918,2.522867E-5,0.08401863,0.00540497,0.04087283,0.1025103,0.01063787,0.004332986,0.1560281,0.003164003,0.01752158,0.05247689,0.002123214,1.899877E-5,2.36918E-5,0.1258141,0.02341772,0.01674113,0.02636641,0.004949784,0.009396208,0.00403478,3.692641E-5,0.007620183,0.001945724,7.515681E-4,0.006049289,0.06727454,7.61697E-4,9.239189E-12,8.211018,6.558705E-5,466708.8,466713.0
0.008532972,7.563706E-6,6.283185,3.141593,6.283185,1143.469,0.2353964,1.156082E9,1525.819,2.157528E8,1525.819,0.9999975,0.2015766,2.358543E-5,0.0863275,0.005014672,0.04086163,0.1049201,0.01116745,0.004287631,0.1549676,0.003143179,0.01852209,0.05327359,0.002004321,1.510454E-5,1.879485E-5,0.1245697,0.02084783,0.01632705,0.02645264,0.005221492,0.009690987,0.004339055,4.240803E-5,0.007473564,0.001695575,5.043711E-4,0.00549951,0.06708517,5.599686E-4,1.664688E-12,8.20442,6.552781E-5,466334.2,466338.5
0.00864417,7.660945E-6,6.283185,3.141593,6.283185,1143.645,0.2353964,1.071528E9,1525.843,2.157571E8,1525.843,0.9999974,0.2015566,2.330094E-5,0.08672918,0.00494807,0.04085554,0.1053391,0.01126146,0.004279087,0.1547783,0.003139717,0.01869839,0.0533984,0.001983675,1.451565E-5,1.805519E-5,0.1243458,0.02041719,0.01625194,0.02646584,0.005268568,0.00974281,0.004393371,4.343873E-5,0.007446945,0.001653666,4.6905E-4,0.005405557,0.06705234,5.295731E-4,1.217601E-12,8.203285,6.55177E-5,466271.1,466276.0
0.008666669,7.680617E-6,6.283185,3.141593,6.283185,1143.68,0.2353964,1.097724E9,1525.848,2.157579E8,1525.848,0.9999974,0.2015526,2.324393E-5,0.08680975,0.004934752,0.04085417,0.1054229,0.01128039,0.00427735,0.15474,0.003139023,0.01873383,0.05342294,0.001979536,1.440034E-5,1.791039E-5,0.1243006,0.02033142,0.01623661,0.02646843,0.005278003,0.009753225,0.004404315,4.364838E-5,0.007441565,0.00164532,4.62216E-4,0.005386776,0.06704576,5.236351E-4,1.143074E-12,8.203059,6.551569E-5,466258.3,466263.1
0.008767058,7.768389E-6,6.283185,3.141593,6.283185,1143.836,0.2353964,1.072604E9,1525.869,2.157616E8,1525.869,0.9999974,0.2015348,2.299885E-5,0.08716645,0.004876029,0.04084753,0.1057941,0.01136445,0.004269564,0.1545701,0.003136011,0.01889103,0.0535296,0.001961217,1.3902E-5,1.728468E-5,0.1240995,0.01995417,0.0161684,0.02647962,0.005319731,0.00979942,0.004452954,4.458846E-5,0.007417592,0.001608605,4.329164E-4,0.005303879,0.06701664,4.979566E-4,8.619656E-13,8.202058,6.550679E-5,466201.8,466206.8
0.008777294,7.777338E-6,6.283185,3.141593,6.283185,1143.851,0.2353964,1.05207E9,1525.871,2.15762E8,1525.871,0.9999974,0.201533,2.297437E-5,0.08720257,0.004870102,0.0408468,0.1058319,0.01137299,0.004268767,0.1545529,0.00313571,0.01890698,0.05354022,0.001959362,1.385263E-5,1.722268E-5,0.1240791,0.0199162,0.01616157,0.02648073,0.005323952,0.009804105,0.004457896,4.468474E-5,0.00741515,0.001604909,4.300358E-4,0.005295508,0.06701369,4.954119E-4,8.374967E-13,8.201956,6.550588E-5,466196.3,466201.4
0.008793879,7.791836E-6,6.283185,3.141593,6.283185,1143.877,0.2353964,1.059479E9,1525.875,2.157626E8,1525.875,0.9999974,0.2015301,2.293369E-5,0.08726098,0.004860521,0.0408456,0.1058926,0.0113868,0.004267475,0.1545249,0.00313522,0.01893278,0.05355732,0.001956363,1.37731E-5,1.712286E-5,0.124046,0.01985488,0.01615026,0.02648251,0.005330778,0.009811686,0.004465897,4.484089E-5,0.007411195,0.001598941,4.254108E-4,0.00528198,0.06700892,4.913182E-4,7.993597E-13,8.201793,6.550444E-5,466187.0,466192.1
0.008859493,7.849195E-6,6.283185,3.141593,6.283185,1143.976,0.2353964,1.03782E9,1525.888,2.157649E8,1525.888,0.9999974,0.2015187,2.277642E-5,0.08749086,0.004822911,0.04084064,0.1061316,0.01144131,0.004262349,0.1544144,0.003133314,0.01903446,0.05362376,0.001944563,1.346491E-5,1.673601E-5,0.1239152,0.01961461,0.01610561,0.02648942,0.005357624,0.009841558,0.004497468,4.546069E-5,0.007395561,0.001575554,4.076018E-4,0.005228849,0.06699017,4.754621E-4,6.648271E-13,8.20115,6.549874E-5,466150.5,466155.6
0.009119326,8.076288E-6,6.283185,3.141593,6.283185,1144.359,0.2353964,9.243739E8,1525.937,2.157736E8,1525.937,0.9999974,0.2014742,2.217135E-5,0.08838272,0.004678405,0.0408176,0.1070587,0.01165461,0.004241856,0.1539811,0.003126112,0.019431,0.05386857,0.001898822,1.233718E-5,1.532115E-5,0.1234009,0.01869886,0.01592914,0.02651457,0.005461495,0.009958045,0.004621204,4.794606E-5,0.007333875,0.001486379,3.441623E-4,0.005024395,0.06691747,4.176694E-4,3.205341E-13,8.198669,6.54768E-5,466010.2,466015.4
0.009138397,8.092953E-6,6.283185,3.141593,6.283185,1144.387,0.2353964,9.14372E8,1525.941,2.157742E8,1525.941,0.9999974,0.201471,2.212676E-5,0.08844705,0.004668063,0.04081571,0.1071255,0.01167011,0.004240341,0.1539496,0.003125594,0.01945972,0.05388544,0.001895526,1.225965E-5,1.522393E-5,0.1233634,0.01863381,0.01591621,0.02651629,0.00546897,0.009966484,0.004630206,4.813036E-5,0.007329363,0.001480044,3.399168E-4,0.005009753,0.06691224,4.13722E-4,3.037936E-13,8.198491,6.547524E-5,466000.1,466005.4
0.009202694,8.149135E-6,6.283185,3.141593,6.283185,1144.479,0.2353964,8.983567E8,1525.952,2.157762E8,1525.952,0.9999974,0.2014603,2.19806E-5,0.08866282,0.004633442,0.04080915,0.1073497,0.01172221,0.004235223,0.1538437,0.003123879,0.01955618,0.05394125,0.001884473,1.200352E-5,1.490279E-5,0.1232372,0.01841665,0.01587267,0.02652195,0.00549402,0.009994825,0.004660469,4.875362E-5,0.007314167,0.001458891,3.259897E-4,0.004960749,0.06689469,4.006943E-4,2.535513E-13,8.197894,6.546999E-5,465966.4,465971.8
0.00922896,8.172085E-6,6.283185,3.141593,6.283185,1144.516,0.2353964,7.898236E8,1525.956,2.157769E8,1525.956,0.9999974,0.2014559,2.19223E-5,0.08875048,0.004619415,0.04080638,0.107441,0.01174342,0.004233128,0.1538007,0.003123191,0.01959542,0.05396358,0.001879983,1.190119E-5,1.477449E-5,0.1231857,0.01832887,0.01585512,0.0265242,0.005504187,0.01000635,0.004672794,4.900907E-5,0.007307967,0.00145034,3.204661E-4,0.004940887,0.06688756,3.954935E-4,2.35486E-13,8.19765,6.546785E-5,465953.1,465958.8
0.009237564,8.179603E-6,6.283185,3.141593,6.283185,1144.528,0.2353964,8.907645E8,1525.958,2.157772E8,1525.958,0.9999974,0.2014545,2.190295E-5,0.08877913,0.004614832,0.04080547,0.1074707,0.01175036,0.004232441,0.1537866,0.003122965,0.01960825,0.05397084,0.001878516,1.186794E-5,1.473283E-5,0.1231689,0.01830024,0.01584925,0.02652493,0.00550751,0.01001013,0.004676827,4.909286E-5,0.007305937,0.00144755,3.186774E-4,0.004934401,0.06688523,3.938051E-4,2.298544E-13,8.197571,6.546716E-5,465948.6,465954.2
0.009300309,8.234422E-6,6.283185,3.141593,6.283185,1144.616,0.2353964,8.744563E8,1525.968,2.15779E8,1525.968,0.9999974,0.2014442,2.176285E-5,0.08898712,0.004581622,0.04079863,0.1076865,0.01180083,0.004227425,0.1536837,0.003121332,0.01970151,0.05402287,0.001867868,1.16295E-5,1.443394E-5,0.1230463,0.01809319,0.01580671,0.02653016,0.005531613,0.01003753,0.004706167,4.970541E-5,0.007291147,0.001427379,3.059411E-4,0.004887403,0.06686832,3.817193E-4,1.927362E-13,8.196998,6.546213E-5,465916.0,465921.6
0.01003128,8.87277E-6,6.283185,3.141593,6.283185,1145.574,0.2353964,6.089289E8,1526.07,2.15797E8,1526.07,0.9999973,0.2013293,2.02516E-5,0.09129733,0.004221007,0.04070105,0.1100819,0.0123728,0.004168158,0.1525145,0.003104203,0.02074883,0.05452553,0.001749877,9.30481E-6,1.152341E-5,0.1216459,0.01589356,0.01531497,0.02657869,0.005797151,0.01034588,0.005039009,5.703985E-5,0.00712087,0.00121279,1.903479E-4,0.004375917,0.06668104,2.659297E-4,2.43839E-14,8.190691,6.540739E-5,465557.8,465563.4
0.01009548,8.928805E-6,6.283185,3.141593,6.283185,1145.652,0.2353964,5.793093E8,1526.077,2.157982E8,1526.077,0.9999973,0.2013197,2.012817E-5,0.09149077,0.004191499,0.0406911,0.1102824,0.01242166,0.0041629,0.1524145,0.003102824,0.02083746,0.05456136,0.001740025,9.13451E-6,1.131048E-5,0.1215254,0.01571786,0.0152722,0.02658196,0.005819187,0.01037205,0.005067447,5.770077E-5,0.007106109,0.001195627,1.82596E-4,0.004334001,0.06666542,2.576635E-4,2.035391E-14,8.190168,6.540291E-5,465528.1,465533.8
0.01014672,8.973533E-6,6.283185,3.141593,6.283185,1145.714,0.2353964,5.761753E8,1526.082,2.157992E8,1526.082,0.9999973,0.2013121,2.003067E-5,0.09164408,0.004168189,0.040683,0.1104412,0.01246049,0.004158697,0.152335,0.00310174,0.02090782,0.05458903,0.001732219,9.00217E-6,1.114505E-5,0.1214296,0.01557962,0.01523809,0.02658446,0.005836627,0.01039283,0.00509005,5.823038E-5,0.007094352,0.00118212,1.766512E-4,0.004300891,0.06665304,2.512662E-4,1.76471E-14,8.189754,6.539937E-5,465504.6,465510.2
0.01126571,9.949669E-6,6.283185,3.141593,6.283185,1146.944,0.2353964,2.216496E8,1526.158,2.158124E8,1526.158,0.9999972,0.2011568,1.809461E-5,0.09477963,0.00370694,0.04048021,0.1136877,0.01327634,0.004066392,0.150664,0.00308042,0.02236644,0.05502339,0.001573275,6.708356E-6,8.282495E-6,0.1194014,0.0129375,0.01450686,0.02661869,0.006188236,0.01082645,0.005563579,7.019431E-5,0.006843146,9.235156E-4,8.578632E-5,0.003644546,0.06640101,1.455177E-4,7.555978E-16,8.181374,6.532924E-5,465028.7,465034.2
0.0114646,1.012306E-5,6.283185,3.141593,6.283185,1147.14,0.2353964,1.572898E8,1526.162,2.158132E8,1526.162,0.9999972,0.2011313,1.77866E-5,0.09529749,0.003633784,0.04043991,0.114224,0.01341521,0.004049965,0.15038,0.003076975,0.02261091,0.05507109,0.001547168,6.395734E-6,7.893228E-6,0.1190539,0.01253572,0.01437996,0.02662118,0.006245289,0.01089978,0.00564375,7.239722E-5,0.00679966,8.841222E-4,7.548316E-5,0.003540183,0.06635963,1.321504E-4,4.318783E-16,8.180004,6.531809E-5,464951.2,464956.8
0.01148761,1.014311E-5,6.283185,3.141593,6.283185,1147.162,0.2353964,1.57565E8,1526.163,2.158133E8,1526.163,0.9999972,0.2011283,1.775127E-5,0.09535669,0.003625478,0.04043519,0.1142853,0.01343116,0.004048065,0.1503474,0.003076578,0.02263892,0.05507611,0.001544187,6.360988E-6,7.849973E-6,0.119014,0.01249042,0.01436536,0.02662141,0.006251792,0.01090819,0.005652948,7.265348E-5,0.006794652,8.796797E-4,7.437477E-5,0.003528329,0.0663549,1.306873E-4,4.048365E-16,8.179847,6.531682E-5,464942.3,464947.9
0.01179347,1.040971E-5,6.283185,3.141593,6.283185,1147.451,0.2353964,7.367956E7,1526.166,2.158138E8,1526.166,0.9999972,0.2010902,1.730133E-5,0.09613006,0.003518012,0.04037112,0.1150863,0.01364105,0.004022839,0.1499185,0.003071447,0.02300607,0.05513362,0.001505296,5.926723E-6,7.30965E-6,0.1184879,0.01191058,0.01417227,0.02662326,0.006336346,0.0110188,0.005773715,7.60881E-5,0.006728545,8.228004E-4,6.111355E-5,0.003374939,0.06629323,1.127446E-4,1.717117E-16,8.177809,6.530041E-5,464826.6,464832.2
0.01197224,1.056549E-5,6.283185,3.141593,6.283185,1147.613,0.2353964,1.201426E7,1526.165,2.158137E8,1526.165,0.9999972,0.2010684,1.70464E-5,0.09657078,0.003457672,0.04033273,0.1155433,0.0137619,0.004008125,0.149672,0.003068495,0.02321628,0.05515978,0.001483183,5.69357E-6,7.019778E-6,0.1181846,0.01158996,0.01406081,0.0266234,0.006384212,0.01108239,0.005843027,7.81188E-5,0.006690303,7.913428E-4,5.449074E-5,0.003288758,0.06625816,1.034402E-4,1.039258E-16,8.176648,6.529117E-5,464761.5,464767.3
0.01199172,1.058247E-5,6.283185,3.141593,6.283185,1147.63,0.2353964,1.51723E7,1526.165,2.158137E8,1526.165,0.9999972,0.2010661,1.701859E-5,0.09661832,0.003451205,0.04032851,0.1155925,0.01377498,0.004006523,0.1496453,0.003068173,0.023239,0.05516231,0.001480801,5.669007E-6,6.989256E-6,0.1181517,0.01155581,0.01404868,0.02662338,0.00638936,0.01108928,0.005850524,7.834109E-5,0.006686153,7.879919E-4,5.381433E-5,0.003279517,0.06625438,1.02475E-4,9.839553E-17,8.176524,6.529019E-5,464754.4,464760.2
0.01217598,1.074301E-5,6.283185,3.141593,6.283185,1147.792,0.2353964,-2.043056E7,1526.162,2.158132E8,1526.162,0.9999971,0.2010442,1.676706E-5,0.09706324,0.003391062,0.04028821,0.1160536,0.01389801,0.003991389,0.1493943,0.00306518,0.02345202,0.05518332,0.001458521,5.445192E-6,6.711133E-6,0.1178426,0.0112402,0.01393447,0.02662276,0.006437407,0.01115394,0.005920873,8.045372E-5,0.006647079,7.570228E-4,4.782154E-5,0.003193547,0.06621904,9.378927E-5,5.868821E-17,8.175356,6.528098E-5,464688.1,464694.0
0.01230917,1.085905E-5,6.283185,3.141593,6.283185,1147.906,0.2353964,-5.409136E7,1526.159,2.158127E8,1526.159,0.9999971,0.2010286,1.658881E-5,0.0973797,0.003348725,0.0402587,0.1163819,0.0139861,0.00398047,0.1492149,0.003063035,0.02360399,0.05519531,0.001442699,5.291904E-6,6.520747E-6,0.1176211,0.01102015,0.01385261,0.0266219,0.006471429,0.01120021,0.005971115,8.199175E-5,0.006619028,7.35429E-4,4.391153E-5,0.003132974,0.06619393,8.798079E-5,4.037883E-17,8.174526,6.527448E-5,464641.4,464647.4
0.0124694,1.099862E-5,6.283185,3.141593,6.283185,1148.041,0.2353964,-8.767795E7,1526.155,2.158119E8,1526.155,0.9999971,0.2010101,1.638084E-5,0.09775471,0.003299023,0.0402228,0.1167707,0.01409112,0.00396736,0.1490009,0.003060479,0.02378455,0.0552063,0.001423977,5.116472E-6,6.30293E-6,0.1173569,0.01076425,0.01375459,0.0266204,0.006511575,0.01125533,0.006030865,8.385433E-5,0.006585503,7.103186E-4,3.963987E-5,0.003061836,0.0661642,8.148621E-5,2.584799E-17,8.173545,6.526684E-5,464585.6,464591.6
0.01628924,1.432205E-5,6.283185,3.141593,6.283185,1150.48,0.2353964,-6.9737E8,1525.759,2.157421E8,1525.759,0.9999969,0.2006442,1.268801E-5,0.1052448,0.002424161,0.03930521,0.1245821,0.01634327,0.003667155,0.1444587,0.002994582,0.02749374,0.05475199,0.001058933,2.654013E-6,3.257398E-6,0.111685,0.006699515,0.01162608,0.02647859,0.007273048,0.01243403,0.007254735,1.317236E-4,0.005853012,3.149203E-4,3.518096E-6,0.001799453,0.06557866,1.348912E-5,-3.350375E-21,8.154103,6.512848E-5,463480.4,463485.9
