Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_IC4H10_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_IC4H7_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_B1M2_PFRC2 (),Mole_fraction_B1M3_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_IC8H16_PFRC2 (),Mole_fraction_DIMEPTD_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Mole_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#154_PFRC2 (),UHC_Sens_GasRxn#381_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#1148_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8287_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11845_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#154_PFRC2 (),VOC_Sens_GasRxn#381_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#1148_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8287_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11845_PFRC2 ()
15.2,0.02127093,6.283185,3.141593,6.283185,669.258,0.2353967,64304.41,942.8765,1.131508E8,942.8765,1.000007,0.8577751,0.03751088,6.829801E-7,0.002959647,0.01582528,4.595341E-4,6.859125E-4,0.02317909,5.445722E-4,0.001060239,4.168192E-4,0.02960671,5.105441E-5,0.001904408,2.8822E-4,0.003107667,1.582501E-4,8.672098E-4,1.660569E-4,7.130173E-4,1.576248E-4,1.085956E-4,0.001334101,8.703958E-4,0.005014565,0.001718987,0.006638611,2.657754E-4,0.001616812,0.0045224,8.66216,1.119583E-4,492348.2,-0.003055404,9.115652E-4,0.001108609,0.0015449,-0.00112092,9.35093E-4,-0.002155647,-7.578833E-4,-0.00705229,-0.001390844,492355.5,-0.003055647,9.117186E-4,0.001108916,0.001545731,-0.001121249,9.353573E-4,-0.002156399,-7.57415E-4,-0.007053486,-0.001390644
15.4,0.02157006,6.283185,3.141593,6.283185,668.0757,0.2353968,68161.65,941.1998,1.128557E8,941.1998,1.000007,0.8577504,0.03752541,6.559056E-7,0.002961269,0.01583009,4.59731E-4,6.868689E-4,0.0231827,5.447927E-4,0.001059874,4.172095E-4,0.02961438,4.964418E-5,0.001904059,2.88535E-4,0.003108359,1.583151E-4,8.676617E-4,1.662547E-4,7.130112E-4,1.575224E-4,1.085862E-4,0.001333928,8.701981E-4,0.005009642,0.001718695,0.006638418,2.657903E-4,0.001615474,0.004520502,8.662058,1.121564E-4,492342.4,-0.003054124,9.111555E-4,0.001106266,0.001544201,-0.001119449,9.338739E-4,-0.002154582,-7.569617E-4,-0.007049727,-0.00139193,492349.7,-0.003054368,9.11309E-4,0.001106574,0.001545032,-0.001119777,9.341378E-4,-0.002155335,-7.564934E-4,-0.007050922,-0.001391728
15.6,0.02186969,6.283185,3.141593,6.283185,666.8955,0.2353968,71048.69,939.5267,1.125612E8,939.5267,1.000007,0.8577269,0.03753928,6.296657E-7,0.002962831,0.01583466,4.599167E-4,6.877997E-4,0.02318612,5.450027E-4,0.001059521,4.175901E-4,0.02962172,4.827913E-5,0.001903722,2.888406E-4,0.003109018,1.583766E-4,8.680933E-4,1.664449E-4,7.130048E-4,1.574238E-4,1.085777E-4,0.001333755,8.700094E-4,0.005004933,0.001718415,0.006638237,2.658042E-4,0.001614199,0.004518703,8.661961,1.123549E-4,492337.0,-0.003052877,9.107958E-4,0.001104025,0.001543527,-0.001118018,9.326972E-4,-0.002153546,-7.560779E-4,-0.007047269,-0.001392993,492344.2,-0.003053121,9.109493E-4,0.001104333,0.001544359,-0.001118346,9.329606E-4,-0.002154299,-7.556092E-4,-0.007048464,-0.001392792
15.8,0.02216986,6.283185,3.141593,6.283185,665.7174,0.2353968,73438.29,937.8572,1.122674E8,937.8572,1.000007,0.8577045,0.0375525,6.045014E-7,0.002964332,0.01583899,4.600915E-4,6.887045E-4,0.02318936,5.452024E-4,0.001059179,4.17961E-4,0.02962874,4.695864E-5,0.001903396,2.891369E-4,0.003109645,1.584346E-4,8.68505E-4,1.666277E-4,7.129981E-4,1.57329E-4,1.085702E-4,0.001333584,8.698296E-4,0.005000435,0.001718148,0.006638068,2.658171E-4,0.001612986,0.004516999,8.66187,1.125538E-4,492331.8,-0.003051664,9.10423E-4,0.001101886,0.00154288,-0.001116629,9.315616E-4,-0.002152539,-7.552316E-4,-0.007044916,-0.001394032,492339.1,-0.003051908,9.105765E-4,0.001102194,0.001543712,-0.001116957,9.318245E-4,-0.002153292,-7.547625E-4,-0.007046111,-0.001393831
16.0,0.02247055,6.283185,3.141593,6.283185,664.5415,0.2353968,75412.4,936.1914,1.119742E8,936.1914,1.000007,0.8576831,0.0375651,5.804006E-7,0.002965774,0.01584309,4.602559E-4,6.895839E-4,0.02319242,5.453921E-4,0.001058849,4.183224E-4,0.02963544,4.56816E-5,0.001903081,2.89424E-4,0.003110242,1.584894E-4,8.688974E-4,1.668033E-4,7.129912E-4,1.572377E-4,1.085636E-4,0.001333413,8.696583E-4,0.00499614,0.001717893,0.006637911,2.658291E-4,0.001611831,0.004515388,8.661784,1.127529E-4,492326.9,-0.003050485,9.10067E-4,0.001099844,0.001542258,-0.001115282,9.304659E-4,-0.002151561,-7.544217E-4,-0.007042663,-0.001395047,492334.2,-0.003050729,9.102204E-4,0.001100153,0.001543089,-0.001115609,9.307284E-4,-0.002152315,-7.539523E-4,-0.007043859,-0.001394846
16.2,0.02277178,6.283185,3.141593,6.283185,663.3677,0.2353968,77062.63,934.5291,1.116816E8,934.5291,1.000007,0.8576628,0.03757709,5.57352E-7,0.002967159,0.01584697,4.604102E-4,6.904384E-4,0.02319531,5.455722E-4,0.00105853,4.186746E-4,0.02964184,4.444683E-5,0.001902777,2.897022E-4,0.003110809,1.58541E-4,8.692714E-4,1.66972E-4,7.129841E-4,1.5715E-4,1.085578E-4,0.001333243,8.694952E-4,0.004992041,0.001717649,0.006637765,2.658403E-4,0.001610733,0.004513863,8.661703,1.129524E-4,492322.3,-0.003049338,9.097271E-4,0.001097898,0.001541659,-0.001113973,9.294054E-4,-0.002150608,-7.536482E-4,-0.007040508,-0.001396038,492329.5,-0.003049582,9.098806E-4,0.001098206,0.001542491,-0.0011143,9.296675E-4,-0.002151362,-7.531786E-4,-0.007041704,-0.001395837
16.4,0.02307354,6.283185,3.141593,6.283185,662.1961,0.2353968,78346.33,932.8704,1.113897E8,932.8704,1.000007,0.8576435,0.03758852,5.353759E-7,0.002968489,0.01585065,4.605552E-4,6.91269E-4,0.02319804,5.457434E-4,0.001058221,4.190178E-4,0.02964796,4.325301E-5,0.001902483,2.899718E-4,0.003111348,1.585897E-4,8.696279E-4,1.671339E-4,7.129768E-4,1.570657E-4,1.085528E-4,0.001333074,8.693399E-4,0.004988129,0.001717416,0.006637629,2.658506E-4,0.001609688,0.004512421,8.661626,1.131523E-4,492317.9,-0.003048222,9.094025E-4,0.00109604,0.001541085,-0.001112704,9.283904E-4,-0.002149685,-7.529069E-4,-0.007038446,-0.001397005,492325.2,-0.003048467,9.09556E-4,0.001096349,0.001541917,-0.00111303,9.28652E-4,-0.002150439,-7.524373E-4,-0.007039641,-0.001396804
16.6,0.02337583,6.283185,3.141593,6.283185,661.0266,0.2353968,79748.91,931.2152,1.110983E8,931.2152,1.000008,0.8576251,0.03759941,5.143629E-7,0.002969768,0.01585414,4.606914E-4,6.920762E-4,0.02320062,5.45906E-4,0.001057923,4.193525E-4,0.0296538,4.209869E-5,0.0019022,2.90233E-4,0.003111861,1.586355E-4,8.699677E-4,1.672896E-4,7.129693E-4,1.569847E-4,1.085486E-4,0.001332906,8.691919E-4,0.004984394,0.001717194,0.006637503,2.658603E-4,0.001608694,0.004511056,8.661554,1.133525E-4,492313.8,-0.003047137,9.090925E-4,0.001094268,0.001540532,-0.001111472,9.274079E-4,-0.002148788,-7.521979E-4,-0.007036472,-0.001397948,492321.1,-0.003047382,9.09246E-4,0.001094577,0.001541364,-0.001111797,9.276692E-4,-0.002149543,-7.517282E-4,-0.007037667,-0.001397747
16.8,0.02367866,6.283185,3.141593,6.283185,659.8594,0.2353968,80744.24,929.5636,1.108076E8,929.5636,1.000008,0.8576076,0.03760979,4.942574E-7,0.002970997,0.01585744,4.608192E-4,6.928609E-4,0.02320306,5.460606E-4,0.001057635,4.196788E-4,0.02965939,4.098235E-5,0.001901926,2.904861E-4,0.00311235,1.586788E-4,8.702919E-4,1.674392E-4,7.129616E-4,1.569067E-4,1.085451E-4,0.00133274,8.690509E-4,0.004980826,0.001716981,0.006637385,2.658693E-4,0.001607747,0.004509764,8.661485,1.13553E-4,492309.9,-0.003046082,9.087962E-4,0.001092578,0.001540002,-0.001110279,9.264606E-4,-0.002147917,-7.515196E-4,-0.007034583,-0.001398868,492317.2,-0.003046327,9.089498E-4,0.001092887,0.001540834,-0.001110604,9.267215E-4,-0.002148673,-7.510498E-4,-0.007035777,-0.001398667
17.0,0.02398202,6.283185,3.141593,6.283185,658.6943,0.2353968,81523.49,927.9156,1.105176E8,927.9156,1.000008,0.8575909,0.03761968,4.750187E-7,0.002972178,0.01586057,4.609391E-4,6.936235E-4,0.02320536,5.462075E-4,0.001057356,4.199971E-4,0.02966472,3.990308E-5,0.001901662,2.907313E-4,0.003112815,1.587196E-4,8.706009E-4,1.675829E-4,7.129539E-4,1.568318E-4,1.085423E-4,0.001332576,8.689166E-4,0.004977422,0.001716778,0.006637276,2.658776E-4,0.001606846,0.004508541,8.661421,1.137538E-4,492306.3,-0.003045056,9.085151E-4,0.001090966,0.001539493,-0.001109121,9.255479E-4,-0.002147073,-7.508712E-4,-0.007032775,-0.001399765,492313.5,-0.003045301,9.086686E-4,0.001091275,0.001540325,-0.001109446,9.258084E-4,-0.002147828,-7.504011E-4,-0.00703397,-0.001399563
17.2,0.02428592,6.283185,3.141593,6.283185,657.5315,0.2353968,82064.06,926.271,1.102281E8,926.271,1.000008,0.857575,0.03762911,4.56587E-7,0.002973312,0.01586353,4.610516E-4,6.943648E-4,0.02320753,5.46347E-4,0.001057087,4.203075E-4,0.02966982,3.885937E-5,0.001901408,2.909688E-4,0.003113258,1.587581E-4,8.708956E-4,1.67721E-4,7.12946E-4,1.567598E-4,1.085401E-4,0.001332412,8.687887E-4,0.004974172,0.001716585,0.006637175,2.658854E-4,0.001605989,0.004507384,8.66136,1.13955E-4,492302.8,-0.003044058,9.082447E-4,0.001089429,0.001539003,-0.001107999,9.246683E-4,-0.002146253,-7.502513E-4,-0.007031046,-0.001400637,492310.1,-0.003044303,9.083982E-4,0.001089738,0.001539836,-0.001108323,9.249284E-4,-0.002147008,-7.497809E-4,-0.007032242,-0.001400436
17.4,0.02459036,6.283185,3.141593,6.283185,656.3708,0.2353968,82369.4,924.63,1.099393E8,924.63,1.000008,0.8575599,0.0376381,4.389151E-7,0.002974402,0.01586633,4.61157E-4,6.950853E-4,0.02320958,5.464797E-4,0.001056827,4.206104E-4,0.02967469,3.784985E-5,0.001901163,2.91199E-4,0.003113679,1.587944E-4,8.711767E-4,1.678537E-4,7.12938E-4,1.566907E-4,1.085386E-4,0.001332251,8.686668E-4,0.004971068,0.0017164,0.006637082,2.658927E-4,0.001605172,0.004506287,8.661303,1.141565E-4,492299.5,-0.003043087,9.079864E-4,0.001087963,0.001538534,-0.001106911,9.238208E-4,-0.002145457,-7.496586E-4,-0.007029391,-0.001401487,492306.8,-0.003043332,9.081398E-4,0.001088272,0.001539366,-0.001107234,9.240806E-4,-0.002146213,-7.491877E-4,-0.007030588,-0.001401287
17.6,0.02489533,6.283185,3.141593,6.283185,655.2124,0.2353968,82438.2,922.9924,1.096511E8,922.9924,1.000008,0.8575455,0.03764667,4.219582E-7,0.00297545,0.01586899,4.612559E-4,6.957857E-4,0.02321151,5.466058E-4,0.001056575,4.20906E-4,0.02967935,3.687314E-5,0.001900927,2.91422E-4,0.003114081,1.588286E-4,8.714449E-4,1.679813E-4,7.1293E-4,1.566241E-4,1.085377E-4,0.001332091,8.685506E-4,0.004968103,0.001716223,0.006636995,2.658994E-4,0.001604395,0.004505248,8.661249,1.143583E-4,492296.5,-0.003042143,9.077395E-4,0.001086565,0.001538083,-0.001105857,9.230043E-4,-0.002144685,-7.490919E-4,-0.007027807,-0.001402314,492303.7,-0.003042388,9.078929E-4,0.001086874,0.001538916,-0.001106179,9.232636E-4,-0.002145441,-7.486206E-4,-0.007029005,-0.001402114
17.8,0.02520085,6.283185,3.141593,6.283185,654.0562,0.2353968,82199.09,921.3583,1.093634E8,921.3583,1.000008,0.8575317,0.03765484,4.056938E-7,0.002976458,0.01587151,4.613485E-4,6.964666E-4,0.02321334,5.467257E-4,0.001056332,4.211946E-4,0.0296838,3.592801E-5,0.001900699,2.916381E-4,0.003114464,1.588609E-4,8.717008E-4,1.681041E-4,7.129219E-4,1.565602E-4,1.085373E-4,0.001331933,8.684398E-4,0.004965271,0.001716054,0.006636915,2.659057E-4,0.001603653,0.004504264,8.661198,1.145605E-4,492293.6,-0.003041226,9.075036E-4,0.001085232,0.00153765,-0.001104834,9.222177E-4,-0.002143936,-7.485502E-4,-0.007026291,-0.001403119,492300.8,-0.00304147,9.07657E-4,0.001085541,0.001538483,-0.001105156,9.224766E-4,-0.002144693,-7.480787E-4,-0.007027488,-0.001402919
18.0,0.0255069,6.283185,3.141593,6.283185,652.9022,0.2353968,81649.11,919.7277,1.090764E8,919.7277,1.000008,0.8575187,0.03766264,3.902509E-7,0.002977426,0.01587391,4.614353E-4,6.971286E-4,0.02321507,5.468398E-4,0.001056097,4.214763E-4,0.02968806,3.50137E-5,0.001900479,2.918475E-4,0.00311483,1.588914E-4,8.719452E-4,1.682222E-4,7.129138E-4,1.564987E-4,1.085375E-4,0.001331777,8.683342E-4,0.004962566,0.001715893,0.006636841,2.659116E-4,0.001602947,0.00450333,8.661149,1.14763E-4,492290.8,-0.003040334,9.07278E-4,0.00108396,0.001537234,-0.001103844,9.214599E-4,-0.002143209,-7.480312E-4,-0.007024839,-0.001403901,492298.1,-0.003040578,9.074315E-4,0.001084269,0.001538067,-0.001104165,9.217186E-4,-0.002143966,-7.475597E-4,-0.007026036,-0.0014037
18.2,0.0258135,6.283185,3.141593,6.283185,651.7505,0.2353968,81764.4,918.1005,1.0879E8,918.1005,1.000008,0.8575062,0.03767009,3.75486E-7,0.002978358,0.01587618,4.615167E-4,6.977726E-4,0.0232167,5.469484E-4,0.00105587,4.217516E-4,0.02969214,3.412902E-5,0.001900268,2.920504E-4,0.003115179,1.589202E-4,8.721786E-4,1.683358E-4,7.129057E-4,1.564395E-4,1.085381E-4,0.001331622,8.682333E-4,0.00495998,0.001715739,0.006636772,2.659172E-4,0.001602273,0.004502445,8.661104,1.149658E-4,492288.2,-0.003039465,9.070622E-4,0.001082745,0.001536834,-0.001102884,9.207298E-4,-0.002142504,-7.47536E-4,-0.007023448,-0.001404661,492295.5,-0.00303971,9.072156E-4,0.001083054,0.001537667,-0.001103205,9.209882E-4,-0.002143261,-7.470644E-4,-0.007024645,-0.001404461
18.4,0.02612063,6.283185,3.141593,6.283185,650.601,0.2353968,81705.69,916.4767,1.085043E8,916.4767,1.000008,0.8574942,0.0376772,3.613589E-7,0.002979255,0.01587833,4.615929E-4,6.983988E-4,0.02321824,5.470517E-4,0.001055651,4.220205E-4,0.02969604,3.327319E-5,0.001900064,2.92247E-4,0.003115512,1.589474E-4,8.724015E-4,1.684452E-4,7.128976E-4,1.563826E-4,1.085392E-4,0.00133147,8.681371E-4,0.004957508,0.001715592,0.006636708,2.659224E-4,0.001601631,0.004501604,8.661061,1.151689E-4,492285.8,-0.003038621,9.068557E-4,0.001081586,0.00153645,-0.001101954,9.200266E-4,-0.00214182,-7.470633E-4,-0.007022115,-0.0014054,492293.1,-0.003038866,9.070092E-4,0.001081896,0.001537283,-0.001102275,9.202847E-4,-0.002142578,-7.465915E-4,-0.007023312,-0.0014052
18.6,0.02642831,6.283185,3.141593,6.283185,649.4537,0.2353968,81363.21,914.8564,1.082191E8,914.8564,1.000008,0.8574829,0.03768399,3.478407E-7,0.002980117,0.01588037,4.616642E-4,6.990077E-4,0.02321969,5.4715E-4,0.001055438,4.222833E-4,0.02969977,3.244523E-5,0.001899868,2.924376E-4,0.00311583,1.589731E-4,8.726144E-4,1.685505E-4,7.128896E-4,1.563279E-4,1.085407E-4,0.001331319,8.680454E-4,0.004955147,0.001715451,0.00663665,2.659272E-4,0.001601018,0.004500807,8.66102,1.153723E-4,492283.5,-0.003037799,9.066582E-4,0.00108048,0.001536082,-0.001101053,9.193495E-4,-0.002141157,-7.466106E-4,-0.007020839,-0.001406118,492290.7,-0.003038044,9.068116E-4,0.00108079,0.001536915,-0.001101374,9.196073E-4,-0.002141915,-7.461386E-4,-0.007022037,-0.001405919
18.8,0.02673654,6.283185,3.141593,6.283185,648.3087,0.2353968,80922.85,913.2395,1.079345E8,913.2395,1.000009,0.857472,0.03769047,3.348866E-7,0.002980946,0.01588231,4.617309E-4,6.996E-4,0.02322107,5.472436E-4,0.001055233,4.225401E-4,0.02970334,3.164416E-5,0.001899679,2.926222E-4,0.003116134,1.589974E-4,8.728178E-4,1.686518E-4,7.128815E-4,1.562753E-4,1.085427E-4,0.00133117,8.679578E-4,0.00495289,0.001715316,0.006636596,2.659317E-4,0.001600433,0.00450005,8.660982,1.155761E-4,492281.3,-0.003037,9.064693E-4,0.001079425,0.001535728,-0.001100181,9.186977E-4,-0.002140514,-7.461779E-4,-0.007019618,-0.001406816,492288.6,-0.003037243,9.066226E-4,0.001079735,0.001536561,-0.001100501,9.189551E-4,-0.002141272,-7.457052E-4,-0.007020817,-0.001406618
19.0,0.0270453,6.283185,3.141593,6.283185,647.166,0.2353968,80361.88,911.626,1.076505E8,911.626,1.000009,0.8574617,0.03769666,3.224482E-7,0.002981744,0.01588415,4.617932E-4,7.001759E-4,0.02322236,5.473327E-4,0.001055035,4.227911E-4,0.02970675,3.0869E-5,0.001899497,2.928012E-4,0.003116424,1.590203E-4,8.730121E-4,1.687493E-4,7.128735E-4,1.562247E-4,1.08545E-4,0.001331023,8.678742E-4,0.004950733,0.001715187,0.006636546,2.65936E-4,0.001599876,0.004499332,8.660945,1.157802E-4,492279.2,-0.003036222,9.062885E-4,0.001078419,0.001535389,-0.001123608,9.180703E-4,-0.00213989,-7.457642E-4,-0.007018448,-0.001407494,492286.5,-0.003036464,9.064417E-4,0.001078729,0.001536222,-0.001123927,9.183274E-4,-0.002140649,-7.452907E-4,-0.00701965,-0.001407297
19.2,0.02735462,6.283185,3.141593,6.283185,646.0255,0.2353968,79569.1,910.016,1.073671E8,910.016,1.000009,0.8574518,0.03770257,3.104158E-7,0.002982511,0.01588589,4.618514E-4,7.007359E-4,0.02322358,5.474174E-4,0.001054843,4.230364E-4,0.02971002,3.011864E-5,0.001899322,2.929746E-4,0.003116702,1.590419E-4,8.731976E-4,1.688432E-4,7.128655E-4,1.561761E-4,1.085478E-4,0.001330878,8.677945E-4,0.004948673,0.001715064,0.006636501,2.6594E-4,0.001599344,0.00449865,8.660911,1.159846E-4,492277.3,-0.003035466,9.061156E-4,0.00107746,0.001535063,-0.001121524,9.174667E-4,-0.002139286,-7.45369E-4,-0.007017329,-0.001408152,492284.6,-0.003035706,9.062687E-4,0.001077769,0.001535897,-0.001121842,9.177233E-4,-0.002140045,-7.448944E-4,-0.007018533,-0.001407956
19.4,0.02766448,6.283185,3.141593,6.283185,644.8872,0.2353968,78521.2,908.4093,1.070843E8,908.4093,1.000009,0.8574424,0.03770821,2.987444E-7,0.002983249,0.01588754,4.619056E-4,7.012803E-4,0.02322473,5.47498E-4,0.001054658,4.232763E-4,0.02971315,2.939197E-5,0.001899154,2.931426E-4,0.003116967,1.590623E-4,8.733748E-4,1.689335E-4,7.128575E-4,1.561294E-4,1.085508E-4,0.001330736,8.677184E-4,0.004946705,0.001714947,0.006636459,2.659438E-4,0.001598837,0.004498004,8.660879,1.161893E-4,492275.4,-0.003034731,9.059503E-4,0.001076545,0.00153475,-0.001119498,9.16886E-4,-0.0021387,-7.449915E-4,-0.007016257,-0.001408789,492282.8,-0.003034969,9.061032E-4,0.001076855,0.001535585,-0.001119816,9.171423E-4,-0.00213946,-7.44516E-4,-0.007017464,-0.001408595
19.6,0.02797488,6.283185,3.141593,6.283185,643.7512,0.2353968,77395.85,906.806,1.068021E8,906.806,1.000009,0.8574334,0.03771359,2.875596E-7,0.002983958,0.01588911,4.619561E-4,7.018097E-4,0.02322582,5.475747E-4,0.001054479,4.235108E-4,0.02971614,2.86881E-5,0.001898992,2.933053E-4,0.00311722,1.590816E-4,8.735441E-4,1.690206E-4,7.128497E-4,1.560844E-4,1.085542E-4,0.001330595,8.676459E-4,0.004944824,0.001714834,0.006636421,2.659473E-4,0.001598353,0.004497389,8.660849,1.163943E-4,492273.7,-0.003034016,9.057921E-4,0.001075674,0.001534449,-0.00111753,9.163274E-4,-0.002138133,-7.44631E-4,-0.00701523,-0.001409407,492281.1,-0.003034255,9.05945E-4,0.001075983,0.001535285,-0.001117848,9.165834E-4,-0.002138893,-7.44155E-4,-0.007016439,-0.001409214
19.8,0.02828583,6.283185,3.141593,6.283185,642.6175,0.2353968,75824.98,905.2061,1.065205E8,905.2061,1.000009,0.8574249,0.03771874,2.770692E-7,0.002984641,0.0158906,4.620032E-4,7.023245E-4,0.02322684,5.476477E-4,0.001054306,4.237402E-4,0.029719,2.800659E-5,0.001898836,2.93463E-4,0.003117463,1.590998E-4,8.73706E-4,1.691044E-4,7.128419E-4,1.560412E-4,1.085579E-4,0.001330456,8.675765E-4,0.004943026,0.001714727,0.006636386,2.659506E-4,0.001597892,0.004496806,8.66082,1.165997E-4,492272.1,-0.003033322,9.056408E-4,0.001074843,0.001534161,-0.001115618,9.157902E-4,-0.002137583,-7.442867E-4,-0.007014247,-0.001410006,492279.4,-0.00303356,9.057937E-4,0.001075152,0.001534996,-0.001115935,9.16046E-4,-0.002138343,-7.438106E-4,-0.007015455,-0.001409813
20.0,0.02859734,6.283185,3.141593,6.283185,641.4861,0.2353968,75805.03,903.6095,1.062395E8,903.6095,1.000009,0.8574167,0.03772366,2.67284E-7,0.002985298,0.01589201,4.620471E-4,7.028255E-4,0.02322781,5.477172E-4,0.001054139,4.239648E-4,0.02972174,2.73474E-5,0.001898686,2.936159E-4,0.003117696,1.59117E-4,8.738608E-4,1.691852E-4,7.128341E-4,1.559995E-4,1.085619E-4,0.001330319,8.675103E-4,0.004941306,0.001714624,0.006636355,2.659538E-4,0.00159745,0.004496251,8.660793,1.168053E-4,492270.5,-0.003032646,9.054959E-4,0.001074049,0.001533884,-0.001113759,9.15273E-4,-0.002137049,-7.439578E-4,-0.007013304,-0.001410587,492277.9,-0.003032884,9.056488E-4,0.001074359,0.001534719,-0.001114075,9.155285E-4,-0.00213781,-7.434816E-4,-0.007014512,-0.001410394
