Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_IC4H10_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_IC4H7_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_B1M2_PFRC2 (),Mole_fraction_B1M3_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_IC8H16_PFRC2 (),Mole_fraction_DIMEPTD_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Mole_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#154_PFRC2 (),UHC_Sens_GasRxn#381_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#1148_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8287_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11845_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#154_PFRC2 (),VOC_Sens_GasRxn#381_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#1148_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8287_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11845_PFRC2 ()
0.0,0.0,6.283185,3.141593,6.283185,763.4088,0.2353964,-8.133167E8,1157.327,0.0,1157.327,1.0,0.9441287,3.149737E-16,4.373385E-23,5.567527E-20,6.517637E-20,4.828031E-22,3.802548E-23,1.554981E-22,6.115582E-24,1.782009E-24,1.130233E-26,2.542027E-25,9.956704E-28,2.346325E-25,1.642578E-25,2.199778E-24,1.538875E-26,2.498908E-22,1.39156E-25,3.17843E-28,3.171146E-28,1.116803E-28,1.328275E-28,9.97553E-35,0.01981253,2.385964E-33,0.008057096,7.08322E-28,0.01056668,0.01743503,9.321098,9.815055E-5,529787.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529787.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.367226E-5,4.410786E-8,6.283185,3.141593,6.283185,763.4054,0.2353964,-1.048518E9,1157.32,1.508943E8,1157.32,1.0,0.9441267,1.024162E-9,2.2439E-7,7.638757E-11,2.290592E-8,1.842105E-14,2.421935E-11,1.384431E-7,2.840584E-14,5.472125E-10,7.310062E-10,6.928987E-7,3.425821E-7,1.835721E-8,4.924011E-12,4.15241E-10,1.06771E-19,1.330059E-10,3.639756E-18,1.047708E-8,2.931383E-15,8.938252E-15,3.022936E-10,3.525669E-9,0.01981217,1.085166E-9,0.008057079,5.00408E-14,0.01056654,0.01743428,9.321079,9.815099E-5,529786.0,7.926697E-10,0.0,0.0,0.0,0.0,0.0,5.167622E-6,2.377834E-8,1.385586E-5,3.38584E-8,529786.0,7.926697E-10,-2.430454E-84,-4.063551E-26,1.2969E-27,-9.935144E-26,0.0,5.167622E-6,2.377834E-8,1.385586E-5,3.38584E-8
7.65664E-4,1.003011E-6,6.283185,3.141593,6.283185,763.3194,0.2353964,-1.507748E9,1157.101,1.508558E8,1157.101,1.0,0.944056,2.303236E-6,2.173174E-5,1.456762E-7,3.41213E-6,1.253162E-10,1.710223E-8,1.986217E-5,4.262853E-11,3.709061E-7,2.786348E-7,2.486376E-5,8.108294E-6,9.120097E-7,3.180569E-9,4.508486E-7,8.582937E-14,8.579985E-8,2.91516E-12,5.413636E-7,1.547719E-10,5.082841E-10,3.853782E-7,6.077921E-7,0.01980249,7.367219E-7,0.008056172,1.293803E-10,0.01056097,0.01741609,9.320364,9.816205E-5,529745.4,2.288799E-5,4.014803E-8,-1.708472E-8,-1.94701E-25,2.148702E-9,0.0,1.332127E-4,2.511684E-7,-2.914376E-5,4.865604E-6,529745.4,2.288799E-5,4.014803E-8,-1.708472E-8,-2.996455E-23,2.148702E-9,2.990507E-24,1.332127E-4,2.511684E-7,-2.914376E-5,4.865604E-6
0.004414551,5.78464E-6,6.283185,3.141593,6.283185,762.9128,0.2353964,-1.745796E9,1155.725,1.506136E8,1155.725,1.0,0.9434302,1.164198E-4,1.522358E-4,9.822675E-6,6.604113E-5,2.65186E-8,1.588683E-6,2.335943E-4,1.714647E-8,9.998379E-6,3.181671E-6,2.331147E-4,5.28573E-5,1.421477E-5,2.145807E-7,1.346005E-5,2.979624E-10,2.16703E-6,2.191107E-9,7.839301E-6,4.82506E-8,1.889476E-7,1.060254E-5,1.424404E-5,0.01970988,1.97794E-5,0.008044063,5.369232E-8,0.01048609,0.01729338,9.314245,9.821437E-5,529397.6,-7.071649E-5,-3.911451E-5,-4.330007E-7,-1.073735E-5,3.838715E-6,6.818012E-7,8.286415E-5,-1.525552E-4,-4.945051E-4,-2.010378E-4,529397.6,-7.071649E-5,-3.911451E-5,-4.330007E-7,-1.073735E-5,3.838715E-6,6.818012E-7,8.286415E-5,-1.525552E-4,-4.945051E-4,-2.010378E-4
0.01859631,2.438304E-5,6.283185,3.141593,6.283185,762.2913,0.2353964,-1.35351E9,1150.825,1.497512E8,1150.825,1.0,0.9400041,0.001193286,2.418798E-4,1.452334E-4,5.563445E-4,1.147495E-6,3.000448E-5,0.001374954,1.283382E-6,8.785815E-5,1.784547E-5,0.001424044,2.333802E-4,1.444996E-4,5.34453E-6,1.398972E-4,6.811431E-8,1.942437E-5,1.816316E-7,6.426983E-5,2.023555E-6,6.848786E-6,9.325106E-5,1.194079E-4,0.01913602,1.719585E-4,0.007968507,3.719067E-6,0.009963899,0.01668093,9.282316,9.829444E-5,527582.8,-0.001107367,1.847247E-4,9.988786E-7,-4.261286E-4,1.240557E-4,-1.171093E-4,-5.246286E-4,1.097369E-4,-0.002228797,-4.057183E-4,527582.8,-0.001107367,1.847247E-4,9.988786E-7,-4.261286E-4,1.240557E-4,-1.171093E-4,-5.246286E-4,1.097369E-4,-0.002228797,-4.057183E-4
0.05286888,6.93603E-5,6.283185,3.141593,6.283185,761.7541,0.2353964,-8.841658E8,1142.384,1.482654E8,1142.384,1.0,0.9332086,0.00355035,1.89017E-4,4.357829E-4,0.001598371,7.458433E-6,9.108828E-5,0.003601571,1.033179E-5,2.431857E-4,4.738394E-5,0.003854096,5.052543E-4,4.128765E-4,2.17861E-5,4.282149E-4,1.100172E-6,5.852449E-5,1.531231E-6,1.764481E-4,1.285768E-5,2.625474E-5,2.581013E-4,3.158615E-4,0.01797221,4.675326E-4,0.007838121,2.251732E-5,0.008941443,0.01548987,9.220725,9.836376E-5,524082.2,-0.002389734,8.793463E-4,-3.724659E-4,2.079551E-4,4.942753E-4,-2.455877E-4,-9.783889E-4,7.673244E-5,-0.004549139,-0.001035763,524082.2,-0.002389734,8.793463E-4,-3.724659E-4,2.079551E-4,4.942753E-4,-2.455877E-4,-9.783889E-4,7.673244E-5,-0.004549139,-0.001035763
0.08587145,1.126953E-4,6.283185,3.141593,6.283185,761.3978,0.2353964,-6.664274E8,1136.549,1.472385E8,1136.549,1.0,0.9283668,0.005293971,1.578267E-4,6.284719E-4,0.002357498,1.503307E-5,1.303876E-4,0.005151906,2.187391E-5,3.476751E-4,6.880591E-5,0.005614033,6.435109E-4,5.909784E-4,3.480157E-5,6.291745E-4,3.052844E-6,8.894937E-5,3.328767E-6,2.490854E-4,2.495473E-5,3.908126E-5,3.688843E-4,4.374917E-4,0.0171427,6.593632E-4,0.00775387,3.97805E-5,0.008256274,0.01465304,9.177922,9.84098E-5,521650.4,-0.002940159,0.001142682,-2.163893E-4,5.01032E-4,-9.75629E-5,1.046926E-4,-0.001186231,-1.755665E-5,-0.005770579,-0.001279829,521650.8,-0.002940163,0.001142683,-2.16389E-4,5.010292E-4,-9.756378E-5,1.046936E-4,-0.001186226,-1.75563E-5,-0.005770591,-0.001279833
0.08592499,1.127656E-4,6.283185,3.141593,6.283185,761.3972,0.2353964,-6.638962E8,1136.54,1.47237E8,1136.54,1.0,0.9283598,0.005296514,1.577855E-4,6.28741E-4,0.002358602,1.504582E-5,1.304419E-4,0.005154112,2.189345E-5,3.478216E-4,6.883689E-5,0.005616575,6.436781E-4,5.912281E-4,3.482233E-5,6.294591E-4,3.056481E-6,8.899467E-5,3.331869E-6,2.491854E-4,2.497422E-5,3.909886E-5,3.690394E-4,4.376559E-4,0.01714151,6.596273E-4,0.007753752,3.980625E-5,0.008255316,0.01465185,9.177862,9.840987E-5,521647.0,-0.002940566,0.001142985,-2.16585E-4,5.013218E-4,-9.764571E-5,1.047778E-4,-0.001186488,-1.771605E-5,-0.005772132,-0.001280229,521647.4,-0.00294057,0.001142987,-2.165847E-4,5.01319E-4,-9.764662E-5,1.047787E-4,-0.001186483,-1.771568E-5,-0.005772144,-0.001280233
0.08602811,1.12901E-4,6.283185,3.141593,6.283185,761.3962,0.2353964,-6.626217E8,1136.524,1.472342E8,1136.524,1.0,0.9283465,0.005301409,1.577016E-4,6.29259E-4,0.002360715,1.507037E-5,1.305463E-4,0.005158351,2.193103E-5,3.481032E-4,6.88965E-5,0.005621463,6.439997E-4,5.917036E-4,3.485763E-5,6.300063E-4,3.063488E-6,8.908177E-5,3.337839E-6,2.493777E-4,2.501176E-5,3.913274E-5,3.693373E-4,4.379712E-4,0.01713922,6.601348E-4,0.007753524,3.985583E-5,0.008253474,0.01464955,9.177745,9.841E-5,521640.3,-0.002941346,0.001143568,-2.169619E-4,5.018782E-4,-9.780506E-5,1.049415E-4,-0.001186981,-1.802389E-5,-0.005775112,-0.001280994,521640.7,-0.002941349,0.00114357,-2.169616E-4,5.01875E-4,-9.780602E-5,1.049426E-4,-0.001186975,-1.802361E-5,-0.005775123,-0.001280998
0.08815543,1.156951E-4,6.283185,3.141593,6.283185,761.3758,0.2353964,-6.532659E8,1136.197,1.471766E8,1136.197,1.0,0.9280722,0.005401724,1.561147E-4,6.398451E-4,0.002404193,1.557749E-5,1.326798E-4,0.005245223,2.27088E-5,3.538647E-4,7.011748E-5,0.005721668,6.505131E-4,6.01491E-4,3.564694E-5,6.412162E-4,3.208924E-6,9.0871E-5,3.4614E-6,2.533068E-4,2.578474E-5,3.982435E-5,3.754453E-4,4.444161E-4,0.01709224,6.705304E-4,0.00774885,4.087238E-5,0.008215734,0.01460251,9.175347,9.841263E-5,521504.7,-0.002969665,0.001155328,-2.247225E-4,5.132553E-4,-1.010862E-4,1.083074E-4,-0.001196984,-2.438183E-5,-0.005835585,-0.001296521,521505.3,-0.00296967,0.00115533,-2.24722E-4,5.132483E-4,-1.010881E-4,1.083095E-4,-0.001196971,-2.43815E-5,-0.005835602,-0.001296527
0.08969254,1.177139E-4,6.283185,3.141593,6.283185,761.3612,0.2353964,-6.466114E8,1135.963,1.471354E8,1135.963,1.0,0.9278763,0.005473457,1.549683E-4,6.473847E-4,0.002435355,1.594449E-5,1.341978E-4,0.005307239,2.327235E-5,3.579678E-4,7.09897E-5,0.005793223,6.550757E-4,6.085016E-4,3.625634E-5,6.49206E-4,3.31501E-6,9.215246E-5,3.551032E-6,2.560998E-4,2.634175E-5,4.031599E-5,3.797918E-4,4.489867E-4,0.0170587,6.77916E-4,0.007745518,4.159981E-5,0.008188869,0.01456896,9.173635,9.841452E-5,521408.6,-0.002987057,0.001163563,-2.303119E-4,5.213721E-4,-1.034528E-4,1.107279E-4,-0.001204076,-2.896709E-5,-0.005878334,-0.001307457,521409.6,-0.002987068,0.001163567,-2.303111E-4,5.213612E-4,-1.034561E-4,1.107315E-4,-0.001204056,-2.896593E-5,-0.005878367,-0.001307469
0.08983574,1.17902E-4,6.283185,3.141593,6.283185,761.3599,0.2353964,-6.458638E8,1135.941,1.471316E8,1135.941,1.0,0.9278582,0.005480107,1.548654E-4,6.480823E-4,0.002438252,1.597871E-5,1.343382E-4,0.005312987,2.332498E-5,3.583478E-4,7.107054E-5,0.005799857,6.554946E-4,6.091535E-4,3.631601E-5,6.499462E-4,3.324934E-6,9.227147E-5,3.559402E-6,2.563582E-4,2.639356E-5,4.036144E-5,3.801946E-4,4.494094E-4,0.01705559,6.785997E-4,0.007745209,4.166727E-5,0.008186381,0.01456585,9.173476,9.841469E-5,521399.7,-0.002988653,0.001164318,-2.308319E-4,5.221243E-4,-1.03673E-4,1.109528E-4,-0.00120473,-2.939372E-5,-0.005882274,-0.001308466,521400.8,-0.002988665,0.001164323,-2.308311E-4,5.22113E-4,-1.036765E-4,1.109565E-4,-0.00120471,-2.93924E-5,-0.005882309,-0.001308478
0.08989747,1.179831E-4,6.283185,3.141593,6.283185,761.3593,0.2353964,-6.455073E8,1135.932,1.4713E8,1135.932,1.0,0.9278504,0.005482972,1.548197E-4,6.483828E-4,0.002439496,1.599347E-5,1.343987E-4,0.005315461,2.334766E-5,3.585114E-4,7.110536E-5,0.005802715,6.556749E-4,6.094328E-4,3.634027E-5,6.502649E-4,3.329214E-6,9.232273E-5,3.563011E-6,2.564695E-4,2.641589E-5,4.038101E-5,3.803678E-4,4.495913E-4,0.01705425,6.788939E-4,0.007745076,4.169633E-5,0.00818531,0.01456451,9.173408,9.841477E-5,521395.8,-0.002989339,0.001164644,-2.310561E-4,5.224482E-4,-1.037679E-4,1.110498E-4,-0.001205012,-2.957756E-5,-0.005883971,-0.001308899,521397.0,-0.002989352,0.001164648,-2.310552E-4,5.224367E-4,-1.037715E-4,1.110536E-4,-0.001204991,-2.957623E-5,-0.005884006,-0.001308911
0.09005598,1.181913E-4,6.283185,3.141593,6.283185,761.3578,0.2353964,-6.432677E8,1135.908,1.471257E8,1135.908,1.0,0.9278303,0.005490325,1.547017E-4,6.491537E-4,0.002442678,1.603136E-5,1.345538E-4,0.005321802,2.340592E-5,3.589311E-4,7.119473E-5,0.005810046,6.561368E-4,6.10145E-4,3.639813E-5,6.510826E-4,3.340211E-6,9.245426E-5,3.572275E-6,2.567549E-4,2.647323E-5,4.043123E-5,3.808125E-4,4.500578E-4,0.01705082,6.796487E-4,0.007744735,4.177091E-5,0.008182563,0.01456107,9.173233,9.841497E-5,521385.9,-0.002991097,0.001165476,-2.316316E-4,5.232785E-4,-1.040114E-4,1.112985E-4,-0.001205734,-3.005029E-5,-0.005888315,-0.001310009,521387.1,-0.00299111,0.001165481,-2.316307E-4,5.232663E-4,-1.040152E-4,1.113025E-4,-0.001205712,-3.004901E-5,-0.005888351,-0.001310022
0.09020468,1.183866E-4,6.283185,3.141593,6.283185,761.3564,0.2353964,-6.423206E8,1135.886,1.471218E8,1135.886,1.0,0.9278115,0.005497216,1.545925E-4,6.49876E-4,0.002445661,1.606692E-5,1.346991E-4,0.005327744,2.34606E-5,3.593244E-4,7.127848E-5,0.005816918,6.565691E-4,6.108121E-4,3.645217E-5,6.518492E-4,3.350535E-6,9.25776E-5,3.580971E-6,2.570223E-4,2.652699E-5,4.047827E-5,3.812294E-4,4.504951E-4,0.0170476,6.803564E-4,0.007744416,4.184082E-5,0.008179987,0.01455785,9.173069,9.841515E-5,521376.6,-0.00299274,0.001166254,-2.321713E-4,5.240561E-4,-1.042398E-4,1.115316E-4,-0.001206408,-3.049417E-5,-0.005892378,-0.001311048,521377.8,-0.002992752,0.001166258,-2.321704E-4,5.240432E-4,-1.042437E-4,1.115357E-4,-0.001206385,-3.049294E-5,-0.005892414,-0.00131106
0.0904398,1.186954E-4,6.283185,3.141593,6.283185,761.3542,0.2353964,-6.412204E8,1135.85,1.471156E8,1135.85,1.0,0.9277818,0.0055081,1.544278E-4,6.510162E-4,0.002450384,1.612316E-5,1.349285E-4,0.005337137,2.354713E-5,3.599457E-4,7.141076E-5,0.005827776,6.572508E-4,6.118695E-4,3.654155E-5,6.5306E-4,3.366873E-6,9.277254E-5,3.594732E-6,2.574446E-4,2.661197E-5,4.055251E-5,3.818882E-4,4.511856E-4,0.01704251,6.814743E-4,0.00774391,4.195124E-5,0.008175918,0.01455277,9.172809,9.841543E-5,521362.0,-0.002995329,0.00116748,-2.330245E-4,5.252846E-4,-1.046008E-4,1.119E-4,-0.001207472,-3.119524E-5,-0.005898788,-0.001312687,521363.2,-0.002995342,0.001167484,-2.330235E-4,5.252709E-4,-1.046049E-4,1.119044E-4,-0.001207448,-3.119398E-5,-0.005898826,-0.001312701
0.09114692,1.196242E-4,6.283185,3.141593,6.283185,761.3475,0.2353964,-6.378174E8,1135.744,1.470969E8,1135.744,1.0,0.9276928,0.005540746,1.539293E-4,6.544329E-4,0.002464523,1.629243E-5,1.356157E-4,0.00536528,2.380757E-5,3.618064E-4,7.180744E-5,0.005860324,6.592835E-4,6.150272E-4,3.68001E-5,6.566877E-4,3.416132E-6,9.335735E-5,3.63615E-6,2.587089E-4,2.686736E-5,4.077485E-5,3.838607E-4,4.532516E-4,0.01702726,6.848205E-4,0.007742397,4.228247E-5,0.008163731,0.01453752,9.172032,9.841629E-5,521318.1,-0.003003049,0.001171134,-2.355885E-4,5.289641E-4,-1.05686E-4,1.13007E-4,-0.001210652,-3.330302E-5,-0.005917944,-0.001317581,521319.4,-0.003003062,0.001171139,-2.355874E-4,5.289475E-4,-1.056908E-4,1.130121E-4,-0.001210621,-3.330201E-5,-0.005917983,-0.001317596
0.09839212,1.291409E-4,6.283185,3.141593,6.283185,761.2819,0.2353964,-6.056235E8,1134.687,1.469108E8,1134.687,1.0,0.9268029,0.005868151,1.49104E-4,6.884247E-4,0.002605992,1.803543E-5,1.424411E-4,0.005645944,2.648832E-5,3.803243E-4,7.577901E-5,0.006186158,6.788842E-4,6.463046E-4,3.928568E-5,6.928784E-4,3.929977E-6,9.924951E-5,4.064255E-6,2.71247E-4,2.946623E-5,4.297779E-5,4.035083E-4,4.736643E-4,0.01687474,7.180357E-4,0.007727294,4.560715E-5,0.00804242,0.01438526,9.164282,9.842478E-5,520877.6,-0.003076888,0.001205958,7.310915E-5,5.653832E-4,-1.167614E-4,1.242493E-4,-0.0012413,-5.48283E-5,-0.00610409,-0.001365048,520879.2,-0.003076891,0.001205965,7.310966E-5,5.653649E-4,-1.167688E-4,1.242571E-4,-0.001241269,-5.483008E-5,-0.006104138,-0.001365067
0.1036178,1.360054E-4,6.283185,3.141593,6.283185,761.2358,0.2353964,-5.943521E8,1133.953,1.467817E8,1133.953,1.0,0.9261846,0.006096614,1.457576E-4,7.118466E-4,0.002704792,1.929784E-5,1.471304E-4,0.005840335,2.842533E-5,3.93079E-4,7.854185E-5,0.006412669,6.917074E-4,6.679353E-4,4.114441E-5,7.179035E-4,4.309596E-6,1.033849E-4,4.376297E-6,2.798361E-4,3.131837E-5,4.448657E-5,4.170401E-4,4.875545E-4,0.01676881,7.407885E-4,0.007716842,4.792832E-5,0.007958873,0.01427979,9.158913,9.843074E-5,520574.7,-0.003124876,0.00122851,7.751319E-5,5.903392E-4,-1.246846E-4,1.322257E-4,-0.001262188,-7.0205E-5,-0.006228416,-0.001396478,520577.1,-0.003124884,0.001228526,7.751487E-5,5.903292E-4,-1.246929E-4,1.322344E-4,-0.001262174,-7.020545E-5,-0.006228504,-0.001396504
0.1037063,1.361217E-4,6.283185,3.141593,6.283185,761.2348,0.2353964,-5.852149E8,1133.941,1.467795E8,1133.941,1.0,0.9261745,0.006100432,1.456957E-4,7.122361E-4,0.00270642,1.931922E-5,1.472083E-4,0.005843563,2.845815E-5,3.932908E-4,7.858796E-5,0.006416443,6.919143E-4,6.682861E-4,4.116714E-5,7.183188E-4,4.316088E-6,1.03454E-4,4.381604E-6,2.799785E-4,3.134959E-5,4.451159E-5,4.172634E-4,4.877832E-4,0.01676705,7.411621E-4,0.00771667,4.796711E-5,0.007957494,0.01427804,9.158825,9.843086E-5,520569.6,-0.003125663,0.001228879,7.758706E-5,5.907564E-4,-1.248187E-4,1.323602E-4,-0.001262521,-7.046207E-5,-0.006230481,-0.001396996,520572.0,-0.00312567,0.001228895,7.758876E-5,5.907455E-4,-1.248271E-4,1.32369E-4,-0.001262505,-7.046284E-5,-0.006230566,-0.001397022
0.1038215,1.36273E-4,6.283185,3.141593,6.283185,761.2338,0.2353964,-5.855757E8,1133.925,1.467767E8,1133.925,1.0,0.9261611,0.006105394,1.456094E-4,7.12742E-4,0.002708565,1.934701E-5,1.473094E-4,0.005847766,2.850076E-5,3.935656E-4,7.864785E-5,0.006421342,6.921835E-4,6.687551E-4,4.121053E-5,7.188587E-4,4.32453E-6,1.035438E-4,4.388492E-6,2.80163E-4,3.139019E-5,4.45441E-5,4.175538E-4,4.880801E-4,0.01676476,7.416497E-4,0.007716445,4.801752E-5,0.007955697,0.01427576,9.158709,9.843099E-5,520563.1,-0.003126677,0.001229356,7.768275E-5,5.912957E-4,-1.249923E-4,1.325341E-4,-0.001262951,-7.079868E-5,-0.006233143,-0.00139766,520565.5,-0.003126684,0.001229371,7.768446E-5,5.912843E-4,-1.250009E-4,1.325432E-4,-0.001262935,-7.079944E-5,-0.00623323,-0.001397686
0.1040876,1.366226E-4,6.283185,3.141593,6.283185,761.2315,0.2353964,-5.821491E8,1133.889,1.467703E8,1133.889,1.0,0.9261302,0.006116848,1.454321E-4,7.139088E-4,0.002713495,1.941126E-5,1.475426E-4,0.005857461,2.859951E-5,3.94201E-4,7.878609E-5,0.006432675,6.928042E-4,6.698256E-4,4.129765E-5,7.201078E-4,4.344047E-6,1.037516E-4,4.404439E-6,2.805897E-4,3.14839E-5,4.461906E-5,4.182278E-4,4.887679E-4,0.01675947,7.427804E-4,0.007715924,4.813386E-5,0.007951535,0.01427049,9.158442,9.843129E-5,520547.9,-0.003128997,0.001230447,7.790313E-5,5.925379E-4,-1.253924E-4,1.329349E-4,-0.001263935,-7.157948E-5,-0.006239247,-0.001399192,520550.3,-0.003129004,0.001230462,7.790488E-5,5.925255E-4,-1.254014E-4,1.329443E-4,-0.001263916,-7.158038E-5,-0.006239335,-0.001399219
0.1084274,1.423238E-4,6.283185,3.141593,6.283185,761.1943,0.2353964,-5.66076E8,1133.3,1.466666E8,1133.3,1.0,0.9256324,0.006301468,1.428738E-4,7.326385E-4,0.002793136,2.046254E-5,1.512836E-4,0.006013522,3.021516E-5,4.044068E-4,8.101373E-5,0.006615289,7.025809E-4,6.870445E-4,4.274454E-5,7.401949E-4,4.664547E-6,1.07113E-4,4.665563E-6,2.874301E-4,3.300381E-5,4.581905E-5,4.290628E-4,4.997764E-4,0.01667415,7.609173E-4,0.007707525,5.000868E-5,0.007884668,0.0141857,9.154131,9.84361E-5,520303.6,-0.003165422,0.001247537,8.14554E-5,6.124378E-4,-1.318944E-4,1.394353E-4,-0.001279487,-8.421896E-5,-0.006335993,-0.001423486,520306.4,-0.003165426,0.001247556,8.145784E-5,6.124218E-4,-1.319059E-4,1.394472E-4,-0.001279465,-8.422098E-5,-0.006336098,-0.001423517
0.1095659,1.438194E-4,6.283185,3.141593,6.283185,761.1846,0.2353964,-5.616533E8,1133.147,1.466398E8,1133.147,1.0,0.9255038,0.006349244,1.421942E-4,7.374607E-4,0.002813805,2.073845E-5,1.522456E-4,0.006053808,3.063921E-5,4.070326E-4,8.15894E-5,0.006662449,7.050354E-4,6.915098E-4,4.31565E-5,7.453707E-4,4.74927E-6,1.079846E-4,4.734274E-6,2.89186E-4,3.340013E-5,4.612717E-5,4.318483E-4,5.025927E-4,0.01665212,7.65569E-4,0.007705359,5.049364E-5,0.007867471,0.01416384,9.153018,9.843736E-5,520241.2,-0.003174593,0.00125183,8.237467E-5,6.175536E-4,-1.335915E-4,1.411261E-4,-0.001283471,-8.75099E-5,-0.00636063,-0.00142964,520244.3,-0.0031746,0.001251852,8.237729E-5,6.175374E-4,-1.336042E-4,1.411393E-4,-0.001283449,-8.751132E-5,-0.006360751,-0.001429675
0.1097072,1.44005E-4,6.283185,3.141593,6.283185,761.1834,0.2353964,-5.612003E8,1133.129,1.466365E8,1133.129,1.0,0.9254879,0.006355152,1.42111E-4,7.380562E-4,0.002816354,2.077269E-5,1.523644E-4,0.006058781,3.069187E-5,4.073571E-4,8.166056E-5,0.006668282,7.053368E-4,6.92058E-4,4.320409E-5,7.460106E-4,4.759798E-6,1.080925E-4,4.742808E-6,2.894029E-4,3.34492E-5,4.61652E-5,4.321928E-4,5.029405E-4,0.0166494,7.661441E-4,0.007705092,5.05536E-5,0.007865345,0.01416113,9.152881,9.843751E-5,520233.4,-0.003175716,0.001252355,8.248821E-5,6.181848E-4,-1.338015E-4,1.413351E-4,-0.001283961,-8.791785E-5,-0.006363657,-0.001430396,520236.5,-0.003175723,0.001252378,8.249085E-5,6.181684E-4,-1.338144E-4,1.413485E-4,-0.001283939,-8.791928E-5,-0.006363778,-0.001430432
0.1102716,1.447465E-4,6.283185,3.141593,6.283185,761.1786,0.2353964,-5.61362E8,1133.054,1.466233E8,1133.054,1.0,0.9254245,0.006378719,1.41788E-4,7.404302E-4,0.002826546,2.090957E-5,1.528378E-4,0.006078631,3.090236E-5,4.08651E-4,8.194444E-5,0.006691547,7.065348E-4,6.942535E-4,4.34043E-5,7.485621E-4,4.801905E-6,1.085231E-4,4.77693E-6,2.902671E-4,3.364516E-5,4.631673E-5,4.335663E-4,5.043261E-4,0.01663853,7.684361E-4,0.007704023,5.079277E-5,0.007856868,0.01415035,9.152332,9.843812E-5,520202.5,-0.003180178,0.001254444,8.294122E-5,6.20701E-4,-1.346402E-4,1.421697E-4,-0.001285912,-8.954601E-5,-0.006375705,-0.001433406,520205.8,-0.003180187,0.001254468,8.294396E-5,6.206845E-4,-1.346536E-4,1.421837E-4,-0.00128589,-8.954725E-5,-0.006375833,-0.001433443
