Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_IC4H10_PFRC2 (),Mole_fraction_IC4H9_PFRC2 (),Mole_fraction_TC4H9_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_IC4H7_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_IC8H16_PFRC2 (),Mole_fraction_DIMEPTD_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Mole_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.006483772,5.768678E-6,6.283185,3.141593,6.283185,1139.469,0.2353964,1.78615E9,1525.208,2.156453E8,1525.208,0.9999978,0.8246736,2.45083E-4,0.03987616,0.003576361,0.01113719,0.02812936,0.002934225,8.256305E-4,0.03102153,6.471778E-4,0.003063613,0.01019803,3.466133E-4,5.101353E-6,6.394841E-6,0.01889492,0.004647343,0.002593653,0.003961561,6.651184E-4,9.076671E-4,4.078505E-4,1.618869E-6,9.621573E-4,2.262223E-4,1.422789E-4,6.519692E-4,0.006055288,9.364747E-5,2.560743E-11,8.229919,6.575781E-5,467782.1,467786.3
0.006539786,5.817832E-6,6.283185,3.141593,6.283185,1139.601,0.2353964,1.774981E9,1525.228,2.156488E8,1525.228,0.9999977,0.824534,2.432972E-4,0.04001043,0.003548384,0.01113993,0.02821049,0.002951516,8.250024E-4,0.03099852,6.464919E-4,0.003085523,0.01022583,3.446035E-4,4.968142E-6,6.22662E-6,0.01887583,0.004594961,0.002588295,0.003963745,6.700453E-4,9.110504E-4,4.11602E-4,1.645738E-6,9.604809E-4,2.233274E-4,1.370856E-4,6.4598E-4,0.006052662,9.094515E-5,2.188603E-11,8.229075,6.575022E-5,467734.3,467738.4
0.006590429,5.862269E-6,6.283185,3.141593,6.283185,1139.718,0.2353964,1.766038E9,1525.246,2.156519E8,1525.246,0.9999977,0.8244091,2.417052E-4,0.04013086,0.003523386,0.01114226,0.02828321,0.002967079,8.244253E-4,0.03097775,6.458807E-4,0.003105232,0.01025047,3.428011E-4,4.851425E-6,6.079242E-6,0.01885858,0.004548151,0.002583427,0.003965671,6.744682E-4,9.140882E-4,4.149862E-4,1.67019E-6,9.58962E-4,2.207426E-4,1.325559E-4,6.406198E-4,0.00605031,8.857197E-5,1.89892E-11,8.228322,6.574343E-5,467691.5,467695.6
0.006662514,5.925513E-6,6.283185,3.141593,6.283185,1139.884,0.2353964,1.723943E9,1525.271,2.156563E8,1525.271,0.9999977,0.8242333,2.394687E-4,0.04030072,0.003488264,0.01114533,0.02838574,0.00298912,8.23589E-4,0.03094824,6.450254E-4,0.003133124,0.01028478,3.402592E-4,4.691127E-6,5.876863E-6,0.01883404,0.004482406,0.002576485,0.003968331,6.807123E-4,9.183787E-4,4.197908E-4,1.705254E-6,9.567953E-4,2.171158E-4,1.263667E-4,6.330779E-4,0.006046996,8.530402E-5,1.551062E-11,8.227261,6.573388E-5,467631.6,467635.9
0.006682157,5.942745E-6,6.283185,3.141593,6.283185,1139.929,0.2353964,1.739103E9,1525.278,2.156575E8,1525.278,0.9999977,0.8241858,2.388624E-4,0.04034668,0.003478785,0.01114612,0.02841346,0.002995103,8.233582E-4,0.03094021,6.447949E-4,0.003140691,0.01029396,3.395714E-4,4.648602E-6,5.823179E-6,0.01882736,0.004464672,0.002574582,0.00396904,6.824033E-4,9.195409E-4,4.210975E-4,1.714861E-6,9.562041E-4,2.161382E-4,1.247317E-4,6.310409E-4,0.0060461,8.44356E-5,1.467886E-11,8.226976,6.57313E-5,467615.4,467619.7
0.006695165,5.954156E-6,6.283185,3.141593,6.283185,1139.958,0.2353964,1.752475E9,1525.282,2.156583E8,1525.282,0.9999977,0.8241545,2.384644E-4,0.04037705,0.003472529,0.01114663,0.02843178,0.00299906,8.232047E-4,0.03093489,6.446431E-4,0.003145694,0.01030001,3.39117E-4,4.620704E-6,5.787963E-6,0.01882293,0.004452969,0.002573322,0.003969506,6.835207E-4,9.203091E-4,4.219622E-4,1.721235E-6,9.558123E-4,2.154932E-4,1.236606E-4,6.296959E-4,0.006045509,8.386549E-5,1.415248E-11,8.226787,6.57296E-5,467604.7,467609.1
0.006927333,6.157773E-6,6.283185,3.141593,6.283185,1140.473,0.2353964,1.70588E9,1525.362,2.156723E8,1525.362,0.9999977,0.8236076,2.315701E-4,0.04090931,0.003363775,0.01115427,0.0287521,0.003068981,8.203789E-4,0.03084022,6.420287E-4,0.00323395,0.01040318,3.311561E-4,4.156751E-6,5.202438E-6,0.01874413,0.004249714,0.002550549,0.003977345,7.031336E-4,9.338101E-4,4.3731E-4,1.836653E-6,9.487977E-4,2.043091E-4,1.060371E-4,6.062427E-4,0.006035171,7.433826E-5,7.366132E-12,8.223506,6.569996E-5,467418.2,467422.5
0.007824288,6.943618E-6,6.283185,3.141593,6.283185,1142.257,0.2353964,1.427123E9,1525.64,2.157212E8,1525.64,0.9999975,0.8216943,2.078801E-4,0.04280643,0.002989219,0.01116179,0.02988685,0.003327183,8.08245E-4,0.03048305,6.333554E-4,0.003556912,0.0107256,3.02846E-4,2.840759E-6,3.543749E-6,0.0184444,0.0035577,0.002460052,0.004000371,7.732332E-4,9.825916E-4,4.949781E-4,2.310579E-6,9.215319E-4,1.664224E-4,5.869155E-5,5.246715E-4,0.00599874,4.689315E-5,5.883267E-13,8.212158,6.559733E-5,466773.4,466777.5
0.007900899,7.010684E-6,6.283185,3.141593,6.283185,1142.396,0.2353964,1.396755E9,1525.661,2.157249E8,1525.661,0.9999975,0.8215439,2.06048E-4,0.04295771,0.002960212,0.01116107,0.02997696,0.0033484,8.071393E-4,0.03045334,6.327076E-4,0.003583213,0.01074817,3.005943E-4,2.755565E-6,3.436517E-6,0.01841926,0.003504967,0.002452233,0.004001885,7.788183E-4,9.865322E-4,4.997756E-4,2.353034E-6,9.192061E-4,1.635433E-4,5.58098E-5,5.183157E-4,0.005995862,4.509933E-5,4.742991E-13,8.211274,6.558936E-5,466723.4,466727.6
0.007923358,7.030343E-6,6.283185,3.141593,6.283185,1142.436,0.2353964,1.39138E9,1525.667,2.15726E8,1525.667,0.9999975,0.8215002,2.055151E-4,0.04300175,0.002951788,0.01116083,0.03000316,0.003354595,8.068135E-4,0.03044465,6.325201E-4,0.003590885,0.01075465,2.99939E-4,2.731255E-6,3.405923E-6,0.0184119,0.00348969,0.002449932,0.004002317,7.804438E-4,9.876811E-4,5.011779E-4,2.365538E-6,9.185248E-4,1.627094E-4,5.499304E-5,5.164699E-4,0.005995025,4.458735E-5,4.453604E-13,8.211018,6.558705E-5,466708.8,466713.0
0.008532972,7.563706E-6,6.283185,3.141593,6.283185,1143.469,0.2353964,1.156082E9,1525.819,2.157528E8,1525.819,0.9999975,0.8203712,1.919748E-4,0.04414796,0.002736436,0.01114881,0.03068379,0.003518764,7.977269E-4,0.03021343,6.278522E-4,0.003792881,0.01090915,2.829159E-4,2.169678E-6,2.699768E-6,0.01821515,0.003104231,0.002387416,0.004012181,8.22623E-4,0.001017848,5.385402E-4,2.714512E-6,9.001277E-4,1.41677E-4,3.687572E-5,4.691542E-4,0.005973346,3.275246E-5,8.017914E-14,8.20442,6.552781E-5,466334.2,466338.5
0.00864417,7.660945E-6,6.283185,3.141593,6.283185,1143.645,0.2353964,1.071528E9,1525.843,2.157571E8,1525.843,0.9999974,0.8201763,1.896329E-4,0.04434725,0.002699719,0.0111456,0.03080205,0.003547896,7.96027E-4,0.03017235,6.270738E-4,0.003828453,0.0109332,2.79963E-4,2.084799E-6,2.593162E-6,0.01817989,0.003039689,0.002376105,0.004013628,8.29925E-4,0.00102315,5.452062E-4,2.780102E-6,8.967976E-4,1.381561E-4,3.428857E-5,4.610754E-4,0.005969597,3.097035E-5,5.863724E-14,8.203285,6.55177E-5,466271.1,466276.0
0.008666669,7.680617E-6,6.283185,3.141593,6.283185,1143.68,0.2353964,1.097724E9,1525.848,2.157579E8,1525.848,0.9999974,0.8201374,1.891637E-4,0.04438722,0.002692378,0.01114492,0.03082572,0.003553761,7.956819E-4,0.03016405,6.26918E-4,0.003835603,0.01093792,2.793712E-4,2.06818E-6,2.572294E-6,0.01817278,0.003026836,0.002373798,0.00401391,8.313882E-4,0.001024215,5.465492E-4,2.793443E-6,8.961251E-4,1.37455E-4,3.378806E-5,4.594608E-4,0.005968847,3.062224E-5,5.504665E-14,8.203059,6.551569E-5,466258.3,466263.1
0.008767058,7.768389E-6,6.283185,3.141593,6.283185,1143.836,0.2353964,1.072604E9,1525.869,2.157616E8,1525.869,0.9999974,0.819965,1.871464E-4,0.04456417,0.002660014,0.01114175,0.0309305,0.003579807,7.941367E-4,0.03012724,6.262399E-4,0.003867317,0.01095842,2.767519E-4,1.996365E-6,2.482126E-6,0.01814118,0.00297031,0.002363537,0.004015117,8.378588E-4,0.001028941,5.525176E-4,2.853259E-6,8.931291E-4,1.343713E-4,3.164239E-5,4.523349E-4,0.005965526,2.911701E-5,4.150434E-14,8.202058,6.550679E-5,466201.8,466206.8
0.008777294,7.777338E-6,6.283185,3.141593,6.283185,1143.851,0.2353964,1.05207E9,1525.871,2.15762E8,1525.871,0.9999974,0.8199475,1.869448E-4,0.04458208,0.002656748,0.01114141,0.03094114,0.003582452,7.939786E-4,0.03012352,6.261721E-4,0.003870533,0.01096046,2.764868E-4,1.989249E-6,2.473192E-6,0.01813796,0.002964621,0.002362509,0.004015235,8.385132E-4,0.00102942,5.531239E-4,2.859384E-6,8.92824E-4,1.34061E-4,3.143145E-5,4.516155E-4,0.005965189,2.896785E-5,4.032564E-14,8.201956,6.550588E-5,466196.3,466201.4
0.008793879,7.791836E-6,6.283185,3.141593,6.283185,1143.877,0.2353964,1.059479E9,1525.875,2.157626E8,1525.875,0.9999974,0.8199193,1.866101E-4,0.04461105,0.002651468,0.01114087,0.03095828,0.003586733,7.937225E-4,0.03011746,6.260619E-4,0.003875738,0.01096374,2.760581E-4,1.97779E-6,2.458809E-6,0.01813276,0.002955434,0.002360809,0.004015426,8.395716E-4,0.001030195,5.541057E-4,2.869319E-6,8.923301E-4,1.335597E-4,3.109279E-5,4.504528E-4,0.005964646,2.872791E-5,3.848857E-14,8.201793,6.550444E-5,466187.0,466192.1
0.008859493,7.849195E-6,6.283185,3.141593,6.283185,1143.976,0.2353964,1.03782E9,1525.888,2.157649E8,1525.888,0.9999974,0.8198085,1.853159E-4,0.04472507,0.002630745,0.01113864,0.03102574,0.003603618,7.92707E-4,0.03009357,6.256322E-4,0.003896248,0.01097649,2.743716E-4,1.933383E-6,2.403069E-6,0.01811222,0.002919442,0.002354097,0.004016159,8.437337E-4,0.001033251,5.579792E-4,2.908751E-6,8.903779E-4,1.315959E-4,2.978882E-5,4.458867E-4,0.005962509,2.779861E-5,3.200842E-14,8.20115,6.549874E-5,466150.5,466155.6
0.009119326,8.076288E-6,6.283185,3.141593,6.283185,1144.359,0.2353964,9.243739E8,1525.937,2.157736E8,1525.937,0.9999974,0.8193798,1.803383E-4,0.04516732,0.00255115,0.01112899,0.03128727,0.003669691,7.88657E-4,0.03000006,6.240052E-4,0.003976214,0.01102326,2.678366E-4,1.770919E-6,2.199249E-6,0.01803159,0.002782299,0.002327598,0.004018755,8.598313E-4,0.001045164,5.73157E-4,3.066847E-6,8.826842E-4,1.241102E-4,2.514485E-5,4.283224E-4,0.005954237,2.441228E-5,1.54276E-14,8.198669,6.54768E-5,466010.2,466015.4
0.009138397,8.092953E-6,6.283185,3.141593,6.283185,1144.387,0.2353964,9.14372E8,1525.941,2.157742E8,1525.941,0.9999974,0.819349,1.799717E-4,0.04519922,0.002545455,0.01112823,0.03130612,0.003674491,7.883582E-4,0.02999327,6.238885E-4,0.003982005,0.01102647,2.673658E-4,1.759753E-6,2.185247E-6,0.01802572,0.002772559,0.002325658,0.004018928,8.609894E-4,0.001046027,5.74261E-4,3.078568E-6,8.82122E-4,1.235785E-4,2.483413E-5,4.27065E-4,0.005953642,2.418104E-5,1.462155E-14,8.198491,6.547524E-5,466000.1,466005.4
0.009202694,8.149135E-6,6.283185,3.141593,6.283185,1144.479,0.2353964,8.983567E8,1525.952,2.157762E8,1525.952,0.9999974,0.8192457,1.787698E-4,0.04530618,0.002526393,0.01112563,0.03136934,0.003690625,7.873494E-4,0.02997044,6.235007E-4,0.004001452,0.01103709,2.657874E-4,1.722862E-6,2.138994E-6,0.01800597,0.002740048,0.002319128,0.004019493,8.648701E-4,0.001048925,5.779722E-4,3.118207E-6,8.802289E-4,1.218034E-4,2.381489E-5,4.228567E-4,0.005951647,2.34179E-5,1.22025E-14,8.197894,6.546999E-5,465966.4,465971.8
0.00922896,8.172085E-6,6.283185,3.141593,6.283185,1144.516,0.2353964,7.898236E8,1525.956,2.157769E8,1525.956,0.9999974,0.8192036,1.782904E-4,0.04534962,0.002518669,0.01112455,0.03139509,0.003697194,7.869365E-4,0.02996118,6.233447E-4,0.004009361,0.01104133,2.651463E-4,1.708125E-6,2.120516E-6,0.01799791,0.002726907,0.002316495,0.004019715,8.664449E-4,0.001050104,5.794835E-4,3.134452E-6,8.794566E-4,1.210859E-4,2.341067E-5,4.211512E-4,0.005950836,2.311326E-5,1.133275E-14,8.19765,6.546785E-5,465953.1,465958.8
0.009237564,8.179603E-6,6.283185,3.141593,6.283185,1144.528,0.2353964,8.907645E8,1525.958,2.157772E8,1525.958,0.9999974,0.8191899,1.781313E-4,0.04536383,0.002516146,0.01112419,0.03140347,0.003699344,7.868013E-4,0.02995813,6.232937E-4,0.004011948,0.01104271,2.649369E-4,1.703335E-6,2.114516E-6,0.01799528,0.002722621,0.002315616,0.004019787,8.669596E-4,0.00105049,5.799782E-4,3.139781E-6,8.792039E-4,1.208518E-4,2.327978E-5,4.205943E-4,0.005950572,2.301436E-5,1.106162E-14,8.197571,6.546716E-5,465948.6,465954.2
0.009300309,8.234422E-6,6.283185,3.141593,6.283185,1144.616,0.2353964,8.744563E8,1525.968,2.15779E8,1525.968,0.9999974,0.8190906,1.769795E-4,0.04546693,0.002497865,0.01112155,0.03146434,0.003714975,7.858137E-4,0.02993599,6.229242E-4,0.004030747,0.01105258,2.634167E-4,1.668997E-6,2.071474E-6,0.01797612,0.00269163,0.002309238,0.004020299,8.706929E-4,0.001053292,5.835758E-4,3.178735E-6,8.773627E-4,1.191594E-4,2.234782E-5,4.165592E-4,0.005948652,2.230649E-5,9.274677E-15,8.196998,6.546213E-5,465916.0,465921.6
0.01003128,8.87277E-6,6.283185,3.141593,6.283185,1145.574,0.2353964,6.089289E8,1526.07,2.15797E8,1526.07,0.9999973,0.8179939,1.64563E-4,0.04661141,0.002299489,0.01108641,0.0321395,0.003892037,7.742008E-4,0.0296854,6.190291E-4,0.004241753,0.01114684,2.465871E-4,1.334344E-6,1.6525E-6,0.01775786,0.002362584,0.002235677,0.004024553,9.117873E-4,0.001084814,6.243682E-4,3.644976E-6,8.562135E-4,1.011673E-4,1.389348E-5,3.726777E-4,0.005927427,1.552815E-5,1.172477E-15,8.190691,6.540739E-5,465557.8,465563.4
0.01009548,8.928805E-6,6.283185,3.141593,6.283185,1145.652,0.2353964,5.793093E8,1526.077,2.157982E8,1526.077,0.9999973,0.8179026,1.635496E-4,0.04670719,0.002283269,0.01108299,0.03219595,0.003907155,7.731747E-4,0.02966405,6.187147E-4,0.004259601,0.01115345,2.451831E-4,1.309839E-6,1.621861E-6,0.01773914,0.002336316,0.002229291,0.004024792,9.151948E-4,0.001087488,6.278517E-4,3.686975E-6,8.543841E-4,9.97293E-5,1.332682E-5,3.690843E-4,0.005925659,1.504451E-5,9.786367E-16,8.190168,6.540291E-5,465528.1,465533.8
0.01014672,8.973533E-6,6.283185,3.141593,6.283185,1145.714,0.2353964,5.761753E8,1526.082,2.157992E8,1526.082,0.9999973,0.8178303,1.627492E-4,0.04678309,0.002270456,0.01108023,0.03224068,0.003919172,7.723551E-4,0.02964707,6.184671E-4,0.004273768,0.01115854,2.440709E-4,1.290797E-6,1.598058E-6,0.01772425,0.002315651,0.002224199,0.004024967,9.178911E-4,0.001089612,6.306203E-4,3.720629E-6,8.529274E-4,9.859769E-5,1.289229E-5,3.662461E-4,0.005924259,1.467025E-5,8.484475E-16,8.189754,6.539937E-5,465504.6,465510.2
0.01126571,9.949669E-6,6.283185,3.141593,6.283185,1146.944,0.2353964,2.216496E8,1526.158,2.158124E8,1526.158,0.9999972,0.8163633,1.468682E-4,0.04833424,0.002017143,0.01101371,0.03315448,0.004171507,7.544395E-4,0.02929185,6.135876E-4,0.004567245,0.01123582,2.214487E-4,9.609086E-7,1.186389E-6,0.01741037,0.001920976,0.0021153,0.004026025,9.721909E-4,0.001133912,6.885819E-4,4.480474E-6,8.21884E-4,7.694934E-5,6.254415E-6,3.100369E-4,0.00589582,8.487394E-6,3.62909E-17,8.181374,6.532924E-5,465028.7,465034.2
0.0114646,1.012306E-5,6.283185,3.141593,6.283185,1147.14,0.2353964,1.572898E8,1526.162,2.158132E8,1526.162,0.9999972,0.8161227,1.44344E-4,0.04859019,0.001977004,0.01100091,0.03330529,0.004214435,7.512658E-4,0.02923175,6.127988E-4,0.004616394,0.01124368,2.177376E-4,9.15975E-7,1.130441E-6,0.0173568,0.001861008,0.002096446,0.004025728,9.809897E-4,0.001141401,6.983873E-4,4.620311E-6,8.165244E-4,7.365465E-5,5.502322E-6,3.011084E-4,0.005891158,7.706449E-6,2.073937E-17,8.180004,6.531809E-5,464951.2,464956.8
0.01148761,1.014311E-5,6.283185,3.141593,6.283185,1147.162,0.2353964,1.57565E8,1526.163,2.158133E8,1526.163,0.9999972,0.8160953,1.440546E-4,0.04861944,0.001972447,0.01099941,0.03332254,0.004219366,7.508991E-4,0.02922485,6.12708E-4,0.004622025,0.01124449,2.173138E-4,9.109813E-7,1.124225E-6,0.01735065,0.001854247,0.002094278,0.004025685,9.819923E-4,0.001142261,6.995122E-4,4.636576E-6,8.159075E-4,7.328316E-5,5.421423E-6,3.000944E-4,0.005890626,7.620981E-6,1.944042E-17,8.179847,6.531682E-5,464942.3,464947.9
0.01179347,1.040971E-5,6.283185,3.141593,6.283185,1147.451,0.2353964,7.367956E7,1526.166,2.158138E8,1526.166,0.9999972,0.815737,1.403682E-4,0.04900154,0.001913503,0.01097925,0.03354773,0.004284233,7.460338E-4,0.02913421,6.115336E-4,0.004695811,0.01125343,2.117879E-4,8.48577E-7,1.046582E-6,0.01726964,0.001767727,0.002065611,0.004024962,9.950256E-4,0.001153556,7.142782E-4,4.854556E-6,8.077679E-4,6.852765E-5,4.453658E-6,2.869767E-4,0.005883684,6.573023E-6,8.243614E-18,8.177809,6.530041E-5,464826.6,464832.2
0.01197224,1.056549E-5,6.283185,3.141593,6.283185,1147.613,0.2353964,1.201426E7,1526.165,2.158137E8,1526.165,0.9999972,0.8155331,1.382803E-4,0.04921921,0.001880416,0.01096725,0.03367615,0.004321574,7.431996E-4,0.02908218,6.108592E-4,0.004738046,0.01125717,2.086471E-4,8.15079E-7,1.004936E-6,0.01722299,0.001719898,0.002049076,0.004024413,0.0010024,0.001160048,7.227503E-4,4.98341E-6,8.030629E-4,6.589832E-5,3.970456E-6,2.796088E-4,0.005879738,6.029718E-6,4.988607E-18,8.176648,6.529117E-5,464761.5,464767.3
0.01199172,1.058247E-5,6.283185,3.141593,6.283185,1147.63,0.2353964,1.51723E7,1526.165,2.158137E8,1526.165,0.9999972,0.8155112,1.380526E-4,0.04924269,0.00187687,0.01096594,0.03368999,0.004325618,7.428912E-4,0.02907655,6.107857E-4,0.004742609,0.01125751,2.083088E-4,8.115503E-7,1.000551E-6,0.01721794,0.001714804,0.002047278,0.004024348,0.001003193,0.001160751,7.236666E-4,4.997515E-6,8.025526E-4,6.561828E-5,3.92111E-6,2.78819E-4,0.005879313,5.973363E-6,4.723075E-18,8.176524,6.529019E-5,464754.4,464760.2
0.01217598,1.074301E-5,6.283185,3.141593,6.283185,1147.792,0.2353964,-2.043056E7,1526.162,2.158132E8,1526.162,0.9999971,0.8153058,1.359929E-4,0.04946239,0.0018439,0.01095341,0.03381955,0.004363628,7.399793E-4,0.02902365,6.101029E-4,0.0047854,0.01126019,2.051453E-4,7.793985E-7,9.605993E-7,0.01717044,0.001667732,0.002030344,0.00402368,0.001010592,0.001167353,7.322637E-4,5.13155E-6,7.977485E-4,6.303039E-5,3.483956E-6,2.714712E-4,0.005875337,5.466285E-6,2.816685E-18,8.175356,6.528098E-5,464688.1,464694.0
0.01230917,1.085905E-5,6.283185,3.141593,6.283185,1147.906,0.2353964,-5.409136E7,1526.159,2.158127E8,1526.159,0.9999971,0.8151599,1.345334E-4,0.04961861,0.001820694,0.01094428,0.03391176,0.004390839,7.378801E-4,0.02898584,6.09614E-4,0.004815919,0.0112615,2.028993E-4,7.573807E-7,9.332535E-7,0.01713643,0.001634916,0.002018211,0.00402314,0.00101583,0.001172076,7.384024E-4,5.229119E-6,7.943013E-4,6.122626E-5,3.198774E-6,2.662951E-4,0.005872513,5.127231E-6,1.937747E-18,8.174526,6.527448E-5,464641.4,464647.4
0.0124694,1.099862E-5,6.283185,3.141593,6.283185,1148.041,0.2353964,-8.767795E7,1526.155,2.158119E8,1526.155,0.9999971,0.8149872,1.328309E-4,0.04980371,0.001793456,0.01093321,0.03402098,0.004423279,7.353616E-4,0.0289408,6.090321E-4,0.004852178,0.01126238,2.002423E-4,7.321848E-7,9.019712E-7,0.01709589,0.00159676,0.00200369,0.004022432,0.001022009,0.001177703,7.457017E-4,5.347266E-6,7.901833E-4,5.912865E-5,2.887254E-6,2.602173E-4,0.005869171,4.748178E-6,1.240275E-18,8.173545,6.526684E-5,464585.6,464591.6
0.01628924,1.432205E-5,6.283185,3.141593,6.283185,1150.48,0.2353964,-6.9737E8,1525.759,2.157421E8,1525.759,0.9999969,0.8115687,1.026413E-4,0.05349218,0.001314718,0.01065838,0.03621048,0.005118038,6.781009E-4,0.02799181,5.945012E-4,0.005595531,0.01114313,1.485549E-4,3.78895E-7,4.650362E-7,0.01623093,9.914364E-4,0.001689592,0.003991486,0.001138809,0.001297942,8.948965E-4,8.379834E-6,7.006225E-4,2.615238E-5,2.556385E-7,1.525669E-4,0.005803393,7.841377E-7,-1.603801E-22,8.154103,6.512848E-5,463480.4,463485.9
0.01823433,1.601209E-5,6.283185,3.141593,6.283185,1151.33,0.2353964,-8.595029E8,1525.417,2.15682E8,1525.417,0.9999969,0.8101981,9.278923E-5,0.05497728,0.001159664,0.01051963,0.03710248,0.005426415,6.512268E-4,0.02757953,5.853942E-4,0.005904528,0.01102935,1.287782E-4,2.930455E-7,3.594545E-7,0.01585144,8.245241E-4,0.001552423,0.003968902,0.001182324,0.001351502,9.549423E-4,1.006146E-5,6.606808E-4,1.744715E-5,7.575347E-8,1.174299E-4,0.005777267,3.201839E-7,3.176933E-24,8.146259,6.508041E-5,463035.0,463040.2
0.01826282,1.603682E-5,6.283185,3.141593,6.283185,1151.341,0.2353964,-8.662419E8,1525.411,2.15681E8,1525.411,0.9999969,0.8101793,9.26622E-5,0.05499758,0.001157705,0.01051762,0.03711475,0.005430754,6.508447E-4,0.02757378,5.852494E-4,0.005908781,0.01102757,1.285138E-4,2.920296E-7,3.582068E-7,0.01584613,8.225106E-4,0.00155053,0.003968549,0.001182905,0.001352258,9.557531E-4,1.008669E-5,6.601208E-4,1.734488E-5,7.442359E-8,1.169855E-4,0.005776911,3.160422E-7,2.937053E-24,8.146151,6.507978E-5,463029.0,463034.3
0.01830181,1.607069E-5,6.283185,3.141593,6.283185,1151.356,0.2353964,-8.634388E8,1525.404,2.156797E8,1525.404,0.9999969,0.8101537,9.248479E-5,0.05502531,0.001155031,0.01051488,0.03713149,0.005436685,6.503222E-4,0.0275659,5.850501E-4,0.005914591,0.01102513,1.281529E-4,2.906445E-7,3.565064E-7,0.01583887,8.197713E-4,0.001547935,0.003968065,0.001183699,0.00135329,9.568601E-4,1.012125E-5,6.593554E-4,1.720592E-5,7.264221E-8,1.163802E-4,0.005776425,3.10463E-7,2.638618E-24,8.146004,6.507892E-5,463020.7,463026.0
0.0189502,1.663379E-5,6.283185,3.141593,6.283185,1151.598,0.2353964,-9.032112E8,1525.277,2.156574E8,1525.277,0.9999969,0.8097375,8.97909E-5,0.05547638,0.00111265,0.01046957,0.03740402,0.005534068,6.417214E-4,0.0274367,5.816716E-4,0.006009254,0.010984,1.223307E-4,2.69278E-7,3.302807E-7,0.01571988,7.77004E-4,0.001505533,0.003959853,0.001196506,0.001370258,9.747583E-4,1.070061E-5,6.468125E-4,1.505748E-5,4.860065E-8,1.067958E-4,0.005768516,2.310712E-7,4.463479E-25,8.143611,6.506522E-5,462885.1,462890.5
0.01928724,1.692644E-5,6.283185,3.141593,6.283185,1151.718,0.2353964,-9.970558E8,1525.209,2.156454E8,1525.209,0.9999968,0.8095274,8.846604E-5,0.05570376,0.001092043,0.01044622,0.03754183,0.005583789,6.373153E-4,0.02737097,5.798489E-4,0.006057071,0.01096226,1.194316E-4,2.591725E-7,3.17886E-7,0.01565929,7.56662E-4,0.001484157,0.00395548,0.001202897,0.001378932,9.836977E-4,1.100506E-5,6.404269E-4,1.405216E-5,3.944777E-8,1.02151E-4,0.005764531,1.982583E-7,1.76867E-25,8.1424,6.505845E-5,462817.6,462823.6
0.01929437,1.693263E-5,6.283185,3.141593,6.283185,1151.721,0.2353964,-9.201316E8,1525.207,2.156451E8,1525.207,0.9999968,0.809523,8.843639E-5,0.05570852,0.001091617,0.01044573,0.03754471,0.005584835,6.372226E-4,0.02736958,5.798097E-4,0.006058072,0.0109618,1.193712E-4,2.589644E-7,3.176311E-7,0.01565802,7.562447E-4,0.001483704,0.003955387,0.00120303,0.001379115,9.838842E-4,1.101152E-5,6.402929E-4,1.403167E-5,3.927426E-8,1.020552E-4,0.005764448,1.97618E-7,1.734408E-25,8.142376,6.505831E-5,462816.2,462822.1
