Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_IC4H10_PFRC2 (),Mole_fraction_IC4H9_PFRC2 (),Mole_fraction_TC4H9_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_IC4H7_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_IC8H16_PFRC2 (),Mole_fraction_DIMEPTD_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Mole_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,1124.326,0.2353964,-2.060716E13,1704.477,0.0,1704.477,1.0,0.9441287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01981253,0.0,0.008057096,0.01056668,0.01743503,9.321098,6.66435E-5,529787.1,529787.1
4.80087E-8,4.270144E-11,6.283185,3.141593,6.283185,1124.249,0.2353964,-2.2876E13,1704.272,2.471617E8,1704.272,0.9999989,0.9440804,1.733614E-6,3.30824E-11,1.470292E-6,1.084399E-12,5.071664E-8,1.21099E-13,4.857786E-13,8.141406E-7,1.321442E-6,3.460573E-13,3.645348E-10,2.282246E-10,2.165404E-6,4.211872E-5,3.830565E-6,6.657147E-6,5.451442E-8,3.917485E-9,2.421233E-16,3.946354E-12,2.615614E-19,6.354312E-23,1.772068E-12,2.071519E-8,0.01980752,5.893664E-11,0.008056681,0.0105635,0.01739978,9.320621,6.664806E-5,529760.0,529760.0
3.549073E-7,3.157418E-10,6.283185,3.141593,6.283185,1123.763,0.2353964,-2.641526E13,1702.738,2.468918E8,1702.738,0.9999989,0.9436386,4.50788E-5,8.393479E-9,4.450616E-5,3.386075E-10,1.909775E-6,1.000778E-11,1.499579E-10,2.248677E-5,9.671725E-6,2.261828E-11,2.465465E-8,1.656559E-8,7.322521E-5,3.089572E-4,1.021178E-4,4.876273E-5,1.992278E-6,2.104326E-7,4.75416E-14,8.886734E-10,8.164313E-16,1.169625E-19,2.419678E-9,7.264316E-7,0.01982322,1.326494E-8,0.008052881,0.01054183,0.0171761,9.316259,6.667687E-5,529512.1,529512.1
1.118604E-6,9.956869E-10,6.283185,3.141593,6.283185,1122.594,0.2353964,-2.541453E13,1698.83,2.462039E8,1698.83,0.999999,0.9424543,1.74922E-4,1.331112E-7,1.994061E-4,6.480642E-9,1.003052E-5,1.966315E-10,2.976757E-9,9.481211E-5,2.97329E-5,2.459517E-10,2.642729E-7,1.959098E-7,3.94453E-4,8.217923E-4,4.143316E-4,1.502336E-4,9.857692E-6,1.989021E-6,1.238198E-12,1.236733E-8,1.621166E-13,5.946857E-18,6.596331E-8,3.485808E-6,0.0198916,1.848142E-7,0.008042627,0.01048817,0.01664846,9.30456,6.674633E-5,528847.1,528847.1
3.539084E-6,3.15513E-9,6.283185,3.141593,6.283185,1119.269,0.2353964,-2.119315E13,1687.785,2.4426E8,1687.785,0.9999992,0.9391153,5.463477E-4,1.579506E-6,6.958497E-4,8.901489E-8,4.035969E-5,5.299085E-9,4.692451E-8,3.52367E-4,8.754365E-5,2.682281E-9,2.514802E-6,2.086087E-6,0.001494237,0.001920414,0.001301236,4.444454E-4,3.407279E-5,1.649306E-5,2.958054E-11,1.324898E-7,2.280608E-11,2.639773E-16,9.171058E-7,1.231863E-5,0.02004866,1.980359E-6,0.00801302,0.01033255,0.01522276,9.27152,6.694456E-5,526969.2,526969.2
1.564438E-5,1.402917E-8,6.283185,3.141593,6.283185,1108.368,0.2353964,-1.161318E13,1650.936,2.377742E8,1650.936,1.0,0.9277635,0.00182066,3.076255E-5,0.003111997,2.364979E-6,2.393721E-4,3.283283E-7,1.49456E-6,0.002066894,2.964346E-4,1.015063E-7,3.488603E-5,3.154899E-5,0.004252365,0.004610783,0.004209964,0.001528526,1.253537E-4,1.559502E-4,1.418078E-9,2.163729E-6,5.910386E-9,3.994965E-14,1.553261E-5,5.401225E-5,0.02016292,3.174375E-5,0.007900346,0.009739878,0.01103742,9.158284,6.760299E-5,520533.2,520533.2
3.433442E-5,3.096762E-8,6.283185,3.141593,6.283185,1099.4,0.2353964,-6.87978E12,1618.055,2.319871E8,1618.055,1.000001,0.9170187,0.00286522,1.416225E-4,0.006708038,1.594617E-5,6.25902E-4,2.514693E-6,8.552328E-6,0.005152525,4.896684E-4,9.425605E-7,1.157041E-4,1.073555E-4,0.005079205,0.005550722,0.006824985,0.002598376,2.244623E-4,3.751179E-4,1.560414E-8,8.279885E-6,7.647028E-8,8.231416E-13,5.593083E-5,1.173197E-4,0.01969329,1.155304E-4,0.007766838,0.009074097,0.008079325,9.0491,6.815445E-5,514327.4,514327.4
6.709069E-5,6.088127E-8,6.283185,3.141593,6.283185,1091.73,0.2353964,-3.735299E12,1584.86,2.261445E8,1584.86,1.000001,0.9051617,0.003473291,4.966577E-4,0.01197119,9.002134E-5,0.001374858,1.3263E-5,3.295165E-5,0.01003188,6.616069E-4,5.664899E-6,2.773681E-4,2.539215E-4,0.004379055,0.004935926,0.009618173,0.003781873,3.573425E-4,6.757488E-4,1.379359E-7,2.339496E-5,5.152156E-7,1.420073E-11,1.420975E-4,2.215319E-4,0.01861906,2.953849E-4,0.007580082,0.008190298,0.00570575,8.925719,6.863327E-5,507314.8,507314.8
1.371164E-4,1.252074E-7,6.283185,3.141593,6.283185,1087.007,0.2353964,-1.368439E12,1552.174,2.203914E8,1552.174,1.000002,0.8913864,0.003064256,0.00166313,0.01839609,5.12952E-4,0.002888617,6.223237E-5,1.071706E-4,0.01683505,7.676692E-4,2.740897E-5,5.851428E-4,4.724737E-4,0.002490567,0.00293006,0.01283049,0.005265958,5.931742E-4,0.001103927,1.097441E-6,5.994352E-5,2.649559E-6,2.427871E-10,3.057925E-4,3.869834E-4,0.01666184,6.289673E-4,0.007315734,0.006905029,0.003606026,8.779615,6.89315E-5,499010.6,499010.6
2.239483E-4,2.050758E-7,6.283185,3.141593,6.283185,1087.945,0.2353964,-4.7412E11,1537.493,2.178075E8,1537.493,1.000002,0.8826931,0.002307505,0.003355664,0.02080162,0.001367612,0.004402561,1.396228E-4,1.970076E-4,0.02116393,7.742112E-4,6.303938E-5,8.830604E-4,5.895637E-4,0.001325958,0.001602107,0.01484074,0.006401965,8.522223E-4,0.001441576,3.583994E-6,1.003902E-4,6.244858E-6,1.189881E-9,4.450468E-4,5.065286E-4,0.0149127,8.961877E-4,0.00713589,0.005909452,0.002426817,8.689074,6.887204E-5,493864.5,493864.5
4.634363E-4,4.244124E-7,6.283185,3.141593,6.283185,1095.952,0.2353964,-4.404875E10,1529.121,2.16334E8,1529.121,1.000001,0.8711169,0.00146017,0.007703322,0.01899478,0.003800687,0.007377162,3.271885E-4,3.769211E-4,0.02601169,7.393041E-4,1.691886E-4,0.001538843,6.658922E-4,5.018339E-4,6.224834E-4,0.01727716,0.008298226,0.00140919,0.001995405,1.553953E-5,1.854502E-4,1.705973E-5,7.405485E-9,6.591555E-4,6.486018E-4,0.01167789,0.001253437,0.006902016,0.004354699,0.001020999,8.578633,6.836889E-5,487587.3,487587.3
5.91118E-4,5.407048E-7,6.283185,3.141593,6.283185,1099.83,0.2353964,-1.653787E10,1528.404,2.162078E8,1528.404,1.000001,0.867214,0.001272491,0.00967851,0.01737996,0.00481627,0.008630003,4.130364E-4,4.45365E-4,0.02732742,7.320243E-4,2.287099E-4,0.001862014,6.720251E-4,3.797152E-4,4.730025E-4,0.0179509,0.008967223,0.001626753,0.00219961,2.414231E-5,2.228926E-4,2.313561E-5,1.258676E-8,7.305673E-4,6.80628E-4,0.01037007,0.001348597,0.006825788,0.003806769,6.672094E-4,8.544374,6.812778E-5,485640.6,485640.8
5.980973E-4,5.4705E-7,6.283185,3.141593,6.283185,1100.026,0.2353964,-1.566532E10,1528.381,2.162037E8,1528.381,1.000001,0.8670228,0.001264053,0.009780171,0.01729545,0.004866091,0.008694363,4.175739E-4,4.487207E-4,0.02738792,7.318236E-4,2.320189E-4,0.001879489,6.721174E-4,3.747094E-4,4.668434E-4,0.01798141,0.008999076,0.001637405,0.002209725,2.464903E-5,2.248384E-4,2.347401E-5,1.290671E-8,7.339743E-4,6.819002E-4,0.01030405,0.001352702,0.006822084,0.003780068,6.520692E-4,8.542726,6.811566E-5,485546.8,485547.0
6.287903E-4,5.749413E-7,6.283185,3.141593,6.283185,1100.868,0.2353964,-1.292118E10,1528.292,2.16188E8,1528.292,1.000001,0.8662035,0.001228567,0.01022003,0.01693011,0.005078771,0.008973007,4.373789E-4,4.630607E-4,0.02764283,7.311257E-4,2.466335E-4,0.001956162,6.723039E-4,3.540783E-4,4.414348E-4,0.01810928,0.009133943,0.001682917,0.002253114,2.691895E-5,2.332847E-4,2.49697E-5,1.435929E-8,7.484395E-4,6.870108E-4,0.0100198,0.001369621,0.006806259,0.003666045,5.896354E-4,8.535695,6.806358E-5,485147.2,485147.4
6.431999E-4,5.880283E-7,6.283185,3.141593,6.283185,1101.252,0.2353964,-1.188275E10,1528.255,2.161815E8,1528.255,1.000001,0.8658307,0.001212755,0.01042259,0.01676227,0.005175129,0.009101441,4.465984E-4,4.695675E-4,0.02775661,7.308935E-4,2.535289E-4,0.001992065,6.722785E-4,3.450932E-4,4.303572E-4,0.01816599,0.009194426,0.001703561,0.002272897,2.800732E-5,2.3719E-4,2.567604E-5,1.50668E-8,7.549536E-4,6.891536E-4,0.009889631,0.001376961,0.006799075,0.003614335,5.625052E-4,8.53251,6.803982E-5,484966.3,484966.5
6.7759E-4,6.192437E-7,6.283185,3.141593,6.283185,1102.143,0.2353964,-9.952479E9,1528.178,2.16168E8,1528.178,1.000001,0.8649689,0.001176961,0.01089613,0.01637158,0.005396468,0.009402046,4.684174E-4,4.845431E-4,0.02801413,7.305524E-4,2.700705E-4,0.002077531,6.719592E-4,3.252205E-4,4.058319E-4,0.0182934,0.009331741,0.001751038,0.002318682,3.066173E-5,2.463613E-4,2.737245E-5,1.682203E-8,7.698292E-4,6.936552E-4,0.00958716,0.001393032,0.006782521,0.003495349,5.028931E-4,8.525186,6.798482E-5,484550.0,484550.3
7.19329E-4,6.570967E-7,6.283185,3.141593,6.283185,1103.176,0.2353964,-8.394821E9,1528.1,2.161543E8,1528.1,1.0,0.8639717,0.001136769,0.01145303,0.01591631,0.005649734,0.009756414,4.945842E-4,5.017377E-4,0.02830273,7.304751E-4,2.902981E-4,0.002180875,6.711469E-4,3.036445E-4,3.791687E-4,0.0184345,0.00948579,0.001805523,0.002371741,3.398614E-5,2.572246E-4,2.945097E-5,1.907821E-8,7.867108E-4,6.980672E-4,0.009234761,0.001410028,0.006763448,0.003358691,4.392272E-4,8.516771,6.792119E-5,484072.1,484072.5
7.427319E-4,6.783053E-7,6.283185,3.141593,6.283185,1103.732,0.2353964,-7.830601E9,1528.061,2.161474E8,1528.061,1.0,0.8634341,0.001115601,0.01175709,0.01567015,0.005784783,0.009950309,5.091189E-4,5.109357E-4,0.02845409,7.305615E-4,3.017084E-4,0.002238646,6.705149E-4,2.92595E-4,3.655004E-4,0.01850772,0.009566399,0.001834647,0.002400366,3.589753E-5,2.631925E-4,3.062564E-5,2.040412E-8,7.956538E-4,7.000822E-4,0.009043928,0.001418452,0.006753205,0.003285533,4.072491E-4,8.512261,6.788694E-5,483815.9,483816.4
7.484619E-4,6.834966E-7,6.283185,3.141593,6.283185,1103.866,0.2353964,-7.645128E9,1528.052,2.161458E8,1528.052,1.0,0.8633047,0.001110558,0.01183067,0.01561087,0.005817123,0.009997269,5.126636E-4,5.131416E-4,0.02849008,7.305948E-4,3.045093E-4,0.002252772,6.703429E-4,2.899926E-4,3.622799E-4,0.01852505,0.009585529,0.001841625,0.002407258,3.637054E-5,2.646408E-4,3.091425E-5,2.073543E-8,7.977896E-4,7.005289E-4,0.008997918,0.001420401,0.006750743,0.00326798,3.997926E-4,8.511178,6.787871E-5,483754.4,483754.8
7.659632E-4,6.993482E-7,6.283185,3.141593,6.283185,1104.269,0.2353964,-7.334385E9,1528.025,2.161411E8,1528.025,1.0,0.8629146,0.001095476,0.01205335,0.01543219,0.005914189,0.01013953,5.234575E-4,5.1977E-4,0.02859754,7.307229E-4,3.130809E-4,0.002295875,6.697778E-4,2.822784E-4,3.527307E-4,0.01857659,0.009642518,0.001862598,0.002428032,3.782717E-5,2.690332E-4,3.179812E-5,2.176352E-8,8.041862E-4,7.017848E-4,0.008859083,0.001426091,0.006743331,0.003215209,3.778764E-4,8.507919,6.785392E-5,483569.2,483569.7
7.74254E-4,7.068555E-7,6.283185,3.141593,6.283185,1104.457,0.2353964,-7.206479E9,1528.013,2.161389E8,1528.013,1.0,0.8627324,0.001088496,0.01215777,0.01534879,0.00595929,0.0102063,5.28554E-4,5.228538E-4,0.02864718,7.307965E-4,3.171502E-4,0.00231627,6.694902E-4,2.787422E-4,3.48352E-4,0.0186003,0.00966877,0.001872355,0.002437732,3.852339E-5,2.710979E-4,3.221808E-5,2.225907E-8,8.071514E-4,7.023244E-4,0.008794193,0.001428651,0.006739875,0.003190644,3.679295E-4,8.506401,6.784236E-5,483482.9,483483.4
7.851877E-4,7.167539E-7,6.283185,3.141593,6.283185,1104.703,0.2353964,-7.063138E9,1527.997,2.161361E8,1527.997,1.0,0.8624947,0.001079449,0.01229443,0.01524004,0.006017908,0.01029376,5.352589E-4,5.268658E-4,0.02871143,7.309052E-4,3.225252E-4,0.002343145,6.690921E-4,2.741911E-4,3.427154E-4,0.01863088,0.00970266,0.00188505,0.002450385,3.944764E-5,2.738051E-4,3.277315E-5,2.292112E-8,8.109988E-4,7.029828E-4,0.008709482,0.001431897,0.006735371,0.00315867,3.552282E-4,8.504423,6.782729E-5,483370.6,483371.1
8.109625E-4,7.400798E-7,6.283185,3.141593,6.283185,1105.269,0.2353964,-6.806622E9,1527.96,2.161296E8,1527.96,1.0,0.8619454,0.001058783,0.01261207,0.01498904,0.006152399,0.0104973,5.509953E-4,5.360877E-4,0.02885769,7.31207E-4,3.352328E-4,0.002406397,6.680754E-4,2.63932E-4,3.300041E-4,0.01870007,0.009779391,0.001914213,0.00247962,4.16528E-5,2.801186E-4,3.40871E-5,2.451955E-8,8.197983E-4,7.043087E-4,0.008513531,0.001438992,0.006724982,0.003085105,3.270351E-4,8.499864,6.779256E-5,483111.6,483112.1
8.508632E-4,7.761664E-7,6.283185,3.141593,6.283185,1106.112,0.2353964,-6.616529E9,1527.905,2.161199E8,1527.905,1.0,0.861124,0.001028514,0.0130916,0.01461514,0.006350794,0.01080534,5.751713E-4,5.497352E-4,0.02907056,7.31776E-4,3.550021E-4,0.002504034,6.663046E-4,2.492436E-4,3.117929E-4,0.01879968,0.009889689,0.001957351,0.002523297,4.513757E-5,2.897077E-4,3.61361E-5,2.709928E-8,8.327064E-4,7.057743E-4,0.008220296,0.001448522,0.006709501,0.002976019,2.878608E-4,8.49308,6.774089E-5,482726.0,482726.5
8.657252E-4,7.896007E-7,6.283185,3.141593,6.283185,1106.416,0.2353964,-6.587676E9,1527.885,2.161163E8,1527.885,1.0,0.8608264,0.001017733,0.01326658,0.01448028,0.006421812,0.01091798,5.841218E-4,5.546334E-4,0.02914595,7.320119E-4,3.623943E-4,0.002540313,6.655905E-4,2.441079E-4,3.054223E-4,0.01883462,0.009928249,0.001972831,0.002539099,4.645677E-5,2.932241E-4,3.690384E-5,2.809273E-8,8.373058E-4,7.061518E-4,0.008114093,0.001451652,0.006703909,0.002936793,2.745297E-4,8.490632,6.772226E-5,482586.9,482587.4
8.750689E-4,7.98045E-7,6.283185,3.141593,6.283185,1106.605,0.2353964,-6.580166E9,1527.872,2.161141E8,1527.872,1.0,0.8606416,0.001011084,0.0133756,0.0143967,0.00646569,0.01098824,5.897343E-4,5.576631E-4,0.02919231,7.321654E-4,3.670494E-4,0.002563097,6.651276E-4,2.409661E-4,3.015243E-4,0.01885601,0.009951809,0.001982406,0.002548909,4.729192E-5,2.954199E-4,3.738778E-5,2.872643E-8,8.401416E-4,7.063447E-4,0.008048145,0.001453508,0.00670044,0.002912509,2.664756E-4,8.489114,6.771072E-5,482500.6,482501.2
9.731843E-4,8.866324E-7,6.283185,3.141593,6.283185,1108.471,0.2353964,-6.924179E9,1527.736,2.160902E8,1527.736,1.0,0.858797,9.467464E-4,0.01447715,0.01357234,0.006893224,0.01170089,6.480238E-4,5.873165E-4,0.02963536,7.339151E-4,4.162628E-4,0.002801143,6.597133E-4,2.115363E-4,2.649807E-4,0.01905688,0.01016919,0.00207612,0.002646475,5.631587E-5,3.178093E-4,4.252685E-5,3.580461E-8,8.675264E-4,7.065192E-4,0.007391983,0.001468309,0.006666011,0.002673779,1.951978E-4,8.474068,6.75967E-5,481646.2,481647.0
0.001006351,9.165452E-7,6.283185,3.141593,6.283185,1109.058,0.2353964,-7.101329E9,1527.688,2.160818E8,1527.688,1.0,0.8582099,9.270056E-4,0.0148327,0.01331446,0.007025177,0.01193199,6.674745E-4,5.965155E-4,0.02976889,7.345194E-4,4.33024E-4,0.002881089,6.576934E-4,2.028637E-4,2.542016E-4,0.01911605,0.01023106,0.002105178,0.002677368,5.946526E-5,3.251158E-4,4.428727E-5,3.837248E-8,8.75879E-4,7.059022E-4,0.007184381,0.001471578,0.006655125,0.002599267,1.75805E-4,8.469318,6.756093E-5,481376.3,481377.2
0.00102362,9.321147E-7,6.283185,3.141593,6.283185,1109.356,0.2353964,-7.206219E9,1527.663,2.160773E8,1527.663,1.0,0.8579109,9.170991E-4,0.01501469,0.01318407,0.00709159,0.01205047,6.775542E-4,6.011531E-4,0.0298355,7.348311E-4,4.417747E-4,0.002922607,6.566106E-4,1.985685E-4,2.488613E-4,0.01914531,0.0102611,0.002119824,0.002693067,6.112379E-5,3.288707E-4,4.520849E-5,3.974479E-8,8.800634E-4,7.054622E-4,0.007078968,0.001472973,0.006649594,0.002561606,1.665034E-4,8.466906,6.754282E-5,481239.2,481240.1
0.001043059,9.496349E-7,6.283185,3.141593,6.283185,1109.684,0.2353964,-7.337598E9,1527.633,2.160722E8,1527.633,1.0,0.8575794,9.062338E-4,0.01521705,0.01304038,0.00716456,0.01218239,6.888614E-4,6.062542E-4,0.02990822,7.351773E-4,4.516422E-4,0.002969247,6.553687E-4,1.939014E-4,2.430573E-4,0.01917705,0.01029321,0.002135937,0.002710433,6.300527E-5,3.330578E-4,4.624908E-5,4.131801E-8,8.846452E-4,7.048764E-4,0.006962434,0.001474306,0.006643473,0.002520102,1.566308E-4,8.464237,6.752282E-5,481087.6,481088.5
0.00105942,9.643768E-7,6.283185,3.141593,6.283185,1109.956,0.2353964,-7.434215E9,1527.609,2.160678E8,1527.609,0.9999999,0.8573046,8.973137E-4,0.01538536,0.01292192,0.007224544,0.01229223,6.983467E-4,6.104517E-4,0.02996763,7.354636E-4,4.599617E-4,0.003008422,6.543058E-4,1.901057E-4,2.38336E-4,0.01920283,0.01031886,0.002149192,0.002724805,6.46007E-5,3.365499E-4,4.712794E-5,4.266578E-8,8.883986E-4,7.043116E-4,0.006866074,0.001475239,0.006638407,0.002485883,1.487887E-4,8.462029,6.75063E-5,480962.2,480963.1
0.001105529,1.005904E-6,6.283185,3.141593,6.283185,1110.697,0.2353964,-7.737495E9,1527.536,2.160551E8,1527.536,0.9999999,0.8565496,8.732082E-4,0.01585019,0.01259977,0.007386919,0.01259617,7.249274E-4,6.218319E-4,0.03012675,7.362367E-4,4.834748E-4,0.003118431,6.512328E-4,1.800104E-4,2.257742E-4,0.01927114,0.01038463,0.002185126,0.00276415,6.915318E-5,3.462394E-4,4.961945E-5,4.658004E-8,8.984965E-4,7.023924E-4,0.006602681,0.001477006,0.006624527,0.002392793,1.287792E-4,8.455983,6.746126E-5,480618.7,480619.7
0.001125568,1.023944E-6,6.283185,3.141593,6.283185,1111.008,0.2353964,-7.877721E9,1527.504,2.160494E8,1527.504,0.9999999,0.8562301,8.631767E-4,0.01604798,0.01246495,0.00745456,0.01272575,7.364112E-4,6.265794E-4,0.03019228,7.365536E-4,4.937232E-4,0.003166052,6.498653E-4,1.758811E-4,2.206339E-4,0.01929896,0.01041032,0.002200109,0.002780738,7.115674E-5,3.503823E-4,5.070901E-5,4.833464E-8,9.026741E-4,7.014176E-4,0.006491859,0.001477399,0.00661867,0.002353811,1.209642E-4,8.453434,6.744234E-5,480473.8,480474.8
0.001153541,1.049116E-6,6.283185,3.141593,6.283185,1111.433,0.2353964,-8.065001E9,1527.458,2.160413E8,1527.458,0.9999998,0.8557923,8.496091E-4,0.01631994,0.0122818,0.007546164,0.01290418,7.523727E-4,6.330144E-4,0.0302803,7.369746E-4,5.080569E-4,0.003232326,6.47928E-4,1.703586E-4,2.137577E-4,0.01933601,0.01044338,0.002220426,0.002803393,7.39779E-5,3.560982E-4,5.223666E-5,5.083817E-8,9.083024E-4,6.99925E-4,0.006340746,0.001477594,0.006610662,0.002300825,1.108624E-4,8.449948,6.741656E-5,480275.9,480277.0
0.001177449,1.070624E-6,6.283185,3.141593,6.283185,1111.787,0.2353964,-8.216843E9,1527.418,2.160342E8,1527.418,0.9999998,0.8554255,8.383856E-4,0.01654872,0.01212971,0.007621994,0.0130545,7.659532E-4,6.383453E-4,0.03035251,7.373127E-4,5.203323E-4,0.003288782,6.462489E-4,1.658463E-4,2.081376E-4,0.01936614,0.01046914,0.002237255,0.002822316,7.641075E-5,3.609237E-4,5.354845E-5,5.302749E-8,9.129348E-4,6.985361E-4,0.006214771,0.001477455,0.006603966,0.002256795,1.0291E-4,8.447035,6.739508E-5,480110.5,480111.7
0.001209045,1.099037E-6,6.283185,3.141593,6.283185,1112.243,0.2353964,-8.426038E9,1527.364,2.160247E8,1527.364,0.9999998,0.8549506,8.240612E-4,0.01684601,0.01193484,0.00771885,0.01325011,7.838135E-4,6.45159E-4,0.03044385,7.377266E-4,5.365882E-4,0.003363116,6.440001E-4,1.6016E-4,2.010531E-4,0.01940389,0.01049978,0.002258755,0.002846715,7.965572E-5,3.672176E-4,5.529073E-5,5.599167E-8,9.188136E-4,6.965498E-4,0.006052699,0.001476861,0.006595318,0.002200328,9.329038E-5,8.443275,6.736746E-5,479897.1,479898.4
0.001219673,1.108592E-6,6.283185,3.141593,6.283185,1112.393,0.2353964,-8.469727E9,1527.345,2.160215E8,1527.345,0.9999998,0.8547934,8.193632E-4,0.01694476,0.0118708,0.00775061,0.01331513,7.897995E-4,6.473941E-4,0.03047357,7.378567E-4,5.420646E-4,0.003388049,6.43237E-4,1.58314E-4,1.987527E-4,0.01941609,0.01050924,0.002265798,0.002854773,8.075467E-5,3.693141E-4,5.587901E-5,5.70068E-8,9.207315E-4,6.958455E-4,0.005999276,0.001476562,0.006592459,0.002181758,9.026524E-5,8.442032,6.735836E-5,479826.5,479827.7
0.001227582,1.115701E-6,6.283185,3.141593,6.283185,1112.504,0.2353964,-8.505641E9,1527.332,2.16019E8,1527.332,0.9999997,0.8546772,8.159065E-4,0.01701784,0.01182362,0.007773983,0.01336328,7.942466E-4,6.490393E-4,0.03049538,7.379506E-4,5.461421E-4,0.003406578,6.42667E-4,1.569611E-4,1.970667E-4,0.019425,0.01051601,0.002270986,0.00286072,8.157473E-5,3.708674E-4,5.631745E-5,5.776799E-8,9.221398E-4,6.953101E-4,0.005959872,0.001476308,0.006590348,0.002168074,8.807885E-5,8.441114,6.735165E-5,479774.3,479775.6
0.001238207,1.125251E-6,6.283185,3.141593,6.283185,1112.652,0.2353964,-8.542489E9,1527.313,2.160157E8,1527.313,0.9999997,0.8545221,8.11316E-4,0.01711549,0.01176089,0.007805034,0.01342764,8.002116E-4,6.512251E-4,0.03052424,7.380727E-4,5.516237E-4,0.003431438,6.418986E-4,1.551716E-4,1.948362E-4,0.01943678,0.01052475,0.002277872,0.002868647,8.267968E-5,3.729454E-4,5.690746E-5,5.87987E-8,9.240063E-4,6.945757E-4,0.005907408,0.001475925,0.006587532,0.002149871,8.522783E-5,8.439891,6.734271E-5,479704.8,479706.1
0.001297683,1.178686E-6,6.283185,3.141593,6.283185,1113.453,0.2353964,-8.833943E9,1527.207,2.15997E8,1527.207,0.9999997,0.8536751,7.866955E-4,0.01765117,0.01142268,0.00797187,0.01378128,8.334024E-4,6.629717E-4,0.03067743,7.386731E-4,5.823753E-4,0.003569894,6.375474E-4,1.457008E-4,1.830275E-4,0.01949849,0.01056637,0.002314881,0.002911711,8.892864E-5,3.843942E-4,6.023009E-5,6.473535E-8,9.339467E-4,6.901707E-4,0.005623302,0.001472968,0.006572194,0.002051618,7.091694E-5,8.433229,6.729424E-5,479326.5,479327.9
0.001320791,1.199436E-6,6.283185,3.141593,6.283185,1113.754,0.2353964,-8.90006E9,1527.164,2.159896E8,1527.164,0.9999997,0.8533555,7.775767E-4,0.01785446,0.011297,0.008033641,0.01391569,8.462074E-4,6.673207E-4,0.03073327,7.388655E-4,5.943525E-4,0.003623355,6.358374E-4,1.422554E-4,1.787297E-4,0.01952067,0.01057933,0.002328556,0.002927866,9.138477E-5,3.887607E-4,6.153012E-5,6.711871E-8,9.375862E-4,6.883344E-4,0.005517181,0.001471468,0.006566422,0.002015048,6.604365E-5,8.430724,6.727611E-5,479184.1,479185.5
0.001385312,1.257346E-6,6.283185,3.141593,6.283185,1114.561,0.2353964,-9.162609E9,1527.045,2.159685E8,1527.045,0.9999996,0.8524885,7.533609E-4,0.0184086,0.01096175,0.008197816,0.01428276,8.816988E-4,6.788734E-4,0.0308793,7.392824E-4,6.27873E-4,0.003771603,6.310178E-4,1.332534E-4,1.674957E-4,0.01957776,0.01060667,0.002364882,0.002971368,9.832096E-5,4.00723E-4,6.518646E-5,7.400009E-8,9.471397E-4,6.828822E-4,0.005232773,0.001466354,0.006550815,0.001917346,5.416558E-5,8.423954,6.722736E-5,478800.1,478801.8
