Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H9_PFRC2 (),Mass_fraction_TC4H9_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H18_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,941.7303,0.2328964,-3.83534E11,1429.217,0.0,1429.217,1.0,0.2063853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382037,0.0,0.0,0.07923247,0.1588144,0.3173641,9.232148,7.872023E-5,520513.9,520513.9
5.533545E-7,5.875989E-10,6.283185,3.141593,6.283185,941.7112,0.2328964,-4.451093E11,1429.17,1.987419E8,1429.17,0.9999986,0.2063853,4.260193E-8,1.660299E-10,1.070469E-6,1.146519E-11,8.080033E-8,1.166844E-13,1.141391E-10,1.45478E-6,4.575969E-13,1.01816E-11,2.282341E-9,1.677342E-5,5.182465E-5,8.545003E-6,1.30857E-10,1.712533E-7,3.475566E-9,2.259658E-17,9.486059E-11,1.259041E-18,1.391765E-7,6.331508E-11,8.463927E-8,0.2381706,8.924352E-6,3.023102E-14,0.07923247,0.1588053,0.317259,9.232041,7.872182E-5,520507.9,520507.9
3.875295E-6,4.115391E-9,6.283185,3.141593,6.283185,941.5856,0.2328964,-4.945003E11,1428.842,1.986842E8,1428.842,0.9999986,0.2063853,6.939969E-7,2.895193E-8,2.300858E-5,2.435701E-9,2.125391E-6,1.028338E-11,6.680131E-9,2.894628E-5,2.306373E-11,5.150048E-10,1.325181E-7,1.611381E-4,3.687854E-4,1.518366E-4,1.746456E-8,4.008167E-6,1.975624E-7,3.501813E-15,1.306992E-8,7.833813E-15,3.158655E-6,3.959126E-8,1.90244E-6,0.2379724,1.382722E-4,6.979043E-11,0.07923235,0.15875,0.3166301,9.231156,7.873232E-5,520458.0,520458.0
2.19389E-5,2.330668E-8,6.283185,3.141593,6.283185,940.8934,0.2328964,-5.233028E11,1426.955,1.98352E8,1426.955,0.9999986,0.2063859,5.136739E-6,1.65958E-6,2.214969E-4,1.536054E-7,2.473038E-5,1.326782E-9,2.625514E-7,3.645713E-4,7.77241E-10,2.072429E-8,4.548766E-6,0.001025882,0.001699911,0.001066883,6.981761E-7,3.03524E-5,7.259271E-6,8.903697E-13,5.804745E-7,2.249998E-11,2.362133E-5,2.781475E-6,1.73593E-5,0.2369075,8.699265E-4,2.006297E-8,0.07922876,0.1584295,0.3132779,9.225742,7.879025E-5,520152.7,520152.7
1.343347E-4,1.430249E-7,6.283185,3.141593,6.283185,936.9227,0.2328964,-5.195382E11,1414.559,1.961703E8,1414.559,0.9999989,0.2064116,3.785684E-5,1.213394E-4,0.002673313,2.1262E-5,4.467024E-4,3.70186E-7,1.843272E-5,0.006434647,5.237597E-8,1.985415E-6,1.411392E-4,0.003253424,0.004956216,0.007503106,3.146375E-5,2.478207E-4,2.55432E-4,2.860689E-9,2.765287E-5,5.406744E-8,1.931586E-4,1.426557E-4,3.03478E-4,0.230626,0.005212279,5.749617E-6,0.07907346,0.1554464,0.2945818,9.184358,7.912416E-5,517819.5,517819.5
4.389501E-4,4.69345E-7,6.283185,3.141593,6.283185,931.1951,0.2328964,-2.684431E11,1390.18,1.918794E8,1390.18,0.9999993,0.2065442,6.732268E-5,0.001535754,0.008546541,7.344252E-4,0.002906522,1.420489E-5,2.892192E-4,0.0263618,2.198097E-6,3.714409E-5,8.375839E-4,0.002680092,0.004255,0.02356511,3.790557E-4,0.001271914,0.00171908,5.154224E-7,2.219729E-4,3.356021E-6,8.602293E-4,0.001095225,0.001932949,0.2161687,0.01503351,1.258584E-4,0.07814375,0.1429963,0.2571153,9.081583,7.961083E-5,512025.0,512025.0
7.791652E-4,8.35012E-7,6.283185,3.141593,6.283185,930.129,0.2328964,-1.321113E11,1376.869,1.895365E8,1376.869,0.9999994,0.2066254,6.311788E-5,0.004023985,0.01064026,0.00270552,0.005994729,5.381498E-5,7.625883E-4,0.04232265,1.055294E-5,1.110496E-4,0.001513573,0.001944233,0.003183107,0.03661049,0.0010284,0.002668277,0.003347147,3.642697E-6,4.631964E-4,1.400146E-5,0.001565206,0.002148261,0.003638915,0.2037699,0.02259478,3.804909E-4,0.07726219,0.1300641,0.2284478,9.004935,7.970209E-5,507703.5,507703.5
0.001879084,2.01557E-6,6.283185,3.141593,6.283185,933.5991,0.2328964,-4.558277E10,1360.237,1.866093E8,1360.237,0.9999992,0.2066341,4.339884E-5,0.01183039,0.009484772,0.009685953,0.01415005,2.142985E-4,0.002008513,0.07322528,6.55365E-5,4.00169E-4,0.002774918,0.0011333,0.001939158,0.06259531,0.003374228,0.006080434,0.006888742,3.401812E-5,0.001083257,6.832001E-5,0.003017551,0.004290573,0.006847702,0.1766758,0.03534555,0.00132226,0.07568947,0.1025356,0.1720758,8.863099,7.940584E-5,499706.7,499706.7
0.002369475,2.5404E-6,6.283185,3.141593,6.283185,935.1173,0.2328964,-3.708742E10,1356.039,1.858704E8,1356.039,0.999999,0.2066,3.759217E-5,0.01468896,0.008633571,0.01204203,0.01704423,2.837563E-4,0.002402153,0.08238765,9.597488E-5,5.279779E-4,0.003109872,9.651727E-4,0.001671604,0.07028213,0.004324508,0.0071232,0.007940666,5.316878E-5,0.001296788,9.412493E-5,0.003411166,0.00486925,0.007632011,0.1679963,0.03830359,0.001696774,0.07527005,0.09451515,0.1555263,8.821401,7.927692E-5,497356.0,497356.0
0.002416784,2.590988E-6,6.283185,3.141593,6.283185,935.2501,0.2328964,-3.646956E10,1355.675,1.858063E8,1355.675,0.999999,0.2065963,3.710932E-5,0.01494663,0.008557497,0.0122462,0.01730532,2.903009E-4,0.002436305,0.08318144,9.898724E-5,5.400924E-4,0.003137959,9.515301E-4,0.001649725,0.07094576,0.004411727,0.007213555,0.008031272,5.509142E-5,0.001315892,9.657948E-5,0.00344398,0.004917577,0.007695347,0.167231,0.03853849,0.001730864,0.07523435,0.09382911,0.1541015,8.817781,7.926567E-5,497152.0,497152.1
0.002519575,2.700879E-6,6.283185,3.141593,6.283185,935.5303,0.2328964,-3.5206E10,1354.905,1.856707E8,1354.905,0.999999,0.206588,3.610066E-5,0.01549635,0.008396199,0.0126771,0.01786244,3.044201E-4,0.002508453,0.08485845,1.055639E-4,5.662729E-4,0.003196804,9.231543E-4,0.001604132,0.07234654,0.004598505,0.007404312,0.008222421,5.929746E-5,0.001356582,1.018838E-4,0.003512589,0.005018698,0.007826663,0.1656067,0.03902304,0.001803704,0.07515917,0.09238457,0.1510962,8.810129,7.924193E-5,496720.6,496720.7
0.002570806,2.755636E-6,6.283185,3.141593,6.283185,935.6661,0.2328964,-3.461771E10,1354.53,1.856048E8,1354.53,0.999999,0.2065837,3.561786E-5,0.0157654,0.008317808,0.0128857,0.01813534,3.114063E-4,0.00254342,0.08567154,1.088557E-4,5.792498E-4,0.003225093,9.096123E-4,0.001582332,0.07302499,0.004690237,0.007496867,0.008314954,6.140579E-5,0.001376468,1.045123E-4,0.003545502,0.005067248,0.007889124,0.1648157,0.03925227,0.001839398,0.07512284,0.09168663,0.1496418,8.806417,7.923042E-5,496511.4,496511.6
0.00261103,2.798623E-6,6.283185,3.141593,6.283185,935.7709,0.2328964,-3.417381E10,1354.241,1.855538E8,1354.241,0.999999,0.2065804,3.524692E-5,0.01597435,0.008257206,0.01304665,0.01834732,3.168671E-4,0.002570418,0.08629945,1.114461E-4,5.894042E-4,0.003246831,8.992478E-4,0.001565629,0.07354864,0.004761615,0.007568312,0.008386354,6.306597E-5,0.001391899,1.065684E-4,0.003570758,0.005104522,0.007936807,0.1642032,0.03942668,0.001867135,0.07509482,0.09114873,0.1485198,8.803548,7.922155E-5,496349.8,496350.0
0.002694001,2.887279E-6,6.283185,3.141593,6.283185,935.982,0.2328964,-3.329385E10,1353.655,1.854507E8,1353.655,0.999999,0.2065733,3.450521E-5,0.01639929,0.008134755,0.01337115,0.01877858,3.280646E-4,0.002624909,0.08756725,1.168035E-4,6.102561E-4,0.003290435,8.785642E-4,0.001532249,0.07460513,0.004907104,0.007712544,0.008530356,6.650128E-5,0.001423248,1.107885E-4,0.003621326,0.005179211,0.008031639,0.1629624,0.03977193,0.001923574,0.07503836,0.09006556,0.1462578,8.797753,7.920368E-5,496023.2,496023.5
0.002891237,3.097951E-6,6.283185,3.141593,6.283185,936.4586,0.2328964,-3.139111E10,1352.319,1.852156E8,1352.319,0.9999989,0.2065561,3.286219E-5,0.01737777,0.007857266,0.0141039,0.01977255,3.543182E-4,0.002748278,0.09044052,1.296001E-4,6.593121E-4,0.003387826,8.328929E-4,0.001458307,0.07699556,0.005243621,0.008039244,0.008855962,7.470699E-5,0.001495279,1.206993E-4,0.00373378,0.005345635,0.008239327,0.1601285,0.04051959,0.002053611,0.07491082,0.08762502,0.1411478,8.784601,7.916337E-5,495281.7,495282.0
0.003059751,3.277862E-6,6.283185,3.141593,6.283185,936.8395,0.2328964,-2.995545E10,1351.236,1.850249E8,1351.236,0.9999989,0.2065409,3.157557E-5,0.01818073,0.007634625,0.01469026,0.02058962,3.763443E-4,0.002847373,0.09275251,1.405797E-4,7.006575E-4,0.003464736,7.973155E-4,0.001400478,0.07891475,0.005521004,0.008302218,0.009117208,8.173529E-5,0.001554248,1.290269E-4,0.00382205,0.005476649,0.008399103,0.1578261,0.04108544,0.002160277,0.0748085,0.08567593,0.1370541,8.773996,7.913119E-5,494684.2,494684.6
0.003140192,3.363719E-6,6.283185,3.141593,6.283185,937.0131,0.2328964,-2.930874E10,1350.736,1.84937E8,1350.736,0.9999989,0.2065336,3.099536E-5,0.01855386,0.007532807,0.01495814,0.02096961,3.867266E-4,0.00289277,0.093813,1.458301E-4,7.202099E-4,0.003499577,7.81334E-4,0.001374434,0.07979389,0.005650184,0.00842276,0.009236843,8.50887E-5,0.001581611,1.32955E-4,0.003861864,0.005535875,0.00847018,0.1567632,0.04133406,0.002209792,0.07476161,0.08478623,0.1351818,8.769126,7.911652E-5,494409.5,494409.9
0.003254564,3.485763E-6,6.283185,3.141593,6.283185,937.2519,0.2328964,-2.844528E10,1350.043,1.84815E8,1350.043,0.9999989,0.206523,3.020714E-5,0.01907377,0.007392738,0.01532662,0.02149967,4.013444E-4,0.002955349,0.09527665,1.533005E-4,7.478096E-4,0.003547208,7.596269E-4,0.001338989,0.08100583,0.005830397,0.008589264,0.009401744,8.984929E-5,0.0016197,1.384876E-4,0.003916109,0.005616718,0.008565997,0.1552891,0.04166585,0.002278704,0.07469692,0.08356285,0.1326039,8.762395,7.909637E-5,494030.3,494030.8
0.003307285,3.54201E-6,6.283185,3.141593,6.283185,937.3587,0.2328964,-2.806816E10,1349.731,1.8476E8,1349.731,0.9999989,0.2065181,2.985762E-5,0.01930925,0.007330006,0.01549165,0.02173989,4.080246E-4,0.00298343,0.09593406,1.567452E-4,7.604515E-4,0.003568427,7.500079E-4,0.001323255,0.08154971,0.005912087,0.008664032,0.009475742,9.203946E-5,0.001636938,1.410165E-4,0.0039402,0.005652686,0.008608154,0.1546242,0.04181045,0.002309877,0.07466787,0.08301505,0.1314483,8.759369,7.908736E-5,493859.7,493860.2
0.003486365,3.733021E-6,6.283185,3.141593,6.283185,937.7074,0.2328964,-2.686086E10,1348.699,1.845784E8,1348.699,0.9999989,0.2065013,2.872755E-5,0.02009101,0.007124908,0.01603147,0.02253825,4.304548E-4,0.003075529,0.0980934,1.684449E-4,8.030327E-4,0.003637374,7.189638E-4,0.001272367,0.08333397,0.006183449,0.008909694,0.009718501,9.945225E-5,0.001694111,1.495093E-4,0.004018159,0.005769363,0.008742888,0.1524283,0.04226644,0.002413154,0.07457237,0.08122302,0.1276629,8.749417,7.905794E-5,493298.9,493299.5
0.00350337,3.751156E-6,6.283185,3.141593,6.283185,937.7394,0.2328964,-2.674203E10,1348.603,1.845616E8,1348.603,0.9999988,0.2064997,2.862462E-5,0.02016382,0.007106057,0.01608111,0.02261265,4.325638E-4,0.003084018,0.09829266,1.695555E-4,8.070472E-4,0.003643678,7.161413E-4,0.001267731,0.08349846,0.006208728,0.008932356,0.009740883,1.001536E-4,0.001699431,1.503079E-4,0.004025261,0.005780016,0.008755028,0.1522247,0.04230702,0.002422754,0.07456355,0.08105821,0.1273144,8.748497,7.905524E-5,493247.1,493247.7
0.003626489,3.882433E-6,6.283185,3.141593,6.283185,937.9659,0.2328964,-2.59754E10,1347.922,1.844416E8,1347.922,0.9999988,0.206488,2.790192E-5,0.02068378,0.006972691,0.01643249,0.02314436,4.477237E-4,0.003144204,0.0997068,1.775919E-4,8.359626E-4,0.003688126,6.963174E-4,0.001235132,0.08466501,0.006389254,0.009093239,0.009899625,1.052162E-4,0.001737409,1.560483E-4,0.004075204,0.005855058,0.008839746,0.1507751,0.04258759,0.002491199,0.07450092,0.07989132,0.1248451,8.741967,7.903616E-5,492878.9,492879.6
0.003899094,4.172994E-6,6.283185,3.141593,6.283185,938.4361,0.2328964,-2.441005E10,1346.48,1.841879E8,1346.48,0.9999988,0.206462,2.642599E-5,0.02179294,0.00669558,0.01716394,0.02428044,4.806307E-4,0.00327007,0.1026719,1.95347E-4,8.99082E-4,0.003779676,6.559009E-4,0.001168436,0.08710648,0.00677402,0.009430684,0.01023201,1.16316E-4,0.001818321,1.685061E-4,0.004177313,0.00600925,0.009009231,0.1477082,0.04313337,0.002636475,0.07436923,0.07745981,0.1196912,8.72824,7.899656E-5,492105.0,492105.7
0.004021973,4.303919E-6,6.283185,3.141593,6.283185,938.6351,0.2328964,-2.377241E10,1345.858,1.840784E8,1345.858,0.9999988,0.2064502,2.581082E-5,0.02227513,0.006578242,0.01747434,0.02477519,4.951739E-4,0.003323733,0.1039395,2.033261E-4,9.271378E-4,0.003818127,6.390871E-4,0.001140594,0.08814835,0.006940995,0.009575064,0.01037394,1.212637E-4,0.001853459,1.740096E-4,0.00421987,0.006073861,0.009078302,0.1463854,0.04334879,0.002699269,0.07431272,0.07642657,0.117498,8.722358,7.897981E-5,491773.5,491774.2
0.004121936,4.410409E-6,6.283185,3.141593,6.283185,938.7914,0.2328964,-2.326511E10,1345.364,1.839914E8,1345.364,0.9999988,0.2064406,2.533127E-5,0.02265967,0.006486022,0.01771862,0.02517005,5.068744E-4,0.003366075,0.1049412,2.098037E-4,9.497839E-4,0.003848215,6.259944E-4,0.001118873,0.08897087,0.007073966,0.009689151,0.01048605,1.25261E-4,0.001881466,1.784361E-4,0.004253024,0.006124362,0.009131433,0.145335,0.04351125,0.002749167,0.07426796,0.07561269,0.1157693,8.717703,7.896666E-5,491511.1,491511.8
0.004252636,4.549616E-6,6.283185,3.141593,6.283185,938.9888,0.2328964,-2.264414E10,1344.733,1.838803E8,1344.733,0.9999988,0.2064281,2.473138E-5,0.02315254,0.00636956,0.01802752,0.0256767,5.220008E-4,0.003419763,0.1062134,2.182528E-4,9.791605E-4,0.003886051,6.09613E-4,0.001091644,0.09001448,0.007244096,0.00983419,0.01062837,1.304486E-4,0.001917344,1.841567E-4,0.004294527,0.006187796,0.009197076,0.1439944,0.04370766,0.002812876,0.07421096,0.07458233,0.1135797,8.711783,7.895005E-5,491177.5,491178.3
0.004269168,4.567222E-6,6.283185,3.141593,6.283185,939.0133,0.2328964,-2.256138E10,1344.654,1.838665E8,1344.654,0.9999988,0.2064265,2.465754E-5,0.0232141,0.00635515,0.01806578,0.02574002,5.239003E-4,0.003426423,0.1063714,2.193198E-4,9.828577E-4,0.003890719,6.075981E-4,0.001088291,0.09014399,0.007265319,0.009852204,0.01064604,1.311015E-4,0.001921824,1.848749E-4,0.004299632,0.006195618,0.009205082,0.1438275,0.04373127,0.002820813,0.07420387,0.07445464,0.1133083,8.711048,7.8948E-5,491136.0,491136.8
0.004368139,4.672612E-6,6.283185,3.141593,6.283185,939.1569,0.2328964,-2.210618E10,1344.189,1.837847E8,1344.189,0.9999987,0.206417,2.422487E-5,0.0235789,0.0062704,0.01829092,0.02611532,5.352058E-4,0.003465673,0.1073031,2.256986E-4,0.001004901,0.003918116,5.957989E-4,0.001068637,0.09090755,0.007390947,0.009958416,0.01075025,1.349944E-4,0.001948366,1.891486E-4,0.004329523,0.006241497,0.009251633,0.14284,0.0438668,0.002867746,0.07416198,0.07370264,0.1117094,8.706705,7.893593E-5,490891.2,490891.9
0.004731928,5.059865E-6,6.283185,3.141593,6.283185,939.6516,0.2328964,-2.059071E10,1342.556,1.834972E8,1342.556,0.9999987,0.206382,2.27581E-5,0.02487052,0.005978715,0.01906805,0.02744669,5.758593E-4,0.003601853,0.1105462,2.490119E-4,0.001084708,0.004011682,5.55845E-4,0.001001851,0.09356061,0.007833617,0.01032869,0.01111286,1.490754E-4,0.002042275,2.045033E-4,0.00443067,0.006397917,0.009405046,0.1393714,0.04429089,0.0030325,0.07401523,0.07110003,0.1061729,8.691547,7.889437E-5,490037.1,490038.1
0.004755095,5.08452E-6,6.283185,3.141593,6.283185,939.6814,0.2328964,-2.049102E10,1342.456,1.834796E8,1342.456,0.9999987,0.2063798,2.267053E-5,0.02495025,0.005961134,0.019115,0.02752896,5.784009E-4,0.003610117,0.1107435,2.504889E-4,0.001089727,0.004017283,5.534694E-4,9.978688E-4,0.09372181,0.007860816,0.01035121,0.01113493,1.499596E-4,0.002048069,2.054625E-4,0.004436676,0.006407269,0.009413941,0.1391587,0.04431424,0.003042592,0.07400625,0.07094241,0.1058375,8.690622,7.889187E-5,489985.0,489986.0
0.00490416,5.243138E-6,6.283185,3.141593,6.283185,939.8688,0.2328964,-1.992817E10,1341.821,1.833679E8,1341.821,0.9999987,0.2063655,2.212525E-5,0.02545644,0.005850675,0.01941031,0.0280517,5.946218E-4,0.003662194,0.1119885,2.599692E-4,0.00112184,0.004052376,5.386289E-4,9.729567E-4,0.09473831,0.0080331,0.01049348,0.01127415,1.55613E-4,0.002084844,2.115823E-4,0.004474167,0.006465833,0.009468889,0.137812,0.0444549,0.003106434,0.07394942,0.06994981,0.1037254,8.684783,7.887614E-5,489655.9,489656.9
0.004932301,5.273078E-6,6.283185,3.141593,6.283185,939.9034,0.2328964,-1.982704E10,1341.704,1.833472E8,1341.704,0.9999987,0.2063629,2.202558E-5,0.02555071,0.005830319,0.0194648,0.02814916,5.976591E-4,0.00367182,0.112219,2.617544E-4,0.001127869,0.004058825,5.359105E-4,9.683875E-4,0.09492633,0.008065111,0.01051986,0.01129992,1.566733E-4,0.002091692,2.127278E-4,0.004481031,0.00647659,0.00947884,0.1375619,0.04447968,0.003118281,0.07393887,0.06976645,0.1033353,8.683701,7.887323E-5,489595.0,489596.1
0.004973,5.316379E-6,6.283185,3.141593,6.283185,939.9529,0.2328964,-1.967308E10,1341.534,1.833174E8,1341.534,0.9999987,0.206359,2.188234E-5,0.02568632,0.005801159,0.01954287,0.02828931,6.020373E-4,0.003685626,0.1125496,2.643337E-4,0.001136568,0.004068051,5.320242E-4,9.618524E-4,0.09519605,0.008111109,0.01055765,0.0113369,1.582027E-4,0.002101542,2.143787E-4,0.004490836,0.006491977,0.00949299,0.1372025,0.04451452,0.003135296,0.07392372,0.06950357,0.1027759,8.682148,7.886908E-5,489507.4,489508.5
0.005299258,5.663407E-6,6.283185,3.141593,6.283185,940.3313,0.2328964,-1.856116E10,1340.221,1.830861E8,1340.221,0.9999987,0.206328,2.080029E-5,0.02674428,0.005578431,0.02014063,0.02938419,6.365537E-4,0.003791742,0.1150971,2.848975E-4,0.001205527,0.004138117,5.026592E-4,9.123473E-4,0.09727194,0.00846805,0.01084919,0.01162198,1.702976E-4,0.002178363,2.273837E-4,0.004564722,0.006608758,0.009597232,0.1344146,0.04475539,0.003267005,0.07380625,0.06748549,0.09848314,8.670156,7.883734E-5,488831.6,488832.8
0.005322914,5.688564E-6,6.283185,3.141593,6.283185,940.3576,0.2328964,-1.848329E10,1340.128,1.830699E8,1340.128,0.9999987,0.2063257,2.072644E-5,0.02681906,0.005562998,0.02018212,0.02946171,6.390171E-4,0.003799137,0.115275,2.863806E-4,0.001210474,0.004142943,5.006464E-4,9.089449E-4,0.09741678,0.00849314,0.01086961,0.0116419,1.711632E-4,0.002183792,2.283111E-4,0.004569772,0.006616796,0.009604194,0.1342185,0.04477037,0.003276241,0.07379799,0.06734503,0.09818445,8.669316,7.883514E-5,488784.4,488785.6
0.005379057,5.748266E-6,6.283185,3.141593,6.283185,940.4192,0.2328964,-1.829594E10,1339.911,1.830316E8,1339.911,0.9999987,0.2063204,2.055298E-5,0.02699544,0.005526767,0.02027958,0.02964445,6.44841E-4,0.003816519,0.1156935,2.898956E-4,0.001222185,0.004154255,4.959328E-4,9.009744E-4,0.09775737,0.008552239,0.01091752,0.01168877,1.732111E-4,0.002196595,2.305034E-4,0.004581587,0.006635638,0.009620392,0.1337568,0.04480456,0.003297987,0.07377855,0.06701493,0.09748258,8.667341,7.882997E-5,488673.0,488674.2
0.006500123,6.939648E-6,6.283185,3.141593,6.283185,941.4941,0.2328964,-1.526429E10,1335.959,1.82336E8,1335.959,0.9999986,0.2062166,1.761595E-5,0.03025236,0.004897273,0.02198307,0.03303086,7.554535E-4,0.004123885,0.1231483,3.58777E-4,0.001448389,0.004347224,4.164724E-4,7.656532E-4,0.1038072,0.00962129,0.01177381,0.01252645,2.123999E-4,0.002432939,2.720348E-4,0.004778072,0.006957011,0.009869758,0.1253632,0.04517971,0.003688918,0.07342474,0.06118953,0.08512822,8.631911,7.873997E-5,486675.6,486676.8
0.006595127,7.040552E-6,6.283185,3.141593,6.283185,941.5735,0.2328964,-1.504929E10,1335.654,1.822824E8,1335.654,0.9999986,0.206208,1.740622E-5,0.03050753,0.004850996,0.02210902,0.03329717,7.643623E-4,0.004146896,0.1237109,3.644978E-4,0.001466933,0.004361105,4.108147E-4,7.559438E-4,0.1042625,0.009703007,0.01183872,0.01258996,2.1558E-4,0.002451454,2.753712E-4,0.004791779,0.006980153,0.009885495,0.1247161,0.04518926,0.003718625,0.07339739,0.060754,0.08420807,8.629216,7.873333E-5,486523.8,486525.1
0.006812433,7.27132E-6,6.283185,3.141593,6.283185,941.7493,0.2328964,-1.457425E10,1334.974,1.821627E8,1334.974,0.9999986,0.2061884,1.694332E-5,0.03108034,0.004748625,0.02238788,0.0338955,7.844867E-4,0.004197994,0.1249628,3.775148E-4,0.001509007,0.004391633,3.983884E-4,7.345828E-4,0.1052748,0.009885202,0.01198333,0.01273146,2.227773E-4,0.002493019,2.829036E-4,0.004821688,0.007031071,0.009918917,0.123269,0.04520061,0.003784778,0.0733362,0.05978693,0.08216733,8.623211,7.871863E-5,486185.8,486187.3
0.00684546,7.306389E-6,6.283185,3.141593,6.283185,941.7754,0.2328964,-1.449969E10,1334.872,1.821448E8,1334.872,0.9999986,0.2061855,1.687544E-5,0.03116612,0.004733471,0.02242919,0.03398518,7.875153E-4,0.004205581,0.125149,3.794849E-4,0.001515361,0.004396131,3.965603E-4,7.314354E-4,0.1054253,0.009912339,0.01200486,0.01275253,2.238621E-4,0.002499244,2.840367E-4,0.004826066,0.007038577,0.0099237,0.123053,0.04520113,0.003794623,0.07332705,0.05964334,0.08186462,8.622316,7.871645E-5,486135.5,486137.0
0.007030489,7.502842E-6,6.283185,3.141593,6.283185,941.9181,0.2328964,-1.411983E10,1334.312,1.820463E8,1334.312,0.9999985,0.206169,1.650637E-5,0.03164058,0.004650529,0.02265551,0.03448114,8.043378E-4,0.004247231,0.1261722,3.904821E-4,0.001550763,0.004420654,3.866068E-4,7.142796E-4,0.1062522,0.01006171,0.01212304,0.01286847,2.298953E-4,0.002533677,2.903276E-4,0.004849801,0.007079533,0.009949114,0.121861,0.04519842,0.003848769,0.07327655,0.05885495,0.08020419,8.617394,7.870452E-5,485857.9,485859.5
0.00721392,7.697569E-6,6.283185,3.141593,6.283185,942.055,0.2328964,-1.3788E10,1333.771,1.81951E8,1333.771,0.9999985,0.2061528,1.615604E-5,0.03210123,0.004571355,0.02287185,0.03496359,8.20784E-4,0.00428718,0.1271562,4.013188E-4,0.001585545,0.004443911,3.771805E-4,6.980002E-4,0.1070466,0.01020556,0.01223717,0.01298013,2.358059E-4,0.002567114,2.964737E-4,0.004872095,0.007118418,0.009972159,0.1207085,0.04518705,0.003900851,0.07322766,0.05809861,0.07861387,8.612648,7.869309E-5,485591.4,485593.3
0.007236871,7.721932E-6,6.283185,3.141593,6.283185,942.0716,0.2328964,-1.37302E10,1333.705,1.819393E8,1333.705,0.9999985,0.2061508,1.611131E-5,0.0321582,0.004561655,0.02289838,0.03502327,8.228257E-4,0.004292087,0.1272772,4.026701E-4,0.001589875,0.00444675,3.760277E-4,6.960096E-4,0.1071442,0.01022326,0.01225119,0.01299387,2.365407E-4,0.00257125,2.972365E-4,0.004874801,0.007123165,0.009974897,0.1205663,0.04518505,0.003907256,0.07322163,0.05800571,0.0784187,8.612065,7.86917E-5,485558.6,485560.5
0.007304072,7.793263E-6,6.283185,3.141593,6.283185,942.1201,0.2328964,-1.359139E10,1333.51,1.819051E8,1333.51,0.9999985,0.2061449,1.598482E-5,0.03232417,0.004533485,0.02297536,0.03519699,8.287824E-4,0.004306341,0.1276288,4.066202E-4,0.001602525,0.004454974,3.726888E-4,6.902343E-4,0.107428,0.01027471,0.01229186,0.01303384,2.386858E-4,0.002583296,2.994618E-4,0.004882619,0.007136914,0.009982732,0.1201525,0.04517845,0.003925865,0.07320407,0.0577359,0.07785205,8.610367,7.868765E-5,485462.8,485464.8
0.007369685,7.862906E-6,6.283185,3.141593,6.283185,942.167,0.2328964,-1.347262E10,1333.322,1.81872E8,1333.322,0.9999985,0.2061391,1.586736E-5,0.03248503,0.004506351,0.02304957,0.03536552,8.345696E-4,0.004320096,0.1279685,4.104686E-4,0.001614838,0.004462877,3.694891E-4,6.846947E-4,0.1077021,0.01032444,0.01233122,0.01307248,2.407715E-4,0.002594973,3.01623E-4,0.004890105,0.007150142,0.009990135,0.119752,0.04517102,0.003943847,0.07318705,0.05747543,0.07730541,8.608726,7.868373E-5,485370.4,485372.4
