Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H9_PFRC2 (),Mass_fraction_TC4H9_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H18_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
10.6,0.01148783,6.283185,3.141593,6.283185,884.926,0.2328964,3467445.0,1170.889,1.532825E8,1170.889,1.000003,0.1946221,2.715089E-8,0.1875423,6.078344E-6,0.02614183,0.2209108,0.01889565,0.00305446,0.1087652,0.01727649,0.009816197,1.662318E-4,2.388363E-8,1.065953E-7,0.08225308,3.341967E-4,0.001690721,0.0210292,0.007267718,0.02252984,0.008389236,1.643335E-4,0.001070436,2.59163E-7,6.059797E-19,2.975885E-9,1.394476E-5,0.06059828,2.654043E-13,-2.190724E-32,8.048934,8.377335E-5,453821.8,453825.5
10.8,0.01171404,6.283185,3.141593,6.283185,883.4105,0.2328964,3395976.0,1168.874,1.529279E8,1168.874,1.000003,0.194593,2.610504E-8,0.1877999,5.85881E-6,0.0261523,0.2211932,0.01893881,0.0030532,0.1084875,0.01725083,0.009754869,1.660055E-4,2.335291E-8,1.056452E-7,0.08203421,3.262962E-4,0.001679671,0.02100368,0.007274436,0.02260117,0.008410572,1.658774E-4,0.001062192,2.496004E-7,5.345708E-19,3.019211E-9,1.369328E-5,0.06057285,2.415217E-13,-1.559148E-32,8.048867,8.391706E-5,453818.0,453821.7
11.0,0.01194063,6.283185,3.141593,6.283185,881.8946,0.2328964,3326194.0,1166.86,1.525735E8,1166.86,1.000003,0.1945649,2.509904E-8,0.1880464,5.64788E-6,0.02616354,0.2214624,0.01897956,0.003052303,0.1082222,0.01722538,0.009695284,1.658428E-4,2.283772E-8,1.047294E-7,0.08182532,3.185951E-4,0.001669191,0.02097935,0.007280676,0.02266987,0.008431264,1.674443E-4,0.001054377,2.40853E-7,4.748694E-19,3.063592E-9,1.345996E-5,0.06054855,2.208118E-13,-1.152671E-32,8.04881,8.406131E-5,453814.8,453818.5
11.2,0.0121676,6.283185,3.141593,6.283185,880.3782,0.2328964,3257391.0,1164.847,1.522192E8,1164.847,1.000003,0.1945379,2.413135E-8,0.1882824,5.445201E-6,0.02617548,0.2217192,0.019018,0.003051744,0.1079687,0.01720018,0.009637397,1.657385E-4,2.233738E-8,1.038465E-7,0.0816259,3.110864E-4,0.001659253,0.02095616,0.007286469,0.02273601,0.008451333,1.690326E-4,0.001046966,2.328374E-7,4.245886E-19,3.109008E-9,1.32433E-5,0.06052535,2.027682E-13,-8.780809E-33,8.048764,8.42061E-5,453812.2,453815.8
11.28844,0.0122681,6.283185,3.141593,6.283185,879.7076,0.2328965,3225777.0,1163.957,1.520625E8,1163.957,1.000003,0.1945262,2.371672E-8,0.1883835,5.357845E-6,0.02618098,0.2218289,0.01903429,0.0030516,0.1078602,0.01718913,0.009612338,1.657101E-4,2.212193E-8,1.034723E-7,0.08154066,3.078258E-4,0.00165503,0.02094625,0.007288894,0.02276446,0.008460012,1.697413E-4,0.001043813,2.295086E-7,4.048627E-19,3.129417E-9,1.315249E-5,0.06051543,1.955289E-13,-7.816745E-33,8.048746,8.427029E-5,453811.2,453814.9
11.4,0.01239499,6.283185,3.141593,6.283185,878.8615,0.2328965,3187326.0,1162.835,1.51865E8,1162.835,1.000003,0.1945118,2.320174E-8,0.1885079,5.24971E-6,0.0261881,0.2219636,0.01905417,0.003051514,0.1077269,0.01717528,0.009581241,1.656904E-4,2.185225E-8,1.030004E-7,0.08143591,3.03772E-4,0.001649851,0.02093408,0.007291825,0.0227996,0.008470774,1.706414E-4,0.001039952,2.255065E-7,3.821518E-19,3.155486E-9,1.304257E-5,0.06050324,1.870494E-13,-6.797116E-33,8.048726,8.435142E-5,453810.1,453813.8
11.6,0.01262277,6.283185,3.141593,6.283185,877.3445,0.2328966,3119227.0,1160.824,1.51511E8,1160.824,1.000003,0.1944867,2.230692E-8,0.1887238,5.06194E-6,0.02620129,0.2221968,0.01908827,0.003051573,0.1074957,0.0171507,0.009526682,1.656913E-4,2.138026E-8,1.02182E-7,0.0812544,2.966349E-4,0.00164092,0.02091302,0.007296791,0.02286085,0.008489641,1.722685E-4,0.001033293,2.187622E-7,3.458863E-19,3.202953E-9,1.285575E-5,0.06048213,1.732176E-13,-5.330639E-33,8.048697,8.449727E-5,453808.4,453812.1
11.8,0.01285093,6.283185,3.141593,6.283185,875.8275,0.2328966,3052021.0,1158.813,1.511572E8,1158.813,1.000003,0.1944625,2.144623E-8,0.1889309,4.881263E-6,0.02621499,0.2224197,0.01912048,0.003051893,0.1072743,0.01712645,0.009473628,1.657357E-4,2.09212E-8,1.01392E-7,0.08108069,2.896665E-4,0.001632425,0.02089289,0.007301406,0.02291994,0.00850797,1.739114E-4,0.001026956,2.125299E-7,3.145349E-19,3.251354E-9,1.268129E-5,0.06046193,1.609411E-13,-4.218174E-33,8.048675,8.464363E-5,453807.2,453810.9
12.0,0.01307949,6.283185,3.141593,6.283185,874.3104,0.2328966,2985729.0,1156.804,1.508036E8,1156.804,1.000003,0.1944391,2.061851E-8,0.1891293,4.707422E-6,0.02622917,0.2226323,0.01915083,0.003052465,0.1070627,0.01710256,0.009422101,1.658218E-4,2.047482E-8,1.006306E-7,0.08091472,2.828689E-4,0.001624362,0.02087367,0.007305676,0.02297685,0.008525758,1.755692E-4,0.001020936,2.067822E-7,2.874695E-19,3.300708E-9,1.251873E-5,0.06044265,1.500632E-13,-3.375488E-33,8.04866,8.47905E-5,453806.3,453810.0
12.2,0.01330844,6.283185,3.141593,6.283185,872.7934,0.2328966,2920409.0,1154.796,1.504501E8,1154.796,1.000004,0.1944166,1.982254E-8,0.1893193,4.540147E-6,0.02624378,0.222835,0.01917939,0.003053273,0.1068604,0.01707906,0.009372066,1.659467E-4,2.004066E-8,9.989667E-8,0.08075614,2.762375E-4,0.00161671,0.02085531,0.007309622,0.02303165,0.008543021,1.772407E-4,0.001015216,2.014791E-7,2.640579E-19,3.350995E-9,1.236725E-5,0.06042425,1.404105E-13,-2.736356E-33,8.048652,8.493787E-5,453805.9,453809.5
12.4,0.01353778,6.283185,3.141593,6.283185,871.2765,0.2328966,2856041.0,1152.789,1.500968E8,1152.789,1.000004,0.1943949,1.905708E-8,0.1895012,4.379159E-6,0.02625879,0.2230284,0.01920625,0.003054299,0.1066671,0.01705596,0.009323483,1.661071E-4,1.961822E-8,9.918921E-8,0.08060461,2.697676E-4,0.001609449,0.02083779,0.007313264,0.02308443,0.008559774,1.789245E-4,0.001009781,1.965815E-7,2.437336E-19,3.402196E-9,1.222603E-5,0.0604067,1.318223E-13,-2.248595E-33,8.04865,8.508575E-5,453805.8,453809.4
12.6,0.01376753,6.283185,3.141593,6.283185,869.7598,0.2328966,2792659.0,1150.783,1.497438E8,1150.783,1.000004,0.1943739,1.832098E-8,0.1896754,4.224208E-6,0.02627414,0.2232128,0.0192315,0.003055528,0.1064823,0.01703328,0.009276317,1.663004E-4,1.920707E-8,9.85073E-8,0.08045981,2.634547E-4,0.00160256,0.02082105,0.00731662,0.02313526,0.008576035,1.806193E-4,0.001004615,1.92055E-7,2.2603E-19,3.454289E-9,1.209433E-5,0.06038996,1.241634E-13,-1.873398E-33,8.048654,8.523412E-5,453806.0,453809.6
12.8,0.01399768,6.283185,3.141593,6.283185,868.2435,0.2328966,2730272.0,1148.778,1.493909E8,1148.778,1.000004,0.1943537,1.761313E-8,0.1898423,4.075048E-6,0.0262898,0.2233886,0.01925522,0.003056944,0.1063056,0.01701102,0.009230529,1.665236E-4,1.88068E-8,9.785002E-8,0.0803214,2.572942E-4,0.001596023,0.02080506,0.007319709,0.02318421,0.008591819,1.823236E-4,9.997027E-4,1.878645E-7,2.104916E-19,3.507253E-9,1.19714E-5,0.06037399,1.172992E-13,-1.575431E-33,8.048664,8.538298E-5,453806.5,453810.1
13.0,0.01422823,6.283185,3.141593,6.283185,866.7275,0.2328966,2668881.0,1146.774,1.490382E8,1146.774,1.000004,0.1943342,1.693244E-8,0.1900022,3.931444E-6,0.02630573,0.2235564,0.01927748,0.003058532,0.1061367,0.0169892,0.00918608,1.667741E-4,1.8417E-8,9.721647E-8,0.08018906,2.512819E-4,0.001589819,0.02078977,0.00732255,0.02323136,0.008607142,1.84036E-4,9.950287E-4,1.839786E-7,1.967605E-19,3.561065E-9,1.185655E-5,0.06035877,1.111192E-13,-1.332305E-33,8.048678,8.553232E-5,453807.3,453810.9
13.2,0.01445919,6.283185,3.141593,6.283185,865.2119,0.2328966,2608517.0,1144.772,1.486858E8,1144.772,1.000004,0.1943153,1.627793E-8,0.1901554,3.793184E-6,0.0263219,0.2237163,0.01929837,0.003060279,0.1059752,0.01696781,0.009142936,1.670497E-4,1.803734E-8,9.660604E-8,0.08006251,2.454144E-4,0.001583934,0.02077515,0.007325157,0.02327677,0.00862202,1.857552E-4,9.905813E-4,1.803762E-7,1.846646E-19,3.615699E-9,1.174928E-5,0.06034425,1.055621E-13,-1.140853E-33,8.048697,8.568214E-5,453808.3,453811.9
13.4,0.01469055,6.283185,3.141593,6.283185,863.697,0.2328966,2549164.0,1142.771,1.483336E8,1142.771,1.000004,0.1942972,1.564857E-8,0.1903022,3.660047E-6,0.02633826,0.2238689,0.01931795,0.003062172,0.1058207,0.01694688,0.00910106,1.67348E-4,1.766746E-8,9.601801E-8,0.07994148,2.396877E-4,0.001578351,0.02076116,0.007327546,0.02332051,0.008636465,1.874798E-4,9.863476E-4,1.77032E-7,1.73956E-19,3.671133E-9,1.164901E-5,0.06033042,1.00547E-13,-9.894479E-34,8.04872,8.583244E-5,453809.6,453813.2
13.6,0.01492231,6.283185,3.141593,6.283185,862.1826,0.2328966,2490855.0,1140.771,1.479816E8,1140.771,1.000004,0.1942797,1.504345E-8,0.1904428,3.531843E-6,0.0263548,0.2240144,0.01933629,0.003064199,0.1056731,0.01692639,0.00906042,1.676673E-4,1.730702E-8,9.545167E-8,0.07982572,2.340986E-4,0.001573056,0.02074778,0.007329731,0.02336264,0.008650492,1.892087E-4,9.82317E-4,1.739266E-7,1.644487E-19,3.727342E-9,1.155529E-5,0.06031723,9.601334E-14,-8.663645E-34,8.048746,8.59832E-5,453811.1,453814.7
13.8,0.01515449,6.283185,3.141593,6.283185,860.6689,0.2328966,2433560.0,1138.773,1.476299E8,1138.773,1.000004,0.1942628,1.44616E-8,0.1905776,3.408364E-6,0.02637147,0.2241531,0.01935345,0.003066348,0.1055319,0.01690635,0.009020982,1.680054E-4,1.69557E-8,9.490632E-8,0.07971495,2.286435E-4,0.001568034,0.02073497,0.007331725,0.02340322,0.008664114,1.909406E-4,9.784776E-4,1.71038E-7,1.559384E-19,3.784304E-9,1.146759E-5,0.06030467,9.189301E-14,-7.625634E-34,8.048777,8.613442E-5,453812.8,453816.4
14.0,0.01538707,6.283185,3.141593,6.283185,859.1559,0.2328966,2377335.0,1136.776,1.472784E8,1136.776,1.000005,0.1942464,1.390223E-8,0.1907068,3.289448E-6,0.02638826,0.2242854,0.01936949,0.00306861,0.1053968,0.01688677,0.008982714,1.683608E-4,1.661321E-8,9.43814E-8,0.07960898,2.233194E-4,0.001563273,0.0207227,0.00733354,0.02344231,0.008677343,1.926743E-4,9.748201E-4,1.683522E-7,1.48351E-19,3.841991E-9,1.138556E-5,0.0602927,8.81547E-14,-6.789347E-34,8.04881,8.62861E-5,453814.7,453818.3
14.2,0.01562006,6.283185,3.141593,6.283185,857.6437,0.2328966,2322145.0,1134.78,1.469272E8,1134.78,1.000005,0.1942307,1.336443E-8,0.1908306,3.174904E-6,0.02640514,0.2244116,0.01938448,0.003070972,0.1052677,0.01686764,0.008945582,1.687315E-4,1.627926E-8,9.38763E-8,0.07950754,2.181229E-4,0.001558759,0.02071095,0.007335189,0.02347997,0.008690192,1.944085E-4,9.713339E-4,1.658501E-7,1.41522E-19,3.90038E-9,1.130875E-5,0.06028129,8.474254E-14,-6.082378E-34,8.048847,8.643824E-5,453816.8,453820.3
14.4,0.01585346,6.283185,3.141593,6.283185,856.1325,0.2328966,2268024.0,1132.786,1.465762E8,1132.786,1.000005,0.1942155,1.284745E-8,0.1909492,3.064577E-6,0.02642208,0.2245319,0.01939845,0.003073427,0.1051442,0.01684896,0.008909557,1.691162E-4,1.595363E-8,9.339067E-8,0.07941046,2.130514E-4,0.001554481,0.02069969,0.007336683,0.02351623,0.008702672,1.961421E-4,9.68011E-4,1.6352E-7,1.353815E-19,3.959442E-9,1.123686E-5,0.06027044,8.162943E-14,-5.488017E-34,8.048886,8.659082E-5,453819.0,453822.5
14.6,0.01608728,6.283185,3.141593,6.283185,854.6221,0.2328966,2214937.0,1130.794,1.462255E8,1130.794,1.000005,0.1942008,1.235045E-8,0.191063,2.958294E-6,0.02643906,0.2246466,0.01941148,0.003075965,0.105026,0.01683072,0.008874608,1.695133E-4,1.563603E-8,9.292399E-8,0.07931751,2.081017E-4,0.001550427,0.02068889,0.007338032,0.02355117,0.008714795,1.978741E-4,9.648418E-4,1.613465E-7,1.298166E-19,4.019153E-9,1.11695E-5,0.0602601,7.877458E-14,-4.969573E-34,8.048928,8.674385E-5,453821.3,453824.9
14.8,0.01632151,6.283185,3.141593,6.283185,853.1127,0.2328966,2162897.0,1128.803,1.458751E8,1128.803,1.000005,0.1941866,1.18727E-8,0.1911721,2.855905E-6,0.02645606,0.2247559,0.0194236,0.003078577,0.104913,0.01681293,0.008840705,1.699215E-4,1.532624E-8,9.247594E-8,0.07922851,2.032713E-4,0.001546587,0.02067853,0.007339246,0.02358483,0.008726573,1.996032E-4,9.618192E-4,1.5932E-7,1.247871E-19,4.079485E-9,1.110641E-5,0.06025026,7.61597E-14,-4.528786E-34,8.048972,8.689732E-5,453823.8,453827.3
15.0,0.01655615,6.283185,3.141593,6.283185,851.6044,0.2328966,2111868.0,1126.814,1.45525E8,1126.814,1.000005,0.1941729,1.141343E-8,0.1912766,2.757252E-6,0.02647306,0.2248602,0.01943487,0.003081256,0.1048049,0.01679558,0.008807818,1.703395E-4,1.502402E-8,9.204605E-8,0.07914327,1.985571E-4,0.00154295,0.0206686,0.007340335,0.02361726,0.008738015,2.013284E-4,9.589348E-4,1.574275E-7,1.202057E-19,4.14041E-9,1.104725E-5,0.06024089,7.375235E-14,-4.140032E-34,8.049017,8.705123E-5,453826.4,453829.9
15.2,0.01679121,6.283185,3.141593,6.283185,850.0972,0.2328966,2061877.0,1124.826,1.451752E8,1124.826,1.000005,0.1941597,1.097197E-8,0.1913769,2.662202E-6,0.02649004,0.2249596,0.01944534,0.003083995,0.1047015,0.01677867,0.00877592,1.707661E-4,1.472913E-8,9.163389E-8,0.07906162,1.939568E-4,0.001539507,0.02065905,0.007341307,0.02364849,0.008749132,2.030487E-4,9.561817E-4,1.556598E-7,1.160245E-19,4.201901E-9,1.09918E-5,0.06023198,7.153334E-14,-3.79366E-34,8.049065,8.720557E-5,453829.1,453832.6
15.4,0.01702669,6.283185,3.141593,6.283185,848.5911,0.2328966,2012908.0,1122.84,1.448257E8,1122.84,1.000005,0.1941469,1.054765E-8,0.1914731,2.570614E-6,0.02650698,0.2250544,0.01945503,0.003086785,0.1046026,0.01676219,0.008744982,1.712003E-4,1.444136E-8,9.123899E-8,0.07898339,1.894676E-4,0.001536248,0.02064989,0.00734217,0.02367859,0.008759934,2.04763E-4,9.535529E-4,1.540071E-7,1.121884E-19,4.263928E-9,1.093978E-5,0.0602235,6.948086E-14,-3.477628E-34,8.049114,8.736034E-5,453831.8,453835.4
15.6,0.01726258,6.283185,3.141593,6.283185,847.0863,0.2328966,1964964.0,1120.856,1.444765E8,1120.856,1.000005,0.1941346,1.013982E-8,0.1915653,2.482362E-6,0.02652387,0.2251448,0.019464,0.003089621,0.1045079,0.01674613,0.008714977,1.716408E-4,1.416047E-8,9.086092E-8,0.07890842,1.850871E-4,0.001533163,0.02064108,0.007342933,0.02370758,0.008770431,2.064704E-4,9.510418E-4,1.524607E-7,1.08654E-19,4.326464E-9,1.089097E-5,0.06021543,6.757727E-14,-3.183692E-34,8.049165,8.751554E-5,453834.7,453838.2
15.8,0.01749889,6.283185,3.141593,6.283185,845.5827,0.2328966,1918024.0,1118.874,1.441276E8,1118.874,1.000006,0.1941227,9.747841E-9,0.1916538,2.397315E-6,0.02654069,0.2252309,0.01947229,0.003092495,0.1044173,0.01673049,0.008685879,1.720869E-4,1.388629E-8,9.049939E-8,0.07883657,1.808128E-4,0.001530246,0.02063262,0.007343602,0.02373552,0.008780632,2.081698E-4,9.486429E-4,1.510139E-7,1.053991E-19,4.389479E-9,1.084516E-5,0.06020776,6.581143E-14,-2.91397E-34,8.049217,8.767116E-5,453837.6,453841.1
16.0,0.01773563,6.283185,3.141593,6.283185,844.0804,0.2328966,1872067.0,1116.894,1.437791E8,1116.894,1.000006,0.1941112,9.371086E-9,0.1917386,2.315347E-6,0.02655743,0.2253131,0.01947992,0.003095404,0.1043307,0.01671527,0.008657663,1.725376E-4,1.361864E-8,9.015417E-8,0.0787677,1.766425E-4,0.001527487,0.02062448,0.007344184,0.02376243,0.008790545,2.098606E-4,9.463507E-4,1.49661E-7,1.024138E-19,4.452943E-9,1.080219E-5,0.06020046,6.417617E-14,-2.675647E-34,8.04927,8.782719E-5,453840.6,453844.1
16.2,0.01797278,6.283185,3.141593,6.283185,842.5795,0.2328966,1827093.0,1114.915,1.434309E8,1114.915,1.000006,0.1941001,9.008989E-9,0.19182,2.236347E-6,0.02657409,0.2253913,0.01948694,0.003098342,0.1042477,0.01670044,0.008630302,1.729923E-4,1.335734E-8,8.98249E-8,0.07870168,1.725739E-4,0.001524881,0.02061665,0.007344684,0.02378836,0.00880018,2.115417E-4,9.441602E-4,1.483965E-7,9.96852E-20,4.516827E-9,1.07619E-5,0.06019353,6.266408E-14,-2.4722E-34,8.049324,8.798364E-5,453843.7,453847.1
16.4,0.01821036,6.283185,3.141593,6.283185,841.08,0.2328966,1783094.0,1112.939,1.43083E8,1112.939,1.000006,0.1940893,8.660991E-9,0.1918981,2.160205E-6,0.02659063,0.2254659,0.01949337,0.003101304,0.1041684,0.01668601,0.008603774,1.734503E-4,1.310221E-8,8.951131E-8,0.07863839,1.686048E-4,0.001522421,0.02060911,0.007345108,0.02381334,0.008809544,2.132122E-4,9.420669E-4,1.472159E-7,9.720906E-20,4.581099E-9,1.072414E-5,0.06018695,6.127051E-14,-2.310601E-34,8.049379,8.814051E-5,453846.8,453850.2
16.6,0.01844836,6.283185,3.141593,6.283185,839.5819,0.2328966,1740050.0,1110.964,1.427355E8,1110.964,1.000006,0.1940789,8.326544E-9,0.191973,2.086808E-6,0.02660707,0.225537,0.01949925,0.003104285,0.1040924,0.01667197,0.008578053,1.739106E-4,1.285308E-8,8.921314E-8,0.07857769,1.647328E-4,0.001520097,0.02060185,0.007345463,0.02383741,0.008818646,2.148715E-4,9.400646E-4,1.461101E-7,9.491457E-20,4.645731E-9,1.068868E-5,0.06018069,5.997094E-14,-2.163569E-34,8.049435,8.829778E-5,453849.9,453853.4
16.8,0.01868679,6.283185,3.141593,6.283185,838.0853,0.2328966,1697957.0,1108.992,1.423883E8,1108.992,1.000006,0.1940689,8.005138E-9,0.1920449,2.016059E-6,0.02662338,0.2256047,0.01950461,0.003107281,0.1040198,0.01665831,0.008553116,1.743726E-4,1.260978E-8,8.893018E-8,0.07851949,1.609558E-4,0.001517905,0.02059486,0.007345754,0.0238606,0.008827493,2.165187E-4,9.3815E-4,1.450769E-7,9.282167E-20,4.710693E-9,1.065544E-5,0.06017474,5.876871E-14,-2.047823E-34,8.049491,8.845545E-5,453853.1,453856.5
17.0,0.01892564,6.283185,3.141593,6.283185,836.5902,0.2328966,1656811.0,1107.022,1.420415E8,1107.022,1.000006,0.1940592,7.696284E-9,0.1921138,1.94786E-6,0.02663956,0.2256692,0.01950947,0.003110288,0.1039502,0.01664502,0.008528941,1.74836E-4,1.237218E-8,8.866225E-8,0.07846367,1.572718E-4,0.001515838,0.02058813,0.007345983,0.02388294,0.008836094,2.181531E-4,9.363189E-4,1.441126E-7,9.092628E-20,4.775951E-9,1.06243E-5,0.0601691,5.766019E-14,-1.966933E-34,8.049548,8.861353E-5,453856.3,453859.7
17.2,0.01916492,6.283185,3.141593,6.283185,835.0967,0.2328966,1616585.0,1105.053,1.41695E8,1105.053,1.000006,0.1940498,7.399479E-9,0.1921799,1.882113E-6,0.02665559,0.2257306,0.01951387,0.003113302,0.1038837,0.01663209,0.008505506,1.752999E-4,1.214012E-8,8.840913E-8,0.07841012,1.536786E-4,0.00151389,0.02058164,0.007346158,0.02390447,0.008844455,2.197739E-4,9.345669E-4,1.432112E-7,8.919142E-20,4.841479E-9,1.05951E-5,0.06016375,5.663183E-14,-1.906675E-34,8.049605,8.877201E-5,453859.5,453862.9
17.4,0.01940463,6.283185,3.141593,6.283185,833.6048,0.2328966,1577263.0,1103.087,1.41349E8,1103.087,1.000006,0.1940408,7.114253E-9,0.1922434,1.818724E-6,0.02667148,0.2257892,0.01951783,0.003116319,0.10382,0.01661952,0.008482787,1.757638E-4,1.191343E-8,8.817068E-8,0.07835874,1.50174E-4,0.001512055,0.02057537,0.007346282,0.02392521,0.008852583,2.213805E-4,9.328898E-4,1.423681E-7,8.759146E-20,4.907244E-9,1.05677E-5,0.06015867,5.567389E-14,-1.857333E-34,8.049663,8.893089E-5,453862.7,453866.2
17.6,0.01964476,6.283185,3.141593,6.283185,832.1146,0.2328966,1538841.0,1101.123,1.410033E8,1101.123,1.000007,0.194032,6.840174E-9,0.1923043,1.757611E-6,0.02668722,0.2258449,0.01952137,0.003119336,0.103759,0.0166073,0.008460766,1.762273E-4,1.1692E-8,8.794676E-8,0.07830944,1.46756E-4,0.001510328,0.02056933,0.007346358,0.02394519,0.008860486,2.229723E-4,9.312844E-4,1.415805E-7,8.612263E-20,4.973217E-9,1.054202E-5,0.06015385,5.478369E-14,-1.819018E-34,8.04972,8.909015E-5,453866.0,453869.4
17.8,0.01988533,6.283185,3.141593,6.283185,830.626,0.2328966,1501305.0,1099.161,1.40658E8,1099.161,1.000007,0.1940236,6.576811E-9,0.1923628,1.698688E-6,0.02670279,0.225898,0.01952451,0.00312235,0.1037007,0.01659542,0.00843942,1.766899E-4,1.147567E-8,8.77372E-8,0.07826213,1.434228E-4,0.001508703,0.02056349,0.007346392,0.02396445,0.00886817,2.245487E-4,9.297473E-4,1.408447E-7,8.477012E-20,5.039367E-9,1.051795E-5,0.06014928,5.395518E-14,-1.786162E-34,8.049778,8.924981E-5,453869.2,453872.7
18.0,0.02012633,6.283185,3.141593,6.283185,829.1391,0.2328966,1464628.0,1097.202,1.403131E8,1097.202,1.000007,0.1940154,6.323719E-9,0.1924189,1.641864E-6,0.02671819,0.2259486,0.01952729,0.003125359,0.1036448,0.01658387,0.00841873,1.771511E-4,1.126427E-8,8.754149E-8,0.07821671,1.401723E-4,0.001507175,0.02055786,0.007346386,0.023983,0.008875642,2.26109E-4,9.282747E-4,1.401564E-7,8.351651E-20,5.105664E-9,1.049537E-5,0.06014495,5.31807E-14,-1.756247E-34,8.049836,8.940986E-5,453872.5,453875.9
18.2,0.02036776,6.283185,3.141593,6.283185,827.654,0.2328966,1428804.0,1095.244,1.399686E8,1095.244,1.000007,0.1940075,6.080513E-9,0.1924727,1.587065E-6,0.02673342,0.2259967,0.01952972,0.003128358,0.1035913,0.01657264,0.008398675,1.776105E-4,1.105767E-8,8.735954E-8,0.07817311,1.370025E-4,0.001505739,0.02055241,0.007346344,0.02400088,0.008882908,2.276528E-4,9.268637E-4,1.39513E-7,8.234889E-20,5.172079E-9,1.047419E-5,0.06014084,5.245552E-14,-1.721488E-34,8.049894,8.957029E-5,453875.8,453879.2
18.4,0.02060962,6.283185,3.141593,6.283185,826.1707,0.2328966,1393822.0,1093.29,1.396246E8,1093.29,1.000007,0.1939998,5.846812E-9,0.1925244,1.534215E-6,0.02674848,0.2260425,0.01953182,0.003131347,0.1035401,0.01656174,0.008379238,1.780678E-4,1.085573E-8,8.719114E-8,0.07813124,1.339116E-4,0.001504391,0.02054714,0.007346269,0.0240181,0.008889974,2.291795E-4,9.255114E-4,1.389115E-7,8.125343E-20,5.238581E-9,1.045432E-5,0.06013695,5.177437E-14,-1.675185E-34,8.049952,8.973111E-5,453879.0,453882.5
18.6,0.02085192,6.283185,3.141593,6.283185,824.6892,0.2328966,1359662.0,1091.337,1.392809E8,1091.337,1.000007,0.1939924,5.622234E-9,0.1925741,1.48324E-6,0.02676335,0.2260861,0.01953361,0.003134322,0.1034911,0.01655114,0.0083604,1.785227E-4,1.065833E-8,8.703576E-8,0.07809104,1.308978E-4,0.001503126,0.02054205,0.007346164,0.0240347,0.008896846,2.306886E-4,9.242148E-4,1.383492E-7,8.022997E-20,5.305142E-9,1.04357E-5,0.06013327,5.113512E-14,-1.62513E-34,8.05001,8.989231E-5,453882.3,453885.7
18.8,0.02109465,6.283185,3.141593,6.283185,823.2095,0.2328966,1326313.0,1089.387,1.389376E8,1089.387,1.000007,0.1939853,5.406422E-9,0.1926217,1.43407E-6,0.02677804,0.2261277,0.01953511,0.003137282,0.1034442,0.01654084,0.008342141,1.789747E-4,1.046535E-8,8.689303E-8,0.07805242,1.279593E-4,0.00150194,0.02053712,0.007346032,0.02405069,0.00890353,2.321797E-4,9.229714E-4,1.378237E-7,7.927272E-20,5.371731E-9,1.041822E-5,0.06012979,5.05347E-14,-1.571669E-34,8.050067,9.005389E-5,453885.5,453888.9
19.0,0.02133782,6.283185,3.141593,6.283185,821.7317,0.2328966,1293764.0,1087.439,1.385948E8,1087.439,1.000007,0.1939784,5.19904E-9,0.1926675,1.386637E-6,0.02679254,0.2261672,0.01953634,0.003140224,0.1033993,0.01653083,0.008324446,1.794237E-4,1.027665E-8,8.67626E-8,0.07801532,1.250942E-4,0.001500829,0.02053234,0.007345875,0.0240661,0.008910032,2.336524E-4,9.217787E-4,1.373329E-7,7.837415E-20,5.438319E-9,1.040185E-5,0.06012649,4.996989E-14,-1.512136E-34,8.050125,9.021584E-5,453888.7,453892.2
