Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_IC4H10_PFRC2 (),Mole_fraction_IC4H9_PFRC2 (),Mole_fraction_TC4H9_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_IC4H7_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_IC8H18_PFRC2 (),Mole_fraction_IC8H16_PFRC2 (),Mole_fraction_DIMEPTD_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Mole_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.08671975,9.149907E-5,6.283185,3.141593,6.283185,951.2289,0.2328964,-5.270287E8,1291.199,1.74458E8,1291.199,0.9999979,0.8330577,1.450012E-5,0.04278133,3.301034E-4,0.009001151,0.0269129,0.001067505,0.001197588,0.03660558,6.30087E-4,0.001828871,6.463498E-4,2.739867E-6,5.766939E-6,0.02287486,0.001934647,0.00284139,0.003407631,2.34891E-4,6.878342E-4,1.675185E-4,4.672263E-4,9.803278E-4,5.688819E-4,0.001549103,0.001042038,4.790487E-4,0.006111672,5.808761E-4,7.91511E-5,8.257335,7.793415E-5,465572.6,465578.9
0.09595077,1.012018E-4,6.283185,3.141593,6.283185,951.5244,0.2328964,-4.440302E8,1290.13,1.742699E8,1290.13,0.9999978,0.8315008,1.318656E-5,0.04383856,2.988146E-4,0.008999381,0.02763623,0.001113002,0.001197846,0.0366794,6.729612E-4,0.001923144,6.341246E-4,2.329954E-6,4.922801E-6,0.02293151,0.001845032,0.002842573,0.003453182,2.491606E-4,7.069474E-4,1.768611E-4,4.482534E-4,9.720436E-4,5.445316E-4,0.001352299,9.232174E-4,4.680734E-4,0.006087234,5.198466E-4,5.779788E-5,8.247939,7.790994E-5,465043.0,465049.5
0.09792879,1.032806E-4,6.283185,3.141593,6.283185,951.5834,0.2328964,-4.282324E8,1289.922,1.742332E8,1289.922,0.9999978,0.8311915,1.294093E-5,0.04405096,2.927959E-4,0.008998454,0.02778226,0.001122316,0.001197775,0.03669079,6.818821E-4,0.00194226,6.315671E-4,2.253605E-6,4.765149E-6,0.0229408,0.001826168,0.002842288,0.003462266,2.521067E-4,7.108268E-4,1.78816E-4,4.443266E-4,9.702806E-4,5.395701E-4,0.001314255,8.999208E-4,4.657224E-4,0.006082386,5.080189E-4,5.409771E-5,8.246094,7.790511E-5,464939.0,464945.5
0.1126595,1.187575E-4,6.283185,3.141593,6.283185,951.9814,0.2328964,-3.345876E8,1288.548,1.739915E8,1288.548,0.9999978,0.8291109,1.133573E-5,0.04550047,2.542135E-4,0.008987272,0.02878546,0.001187536,0.001196184,0.03673778,7.456534E-4,0.002073881,6.132034E-4,1.7798E-6,3.783373E-6,0.02298505,0.001690405,0.002835363,0.003523671,2.729284E-4,7.376759E-4,1.929167E-4,4.16521E-4,9.57351E-4,5.05112E-4,0.00106842,7.467537E-4,4.484091E-4,0.006049875,4.311074E-4,3.342383E-5,8.233871,7.787255E-5,464249.9,464256.5
0.1152316,1.214592E-4,6.283185,3.141593,6.283185,952.0441,0.2328964,-3.208901E8,1288.336,1.739542E8,1288.336,0.9999978,0.828783,1.109436E-5,0.04573233,2.484137E-4,0.008984724,0.02894701,0.001198246,0.001195751,0.03674028,7.56339E-4,0.00209507,6.101179E-4,1.711356E-6,3.64104E-6,0.02298896,0.001667636,0.002833411,0.003533389,2.763752E-4,7.420333E-4,1.953031E-4,4.119125E-4,9.551347E-4,4.995057E-4,0.001031386,7.232743E-4,4.454385E-4,0.006044771,4.194167E-4,3.078524E-5,8.231976,7.786741E-5,464143.1,464149.7
0.1170598,1.233795E-4,6.283185,3.141593,6.283185,952.0876,0.2328964,-3.121721E8,1288.19,1.739285E8,1288.19,0.9999978,0.8285555,1.092777E-5,0.04589371,2.444391E-4,0.008982831,0.02905963,0.001205747,0.001195419,0.03674122,7.638579E-4,0.002109831,6.079461E-4,1.664858E-6,3.544269E-6,0.02299117,0.001651632,0.00283191,0.003540136,2.787931E-4,7.450767E-4,1.969865E-4,4.086792E-4,9.535677E-4,4.955887E-4,0.001005991,7.071105E-4,4.433389E-4,0.006041234,4.113788E-4,2.904613E-5,8.230667,7.786386E-5,464069.3,464075.9
0.1241897,1.308675E-4,6.283185,3.141593,6.283185,952.249,0.2328964,-2.798899E8,1287.653,1.738338E8,1287.653,0.9999978,0.8277104,1.032878E-5,0.04649756,2.299522E-4,0.00897489,0.02948239,0.001234167,0.001193965,0.03673873,7.926017E-4,0.002165119,5.996415E-4,1.49889E-6,3.198317E-6,0.02299553,0.001590671,0.002825204,0.003565249,2.879787E-4,7.565442E-4,2.034562E-4,3.963949E-4,9.475231E-4,4.808235E-4,9.137663E-4,6.479682E-4,4.352522E-4,0.006028122,3.820178E-4,2.320387E-5,8.225836,7.785066E-5,463797.0,463803.6
0.1340096,1.411787E-4,6.283185,3.141593,6.283185,952.4515,0.2328964,-2.428672E8,1286.985,1.737163E8,1286.985,0.9999978,0.8266437,9.599486E-6,0.04726914,2.123981E-4,0.00896283,0.03002564,0.001271312,0.00119161,0.03672183,8.307631E-4,0.002235747,5.886202E-4,1.304392E-6,2.791763E-6,0.02299207,0.001510546,0.002814059,0.003597017,3.000302E-4,7.713828E-4,2.121325E-4,3.802819E-4,9.393777E-4,4.617162E-4,8.0247E-4,5.756391E-4,4.244018E-4,0.006011656,3.461429E-4,1.712223E-5,8.219824,7.783411E-5,463458.1,463464.9
0.1433285,1.509619E-4,6.283185,3.141593,6.283185,952.6247,0.2328964,-2.137854E8,1286.417,1.736164E8,1286.417,0.9999978,0.8257218,8.994881E-6,0.04794492,1.978205E-4,0.008950561,0.03050435,0.001304652,0.001189085,0.03669431,8.655662E-4,0.00229739,5.785839E-4,1.149376E-6,2.466783E-6,0.02298049,0.001438645,0.002801762,0.003624516,3.108724E-4,7.845593E-4,2.201358E-4,3.657973E-4,9.318434E-4,4.447656E-4,7.111501E-4,5.154641E-4,4.14435E-4,0.00599751,3.162284E-4,1.289841E-5,8.214705,7.781996E-5,463169.5,463176.2
0.146303,1.540843E-4,6.283185,3.141593,6.283185,952.6765,0.2328964,-2.058127E8,1286.248,1.735866E8,1286.248,0.9999978,0.8254439,8.814331E-6,0.04815028,1.93554E-4,0.008946528,0.03065036,0.001314938,0.001188232,0.0366836,8.764038E-4,0.002316052,5.75463E-4,1.104951E-6,2.373482E-6,0.02297536,0.001416531,0.002797538,0.003632809,3.142193E-4,7.885973E-4,2.226462E-4,3.613297E-4,9.294787E-4,4.395765E-4,6.845535E-4,4.977907E-4,4.113232E-4,0.005993264,3.074158E-4,1.179416E-5,8.213176,7.781573E-5,463083.3,463090.1
0.1483458,1.562285E-4,6.283185,3.141593,6.283185,952.7111,0.2328964,-2.000389E8,1286.134,1.735666E8,1286.134,0.9999978,0.8252573,8.697516E-6,0.04828859,1.907133E-4,0.008943733,0.03074884,0.001321907,0.001187634,0.03667578,8.837735E-4,0.002328597,5.733422E-4,1.075747E-6,2.312103E-6,0.02297147,0.001401575,0.002794561,0.003638377,3.164871E-4,7.913261E-4,2.243583E-4,3.583036E-4,9.278659E-4,4.360716E-4,6.669459E-4,4.860523E-4,4.092059E-4,0.005990419,3.015532E-4,1.109383E-5,8.212153,7.78129E-5,463025.7,463032.6
0.1507708,1.587738E-4,6.283185,3.141593,6.283185,952.7512,0.2328964,-1.939549E8,1286.003,1.735434E8,1286.003,0.9999978,0.8250402,8.562887E-6,0.04844998,1.874289E-4,0.008940391,0.0308639,0.001330082,0.001186914,0.036666,8.924457E-4,0.002343207,5.708481E-4,1.042371E-6,2.241916E-6,0.0229665,0.001384068,0.002790948,0.003644854,3.19147E-4,7.945198E-4,2.263782E-4,3.547554E-4,9.259632E-4,4.319721E-4,6.467169E-4,4.725276E-4,4.067135E-4,0.005987115,2.947876E-4,1.031948E-5,8.210967,7.780963E-5,462958.9,462965.7
0.1660215,1.747789E-4,6.283185,3.141593,6.283185,952.9812,0.2328964,-1.582217E8,1285.242,1.734095E8,1285.242,0.9999977,0.823773,7.791639E-6,0.04940172,1.689666E-4,0.008918972,0.03154567,0.001379264,0.001182152,0.03659463,9.452067E-4,0.002428606,5.557154E-4,8.601222E-7,1.857791E-6,0.0229274,0.001279868,0.002766516,0.003682628,3.351284E-4,8.135652E-4,2.387897E-4,3.334734E-4,9.142839E-4,4.075862E-4,5.342927E-4,3.965796E-4,3.915529E-4,0.005967956,2.565084E-4,6.582654E-6,8.204127,7.779085E-5,462573.3,462580.4
0.1675075,1.763382E-4,6.283185,3.141593,6.283185,953.0017,0.2328964,-1.572158E8,1285.173,1.733974E8,1285.173,0.9999977,0.8236579,7.724897E-6,0.04948908,1.673277E-4,0.008916865,0.03160851,0.001383863,0.001181671,0.03658691,9.501899E-4,0.002436366,5.542903E-4,8.446044E-7,1.825015E-6,0.02292297,0.001270244,0.002764002,0.003686056,3.3662E-4,8.153312E-4,2.399731E-4,3.31491E-4,9.131722E-4,4.053312E-4,5.245707E-4,3.899457E-4,3.90123E-4,0.005966228,2.531352E-4,6.303795E-6,8.203513,7.778918E-5,462538.7,462545.8
0.1747491,1.839365E-4,6.283185,3.141593,6.283185,953.0971,0.2328964,-1.450881E8,1284.851,1.733408E8,1284.851,0.9999977,0.8231156,7.409718E-6,0.04990236,1.597774E-4,0.008906567,0.0319065,0.001405826,0.001179292,0.03654765,9.741047E-4,0.002472849,5.474618E-4,7.739294E-7,1.675579E-6,0.02289999,0.001224664,0.002751418,0.003702173,3.437315E-4,8.237323E-4,2.456782E-4,3.22049E-4,9.078177E-4,3.946237E-4,4.799386E-4,3.593438E-4,3.832717E-4,0.005958118,2.374927E-4,5.110961E-6,8.200637,7.778139E-5,462376.6,462383.6
0.1896352,1.995537E-4,6.283185,3.141593,6.283185,953.2716,0.2328964,-1.227579E8,1284.246,1.732342E8,1284.246,0.9999977,0.8220899,6.836063E-6,0.05069309,1.461148E-4,0.008885429,0.03247955,0.00144881,0.001174267,0.03646021,0.001021423,0.002541461,5.340078E-4,6.506371E-7,1.414234E-6,0.02284679,0.001137482,0.002724187,0.003732527,3.575821E-4,8.400097E-4,2.570958E-4,3.037194E-4,8.971357E-4,3.739775E-4,4.00848E-4,3.044808E-4,3.697839E-4,0.005942931,2.090339E-4,3.339893E-6,8.195272,7.776715E-5,462074.2,462081.4
0.1925264,2.025865E-4,6.283185,3.141593,6.283185,953.3024,0.2328964,-1.193761E8,1284.136,1.732149E8,1284.136,0.9999977,0.8219032,6.735672E-6,0.05083832,1.437005E-4,0.008881347,0.03258521,0.001456846,0.001173275,0.0364424,0.001030343,0.002553862,5.314809E-4,6.296492E-7,1.369658E-6,0.02283567,0.001121524,0.002718715,0.003738025,3.601594E-4,8.43029E-4,2.592671E-4,3.003191E-4,8.9511E-4,3.701648E-4,3.87228E-4,2.949434E-4,3.672546E-4,0.005940191,2.040188E-4,3.077788E-6,8.194307,7.776464E-5,462019.8,462027.0
0.1990155,2.093933E-4,6.283185,3.141593,6.283185,953.3681,0.2328964,-1.111216E8,1283.897,1.731729E8,1283.897,0.9999977,0.8214975,6.518762E-6,0.05115531,1.385631E-4,0.008872224,0.03281628,0.001474545,0.001171038,0.03640164,0.001050062,0.002580687,5.259051E-4,5.855326E-7,1.275862E-6,0.02280995,0.001086803,0.002706245,0.003749941,3.658193E-4,8.496523E-4,2.640886E-4,2.928647E-4,8.906185E-4,3.618222E-4,3.584639E-4,2.74708E-4,3.6168E-4,0.005934262,1.932981E-4,2.563884E-6,8.19222,7.775928E-5,461902.2,461909.4
0.2,2.104259E-4,6.283185,3.141593,6.283185,953.3777,0.2328964,-1.104544E8,1283.862,1.731667E8,1283.862,0.9999977,0.8214375,6.485364E-6,0.05120236,1.378159E-4,0.008870846,0.03285063,0.00147719,0.001170697,0.03639538,0.001053018,0.002584639,5.250706E-4,5.791694E-7,1.262322E-6,0.02280597,0.001081665,0.002704334,0.003751699,3.666632E-4,8.50639E-4,2.648139E-4,2.917549E-4,8.899438E-4,3.605819E-4,3.543089E-4,2.71774E-4,3.608466E-4,0.005933389,1.917339E-4,2.494074E-6,8.191913,7.775849E-5,461884.9,461892.2
0.2015516,2.120534E-4,6.283185,3.141593,6.283185,953.3926,0.2328964,-1.087524E8,1283.807,1.73157E8,1283.807,0.9999977,0.8213438,6.438299E-6,0.05127595,1.366435E-4,0.008868678,0.03290437,0.001481338,0.00117016,0.03638546,0.001057658,0.002590803,5.237615E-4,5.693545E-7,1.241434E-6,0.02279964,0.001073637,0.00270131,0.003754442,3.679854E-4,8.521846E-4,2.659536E-4,2.900171E-4,8.888839E-4,3.586406E-4,3.478694E-4,2.672211E-4,3.595396E-4,0.005932026,1.893013E-4,2.388116E-6,8.191434,7.775728E-5,461857.9,461865.2
0.2415296,2.539785E-4,6.283185,3.141593,6.283185,953.6992,0.2328964,-7.499941E7,1282.554,1.729364E8,1282.554,0.9999977,0.8192186,5.393948E-6,0.05297366,1.120039E-4,0.008814504,0.03415322,0.001580485,0.001156215,0.03611889,0.001170058,0.002726591,4.923265E-4,3.754008E-7,8.271071E-7,0.02262267,8.932417E-4,0.002619897,0.003815548,3.991106E-4,8.885453E-4,2.940303E-4,2.495163E-4,8.629408E-4,3.135682E-4,2.189969E-4,1.74439E-4,3.283984E-4,0.005901748,1.379043E-4,7.966078E-7,8.180808,7.773228E-5,461258.7,461265.7
0.2467885,2.594926E-4,6.283185,3.141593,6.283185,953.7298,0.2328964,-7.179702E7,1282.408,1.729108E8,1282.408,0.9999977,0.8189741,5.280991E-6,0.05317266,1.094386E-4,0.008807659,0.03430059,0.001592556,0.001154386,0.03608302,0.001183916,0.002741569,4.884907E-4,3.565475E-7,7.866486E-7,0.02259801,8.729385E-4,0.002608846,0.003822396,4.028273E-4,8.928956E-4,2.9755E-4,2.447471E-4,8.597097E-4,3.082663E-4,2.063263E-4,1.651123E-4,3.246376E-4,0.005898352,1.324805E-4,6.913372E-7,8.179616,7.772978E-5,461191.7,461199.1
0.2504879,2.633714E-4,6.283185,3.141593,6.283185,953.7503,0.2328964,-6.950842E7,1282.308,1.728932E8,1282.308,0.9999977,0.8188063,5.208339E-6,0.05330974,1.076637E-4,0.008802883,0.03440225,0.00160093,0.001153102,0.03605774,0.001193548,0.002751747,4.8583E-4,3.440508E-7,7.59815E-7,0.02258052,8.590952E-4,0.002601032,0.003827064,4.053946E-4,8.959042E-4,3.000037E-4,2.414632E-4,8.574596E-4,3.046141E-4,1.978917E-4,1.588785E-4,3.22035E-4,0.00589603,1.288192E-4,6.260423E-7,8.178801,7.772812E-5,461145.8,461153.2
0.331858,3.486734E-4,6.283185,3.141593,6.283185,954.0085,0.2328964,-3.910838E7,1280.428,1.725622E8,1280.428,0.9999977,0.8157702,4.018587E-6,0.05585594,8.019058E-5,0.008705857,0.03630579,0.001765474,0.001125725,0.03551128,0.001385138,0.002917951,4.339329E-4,1.710616E-7,3.861064E-7,0.02218402,6.280134E-4,0.002426345,0.003905815,4.538758E-4,9.534901E-4,3.497531E-4,1.817371E-4,8.120982E-4,2.374207E-4,8.121488E-5,6.988003E-5,2.72397E-4,0.005855689,7.177224E-5,7.473471E-8,8.164598,7.770708E-5,460344.9,460351.9
0.3591226,3.77252E-4,6.283185,3.141593,6.283185,954.0334,0.2328964,-3.319588E7,1279.891,1.724678E8,1279.891,0.9999977,0.8149555,3.7572E-6,0.05656099,7.426652E-5,0.008676409,0.03683633,0.001814161,0.001117002,0.03533655,0.00144227,0.002955154,4.188759E-4,1.404363E-7,3.193449E-7,0.02205099,5.749389E-4,0.002368249,0.003924292,4.674461E-4,9.700007E-4,3.648194E-4,1.661297E-4,7.983653E-4,2.193729E-4,6.08717E-5,5.355893E-5,2.584478E-4,0.005845414,5.963573E-5,3.749744E-8,8.160963,7.770505E-5,460140.2,460147.7
0.3629138,3.812258E-4,6.283185,3.141593,6.283185,954.0351,0.2328964,-3.280951E7,1279.819,1.724551E8,1279.819,0.9999977,0.8148481,3.725466E-6,0.05665466,7.352077E-5,0.008672419,0.03690687,0.001820734,0.001115807,0.03531266,0.001449985,0.002959782,4.168592E-4,1.368398E-7,3.114886E-7,0.0220326,5.682963E-4,0.002360231,0.003926616,4.692504E-4,9.722125E-4,3.668573E-4,1.641038E-4,7.965042E-4,2.170059E-4,5.850149E-5,5.163164E-5,2.565962E-4,0.005844075,5.813989E-5,3.410101E-8,8.16049,7.770492E-5,460113.5,460121.1
0.38416,4.034957E-4,6.283185,3.141593,6.283185,954.0371,0.2328964,-2.804892E7,1279.425,1.723857E8,1279.425,0.9999977,0.814269,3.557222E-6,0.05716224,6.97407E-5,0.00865048,0.03728935,0.001856782,0.001109195,0.03518058,0.001492272,0.002983578,4.058743E-4,1.190566E-7,2.72567E-7,0.02193017,5.339805E-4,0.002315619,0.003938658,4.790306E-4,9.842734E-4,3.78035E-4,1.533426E-4,7.862747E-4,2.04323E-4,4.688826E-5,4.209484E-5,2.465823E-4,0.005836919,5.049249E-5,2.007548E-8,8.157958,7.770475E-5,459970.8,459978.6
0.3861941,4.056277E-4,6.283185,3.141593,6.283185,954.0367,0.2328964,-2.87713E7,1279.388,1.723792E8,1279.388,0.9999977,0.8142155,3.542532E-6,0.05720941,6.940409E-5,0.008648419,0.03732486,0.001860165,0.00110857,0.0351681,0.001496237,0.00298568,4.048503E-4,1.175362E-7,2.692348E-7,0.02192043,5.309343E-4,0.002311388,0.003939729,4.79939E-4,9.853992E-4,3.790836E-4,1.523632E-4,7.85313E-4,2.031587E-4,4.591109E-5,4.128449E-5,2.45655E-4,0.005836264,4.982135E-5,1.908788E-8,8.157726,7.770479E-5,459957.8,459965.7
0.3881647,4.076932E-4,6.283185,3.141593,6.283185,954.0362,0.2328964,-2.879843E7,1279.352,1.723729E8,1279.352,0.9999977,0.814164,3.527467E-6,0.05725486,6.908018E-5,0.008646426,0.03735911,0.001863433,0.001107965,0.03515604,0.001500067,0.002987686,4.038624E-4,1.160988E-7,2.660827E-7,0.021911,5.280254E-4,0.00230729,0.00394075,4.808145E-4,9.864859E-4,3.800962E-4,1.514224E-4,7.843838E-4,2.020385E-4,4.498475E-5,4.051504E-5,2.447614E-4,0.005835633,4.918055E-5,1.817832E-8,8.157503,7.770483E-5,459945.3,459953.2
0.4,4.200988E-4,6.283185,3.141593,6.283185,954.0314,0.2328964,-2.720126E7,1279.141,1.723357E8,1279.141,0.9999977,0.8138605,3.445997E-6,0.0575232,6.721663E-5,0.008634574,0.03756137,0.00188285,0.001104355,0.03508411,0.001522808,0.002999172,3.980178E-4,1.080641E-7,2.484507E-7,0.02185459,5.11324E-4,0.00228278,0.003946622,4.859839E-4,9.929238E-4,3.861078E-4,1.459359E-4,7.788586E-4,1.954714E-4,3.981852E-5,3.620013E-5,2.394953E-4,0.005831929,4.551953E-5,1.356993E-8,8.156195,7.770522E-5,459871.5,459879.4
0.4875542,5.118762E-4,6.283185,3.141593,6.283185,953.9141,0.2328964,-1.834039E7,1277.679,1.720783E8,1277.679,0.9999977,0.8118742,2.986732E-6,0.05930863,5.701452E-5,0.008552389,0.03890547,0.002017036,0.001078878,0.03457958,0.001678714,0.003060602,3.589556E-4,6.994374E-8,1.64317E-7,0.02145095,4.198776E-4,0.002108969,0.003978119,5.203149E-4,0.001036602,4.271117E-4,1.128266E-4,7.406257E-4,1.542437E-4,1.648094E-5,1.602245E-5,2.05223E-4,0.005808223,2.615144E-5,1.635237E-9,8.147874,7.771477E-5,459402.5,459410.4
0.4941984,5.188416E-4,6.283185,3.141593,6.283185,953.9005,0.2328964,-1.802159E7,1277.574,1.720598E8,1277.574,0.9999977,0.8117384,2.96001E-6,0.05943244,5.64223E-5,0.008546494,0.03899844,0.002026653,0.001077027,0.0345431,0.001689767,0.003063943,3.562553E-4,6.810903E-8,1.602432E-7,0.02142136,4.147252E-4,0.002096375,0.003979792,5.226898E-4,0.001039683,4.299942E-4,1.107704E-4,7.378919E-4,1.515684E-4,1.543478E-5,1.507938E-5,2.029149E-4,0.005806629,2.5103E-5,1.396997E-9,8.14732,7.771588E-5,459371.3,459379.4
0.4969335,5.217088E-4,6.283185,3.141593,6.283185,953.8948,0.2328964,-1.726781E7,1277.531,1.720523E8,1277.531,0.9999977,0.811683,2.950448E-6,0.05948301,5.619171E-5,0.008544079,0.03903639,0.002030592,0.001076268,0.03452816,0.001694288,0.003065276,3.551535E-4,6.73852E-8,1.586352E-7,0.02140923,4.126611E-4,0.002091218,0.003980456,5.236595E-4,0.001040943,4.31172E-4,1.099401E-4,7.367728E-4,1.504834E-4,1.502446E-5,1.470816E-5,2.019753E-4,0.005805979,2.468477E-5,1.309477E-9,8.147094,7.771634E-5,459358.6,459366.8
0.5010192,5.25992E-4,6.283185,3.141593,6.283185,953.886,0.2328964,-1.765761E7,1277.466,1.72041E8,1277.466,0.9999977,0.8116009,2.934696E-6,0.05955809,5.582962E-5,0.008540486,0.03909273,0.002036455,0.001075138,0.0345059,0.001701011,0.003067218,3.535185E-4,6.633319E-8,1.562978E-7,0.02139115,4.096429E-4,0.00208354,0.003981419,5.250993E-4,0.001042816,4.329217E-4,1.087178E-4,7.35108E-4,1.488808E-4,1.443391E-5,1.41724E-5,2.005838E-4,0.005805016,2.407493E-5,1.189621E-9,8.146761,7.771706E-5,459339.8,459348.1
0.5148317,5.404725E-4,6.283185,3.141593,6.283185,953.8551,0.2328964,-1.678477E7,1277.252,1.720032E8,1277.252,0.9999977,0.8113277,2.883314E-6,0.0598083,5.469149E-5,0.008528446,0.03928043,0.002056097,0.001071347,0.03443129,0.001723477,0.003073405,3.48079E-4,6.301379E-8,1.489108E-7,0.02133043,3.999397E-4,0.002057817,0.003984452,5.298966E-4,0.001049078,4.387569E-4,1.047297E-4,7.295359E-4,1.436093E-4,1.260739E-5,1.250444E-5,1.959757E-4,0.005801816,2.212926E-5,8.598237E-10,8.145655,7.771958E-5,459277.5,459285.7
0.5444623,5.715377E-4,6.283185,3.141593,6.283185,953.7819,0.2328964,-1.494816E7,1276.799,1.719236E8,1276.799,0.9999977,0.8107637,2.782863E-6,0.06032742,5.250583E-5,0.008503176,0.03966923,0.002097356,0.001063362,0.03427438,0.001770356,0.003084889,3.368549E-4,5.70241E-8,1.35549E-7,0.02120237,3.814736E-4,0.002003935,0.003989861,5.398438E-4,0.001062155,4.508657E-4,9.688443E-5,7.178691E-4,1.330293E-4,9.452998E-6,9.577822E-6,1.865722E-4,0.005795233,1.850414E-5,4.303259E-10,8.143395,7.772554E-5,459150.1,459158.5
0.6,6.297713E-4,6.283185,3.141593,6.283185,953.6241,0.2328964,-1.239422E7,1275.979,1.717791E8,1275.979,0.9999977,0.8097765,2.627464E-6,0.06124405,4.906204E-5,0.008457649,0.04035356,0.002171845,0.00104891,0.03399076,0.001853795,0.003101031,3.173068E-4,4.88804E-8,1.173109E-7,0.02097012,3.537534E-4,0.001907711,0.003996504,5.573999E-4,0.00108553,4.72163E-4,8.444294E-5,6.969703E-4,1.155747E-4,5.558727E-6,5.854297E-6,1.705412E-4,0.005783745,1.332001E-5,1.199911E-10,8.139508,7.773841E-5,458930.9,458939.0
0.7787162,8.172386E-4,6.283185,3.141593,6.283185,952.989,0.2328964,-6272895.0,1273.508,1.713443E8,1273.508,0.9999977,0.8070431,2.277356E-6,0.06382681,4.153439E-5,0.008324245,0.04226458,0.002392381,0.001006329,0.03315232,0.002090045,0.003123565,2.649819E-4,3.562731E-8,8.737477E-8,0.02028588,2.992325E-4,0.001638638,0.003996295,6.069914E-4,0.001153345,5.304017E-4,5.830552E-5,6.368855E-4,7.506211E-5,1.079223E-6,1.273592E-6,1.299084E-4,0.005751836,4.858714E-6,2.269077E-12,8.129159,7.779021E-5,458347.5,458355.5
0.7797788,8.183536E-4,6.283185,3.141593,6.283185,952.9848,0.2328964,-6741467.0,1273.494,1.713418E8,1273.494,0.9999977,0.8070284,2.278574E-6,0.06384086,4.148806E-5,0.008323504,0.04227489,0.00239362,0.001006092,0.03314762,0.002091323,0.003123613,2.647111E-4,3.558752E-8,8.728858E-8,0.02028208,2.989986E-4,0.001637214,0.003996224,6.072621E-4,0.001153722,5.307081E-4,5.819516E-5,6.365569E-4,7.48762E-5,1.069074E-6,1.26241E-6,1.297071E-4,0.005751664,4.830636E-6,2.218035E-12,8.129106,7.779055E-5,458344.4,458352.5
0.8,8.395733E-4,6.283185,3.141593,6.283185,952.904,0.2328964,-6337270.0,1273.227,1.712948E8,1273.227,0.9999977,0.8067518,2.25018E-6,0.06410543,4.081393E-5,0.008309481,0.04246922,0.002417079,0.00100161,0.03305869,0.002115396,0.003124341,2.596348E-4,3.471329E-8,8.53062E-8,0.02021019,2.947404E-4,0.001610427,0.003994724,6.12365E-4,0.001160841,5.364598E-4,5.617255E-5,6.303591E-4,7.143948E-5,8.941669E-7,1.068407E-6,1.259533E-4,0.005748405,4.328797E-6,1.444722E-12,8.128089,7.779715E-5,458287.1,458295.1
1.0,0.001049552,6.283185,3.141593,6.283185,952.0366,0.2328964,-2957209.0,1270.674,1.708455E8,1270.674,0.9999978,0.8042692,2.007476E-6,0.06650043,3.55506E-5,0.008180305,0.04421834,0.002636521,9.603226E-4,0.03222995,0.002330353,0.003120551,2.163622E-4,2.83752E-8,7.086424E-8,0.01954938,2.620589E-4,0.001378981,0.003970552,6.588221E-4,0.001226866,5.864136E-4,4.198441E-5,5.744188E-4,4.564278E-5,1.619762E-7,2.154147E-7,9.538993E-5,0.00571879,1.518873E-6,2.651432E-14,8.119186,7.786803E-5,457784.9,457792.2
1.2,0.001259732,6.283185,3.141593,6.283185,951.073,0.2328964,-820891.0,1268.243,1.704175E8,1268.243,0.9999979,0.8021457,1.825442E-6,0.0685742,3.165831E-5,0.008066033,0.04572064,0.002836775,9.238321E-4,0.03147915,0.002510229,0.003103903,1.829823E-4,2.432967E-8,6.161384E-8,0.0189661,2.389594E-4,0.001198043,0.003936207,6.993778E-4,0.001286569,6.265195E-4,3.414632E-5,5.267615E-4,2.998933E-5,3.23051E-8,4.722564E-8,7.370536E-5,0.005692804,5.675542E-7,5.138587E-16,8.111858,7.794692E-5,457371.6,457378.3
