Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_IC4H10_PFRC2 (),Mole_fraction_IC4H9_PFRC2 (),Mole_fraction_TC4H9_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_IC4H7_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_IC8H18_PFRC2 (),Mole_fraction_IC8H16_PFRC2 (),Mole_fraction_DIMEPTD_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Mole_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.01325447,1.40986E-5,6.283185,3.141593,6.283185,944.9151,0.2328964,-7.134239E9,1321.164,1.797321E8,1321.164,0.9999983,0.8678072,8.082255E-5,0.02310667,0.001680202,0.007716167,0.01428458,4.13502E-4,9.907655E-4,0.03005701,1.541491E-4,5.511873E-4,7.116434E-4,3.029495E-5,5.82398E-5,0.01885145,0.002054425,0.002238482,0.002439996,6.574663E-5,3.706927E-4,5.942089E-5,6.318294E-4,9.793931E-4,8.750448E-4,0.00695885,0.003216734,4.438334E-4,0.006649917,0.002535553,0.002271795,8.505416,7.845489E-5,479549.7,479553.0
0.01329792,1.414458E-5,6.283185,3.141593,6.283185,944.9286,0.2328964,-7.107744E9,1321.098,1.797204E8,1321.098,0.9999983,0.8677391,8.055707E-5,0.02313941,0.001675987,0.00772131,0.01430458,4.14354E-4,9.914799E-4,0.03007649,1.545944E-4,5.525384E-4,7.118265E-4,3.018669E-5,5.804368E-5,0.0188631,0.002056504,0.00224025,0.002441906,6.591545E-5,3.711849E-4,5.954547E-5,6.318886E-4,9.796956E-4,8.748732E-4,0.006947578,0.00321447,4.442647E-4,0.006648886,0.002530588,0.002264006,8.50487,7.845377E-5,479518.8,479522.1
0.01332577,1.417406E-5,6.283185,3.141593,6.283185,944.9373,0.2328964,-7.082303E9,1321.056,1.79713E8,1321.056,0.9999983,0.8676955,8.040422E-5,0.02316034,0.001673294,0.007724591,0.01431738,4.148991E-4,9.919359E-4,0.03008893,1.548795E-4,5.534035E-4,7.11943E-4,3.011787E-5,5.791866E-5,0.01887054,0.00205783,0.002241381,0.002443126,6.602352E-5,3.714997E-4,5.962515E-5,6.319257E-4,9.798883E-4,8.747626E-4,0.006940372,0.003213018,4.4454E-4,0.006648227,0.002527416,0.002259034,8.50452,7.845305E-5,479499.1,479502.4
0.01411632,1.501056E-5,6.283185,3.141593,6.283185,945.1751,0.2328964,-6.627237E9,1319.9,1.795096E8,1319.9,0.9999983,0.8664969,7.63678E-5,0.02373848,0.001600648,0.007812996,0.01467138,4.300675E-4,0.00100429,0.03042737,1.628887E-4,5.776505E-4,7.149674E-4,2.828248E-5,5.457902E-5,0.01907288,0.002093516,0.002272248,0.002476569,6.904977E-5,3.802049E-4,6.184278E-5,6.327385E-4,9.849999E-4,8.714431E-4,0.006742482,0.003171571,4.519658E-4,0.006630082,0.002441026,0.002124545,8.494942,7.843331E-5,478959.5,478963.0
0.01418812,1.508652E-5,6.283185,3.141593,6.283185,945.1958,0.2328964,-6.590358E9,1319.799,1.794918E8,1319.799,0.9999983,0.8663917,7.60145E-5,0.02378953,0.001594372,0.007820604,0.01470269,4.31417E-4,0.00100536,0.0304568,1.636081E-4,5.798242E-4,7.152175E-4,2.812523E-5,5.42922E-5,0.01909047,0.002096574,0.002274943,0.0024795,6.932091E-5,3.809744E-4,6.204018E-5,6.327911E-4,9.854314E-4,8.711262E-4,0.006725115,0.003167791,4.526042E-4,0.006628488,0.002433511,0.00211293,8.494103,7.843159E-5,478912.4,478915.9
0.01425382,1.515604E-5,6.283185,3.141593,6.283185,945.2146,0.2328964,-6.545967E9,1319.706,1.794755E8,1319.706,0.9999983,0.8662959,7.57027E-5,0.02383603,0.001588673,0.007827507,0.0147312,4.326478E-4,0.001006331,0.03048353,1.642654E-4,5.818093E-4,7.154429E-4,2.798296E-5,5.403254E-5,0.01910645,0.002099346,0.002277385,0.002482166,6.956849E-5,3.816757E-4,6.222022E-5,6.328363E-4,9.858218E-4,8.70834E-4,0.006709309,0.00316433,4.531835E-4,0.006627037,0.002426681,0.002102385,8.493341,7.843003E-5,478869.4,478872.9
0.01445481,1.536866E-5,6.283185,3.141593,6.283185,945.2715,0.2328964,-6.445899E9,1319.427,1.794264E8,1319.427,0.9999983,0.8660058,7.475606E-5,0.02397711,0.00157152,0.007848281,0.01481777,4.363896E-4,0.001009259,0.03056426,1.662692E-4,5.878579E-4,7.161126E-4,2.755563E-5,5.325223E-5,0.0191547,0.00210768,0.002284779,0.002490235,7.032272E-5,3.838034E-4,6.276769E-5,6.329577E-4,9.869902E-4,8.699286E-4,0.006661447,0.003153734,4.549264E-4,0.00662264,0.002406051,0.00207061,8.491035,7.842532E-5,478739.7,478743.3
0.01450987,1.542692E-5,6.283185,3.141593,6.283185,945.2868,0.2328964,-6.415753E9,1319.352,1.794131E8,1319.352,0.9999983,0.8659271,7.449696E-5,0.02401545,0.001566886,0.007853885,0.0148413,4.374086E-4,0.00101005,0.0305861,1.668165E-4,5.895089E-4,7.16291E-4,2.74405E-5,5.304191E-5,0.01916776,0.002109924,0.002286778,0.002492423,7.052856E-5,3.843819E-4,6.291682E-5,6.329867E-4,9.873036E-4,8.696775E-4,0.006648464,0.003150829,4.553963E-4,0.006621447,0.002400469,0.002062031,8.49041,7.842404E-5,478704.5,478708.1
0.01454326,1.546224E-5,6.283185,3.141593,6.283185,945.2961,0.2328964,-6.39247E9,1319.306,1.79405E8,1319.306,0.9999983,0.8658795,7.434402E-5,0.02403862,0.00156409,0.007857264,0.01485553,4.380252E-4,0.001010527,0.03059928,1.671479E-4,5.905085E-4,7.163981E-4,2.737117E-5,5.291517E-5,0.01917564,0.002111276,0.002287988,0.002493745,7.065319E-5,3.847316E-4,6.300705E-5,6.330033E-4,9.874922E-4,8.695247E-4,0.006640619,0.003149068,4.556797E-4,0.006620726,0.002397099,0.002056855,8.490032,7.842327E-5,478683.3,478686.9
0.01641522,1.744202E-5,6.283185,3.141593,6.283185,945.7756,0.2328964,-5.536682E9,1316.923,1.789856E8,1316.923,0.9999983,0.8633888,6.664674E-5,0.02526631,0.001422591,0.008027067,0.01561083,4.711763E-4,0.001034799,0.03127526,1.853158E-4,6.450835E-4,7.212752E-4,2.392641E-5,4.658903E-5,0.01957991,0.002178302,0.002350075,0.002562738,7.745348E-5,4.033062E-4,6.786545E-5,6.329901E-4,9.965881E-4,8.60352E-4,0.006230157,0.003050337,4.698505E-4,0.006582901,0.00222374,0.001794847,8.4704,7.838351E-5,477576.5,477580.2
0.01818585,1.931377E-5,6.283185,3.141593,6.283185,946.1663,0.2328964,-4.899924E9,1314.946,1.786377E8,1314.946,0.9999982,0.8613051,6.072643E-5,0.02631429,0.001311271,0.008158323,0.01625875,5.002385E-4,0.001053986,0.03181875,2.018046E-4,6.942743E-4,7.242385E-4,2.131187E-5,4.174558E-5,0.01990515,0.002228049,0.002400433,0.00262014,8.358392E-5,4.192413E-4,7.214164E-5,6.316249E-4,0.001003019,8.509357E-4,0.005887624,0.002958119,4.806198E-4,0.006551163,0.002083445,0.001589522,8.454194,7.835114E-5,476664.2,476668.3
0.01829727,1.943152E-5,6.283185,3.141593,6.283185,946.1892,0.2328964,-4.85688E9,1314.83,1.786172E8,1314.83,0.9999982,0.8611816,6.038447E-5,0.02637703,0.001304857,0.008165796,0.01629765,5.020005E-4,0.001055091,0.03185034,2.028213E-4,6.972977E-4,7.243819E-4,2.116381E-5,4.14701E-5,0.01992405,0.002230797,0.00240338,0.002623536,8.396094E-5,4.201977E-4,7.240162E-5,6.315046E-4,0.001003367,8.503281E-4,0.005867348,0.00295238,4.812247E-4,0.006549279,0.002075263,0.001577751,8.453239,7.834925E-5,476610.6,476614.8
0.01857485,1.972488E-5,6.283185,3.141593,6.283185,946.2454,0.2328964,-4.762853E9,1314.543,1.785667E8,1314.543,0.9999982,0.8608777,5.957982E-5,0.02653175,0.001289185,0.008184036,0.01639354,5.063576E-4,0.001057794,0.03192768,2.053444E-4,7.047933E-4,7.247181E-4,2.080434E-5,4.080075E-5,0.01997039,0.002237467,0.002410565,0.002631889,8.48957E-5,4.225579E-4,7.304474E-5,6.311885E-4,0.001004207,8.488083E-4,0.005817457,0.002938124,4.826978E-4,0.00654464,0.002055188,0.00154898,8.450894,7.83446E-5,476478.3,476482.5
0.0201943,2.143605E-5,6.283185,3.141593,6.283185,946.5535,0.2328964,-4.294494E9,1312.967,1.782894E8,1312.967,0.9999982,0.8591987,5.521752E-5,0.02739393,0.001205061,0.008281054,0.01692915,5.3093E-4,0.001072322,0.03234683,2.197929E-4,7.475683E-4,7.261742E-4,1.890002E-5,3.724163E-5,0.02022167,0.002271738,0.002449641,0.002677963,9.023536E-5,4.357458E-4,7.668126E-5,6.289566E-4,0.001008441,8.398191E-4,0.005542295,0.002856143,4.904093E-4,0.006518977,0.00194589,0.001394976,8.438019,7.83191E-5,475752.5,475756.7
0.02069608,2.196613E-5,6.283185,3.141593,6.283185,946.6424,0.2328964,-4.178369E9,1312.51,1.782089E8,1312.51,0.9999982,0.8587087,5.398185E-5,0.02764796,0.001181258,0.008308167,0.01708741,5.382636E-4,0.001076431,0.03246653,2.241783E-4,7.605048E-4,7.264695E-4,1.836988E-5,3.624682E-5,0.02029347,0.002280866,0.002460865,0.002691389,9.185234E-5,4.396428E-4,7.777045E-5,6.281472E-4,0.001009546,8.370056E-4,0.005462157,0.002831192,4.92517E-4,0.006511478,0.001914513,0.001351631,8.434287,7.831174E-5,475542.8,475547.2
0.02071273,2.198372E-5,6.283185,3.141593,6.283185,946.6453,0.2328964,-4.17043E9,1312.495,1.782063E8,1312.495,0.9999982,0.8586927,5.394148E-5,0.02765629,0.001180485,0.008309045,0.01709261,5.385047E-4,0.001076564,0.03247043,2.24323E-4,7.609315E-4,7.264782E-4,1.835269E-5,3.621451E-5,0.0202958,0.002281158,0.002461233,0.002691828,9.190569E-5,4.397706E-4,7.78063E-5,6.281195E-4,0.001009581,8.369122E-4,0.005459537,0.002830368,4.925848E-4,0.006511232,0.001913491,0.001350225,8.434165,7.83115E-5,475536.0,475540.4
0.02121869,2.251818E-5,6.283185,3.141593,6.283185,946.7322,0.2328964,-4.036027E9,1312.048,1.781276E8,1312.048,0.9999982,0.8582126,5.278609E-5,0.02790643,0.001157476,0.008335075,0.01724855,5.457693E-4,0.001080532,0.03258646,2.287022E-4,7.738259E-4,7.267073E-4,1.784583E-5,3.526133E-5,0.02036548,0.002289695,0.002472103,0.00270498,9.351842E-5,4.436137E-4,7.888717E-5,6.27253E-4,0.001010606,8.340678E-4,0.005381063,0.002805448,4.945844E-4,0.006503876,0.001882967,0.00130847,8.43052,7.830432E-5,475330.5,475334.8
0.02248164,2.385204E-5,6.283185,3.141593,6.283185,946.9383,0.2328964,-3.759713E9,1310.988,1.77941E8,1310.988,0.9999982,0.8570677,5.006079E-5,0.02850723,0.001103866,0.008395062,0.01762396,5.633926E-4,0.001089758,0.03285839,2.394616E-4,8.054103E-4,7.270228E-4,1.667887E-5,3.306031E-5,0.02052889,0.002308422,0.002497702,0.002736321,9.74739E-5,4.528675E-4,8.151728E-5,6.24905E-4,0.001012823,8.269559E-4,0.005194254,0.002744278,4.990908E-4,0.006486315,0.001811065,0.0012117,8.421874,7.828727E-5,474843.9,474848.6
0.02258842,2.39648E-5,6.283185,3.141593,6.283185,946.955,0.2328964,-3.73375E9,1310.902,1.779258E8,1310.902,0.9999982,0.8569742,4.984748E-5,0.02855656,0.001099562,0.008399831,0.01765484,5.6485E-4,0.001090497,0.0328803,2.403602E-4,8.080426E-4,7.270342E-4,1.658604E-5,3.288472E-5,0.02054206,0.002309843,0.002499776,0.002738879,9.780391E-5,4.536285E-4,8.173539E-5,6.246956E-4,0.001012989,8.263548E-4,0.005179024,0.002739176,4.994416E-4,0.00648488,0.001805251,0.001203976,8.42117,7.828589E-5,474804.5,474809.3
0.0226194,2.399751E-5,6.283185,3.141593,6.283185,946.9598,0.2328964,-3.72934E9,1310.877,1.779214E8,1310.877,0.9999982,0.8569472,4.978224E-5,0.02857082,0.00109832,0.008401206,0.01766377,5.652718E-4,0.00109071,0.03288663,2.406206E-4,8.088052E-4,7.270371E-4,1.655926E-5,3.283412E-5,0.02054587,0.002310251,0.002500375,0.002739618,9.789953E-5,4.538487E-4,8.179856E-5,6.246345E-4,0.001013037,8.261804E-4,0.005174622,0.002737697,4.995426E-4,0.006484465,0.001803572,0.001201747,8.420967,7.828549E-5,474793.1,474797.9
0.02279422,2.418212E-5,6.283185,3.141593,6.283185,946.9869,0.2328964,-3.686008E9,1310.737,1.778968E8,1310.737,0.9999982,0.8567956,4.944384E-5,0.02865097,0.00109137,0.008408889,0.01771393,5.676444E-4,0.001091903,0.03292203,2.420875E-4,8.130987E-4,7.270494E-4,1.641024E-5,3.255215E-5,0.02056717,0.002312514,0.002503709,0.002743768,9.843791E-5,4.550861E-4,8.215388E-5,6.242873E-4,0.001013302,8.251965E-4,0.005149919,0.002729374,5.001052E-4,0.006482137,0.00179416,0.001189286,8.419828,7.828325E-5,474728.8,474733.7
0.02575439,2.730729E-5,6.283185,3.141593,6.283185,947.411,0.2328964,-3.14916E9,1308.555,1.775129E8,1308.555,0.9999981,0.8544098,4.423252E-5,0.02992682,9.861588E-4,0.008523061,0.01851497,6.060218E-4,0.001109896,0.03346283,2.663012E-4,8.835814E-4,7.264699E-4,1.419493E-5,2.834139E-5,0.02089321,0.002342366,0.002554846,0.002809044,1.072992E-4,4.748713E-4,8.793516E-5,6.178808E-4,0.001016735,8.086458E-4,0.004762427,0.002592897,5.080488E-4,0.00644542,0.001648871,0.00100236,8.402053,7.824821E-5,473727.4,473732.4
0.0261916,2.776875E-5,6.283185,3.141593,6.283185,947.4686,0.2328964,-3.087416E9,1308.26,1.774609E8,1308.26,0.9999981,0.8540838,4.355302E-5,0.03010331,9.72343E-4,0.008537677,0.01862621,6.11421E-4,0.00111224,0.0335343,2.697821E-4,8.936548E-4,7.262761E-4,1.391075E-5,2.779843E-5,0.0209364,0.002345555,0.00256165,0.002817963,1.085696E-4,4.776214E-4,8.875434E-5,6.168649E-4,0.001017096,8.062281E-4,0.004709687,0.002573459,5.089954E-4,0.006440393,0.001629435,9.781718E-4,8.399647,7.824345E-5,473592.1,473597.3
0.02621831,2.779695E-5,6.283185,3.141593,6.283185,947.4721,0.2328964,-3.078384E9,1308.242,1.774578E8,1308.242,0.9999981,0.8540641,4.351124E-5,0.03011401,9.715096E-4,0.008538554,0.01863295,6.117488E-4,0.001112381,0.0335386,2.69994E-4,8.942677E-4,7.262635E-4,1.389368E-5,2.77658E-5,0.020939,0.00234574,0.002562059,0.002818503,1.086469E-4,4.777881E-4,8.880413E-5,6.168024E-4,0.001017117,8.060806E-4,0.004706499,0.002572277,5.090515E-4,0.006440089,0.001628262,9.767192E-4,8.399501,7.824317E-5,473583.9,473589.2
0.02633947,2.792482E-5,6.283185,3.141593,6.283185,947.4877,0.2328964,-3.060141E9,1308.162,1.774436E8,1308.162,0.9999981,0.853975,4.332745E-5,0.03016237,9.67753E-4,0.008542507,0.01866343,6.132324E-4,0.001113016,0.03355802,2.709541E-4,8.970434E-4,7.262054E-4,1.381671E-5,2.761862E-5,0.02095075,0.002346569,0.002563902,0.002820942,1.089971E-4,4.785423E-4,8.902955E-5,6.165181E-4,0.00101721,8.054124E-4,0.004692088,0.002566927,5.093037E-4,0.006438715,0.001622967,9.701674E-4,8.398845,7.824187E-5,473546.9,473552.2
0.02650817,2.810286E-5,6.283185,3.141593,6.283185,947.5095,0.2328964,-3.040166E9,1308.05,1.774239E8,1308.05,0.9999981,0.8538516,4.307731E-5,0.03022936,9.625799E-4,0.008547946,0.0187057,6.1529E-4,0.001113892,0.03358484,2.72288E-4,9.008978E-4,7.261213E-4,1.37109E-5,2.741617E-5,0.02096696,0.002347687,0.002566461,0.002824317,1.094836E-4,4.795874E-4,8.934238E-5,6.161204E-4,0.001017336,8.044831E-4,0.004672153,0.0025595,5.096484E-4,0.006436812,0.001615651,9.611412E-4,8.397936,7.824008E-5,473495.9,473501.2
0.02652728,2.812303E-5,6.283185,3.141593,6.283185,947.5119,0.2328964,-3.032461E9,1308.038,1.774217E8,1308.038,0.9999981,0.8538377,4.304997E-5,0.03023692,9.619971E-4,0.008548557,0.01871047,6.155225E-4,0.001113991,0.03358787,2.724389E-4,9.013336E-4,7.261115E-4,1.369902E-5,2.739343E-5,0.02096878,0.002347812,0.00256675,0.002824698,1.095386E-4,4.797054E-4,8.937773E-5,6.160752E-4,0.00101735,8.043779E-4,0.004669904,0.00255866,5.09687E-4,0.006436597,0.001614827,9.601258E-4,8.397834,7.823987E-5,473490.2,473495.5
0.02747725,2.912556E-5,6.283185,3.141593,6.283185,947.6312,0.2328964,-2.893051E9,1307.427,1.773143E8,1307.427,0.9999981,0.8531602,4.169043E-5,0.03060642,9.339454E-4,0.008577821,0.0189437,6.269341E-4,0.001118729,0.03373352,2.798872E-4,9.228092E-4,7.255745E-4,1.312912E-5,2.630146E-5,0.02105697,0.002353362,0.002580591,0.002843246,1.12252E-4,4.854797E-4,9.111686E-5,6.137982E-4,0.001017975,7.991719E-4,0.004560515,0.002517364,5.114892E-4,0.006426135,0.001574888,9.113939E-4,8.39286,7.823003E-5,473209.7,473215.1
0.02953576,3.129755E-5,6.283185,3.141593,6.283185,947.8737,0.2328964,-2.659671E9,1306.193,1.770971E8,1306.193,0.9999981,0.8517789,3.902562E-5,0.03136681,8.785016E-4,0.008634343,0.01942526,6.507295E-4,0.00112801,0.03402232,2.956833E-4,9.681167E-4,7.241002E-4,1.202204E-5,2.417197E-5,0.02123217,0.002361535,0.002608205,0.002881082,1.179934E-4,4.974112E-4,9.47679E-5,6.086893E-4,0.001018897,7.88059E-4,0.004338348,0.002430785,5.146825E-4,0.006404777,0.001494797,8.164198E-4,8.382792,7.821002E-5,472644.0,472650.0
0.02956514,3.132855E-5,6.283185,3.141593,6.283185,947.8768,0.2328964,-2.635361E9,1306.176,1.770941E8,1306.176,0.9999981,0.8517601,3.897531E-5,0.03137729,8.777561E-4,0.00863509,0.0194319,6.510604E-4,0.001128134,0.03402619,2.959055E-4,9.687518E-4,7.240766E-4,1.200725E-5,2.414363E-5,0.02123453,0.002361615,0.002608572,0.002881601,1.180741E-4,4.975762E-4,9.481897E-5,6.086151E-4,0.001018907,7.879023E-4,0.004335315,0.002429577,5.147216E-4,0.006404485,0.001493713,8.151603E-4,8.382655,7.820975E-5,472636.2,472642.3
0.0296472,3.141511E-5,6.283185,3.141593,6.283185,947.8859,0.2328964,-2.618806E9,1306.129,1.770859E8,1306.129,0.9999981,0.8517075,3.886805E-5,0.0314065,8.756733E-4,0.008637162,0.01945042,6.519828E-4,0.001128478,0.03403699,2.965254E-4,9.705238E-4,7.240102E-4,1.196615E-5,2.406433E-5,0.0212411,0.002361834,0.002609603,0.002883046,1.182992E-4,4.980358E-4,9.496133E-5,6.084073E-4,0.001018932,7.874648E-4,0.004326864,0.00242621,5.148297E-4,0.006403671,0.001490695,8.116566E-4,8.382274,7.8209E-5,472614.7,472620.8
0.02986896,3.164907E-5,6.283185,3.141593,6.283185,947.9107,0.2328964,-2.59806E9,1306.003,1.770637E8,1306.003,0.9999981,0.8515659,3.861031E-5,0.03148507,8.701225E-4,0.008642698,0.01950032,6.544668E-4,0.001129397,0.03406592,2.981977E-4,9.752999E-4,7.238273E-4,1.185728E-5,2.385425E-5,0.02125867,0.002362396,0.002612386,0.002886928,1.189059E-4,4.992726E-4,9.534484E-5,6.07844E-4,0.001018997,7.862839E-4,0.00430416,0.002417139,5.151159E-4,0.006401479,0.001482594,8.022819E-4,8.381247,7.820696E-5,472557.3,472563.5
0.02990365,3.168566E-5,6.283185,3.141593,6.283185,947.9146,0.2328964,-2.591068E9,1305.984,1.770603E8,1305.984,0.9999981,0.8515438,3.857378E-5,0.0314973,8.692602E-4,0.008643556,0.01950809,6.54854E-4,0.00112954,0.03407042,2.984588E-4,9.760452E-4,7.237984E-4,1.184042E-5,2.382168E-5,0.0212614,0.002362479,0.002612821,0.002887532,1.190006E-4,4.994653E-4,9.540466E-5,6.077557E-4,0.001019006,7.860995E-4,0.004300627,0.002415724,5.151598E-4,0.006401137,0.001481335,8.008286E-4,8.381088,7.820664E-5,472548.4,472554.7
0.03006097,3.185163E-5,6.283185,3.141593,6.283185,947.9319,0.2328964,-2.573734E9,1305.896,1.770447E8,1305.896,0.9999981,0.8514442,3.839239E-5,0.03155264,8.653757E-4,0.008647418,0.01954324,6.566068E-4,0.001130183,0.03409068,2.996418E-4,9.794204E-4,7.236658E-4,1.176436E-5,2.367485E-5,0.02127372,0.00236284,0.002614767,0.002890262,1.194295E-4,5.00337E-4,9.567554E-5,6.073547E-4,0.001019049,7.852639E-4,0.004284668,0.002409321,5.153561E-4,0.006399595,0.00147565,7.942788E-4,8.380367,7.820521E-5,472508.0,472514.3
0.03063178,3.245377E-5,6.283185,3.141593,6.283185,947.9943,0.2328964,-2.502517E9,1305.58,1.769892E8,1305.58,0.9999981,0.851088,3.774718E-5,0.03175103,8.516169E-4,0.008661053,0.01966926,6.629129E-4,0.00113246,0.03416261,3.039144E-4,9.915897E-4,7.231682E-4,1.149553E-5,2.315541E-5,0.02131751,0.002363946,0.002621634,0.002900032,1.209772E-4,5.034665E-4,9.66515E-5,6.058918E-4,0.00101918,7.822448E-4,0.00422762,0.002386277,5.160302E-4,0.006394075,0.001455383,7.710973E-4,8.377793,7.820007E-5,472362.9,472369.4
0.03130083,3.31595E-5,6.283185,3.141593,6.283185,948.0658,0.2328964,-2.467595E9,1305.22,1.769258E8,1305.22,0.9999981,0.8506796,3.698128E-5,0.03197913,8.360199E-4,0.008676337,0.01981451,6.702002E-4,0.001135027,0.03424419,3.088829E-4,0.001005708,7.225558E-4,1.119192E-5,2.256809E-5,0.02136716,0.00236484,0.002629512,0.002911232,1.227753E-4,5.070702E-4,9.778257E-5,6.041636E-4,0.00101929,7.787315E-4,0.00416237,0.002359631,5.167463E-4,0.006387747,0.001432307,7.450138E-4,8.37485,7.819417E-5,472198.6,472205.7
0.0313268,3.318689E-5,6.283185,3.141593,6.283185,948.0684,0.2328964,-2.434438E9,1305.206,1.769234E8,1305.206,0.9999981,0.850664,3.69495E-5,0.03198789,8.354213E-4,0.008676916,0.01982007,6.704806E-4,0.001135125,0.03424729,3.090748E-4,0.001006253,7.225316E-4,1.118028E-5,2.254557E-5,0.02136906,0.002364865,0.002629803,0.002911662,1.228447E-4,5.072087E-4,9.782621E-5,6.040963E-4,0.001019294,7.785958E-4,0.004159873,0.002358605,5.167725E-4,0.006387505,0.001431426,7.440249E-4,8.374738,7.819395E-5,472192.2,472199.2
0.03134714,3.320834E-5,6.283185,3.141593,6.283185,948.0705,0.2328964,-2.434579E9,1305.196,1.769215E8,1305.196,0.9999981,0.8506518,3.692816E-5,0.03199474,8.349527E-4,0.008677369,0.01982444,6.707E-4,0.001135201,0.03424972,3.092251E-4,0.001006679,7.225125E-4,1.117122E-5,2.252798E-5,0.02137054,0.002364885,0.002630039,0.002911998,1.228991E-4,5.07317E-4,9.786036E-5,6.040436E-4,0.001019296,7.784895E-4,0.004157919,0.002357802,5.167929E-4,0.006387316,0.001430737,7.432513E-4,8.37465,7.819378E-5,472187.2,472194.3
0.03230359,3.421713E-5,6.283185,3.141593,6.283185,948.1694,0.2328964,-2.328374E9,1304.699,1.768342E8,1304.699,0.9999981,0.8500865,3.595928E-5,0.03231229,8.13728E-4,0.008697905,0.02002663,6.809143E-4,0.001138677,0.03436077,3.162518E-4,0.001026577,7.215825E-4,1.076309E-5,2.173668E-5,0.02143834,0.002365417,0.002640638,0.002927523,1.254377E-4,5.123463E-4,9.945211E-5,6.015488E-4,0.001019377,7.735191E-4,0.004067732,0.00232043,5.176799E-4,0.006378543,0.001399034,7.080115E-4,8.370594,7.818562E-5,471958.4,471965.5
0.05512475,5.826221E-5,6.283185,3.141593,6.283185,949.8613,0.2328964,-1.084615E9,1296.7,1.754263E8,1296.7,0.999998,0.8404795,2.203349E-5,0.03798896,5.064884E-4,0.008942733,0.023703,8.774801E-4,0.001183584,0.03591789,4.642093E-4,0.001427864,6.912565E-4,5.341877E-6,1.104794E-5,0.02241016,0.002239778,0.002788093,0.003194705,1.780709E-4,6.048013E-4,1.318458E-4,5.410118E-4,0.001007926,6.714762E-4,0.002583973,0.001621602,5.129265E-4,0.006228422,9.044902E-4,2.556113E-4,8.304456,7.804636E-5,468229.1,468235.5
0.06611458,6.982864E-5,6.283185,3.141593,6.283185,950.4169,0.2328964,-8.18721E8,1294.35,1.750126E8,1294.35,0.9999979,0.8374167,1.864224E-5,0.03991954,4.279552E-4,0.008980339,0.02498315,9.510529E-4,0.001191772,0.03626412,5.258326E-4,0.001583379,6.752439E-4,4.127661E-6,8.598718E-6,0.02263735,0.002137946,0.002818321,0.003281745,1.994664E-4,6.375992E-4,1.450617E-4,5.137282E-4,9.987487E-4,6.317615E-4,0.0021405,0.001382459,5.024846E-4,0.006180256,7.645795E-4,1.664432E-4,8.284561,7.800074E-5,467107.5,467113.8
0.07316369,7.724429E-5,6.283185,3.141593,6.283185,950.7228,0.2328964,-6.97418E8,1293.124,1.747968E8,1293.124,0.9999979,0.8357584,1.697776E-5,0.04099181,3.888548E-4,0.008992754,0.02570154,9.935977E-4,0.001194829,0.03641618,5.629842E-4,0.001673457,6.651362E-4,3.555551E-6,7.43587E-6,0.02274045,0.002068847,0.002830169,0.003329347,2.122042E-4,6.561801E-4,1.53035E-4,4.971445E-4,9.925238E-4,6.087399E-4,0.001909276,0.001252301,4.947989E-4,0.006154155,6.925171E-4,1.280916E-4,8.274048,7.797563E-5,466514.8,466521.0
0.08539175,9.010294E-5,6.283185,3.141593,6.283185,951.1835,0.2328964,-5.394825E8,1291.367,1.744875E8,1291.367,0.9999979,0.8332984,1.470029E-5,0.04261948,3.351475E-4,0.00900099,0.02680271,0.001060666,0.001197458,0.03659177,6.237432E-4,0.001814583,6.481468E-4,2.807005E-6,5.90484E-6,0.02286467,0.001947716,0.002840832,0.003400611,2.32764E-4,6.84937E-4,1.661427E-4,4.700462E-4,9.815245E-4,5.725574E-4,0.001580297,0.001060614,4.806207E-4,0.006115455,5.905358E-4,8.287935E-5,8.258803,7.793787E-5,465655.4,465661.7
