Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H9_PFRC2 (),Mass_fraction_TC4H9_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_B1M2_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#409_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#630_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8662_PFRC2 (),UHC_Sens_GasRxn#11449_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11692_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#409_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#630_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8662_PFRC2 (),VOC_Sens_GasRxn#11449_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11692_PFRC2 ()
1.580411,0.001652533,6.283185,3.141593,6.283185,954.5917,0.2353964,3611441.0,1277.161,1.719872E8,1277.161,0.9999992,0.1956658,2.203526E-7,0.1414556,5.269706E-5,0.0239209,0.1517115,0.01530839,0.002949231,0.1330715,0.02337894,0.02116177,4.02601E-4,1.322667E-7,3.28717E-7,0.1349484,0.0015394,0.004849984,0.02627403,0.009263474,0.01917479,0.01208225,1.310669E-4,7.9445E-4,0.004694344,6.353721E-5,4.615162E-9,8.619818E-4,0.06586235,1.737618E-7,-1.902941E-20,8.226143,7.849323E-5,467565.0,-0.00106633,-0.001833941,0.001252356,-0.002993979,-0.002265843,0.001029753,-0.001782979,2.731357E-4,-6.605232E-5,1.904044E-4,467569.8,-0.00106694,-0.00183416,0.001252633,-0.002994052,-0.002265058,0.001030021,-0.00178323,2.730483E-4,-6.602274E-5,1.904353E-4
1.592895,0.001665611,6.283185,3.141593,6.283185,954.5314,0.2353964,3502733.0,1277.022,1.719628E8,1277.022,0.9999992,0.1956475,2.194983E-7,0.1416794,5.237118E-5,0.02390149,0.1519629,0.01536401,0.002942217,0.1329085,0.02341271,0.0211268,3.986759E-4,1.315473E-7,3.271526E-7,0.1346919,0.001532373,0.004811941,0.02624628,0.009281023,0.01922168,0.0121026,1.302739E-4,7.885149E-4,0.004667264,6.168063E-5,4.433666E-9,8.467993E-4,0.06584822,1.620025E-7,-1.434056E-20,8.22577,7.849819E-5,467543.9,-0.001063522,-0.001839596,0.001243337,-0.003007288,-0.002267999,0.001027327,-0.001784181,2.724575E-4,-6.68969E-5,1.901434E-4,467548.6,-0.001064123,-0.001839812,0.00124361,-0.003007363,-0.002267216,0.001027594,-0.001784432,2.723704E-4,-6.686844E-5,1.901736E-4
1.6,0.001673055,6.283185,3.141593,6.283185,954.4969,0.2353964,3528565.0,1276.944,1.71949E8,1276.944,0.9999993,0.1956371,2.189181E-7,0.1418061,5.219931E-5,0.02389051,0.1521051,0.01539554,0.002938248,0.132816,0.0234317,0.021107,3.964696E-4,1.310625E-7,3.260726E-7,0.1345467,0.001528406,0.004790546,0.02623053,0.00929094,0.01924828,0.01211407,1.298298E-4,7.851792E-4,0.004651967,6.065158E-5,4.338757E-9,8.383053E-4,0.06584021,1.556918E-7,-1.222151E-20,8.22556,7.850103E-5,467531.9,-0.001061944,-0.0018428,0.001238251,-0.00301482,-0.002269747,0.001025958,-0.001784428,2.720741E-4,-6.73702E-5,1.901442E-4,467536.7,-0.001062549,-0.00184302,0.001238519,-0.003014893,-0.002268961,0.001026224,-0.001784679,2.719868E-4,-6.734182E-5,1.901746E-4
1.8,0.001882699,6.283185,3.141593,6.283185,953.4953,0.2353964,4276488.0,1274.744,1.715619E8,1274.744,0.9999993,0.195359,2.041001E-7,0.1451888,4.786745E-5,0.0235969,0.1559014,0.01624742,0.002832641,0.130301,0.02390521,0.02057648,3.415443E-4,1.189914E-7,2.992317E-7,0.1306603,0.00142613,0.004256801,0.02579886,0.009551034,0.01997015,0.01240601,1.191415E-4,7.022653E-4,0.004252477,3.819907E-5,3.034E-9,6.360999E-4,0.06562289,5.186183E-8,-1.814566E-22,8.220018,7.858349E-5,467216.8,-0.001021766,-0.001928269,0.00122805,-0.003049209,-0.002299784,9.909696E-4,-0.001787467,2.606325E-4,-7.890904E-5,1.860584E-4,467221.2,-0.001022474,-0.001928594,0.001228204,-0.003049225,-0.002298904,9.91214E-4,-0.001787707,2.605421E-4,-7.888213E-5,1.860919E-4
2.0,0.002092568,6.283185,3.141593,6.283185,952.4409,0.2353964,4865697.0,1272.578,1.711806E8,1272.578,0.9999994,0.195105,1.914208E-7,0.1482565,4.424502E-5,0.02333105,0.1593385,0.01703614,0.002737888,0.127946,0.02427666,0.0200916,2.982003E-4,1.092116E-7,2.775465E-7,0.1271268,0.001339225,0.003832983,0.02539112,0.009778452,0.02064518,0.01264916,1.111493E-4,6.366576E-4,0.00390661,2.464586E-5,2.699527E-9,4.901091E-4,0.06541928,1.839425E-8,-6.902423E-24,8.215132,7.867048E-5,466938.9,-9.889601E-4,-0.002005525,9.764057E-4,-0.003036658,-0.002320357,9.901954E-4,-0.001785726,2.535305E-4,-8.764812E-5,1.825548E-4,466943.2,-9.897523E-4,-0.002005939,9.764746E-4,-0.003036627,-0.002319398,9.904199E-4,-0.001785953,2.534378E-4,-8.76219E-5,1.825905E-4
2.2,0.002302675,6.283185,3.141593,6.283185,951.3431,0.2353964,5337763.0,1270.438,1.70804E8,1270.438,0.9999995,0.1948714,1.803776E-7,0.1510606,4.115724E-5,0.02308939,0.1624742,0.01776945,0.002652555,0.1257365,0.02456659,0.01964431,2.635859E-4,1.011126E-7,2.596487E-7,0.1238955,0.00126413,0.003491248,0.02500773,0.009978782,0.02127973,0.01285625,1.05003E-4,5.837011E-4,0.003605333,1.624792E-5,2.545518E-9,3.829005E-4,0.06522701,6.794172E-9,-4.826651E-24,8.210783,7.876127E-5,466691.6,-9.621817E-4,-0.002075733,8.46167E-4,-0.003023677,-0.002333735,0.001006971,-0.001781301,2.474317E-4,-9.436583E-5,1.794801E-4,466695.6,-9.630419E-4,-0.00207622,8.461565E-4,-0.003023607,-0.002332711,0.001007178,-0.001781515,2.473373E-4,-9.433985E-5,1.795173E-4
2.4,0.002513029,6.283185,3.141593,6.283185,950.2088,0.2353964,5719567.0,1268.321,1.704313E8,1268.321,0.9999996,0.194655,1.706169E-7,0.1536402,3.848291E-5,0.02286905,0.1653525,0.01845354,0.002575466,0.1236602,0.02479039,0.01922865,2.356587E-4,9.428021E-8,2.44607E-7,0.1209263,0.001198326,0.003211821,0.02464808,0.01015632,0.02187865,0.01303603,1.00187E-4,5.402282E-4,0.003341447,1.093038E-5,2.441992E-9,3.030164E-4,0.06504446,2.614917E-9,1.896557E-24,8.206883,7.885529E-5,466469.9,-9.402397E-4,-0.002139797,7.572108E-4,-0.003010436,-0.002341652,9.827129E-4,-0.001773492,2.421026E-4,-9.959606E-5,1.767914E-4,466473.7,-9.411561E-4,-0.002140348,7.571335E-4,-0.003010332,-0.002340576,9.829034E-4,-0.001773693,2.42007E-4,-9.957002E-5,1.768295E-4
2.6,0.002723638,6.283185,3.141593,6.283185,949.0434,0.2353964,6029132.0,1266.222,1.70062E8,1266.222,0.9999997,0.1944537,1.618801E-7,0.1560257,3.613462E-5,0.02266764,0.1680079,0.0190935,0.002505634,0.1217062,0.02495995,0.01884005,2.129185E-4,8.842292E-8,2.31764E-7,0.1181869,0.001139972,0.00298033,0.02431112,0.01031445,0.02244576,0.01319468,9.63626E-5,5.040054E-4,0.003109139,7.494201E-6,2.359877E-9,2.426913E-4,0.06487047,1.052343E-9,-3.283423E-25,8.203365,7.895212E-5,466269.9,-9.221204E-4,-0.00219837,6.610622E-4,-0.002997131,-0.002345448,9.60306E-4,-0.001764123,2.35841E-4,-1.037581E-4,1.749408E-4,466273.5,-9.230836E-4,-0.002198975,6.609276E-4,-0.002996998,-0.002344328,9.604819E-4,-0.001764311,2.357445E-4,-1.037318E-4,1.749796E-4
2.8,0.002934509,6.283185,3.141593,6.283185,947.8509,0.2353964,6279423.0,1264.14,1.696955E8,1264.14,0.9999997,0.1942654,1.539748E-7,0.1582413,3.404813E-5,0.02248317,0.1704679,0.01969352,0.00244223,0.1198646,0.02508461,0.01847493,1.942481E-4,8.3331E-8,2.206459E-7,0.115651,0.001087694,0.002786203,0.02399555,0.01045588,0.02298411,0.01333666,9.329654E-5,4.734235E-4,0.002903679,5.231638E-6,2.291082E-9,1.96575E-4,0.06470422,4.480247E-10,-7.811805E-25,8.200178,7.905145E-5,466088.6,-9.069835E-4,-0.002248979,4.936395E-4,-0.002983918,-0.002346902,9.400435E-4,-0.001753784,2.316423E-4,-1.070145E-4,1.894013E-4,466092.1,-9.079859E-4,-0.00224963,4.934561E-4,-0.002983761,-0.002345747,9.402063E-4,-0.001753959,2.315454E-4,-1.06988E-4,1.894404E-4
3.0,0.003145647,6.283185,3.141593,6.283185,946.6346,0.2353964,6480432.0,1262.072,1.693314E8,1262.072,0.9999998,0.1940888,1.467561E-7,0.1603064,3.217544E-5,0.02231397,0.1727548,0.02025715,0.002384546,0.1181269,0.02517189,0.01813046,1.788046E-4,7.885094E-8,2.109057E-7,0.1132965,0.001040446,0.00262156,0.02370004,0.01058283,0.02349623,0.01346523,9.082287E-5,4.473001E-4,0.002721186,3.715933E-6,2.232413E-9,1.609202E-4,0.06454509,2.145332E-10,-8.051889E-26,8.197277,7.915302E-5,465923.6,-8.941449E-4,-0.002301182,4.921173E-4,-0.002933138,-0.002344593,9.21451E-4,-0.001742939,2.280485E-4,-1.096701E-4,1.672433E-4,465927.0,-8.951797E-4,-0.002301872,4.918908E-4,-0.00293296,-0.002343407,9.21602E-4,-0.001743103,2.279514E-4,-1.096434E-4,1.672827E-4
3.2,0.00335706,6.283185,3.141593,6.283185,945.3971,0.2353964,6640251.0,1260.015,1.689694E8,1260.015,0.9999999,0.1939226,1.401137E-7,0.1622373,3.048009E-5,0.02215861,0.1748874,0.02078742,0.002331975,0.1164855,0.02522789,0.01780433,1.659417E-4,7.48683E-8,2.022845E-7,0.1111049,9.974215E-4,0.002480436,0.02342326,0.0106971,0.02398422,0.01358285,8.88197E-5,4.247464E-4,0.002558447,2.679455E-6,2.181935E-9,1.330457E-4,0.06439259,8.899445E-11,-2.190432E-24,8.19463,7.925663E-5,465773.1,-8.830573E-4,-0.002346268,4.179268E-4,-0.002977809,-0.002341371,9.044972E-4,-0.001731899,2.254033E-4,-1.118466E-4,1.471396E-4,465776.3,-8.841183E-4,-0.002346993,4.176636E-4,-0.002977612,-0.002340161,9.046374E-4,-0.001732052,2.253062E-4,-1.118195E-4,1.471792E-4
3.4,0.003568752,6.283185,3.141593,6.283185,944.1405,0.2353964,6766829.0,1257.968,1.686091E8,1257.968,1.0,0.1937658,1.339639E-7,0.1640473,2.893449E-5,0.02201585,0.176881,0.02128696,0.002283993,0.1149333,0.0252576,0.01749464,1.551635E-4,7.129745E-8,1.945893E-7,0.1090605,9.579963E-4,0.002358316,0.02316392,0.01080022,0.02444986,0.01369135,8.719798E-5,4.05093E-4,0.002412792,1.961014E-6,2.138459E-9,1.110435E-4,0.06424633,3.639203E-11,3.118736E-25,8.192207,7.936211E-5,465635.2,-8.73284E-4,-0.002387613,3.498106E-4,-0.003020735,-0.002336981,8.890356E-4,-0.001920341,1.342545E-4,-1.13652E-4,1.678258E-4,465638.3,-8.743686E-4,-0.002388368,3.495155E-4,-0.003020522,-0.002335751,8.89166E-4,-0.001920482,1.341582E-4,-1.136246E-4,1.678651E-4
3.6,0.003780727,6.283185,3.141593,6.283185,942.8667,0.2353964,6868782.0,1255.93,1.682504E8,1255.93,1.0,0.1936175,1.282429E-7,0.1657478,2.751776E-5,0.0218846,0.178749,0.02175806,0.002240146,0.1134643,0.02526517,0.01719981,1.460835E-4,6.807328E-8,1.87674E-7,0.1071495,9.216788E-4,0.002251731,0.02292079,0.01089347,0.02489471,0.01379216,8.589114E-5,3.878247E-4,0.002281981,1.457269E-6,2.101082E-9,9.352112E-5,0.06410596,2.6782E-11,5.493572E-25,8.189984,7.946933E-5,465508.8,-8.64475E-4,-0.00241521,2.872515E-4,-0.002934135,-0.002331804,8.749252E-4,-0.001811344,1.61544E-4,-1.154122E-4,1.664972E-4,465511.9,-8.655594E-4,-0.002415977,2.869306E-4,-0.002933916,-0.002330567,8.750465E-4,-0.001811477,1.614481E-4,-1.153858E-4,1.665355E-4
3.8,0.003992991,6.283185,3.141593,6.283185,941.5772,0.2353964,6953371.0,1253.9,1.678931E8,1253.9,1.0,0.1934771,1.229022E-7,0.1673488,2.62135E-5,0.02176391,0.180503,0.02220278,0.002200035,0.1120726,0.02525405,0.01691847,1.383956E-4,6.5146E-8,1.814278E-7,0.1053601,8.880797E-4,0.002157977,0.02269273,0.01097795,0.02532014,0.01388639,8.484864E-5,3.725363E-4,0.002164119,1.096245E-6,2.068837E-9,7.943456E-5,0.06397116,-1.039943E-11,-1.632663E-24,8.187941,7.957817E-5,465392.7,-8.563442E-4,-0.002460231,2.297885E-4,-0.00292279,-0.002326146,8.619052E-4,-0.001705054,1.572234E-4,-1.165772E-4,1.652911E-4,465395.8,-8.573603E-4,-0.002460965,2.294528E-4,-0.002922586,-0.002324939,8.620179E-4,-0.001705181,1.571294E-4,-1.165559E-4,1.653252E-4
4.0,0.004205548,6.283185,3.141593,6.283185,940.2734,0.2353964,7017008.0,1251.876,1.675368E8,1251.876,1.0,0.1933437,1.1791E-7,0.1688588,2.500696E-5,0.02165293,0.182153,0.02262299,0.002163309,0.1107528,0.02522712,0.01664946,1.318589E-4,6.247934E-8,1.757733E-7,0.1036817,8.568987E-4,0.002074953,0.02247865,0.0110546,0.0257274,0.01397491,8.403396E-5,3.589108E-4,0.0020576,8.35781E-7,2.041301E-9,6.802251E-5,0.06384165,-2.03142E-11,2.268286E-24,8.186059,7.968851E-5,465285.8,-8.486875E-4,-0.002492276,1.765023E-4,-0.002911954,-0.002320233,8.502413E-4,-0.001601504,1.534517E-4,-1.159215E-4,1.641881E-4,465289.1,-8.495868E-4,-0.002492944,1.761548E-4,-0.002911782,-0.00231908,8.503458E-4,-0.001601626,1.533606E-4,-1.15908E-4,1.642159E-4
4.2,0.004418401,6.283185,3.141593,6.283185,938.9567,0.2353964,7072030.0,1249.858,1.671816E8,1249.858,1.0,0.193217,1.132354E-7,0.1702851,2.3889E-5,0.0215509,0.183708,0.02302039,0.00212966,0.1095001,0.02518677,0.01639174,1.262804E-4,6.004255E-8,1.706432E-7,0.1021048,8.278945E-4,0.002000977,0.02227756,0.01112426,0.02611762,0.01405844,8.342099E-5,3.466902E-4,0.00196105,6.455713E-7,2.017965E-9,5.870569E-5,0.06371711,-4.983158E-11,-7.848899E-26,8.184323,7.980026E-5,465187.3,-8.41399E-4,-0.002521128,1.284865E-4,-0.002901617,-0.002314665,8.394359E-4,-0.001501068,1.501531E-4,-1.174766E-4,1.631752E-4,465191.1,-8.424767E-4,-0.002521906,1.280143E-4,-0.002901362,-0.002313407,8.395604E-4,-0.00150118,1.500884E-4,-1.174309E-4,1.632406E-4
4.291675,0.004516067,6.283185,3.141593,6.283185,938.3491,0.2353964,7322106.0,1248.934,1.670191E8,1248.934,1.0,0.1931609,1.100076E-7,0.1709129,2.345388E-5,0.02150694,0.1843911,0.02319534,0.002115189,0.1089471,0.02516439,0.01627717,1.239998E-4,5.874149E-8,1.676017E-7,0.1014137,8.152144E-4,0.00196975,0.02218949,0.01115405,0.02629107,0.01409522,8.320103E-5,3.415048E-4,0.001919801,5.756637E-7,2.008518E-9,5.50095E-5,0.06366166,-5.941396E-11,9.039781E-26,8.183572,7.985193E-5,465144.9,-8.380629E-4,-0.002533581,1.075974E-4,-0.002897024,-0.002311514,8.34786E-4,-0.001456121,1.487843E-4,-1.181508E-4,1.627338E-4,465149.6,-8.389437E-4,-0.002534231,1.071328E-4,-0.00289683,-0.002310353,8.349058E-4,-0.001456235,1.487232E-4,-1.181175E-4,1.627895E-4
4.294676,0.004519266,6.283185,3.141593,6.283185,938.3292,0.2353964,7085429.0,1248.904,1.670138E8,1248.904,1.0,0.1931591,1.110256E-7,0.1709332,2.339409E-5,0.02150553,0.1844131,0.02320098,0.002114726,0.1089293,0.02516363,0.01627347,1.239279E-4,5.890508E-8,1.682177E-7,0.1013915,8.147693E-4,0.001968763,0.02218665,0.011155,0.02629668,0.01409641,8.319316E-5,3.413409E-4,0.001918483,5.735339E-7,2.008205E-9,5.489403E-5,0.06365989,-6.231049E-11,8.724726E-26,8.183548,7.985363E-5,465143.5,-8.379403E-4,-0.00253397,1.069281E-4,-0.002896885,-0.002311434,8.34637E-4,-0.001454662,1.487411E-4,-1.181733E-4,1.627181E-4,465148.3,-8.388005E-4,-0.002534606,1.064652E-4,-0.002896697,-0.002310283,8.347567E-4,-0.001454777,1.486803E-4,-1.181413E-4,1.627728E-4
4.4,0.004631555,6.283185,3.141593,6.283185,937.6275,0.2353964,7028564.0,1247.844,1.668273E8,1247.844,1.0,0.1930964,1.086212E-7,0.1716335,2.281298E-5,0.02145723,0.1851738,0.02339609,0.002098832,0.1083116,0.02513525,0.01614486,1.21508E-4,5.768946E-8,1.656358E-7,0.100623,8.003221E-4,0.001934607,0.02208874,0.01118758,0.0264915,0.01413757,8.295174E-5,3.356816E-4,0.001873387,5.04554E-7,1.998087E-9,5.104954E-5,0.06359774,-6.170349E-11,2.595396E-26,8.182723,7.991339E-5,465096.6,-8.342465E-4,-0.002547676,8.392494E-5,-0.002891792,-0.002308291,8.295321E-4,-0.001669576,1.47235E-4,-1.198733E-4,1.622295E-4,465101.3,-8.35146E-4,-0.002548348,8.34376E-5,-0.002891587,-0.002307107,8.296476E-4,-0.001669684,1.471732E-4,-1.198392E-4,1.622852E-4
4.6,0.004845012,6.283185,3.141593,6.283185,936.2861,0.2353964,7019151.0,1245.835,1.664736E8,1245.835,1.000001,0.1929815,1.043428E-7,0.1729094,2.181959E-5,0.02137126,0.1865573,0.02375146,0.002070553,0.1071833,0.0250746,0.01590794,1.174068E-4,5.555453E-8,1.611489E-7,0.09922843,7.743312E-4,0.001874393,0.02191129,0.01124517,0.02684989,0.01421282,8.258991E-5,3.256872E-4,0.001793528,3.986363E-7,1.98131E-9,4.470106E-5,0.06348322,-9.995996E-11,2.401282E-27,8.181247,8.002788E-5,465012.7,-8.273105E-4,-0.002572004,4.289995E-5,-0.002882487,-0.002302426,8.204387E-4,-0.001660447,1.446366E-4,-1.206765E-4,1.613508E-4,465017.2,-8.282801E-4,-0.00257274,4.237018E-5,-0.002882254,-0.002301183,8.205468E-4,-0.001660543,1.445731E-4,-1.206388E-4,1.614084E-4
4.8,0.005058776,6.283185,3.141593,6.283185,934.9338,0.2353964,6999233.0,1243.828,1.661204E8,1243.828,1.000001,0.1928719,1.002825E-7,0.1741183,2.088725E-5,0.02129245,0.1878648,0.0240878,0.002044622,0.1061112,0.02500617,0.01568022,1.138803E-4,5.356807E-8,1.56995E-7,0.09791454,7.499427E-4,0.001819746,0.02174439,0.01129759,0.02719367,0.01428449,8.235301E-5,3.165879E-4,0.001720639,3.184957E-7,1.967636E-9,3.941172E-5,0.06337326,-1.31415E-10,1.201993E-27,8.179884,8.014363E-5,464935.2,-8.204313E-4,-0.002594147,2.117281E-7,-0.002873669,-0.002296763,8.120783E-4,-0.001651789,1.402521E-4,-1.216941E-4,1.605272E-4,464939.6,-8.214669E-4,-0.002594942,-3.554987E-7,-0.002873409,-0.002295468,8.121795E-4,-0.001651875,1.401872E-4,-1.216533E-4,1.605863E-4
5.0,0.005272851,6.283185,3.141593,6.283185,933.5713,0.2353964,6968232.0,1241.824,1.657677E8,1241.824,1.000001,0.1927673,9.641655E-8,0.1752648,2.000895E-5,0.02122031,0.1891018,0.02440621,0.002020845,0.105092,0.02493126,0.01546115,1.108438E-4,5.171089E-8,1.531291E-7,0.09667547,7.26908E-4,0.001769942,0.02158735,0.01134531,0.02752357,0.01435292,8.222715E-5,3.082706E-4,0.001653963,2.573171E-7,1.956803E-9,3.497722E-5,0.06326768,-6.872456E-10,6.37766E-28,8.178625,8.026059E-5,464863.6,-8.135587E-4,-0.002614335,-5.422836E-5,-0.002865327,-0.002291361,8.043807E-4,-0.001643502,1.389449E-4,-1.223963E-4,1.597507E-4,464867.9,-8.14647E-4,-0.002615181,-5.482861E-5,-0.002865043,-0.00229002,8.044758E-4,-0.001643579,1.388788E-4,-1.223525E-4,1.598111E-4
5.2,0.00548724,6.283185,3.141593,6.283185,932.1993,0.2353964,6927298.0,1239.823,1.654155E8,1239.823,1.000001,0.1926674,9.272863E-8,0.176353,1.917957E-5,0.02115437,0.1902731,0.02470775,0.001999047,0.1041226,0.02485104,0.01525022,1.082268E-4,4.996889E-8,1.495192E-7,0.09550595,7.050783E-4,0.001724364,0.02143949,0.01138878,0.02784028,0.0144184,8.219945E-5,3.006399E-4,0.001592841,2.103172E-7,1.94857E-9,3.123615E-5,0.06316635,-2.915351E-9,2.006021E-28,8.17746,8.037872E-5,464797.4,-8.066579E-4,-0.002632692,-6.145525E-5,-0.002857445,-0.002286261,7.972835E-4,-0.001635649,3.187437E-4,-1.230403E-4,1.591325E-4,464801.6,-8.077965E-4,-0.002633585,-6.208514E-5,-0.00285714,-0.002284879,7.973727E-4,-0.001635716,3.186749E-4,-1.229939E-4,1.59194E-4
5.4,0.005701945,6.283185,3.141593,6.283185,930.8183,0.2353964,6877581.0,1237.823,1.650635E8,1237.823,1.000001,0.1925719,8.920512E-8,0.1773867,1.839479E-5,0.02109422,0.1913832,0.02499337,0.001979069,0.1032002,0.02476651,0.01504696,1.059703E-4,4.833026E-8,1.461388E-7,0.09440115,6.843401E-4,0.001682492,0.02130021,0.01142839,0.02814443,0.01448118,8.225905E-5,2.936142E-4,0.001536694,1.738523E-7,1.942735E-9,2.805943E-5,0.06306909,-6.979332E-9,-2.141524E-29,8.176384,8.049798E-5,464736.2,-7.99704E-4,-0.002649354,-9.08145E-5,-0.002850005,-0.00228149,7.907308E-4,-0.001628203,3.053733E-4,-1.251856E-4,1.584098E-4,464740.3,-8.008879E-4,-0.002650289,-9.147047E-5,-0.002849681,-0.002280072,7.908146E-4,-0.001628262,3.053037E-4,-1.251369E-4,1.584723E-4
5.6,0.00591697,6.283185,3.141593,6.283185,929.4288,0.2353964,6820275.0,1235.825,1.647119E8,1235.825,1.000001,0.1924805,8.583481E-8,0.1783693,1.765104E-5,0.02103947,0.1924359,0.02526395,0.001960771,0.1023221,0.02467852,0.01485096,1.040269E-4,4.678528E-8,1.429661E-7,0.09335677,6.64602E-4,0.001643901,0.02116895,0.01146447,0.02843659,0.01454146,8.239709E-5,2.87127E-4,0.001485026,1.450174E-7,1.939138E-9,2.53496E-5,0.06297575,-1.032068E-8,8.907199E-30,8.175389,8.061832E-5,464679.6,-7.926825E-4,-0.002664447,-1.178153E-4,-0.002842929,-0.002277066,8.176373E-4,-0.001621153,2.929291E-4,-1.237071E-4,1.577199E-4,464683.6,-7.939071E-4,-0.00266542,-1.184944E-4,-0.002842588,-0.002275615,8.177158E-4,-0.001621204,2.928589E-4,-1.236562E-4,1.577831E-4
5.8,0.006132318,6.283185,3.141593,6.283185,928.0314,0.2353964,6756302.0,1233.829,1.643604E8,1233.829,1.000001,0.192393,8.260745E-8,0.1793039,1.694506E-5,0.02098977,0.193435,0.02552032,0.001944024,0.1014861,0.0245878,0.01466185,1.023559E-4,4.532523E-8,1.399816E-7,0.09236882,6.45779E-4,0.001608227,0.0210452,0.01149733,0.02871732,0.01459942,8.260616E-5,2.811203E-4,0.001437397,1.215757E-7,1.937641E-9,2.30262E-5,0.06288619,-1.031771E-8,1.134741E-29,8.174469,8.073971E-5,464627.3,-7.855846E-4,-0.002678087,-1.426438E-4,-0.002836311,-0.002272997,8.1245E-4,-0.001614485,2.813348E-4,-1.243108E-4,1.570594E-4,464631.2,-7.868458E-4,-0.002679094,-1.433434E-4,-0.002835954,-0.002271517,8.125238E-4,-0.00161453,2.81264E-4,-1.24258E-4,1.571233E-4
6.0,0.006347991,6.283185,3.141593,6.283185,926.6265,0.2353964,6686504.0,1231.833,1.640091E8,1231.833,1.000001,0.1923091,7.951412E-8,0.1801933,1.627406E-5,0.02094479,0.1943836,0.02576323,0.001928711,0.1006896,0.02449501,0.01447928,1.009231E-4,4.394263E-8,1.371688E-7,0.09143367,6.277971E-4,0.00157516,0.02092847,0.01152726,0.02898714,0.01465522,8.288211E-5,2.755447E-4,0.001393416,1.047196E-7,1.938121E-9,2.102462E-5,0.06280027,-2.02779E-8,-3.004493E-30,8.173619,8.086213E-5,464579.0,-7.784025E-4,-0.002690377,-1.654687E-4,-0.002830081,-0.00226929,8.07556E-4,-0.001608188,2.705219E-4,-1.249031E-4,1.564252E-4,464582.8,-7.796968E-4,-0.002691415,-1.661866E-4,-0.002829709,-0.002267785,8.076257E-4,-0.001608226,2.704506E-4,-1.248486E-4,1.564896E-4
