Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H9_PFRC2 (),Mass_fraction_TC4H9_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_B1M2_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#409_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#630_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8662_PFRC2 (),UHC_Sens_GasRxn#11449_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11692_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#409_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#630_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8662_PFRC2 (),VOC_Sens_GasRxn#11449_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11692_PFRC2 ()
0.1685314,1.770536E-4,6.283185,3.141593,6.283185,955.9624,0.2353964,-1.127054E8,1297.376,1.755452E8,1297.376,0.9999991,0.1997299,9.518739E-7,0.08951953,3.018283E-4,0.0273252,0.09204002,0.005346118,0.004238143,0.1571934,0.01000249,0.0258489,0.002104197,2.986909E-6,7.033738E-6,0.1816604,0.0113408,0.01852485,0.02659632,0.004333952,0.01011603,0.003805793,0.002431762,0.004124658,0.01052488,0.004694945,0.007169813,0.01296265,0.06914367,0.004369263,2.889272E-5,8.344368,7.838069E-5,474284.9,-0.002628459,-7.470871E-4,0.002302064,-0.003032825,-6.703643E-4,-8.281309E-4,-8.971557E-4,-9.643742E-4,6.038078E-4,-3.682006E-4,474291.0,-0.002628865,-7.467971E-4,0.002303272,-0.00303334,-6.70098E-4,-8.282381E-4,-8.970854E-4,-9.645894E-4,6.042044E-4,-3.681826E-4
0.1740295,1.828046E-4,6.283185,3.141593,6.283185,956.0778,0.2353964,-1.069247E8,1297.18,1.755107E8,1297.18,0.9999991,0.199679,9.268662E-7,0.09019011,2.925365E-4,0.02731119,0.09282435,0.005432124,0.004231783,0.1571158,0.01018534,0.02596537,0.002081454,2.787867E-6,6.566475E-6,0.1815244,0.01090242,0.01843288,0.02669553,0.00440958,0.01021794,0.003904822,0.002363902,0.004077045,0.01049217,0.004583751,0.00661728,0.01274046,0.06909067,0.004119563,2.34352E-5,8.342099,7.837123E-5,474155.9,-0.002582581,-7.583264E-4,0.002318594,-0.003046675,-7.042169E-4,-7.400915E-4,-9.029876E-4,-9.269438E-4,5.905516E-4,-3.453099E-4,474162.0,-0.002582997,-7.580429E-4,0.002319808,-0.00304718,-7.039433E-4,-7.401776E-4,-9.029192E-4,-9.271558E-4,5.909427E-4,-3.452896E-4
0.1936918,2.033662E-4,6.283185,3.141593,6.283185,956.4432,0.2353964,-8.754333E7,1296.536,1.753973E8,1296.536,0.9999991,0.19951,8.458005E-7,0.09241999,2.635501E-4,0.02725583,0.09543838,0.005725996,0.004207795,0.1567917,0.01080566,0.02629473,0.002003726,2.205507E-6,5.196362E-6,0.1809133,0.009516652,0.018089,0.02700989,0.004661398,0.01055914,0.004248572,0.002138331,0.00391,0.01037062,0.004213052,0.004988192,0.01199339,0.06891747,0.003354041,1.118136E-5,8.334771,7.834129E-5,473739.4,-0.002432648,-7.927662E-4,0.002359965,-0.003086676,-8.178604E-4,-4.314414E-4,-9.266871E-4,-8.024306E-4,5.383118E-4,-2.638807E-4,473745.5,-0.00243306,-7.924894E-4,0.002361208,-0.003087167,-8.175768E-4,-4.314542E-4,-9.266268E-4,-8.026338E-4,5.386827E-4,-2.638575E-4
0.2,2.099613E-4,6.283185,3.141593,6.283185,956.5463,0.2353964,-8.225776E7,1296.345,1.753638E8,1296.345,0.9999991,0.1994595,8.232245E-7,0.09308557,2.553887E-4,0.02723675,0.09622011,0.005816108,0.004199792,0.156676,0.01099431,0.02637545,0.001979921,2.054035E-6,4.839282E-6,0.180684,0.009126327,0.01797483,0.02709885,0.004736468,0.01066166,0.004355468,0.002071306,0.003857786,0.01033051,0.00410239,0.004561744,0.0117684,0.06886673,0.003144615,8.8424E-6,8.332647,7.833284E-5,473618.7,-0.002388856,-8.218523E-4,0.002371692,-0.003096828,-8.519726E-4,-3.724218E-4,-9.356398E-4,-7.62946E-4,5.253002E-4,-2.754654E-4,473624.7,-0.002389283,-8.215842E-4,0.002372935,-0.003097306,-8.516793E-4,-3.724116E-4,-9.355825E-4,-7.63145E-4,5.256654E-4,-2.754389E-4
0.2250399,2.361337E-4,6.283185,3.141593,6.283185,956.8989,0.2353964,-6.582776E7,1295.648,1.75241E8,1295.648,0.9999991,0.1992743,7.443871E-7,0.09552716,2.275782E-4,0.02715701,0.09909212,0.006156394,0.004167135,0.1561803,0.01169904,0.02660145,0.001890362,1.575753E-6,3.710051E-6,0.1796638,0.007795105,0.0175098,0.02740477,0.005010416,0.01104038,0.004764122,0.001828384,0.003658504,0.0101683,0.00369807,0.003216659,0.01093788,0.06868473,0.002449385,3.522279E-6,8.325094,7.830397E-5,473189.5,-0.002233079,-8.386327E-4,0.002407408,-0.003127309,-9.763995E-4,-7.717528E-5,-9.722939E-4,-6.356633E-4,4.708083E-4,-1.764142E-4,473195.6,-0.002233482,-8.383651E-4,0.002408677,-0.003127775,-9.761045E-4,-7.708259E-5,-9.722494E-4,-6.358514E-4,4.711494E-4,-1.763865E-4
0.2268298,2.380042E-4,6.283185,3.141593,6.283185,956.921,0.2353964,-6.492889E7,1295.601,1.752328E8,1295.601,0.9999991,0.1992618,7.393807E-7,0.09569069,2.258432E-4,0.02715114,0.0992846,0.006179736,0.004164764,0.1561433,0.01174689,0.02661263,0.001884245,1.547917E-6,3.644232E-6,0.1795856,0.007711898,0.01747607,0.02742405,0.005028642,0.01106589,0.004792392,0.001812351,0.003644783,0.01015659,0.003671154,0.003138357,0.01088208,0.06867278,0.002406876,3.300653E-6,8.324602,7.830217E-5,473161.5,-0.002222949,-8.409832E-4,0.002409389,-0.003128993,-9.852999E-4,-5.844675E-5,-9.750148E-4,-6.270047E-4,4.66945E-4,-1.716517E-4,473167.8,-0.002223304,-8.406953E-4,0.002410677,-0.00312948,-9.850252E-4,-5.834863E-5,-9.749709E-4,-6.271952E-4,4.672827E-4,-1.716292E-4
0.2353446,2.469018E-4,6.283185,3.141593,6.283185,957.0211,0.2353964,-6.024075E7,1295.383,1.751945E8,1295.383,0.9999991,0.1992041,7.165917E-7,0.0964508,2.179136E-4,0.02712298,0.1001797,0.006289174,0.004153442,0.1559649,0.01197037,0.02665817,0.00185563,1.424377E-6,3.352098E-6,0.1792064,0.007335168,0.01731493,0.02751162,0.005113119,0.01118472,0.004925244,0.001738309,0.00358046,0.01010078,0.003546401,0.002792393,0.01062255,0.06861763,0.002215698,2.424169E-6,8.322333,7.829398E-5,473032.7,-0.002176503,-8.518908E-4,0.002417838,-0.003136465,-0.001024043,2.700033E-5,-9.881246E-4,-5.857463E-4,4.536453E-4,-1.498499E-4,473039.2,-0.002176767,-8.515662E-4,0.002419162,-0.003136988,-0.001023805,2.712515E-5,-9.880851E-4,-5.859382E-4,4.53972E-4,-1.498362E-4
0.237529,2.491843E-4,6.283185,3.141593,6.283185,957.0455,0.2353964,-5.984997E7,1295.329,1.751848E8,1295.329,0.9999991,0.1991897,7.110672E-7,0.09664124,2.159681E-4,0.02711571,0.1004039,0.006316828,0.00415053,0.1559186,0.01202661,0.02666793,0.001848416,1.394925E-6,3.282457E-6,0.1791074,0.007243413,0.01727348,0.02753302,0.005134212,0.01121455,0.004958888,0.0017199,0.003564222,0.01008645,0.003515258,0.002710324,0.01055752,0.06860392,0.002169467,2.240265E-6,8.321771,7.829198E-5,473000.8,-0.00216502,-8.546114E-4,0.002419759,-0.003137924,-0.001033695,4.796848E-5,-9.915194E-4,-5.754421E-4,4.494024E-4,-1.444803E-4,473007.4,-0.002165239,-8.54268E-4,0.002421102,-0.003138466,-0.001033476,4.810076E-5,-9.914809E-4,-5.756357E-4,4.497254E-4,-1.444713E-4
0.2465373,2.585964E-4,6.283185,3.141593,6.283185,957.1409,0.2353964,-5.459681E7,1295.108,1.751461E8,1295.108,0.9999991,0.1991314,6.894352E-7,0.09740778,2.083463E-4,0.02708554,0.1013069,0.006429156,0.004138488,0.1557262,0.012254,0.02670047,0.001819192,1.28298E-6,3.01758E-6,0.1786925,0.006884932,0.01710197,0.02761691,0.005218817,0.0113349,0.005095788,0.00164641,0.003498356,0.0100273,0.00339038,0.00239799,0.01029575,0.06854913,0.001990009,1.620298E-6,8.319526,7.828418E-5,472873.2,-0.002119544,-8.655809E-4,0.002426643,-0.00314402,-0.001072347,1.305023E-4,-0.00109222,-5.340459E-4,4.324045E-4,-1.232909E-4,472879.9,-0.002119742,-8.652317E-4,0.002427997,-0.003144564,-0.001072131,1.306627E-4,-0.001092186,-5.342359E-4,4.327189E-4,-1.232824E-4
0.2476823,2.597927E-4,6.283185,3.141593,6.283185,957.1523,0.2353964,-5.55905E7,1295.081,1.751412E8,1295.081,0.9999991,0.1991242,6.863226E-7,0.09750317,2.074478E-4,0.0270817,0.1014193,0.006443236,0.004136957,0.1557016,0.01228238,0.0267038,0.001815538,1.269329E-6,2.985324E-6,0.1786392,0.006841515,0.01708019,0.02762711,0.005229308,0.0113499,0.00511297,0.001637344,0.003490123,0.01001979,0.003374908,0.002361105,0.0102632,0.06854238,0.001968422,1.555113E-6,8.319249,7.828324E-5,472857.6,-0.002113937,-8.66932E-4,0.002427415,-0.003144733,-0.001077146,1.405537E-4,-0.001092963,-5.289161E-4,4.302995E-4,-1.206612E-4,472864.5,-0.002114055,-8.665474E-4,0.002428798,-0.003145314,-0.001076967,1.407188E-4,-0.00109293,-5.291099E-4,4.306097E-4,-1.206613E-4
0.260111,2.72777E-4,6.283185,3.141593,6.283185,957.2699,0.2353964,-5.088654E7,1294.79,1.7509E8,1294.79,0.999999,0.1990476,6.593196E-7,0.09851021,1.979147E-4,0.02703972,0.1026057,0.006593481,0.004120305,0.1554324,0.01258358,0.02672875,0.001776691,1.138019E-6,2.674499E-6,0.1780517,0.006400003,0.01684291,0.0277311,0.005339537,0.01150872,0.005296553,0.001542697,0.003402507,0.00993825,0.003212443,0.001997205,0.009919751,0.06847152,0.001750263,9.976148E-7,8.316358,7.827363E-5,472693.2,-0.00205624,-8.813798E-4,0.002434136,-0.003151277,-0.001127325,2.497869E-4,-0.001101028,-4.750465E-4,4.017564E-4,-9.37673E-5,472700.0,-0.002056401,-8.810172E-4,0.002435509,-0.003151825,-0.001127122,2.499897E-4,-0.001101002,-4.75232E-4,4.020574E-4,-9.376104E-5
0.3633787,3.806162E-4,6.283185,3.141593,6.283185,957.8491,0.2353964,-2.806116E7,1292.713,1.747244E8,1292.713,0.999999,0.1985215,5.097412E-7,0.1054081,1.469325E-4,0.02669282,0.1107121,0.007697138,0.003984675,0.1531849,0.01468693,0.0264587,0.001502468,5.743845E-7,1.341681E-6,0.1729996,0.00417066,0.01492025,0.02825593,0.006062874,0.0126163,0.006630428,9.703923E-4,0.00279353,0.00928055,0.002172433,5.230667E-4,0.007625029,0.06801517,6.948331E-4,2.803773E-8,8.297998,7.82263E-5,471649.5,-0.001727575,-9.878155E-4,0.002411191,-0.003163194,-0.001443352,7.761436E-4,-0.001161095,-7.479497E-5,2.666597E-4,5.821225E-5,471655.7,-0.001728005,-9.87612E-4,0.00241243,-0.003163539,-0.001442979,7.765465E-4,-0.001161153,-7.492408E-5,2.669036E-4,5.826E-5
0.3779113,3.95788E-4,6.283185,3.141593,6.283185,957.8915,0.2353964,-2.535914E7,1292.454,1.746789E8,1292.454,0.999999,0.1984587,4.960237E-7,0.1062278,1.423575E-4,0.02664534,0.1116701,0.007836833,0.003966275,0.152876,0.01493782,0.02638361,0.001469546,5.363731E-7,1.252256E-6,0.1722991,0.003989847,0.01466338,0.02829508,0.006144897,0.01275021,0.006793842,9.134711E-4,0.002722513,0.009191991,0.002060615,4.358162E-4,0.007364564,0.0679638,6.13734E-4,1.720788E-8,8.295969,7.822284E-5,471534.3,-0.001696948,-0.001001976,0.002400482,-0.003161845,-0.001455526,6.295466E-4,-0.001172837,-4.686563E-5,2.521122E-4,7.233025E-5,471540.6,-0.001697325,-0.001001753,0.002401724,-0.003162208,-0.001455172,6.299701E-4,-0.001172905,-4.698869E-5,2.523455E-4,7.23762E-5
0.3817887,3.998358E-4,6.283185,3.141593,6.283185,957.9016,0.2353964,-2.563006E7,1292.386,1.746669E8,1292.386,0.999999,0.1984423,4.925932E-7,0.1064418,1.411753E-4,0.02663275,0.11192,0.007873598,0.0039614,0.1527941,0.01500323,0.02636281,0.00146096,5.272852E-7,1.230887E-6,0.1721133,0.003945182,0.01459558,0.02830445,0.006166179,0.01278525,0.006836537,8.990507E-4,0.002704088,0.009168547,0.002031932,4.15212E-4,0.007297164,0.06795047,5.938751E-4,1.511883E-8,8.295444,7.822201E-5,471504.4,-0.001689251,-0.001005744,0.00239741,-0.003160546,-0.001468085,6.570235E-4,-0.0011742,-3.983446E-5,2.483878E-4,7.583849E-5,471510.7,-0.00168963,-0.001005522,0.002398649,-0.003160906,-0.001467727,6.574509E-4,-0.001174272,-3.995595E-5,2.486193E-4,7.58851E-5
0.4,4.18847E-4,6.283185,3.141593,6.283185,957.9435,0.2353964,-2.353882E7,1292.071,1.746115E8,1292.071,0.999999,0.198367,4.773597E-7,0.1074225,1.360727E-4,0.026574,0.1130638,0.008043645,0.003938687,0.1524114,0.01530238,0.02626164,0.001421681,4.886129E-7,1.140136E-6,0.1712477,0.003752983,0.01428123,0.02834303,0.00626307,0.01294629,0.007032191,8.352822E-4,0.002620318,0.009059472,0.001903223,3.310385E-4,0.006991576,0.06788973,5.093538E-4,8.236934E-9,8.293063,7.821859E-5,471369.0,-0.001655493,-0.001023386,0.002382057,-0.003158891,-0.001524945,7.706378E-4,-0.001178144,-8.500369E-6,2.318236E-4,9.116548E-5,471375.3,-0.001655915,-0.001023191,0.002383265,-0.003159222,-0.00152456,7.710808E-4,-0.001178229,-8.61455E-6,2.320479E-4,9.121773E-5
0.4730743,4.951252E-4,6.283185,3.141593,6.283185,958.0323,0.2353964,-1.624381E7,1290.881,1.74402E8,1290.881,0.999999,0.1980897,4.295312E-7,0.1110186,1.2011E-4,0.02634533,0.1172366,0.008688179,0.003850691,0.1509161,0.01638447,0.02582357,0.001279628,3.852758E-7,8.992513E-7,0.1679014,0.003200293,0.01309294,0.02842283,0.006609976,0.01354293,0.007742653,6.345366E-4,0.002325153,0.008639013,0.00147299,1.357965E-4,0.005924592,0.06767142,2.795381E-4,7.544301E-10,8.284654,7.821134E-5,470891.1,-0.001551092,-0.001075903,0.002308907,-0.003148247,-0.001651199,0.001042217,-0.001341939,8.809405E-5,1.782931E-4,1.371116E-4,470897.1,-0.001551613,-0.00107578,0.002310014,-0.003148505,-0.001650737,0.001042698,-0.00134207,8.800383E-5,1.7849E-4,1.371786E-4
0.4742317,4.963333E-4,6.283185,3.141593,6.283185,958.0328,0.2353964,-1.672312E7,1290.863,1.743988E8,1290.863,0.999999,0.1980856,4.286879E-7,0.1110718,1.199169E-4,0.0263418,0.1172981,0.008697963,0.003849337,0.150893,0.01640025,0.02581647,0.001277558,3.839662E-7,8.96224E-7,0.1678501,0.003193601,0.0130751,0.02842331,0.006615027,0.01355184,0.00775302,6.319485E-4,0.002320949,0.008632574,0.001467134,1.33922E-4,0.005909488,0.06766823,2.769459E-4,7.268384E-10,8.284533,7.82113E-5,470884.2,-0.001549732,-0.001078158,0.002307653,-0.003148073,-0.00165296,0.001045315,-0.001343338,8.932638E-5,1.775796E-4,1.376725E-4,470890.4,-0.001550207,-0.001078012,0.002308771,-0.003148353,-0.001652519,0.001045798,-0.00134347,8.923714E-5,1.777736E-4,1.377366E-4
0.4844064,5.069537E-4,6.283185,3.141593,6.283185,958.0369,0.2353964,-1.618127E7,1290.705,1.74371E8,1290.705,0.999999,0.1980497,4.234391E-7,0.1115356,1.180967E-4,0.02631087,0.1178336,0.008783486,0.003837489,0.1506897,0.01653741,0.02575385,0.001259577,3.742446E-7,8.737457E-7,0.1674015,0.003137083,0.01291942,0.0284265,0.006658913,0.01362951,0.007843075,6.098684E-4,0.002284536,0.008576242,0.00141679,1.185664E-4,0.005778856,0.06764048,2.552419E-4,5.246696E-10,8.283483,7.821096E-5,470824.6,-0.001538263,-0.001098045,0.002296499,-0.003146461,-0.001668063,0.001070561,-0.001355364,9.981358E-5,1.714813E-4,1.424261E-4,470830.7,-0.001538753,-0.00109791,0.002297602,-0.00314673,-0.001667611,0.001071047,-0.001355502,9.972703E-5,1.716721E-4,1.424921E-4
0.6,6.276119E-4,6.283185,3.141593,6.283185,957.9864,0.2353964,-9949375.0,1289.003,1.740715E8,1289.003,0.999999,0.1976756,3.75181E-7,0.1163428,1.020834E-4,0.02597402,0.1233532,0.009700281,0.003709196,0.1484513,0.01791669,0.02505759,0.001079511,2.980464E-7,6.993965E-7,0.1625861,0.002680752,0.01130908,0.0283733,0.007105686,0.0144453,0.008742931,4.256E-4,0.001931926,0.007971246,9.631169E-4,3.062064E-5,0.004525412,0.06735605,1.035947E-4,1.400434E-11,8.272998,7.821509E-5,470228.5,-0.001437961,-0.001188179,0.002158232,-0.003129495,-0.001809268,0.001132435,-0.001557932,2.478383E-5,1.094975E-4,1.818482E-4,470234.1,-0.001438662,-0.001188186,0.002159156,-0.003129643,-0.001808668,0.001132928,-0.001558125,2.471956E-5,1.096611E-4,1.819338E-4
0.7636796,7.984922E-4,6.283185,3.141593,6.283185,957.7046,0.2353964,-5215731.0,1286.796,1.73683E8,1286.796,0.999999,0.1972241,3.296192E-7,0.1220861,8.713617E-5,0.02553941,0.1298853,0.01086491,0.003545475,0.1454714,0.01944024,0.0241736,8.833342E-4,2.411732E-7,5.715703E-7,0.15655,0.002318605,0.009476721,0.02812582,0.007625013,0.01544884,0.009713651,2.90548E-4,0.001573207,0.007215503,5.743431E-4,4.90471E-6,0.003279594,0.06702028,3.095667E-5,9.968624E-14,8.261264,7.82381E-5,469561.5,-0.001343385,-0.001347306,0.00197878,-0.003111635,-0.001949317,0.001058906,-0.001594263,2.251517E-4,5.069242E-5,1.975916E-4,469567.0,-0.001344159,-0.001347404,0.001979522,-0.003111727,-0.001948621,0.001059378,-0.001594506,2.251004E-4,5.082253E-5,1.976841E-4
0.7659103,8.008214E-4,6.283185,3.141593,6.283185,957.6995,0.2353964,-4700193.0,1286.767,1.73678E8,1286.767,0.999999,0.1972184,3.292962E-7,0.1221577,8.696818E-5,0.02553381,0.1299664,0.0108799,0.003543375,0.1454321,0.01945829,0.02416247,8.81034E-4,2.40667E-7,5.704622E-7,0.1564733,0.002314774,0.009454916,0.02812162,0.00763141,0.01546159,0.009724956,2.892988E-4,0.001569158,0.007205952,5.704346E-4,4.787012E-6,0.003265776,0.06701611,3.046652E-5,9.342819E-14,8.261122,7.823852E-5,469553.4,-0.001342275,-0.00134906,0.001976345,-0.00311144,-0.001950914,0.001057535,-0.001595472,2.272228E-4,5.004745E-5,1.977102E-4,469559.0,-0.00134303,-0.001349148,0.001977089,-0.00311154,-0.001950227,0.001058007,-0.001595716,2.271722E-4,5.017605E-5,1.978016E-4
0.8,8.364182E-4,6.283185,3.141593,6.283185,957.6182,0.2353964,-3992131.0,1286.328,1.736007E8,1286.328,0.999999,0.1971332,3.217851E-7,0.1232338,8.448933E-5,0.02544914,0.1311848,0.0111064,0.003511689,0.1448365,0.0197265,0.02399507,8.46944E-4,2.321332E-7,5.51411E-7,0.1553168,0.002258731,0.009130922,0.0280556,0.007727243,0.01565383,0.009892311,2.715594E-4,0.001509543,0.007062313,5.14252E-4,3.307998E-6,0.003063241,0.06695334,2.390626E-5,3.453278E-14,8.259005,7.824516E-5,469433.1,-0.001325856,-0.001375553,0.001939448,-0.003108504,-0.001974431,0.001036504,-0.001613112,2.576205E-4,4.060663E-5,1.992422E-4,469438.6,-0.001326653,-0.001375674,0.00194015,-0.003108581,-0.00197371,0.00103697,-0.001613364,2.575703E-4,4.073132E-5,1.99336E-4
1.0,0.001045331,6.283185,3.141593,6.283185,957.0271,0.2353964,-783009.2,1283.847,1.731639E8,1283.847,0.9999991,0.1966797,2.854845E-7,0.128929,7.274459E-5,0.02498776,0.1376164,0.01234683,0.003339998,0.1414946,0.02105225,0.02310898,6.809996E-4,1.932159E-7,4.64638E-7,0.149092,0.001995781,0.007540304,0.02762085,0.008226583,0.0166969,0.01070283,2.030447E-4,0.001229986,0.006301062,2.865372E-4,4.110684E-7,0.002140286,0.06662019,6.077922E-6,3.574739E-16,8.248164,7.829349E-5,468816.7,-0.001240981,-0.001517667,0.001737445,-0.00309448,-0.002087151,0.001032352,-0.001695995,3.788183E-4,7.999434E-5,2.014262E-4,468821.7,-0.001241971,-0.001517958,0.001737936,-0.003094449,-0.002086269,0.001032778,-0.001696271,3.787661E-4,8.010118E-5,2.015286E-4
1.2,0.00125439,6.283185,3.141593,6.283185,956.2851,0.2353964,1195950.0,1281.478,1.727471E8,1281.478,0.9999991,0.1962887,2.581772E-7,0.1337935,6.412697E-5,0.02457966,0.1430961,0.01346023,0.00318944,0.1383929,0.02205493,0.02235366,5.588943E-4,1.662319E-7,4.044685E-7,0.1436596,0.001802538,0.006361983,0.02715216,0.008640772,0.01762654,0.01129925,1.668008E-4,0.001034614,0.005659961,1.655681E-4,5.850616E-8,0.001533935,0.06633192,1.671321E-6,-1.294471E-19,8.239334,7.835423E-5,468314.7,-0.001170255,-0.001640284,0.001553238,-0.003083151,-0.002168272,0.001053739,-0.001743969,2.607474E-4,-1.31591E-4,2.011829E-4,468319.2,-0.001171369,-0.001640704,0.001553564,-0.003083046,-0.002167274,0.001054127,-0.001744249,2.606928E-4,-1.314931E-4,2.012886E-4
1.4,0.001463624,6.283185,3.141593,6.283185,955.4329,0.2353964,2557573.0,1279.184,1.723433E8,1279.184,0.9999992,0.1959446,2.365702E-7,0.1380397,5.748974E-5,0.02421621,0.1478731,0.01447079,0.003056441,0.135507,0.02282834,0.02169409,4.6696E-4,1.46323E-7,3.600691E-7,0.1388505,0.001651204,0.005473093,0.02668374,0.008990884,0.01847112,0.01175474,1.447044E-4,8.922942E-4,0.00511629,9.877682E-5,1.144835E-8,0.001123303,0.06607474,4.937756E-7,-1.329097E-18,8.231919,7.842412E-5,467893.1,-0.001111065,-0.001747527,0.001329276,-0.003072312,-0.002227117,0.001038007,-0.001770679,2.83509E-4,-5.265487E-5,1.942213E-4,467897.4,-0.001112002,-0.001747897,0.001329593,-0.00307227,-0.0022262,0.001038296,-0.001770931,2.834131E-4,-5.25974E-5,1.942719E-4
1.441738,0.001507314,6.283185,3.141593,6.283185,955.2438,0.2353964,2949746.0,1278.712,1.722603E8,1278.712,0.9999992,0.1958777,2.322958E-7,0.1388617,5.633409E-5,0.02414533,0.1487971,0.01467039,0.003030632,0.13493,0.02296676,0.0215662,4.507054E-4,1.427151E-7,3.519817E-7,0.1379139,0.001623518,0.005315851,0.02658762,0.009057261,0.01863841,0.01183653,1.411401E-4,8.674755E-4,0.005013361,8.901199E-5,8.820851E-9,0.001055171,0.06602415,3.860333E-7,-5.135074E-19,8.230514,7.843965E-5,467813.4,-0.001099975,-0.001768387,0.001355804,-0.003070042,-0.00223777,0.001059006,-0.001774355,2.810425E-4,-5.617118E-5,1.933783E-4,467818.0,-0.001100727,-0.001768658,0.00135613,-0.00307007,-0.002236941,0.00105929,-0.001774609,2.809516E-4,-5.612663E-5,1.934185E-4
1.486977,0.001554677,6.283185,3.141593,6.283185,955.0349,0.2353964,3017903.0,1278.204,1.721708E8,1278.204,0.9999992,0.1958068,2.284827E-7,0.1397302,5.505043E-5,0.0240703,0.1497732,0.01488264,0.003003365,0.134314,0.0231089,0.02143094,4.3407E-4,1.392157E-7,3.442293E-7,0.1369226,0.001594857,0.005154821,0.02648428,0.009126852,0.01881655,0.01192083,1.375797E-4,8.421553E-4,0.004905554,7.96358E-5,6.854627E-9,9.869268E-4,0.06597034,2.967508E-7,-1.748552E-19,8.22904,7.84568E-5,467729.6,-0.001088521,-0.001790341,0.001321316,-0.003067524,-0.002248018,0.001048989,-0.001777729,2.783887E-4,-5.919501E-5,1.923924E-4,467734.1,-0.001089282,-0.001790628,0.001321617,-0.003067544,-0.002247174,0.001049268,-0.001777981,2.782975E-4,-5.915225E-5,1.924325E-4
1.576536,0.001648474,6.283185,3.141593,6.283185,954.6104,0.2353964,3572875.0,1277.204,1.719948E8,1277.204,0.9999992,0.1956715,2.208284E-7,0.1413858,5.277179E-5,0.02392694,0.1516332,0.01529107,0.002951419,0.1331222,0.02336834,0.02117266,4.038331E-4,1.326608E-7,3.296301E-7,0.1350284,0.001541618,0.004861915,0.02628265,0.009257991,0.01916018,0.01207588,1.313164E-4,7.963124E-4,0.004702806,6.412758E-5,4.676053E-9,8.667686E-4,0.06586675,1.776132E-7,-2.082211E-20,8.226259,7.849169E-5,467571.6,-0.001067232,-0.001832191,0.001255154,-0.002989824,-0.00226515,0.001030514,-0.001782803,2.733472E-4,-6.578535E-5,1.904865E-4,467576.2,-0.00106791,-0.001832449,0.001255422,-0.00298987,-0.002264331,0.001030783,-0.001783053,2.732581E-4,-6.575167E-5,1.90521E-4
