Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_IC4H10_PFRC2 (),Mole_fraction_IC4H9_PFRC2 (),Mole_fraction_TC4H9_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_IC4H7_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_B1M2_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_IC8H16_PFRC2 (),Mole_fraction_DIMEPTD_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Mole_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#409_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#630_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8662_PFRC2 (),UHC_Sens_GasRxn#11449_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11692_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#409_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#630_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8662_PFRC2 (),VOC_Sens_GasRxn#11449_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11692_PFRC2 ()
0.01207659,1.283307E-5,6.283185,3.141593,6.283185,945.46,0.2353964,-7.306425E9,1329.89,1.81268E8,1329.89,0.9999999,0.871772,6.884459E-5,0.0207003,0.001590477,0.00647594,0.01135125,3.764584E-4,6.656179E-4,0.0253685,3.554288E-4,0.001807383,4.028204E-4,2.505917E-5,5.074568E-5,0.02043789,0.005036768,0.002182405,0.002413423,8.551818E-5,3.97782E-4,5.37284E-5,6.024238E-4,3.342627E-4,0.001079149,8.423024E-4,0.009786047,0.001776828,0.006910628,0.003260286,0.002350893,8.648497,7.925136E-5,491568.1,-0.005709535,3.683661E-4,8.526085E-4,-6.491604E-4,6.083964E-4,-0.002848943,-7.469828E-4,-0.001817422,-0.006562193,-0.001928705,491572.1,-0.005710045,3.684568E-4,8.527205E-4,-6.492148E-4,6.085339E-4,-0.002848989,-7.469592E-4,-0.001817477,-0.006562248,-0.001928641
0.01256335,1.334785E-5,6.283185,3.141593,6.283185,945.6255,0.2353964,-6.975934E9,1329.15,1.811376E8,1329.15,0.9999999,0.8709789,6.647114E-5,0.02105662,0.001540759,0.006527809,0.01154954,3.87348E-4,6.717776E-4,0.02557594,3.666999E-4,0.001845664,4.040952E-4,2.39262E-5,4.860673E-5,0.02062657,0.005062633,0.002206527,0.002442028,8.931447E-5,4.054457E-4,5.55998E-5,6.042656E-4,3.420098E-4,0.001088573,8.428545E-4,0.009619417,0.001784569,0.006899532,0.003192131,0.002249714,8.642168,7.923749E-5,491208.5,-0.005697351,3.568693E-4,8.721205E-4,-6.741237E-4,6.25717E-4,-0.002898185,-7.577671E-4,-0.001827079,-0.0063921,-0.001920572,491212.5,-0.005697879,3.569624E-4,8.722352E-4,-6.741823E-4,6.258623E-4,-0.002898228,-7.577431E-4,-0.001827135,-0.006392144,-0.001920504
0.01290591,1.371009E-5,6.283185,3.141593,6.283185,945.737,0.2353964,-6.763455E9,1328.648,1.810493E8,1328.648,0.9999999,0.8704405,6.489467E-5,0.02129981,0.001507674,0.006562253,0.01168526,3.948723E-4,6.758917E-4,0.02571531,3.745155E-4,0.001872147,4.049133E-4,2.317924E-5,4.719212E-5,0.02075391,0.005079159,0.002222823,0.002461465,9.196524E-5,4.106965E-4,5.690409E-5,6.054128E-4,3.472865E-4,0.001094898,8.43084E-4,0.009505631,0.001789536,0.006892002,0.003146121,0.002182199,8.637887,7.922815E-5,490965.5,-0.005688058,3.48814E-4,8.839382E-4,-6.915267E-4,6.230293E-4,-0.002932522,-7.656452E-4,-0.001833573,-0.006274807,-0.001914783,490969.6,-0.005688597,3.489093E-4,8.840572E-4,-6.915883E-4,6.231794E-4,-0.002932567,-7.656215E-4,-0.00183363,-0.006274847,-0.001914714
0.01293666,1.37426E-5,6.283185,3.141593,6.283185,945.7468,0.2353964,-6.745168E9,1328.603,1.810415E8,1328.603,0.9999999,0.8703929,6.475798E-5,0.02132135,0.001504775,0.006565266,0.01169731,3.955422E-4,6.762525E-4,0.02572757,3.752125E-4,0.001874507,4.049837E-4,2.311417E-5,4.70687E-5,0.02076513,0.005080577,0.002224263,0.002463183,9.220234E-5,4.111623E-4,5.702068E-5,6.0551E-4,3.477532E-4,0.001095453,8.430986E-4,0.009495552,0.001789963,0.006891337,0.003142066,0.002176281,8.637509,7.922732E-5,490944.1,-0.005687196,3.48093E-4,8.850101E-4,-6.930822E-4,6.227698E-4,-0.002935594,-7.663341E-4,-0.001834145,-0.006264376,-0.001914263,490948.3,-0.005687736,3.481887E-4,8.851301E-4,-6.931444E-4,6.229203E-4,-0.00293564,-7.663105E-4,-0.001834203,-0.006264417,-0.001914194
0.01294958,1.375626E-5,6.283185,3.141593,6.283185,945.7509,0.2353964,-6.730281E9,1328.585,1.810382E8,1328.585,0.9999999,0.8703729,6.46993E-5,0.02133038,0.001503561,0.006566528,0.01170235,3.958234E-4,6.764036E-4,0.0257327,3.755051E-4,0.001875497,4.050131E-4,2.308691E-5,4.701699E-5,0.02076983,0.00508117,0.002224863,0.002463903,9.23019E-5,4.113577E-4,5.706963E-5,6.055506E-4,3.47949E-4,0.001095686,8.431044E-4,0.009491325,0.001790142,0.006891058,0.003140367,0.002173802,8.63735,7.922698E-5,490935.1,-0.005686833,3.4779E-4,8.854602E-4,-6.937353E-4,6.226602E-4,-0.002936882,-7.666226E-4,-0.001834384,-0.006259999,-0.001914043,490939.3,-0.005687374,3.478857E-4,8.855802E-4,-6.937976E-4,6.228109E-4,-0.002936929,-7.66599E-4,-0.001834442,-0.00626004,-0.001913975
0.01411526,1.498858E-5,6.283185,3.141593,6.283185,946.1026,0.2353964,-6.069922E9,1326.995,1.807583E8,1326.995,0.9999999,0.8686583,5.992483E-5,0.02211252,0.001401918,0.006671826,0.01214082,4.205726E-4,6.891103E-4,0.02616774,4.013883E-4,0.00196283,4.073426E-4,2.083387E-5,4.272552E-5,0.02117099,0.005127545,0.00227612,0.002525925,1.011826E-4,4.28369E-4,6.143056E-5,6.085957E-4,3.648293E-4,0.001115408,8.429958E-4,0.009125096,0.001804272,0.006867085,0.002995295,0.00196565,8.623806,7.919753E-5,490165.5,-0.00565142,3.206599E-4,9.270617E-4,-7.518294E-4,6.108808E-4,-0.002997884,-7.906721E-4,-0.001854494,-0.005876265,-0.00189388,490169.8,-0.005651995,3.2076E-4,9.271961E-4,-7.518992E-4,6.110458E-4,-0.002997938,-7.906466E-4,-0.001854555,-0.005876281,-0.001893803
0.01496735,1.58891E-5,6.283185,3.141593,6.283185,946.3373,0.2353964,-5.654908E9,1325.928,1.805705E8,1325.928,0.9999999,0.8675008,5.687061E-5,0.02264685,0.001336272,0.006739392,0.01244218,4.379377E-4,6.973665E-4,0.02645422,4.197048E-4,0.002024324,4.086893E-4,1.941013E-5,3.999468E-5,0.02143816,0.005153491,0.002310262,0.002567908,1.075463E-4,4.400939E-4,6.455349E-5,6.101472E-4,3.762628E-4,0.001128373,8.422378E-4,0.008874789,0.001812413,0.006850904,0.002898536,0.001830798,8.614734,7.917789E-5,489650.8,-0.005750003,3.012231E-4,9.587626E-4,-7.932878E-4,6.237301E-4,-0.003046425,-8.053971E-4,-0.001867685,-0.005609614,-0.001879059,489655.4,-0.0057506,3.013286E-4,9.589117E-4,-7.93366E-4,6.239048E-4,-0.003046493,-8.053721E-4,-0.001867752,-0.005609621,-0.001878983
0.01518318,1.611715E-5,6.283185,3.141593,6.283185,946.3941,0.2353964,-5.551227E9,1325.669,1.80525E8,1325.669,0.9999998,0.8672194,5.616508E-5,0.02277755,0.001320673,0.006755384,0.01251608,4.422435E-4,6.993331E-4,0.02652291,4.242679E-4,0.002039603,4.089882E-4,1.907597E-5,3.935133E-5,0.02150265,0.005159095,0.00231848,0.00257813,1.091409E-4,4.429753E-4,6.533635E-5,6.104601E-4,3.790442E-4,0.001131481,8.419677E-4,0.008813562,0.001814215,0.006846971,0.00287516,0.001798733,8.612539,7.917314E-5,489525.9,-0.005676471,2.963435E-4,9.669537E-4,-8.036473E-4,6.241925E-4,-0.003058163,-8.089402E-4,-0.001870805,-0.005543896,-0.001875262,489530.5,-0.005677075,2.964497E-4,9.671033E-4,-8.037278E-4,6.243711E-4,-0.003058228,-8.089152E-4,-0.001870872,-0.005543898,-0.001875184
0.02190681,2.321599E-5,6.283185,3.141593,6.283185,947.7957,0.2353964,-3.4755E9,1319.338,1.794106E8,1319.338,0.9999997,0.8601664,4.066291E-5,0.02616178,9.737887E-4,0.007103948,0.01446021,5.618352E-4,7.435551E-4,0.02812186,5.544432E-4,0.002468327,4.127885E-4,1.203138E-5,2.555245E-5,0.02305777,0.005199756,0.002515001,0.002836948,1.556734E-4,5.194923E-4,8.849523E-5,6.09756E-4,4.478722E-4,0.001203722,8.242423E-4,0.007234288,0.001836045,0.006748263,0.002306922,0.001088024,8.558729,7.905605E-5,486467.3,-0.005355959,1.580195E-4,0.001075253,-0.00110101,6.074859E-4,-0.003329909,-8.786215E-4,-0.001936132,-0.003815531,-0.00175725,486471.6,-0.005356682,1.581304E-4,0.001075488,-0.001101114,6.077146E-4,-0.003330026,-8.785815E-4,-0.001936199,-0.003815382,-0.001757127
0.03671678,3.882461E-5,6.283185,3.141593,6.283185,949.7118,0.2353964,-1.679469E9,1311.562,1.78042E8,1311.562,0.9999996,0.8507709,2.628367E-5,0.03104557,6.311997E-4,0.007422333,0.01737373,7.643222E-4,7.868077E-4,0.02982568,7.915035E-4,0.003198006,4.05654E-4,5.964427E-6,1.316208E-5,0.02490468,0.004871277,0.002736549,0.003191917,2.424736E-4,6.373987E-4,1.348793E-4,5.79134E-4,5.277723E-4,0.001280559,7.655606E-4,0.005039445,0.001786098,0.006615764,0.001605152,4.359038E-4,8.491122,7.889656E-5,482624.7,-0.004807102,2.000344E-6,0.001357906,-0.001623422,4.776475E-4,-0.003492694,-9.152745E-4,-0.0019477,-0.001525911,-0.001516594,482628.7,-0.004807936,2.111344E-6,0.001358237,-0.001623585,4.779504E-4,-0.003492829,-9.152241E-4,-0.001947771,-0.001525592,-0.001516436
0.03783437,4.00013E-5,6.283185,3.141593,6.283185,949.8252,0.2353964,-1.606733E9,1311.157,1.779708E8,1311.157,0.9999996,0.8502447,2.564509E-5,0.03133405,6.155921E-4,0.007435634,0.01754985,7.774895E-4,7.886854E-4,0.02990455,8.076581E-4,0.003244542,4.047946E-4,5.714628E-6,1.263706E-5,0.02499844,0.004837087,0.002747042,0.003212177,2.484064E-4,6.446772E-4,1.382388E-4,5.762533E-4,5.314475E-4,0.001284084,7.609931E-4,0.00491597,0.001780276,0.006608282,0.001567906,4.094578E-4,8.487488,7.888714E-5,482418.2,-0.004769994,-8.207227E-5,0.00137585,-0.001656136,4.659506E-4,-0.003490158,-9.188654E-4,-0.001944146,-0.00140948,-0.001497215,482422.4,-0.004770802,-8.194791E-5,0.001376214,-0.001656312,4.662441E-4,-0.003490327,-9.188139E-4,-0.001944232,-0.00140916,-0.001497073
0.03918873,4.142711E-5,6.283185,3.141593,6.283185,949.9588,0.2353964,-1.522737E9,1310.689,1.778884E8,1310.689,0.9999996,0.84963,2.493073E-5,0.03167325,5.97754E-4,0.007450593,0.0177575,7.931535E-4,7.908033E-4,0.02999426,8.269913E-4,0.003299621,4.037243E-4,5.433629E-6,1.204457E-5,0.02510639,0.004794828,0.002758976,0.003235886,2.555044E-4,6.532833E-4,1.422922E-4,5.727165E-4,5.355907E-4,0.001288082,7.554767E-4,0.004771999,0.001773038,0.006599531,0.001524707,3.798811E-4,8.483266,7.887604E-5,482178.3,-0.004725828,-9.841158E-5,0.001397124,-0.001694742,4.516404E-4,-0.003480386,-9.247519E-4,-0.001939264,-0.001276176,-0.00147658,482182.4,-0.004726639,-9.828613E-5,0.001397498,-0.001694923,4.519372E-4,-0.00348056,-9.246998E-4,-0.001939352,-0.001275847,-0.001476439
0.04114753,4.34889E-5,6.283185,3.141593,6.283185,950.1454,0.2353964,-1.413666E9,1310.053,1.777764E8,1310.053,0.9999996,0.8487823,2.396866E-5,0.03214508,5.739228E-4,0.007470208,0.01804736,8.152767E-4,7.9359E-4,0.03011363,8.545037E-4,0.003376823,4.021286E-4,5.063668E-6,1.126146E-5,0.02525239,0.004732384,0.002774837,0.003268662,2.656008E-4,6.653416E-4,1.481227E-4,5.675293E-4,5.410238E-4,0.001293377,7.475446E-4,0.004574041,0.001762268,0.006587442,0.00146569,3.413922E-4,8.477482,7.886055E-5,481849.6,-0.004663667,-1.21188E-4,0.001425323,-0.001748641,4.307327E-4,-0.00346674,-9.144244E-4,-0.001931175,-0.001106512,-0.001445301,481853.8,-0.004664462,-1.21053E-4,0.00142573,-0.001748837,4.310259E-4,-0.00346694,-9.143709E-4,-0.001931275,-0.001106174,-0.001445172
0.04529462,4.785271E-5,6.283185,3.141593,6.283185,950.5175,0.2353964,-1.216982E9,1308.842,1.775633E8,1308.842,0.9999995,0.8471288,2.220559E-5,0.03307934,5.297922E-4,0.007505144,0.01862474,8.602432E-4,7.985752E-4,0.03033169,9.111538E-4,0.003531322,3.986095E-4,4.398974E-6,9.844942E-6,0.025527,0.004596551,0.002803651,0.003332832,2.863664E-4,6.895198E-4,1.603554E-4,5.56355E-4,5.50605E-4,0.001302942,7.309768E-4,0.004190635,0.001738585,0.006563785,0.001352506,2.737832E-4,8.466332,7.882968E-5,481215.9,-0.004537982,-1.664072E-4,0.001484949,-0.001855678,3.859765E-4,-0.003424684,-9.102367E-4,-0.001909484,-7.679695E-4,-0.001386481,481220.1,-0.004538785,-1.662704E-4,0.001485386,-0.00185589,3.862801E-4,-0.003424894,-9.101812E-4,-0.001909588,-7.67606E-4,-0.001386351
0.04658715,4.921245E-5,6.283185,3.141593,6.283185,950.6277,0.2353964,-1.164583E9,1308.498,1.775028E8,1308.498,0.9999995,0.8466482,2.171363E-5,0.03335446,5.175628E-4,0.007514484,0.01879561,8.737847E-4,7.999112E-4,0.03039131,9.283986E-4,0.003577136,3.974836E-4,4.219029E-6,9.459235E-6,0.02560412,0.004553551,0.002811468,0.003351537,2.926804E-4,6.967164E-4,1.641399E-4,5.528385E-4,5.531178E-4,0.001305522,7.258853E-4,0.004080073,0.001731024,0.00655689,0.001320112,2.559424E-4,8.463125,7.882054E-5,481033.7,-0.004500397,-1.801007E-4,0.001505017,-0.001887195,3.719524E-4,-0.003408394,-9.087115E-4,-0.001903057,-6.773622E-4,-0.00136803,481038.1,-0.004501164,-1.799479E-4,0.001505493,-0.001887424,3.722427E-4,-0.00340864,-9.086545E-4,-0.001903178,-6.769972E-4,-0.001367919
0.04864814,5.138029E-5,6.283185,3.141593,6.283185,950.7986,0.2353964,-1.08623E9,1307.978,1.774113E8,1307.978,0.9999995,0.8459121,2.099149E-5,0.03377903,4.992611E-4,0.007528083,0.01906006,8.949535E-4,8.018568E-4,0.03047929,9.555252E-4,0.003648024,3.956671E-4,3.955019E-6,8.891417E-6,0.02571976,0.004484617,0.002822913,0.00338022,3.026032E-4,7.078921E-4,1.701498E-4,5.472128E-4,5.567099E-4,0.001309293,7.178434E-4,0.003911675,0.001718841,0.00654631,0.001270954,2.301489E-4,8.458243,7.880637E-5,480756.2,-0.004462013,-2.002991E-4,0.001533437,-0.001935749,3.495874E-4,-0.003379674,-9.061337E-4,-0.001892055,-5.434414E-4,-0.001386784,480760.7,-0.004462778,-2.001435E-4,0.001533932,-0.001935987,3.498804E-4,-0.003379928,-9.060756E-4,-0.001892181,-5.43066E-4,-0.001386675
0.05007295,5.287874E-5,6.283185,3.141593,6.283185,950.9134,0.2353964,-1.037505E9,1307.638,1.773514E8,1307.638,0.9999995,0.8454236,2.052193E-5,0.03406304,4.874272E-4,0.007536641,0.01923745,9.093004E-4,8.030809E-4,0.03053544,9.740221E-4,0.003695531,3.943992E-4,3.786933E-6,8.528721E-6,0.02579478,0.004436803,0.002830147,0.003399282,3.093629E-4,7.154146E-4,1.742877E-4,5.433166E-4,5.589162E-4,0.00131167,7.123413E-4,0.003800598,0.001710348,0.006539275,0.001238638,2.14032E-4,8.455022,7.879686E-5,480573.2,-0.004407245,-2.140924E-4,0.00155246,-0.001968137,3.348542E-4,-0.003358025,-9.042717E-4,-0.001883965,-4.586351E-4,-0.001278169,480577.7,-0.004408004,-2.13933E-4,0.001552971,-0.001968383,3.351469E-4,-0.003358289,-9.042128E-4,-0.001884095,-4.582536E-4,-0.001278065
0.05200477,5.491012E-5,6.283185,3.141593,6.283185,951.0649,0.2353964,-9.759868E8,1307.2,1.772742E8,1307.2,0.9999995,0.8447857,1.992309E-5,0.03443653,4.723497E-4,0.007547256,0.01947136,9.283986E-4,8.045973E-4,0.03060599,9.98782E-4,0.003758062,3.926679E-4,3.575921E-6,8.072017E-6,0.02589058,0.004371908,0.002839138,0.003424195,3.184023E-4,7.253653E-4,1.798769E-4,5.380317E-4,5.615734E-4,0.001314618,7.049584E-4,0.003656501,0.001698764,0.006530072,0.001196831,1.941656E-4,8.450841,7.87843E-5,480335.6,-0.004335144,-3.224723E-4,0.001575668,-0.002010579,3.108059E-4,-0.003326559,-9.015762E-4,-0.001869456,-3.504695E-4,-0.001293009,480340.2,-0.00433588,-3.223066E-4,0.001576205,-0.002010839,3.110939E-4,-0.003326844,-9.015172E-4,-0.001869594,-3.500796E-4,-0.001292913
0.05351837,5.65015E-5,6.283185,3.141593,6.283185,951.1806,0.2353964,-9.308061E8,1306.873,1.772168E8,1306.873,0.9999995,0.8443044,1.948581E-5,0.03472043,4.612282E-4,0.00755485,0.0196496,9.430917E-4,8.056798E-4,0.03065716,0.001017935,0.003805596,3.91304E-4,3.422853E-6,7.739717E-6,0.0259612,0.004321096,0.002845571,0.00344301,3.253873E-4,7.329725E-4,1.842399E-4,5.338939E-4,5.634053E-4,0.001316722,6.992369E-4,0.003548527,0.00168965,0.006523116,0.001165579,1.80037E-4,8.447704,7.877473E-5,480157.3,-0.004310834,-3.305205E-4,0.001594331,-0.002042696,3.015255E-4,-0.003300355,-8.995504E-4,-0.00185913,-2.726329E-4,-0.001272721,480162.0,-0.004311564,-3.303515E-4,0.001594884,-0.002042963,3.018133E-4,-0.003300648,-8.994905E-4,-0.001859272,-2.722371E-4,-0.001272628
0.05443771,5.746799E-5,6.283185,3.141593,6.283185,951.2495,0.2353964,-9.052806E8,1306.682,1.771831E8,1306.682,0.9999995,0.8440194,1.92302E-5,0.03488931,4.547502E-4,0.007559176,0.01975582,9.519053E-4,8.062953E-4,0.0306866,0.001029466,0.003833861,3.904732E-4,3.33465E-6,7.547847E-6,0.0260023,0.004290278,0.002849232,0.003454152,3.295894E-4,7.375157E-4,1.868832E-4,5.313834E-4,5.644172E-4,0.001317918,6.957891E-4,0.003484951,0.001684102,0.006518993,0.001147204,1.720167E-4,8.445855,7.876902E-5,480052.2,-0.004287107,-3.352364E-4,0.001605445,-0.002061733,2.756285E-4,-0.00328383,-8.983093E-4,-0.001852705,-2.279095E-4,-0.001260541,480056.9,-0.00428783,-3.350637E-4,0.001606011,-0.002062005,2.759143E-4,-0.003284131,-8.982486E-4,-0.00185285,-2.275106E-4,-0.001260452
0.06412633,6.764945E-5,6.283185,3.141593,6.283185,951.9247,0.2353964,-6.869098E8,1304.931,1.76875E8,1304.931,0.9999994,0.8413119,1.695861E-5,0.03652666,3.968313E-4,0.00759406,0.02079266,0.001040249,8.111843E-4,0.03093417,0.001146679,0.004106022,3.816808E-4,2.581579E-6,5.896907E-6,0.02636482,0.003970491,0.002878112,0.0035601,3.721453E-4,7.822546E-4,2.144533E-4,5.052017E-4,5.711371E-4,0.001327306,6.607236E-4,0.002895365,0.001625622,0.006479606,9.773993E-4,1.077849E-4,8.428558,7.871315E-5,479069.2,-0.004054858,-3.786923E-4,0.001713223,-0.002242622,1.843669E-4,-0.003087508,-8.885435E-4,-0.001619542,1.446963E-4,-0.001134305,479073.8,-0.004055613,-3.785266E-4,0.001713836,-0.002242918,1.846809E-4,-0.003087798,-8.884786E-4,-0.001619687,1.451284E-4,-0.001134205
0.06600753,6.962553E-5,6.283185,3.141593,6.283185,952.046,0.2353964,-6.53604E8,1304.639,1.768236E8,1304.639,0.9999994,0.84084,1.658823E-5,0.03681823,3.873931E-4,0.007598995,0.02097856,0.001056541,8.118546E-4,0.03097124,0.001168591,0.004153858,3.799786E-4,2.465013E-6,5.639169E-6,0.02642238,0.003909945,0.002881974,0.003578553,3.800669E-4,7.903502E-4,2.197485E-4,5.002011E-4,5.717372E-4,0.001328551,6.541828E-4,0.002795753,0.001614348,0.006472703,9.487526E-4,9.866816E-5,8.425596,7.870312E-5,478900.9,-0.004013177,-3.859636E-4,0.001732305,-0.002273954,1.658799E-4,-0.003045804,-8.866528E-4,-0.001637673,1.995847E-4,-0.001116251,478905.7,-0.004013894,-3.857824E-4,0.001732955,-0.002274268,1.661803E-4,-0.003046116,-8.865864E-4,-0.001637833,2.000191E-4,-0.001116166
0.06760199,7.13002E-5,6.283185,3.141593,6.283185,952.1466,0.2353964,-6.274402E8,1304.401,1.767817E8,1304.401,0.9999994,0.8404519,1.628763E-5,0.0370595,3.797504E-4,0.007602798,0.02113268,0.001070154,8.123643E-4,0.03100034,0.001186965,0.004193229,3.785395E-4,2.372279E-6,5.433655E-6,0.02646839,0.00385912,0.002884867,0.003593719,3.866996E-4,7.970788E-4,2.242226E-4,4.959885E-4,5.720947E-4,0.001329482,6.48706E-4,0.002714613,0.001604831,0.006467015,9.254107E-4,9.159646E-5,8.423172,7.86948E-5,478763.1,-0.003992998,-3.918573E-4,0.00174812,-0.002299634,1.476652E-4,-0.003009784,-8.848201E-4,-0.00165272,2.424472E-4,-0.001097675,478768.0,-0.003993698,-3.916684E-4,0.001748792,-0.002299959,1.479604E-4,-0.003010106,-8.847528E-4,-0.001652885,2.428843E-4,-0.001097597
0.0690845,7.285715E-5,6.283185,3.141593,6.283185,952.2384,0.2353964,-6.035746E8,1304.188,1.767442E8,1304.188,0.9999994,0.8401003,1.602354E-5,0.03727921,3.729148E-4,0.007606045,0.02127324,0.001082655,8.127931E-4,0.03102563,0.001203888,0.004228897,3.772051E-4,2.290578E-6,5.252249E-6,0.02650898,0.003812292,0.00288726,0.00360745,3.92801E-4,8.03229E-4,2.283711E-4,4.920942E-4,5.723103E-4,0.001330251,6.436686E-4,0.002641757,0.001596018,0.006461856,9.044419E-4,8.55147E-5,8.420985,7.868722E-5,478638.8,-0.003919969,-3.971824E-4,0.001762494,-0.002322814,1.332549E-4,-0.002975805,-8.832176E-4,-0.001663007,2.794827E-4,-0.001080615,478643.7,-0.003920664,-3.969911E-4,0.001763178,-0.002323146,1.335503E-4,-0.002976129,-8.831498E-4,-0.001663174,2.799226E-4,-0.001080539
0.07920227,8.347907E-5,6.283185,3.141593,6.283185,952.8231,0.2353964,-4.736101E8,1302.908,1.765189E8,1302.908,0.9999994,0.8379098,1.443931E-5,0.03867304,3.323655E-4,0.007621997,0.02216985,0.001164336,8.147452E-4,0.03115971,0.001315512,0.004450112,3.682217E-4,1.828329E-6,4.219433E-6,0.02673733,0.003504779,0.002897003,0.003692727,4.328466E-4,8.427489E-4,2.563913E-4,4.6615E-4,5.712329E-4,0.001333366,6.106573E-4,0.002203023,0.001536985,0.00642955,7.777272E-4,5.402006E-5,8.407554,7.863893E-5,477875.5,-0.003760387,-4.286474E-4,0.001852873,-0.002464772,3.241523E-5,-0.002735981,-8.735986E-4,-0.001755527,4.720336E-4,-9.710369E-4,477880.3,-0.003761107,-4.284646E-4,0.0018536,-0.002465118,3.273456E-5,-0.002736285,-8.735287E-4,-0.00175569,4.724886E-4,-9.709531E-4
0.08115108,8.552426E-5,6.283185,3.141593,6.283185,952.928,0.2353964,-4.525576E8,1302.691,1.764807E8,1302.691,0.9999994,0.8375248,1.41744E-5,0.03892262,3.255996E-4,0.007624039,0.02233122,0.001179401,8.149568E-4,0.03117903,0.001336275,0.004488617,3.66521E-4,1.754946E-6,4.054401E-6,0.0267728,0.003448124,0.002897743,0.003707647,4.402557E-4,8.499137E-4,2.617293E-4,4.612884E-4,5.705956E-4,0.001333596,6.045647E-4,0.00212887,0.00152587,0.006423844,7.561898E-4,4.953223E-5,8.405229,7.863027E-5,477743.4,-0.003711236,-4.33963E-4,0.001868809,-0.002489157,1.442597E-5,-0.002686328,-8.720442E-4,-0.001771743,4.991307E-4,-9.512246E-4,477748.4,-0.003711911,-4.337624E-4,0.001869573,-0.002489525,1.472899E-5,-0.002686649,-8.71973E-4,-0.001771918,4.995862E-4,-9.511549E-4
0.08271835,8.716888E-5,6.283185,3.141593,6.283185,953.0107,0.2353964,-4.378664E8,1302.522,1.76451E8,1302.522,0.9999994,0.8372228,1.396978E-5,0.03911937,3.203288E-4,0.007625479,0.02245862,0.001191373,8.150943E-4,0.03119329,0.00135281,0.004518693,3.651609E-4,1.698999E-6,3.92836E-6,0.02679958,0.003403189,0.002898104,0.003719329,4.46146E-4,8.555807E-4,2.660087E-4,4.574115E-4,5.699976E-4,0.001333706,5.997248E-4,0.002071377,0.001516997,0.006419363,7.394567E-4,4.621199E-5,8.403412,7.862345E-5,477640.2,-0.003682969,-4.380245E-4,0.001881363,-0.002508136,-2.565619E-6,-0.002646151,-8.708695E-4,-0.00178456,5.190178E-4,-9.355773E-4,477645.2,-0.00368364,-4.378223E-4,0.001882138,-0.002508508,-2.262876E-6,-0.002646471,-8.707978E-4,-0.001784737,5.194742E-4,-9.35509E-4
