Reaction,Normalized Sensitivity
H+C3H6<=>CH3+C2H4, 0.3457936
H+IC4H8=>H2+IC4H7, -0.1189397
H+CH4<=>H2+CH3, 0.08805216
H2+IC4H7=>H+IC4H8, 0.06356862
H+IC4H8<=>CH3+C3H6, 0.06025691
H+C3H6<=>H2+C3H5-A, -0.04571173
IC4H8<=>H+IC4H7, 0.04042581
IC4H9<=>CH3+C3H6, 0.03888199
H+C2H4<=>H2+C2H3, 0.0363331
CH3+C3H4-A<=>IC4H7, -0.03398218
1.00H+1.00IC8H16=>1.00H2+0.500C3H4-A+0.500IC4H8+0.500IC4H7+0.500NEOC5H11, -0.02954328
H+C4H6<=>C2H4+C2H3, 0.02565728
