Reaction,Normalized Sensitivity
H+C7H8<=>CH3+C6H6, 0.2708123
H+C2H2(+M)<=>C2H3(+M), -0.1547909
H+C4H6=>H2+C4H5, 0.1321098
H+C5H6=>H2+C5H5, -0.09083333
C2H2+C4H5<=>H+C6H6, 0.08993503
C2H2+C4H6=>CYC6H8, 0.07388611
CH3+C3H3<=>C4H6, 0.07323542
H+C4H4<=>C4H5, -0.07309242
H2+C5H5=>H+C5H6, 0.06168368
2CH3(+M)<=>C2H6(+M), 0.06011267
H+CH4<=>H2+CH3, 0.05923427
H+C2H4(+M)<=>C2H5(+M), -0.05428001
