Reaction,Normalized Sensitivity
C2H4+C6H5<=>H+C6H5C2H3, 0.5686266
C6H5C2H5<=>CH3+C7H7, 0.2779113
C7H8(+M)<=>H+C7H7(+M), -0.2550948
H+C6H5C2H3<=>C2H3+C6H6, 0.1974553
H+C2H4<=>H2+C2H3, 0.07856601
H+C6H5C2H3=>H2+C6H5C2H2, -0.07094103
H+C6H5C2H5=>H2+C6H5CHCH3, -0.03932391
H+C2H2(+M)<=>C2H3(+M), -0.03550235
C6H5C2H4C6H5<=>2C7H7, -0.0269197
H+C4H6<=>C2H4+C2H3, -0.02429005
H+C7H8<=>CH3+C6H6, 0.02393878
C7H8+C7H7<=>H+C6H5C2H4C6H5, -0.02267652
