Reaction,Normalized Sensitivity
H+C7H8<=>CH3+C6H6, 0.2538506
H+C6H5C2H3=>H2+C6H5C2H2, -0.1253491
C2H4+C6H5<=>H+C6H5C2H3, 0.1213254
H2+C6H5=>H+C6H6, 0.04167191
H+C6H5C2H3<=>C2H3+C6H6, 0.02905877
H+C6H6=>H2+C6H5, -0.02652624
C7H8(+M)<=>H+C7H7(+M), -0.02036164
C2H2+C6H5<=>C6H5C2H2, 0.01832988
H+C2H2(+M)<=>C2H3(+M), -0.01829193
H+C6H5C2H<=>C6H5C2H2, -0.01650478
C6H5C2H5<=>CH3+C7H7, 0.01526063
H+C6H5C2H5=>H2+C6H5CHCH3, -0.01148679
