Reaction,Normalized Sensitivity
H+CH4<=>H2+CH3, 0.2581396
IC12H26=>TC4H9+IC8H17, 0.1228732
H+C3H6<=>CH3+C2H4, 0.1164523
H+NC10H20=>H2+NC10H19, -0.07395559
H+IC8H16=>IC8H17, 0.06992373
2CH3(+M)<=>C2H6(+M), -0.06805748
H+IC12H26=>H2+IC12H25, -0.06206791
IC8H16<=>TC4H9+IC4H7, 0.05914869
1.00IC8H17=>1.00CH3+0.250IC4H8+0.750IC8H16, 0.05598558
IC4H9<=>TC4H9, 0.05425487
1.00H+1.00IC8H16=>1.00H2+0.500C3H4-A+0.500IC4H8+0.500IC4H7+0.500NEOC5H11, -0.05216463
H2+IC4H7=>H+IC4H8, 0.05004177
