Reaction,Normalized Sensitivity
H+CH4<=>H2+CH3, -0.206777
H+C3H6<=>CH3+C2H4, 0.05162668
2CH3(+M)<=>C2H6(+M), 0.04193371
H+C2H6<=>H2+C2H5, 0.03400015
H+C3H4-P<=>CH3+C2H2, 0.032151
IC4H9<=>CH3+C3H6, 0.03218789
H+C2H4<=>H2+C2H3, -0.03099446
H+C4H6=>H2+C4H5, -0.02809364
IC8H16<=>TC4H9+IC4H7, 0.02455917
H+C2H4(+M)<=>C2H5(+M), 0.02339287
H+C3H6<=>H2+C3H5-A, -0.02097051
H+IC4H8<=>TC4H9, -0.01986641
