Reaction,Normalized Sensitivity
H+C6H5C2H3<=>C2H3+C6H6, 0.1926153
H+C2H2(+M)<=>C2H3(+M), 0.1484325
H+C6H5C2H3=>H2+C6H5C2H2, -0.1359246
C2H2+C6H5<=>C6H5C2H2, 0.09855642
C2H4+M<=>H2+C2H2+M, 0.09176718
H+C6H5C2H<=>C6H5C2H2, -0.0869331
H+C7H8<=>CH3+C6H6, 0.07727316
H+C6H5C2H=>H2+C6H4C2H, -0.07264146
C2H2+C6H5<=>H+C6H5C2H, 0.0625348
H+C2H4<=>H2+C2H3, -0.0517293
H2+C6H5=>H+C6H6, 0.04137806
C2H2+C6H5<=>C6H4C2H3, 0.03709512
