Reaction,Normalized Sensitivity
H+CH4<=>H2+CH3, 0.1654236
H+C2H4(+M)<=>C2H5(+M), -0.07222687
2CH3<=>H+C2H5, 0.07193662
H+C4H8-1<=>CH3+C3H6, 0.03998775
H+C2H2(+M)<=>C2H3(+M), -0.03647628
H+C4H8-1=>H2+C4H71-3, -0.03518648
H+C4H8-1<=>C2H5+C2H4, -0.02888296
CH3+C3H3<=>C4H6, 0.02349878
H+NC10H20=>H2+NC10H19, -0.02254573
H+C3H4-P<=>CH3+C2H2, 0.02075399
H+C4H6=>H2+C4H5, -0.02037386
NC7H15<=>NC3H7+C4H8-1, 0.01996181
