Reaction,Normalized Sensitivity
C2H4+C6H5<=>H+C6H5C2H3, 0.2414771
H+C6H5C2H3=>H2+C6H5C2H2, -0.16995
H+C2H2(+M)<=>C2H3(+M), -0.06350734
C6H5C2H5<=>CH3+C7H7, -0.05498106
C2H4+M<=>H2+C2H2+M, -0.0406477
H+C2H4<=>H2+C2H3, 0.03112108
C7H8(+M)<=>H+C7H7(+M), -0.0279752
H+C6H5C2H5=>H2+C6H5CHCH3, 0.02739025
H+C7H8<=>CH3+C6H6, -0.02132327
C6H5C2H5<=>H2+C6H5C2H3, 0.02069006
H2+C6H5=>H+C6H6, 0.01983133
H+C6H5C2H5=>H2+C6H5C2H4, 0.01884641
