Reaction,Normalized Sensitivity
H+C3H6<=>CH3+C2H4, -1.122595
H+CH4<=>H2+CH3, -0.3927491
H+IC4H8=>H2+IC4H7, 0.2039722
H+IC4H8<=>CH3+C3H6, 0.113662
2CH3(+M)<=>C2H6(+M), 0.1060333
H2+IC4H7=>H+IC4H8, -0.1003501
H+C3H6<=>H2+C3H5-A, 0.0958546
IC4H8<=>H+IC4H7, -0.05489584
C3H3+IC4H7=>C3H6+C4H4, 0.05221707
H+C4H8-1<=>CH3+C3H6, 0.03671161
H+C2H4(+M)<=>C2H5(+M), 0.03591908
1.00IC8H17=>1.00CH3+0.250IC4H8+0.750IC8H16, -0.03571813
