Reaction,Normalized Sensitivity
H+C3H4-P<=>CH3+C2H2, -0.2023278
H+C7H8<=>CH3+C6H6, 0.1573818
H2+C6H5=>H+C6H6, 0.07148167
H+C6H6=>H2+C6H5, -0.06396537
H+C3H4-P<=>H2+C3H3, 0.06131322
H+C3H4-A<=>H2+C3H3, 0.06033023
2C3H3<=>C6H6, 0.05696081
H+C2H2(+M)<=>C2H3(+M), -0.05261142
H+C3H6<=>CH3+C2H4, -0.04709104
H+C4H6=>H2+C4H5, 0.03969822
C3H3+C7H7=>C10H10, -0.03824386
H+C3H6<=>H2+C3H5-A, 0.03612484
