Reaction,Normalized Sensitivity
H+CH4<=>H2+CH3, 0.3085133
H+C3H6<=>CH3+C2H4, 0.2288088
2CH3(+M)<=>C2H6(+M), -0.1027319
H+IC4H8<=>CH3+C3H6, 0.07875388
H+IC4H8=>H2+IC4H7, -0.07034196
IC4H8<=>H+IC4H7, 0.05132424
H+C3H6<=>H2+C3H5-A, -0.04337802
H+C3H4-P<=>CH3+C2H2, 0.03963902
H2+IC4H7=>H+IC4H8, 0.03756699
C3H3+IC4H7=>C3H6+C4H4, -0.02933076
H+C2H4(+M)<=>C2H5(+M), -0.02485498
H+C4H8-1=>H2+C4H71-3, -0.02289938
