Reaction,Normalized Sensitivity
H+C2H6<=>H2+C2H5, 0.4862268
H+C2H4(+M)<=>C2H5(+M), -0.2702391
2CH3(+M)<=>C2H6(+M), 0.1313317
H+CH4<=>H2+CH3, -0.1069242
H+C3H6<=>CH3+C2H4, 0.06259642
H+NC10H20=>H2+NC10H19, -0.0523317
H+C4H8-1<=>C2H5+C2H4, 0.04611519
C3H8(+M)<=>CH3+C2H5(+M), -0.03936131
H+C4H8-1<=>CH3+C3H6, -0.03730981
NC7H15<=>C2H5+NC5H10, 0.035011
H+NC5H10=>H2+NC5H9-3, -0.03168296
CH3+C2H6<=>CH4+C2H5, -0.03137119
