Reaction,Normalized Sensitivity
H+C7H8<=>CH3+C6H6, -1.065487
H+C6H5C2H3=>H2+C6H5C2H2, 0.14628
C2H4+C6H5<=>H+C6H5C2H3, -0.1256658
H+C6H5C2H=>H2+C6H4C2H, -0.112328
C7H8(+M)<=>H+C7H7(+M), 0.1001027
H+C2H2(+M)<=>C2H3(+M), 0.07852415
H+C6H5C2H3<=>C2H3+C6H6, 0.05427258
C6H5C2H5<=>CH3+C7H7, -0.04182803
H+C7H7<=>CH3+C6H5, -0.04185649
H+C2H4<=>H2+C2H3, -0.03874351
C2H4+M<=>H2+C2H2+M, 0.03385766
C7H8(+M)<=>CH3+C6H5(+M), -0.03266788
