Reaction,Normalized Sensitivity
H+CH4<=>H2+CH3, 0.3045994
H+C3H6<=>CH3+C2H4, 0.2610717
H+C2H4(+M)<=>C2H5(+M), -0.08275942
H+NC10H20=>H2+NC10H19, -0.07426934
2CH3(+M)<=>C2H6(+M), -0.06252511
H+C4H8-1<=>CH3+C3H6, 0.06186866
NC7H15<=>C3H6+PC4H9, -0.06119679
NC7H15<=>NC3H7+C4H8-1, 0.0587182
2CH3<=>H+C2H5, 0.05363152
H+C4H8-1<=>C2H5+C2H4, -0.04677534
H+C4H8-1=>H2+C4H71-3, -0.04616606
CH3+C3H5-A(+M)<=>C4H8-1(+M), -0.0426937
