Reaction,Normalized Sensitivity
H+C3H6<=>CH3+C2H4, 0.3895298
H+CH4<=>H2+CH3, 0.1039904
H+IC4H8=>H2+IC4H7, -0.1036885
H+C3H6<=>H2+C3H5-A, -0.05856374
H2+IC4H7=>H+IC4H8, 0.05006988
H+IC4H8<=>CH3+C3H6, 0.04836654
IC4H9<=>CH3+C3H6, 0.04708667
H+IC8H18=>H2+IC8H17, -0.0386908
H+C2H4<=>H2+C2H3, 0.02947202
IC4H8<=>H+IC4H7, 0.02608379
H+IC4H8<=>TC4H9, -0.02568459
H+C4H6<=>C2H4+C2H3, 0.02321099
