Reaction,Normalized Sensitivity
H+CH4<=>H2+CH3, -0.07194344
H+C2H4(+M)<=>C2H5(+M), 0.03746398
2CH3<=>H+C2H5, -0.03568519
H+C2H4<=>H2+C2H3, -0.02604655
H+C4H6=>H2+C4H5, -0.02421792
CH3+C3H3<=>C4H6, -0.01882468
H+C5H6=>H2+C5H5, 0.01786067
H+C3H6<=>CH3+C2H4, 0.01627277
H+C4H8-1<=>C2H5+C2H4, 0.01624258
H+C4H8-1<=>CH3+C3H6, -0.01491779
H+C2H2(+M)<=>C2H3(+M), 0.01377249
H+C4H8-1=>H2+C4H71-3, 0.01322816
