Reaction,Normalized Sensitivity
H+C3H6<=>CH3+C2H4, -0.1727686
IC12H26=>TC4H9+IC8H17, 0.1129053
H+IC8H16=>IC8H17, 0.1026846
IC4H9<=>TC4H9, 0.07333223
H+IC4H8<=>CH3+C3H6, 0.0700872
IC8H16<=>TC4H9+IC4H7, 0.0605346
1.00IC8H17=>1.00CH3+0.250IC4H8+0.750IC8H16, -0.04801589
H+CH4<=>H2+CH3, 0.04467197
IC4H9<=>CH3+C3H6, 0.03794765
H+C4H8-1<=>CH3+C3H6, 0.03241909
IC8H17=>IC4H9+IC4H8, 0.03160992
H+IC8H16=>H2+CH3+DIMEPTD, -0.03056571
