Distance (cm),Plug_flow_residence_time (sec),Internal_surface_area_per_unit_distance (cm),Cross-section_area (cm2),External_surface_area_per_unit_distance (cm),Velocity (cm/sec),Exit_mass_flow_rate (g/sec),Volumetric_heat_production_rate (erg/cm3-sec),Surface_temperature (K),Heat_loss_rate (erg/cm-sec),Temperature (K),Pressure (atm),Mole_fraction_H2 (),Mole_fraction_CH4 (),Mole_fraction_C2H6 (),Mole_fraction_C2H4 (),Mole_fraction_C3H6 (),Mole_fraction_C4H8-1 (),Mole_fraction_C4H6 (),Mole_fraction_NC12H26 (),Mole_fraction_NC16H34 (),Mole_fraction_NC10H20 (),Molecular_weight (g/mole),Mass_density (g/cm3),Unburned_hydrocarbons (ppm),UHC_Sens_GasRxn#32 (),UHC_Sens_GasRxn#167 (),UHC_Sens_GasRxn#11427 (),UHC_Sens_GasRxn#11449 (),UHC_Sens_GasRxn#11450 (),UHC_Sens_GasRxn#11452 (),UHC_Sens_GasRxn#11453 (),UHC_Sens_GasRxn#11692 (),UHC_Sens_GasRxn#11743 (),UHC_Sens_GasRxn#11794 (),Volatile_organic_compounds (ppm),VOC_Sens_GasRxn#32 (),VOC_Sens_GasRxn#167 (),VOC_Sens_GasRxn#11427 (),VOC_Sens_GasRxn#11449 (),VOC_Sens_GasRxn#11450 (),VOC_Sens_GasRxn#11452 (),VOC_Sens_GasRxn#11453 (),VOC_Sens_GasRxn#11692 (),VOC_Sens_GasRxn#11743 (),VOC_Sens_GasRxn#11794 ()
16.8,0.02445932,6.283185,3.141593,6.283185,637.4284,0.2365667,-181824.8,912.976,1.078881E8,912.976,1.000009,0.8907493,0.01090639,0.005183968,0.03106077,0.01558912,0.004301428,0.005330444,0.006056027,0.002955374,0.0121978,8.850039,1.181331E-4,502036.1,-0.002349418,-9.04859E-4,-0.001029854,-0.005944001,-0.001328567,0.002469458,-0.002469312,0.001325448,-0.001900753,-0.001515385,502054.0,-0.002349932,-9.050836E-4,-0.001030187,-0.005945486,-0.001328462,0.002470681,-0.002470535,0.001327483,-0.001900592,-0.001515224
17.0,0.02477335,6.283185,3.141593,6.283185,636.3148,0.2365667,-171078.2,911.3739,1.076061E8,911.3739,1.000009,0.8907394,0.01090912,0.005185827,0.03106444,0.01559176,0.004301662,0.00533096,0.006055324,0.002954912,0.01219581,8.84997,1.183398E-4,502032.1,-0.002348361,-9.037331E-4,-0.001029539,-0.005943301,-0.00132873,0.002469406,-0.00246926,0.001325108,-0.001900866,-0.001515164,502050.1,-0.002348877,-9.039631E-4,-0.001029874,-0.005944797,-0.001328626,0.002470633,-0.002470487,0.001327142,-0.00190071,-0.001515006
17.2,0.02508794,6.283185,3.141593,6.283185,635.2036,0.2365667,-161055.4,909.7757,1.073248E8,909.7757,1.000009,0.8907299,0.01091172,0.005187607,0.03106792,0.01559427,0.004301885,0.005331448,0.006054653,0.002954472,0.01219392,8.849904,1.185468E-4,502028.4,-0.00234734,-9.026552E-4,-0.001029238,-0.005942624,-0.001328891,0.002469363,-0.002469217,0.001324776,-0.001900977,-0.001514953,502046.4,-0.002347858,-9.028906E-4,-0.001029575,-0.005944132,-0.001328787,0.002470594,-0.002470448,0.001326808,-0.001900826,-0.001514799
17.4,0.02540307,6.283185,3.141593,6.283185,634.0948,0.2365667,-151709.4,908.1812,1.070442E8,908.1812,1.000009,0.8907208,0.0109142,0.005189311,0.03107123,0.01559667,0.004302096,0.005331909,0.006054015,0.002954053,0.01219211,8.849841,1.187541E-4,502024.9,-0.002346354,-9.016227E-4,-0.001028951,-0.005941971,-0.001329047,0.002469328,-0.002469181,0.001324451,-0.001901086,-0.001514754,502043.0,-0.002346874,-9.018631E-4,-0.00102929,-0.00594349,-0.001328944,0.002470563,-0.002470416,0.001326482,-0.00190094,-0.001514603
17.6,0.02571876,6.283185,3.141593,6.283185,632.9885,0.2365667,-143021.5,906.5906,1.067642E8,906.5906,1.000009,0.8907122,0.01091656,0.005190944,0.03107437,0.01559895,0.004302297,0.005332345,0.006053406,0.002953653,0.0121904,8.849781,1.189617E-4,502021.5,-0.0023454,-9.006329E-4,-0.001028675,-0.005941338,-0.001329202,0.0024693,-0.002469154,0.001324133,-0.001901192,-0.001514565,502039.7,-0.002345922,-9.008777E-4,-0.001029016,-0.005942866,-0.001329099,0.002470538,-0.002470391,0.001326164,-0.00190105,-0.001514417
17.8,0.026035,6.283185,3.141593,6.283185,631.8845,0.2365667,-134915.2,905.0037,1.064849E8,905.0037,1.000009,0.890704,0.01091882,0.00519251,0.03107735,0.01560113,0.004302487,0.005332757,0.006052825,0.002953272,0.01218876,8.849725,1.191695E-4,502018.3,-0.002344477,-8.996837E-4,-0.001028411,-0.005940725,-0.001329355,0.00246928,-0.002469133,0.001323823,-0.001901297,-0.001514386,502036.6,-0.002345,-8.99932E-4,-0.001028753,-0.005942261,-0.001329252,0.00247052,-0.002470373,0.001325853,-0.001901159,-0.001514241
18.0,0.02635179,6.283185,3.141593,6.283185,630.7829,0.2365667,-127291.7,903.4205,1.062063E8,903.4205,1.000009,0.8906961,0.01092098,0.005194012,0.03108019,0.01560321,0.004302668,0.005333148,0.00605227,0.002952908,0.01218719,8.84967,1.193777E-4,502015.3,-0.002343583,-8.987729E-4,-0.001028158,-0.005940131,-0.001329506,0.002469266,-0.002469119,0.00132352,-0.001901401,-0.001514218,502033.7,-0.002344108,-8.990238E-4,-0.0010285,-0.005941671,-0.001329404,0.002470508,-0.002470361,0.001325549,-0.001901265,-0.001514075
18.2,0.02666913,6.283185,3.141593,6.283185,629.6836,0.2365667,-120089.8,901.841,1.059283E8,901.841,1.000009,0.8906886,0.01092304,0.005195455,0.0310829,0.01560519,0.00430284,0.005333519,0.006051739,0.00295256,0.0121857,8.849619,1.195861E-4,502012.4,-0.002342717,-8.978984E-4,-0.001027915,-0.005939552,-0.001329656,0.002469259,-0.002469112,0.001323223,-0.001901503,-0.001514059,502030.9,-0.002343242,-8.981504E-4,-0.001028259,-0.005941095,-0.001329554,0.002470502,-0.002470355,0.001325253,-0.001901368,-0.001513917
18.4,0.02698703,6.283185,3.141593,6.283185,628.5868,0.2365667,-114461.3,900.2651,1.056509E8,900.2651,1.000009,0.8906814,0.01092502,0.005196841,0.03108547,0.01560709,0.004303004,0.005333869,0.006051232,0.002952227,0.01218427,8.84957,1.197947E-4,502009.6,-0.002341876,-8.97059E-4,-0.001027683,-0.00593899,-0.001329804,0.002469258,-0.00246911,0.001322934,-0.001901605,-0.001513909,502028.2,-0.002342401,-8.973113E-4,-0.001028027,-0.005940533,-0.001329702,0.002470501,-0.002470354,0.001324963,-0.00190147,-0.001513767
18.6,0.02730548,6.283185,3.141593,6.283185,627.4923,0.2365667,-108227.7,898.6929,1.053742E8,898.6929,1.000009,0.8906745,0.01092691,0.005198173,0.03108793,0.0156089,0.00430316,0.005334203,0.006050747,0.002951909,0.01218291,8.849523,1.200037E-4,502007.0,-0.002341059,-8.962531E-4,-0.001027461,-0.005938442,-0.001329952,0.002469262,-0.002469114,0.001322652,-0.001901705,-0.001513768,502025.7,-0.002341584,-8.965055E-4,-0.001027804,-0.005939985,-0.001329849,0.002470505,-0.002470358,0.001324682,-0.00190157,-0.001513625
18.8,0.02762449,6.283185,3.141593,6.283185,626.4002,0.2365667,-101026.1,897.1243,1.050981E8,897.1243,1.000009,0.8906679,0.01092872,0.005199455,0.03109027,0.01561063,0.004303309,0.005334519,0.006050282,0.002951605,0.01218161,8.849478,1.202129E-4,502004.5,-0.002340264,-8.955565E-4,-0.001027247,-0.005937907,-0.001330098,0.002469271,-0.002469123,0.001322377,-0.001901804,-0.001513634,502023.3,-0.002340789,-8.958087E-4,-0.00102759,-0.005939449,-0.001329995,0.002470514,-0.002470366,0.001324407,-0.001901669,-0.001513491
19.0,0.02794405,6.283185,3.141593,6.283185,625.3105,0.2365667,-93854.02,895.5595,1.048227E8,895.5595,1.00001,0.8906618,0.01093043,0.005200668,0.03109246,0.01561226,0.004303451,0.005334819,0.006049845,0.002951318,0.01218038,8.849436,1.204224E-4,502002.1,-0.002339506,-8.948207E-4,-0.001027045,-0.00593741,-0.001330235,0.002469286,-0.002469138,0.001322118,-0.001901894,-0.001513502,502021.0,-0.002340031,-8.950736E-4,-0.001027388,-0.005938953,-0.001330133,0.00247053,-0.002470382,0.001324148,-0.001901759,-0.001513361
19.2,0.02826418,6.283185,3.141593,6.283185,624.2231,0.2365667,-88459.38,893.9984,1.045479E8,893.9984,1.00001,0.890656,0.01093202,0.005201793,0.03109446,0.01561379,0.004303584,0.005335099,0.006049439,0.002951051,0.01217924,8.849397,1.206321E-4,501999.9,-0.00233879,-8.941304E-4,-0.001026852,-0.005936929,-0.001330341,0.002469293,-0.002469145,0.001321866,-0.001901963,-0.001513362,502018.8,-0.002339315,-8.943832E-4,-0.001027195,-0.005938472,-0.001330239,0.002470537,-0.002470389,0.001323896,-0.001901828,-0.00151322
19.4,0.02858506,6.283185,3.141593,6.283185,623.1389,0.2365672,-83285.84,892.4421,1.04274E8,892.4421,1.00001,0.8906507,0.01093349,0.005202846,0.03109632,0.0156152,0.004303707,0.005335358,0.006049061,0.002950803,0.01217819,8.849362,1.20842E-4,501997.9,-0.002338127,-8.946841E-4,-0.001026674,-0.005936504,-0.001330447,0.002469313,-0.002469164,0.001321616,-0.001902026,-0.001513227,502016.7,-0.002338652,-8.949369E-4,-0.001027018,-0.005938047,-0.001330344,0.002470557,-0.002470408,0.001323646,-0.001901891,-0.001513085
19.6,0.0289067,6.283185,3.141593,6.283185,622.0579,0.2365683,-78312.45,890.8905,1.040009E8,890.8905,1.00001,0.8906457,0.01093487,0.005203836,0.03109805,0.01561653,0.004303822,0.005335597,0.006048707,0.002950571,0.0121772,8.849328,1.21052E-4,501996.0,-0.002337494,-8.940302E-4,-0.001026507,-0.005936098,-0.001330548,0.002469335,-0.002469186,0.001321377,-0.001902085,-0.001513099,502014.8,-0.002338019,-8.94283E-4,-0.00102685,-0.005937641,-0.001330445,0.002470579,-0.00247043,0.001323407,-0.001901951,-0.001512957
19.8,0.02922881,6.283185,3.141593,6.283185,620.9788,0.2365691,-73726.36,889.342,1.037284E8,889.342,1.00001,0.8906409,0.0109362,0.005204789,0.0310997,0.0156178,0.004303932,0.005335825,0.006048368,0.002950349,0.01217626,8.849296,1.212624E-4,501994.2,-0.00233688,-8.934012E-4,-0.001026346,-0.005935706,-0.001330646,0.00246936,-0.002469211,0.001321144,-0.001902143,-0.001512976,502013.0,-0.002337405,-8.936539E-4,-0.001026689,-0.005937249,-0.001330543,0.002470604,-0.002470455,0.001323174,-0.001902008,-0.001512834
20.0,0.02955133,6.283185,3.141593,6.283185,619.9014,0.2365695,-69484.07,887.796,1.034562E8,887.796,1.00001,0.8906363,0.01093748,0.005205711,0.03110129,0.01561902,0.004304039,0.005336044,0.00604804,0.002950134,0.01217534,8.849266,1.214731E-4,501992.4,-0.002336282,-8.927924E-4,-0.001026191,-0.005935325,-0.001330741,0.002469386,-0.002469237,0.001320915,-0.001902198,-0.001512857,502011.3,-0.002336807,-8.930451E-4,-0.001026534,-0.005936867,-0.001330638,0.00247063,-0.002470481,0.001322945,-0.001902063,-0.001512715
