Distance (cm),Plug_flow_residence_time (sec),Internal_surface_area_per_unit_distance (cm),Cross-section_area (cm2),External_surface_area_per_unit_distance (cm),Velocity (cm/sec),Exit_mass_flow_rate (g/sec),Volumetric_heat_production_rate (erg/cm3-sec),Surface_temperature (K),Heat_loss_rate (erg/cm-sec),Temperature (K),Pressure (atm),Mole_fraction_H2 (),Mole_fraction_CH4 (),Mole_fraction_C2H6 (),Mole_fraction_C2H4 (),Mole_fraction_C3H6 (),Mole_fraction_C4H8-1 (),Mole_fraction_C4H6 (),Mole_fraction_NC12H26 (),Mole_fraction_NC16H34 (),Mole_fraction_NC10H20 (),Molecular_weight (g/mole),Mass_density (g/cm3),Unburned_hydrocarbons (ppm),UHC_Sens_GasRxn#32 (),UHC_Sens_GasRxn#167 (),UHC_Sens_GasRxn#11427 (),UHC_Sens_GasRxn#11449 (),UHC_Sens_GasRxn#11450 (),UHC_Sens_GasRxn#11452 (),UHC_Sens_GasRxn#11453 (),UHC_Sens_GasRxn#11692 (),UHC_Sens_GasRxn#11743 (),UHC_Sens_GasRxn#11794 (),Volatile_organic_compounds (ppm),VOC_Sens_GasRxn#32 (),VOC_Sens_GasRxn#167 (),VOC_Sens_GasRxn#11427 (),VOC_Sens_GasRxn#11449 (),VOC_Sens_GasRxn#11450 (),VOC_Sens_GasRxn#11452 (),VOC_Sens_GasRxn#11453 (),VOC_Sens_GasRxn#11692 (),VOC_Sens_GasRxn#11743 (),VOC_Sens_GasRxn#11794 ()
0.0,0.0,6.283185,3.141593,6.283185,753.9968,0.2365664,-2.861834E8,1151.892,0.0,1151.892,1.0,0.9514247,0.0,0.0,0.0,0.0,0.0,0.0,0.01104136,0.006644772,0.02680524,9.439816,9.986968E-5,535452.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535452.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.158407E-4,4.188925E-7,6.283185,3.141593,6.283185,753.9825,0.2365664,-5.073257E8,1151.857,1.499329E8,1151.857,1.0,0.9514141,5.322353E-8,7.296701E-8,3.044809E-6,2.185599E-6,9.498088E-7,5.922322E-8,0.01104054,0.006644051,0.02680246,9.43971,9.987157E-5,535446.9,4.778315E-7,1.691022E-6,7.773084E-6,4.945378E-5,4.010137E-7,-1.933379E-8,2.374479E-8,1.009297E-6,4.318928E-7,3.751375E-7,535446.9,4.778315E-7,1.691022E-6,7.773084E-6,4.945378E-5,4.010137E-7,-1.933379E-8,2.374479E-8,1.009297E-6,4.318928E-7,3.751375E-7
0.006797985,9.017965E-6,6.283185,3.141593,6.283185,753.6546,0.2365664,-9.952359E8,1150.647,1.4972E8,1150.647,1.0,0.9508651,4.531461E-5,2.874012E-5,2.663493E-4,1.326741E-4,4.776527E-5,2.756608E-5,0.01099461,0.006606436,0.0266627,9.433898,9.991503E-5,535117.2,6.230397E-4,6.994622E-4,4.45749E-4,-2.846855E-4,1.019161E-4,-2.127828E-4,2.156075E-4,4.282461E-4,-3.690433E-4,-4.427806E-4,535117.2,6.230397E-4,6.994622E-4,4.45749E-4,-2.846855E-4,1.019161E-4,-2.127828E-4,2.156075E-4,4.282461E-4,-3.690433E-4,-4.427806E-4
0.03376143,4.482069E-5,6.283185,3.141593,6.283185,752.6313,0.2365664,-9.418798E8,1144.481,1.486347E8,1144.481,1.0,0.9473224,5.041608E-4,2.521199E-4,0.002120943,0.001063707,3.912766E-4,3.204503E-4,0.01067818,0.006352688,0.02572841,9.396102,1.000509E-4,532973.3,-6.707125E-4,-7.722253E-4,-3.320758E-4,-0.001736416,-8.007749E-5,5.950855E-4,-5.9641E-4,3.399214E-4,-3.245406E-4,-3.2502E-4,532973.3,-6.707125E-4,-7.722253E-4,-3.320758E-4,-0.001736416,-8.007749E-5,5.950855E-4,-5.9641E-4,3.399214E-4,-3.245406E-4,-3.2502E-4
0.1408621,1.874087E-4,6.283185,3.141593,6.283185,749.7992,0.2365664,-5.039718E8,1127.592,1.45662E8,1127.592,1.0,0.9374745,0.00189109,9.049441E-4,0.007321126,0.003671268,0.001323064,0.001224912,0.009807051,0.005667066,0.0231589,9.292406,1.004288E-4,527091.4,-0.001684858,-0.001823807,-8.822144E-4,-0.004262793,-3.733686E-4,0.001737059,-0.001737462,9.130612E-4,-9.836928E-4,-9.444828E-4,527091.4,-0.001684858,-0.001823807,-8.822144E-4,-0.004262793,-3.733686E-4,0.001737059,-0.001737462,9.130612E-4,-9.836928E-4,-9.444828E-4
0.2,2.663456E-4,6.283185,3.141593,6.283185,748.5888,0.2365664,-3.975832E8,1121.255,1.445467E8,1121.255,1.0,0.9338703,0.002431307,0.001155991,0.009222516,0.004618745,0.001643702,0.001556706,0.009494454,0.005425511,0.02223625,9.255122,1.005912E-4,524976.6,-0.001904014,-0.002008009,-0.001001155,-0.004863874,-4.825875E-4,0.00201254,-0.002012749,0.00104145,-0.00116288,-0.00110081,524976.6,-0.001904014,-0.002008009,-0.001001155,-0.004863873,-4.825875E-4,0.00201254,-0.002012749,0.00104145,-0.001162879,-0.00110081
0.2679467,3.571877E-4,6.283185,3.141593,6.283185,747.3669,0.2365664,-3.184057E8,1115.319,1.435019E8,1115.319,1.0,0.9305557,0.002945488,0.001393432,0.01096895,0.005486209,0.001927729,0.001861598,0.009210014,0.005207878,0.02139694,9.221174,1.007556E-4,523051.6,-0.002056137,-0.002109877,-0.001085531,-0.005300269,-5.806683E-4,0.002212813,-0.002212895,0.001133229,-0.001304702,-0.001219634,523051.7,-0.002056134,-0.002109872,-0.001085529,-0.005300262,-5.806681E-4,0.00221281,-0.002212892,0.001133227,-0.001304699,-0.001219632
0.338498,4.516609E-4,6.283185,3.141593,6.283185,746.2316,0.2365664,-2.62508E8,1110.173,1.425961E8,1110.173,1.000001,0.9277388,0.003396296,0.001600548,0.01245084,0.006220171,0.002160475,0.002120411,0.008970606,0.005026349,0.02069097,9.19259,1.009089E-4,521430.8,-0.002155425,-0.002154684,-0.001140797,-0.005595849,-6.61087E-4,0.002348006,-0.002348011,0.001194378,-0.001410158,-0.001303966,521431.1,-0.002155417,-0.002154679,-0.001140796,-0.005595836,-6.610916E-4,0.002348012,-0.002348017,0.001194381,-0.00141016,-0.001303968
0.4,5.341284E-4,6.283185,3.141593,6.283185,745.3224,0.2365664,-2.26757E8,1106.285,1.419118E8,1106.285,1.000001,0.9256513,0.003738983,0.001757394,0.01354737,0.006762141,0.00232772,0.002311952,0.008794616,0.004893889,0.02017236,9.171571,1.01032E-4,520240.9,-0.002214383,-0.002167001,-0.001173452,-0.005776126,-7.18447E-4,0.002429776,-0.002429736,0.001231219,-0.001480402,-0.001357942,520242.1,-0.002214375,-0.002167009,-0.001173457,-0.005776122,-7.184606E-4,0.002429805,-0.002429766,0.001231231,-0.001480418,-0.001357954
0.4080413,5.449182E-4,6.283185,3.141593,6.283185,745.2074,0.2365664,-2.188431E8,1105.809,1.418281E8,1105.809,1.000001,0.9253992,0.003780843,0.001776517,0.01367996,0.006827605,0.002347867,0.002335008,0.008773552,0.004878093,0.02011023,9.169042,1.010476E-4,520103.2,-0.002220958,-0.002167691,-0.001177116,-0.005796846,-7.252367E-4,0.002438874,-0.00243882,0.001235503,-0.001488566,-0.001364112,520106.5,-0.002220972,-0.002167751,-0.001177141,-0.005796918,-7.252639E-4,0.002438955,-0.002438901,0.00123553,-0.001488616,-0.001364153
0.4085104,5.455478E-4,6.283185,3.141593,6.283185,745.2008,0.2365664,-2.296781E8,1105.781,1.418232E8,1105.781,1.000001,0.9253845,0.003783256,0.001777616,0.01368772,0.006831457,0.002349109,0.002336326,0.008772353,0.004877194,0.02010668,9.168893,1.010485E-4,520096.7,-0.002221376,-0.002167776,-0.001177357,-0.005798202,-7.256279E-4,0.002439426,-0.002439374,0.001235772,-0.001489059,-0.001364488,520100.7,-0.002221398,-0.002167852,-0.001177388,-0.005798302,-7.256582E-4,0.002439521,-0.00243947,0.001235803,-0.001489118,-0.001364537
0.4085962,5.456629E-4,6.283185,3.141593,6.283185,745.1994,0.2365664,-2.190355E8,1105.776,1.418223E8,1105.776,1.000001,0.9253819,0.003783697,0.001777816,0.01368909,0.006832137,0.002349319,0.002336566,0.008772139,0.004877034,0.02010605,9.168868,1.010487E-4,520095.3,-0.002221455,-0.002167797,-0.001177403,-0.005798461,-7.257007E-4,0.002439533,-0.002439476,0.001235822,-0.001489151,-0.001364559,520099.3,-0.002221478,-0.002167873,-0.001177435,-0.005798562,-7.257314E-4,0.002439629,-0.002439572,0.001235853,-0.001489211,-0.001364608
0.4088077,5.459467E-4,6.283185,3.141593,6.283185,745.1965,0.2365664,-2.286496E8,1105.764,1.418201E8,1105.764,1.000001,0.9253754,0.003784783,0.00177831,0.01369255,0.006833844,0.002349867,0.002337158,0.008771601,0.00487663,0.02010445,9.168802,1.010491E-4,520092.2,-0.002221638,-0.002167824,-0.001177509,-0.00579906,-7.258758E-4,0.00243977,-0.00243972,0.001235943,-0.001489366,-0.001364722,520096.5,-0.002221663,-0.002167906,-0.001177543,-0.00579917,-7.25908E-4,0.002439871,-0.002439821,0.001235975,-0.001489429,-0.001364775
0.4091495,5.464054E-4,6.283185,3.141593,6.283185,745.1915,0.2365664,-2.21918E8,1105.744,1.418166E8,1105.744,1.000001,0.925365,0.003786534,0.001779106,0.01369803,0.006836544,0.002350698,0.002338119,0.008770729,0.004875976,0.02010188,9.168698,1.010497E-4,520086.3,-0.002221909,-0.002167832,-0.001177668,-0.005799964,-7.261569E-4,0.002440136,-0.002440086,0.001236125,-0.0014897,-0.001364973,520090.7,-0.002221935,-0.002167916,-0.001177702,-0.005800075,-7.261907E-4,0.002440241,-0.002440191,0.001236159,-0.001489766,-0.001365027
0.4135822,5.52354E-4,6.283185,3.141593,6.283185,745.1285,0.2365664,-2.201114E8,1105.486,1.417712E8,1105.486,1.000001,0.9252287,0.00380916,0.001789419,0.01376951,0.006871921,0.002361499,0.002350585,0.008759339,0.00486744,0.0200683,9.167331,1.010583E-4,520011.1,-0.002225255,-0.002167817,-0.001179613,-0.005811138,-7.297453E-4,0.002444744,-0.002444693,0.001238297,-0.001493989,-0.001368178,520016.4,-0.002225269,-0.002167922,-0.001179652,-0.005811228,-7.297981E-4,0.002444884,-0.002444833,0.001238345,-0.001494079,-0.001368252
0.4291032,5.73187E-4,6.283185,3.141593,6.283185,744.9121,0.2365664,-2.136496E8,1104.597,1.416147E8,1104.597,1.000001,0.9247581,0.003887677,0.001825248,0.01401623,0.006993816,0.002398382,0.002393559,0.008719911,0.00483792,0.01995223,9.16262,1.010877E-4,519745.3,-0.002236742,-0.002167626,-0.001185794,-0.005846706,-7.42126E-4,0.002460388,-0.002460332,0.001244639,-0.001508586,-0.001379065,519751.7,-0.002236708,-0.00216774,-0.001185839,-0.005846715,-7.422173E-4,0.002460596,-0.002460541,0.001244717,-0.001508719,-0.001379172
0.4388282,5.862435E-4,6.283185,3.141593,6.283185,744.777,0.2365664,-2.182145E8,1104.05,1.415185E8,1104.05,1.000001,0.9244708,0.003935867,0.001847182,0.01416712,0.007068453,0.002421115,0.002419714,0.008696017,0.004820054,0.01988179,9.159745,1.01106E-4,519590.8,-0.002243871,-0.002167597,-0.001189603,-0.005868756,-7.497094E-4,0.002470027,-0.002469963,0.001248919,-0.00151759,-0.001385757,519600.4,-0.002243841,-0.002167764,-0.001189671,-0.005868833,-7.498281E-4,0.002470323,-0.002470258,0.001249023,-0.001517777,-0.001385909
0.4392533,5.868142E-4,6.283185,3.141593,6.283185,744.7709,0.2365664,-2.103118E8,1104.026,1.415143E8,1104.026,1.000001,0.9244586,0.003937951,0.001848127,0.0141736,0.007071659,0.002422119,0.002420826,0.008695019,0.004819307,0.01987882,9.159623,1.011068E-4,519584.9,-0.002244224,-0.002167651,-0.001189799,-0.005869874,-7.500381E-4,0.002470476,-0.00247041,0.001249142,-0.001517997,-0.001386063,519594.9,-0.002244199,-0.002167828,-0.00118987,-0.005869969,-7.501587E-4,0.002470783,-0.002470717,0.001249249,-0.001518191,-0.00138622
0.4393551,5.869509E-4,6.283185,3.141593,6.283185,744.7695,0.2365664,-2.094406E8,1104.02,1.415133E8,1104.02,1.000001,0.9244556,0.003938449,0.001848352,0.01417518,0.007072438,0.002422366,0.002421095,0.008694773,0.004819124,0.01987809,9.159593,1.01107E-4,519583.5,-0.002244303,-0.002167656,-0.001189843,-0.005870128,-7.501166E-4,0.002470579,-0.002470513,0.001249187,-0.001518095,-0.001386135,519593.6,-0.00224428,-0.002167836,-0.001189916,-0.005870229,-7.502377E-4,0.002470889,-0.002470823,0.001249295,-0.001518291,-0.001386294
0.4462254,5.961763E-4,6.283185,3.141593,6.283185,744.6757,0.2365664,-2.056874E8,1103.642,1.414466E8,1103.642,1.000001,0.9242566,0.003971874,0.001863559,0.01427938,0.007123936,0.002437831,0.002439259,0.008678137,0.004806693,0.01982914,9.157605,1.011197E-4,519471.3,-0.002248815,-0.002166999,-0.001192279,-0.005884488,-7.552686E-4,0.002476754,-0.002476691,0.001251865,-0.001524074,-0.001390537,519482.1,-0.002248758,-0.002167181,-0.001192358,-0.005884534,-7.554203E-4,0.002477107,-0.002477044,0.001251992,-0.001524296,-0.001390716
0.469267,6.271245E-4,6.283185,3.141593,6.283185,744.3653,0.2365664,-1.975697E8,1102.399,1.412279E8,1102.399,1.000001,0.9236053,0.004081914,0.001913656,0.01462066,0.007292482,0.00248823,0.002498614,0.008623814,0.004766157,0.01966928,9.151107,1.011619E-4,519107.6,-0.002263507,-0.002164934,-0.001199783,-0.005928817,-7.722247E-4,0.002496955,-0.00249688,0.001260542,-0.001543641,-0.001404866,519120.9,-0.002263389,-0.002165103,-0.001199877,-0.005928847,-7.724379E-4,0.00249742,-0.002497346,0.001260709,-0.001543917,-0.001405086
0.4711818,6.29697E-4,6.283185,3.141593,6.283185,744.3396,0.2365664,-1.949313E8,1102.298,1.412101E8,1102.298,1.000001,0.9235526,0.004090878,0.001917721,0.01464835,0.007306173,0.002492363,0.002503408,0.008619449,0.004762903,0.01965641,9.150582,1.011654E-4,519079.6,-0.002264732,-0.002164775,-0.001200417,-0.005932558,-7.735987E-4,0.00250073,-0.002500632,0.001261304,-0.001545236,-0.001406028,519093.6,-0.002264618,-0.002164955,-0.001200518,-0.005932612,-7.73817E-4,0.002501215,-0.002501118,0.001261477,-0.001545523,-0.001406256
0.4730111,6.321546E-4,6.283185,3.141593,6.283185,744.3151,0.2365664,-1.95621E8,1102.201,1.411931E8,1102.201,1.000001,0.9235025,0.004099389,0.001921583,0.01467462,0.007319153,0.00249626,0.00250797,0.008615293,0.004759807,0.01964417,9.150082,1.011687E-4,519052.6,-0.002265854,-0.002164582,-0.001200998,-0.005936006,-7.748891E-4,0.002501995,-0.002501897,0.001261945,-0.001546741,-0.001407127,519067.1,-0.002265737,-0.002164767,-0.001201102,-0.005936069,-7.751132E-4,0.002502495,-0.002502397,0.001262122,-0.001547037,-0.001407363
0.4794147,6.407585E-4,6.283185,3.141593,6.283185,744.2299,0.2365664,-1.924441E8,1101.866,1.411341E8,1101.866,1.000001,0.9233282,0.004128988,0.001935029,0.01476594,0.007364274,0.00250973,0.002523839,0.008600818,0.004749023,0.01960155,9.148346,1.011803E-4,518957.1,-0.002269622,-0.002163765,-0.001203012,-0.005947731,-7.793606E-4,0.002506294,-0.002506196,0.001264186,-0.001551906,-0.001410858,518973.0,-0.002269491,-0.002163962,-0.001203127,-0.005947804,-7.796064E-4,0.002506843,-0.002506745,0.001264381,-0.001552228,-0.001411114
0.4965911,6.638415E-4,6.283185,3.141593,6.283185,744.0055,0.2365664,-1.863512E8,1100.984,1.409789E8,1100.984,1.000001,0.9228694,0.004207168,0.001970586,0.01500599,0.007482709,0.002544687,0.002565636,0.008562607,0.004720584,0.01948921,9.143784,1.012108E-4,518698.9,-0.002279084,-0.002160988,-0.001207693,-0.005975954,-7.910806E-4,0.002517087,-0.002516986,0.00126969,-0.001565123,-0.00142039,518715.8,-0.002278898,-0.002161149,-0.001207815,-0.005975991,-7.913703E-4,0.002517704,-0.002517603,0.001269915,-0.001565465,-0.001420662
0.6,8.029531E-4,6.283185,3.141593,6.283185,742.7155,0.2365664,-1.548419E8,1096.121,1.401228E8,1096.121,1.000001,0.9203848,0.004637857,0.002166403,0.01630512,0.008122346,0.0027297,0.002792609,0.008356567,0.004567946,0.01888367,9.1192,1.013866E-4,517303.5,-0.002321961,-0.002135817,-0.001228217,-0.006106175,-8.529687E-4,0.002578331,-0.002578222,0.001296382,-0.001633081,-0.001467571,517320.9,-0.002321758,-0.002135798,-0.001228356,-0.006106397,-8.53231E-4,0.002579006,-0.002578897,0.001296698,-0.001633334,-0.001467764
0.8,0.001072654,6.283185,3.141593,6.283185,740.4518,0.2365664,-1.152468E8,1088.308,1.387478E8,1088.308,1.000001,0.916569,0.005322458,0.002477137,0.01829357,0.009099426,0.002999999,0.003140254,0.008043583,0.004338431,0.0179653,9.081884,1.016966E-4,515186.6,-0.002367605,-0.002015243,-0.001246238,-0.006248275,-9.39767E-4,0.002639442,-0.002639299,0.001324427,-0.00165953,-0.001467053,515203.7,-0.00236747,-0.002015193,-0.001246386,-0.006248586,-9.399686E-4,0.002640151,-0.002640009,0.001324982,-0.00165968,-0.001467152
1.0,0.00134314,6.283185,3.141593,6.283185,738.3978,0.2365664,-9.038599E7,1081.876,1.376158E8,1081.876,1.000001,0.9136083,0.005874026,0.002727348,0.01982911,0.009853002,0.003197725,0.003408621,0.007803686,0.004164491,0.01726301,9.053322,1.019795E-4,513566.4,-0.002390316,-0.00195991,-0.0012502,-0.006314882,-0.001000004,0.002664531,-0.002664377,0.001363848,-0.001707918,-0.001490452,513583.2,-0.002390229,-0.001959838,-0.001250351,-0.00631523,-0.001000163,0.002665265,-0.002665111,0.001364585,-0.001707978,-0.00149048
1.2,0.001614352,6.283185,3.141593,6.283185,736.4866,0.2365664,-7.338158E7,1076.354,1.366438E8,1076.354,1.000001,0.9112135,0.006334009,0.002936264,0.02106553,0.01045966,0.003349706,0.003624567,0.007611568,0.00402647,0.01670175,9.030486,1.022441E-4,512271.0,-0.002402354,-0.001831807,-0.001247748,-0.00634461,-0.001043864,0.002672956,-0.002672798,0.001344607,-0.001741241,-0.001503705,512287.6,-0.002402302,-0.001831715,-0.0012479,-0.006344973,-0.00104399,0.002673701,-0.002673542,0.001345488,-0.001741232,-0.001503673
1.4,0.001886248,6.283185,3.141593,6.283185,734.6789,0.2365664,-6.106251E7,1071.476,1.357852E8,1071.476,1.000001,0.9092202,0.006726719,0.003115059,0.02208996,0.0109626,0.003470587,0.003803325,0.007453033,0.003913453,0.01623944,9.011673,1.024957E-4,511203.9,-0.002408829,-0.001732447,-0.001242177,-0.006354688,-0.001076874,0.002672799,-0.002672639,0.001348155,-0.001765467,-0.001549061,511220.3,-0.002408821,-0.00173238,-0.001242344,-0.006355106,-0.001076967,0.002673582,-0.002673422,0.001349185,-0.001765449,-0.001549024
1.502092,0.002025295,6.283185,3.141593,6.283185,733.7877,0.2365664,-5.592285E7,1069.178,1.353808E8,1069.178,1.000002,0.9083227,0.006906935,0.00319712,0.0225494,0.01118834,0.003523356,0.003883446,0.007382102,0.003863149,0.01603287,9.003267,1.026202E-4,510727.7,-0.00241118,-0.001739409,-0.00123874,-0.0063555,-0.001090644,0.002670916,-0.002671421,0.001349299,-0.001775476,-0.001536925,510746.0,-0.002411338,-0.00173964,-0.001239016,-0.006356505,-0.001090749,0.002671903,-0.002672408,0.001350381,-0.001775631,-0.001537024
1.6,0.002158801,6.283185,3.141593,6.283185,732.9501,0.2365664,-5.178014E7,1067.077,1.35011E8,1067.077,1.000002,0.9075271,0.007068012,0.003270764,0.02295599,0.01138827,0.003569179,0.003954284,0.007319413,0.003818829,0.01585042,8.995845,1.027374E-4,510306.7,-0.002412461,-0.002070291,-0.001235137,-0.006353985,-0.001102281,0.002668932,-0.00266878,0.001350063,-0.001783824,-0.001526072,510324.8,-0.002412633,-0.002070504,-0.001235413,-0.006354996,-0.001102373,0.002669924,-0.002669772,0.001351198,-0.001783955,-0.001526153
1.8,0.002431983,6.283185,3.141593,6.283185,731.2828,0.2365664,-4.452767E7,1063.044,1.343011E8,1063.044,1.000002,0.906064,0.007368164,0.003408418,0.02370138,0.01175527,0.003651241,0.004084046,0.007204666,0.003738031,0.0155168,8.982276,1.029717E-4,509537.0,-0.002413913,-0.001762081,-0.001227333,-0.006346672,-0.001122296,0.002661968,-0.002661817,0.001351044,-0.001798171,-0.001506213,509554.9,-0.002414106,-0.001762282,-0.001227606,-0.00634768,-0.001122366,0.002662966,-0.002662815,0.001352273,-0.001798254,-0.001506254
2.0,0.002705779,6.283185,3.141593,6.283185,729.6656,0.2365664,-3.873001E7,1059.304,1.336429E8,1059.304,1.000002,0.9047858,0.007634833,0.003531258,0.0243498,0.01207519,0.003720493,0.004196776,0.00710501,0.003668219,0.01522742,8.970512,1.031999E-4,508869.7,-0.002414205,-0.001749425,-0.001219265,-0.006335607,-0.001138797,0.00265359,-0.00265344,0.001351522,-0.001809135,-0.001489157,508887.5,-0.002414416,-0.001749606,-0.001219536,-0.006336611,-0.001138848,0.002654591,-0.002654441,0.001352832,-0.001809176,-0.001489164
2.2,0.002980175,6.283185,3.141593,6.283185,728.0899,0.2365664,-3.400409E7,1055.803,1.330267E8,1055.803,1.000002,0.9036584,0.007873608,0.003641778,0.02491924,0.01235682,0.00377962,0.004295631,0.007017595,0.003607263,0.01497385,8.960213,1.034232E-4,508285.4,-0.002413769,-0.001680251,-0.001211181,-0.006322387,-0.001151294,0.00264474,-0.002644592,0.001351728,-0.001819038,-0.001474522,508303.1,-0.002413996,-0.001680416,-0.00121145,-0.006323387,-0.001151329,0.002645743,-0.002645595,0.001353107,-0.001819041,-0.0014745
2.4,0.003255159,6.283185,3.141593,6.283185,726.5491,0.2365664,-3.008629E7,1052.499,1.324451E8,1052.499,1.000002,0.9026555,0.008088907,0.003741941,0.02542366,0.01260698,0.003830654,0.004383063,0.006940217,0.003553527,0.01474961,8.951112,1.036426E-4,507769.1,-0.002412822,-0.001594644,-0.001203237,-0.006308045,-0.001161417,0.002635689,-0.002635542,0.001351795,-0.001826848,-0.00146195,507786.7,-0.002413063,-0.001594794,-0.001203503,-0.006309041,-0.001161438,0.002636694,-0.002636548,0.001353234,-0.001826818,-0.001461901
2.6,0.00353072,6.283185,3.141593,6.283185,725.0378,0.2365664,-2.679325E7,1049.359,1.318925E8,1049.359,1.000002,0.9017569,0.008284173,0.003833267,0.02587373,0.01283085,0.003875112,0.004460948,0.006871201,0.003505773,0.01454976,8.94301,1.038586E-4,507309.5,-0.002411575,-0.001555211,-0.001195508,-0.006293221,-0.001169674,0.002626614,-0.002626469,0.001351792,-0.00183346,-0.001451117,507327.0,-0.002411828,-0.001555347,-0.001195772,-0.006294213,-0.001169683,0.002627622,-0.002627476,0.001353285,-0.001833402,-0.001451046
2.8,0.003806852,6.283185,3.141593,6.283185,723.5521,0.2365664,-2.39868E7,1046.359,1.313644E8,1046.359,1.000002,0.9009468,0.008462155,0.003916967,0.02627779,0.01303248,0.003914152,0.004530754,0.006809241,0.003463042,0.01437047,8.935749,1.040718E-4,506897.6,-0.002410109,-0.001518754,-0.001188039,-0.006278289,-0.001176444,0.002617785,-0.002617641,0.001351751,-0.001839098,-0.001519111,506915.0,-0.002410373,-0.001518876,-0.001188302,-0.006279277,-0.001176441,0.002618794,-0.00261865,0.00135329,-0.001839013,-0.001519016
3.0,0.004083547,6.283185,3.141593,6.283185,722.0888,0.2365664,-2.156516E7,1043.479,1.308575E8,1043.479,1.000002,0.9002131,0.008624992,0.003993977,0.02664221,0.01321495,0.003948631,0.004593602,0.006753347,0.003424612,0.01420883,8.92921,1.042828E-4,506526.7,-0.002411598,-0.001484585,-0.001180853,-0.006263491,-0.001182016,0.002609256,-0.002609113,0.001351681,-0.001843991,-0.001518494,506544.0,-0.002411872,-0.001484695,-0.001181114,-0.006264475,-0.001182003,0.002610266,-0.002610123,0.001353263,-0.001843883,-0.00151838
3.2,0.004360799,6.283185,3.141593,6.283185,720.6453,0.2365664,-1.953083E7,1040.703,1.30369E8,1040.703,1.000002,0.8995461,0.008774458,0.004065072,0.02697217,0.01338075,0.003979229,0.004650402,0.006702719,0.0033899,0.01406249,8.923299,1.044916E-4,506191.4,-0.002408264,-0.001453563,-0.001173964,-0.006249075,-0.001186552,0.002601078,-0.002600936,0.00135166,-0.001848018,-0.001517732,506208.6,-0.002408548,-0.001453663,-0.001174224,-0.006250056,-0.001186531,0.00260209,-0.002601948,0.00135328,-0.001847889,-0.001517601
3.4,0.004638603,6.283185,3.141593,6.283185,719.2195,0.2365664,-1.76893E7,1038.02,1.298967E8,1038.02,1.000003,0.8989374,0.008912053,0.004130905,0.02727199,0.01353198,0.004006512,0.004701919,0.006656683,0.003358418,0.01392949,8.917934,1.046988E-4,505887.0,-0.002405049,-0.001424342,-0.00116737,-0.006235097,-0.00119104,0.002593274,-0.002593133,0.001351652,-0.001851824,-0.001516917,505904.1,-0.002405341,-0.001424433,-0.001167628,-0.006236076,-0.001191012,0.002594287,-0.002594147,0.001353305,-0.001851677,-0.001516772
3.6,0.004916956,6.283185,3.141593,6.283185,717.8094,0.2365664,-1.605233E7,1035.417,1.294386E8,1035.417,1.000003,0.8983801,0.00903907,0.004192041,0.02754544,0.01367046,0.004030964,0.004748815,0.006614659,0.003329747,0.01380813,8.913045,1.049045E-4,505609.7,-0.002401844,-0.001429455,-0.001161028,-0.006221358,-0.001248175,0.002585872,-0.002585732,0.001351466,-0.001855392,-0.001516373,505626.7,-0.002402143,-0.001429536,-0.001161285,-0.006222335,-0.001248138,0.002586887,-0.002586747,0.00135315,-0.001855227,-0.001516214
3.8,0.005195853,6.283185,3.141593,6.283185,716.4136,0.2365664,-1.466564E7,1032.886,1.28993E8,1032.886,1.000003,0.8978683,0.009156598,0.004248949,0.02779549,0.01379759,0.004052949,0.004791614,0.006576191,0.003303561,0.01369707,8.908578,1.051088E-4,505356.3,-0.002398568,-0.001389026,-0.001154888,-0.006207596,-0.001254064,0.00257866,-0.002578521,0.001351381,-0.001858383,-0.001515632,505373.3,-0.002398874,-0.001389099,-0.001155143,-0.00620857,-0.00125402,0.002579676,-0.002579537,0.001353093,-0.001858203,-0.001515461
4.0,0.005475292,6.283185,3.141593,6.283185,715.0308,0.2365664,-1.341197E7,1030.419,1.285588E8,1030.419,1.000003,0.8973971,0.009265576,0.004302035,0.02802473,0.01391464,0.004072783,0.004830773,0.006540884,0.003279575,0.01359516,8.904486,1.053121E-4,505124.2,-0.002395619,-0.001351691,-0.001185274,-0.006195098,-0.001259407,0.002572031,-0.002571892,0.001351224,-0.001861068,-0.001514982,505141.2,-0.002395933,-0.001351761,-0.001185528,-0.006196078,-0.001259358,0.00257305,-0.002572912,0.001352961,-0.001860877,-0.001514802
4.2,0.005755269,6.283185,3.141593,6.283185,713.6599,0.2365664,-1.229209E7,1028.009,1.281347E8,1028.009,1.000003,0.8969625,0.009366797,0.004351644,0.02823536,0.01402264,0.004090728,0.004866676,0.006508403,0.00325755,0.01350143,8.900728,1.055144E-4,504911.0,-0.002397431,-0.001317435,-0.001174038,-0.006183101,-0.001264254,0.00256576,-0.002565622,0.001351118,-0.001863518,-0.001514378,504928.0,-0.002397752,-0.001317503,-0.001174292,-0.006184087,-0.0012642,0.002566783,-0.002566645,0.001352877,-0.001863317,-0.00151419
