Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_H_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_CH3_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H5_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C3H8_Soln#8 (),Mole_fraction_C3H6_Soln#8 (),Mole_fraction_C3H5-A_Soln#8 (),Mole_fraction_C3H4-P_Soln#8 (),Mole_fraction_C3H4-A_Soln#8 (),Mole_fraction_C3H3_Soln#8 (),Mole_fraction_NC4H10_Soln#8 (),Mole_fraction_IC4H10_Soln#8 (),Mole_fraction_IC4H9_Soln#8 (),Mole_fraction_TC4H9_Soln#8 (),Mole_fraction_IC4H8_Soln#8 (),Mole_fraction_IC4H7_Soln#8 (),Mole_fraction_C4H8-1_Soln#8 (),Mole_fraction_C4H8-2_Soln#8 (),Mole_fraction_C4H71-3_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C4H4_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_FULVENE_Soln#8 (),Mole_fraction_C5H6_Soln#8 (),Mole_fraction_C5H5_Soln#8 (),Mole_fraction_MCPTD_Soln#8 (),Mole_fraction_NEOC5H12_Soln#8 (),Mole_fraction_NC5H10_Soln#8 (),Mole_fraction_B1M2_Soln#8 (),Mole_fraction_B1M3_Soln#8 (),Mole_fraction_B2M2_Soln#8 (),Mole_fraction_LC5H8_Soln#8 (),Mole_fraction_DIALLYL_Soln#8 (),Mole_fraction_CYC6H10_Soln#8 (),Mole_fraction_NC6H12_Soln#8 (),Mole_fraction_NC7H14_Soln#8 (),Mole_fraction_IC8H16_Soln#8 (),Mole_fraction_DIMEPTD_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_XYLENE_Soln#8 (),Mole_fraction_NPBENZ_Soln#8 (),Mole_fraction_NC10H20_Soln#8 (),Mole_fraction_IC12H26_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
6.508532E-6,14.93088,-1.530415E10,1299.816,1299.816,0.00124303,1.0,0.913664,1.03206E-4,0.007626827,0.002173177,0.002353502,6.327964E-5,0.003961943,5.827219E-5,2.873289E-4,0.01165253,9.861313E-5,5.48489E-5,5.88834E-4,8.394636E-6,4.960007E-5,1.900944E-4,4.882202E-5,1.068421E-4,0.009735547,0.00206318,9.677118E-4,5.668987E-5,7.161919E-5,0.001067791,7.166052E-6,1.340843E-4,8.34021E-8,8.123761E-6,3.107817E-7,6.549301E-6,9.634133E-5,3.543981E-4,6.335442E-5,5.231772E-5,2.378726E-6,5.52758E-4,4.21818E-6,2.368364E-7,4.029917E-5,5.777051E-4,0.01557854,9.854729E-4,0.007373627,1.358543E-4,2.978483E-7,3.826668E-5,1.331085E-6,3.842188E-6,0.006823217,0.0100557,8.879655,8.325229E-5,502548.2,502548.3
6.63458E-6,14.93183,-1.506627E10,1299.454,1299.454,0.00124303,1.0,0.9133221,1.018733E-4,0.007746136,0.002151438,0.002386705,6.272451E-5,0.004018688,5.968084E-5,2.91249E-4,0.01177259,9.850438E-5,5.631407E-5,5.96533E-4,8.551796E-6,5.016882E-5,1.91899E-4,4.815433E-5,1.055496E-4,0.009842197,0.002082615,9.795081E-4,5.764292E-5,7.121525E-5,0.001080742,7.430112E-6,1.362239E-4,8.704958E-8,8.347312E-6,3.21605E-7,6.724036E-6,9.733201E-5,3.580075E-4,6.488907E-5,5.307407E-5,2.440962E-6,5.591705E-4,4.265967E-6,2.459735E-7,4.067663E-5,5.830673E-4,0.0155293,9.962486E-4,0.007368271,1.360944E-4,3.114666E-7,3.916145E-5,1.35298E-6,3.925467E-6,0.006783668,0.009985757,8.876614,8.324695E-5,502376.1,502376.1
6.660789E-6,14.93203,-1.501773E10,1299.38,1299.38,0.00124303,1.0,0.9132516,1.016004E-4,0.007770758,0.002146974,0.002393526,6.261052E-5,0.004030401,5.997334E-5,2.920549E-4,0.0117973,9.848212E-5,5.661846E-5,5.981203E-4,8.584059E-6,5.02854E-5,1.922697E-4,4.801771E-5,1.052849E-4,0.00986416,0.00208661,9.819355E-4,5.783955E-5,7.113197E-5,0.001083408,7.485306E-6,1.366661E-4,8.781591E-8,8.393789E-6,3.238668E-7,6.760382E-6,9.753497E-5,3.587483E-4,6.52074E-5,5.322953E-5,2.45389E-6,5.604891E-4,4.27582E-6,2.478902E-7,4.075424E-5,5.841657E-4,0.01551914,9.984615E-4,0.007367169,1.361412E-4,3.143247E-7,3.934664E-5,1.357506E-6,3.94269E-6,0.006775535,0.009971362,8.875987,8.324585E-5,502340.7,502340.7
6.942774E-6,14.93411,-1.451463E10,1298.592,1298.592,0.00124303,1.0,0.912507,9.875396E-5,0.008031722,0.002100122,0.00246517,6.141459E-5,0.004154608,6.311107E-5,3.00531E-4,0.01205785,9.824955E-5,5.988683E-5,6.149119E-4,8.92212E-6,5.150413E-5,1.961619E-4,4.65942E-5,1.025212E-4,0.01009597,0.002128608,0.001007517,5.99225E-5,7.025169E-5,0.00111152,8.085165E-6,1.413637E-4,9.623016E-8,8.893601E-6,3.484374E-7,7.151597E-6,9.965473E-5,3.665145E-4,6.861506E-5,5.486383E-5,2.592684E-6,5.743631E-4,4.380081E-6,2.688735E-7,4.15707E-5,5.956336E-4,0.01541152,0.001021684,0.007355562,1.365831E-4,3.456325E-7,4.132008E-5,1.405655E-6,4.125958E-6,0.006689911,0.009819619,8.869378,8.323427E-5,501966.6,501966.6
6.972184E-6,14.93432,-1.446407E10,1298.512,1298.512,0.00124303,1.0,0.9124307,9.84662E-5,0.008058533,0.002095357,0.002472464,6.129298E-5,0.004167375,6.343732E-5,3.013951E-4,0.01208448,9.822597E-5,6.022696E-5,6.16634E-4,8.956434E-6,5.162763E-5,1.965581E-4,4.645044E-5,1.022415E-4,0.01011969,0.002132888,0.00101013,6.013637E-5,7.016152E-5,0.001114393,8.14834E-6,1.418476E-4,9.71252E-8,8.945695E-6,3.51024E-7,7.19241E-6,9.986932E-5,3.673037E-4,6.896863E-5,5.503036E-5,2.607126E-6,5.757781E-4,4.390776E-6,2.710995E-7,4.165397E-5,5.967941E-4,0.01540047,0.001024047,0.007354377,1.36623E-4,3.489545E-7,4.152391E-5,1.410621E-6,4.144859E-6,0.006681174,0.009804114,8.868701,8.323309E-5,501928.3,501928.3
7.187015E-6,14.93584,-1.410503E10,1297.932,1297.932,0.00124303,1.0,0.911881,9.64143E-5,0.008252115,0.002061232,0.002524753,6.042198E-5,0.004259592,6.581439E-5,3.075968E-4,0.01227597,9.805721E-5,6.270684E-5,6.290505E-4,9.201682E-6,5.250984E-5,1.993978E-4,4.542601E-5,1.002457E-4,0.01029038,0.002163592,0.001028916,6.167979E-5,6.951214E-5,0.001135059,8.613172E-6,1.453477E-4,1.037613E-7,9.325956E-6,3.700507E-7,7.490524E-6,1.01401E-4,3.72953E-4,7.154037E-5,5.622499E-5,2.712408E-6,5.859381E-4,4.467915E-6,2.875711E-7,4.225169E-5,6.050758E-4,0.01532071,0.001040973,0.007345859,1.368818E-4,3.735333E-7,4.300128E-5,1.446589E-6,4.281706E-6,0.00661842,0.009692634,8.863835,8.322462E-5,501652.9,501652.9
7.346548E-6,14.93694,-1.384948E10,1297.51,1297.51,0.00124303,1.0,0.9114813,9.494533E-5,0.008393362,0.002036641,0.002562497,5.979421E-5,0.004326919,6.757251E-5,3.120808E-4,0.01241485,9.793552E-5,6.454271E-5,6.380925E-4,9.377736E-6,5.31432E-5,2.014475E-4,4.469328E-5,9.881493E-5,0.01041432,0.002185778,0.001042534,6.280501E-5,6.904036E-5,0.00115005,8.96202E-6,1.479088E-4,1.087983E-7,9.607972E-6,3.84324E-7,7.71184E-6,1.024994E-4,3.77022E-4,7.343762E-5,5.708812E-5,2.790339E-6,5.932888E-4,4.524114E-6,3.000395E-7,4.268405E-5,6.110119E-4,0.01526254,0.001053179,0.007339687,1.370392E-4,3.921268E-7,4.408534E-5,1.472965E-6,4.381952E-6,0.006572992,0.009611808,8.860301,8.321848E-5,501452.9,501452.9
7.415591E-6,14.93741,-1.374164E10,1297.329,1297.329,0.00124303,1.0,0.9113104,9.432335E-5,0.008453854,0.002026189,0.002578558,5.952732E-5,0.004355763,6.833148E-5,3.139908E-4,0.01247412,9.788373E-5,6.533566E-5,6.419607E-4,9.452364E-6,5.341185E-5,2.023196E-4,4.438317E-5,9.820856E-5,0.01046726,0.002195224,0.001048343,6.328666E-5,6.883886E-5,0.001156448,9.113907E-6,1.490076E-4,1.110058E-7,9.72991E-6,3.905372E-7,7.80759E-6,1.02965E-4,3.787513E-4,7.425538E-5,5.74556E-5,2.823995E-6,5.964211E-4,4.548162E-6,3.054961E-7,4.286827E-5,6.135273E-4,0.01523764,0.001058371,0.007337054,1.370989E-4,4.00259E-7,4.455111E-5,1.484297E-6,4.424981E-6,0.006553627,0.009577322,8.858792,8.321587E-5,501367.5,501367.5
7.569707E-6,14.93844,-1.350668E10,1296.932,1296.932,0.00124303,1.0,0.9109336,9.296447E-5,0.0085875,0.002003269,0.002613819,5.894195E-5,0.004419512,7.002132E-5,3.181881E-4,0.0126046,9.776993E-5,6.7102E-5,6.504978E-4,9.615503E-6,5.399979E-5,2.042343E-4,4.370593E-5,9.688255E-5,0.01058388,0.002215975,0.001061128,6.43502E-5,6.839497E-5,0.001170535,9.454912E-6,1.51439E-4,1.15994E-7,1.000183E-5,4.044835E-7,8.021226E-6,1.039831E-4,3.82543E-4,7.607333E-5,5.826277E-5,2.898963E-6,6.033074E-4,4.601252E-6,3.178091E-7,4.327321E-5,6.190269E-4,0.01518263,0.001069762,0.007331259,1.372145E-4,4.18595E-7,4.558328E-5,1.509413E-6,4.520242E-6,0.00651104,0.009501413,8.855468,8.321013E-5,501179.4,501179.4
7.667735E-6,14.93909,-1.336119E10,1296.683,1296.683,0.00124303,1.0,0.9106971,9.212044E-5,0.008671549,0.001988974,0.002635839,5.857677E-5,0.00445962,7.109307E-5,3.208122E-4,0.01268633,9.769875E-5,6.822285E-5,6.558607E-4,9.716858E-6,5.436568E-5,2.0543E-4,4.328544E-5,9.605803E-5,0.01065699,0.002228941,0.001069136,6.501865E-5,6.811674E-5,0.001179361,9.673159E-6,1.529709E-4,1.192087E-7,1.017457E-5,4.134074E-7,8.15703E-6,1.046162E-4,3.849076E-4,7.722436E-5,5.876711E-5,2.94653E-6,6.076147E-4,4.634612E-6,3.257336E-7,4.352647E-5,6.224458E-4,0.01514805,0.001076872,0.00732763,1.372762E-4,4.303836E-7,4.623453E-5,1.525266E-6,4.580283E-6,0.006484392,0.009453869,8.853384,8.320654E-5,501061.4,501061.4
7.859311E-6,14.94032,-1.308537E10,1296.203,1296.203,0.00124303,1.0,0.9102419,9.051533E-5,0.008833677,0.001961668,0.002677975,5.787887E-5,0.004537022,7.318037E-5,3.258398E-4,0.01284331,9.756219E-5,7.040699E-5,6.661929E-4,9.909515E-6,5.506301E-5,2.077183E-4,4.248611E-5,9.448801E-5,0.01079754,0.002253767,0.001084507,6.630709E-5,6.758217E-5,0.001196314,1.010263E-5,1.559321E-4,1.255847E-7,1.051166E-5,4.309635E-7,8.422206E-6,1.058217E-4,3.894252E-4,7.946161E-5,5.973271E-5,3.039216E-6,6.158719E-4,4.698908E-6,3.414283E-7,4.401187E-5,6.289532E-4,0.01508137,0.001090469,0.007320663,1.373717E-4,4.53697E-7,4.749529E-5,1.555981E-6,4.696375E-6,0.006433284,0.009362584,8.849378,8.319966E-5,500834.7,500834.7
7.886349E-6,14.94049,-1.304731E10,1296.136,1296.136,0.00124303,1.0,0.9101784,9.029333E-5,0.00885634,0.001957878,0.00268383,5.778198E-5,0.004547846,7.347419E-5,3.265391E-4,0.01286518,9.754317E-5,7.071457E-5,6.67636E-4,9.936144E-6,5.515962E-5,2.080362E-4,4.237557E-5,9.427063E-5,0.01081714,0.002257219,0.001086648,6.648711E-5,6.750767E-5,0.001198677,1.016354E-5,1.563466E-4,1.264941E-7,1.055917E-5,4.33453E-7,8.459604E-6,1.059886E-4,3.900522E-4,7.977608E-5,5.986694E-5,3.052267E-6,6.170209E-4,4.70789E-6,3.436648E-7,4.40794E-5,6.29854E-4,0.01507205,0.001092357,0.007319693,1.373827E-4,4.570151E-7,4.767198E-5,1.560289E-6,4.71263E-6,0.00642617,0.009349868,8.848819,8.31987E-5,500803.1,500803.1
7.941736E-6,14.94084,-1.296999E10,1296.0,1296.0,0.00124303,1.0,0.9100489,8.9842E-5,0.008902597,0.001950165,0.002695754,5.758475E-5,0.00456994,7.407548E-5,3.279637E-4,0.01290977,9.750439E-5,7.13441E-5,6.705803E-4,9.990256E-6,5.535615E-5,2.086838E-4,4.21509E-5,9.382857E-5,0.0108571,0.002264248,0.001091013,6.685441E-5,6.73558E-5,0.001203493,1.028854E-5,1.571932E-4,1.283646E-7,1.065646E-5,4.38562E-7,8.536191E-6,1.06328E-4,3.913284E-4,8.041926E-5,6.014032E-5,3.07898E-6,6.193619E-4,4.726218E-6,3.48263E-7,4.421699E-5,6.316855E-4,0.01505303,0.001096202,0.007317715,1.374033E-4,4.638338E-7,4.803295E-5,1.569093E-6,4.745828E-6,0.006411674,0.009323947,8.84768,8.319675E-5,500738.6,500738.6
8.140165E-6,14.94208,-1.27E10,1295.518,1295.518,0.00124303,1.0,0.9095908,8.826239E-5,0.009066485,0.001923068,0.002737708,5.689153E-5,0.004648251,7.622293E-5,3.329816E-4,0.01306714,9.736751E-5,7.359335E-5,6.810024E-4,1.017935E-5,5.60453E-5,2.109626E-4,4.13647E-5,9.227944E-5,0.01099826,0.002288993,0.001106413,6.815487E-5,6.68197E-5,0.001220495,1.073885E-5,1.601979E-4,1.35146E-7,1.100448E-5,4.569622E-7,8.810295E-6,1.075173E-4,3.95813E-4,8.271232E-5,6.110267E-5,3.174415E-6,6.276124E-4,4.791112E-6,3.649185E-7,4.470183E-5,6.381007E-4,0.01498566,0.001109723,0.007310733,1.374573E-4,4.884912E-7,4.931549E-5,1.600411E-6,4.863659E-6,0.006360565,0.009232473,8.843657,8.318988E-5,500510.9,500510.9
8.27703E-6,14.94291,-1.251987E10,1295.191,1295.191,0.00124303,1.0,0.9092801,8.720535E-5,0.009177913,0.001904847,0.002765978,5.642509E-5,0.004701523,7.769797E-5,3.363678E-4,0.01317362,9.727481E-5,7.513914E-5,6.880801E-4,1.030555E-5,5.650762E-5,2.124984E-4,4.083873E-5,9.124111E-5,0.01109387,0.002305676,0.001116829,6.903825E-5,6.645699E-5,0.001232002,1.105158E-5,1.622454E-4,1.398942E-7,1.124402E-5,4.697381E-7,8.999083E-6,1.083142E-4,3.988296E-4,8.428383E-5,6.175148E-5,3.239998E-6,6.331837E-4,4.835197E-6,3.765678E-7,4.502915E-5,6.423979E-4,0.01493988,0.001118828,0.00730601,1.374779E-4,5.05697E-7,5.019058E-5,1.62182E-6,4.943949E-6,0.006326034,0.009170599,8.840932,8.318524E-5,500356.7,500356.7
8.496099E-6,14.94421,-1.224134E10,1294.677,1294.677,0.00124303,1.0,0.9087916,8.556662E-5,0.00935358,0.001876458,0.002810126,5.569782E-5,0.004785555,8.004827E-5,3.416638E-4,0.01334063,9.712918E-5,7.760344E-5,6.992253E-4,1.050041E-5,5.722624E-5,2.148972E-4,4.002348E-5,8.962857E-5,0.01124399,0.002331741,0.001133159,7.042944E-5,6.588828E-5,0.001250055,1.155563E-5,1.654808E-4,1.476124E-7,1.16265E-5,4.903257E-7,9.300735E-6,1.095515E-4,4.035315E-4,8.678177E-5,6.276515E-5,3.344543E-6,6.41904E-4,4.904639E-6,3.95486E-7,4.554134E-5,6.490664E-4,0.01486772,0.001133035,0.007298602,1.374843E-4,5.335605E-7,5.157503E-5,1.655772E-6,5.070795E-6,0.006271956,0.009073582,8.836654,8.317799E-5,500114.6,500114.6
8.604319E-6,14.94484,-1.210798E10,1294.427,1294.427,0.00124303,1.0,0.9085541,8.478005E-5,0.009439186,0.001862771,0.002831457,5.534692E-5,0.004826526,8.120448E-5,3.442262E-4,0.01342164,9.705841E-5,7.881626E-5,7.046512E-4,1.059353E-5,5.7572E-5,2.160565E-4,3.963223E-5,8.885328E-5,0.01131689,0.002344339,0.001141078,7.110678E-5,6.561251E-5,0.001258815,1.180613E-5,1.670608E-4,1.514766E-7,1.181501E-5,5.005553E-7,9.449495E-6,1.101463E-4,4.057995E-4,8.80079E-5,6.325514E-5,3.395992E-6,6.461261E-4,4.938456E-6,4.049513E-7,4.578928E-5,6.5227E-4,0.01483257,0.001139895,0.007295009,1.374764E-4,5.474634E-7,5.225176E-5,1.672409E-6,5.13272E-6,0.00624576,0.009026534,8.834577,8.317448E-5,499997.0,499997.0
8.632085E-6,14.94501,-1.207419E10,1294.363,1294.363,0.00124303,1.0,0.9084935,8.458061E-5,0.009461027,0.001859294,0.00283688,5.525776E-5,0.004836981,8.150061E-5,3.44878E-4,0.01344227,9.704037E-5,7.912695E-5,7.06035E-4,1.061709E-5,5.765975E-5,2.163512E-4,3.953304E-5,8.865658E-5,0.01133547,0.002347542,0.001143094,7.127951E-5,6.55423E-5,0.001261046,1.187056E-5,1.674642E-4,1.524734E-7,1.186333E-5,5.031862E-7,9.487634E-6,1.102971E-4,4.063757E-4,8.832166E-5,6.337972E-5,3.409171E-6,6.472005E-4,4.947081E-6,4.073925E-7,4.585236E-5,6.530825E-4,0.0148236,0.001141638,0.007294093,1.374733E-4,5.510449E-7,5.242463E-5,1.676664E-6,5.14853E-6,0.006239093,0.009014555,8.834048,8.317358E-5,499967.1,499967.1
8.85259E-6,14.94626,-1.181202E10,1293.864,1293.864,0.00124303,1.0,0.9080185,8.303067E-5,0.00963271,0.001832186,0.002879234,5.456218E-5,0.004919197,8.384464E-5,3.499741E-4,0.01360387,9.689879E-5,8.158694E-5,7.16905E-4,1.079943E-5,5.834293E-5,2.186538E-4,3.876217E-5,8.712593E-5,0.01148106,0.002372566,0.001158885,7.263626E-5,6.499256E-5,0.001278526,1.238442E-5,1.706405E-4,1.604672E-7,1.224635E-5,5.241663E-7,9.79007E-6,1.114707E-4,4.1087E-4,9.0801E-5,6.435301E-5,3.513519E-6,6.556046E-4,5.014843E-6,4.26962E-7,4.634571E-5,6.59401E-4,0.01475313,0.001155247,0.007286924,1.37433E-4,5.796891E-7,5.378635E-5,1.710253E-6,5.272954E-6,0.006186918,0.008920736,8.8299,8.31666E-5,499732.3,499732.3
8.993098E-6,14.94704,-1.165042E10,1293.552,1293.552,0.00124303,1.0,0.907721,8.207306E-5,0.009740524,0.00181536,0.002905589,5.413004E-5,0.004970856,8.533123E-5,3.531498E-4,0.01370486,9.681005E-5,8.314772E-5,7.237249E-4,1.091132E-5,5.87661E-5,2.200869E-4,3.828594E-5,8.61785E-5,0.01157215,0.00238814,0.001168749,7.348735E-5,6.464928E-5,0.001289453,1.27138E-5,1.726395E-4,1.656299E-7,1.248974E-5,5.376124E-7,9.982361E-6,1.121968E-4,4.136613E-4,9.23696E-5,6.495882E-5,3.579719E-6,6.608459E-4,5.057365E-6,4.395968E-7,4.665331E-5,6.63308E-4,0.01470889,0.001163709,0.007282443,1.37394E-4,5.981194E-7,5.4644E-5,1.731481E-6,5.351215E-6,0.006154361,0.008862128,8.827305,8.316225E-5,499585.5,499585.5
9.023507E-6,14.94721,-1.161596E10,1293.485,1293.485,0.00124303,1.0,0.9076571,8.186882E-5,0.009763697,0.001811763,0.002911228,5.403764E-5,0.004981962,8.565222E-5,3.538298E-4,0.01372652,9.679099E-5,8.348479E-5,7.251901E-4,1.09351E-5,5.885646E-5,2.203936E-4,3.818437E-5,8.597625E-5,0.01159169,0.002391473,0.001170864,7.367017E-5,6.457569E-5,0.001291796,1.278527E-5,1.730696E-4,1.667542E-7,1.254234E-5,5.405301E-7,1.002393E-5,1.123517E-4,4.14258E-4,9.270791E-5,6.508848E-5,3.594016E-6,6.619687E-4,5.066501E-6,4.42348E-7,4.671919E-5,6.641416E-4,0.01469938,0.001165519,0.007281482,1.373842E-4,6.021258E-7,5.482859E-5,1.736057E-6,5.368048E-6,0.006147384,0.008849562,8.826748,8.316131E-5,499554.0,499554.0
9.133973E-6,14.94781,-1.149243E10,1293.243,1293.243,0.00124303,1.0,0.9074267,8.113586E-5,0.009847392,0.001798833,0.002931523,5.370531E-5,0.005022084,8.681606E-5,3.562786E-4,0.01380457,9.672221E-5,8.470712E-5,7.304805E-4,1.102015E-5,5.918106E-5,2.214975E-4,3.781986E-5,8.524991E-5,0.01166216,0.002403467,0.001178486,7.433019E-5,6.431054E-5,0.001300245,1.304552E-5,1.746244E-4,1.708596E-7,1.273322E-5,5.511527E-7,1.01748E-5,1.129081E-4,4.164041E-4,9.393334E-5,6.555512E-5,3.645859E-6,6.660131E-4,5.09949E-6,4.523936E-7,4.695648E-5,6.671338E-4,0.01466505,0.001172031,0.007278018,1.373451E-4,6.167328E-7,5.5496E-5,1.752631E-6,5.428877E-6,0.006122249,0.008804272,8.82474,8.315796E-5,499440.3,499440.3
9.280736E-6,14.9486,-1.133199E10,1292.925,1292.925,0.00124303,1.0,0.907124,8.018236E-5,0.009957487,0.00178196,0.002958053,5.327136E-5,0.005074881,8.83571E-5,3.594828E-4,0.01390691,9.663181E-5,8.632602E-5,7.374357E-4,1.113014E-5,5.960405E-5,2.229408E-4,3.734569E-5,8.430378E-5,0.01175463,0.002419147,0.001188477,7.519773E-5,6.396314E-5,0.001311325,1.339257E-5,1.766726E-4,1.763615E-7,1.298629E-5,5.653177E-7,1.037489E-5,1.136325E-4,4.192057E-4,9.555318E-5,6.61652E-5,3.714518E-6,6.713083E-4,5.142864E-6,4.658563E-7,4.726708E-5,6.710283E-4,0.01461989,0.001180538,0.007273475,1.372847E-4,6.362572E-7,5.637555E-5,1.774532E-6,5.508968E-6,0.006089328,0.008744909,8.822107,8.315356E-5,499291.3,499291.3
9.44184E-6,14.94945,-1.116057E10,1292.581,1292.581,0.00124303,1.0,0.9067965,7.916222E-5,0.01007688,0.001763841,0.002986602,5.280498E-5,0.005132165,9.004166E-5,3.629354E-4,0.01401744,9.653386E-5,8.809622E-5,7.449738E-4,1.124688E-5,6.005754E-5,2.244945E-4,3.683839E-5,8.328993E-5,0.01185459,0.00243602,0.001199265,7.613761E-5,6.358825E-5,0.001323296,1.377524E-5,1.788978E-4,1.824639E-7,1.326339E-5,5.809347E-7,1.059406E-5,1.144083E-4,4.222158E-4,9.73202E-5,6.682184E-5,3.789589E-6,6.770179E-4,5.189875E-6,4.807898E-7,4.760189E-5,6.75197E-4,0.01457093,0.001189687,0.007268567,1.372077E-4,6.578427E-7,5.733144E-5,1.79842E-6,5.595914E-6,0.006053813,0.008680812,8.819259,8.314883E-5,499130.1,499130.1
9.552785E-6,14.95003,-1.104526E10,1292.348,1292.348,0.00124303,1.0,0.9065736,7.847504E-5,0.01015826,0.001751595,0.003005931,5.248958E-5,0.005171222,9.119752E-5,3.652755E-4,0.01409251,9.646716E-5,8.931113E-5,7.501086E-4,1.132492E-5,6.036356E-5,2.255467E-4,3.649665E-5,8.260603E-5,0.01192254,0.002447443,0.00120659,7.677762E-5,6.333384E-5,0.001331428,1.403974E-5,1.804167E-4,1.867028E-7,1.345378E-5,5.917287E-7,1.07447E-5,1.149313E-4,4.24251E-4,9.853047E-5,6.726647E-5,3.841109E-6,6.808901E-4,5.221898E-6,4.91165E-7,4.78289E-5,6.780064E-4,0.01453757,0.001195877,0.007265232,1.371488E-4,6.727951E-7,5.798408E-5,1.814782E-6,5.655218E-6,0.006029716,0.008637292,8.817324,8.314562E-5,499020.6,499020.6
9.72218E-6,14.9509,-1.087336E10,1291.995,1291.995,0.00124303,1.0,0.9062377,7.74495E-5,0.01028117,0.001733261,0.003034927,5.201699E-5,0.005230241,9.295558E-5,3.687899E-4,0.01420548,9.636648E-5,9.115944E-5,7.578609E-4,1.144042E-5,6.08211E-5,2.271255E-4,3.598664E-5,8.158392E-5,0.01202489,0.002464578,0.001217611,7.774342E-5,6.295129E-5,0.001343671,1.444508E-5,1.827145E-4,1.932318E-7,1.374378E-5,6.082696E-7,1.097421E-5,1.157126E-4,4.272996E-4,1.003678E-4,6.793353E-5,3.919485E-6,6.867093E-4,5.270243E-6,5.071499E-7,4.816995E-5,6.822005E-4,0.0144872,0.001205158,0.007260212,1.370499E-4,6.957586E-7,5.89716E-5,1.839629E-6,5.744865E-6,0.005993489,0.008571811,8.814409,8.314079E-5,498855.6,498855.7
9.851255E-6,14.95155,-1.074562E10,1291.731,1291.731,0.00124303,1.0,0.905985,7.668642E-5,0.01037378,0.001719572,0.00305662,5.166386E-5,0.005274731,9.428977E-5,3.714222E-4,0.01429029,9.629067E-5,9.256245E-5,7.636996E-4,1.152555E-5,6.116218E-5,2.28307E-4,3.560713E-5,8.082224E-5,0.01210179,0.002477394,0.001225882,7.847046E-5,6.266439E-5,0.001352865,1.475509E-5,1.844488E-4,1.98251E-7,1.396418E-5,6.209201E-7,1.114869E-5,1.162944E-4,4.295769E-4,1.017594E-4,6.843261E-5,3.978976E-6,6.910709E-4,5.306652E-6,5.194432E-7,4.84255E-5,6.853224E-4,0.01444924,0.001212096,0.007256442,1.369679E-4,7.133585E-7,5.971701E-5,1.858458E-6,5.812462E-6,0.005966322,0.008522671,8.81222,8.313718E-5,498731.7,498731.7
9.921944E-6,14.9519,-1.067682E10,1291.587,1291.587,0.00124303,1.0,0.9058478,7.627515E-5,0.01042412,0.001712177,0.003068354,5.147301E-5,0.00529892,9.501843E-5,3.728472E-4,0.01433626,9.624947E-5,9.332881E-5,7.668721E-4,1.157112E-5,6.134624E-5,2.289462E-4,3.540259E-5,8.041132E-5,0.0121435,0.002484326,0.001230366,7.886535E-5,6.250895E-5,0.00135785,1.492528E-5,1.853924E-4,2.01016E-7,1.408468E-5,6.278651E-7,1.124409E-5,1.166082E-4,4.308075E-4,1.025183E-4,6.870257E-5,4.01147E-6,6.934331E-4,5.326434E-6,5.262175E-7,4.856388E-5,6.870052E-4,0.01442862,0.001215848,0.007254397,1.369207E-4,7.23034E-7,6.012263E-5,1.868731E-6,5.84922E-6,0.005951605,0.008496035,8.811032,8.313522E-5,498664.5,498664.5
1.0E-5,14.95229,-1.060178E10,1291.429,1291.429,0.00124303,1.0,0.9056973,7.582623E-5,0.0104794,0.001704092,0.003081196,5.126426E-5,0.005325491,9.582143E-5,3.744076E-4,0.01438666,9.620425E-5,9.417344E-5,7.703556E-4,1.16206E-5,6.154733E-5,2.296459E-4,3.517932E-5,7.996244E-5,0.01218925,0.002491911,0.00123528,7.929883E-5,6.233864E-5,0.001363316,1.511353E-5,1.864296E-4,2.040817E-7,1.421755E-5,6.355471E-7,1.134932E-5,1.169508E-4,4.321532E-4,1.033539E-4,6.899803E-5,4.047281E-6,6.960208E-4,5.348155E-6,5.337307E-7,4.871544E-5,6.888424E-4,0.01440597,0.001219952,0.007252155,1.368667E-4,7.337464E-7,6.056846E-5,1.880046E-6,5.889601E-6,0.005935479,0.00846684,8.809729,8.313308E-5,498590.8,498590.8
