Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_H_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_CH3_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H5_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C3H8_Soln#3 (),Mole_fraction_C3H6_Soln#3 (),Mole_fraction_C3H5-A_Soln#3 (),Mole_fraction_C3H4-P_Soln#3 (),Mole_fraction_C3H4-A_Soln#3 (),Mole_fraction_NC4H10_Soln#3 (),Mole_fraction_IC4H10_Soln#3 (),Mole_fraction_TC4H9_Soln#3 (),Mole_fraction_IC4H8_Soln#3 (),Mole_fraction_IC4H7_Soln#3 (),Mole_fraction_C4H8-1_Soln#3 (),Mole_fraction_C4H8-2_Soln#3 (),Mole_fraction_C4H71-3_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C4H4_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_FULVENE_Soln#3 (),Mole_fraction_C5H6_Soln#3 (),Mole_fraction_MCPTD_Soln#3 (),Mole_fraction_NEOC5H12_Soln#3 (),Mole_fraction_NC5H10_Soln#3 (),Mole_fraction_B1M2_Soln#3 (),Mole_fraction_B1M3_Soln#3 (),Mole_fraction_B2M2_Soln#3 (),Mole_fraction_LC5H8_Soln#3 (),Mole_fraction_DIALLYL_Soln#3 (),Mole_fraction_CYC6H8_Soln#3 (),Mole_fraction_CYC6H10_Soln#3 (),Mole_fraction_NC6H12_Soln#3 (),Mole_fraction_NC7H14_Soln#3 (),Mole_fraction_IC8H16_Soln#3 (),Mole_fraction_DIMEPTD_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_STILB_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_XYLENE_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_NPBENZ_Soln#3 (),Mole_fraction_NC10H20_Soln#3 (),Mole_fraction_IC12H26_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
0.001773519,14.95812,-5.482591E7,1062.957,1062.957,0.001525536,1.0,0.9111,6.50162E-7,0.01283841,2.584541E-5,0.001164157,2.808948E-6,0.00551337,6.626224E-5,2.126132E-4,0.01020909,1.298219E-5,1.06523E-4,6.624335E-4,3.344026E-5,1.637631E-4,3.285702E-6,0.01310434,4.239685E-4,0.001138833,1.055343E-4,1.624471E-5,0.001369045,2.131562E-5,2.447573E-4,4.903344E-7,2.002238E-5,4.911231E-6,1.567849E-5,5.044262E-4,6.86425E-5,7.029677E-5,5.035489E-6,7.559273E-4,2.641582E-5,2.450006E-6,4.012402E-6,4.122153E-5,8.082186E-4,0.01292137,0.00123006,0.007325723,2.259808E-5,1.190851E-6,2.531157E-6,1.070854E-4,3.421572E-6,5.335844E-6,2.08874E-5,0.005656219,0.0118308,8.895654,1.019868E-4,503453.7,503453.7
0.0018,14.95808,-5.408152E7,1062.722,1062.722,0.001525536,1.0,0.9108476,6.440292E-7,0.01294369,2.563055E-5,0.001172349,2.786321E-6,0.005556911,6.725777E-5,2.141502E-4,0.01027885,1.29659E-5,1.08014E-4,6.659689E-4,3.359683E-5,1.65085E-4,3.262631E-6,0.01319992,4.228039E-4,0.001145156,1.064406E-4,1.617707E-5,0.001378538,2.165238E-5,2.470753E-4,4.989402E-7,2.034609E-5,4.989782E-6,1.576035E-5,5.070314E-4,6.920722E-5,7.064869E-5,5.112665E-6,7.604929E-4,2.655107E-5,2.484712E-6,4.092417E-6,4.143763E-5,8.115225E-4,0.01287578,0.001236221,0.007321587,2.249768E-5,1.209738E-6,2.576162E-6,1.079057E-4,3.46335E-6,5.363367E-6,2.102615E-5,0.005627122,0.0117932,8.893709,1.01987E-4,503343.7,503343.7
0.00187513,14.95799,-5.206728E7,1062.073,1062.073,0.001525536,1.0,0.910147,6.273318E-7,0.01323673,2.504383E-5,0.001195071,2.724557E-6,0.005678,7.006238E-5,2.184278E-4,0.01047201,1.292069E-5,1.121976E-4,6.756637E-4,3.402598E-5,1.687613E-4,3.199491E-6,0.01346469,4.195153E-4,0.001162541,1.089606E-4,1.599116E-5,0.001404823,2.260045E-5,2.535505E-4,5.233612E-7,2.126042E-5,5.211503E-6,1.598538E-5,5.141769E-4,7.076158E-5,7.161252E-5,5.329977E-6,7.73077E-4,2.69265E-5,2.582361E-6,4.319553E-6,4.203019E-5,8.205021E-4,0.01274935,0.001253088,0.007310115,2.222091E-5,1.262794E-6,2.703334E-6,1.101764E-4,3.58022E-6,5.438265E-6,2.14084E-5,0.005546832,0.01168901,8.888325,1.019877E-4,503039.0,503039.0
0.0019,14.95797,-5.143053E7,1061.863,1061.863,0.001525536,1.0,0.9099199,6.22021E-7,0.01333195,2.485668E-5,0.00120243,2.704864E-6,0.005717317,7.098437E-5,2.19818E-4,0.01053446,1.290605E-5,1.135675E-4,6.787682E-4,3.416335E-5,1.699549E-4,3.179307E-6,0.01355034,4.18433E-4,0.001168122,1.097786E-4,1.593148E-5,0.001413321,2.29119E-5,2.55662E-4,5.314462E-7,2.156176E-5,5.284527E-6,1.605762E-5,5.164656E-4,7.126113E-5,7.192079E-5,5.401379E-6,7.771273E-4,2.704819E-5,2.614427E-6,4.394765E-6,4.221993E-5,8.233523E-4,0.01270842,0.00125848,0.0073064,2.213181E-5,1.280186E-6,2.745261E-6,1.109102E-4,3.618379E-6,5.462069E-6,2.153136E-5,0.00552096,0.0116553,8.886584,1.019878E-4,502940.4,502940.4
0.001986815,14.9579,-4.93159E7,1061.15,1061.15,0.001525536,1.0,0.9091455,6.042692E-7,0.01365769,2.422914E-5,0.001227512,2.638862E-6,0.005851703,7.417778E-5,2.245748E-4,0.01074691,1.285616E-5,1.182914E-4,6.892189E-4,3.462568E-5,1.740339E-4,3.11147E-6,0.01384188,4.146854E-4,0.001186963,1.125737E-4,1.572996E-5,0.001442234,2.398976E-5,2.629127E-4,5.596665E-7,2.260839E-5,5.537971E-6,1.630147E-5,5.241724E-4,7.294923E-5,7.295718E-5,5.648534E-6,7.90838E-4,2.746343E-5,2.725364E-6,4.6573E-6,4.285859E-5,8.328531E-4,0.01256894,0.001276598,0.00729374,2.18301E-5,1.340231E-6,2.890924E-6,1.134057E-4,3.749569E-6,5.541535E-6,2.194738E-5,0.005433262,0.01154049,8.88066,1.019883E-4,502605.1,502605.1
0.002,14.95789,-4.900854E7,1061.044,1061.044,0.001525536,1.0,0.9090303,6.016738E-7,0.0137063,2.413714E-5,0.001231243,2.62919E-6,0.005871742,7.465944E-5,2.252848E-4,0.01077846,1.284874E-5,1.190012E-4,6.907564E-4,3.469368E-5,1.746421E-4,3.101504E-6,0.0138852,4.141207E-4,0.001189742,1.129903E-4,1.570023E-5,0.001446528,2.415221E-5,2.639982E-4,5.639517E-7,2.276664E-5,5.576265E-6,1.633744E-5,5.253065E-4,7.319842E-5,7.310948E-5,5.685791E-6,7.928652E-4,2.752527E-5,2.742082E-6,4.697163E-6,4.295254E-5,8.342385E-4,0.0125482,0.001279259,0.007291857,2.178548E-5,1.349262E-6,2.912952E-6,1.137761E-4,3.769229E-6,5.553138E-6,2.200886E-5,0.00542028,0.01152343,8.87978,1.019884E-4,502555.3,502555.3
0.0021,14.95785,-4.678663E7,1060.263,1060.263,0.001525536,1.0,0.9081753,5.827939E-7,0.01406787,2.346589E-5,0.001258901,2.558648E-6,0.00602068,7.828402E-5,2.305693E-4,0.01101189,1.279378E-5,1.243195E-4,7.020126E-4,3.519161E-5,1.791615E-4,3.028623E-6,0.01420581,4.098822E-4,0.001210147,1.160854E-4,1.548179E-5,0.001478298,2.537366E-5,2.72102E-4,5.964409E-7,2.396066E-5,5.865003E-6,1.660156E-5,5.336132E-4,7.50295E-5,7.422321E-5,5.965966E-6,8.077894E-4,2.798419E-5,2.867773E-6,4.999318E-6,4.36403E-5,8.442817E-4,0.0123945,0.001298706,0.007277902,2.145679E-5,1.416999E-6,3.079184E-6,1.165153E-4,3.916126E-6,5.637397E-6,2.246124E-5,0.005324571,0.01139707,8.873267,1.019886E-4,502186.7,502186.7
0.002182723,14.95784,-4.508315E7,1059.643,1059.643,0.001525536,1.0,0.9074926,5.681732E-7,0.01435794,2.294363E-5,0.001280971,2.503802E-6,0.006140017,8.124471E-5,2.348133E-4,0.01119757,1.274998E-5,1.28634E-4,7.108157E-4,3.558115E-5,1.827814E-4,2.97171E-6,0.01446103,4.064394E-4,0.001226183,1.185631E-4,1.530992E-5,0.001503573,2.636998E-5,2.786401E-4,6.232949E-7,2.494013E-5,6.101584E-6,1.680916E-5,5.40114E-4,7.646988E-5,7.50926E-5,6.194564E-6,8.195669E-4,2.835116E-5,2.970317E-6,5.248911E-6,4.417806E-5,8.520096E-4,0.01227194,0.001313867,0.007266772,2.119719E-5,1.472038E-6,3.215561E-6,1.186925E-4,4.034783E-6,5.702415E-6,2.281795E-5,0.005248864,0.01129641,8.868085,1.019887E-4,501893.4,501893.5
0.0022,14.95784,-4.474154E7,1059.516,1059.516,0.001525536,1.0,0.9073526,5.652252E-7,0.01441754,2.283806E-5,0.001285492,2.492719E-6,0.006164522,8.185883E-5,2.356859E-4,0.01123555,1.274102E-5,1.295257E-4,7.125997E-4,3.566011E-5,1.835245E-4,2.960184E-6,0.01451325,4.05728E-4,0.001229441,1.190716E-4,1.527497E-5,0.001508743,2.657648E-5,2.799875E-4,6.289005E-7,2.514376E-5,6.150738E-6,1.685135E-5,5.414319E-4,7.676268E-5,7.526861E-5,6.24195E-6,8.219654E-4,2.842643E-5,2.991575E-6,5.300989E-6,4.428702E-5,8.535616E-4,0.01224684,0.001316935,0.007264492,2.114429E-5,1.483421E-6,3.243913E-6,1.191376E-4,4.05925E-6,5.715494E-6,2.289057E-5,0.005233426,0.0112758,8.867025,1.019887E-4,501833.4,501833.5
0.002292229,14.95785,-4.299467E7,1058.856,1058.856,0.001525536,1.0,0.9066203,5.500658E-7,0.01473021,2.229379E-5,0.001309143,2.435604E-6,0.006292981,8.511257E-5,2.402676E-4,0.01143382,1.269417E-5,1.34231E-4,7.218204E-4,3.606845E-5,1.874191E-4,2.900629E-6,0.01478595,4.01977E-4,0.001246333,1.217353E-4,1.50936E-5,0.001535735,2.766959E-5,2.870781E-4,6.588015E-7,2.622526E-5,6.411623E-6,1.707011E-5,5.482472E-4,7.828109E-5,7.617745E-5,6.492828E-6,8.344285E-4,2.882063E-5,3.104147E-6,5.578612E-6,4.485014E-5,8.615059E-4,0.01211563,0.00133276,0.007252572,2.086924E-5,1.543543E-6,3.394486E-6,1.214599E-4,4.188062E-6,5.782565E-6,2.326772E-5,0.005153091,0.01116814,8.861489,1.019886E-4,501520.1,501520.1
0.0023,14.95786,-4.285313E7,1058.802,1058.802,0.001525536,1.0,0.9065597,5.488312E-7,0.01475615,2.224935E-5,0.0013111,2.430943E-6,0.00630363,8.538486E-5,2.406479E-4,0.01145019,1.26903E-5,1.346234E-4,7.225749E-4,3.610188E-5,1.877419E-4,2.895758E-6,0.01480848,4.016646E-4,0.001247718,1.219559E-4,1.507871E-5,0.001537964,2.776099E-5,2.876679E-4,6.613191E-7,2.631597E-5,6.43349E-6,1.708807E-5,5.488051E-4,7.840571E-5,7.625175E-5,6.513809E-6,8.354533E-4,2.885328E-5,3.113563E-6,5.601974E-6,4.489621E-5,8.6215E-4,0.01210478,0.001334053,0.007251586,2.084661E-5,1.54856E-6,3.407114E-6,1.216516E-4,4.198781E-6,5.788013E-6,2.329872E-5,0.005146476,0.01115924,8.861031,1.019886E-4,501494.3,501494.3
0.0024,14.9579,-4.110442E7,1058.116,1058.116,0.001525536,1.0,0.9057946,5.334949E-7,0.0150844,2.169606E-5,0.001335794,2.372924E-6,0.00643832,8.886306E-5,2.454669E-4,0.01165647,1.264149E-5,1.396159E-4,7.319879E-4,3.651924E-5,1.918232E-4,2.834978E-6,0.01509235,3.97696E-4,0.00126506,1.247449E-4,1.489208E-5,0.00156605,2.892756E-5,2.95155E-4,6.936873E-7,2.747734E-5,6.713281E-6,1.731278E-5,5.557694E-4,7.996538E-5,7.717784E-5,6.781612E-6,8.483052E-4,2.926586E-5,3.233806E-6,5.902104E-6,4.547089E-5,8.701089E-4,0.01196794,0.001350151,0.007239148,2.056259E-5,1.612445E-6,3.568767E-6,1.24065E-4,4.334883E-6,5.855456E-6,2.368732E-5,0.005063398,0.01104705,8.85527,1.019883E-4,501168.2,501168.2
0.0025,14.95797,-3.948046E7,1057.458,1057.458,0.001525536,1.0,0.9050552,5.191128E-7,0.01540299,2.117487E-5,0.001359642,2.318308E-6,0.006568897,9.229464E-5,2.501537E-4,0.011855,1.259447E-5,1.445071E-4,7.408852E-4,3.691432E-5,1.957774E-4,2.777512E-6,0.0153657,3.938236E-4,0.001281543,1.274446E-4,1.471426E-5,0.001593085,3.007662E-5,3.024604E-4,7.259967E-7,2.862798E-5,6.990156E-6,1.752649E-5,5.623591E-4,8.144816E-5,7.805174E-5,7.04545E-6,8.605704E-4,2.966519E-5,3.352376E-6,6.20124E-6,4.601389E-5,8.774956E-4,0.01183592,0.001365315,0.007227146,2.029113E-5,1.675116E-6,3.728873E-6,1.263853E-4,4.467726E-6,5.918288E-6,2.405792E-5,0.00498389,0.01093892,8.849722,1.019878E-4,500854.2,500854.2
0.0026,14.95806,-3.796845E7,1056.826,1056.826,0.001525536,1.0,0.9043399,5.055938E-7,0.01571254,2.068287E-5,0.001382704,2.266783E-6,0.006695628,9.568073E-5,2.547176E-4,0.01204632,1.254911E-5,1.493004E-4,7.493077E-4,3.7289E-5,1.996127E-4,2.723069E-6,0.01562922,3.900478E-4,0.001297233,1.300604E-4,1.454451E-5,0.001619144,3.120862E-5,3.095944E-4,7.582403E-7,2.976805E-5,7.264159E-6,1.773009E-5,5.68604E-4,8.285978E-5,7.887771E-5,7.305414E-6,8.722921E-4,3.005218E-5,3.469337E-6,6.499263E-6,4.652771E-5,8.8436E-4,0.01170842,0.00137962,0.007215549,2.003127E-5,1.736607E-6,3.887433E-6,1.286189E-4,4.597463E-6,5.976912E-6,2.441187E-5,0.004907685,0.01083456,8.844374,1.019872E-4,500551.5,500551.5
0.0027,14.95817,-3.655738E7,1056.217,1056.217,0.001525536,1.0,0.9036471,4.928614E-7,0.01601359,2.021759E-5,0.001405031,2.218088E-6,0.00681875,9.902243E-5,2.59167E-4,0.01223092,1.250533E-5,1.539992E-4,7.572909E-4,3.76449E-5,2.03336E-4,2.6714E-6,0.01588356,3.863679E-4,0.00131219,1.325972E-4,1.43822E-5,0.001644292,3.232398E-5,3.165659E-4,7.904125E-7,3.089768E-5,7.535333E-6,1.792434E-5,5.745303E-4,8.420528E-5,7.965944E-5,7.561589E-6,8.835084E-4,3.042759E-5,3.584749E-6,6.796077E-6,4.701451E-5,8.907454E-4,0.01158514,0.001393131,0.007204331,1.978218E-5,1.796953E-6,4.044456E-6,1.307713E-4,4.724234E-6,6.031676E-6,2.475035E-5,0.004834551,0.01073373,8.839212,1.019865E-4,500259.4,500259.4
0.0028,14.9583,-3.523773E7,1055.63,1055.63,0.001525536,1.0,0.9029755,4.808471E-7,0.0163066,1.977683E-5,0.001426669,2.171986E-6,0.006938469,1.023208E-4,2.635091E-4,0.01240921,1.246302E-5,1.586065E-4,7.648659E-4,3.798342E-5,2.069537E-4,2.622284E-6,0.01612927,3.827824E-4,0.001326465,1.350592E-4,1.422679E-5,0.001668584,3.342309E-5,3.233832E-4,8.225084E-7,3.201703E-5,7.803725E-6,1.810989E-5,5.801607E-4,8.548908E-5,8.040016E-5,7.81406E-6,8.942522E-4,3.079209E-5,3.698667E-6,7.091603E-6,4.747619E-5,8.966893E-4,0.01146583,0.001405905,0.007193469,1.954314E-5,1.856187E-6,4.199952E-6,1.328477E-4,4.848168E-6,6.082884E-6,2.50744E-5,0.004764284,0.01063621,8.834225,1.019856E-4,499977.1,499977.1
0.0029,14.95844,-3.400098E7,1055.063,1055.063,0.001525536,1.0,0.9023237,4.694895E-7,0.01659206,1.935857E-5,0.001447663,2.128264E-6,0.007054988,1.05577E-4,2.677508E-4,0.01258159,1.24221E-5,1.631253E-4,7.720624E-4,3.830589E-5,2.104718E-4,2.575518E-6,0.01636689,3.792894E-4,0.001340106,1.374508E-4,1.407777E-5,0.001692077,3.450641E-5,3.300541E-4,8.545237E-7,3.312626E-5,8.069385E-6,1.828739E-5,5.85517E-4,8.671547E-5,8.110294E-5,8.062917E-6,9.045557E-4,3.114634E-5,3.811145E-6,7.38577E-6,4.791457E-5,9.022274E-4,0.01135025,0.001417996,0.007182942,1.931343E-5,1.914343E-6,4.353937E-6,1.348529E-4,4.96939E-6,6.130821E-6,2.5385E-5,0.004696689,0.01054179,8.829401,1.019846E-4,499704.1,499704.1
0.00295121,14.95852,-3.339729E7,1054.781,1054.781,0.001525536,1.0,0.9019973,4.639098E-7,0.01673545,1.915251E-5,0.001458177,2.106733E-6,0.007113478,1.072284E-4,2.698861E-4,0.0126677,1.240165E-5,1.654062E-4,7.756099E-4,3.846521E-5,2.122367E-4,2.55242E-6,0.0164856,3.775356E-4,0.00134686,1.386494E-4,1.400378E-5,0.001703815,3.50552E-5,3.334159E-4,8.708863E-7,3.369045E-5,8.204389E-6,1.837535E-5,5.881601E-4,8.732252E-5,8.144903E-5,8.188986E-6,9.096709E-4,3.132396E-5,3.868203E-6,7.535869E-6,4.813056E-5,9.049166E-4,0.01129243,0.00142394,0.007177674,1.919921E-5,1.943718E-6,4.432214E-6,1.358535E-4,5.030456E-6,6.154186E-6,2.553915E-5,0.004663051,0.01049458,8.826991,1.01984E-4,499567.7,499567.7
0.003,14.9586,-3.283985E7,1054.517,1054.517,0.001525536,1.0,0.9016908,4.587362E-7,0.01687034,1.896111E-5,0.001468048,2.086739E-6,0.007168475,1.087918E-4,2.718979E-4,0.01274841,1.238249E-5,1.675584E-4,7.789053E-4,3.861344E-5,2.138955E-4,2.53093E-6,0.01659687,3.758869E-4,0.001353154,1.397753E-4,1.393471E-5,0.001714816,3.557429E-5,3.365852E-4,8.864547E-7,3.422553E-5,8.332355E-6,1.845736E-5,5.906172E-4,8.788802E-5,8.177033E-5,8.308234E-6,9.144453E-4,3.149084E-5,3.922226E-6,7.678519E-6,4.833115E-5,9.073894E-4,0.01123818,0.001429451,0.00717273,1.909248E-5,1.971449E-6,4.506424E-6,1.367908E-4,5.088006E-6,6.175727E-6,2.568299E-5,0.004631603,0.0104503,8.824732,1.019835E-4,499439.8,499439.9
0.0031,14.95878,-3.174733E7,1053.988,1053.988,0.001525536,1.0,0.9010753,4.485345E-7,0.01714189,1.858272E-5,0.001487866,2.047228E-6,0.007279126,1.119668E-4,2.759567E-4,0.01291004,1.234411E-5,1.719093E-4,7.854219E-4,3.890727E-5,2.172307E-4,2.488342E-6,0.01681972,3.725714E-4,0.001365654,1.420369E-4,1.379713E-5,0.001736854,3.662729E-5,3.429846E-4,9.182989E-7,3.531509E-5,8.592709E-6,1.862039E-5,5.954814E-4,8.901077E-5,8.240516E-5,8.550132E-6,9.23951E-4,3.182622E-5,4.031973E-6,7.969811E-6,4.872761E-5,9.122075E-4,0.01112941,0.001440318,0.007162813,1.887963E-5,2.027547E-6,4.657444E-6,1.38666E-4,5.204153E-6,6.217861E-6,2.59693E-5,0.004568843,0.01036154,8.820206,1.019823E-4,499183.7,499183.7
0.0032,14.95897,-3.071782E7,1053.477,1053.477,0.001525536,1.0,0.9004766,4.388445E-7,0.01740703,1.822207E-5,0.001507147,2.009589E-6,0.007387073,1.151027E-4,2.799319E-4,0.01306676,1.230689E-5,1.761803E-4,7.916317E-4,3.918824E-5,2.204814E-4,2.447622E-6,0.01703581,3.693408E-4,0.001377638,1.442384E-4,1.366471E-5,0.001758225,3.766574E-5,3.492575E-4,9.500539E-7,3.63951E-5,8.850487E-6,1.877689E-5,6.001238E-4,9.008655E-5,8.300941E-5,8.788678E-6,9.330937E-4,3.215288E-5,4.140421E-6,8.259609E-6,4.910515E-5,9.167046E-4,0.01102375,0.001450633,0.007153176,1.867444E-5,2.082664E-6,4.807015E-6,1.404818E-4,5.317918E-6,6.257405E-6,2.624457E-5,0.004508281,0.01027537,8.815816,1.01981E-4,498935.3,498935.3
0.0033,14.95917,-2.974616E7,1052.982,1052.982,0.001525536,1.0,0.8998937,4.29627E-7,0.01766608,1.787789E-5,0.00152592,1.973687E-6,0.007492455,1.182006E-4,2.838281E-4,0.01321883,1.227078E-5,1.803741E-4,7.975542E-4,3.945721E-5,2.236519E-4,2.408639E-6,0.01724549,3.661924E-4,0.001389139,1.463828E-4,1.353713E-5,0.001778968,3.869003E-5,3.554096E-4,9.817177E-7,3.746573E-5,9.105741E-6,1.892726E-5,6.045584E-4,9.111822E-5,8.358509E-5,9.023957E-6,9.418949E-4,3.247126E-5,4.247613E-6,8.547881E-6,4.946494E-5,9.209036E-4,0.01092105,0.001460432,0.007143803,1.847644E-5,2.136829E-6,4.955159E-6,1.422415E-4,5.429398E-6,6.294542E-6,2.650947E-5,0.004449787,0.01019165,8.811555,1.019796E-4,498694.1,498694.1
0.0034,14.95938,-2.882758E7,1052.503,1052.503,0.001525536,1.0,0.8993257,4.208465E-7,0.01791934,1.754897E-5,0.001544213,1.939394E-6,0.007595408,1.212615E-4,2.876496E-4,0.01336652,1.223571E-5,1.844931E-4,8.032083E-4,3.9715E-5,2.267463E-4,2.37127E-6,0.01744913,3.63123E-4,0.001400186,1.484728E-4,1.341405E-5,0.001799118,3.970057E-5,3.614465E-4,1.013289E-6,3.852719E-5,9.358525E-6,1.907192E-5,6.08799E-4,9.210858E-5,8.413413E-5,9.256054E-6,9.50375E-4,3.278175E-5,4.35359E-6,8.834603E-6,4.980816E-5,9.248262E-4,0.01082115,0.00146975,0.007134681,1.828519E-5,2.190072E-6,5.1019E-6,1.439481E-4,5.538688E-6,6.329449E-6,2.676464E-5,0.004393236,0.01011024,8.807416,1.019782E-4,498459.9,498459.9
0.0035,14.95961,-2.7958E7,1052.037,1052.037,0.001525536,1.0,0.8987719,4.124724E-7,0.01816709,1.723431E-5,0.001562052,1.906603E-6,0.007696047,1.242863E-4,2.914002E-4,0.01351006,1.220163E-5,1.885398E-4,8.086099E-4,3.996231E-5,2.297682E-4,2.335412E-6,0.01764703,3.601302E-4,0.001410807,1.505111E-4,1.329522E-5,0.001818707,4.069773E-5,3.67373E-4,1.044766E-6,3.957965E-5,9.608887E-6,1.921119E-5,6.128573E-4,9.306E-5,8.465815E-5,9.485047E-6,9.585517E-4,3.308473E-5,4.45839E-6,9.119758E-6,5.013577E-5,9.28491E-4,0.0107239,0.001478615,0.007125797,1.81003E-5,2.242421E-6,5.247263E-6,1.456045E-4,5.645872E-6,6.362272E-6,2.701062E-5,0.004338521,0.01003103,8.803392,1.019767E-4,498232.1,498232.1
0.0036,14.95984,-2.713371E7,1051.586,1051.586,0.001525536,1.0,0.8982316,4.044761E-7,0.01840957,1.693295E-5,0.001579459,1.875213E-6,0.00779448,1.27276E-4,2.950835E-4,0.01364966,1.216849E-5,1.925164E-4,8.137739E-4,4.019978E-5,2.327208E-4,2.300967E-6,0.01783948,3.572112E-4,0.001421025,1.524999E-4,1.318038E-5,0.001837761,4.168186E-5,3.731936E-4,1.076148E-6,4.06233E-5,9.856876E-6,1.934538E-5,6.167439E-4,9.39747E-5,8.515865E-5,9.711014E-6,9.664413E-4,3.33805E-5,4.562048E-6,9.403333E-6,5.044868E-5,9.31915E-4,0.01062918,0.001487054,0.007117138,1.792142E-5,2.293902E-6,5.391272E-6,1.472131E-4,5.751029E-6,6.393147E-6,2.724791E-5,0.004285542,0.009953908,8.799477,1.019751E-4,498010.6,498010.6
0.0037,14.96009,-2.635126E7,1051.148,1051.148,0.001525536,1.0,0.8977041,3.968317E-7,0.01864705,1.664401E-5,0.001596456,1.845129E-6,0.007890815,1.302313E-4,2.987028E-4,0.01378551,1.213625E-5,1.964251E-4,8.187146E-4,4.042803E-5,2.356074E-4,2.267846E-6,0.01802674,3.543632E-4,0.001430865,1.544416E-4,1.306931E-5,0.00185631,4.265333E-5,3.789128E-4,1.107435E-6,4.165832E-5,1.010254E-5,1.947481E-5,6.204693E-4,9.485481E-5,8.563711E-5,9.934032E-6,9.740597E-4,3.36694E-5,4.664598E-6,9.685317E-6,5.074777E-5,9.351144E-4,0.01053686,0.001495094,0.007108694,1.774822E-5,2.344542E-6,5.533953E-6,1.487764E-4,5.854238E-6,6.422205E-6,2.747702E-5,0.004234203,0.009878761,8.795667,1.019734E-4,497794.9,497794.9
0.003774772,14.96027,-2.579173E7,1050.828,1050.828,0.001525536,1.0,0.8973178,3.913316E-7,0.01882147,1.64356E-5,0.00160891,1.823439E-6,0.00796153,1.324192E-4,3.013691E-4,0.01388476,1.21127E-5,1.993047E-4,8.222706E-4,4.0593E-5,2.377244E-4,2.243895E-6,0.01816353,3.522787E-4,0.001437988,1.558638E-4,1.298858E-5,0.001869864,4.337164E-5,3.831252E-4,1.130766E-6,4.242669E-5,1.028474E-5,1.956863E-5,6.231551E-4,9.549143E-5,8.598122E-5,1.00989E-5,9.795874E-4,3.388109E-5,4.740572E-6,9.895119E-6,5.096284E-5,9.373686E-4,0.01046933,0.001500858,0.007102514,1.762224E-5,2.381872E-6,5.639785E-6,1.499171E-4,5.93018E-6,6.442814E-6,2.764323E-5,0.004196835,0.009823809,8.792882,1.019721E-4,497637.3,497637.3
0.0038,14.96034,-2.560778E7,1050.722,1050.722,0.001525536,1.0,0.897189,3.895175E-7,0.01887969,1.636677E-5,0.001613061,1.816277E-6,0.00798513,1.33153E-4,3.022608E-4,0.01391779,1.210487E-5,2.002676E-4,8.234432E-4,4.064754E-5,2.384305E-4,2.235973E-6,0.01820904,3.515843E-4,0.001440345,1.563378E-4,1.29618E-5,0.001874375,4.361238E-5,3.845338E-4,1.138625E-6,4.268484E-5,1.034592E-5,1.959971E-5,6.240416E-4,9.570201E-5,8.609465E-5,1.015415E-5,9.814192E-4,3.395166E-5,4.766065E-6,9.965694E-6,5.103372E-5,9.381022E-4,0.01044685,0.001502755,0.007100456,1.758043E-5,2.39436E-6,5.675321E-6,1.502964E-4,5.955558E-6,6.449549E-6,2.76983E-5,0.004184428,0.009805511,8.791955,1.019717E-4,497584.8,497584.9
0.0039,14.9606,-2.490035E7,1050.308,1050.308,0.001525536,1.0,0.8966855,3.825093E-7,0.01910776,1.61004E-5,0.001629295,1.788568E-6,0.008077531,1.360422E-4,3.057608E-4,0.01404669,1.20743E-5,2.040464E-4,8.279733E-4,4.085889E-5,2.411933E-4,2.205264E-6,0.01838665,3.488713E-4,0.001449487,1.581908E-4,1.285764E-5,0.001891983,4.455945E-5,3.900613E-4,1.169719E-6,4.370309E-5,1.058707E-5,1.972035E-5,6.274707E-4,9.651834E-5,8.653266E-5,1.037148E-5,9.88535E-4,3.422761E-5,4.866488E-6,1.024447E-5,5.130738E-5,9.408936E-4,0.01035901,0.00151006,0.007092412,1.741771E-5,2.443387E-6,5.815411E-6,1.517754E-4,6.05507E-6,6.475301E-6,2.791225E-5,0.004136126,0.009734054,8.788338,1.019699E-4,497380.1,497380.1
