Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_H_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H5_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C3H8_Soln#2 (),Mole_fraction_IC3H7_Soln#2 (),Mole_fraction_C3H6_Soln#2 (),Mole_fraction_C3H5-A_Soln#2 (),Mole_fraction_C3H4-P_Soln#2 (),Mole_fraction_C3H4-A_Soln#2 (),Mole_fraction_NC4H10_Soln#2 (),Mole_fraction_IC4H10_Soln#2 (),Mole_fraction_IC4H9_Soln#2 (),Mole_fraction_TC4H9_Soln#2 (),Mole_fraction_IC4H8_Soln#2 (),Mole_fraction_IC4H7_Soln#2 (),Mole_fraction_C4H8-1_Soln#2 (),Mole_fraction_C4H8-2_Soln#2 (),Mole_fraction_C4H71-3_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C4H4_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_C5H6_Soln#2 (),Mole_fraction_MCPTD_Soln#2 (),Mole_fraction_NC5H12_Soln#2 (),Mole_fraction_NEOC5H12_Soln#2 (),Mole_fraction_NC5H10_Soln#2 (),Mole_fraction_B1M2_Soln#2 (),Mole_fraction_B1M3_Soln#2 (),Mole_fraction_B2M2_Soln#2 (),Mole_fraction_LC5H8_Soln#2 (),Mole_fraction_DIALLYL_Soln#2 (),Mole_fraction_CYC6H8_Soln#2 (),Mole_fraction_CYC6H10_Soln#2 (),Mole_fraction_NC6H12_Soln#2 (),Mole_fraction_NC7H14_Soln#2 (),Mole_fraction_IC8H16_Soln#2 (),Mole_fraction_DIMEPTD_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_XYLENE_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Mole_fraction_NC10H20_Soln#2 (),Mole_fraction_IC12H26_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
3.019987E-4,14.9877,-8.072415E7,1045.822,1045.822,0.001598181,1.0,0.9419272,6.457837E-7,0.001141362,2.465553E-5,1.220928E-4,3.723399E-6,5.041145E-4,6.762217E-7,1.632595E-5,1.47784E-7,0.001009619,8.516714E-6,1.086852E-6,7.707179E-5,3.615893E-6,1.640623E-5,4.311971E-7,3.8048E-6,0.001308682,1.271989E-4,1.253488E-4,8.833507E-6,1.96032E-5,1.253548E-4,8.956078E-8,1.87927E-5,1.702435E-7,3.064987E-8,1.095407E-7,1.207525E-6,6.436013E-5,1.592402E-6,6.610274E-6,4.696384E-8,8.399873E-5,6.793696E-6,4.218736E-8,1.382926E-8,5.10062E-6,1.152537E-4,0.01852713,1.517566E-4,0.007855837,1.787195E-5,5.218371E-6,1.474151E-7,3.53297E-7,1.453806E-6,0.009884844,0.01667392,9.150929,1.066325E-4,517901.1,517901.1
3.081889E-4,14.98753,-8.034433E7,1045.744,1045.744,0.001598181,1.0,0.9418605,6.437952E-7,0.001164814,2.459055E-5,1.246033E-4,3.713372E-6,5.144693E-4,7.017396E-7,1.666901E-5,1.503299E-7,0.001029776,8.521013E-6,1.131828E-6,7.862547E-5,3.689743E-6,1.673646E-5,4.299863E-7,3.797118E-6,0.001335312,1.290026E-4,1.279402E-4,9.066894E-6,1.958614E-5,1.281584E-4,9.474605E-8,1.91881E-5,1.774859E-7,3.191556E-8,1.117418E-7,1.231998E-6,6.566673E-5,1.650227E-6,6.777857E-6,4.88815E-8,8.569634E-5,6.935627E-6,4.403539E-8,1.457824E-8,5.200139E-6,1.175289E-4,0.0185134,1.547883E-4,0.007854611,1.799609E-5,5.388402E-6,1.513789E-7,3.685701E-7,1.50107E-6,0.009873868,0.0166641,9.150354,1.066337E-4,517868.6,517868.6
3.096101E-4,14.98749,-8.025894E7,1045.726,1045.726,0.001598181,1.0,0.9418452,6.433421E-7,0.001170188,2.457568E-5,1.251784E-4,3.711076E-6,5.168418E-4,7.076475E-7,1.674759E-5,1.509117E-7,0.001034394,8.521986E-6,1.14226E-6,7.898127E-5,3.706644E-6,1.681216E-5,4.297101E-7,3.795359E-6,0.001341416,1.294127E-4,1.285337E-4,9.120423E-6,1.958191E-5,1.288009E-4,9.595833E-8,1.927875E-5,1.791667E-7,3.220924E-8,1.122453E-7,1.2376E-6,6.59659E-5,1.663592E-6,6.816229E-6,4.932633E-8,8.608514E-5,6.968062E-6,4.446413E-8,1.475329E-8,5.222927E-6,1.180497E-4,0.01851026,1.554824E-4,0.00785433,1.802377E-5,5.427542E-6,1.522903E-7,3.721021E-7,1.511947E-6,0.009871354,0.01666185,9.150223,1.066339E-4,517861.2,517861.2
3.098173E-4,14.98749,-8.024617E7,1045.724,1045.724,0.001598181,1.0,0.941843,6.432765E-7,0.001170971,2.457351E-5,1.252622E-4,3.710741E-6,5.171875E-4,7.085102E-7,1.675904E-5,1.509964E-7,0.001035067,8.522127E-6,1.143784E-6,7.903311E-5,3.709105E-6,1.682318E-5,4.2967E-7,3.795103E-6,0.001342305,1.294724E-4,1.286201E-4,9.128223E-6,1.958128E-5,1.288945E-4,9.613571E-8,1.929196E-5,1.794123E-7,3.225215E-8,1.123186E-7,1.238416E-6,6.600949E-5,1.665543E-6,6.821819E-6,4.93913E-8,8.614178E-5,6.972784E-6,4.452675E-8,1.47789E-8,5.226246E-6,1.181256E-4,0.0185098,1.555835E-4,0.00785429,1.802778E-5,5.43325E-6,1.524232E-7,3.726177E-7,1.513533E-6,0.009870988,0.01666152,9.150204,1.06634E-4,517860.1,517860.1
3.1E-4,14.98748,-8.023508E7,1045.722,1045.722,0.001598181,1.0,0.9418411,6.432178E-7,0.001171661,2.45716E-5,1.25336E-4,3.710447E-6,5.174923E-4,7.092713E-7,1.676914E-5,1.510711E-7,0.00103566,8.522252E-6,1.145129E-6,7.907881E-5,3.711276E-6,1.683291E-5,4.296345E-7,3.794878E-6,0.001343089,1.29525E-4,1.286964E-4,9.135102E-6,1.958073E-5,1.28977E-4,9.629228E-8,1.930361E-5,1.796289E-7,3.229001E-8,1.123833E-7,1.239136E-6,6.604792E-5,1.667264E-6,6.826748E-6,4.944864E-8,8.619173E-5,6.976948E-6,4.458202E-8,1.480151E-8,5.229174E-6,1.181925E-4,0.01850939,1.556727E-4,0.007854253,1.803132E-5,5.438285E-6,1.525404E-7,3.730726E-7,1.514933E-6,0.009870665,0.01666124,9.150187,1.06634E-4,517859.1,517859.1
3.162361E-4,14.98731,-7.98582E7,1045.644,1045.644,0.001598181,1.0,0.9417742,6.412321E-7,0.001195188,2.450668E-5,1.278528E-4,3.700427E-6,5.27878E-4,7.354324E-7,1.7113E-5,1.536107E-7,0.001055869,8.526464E-6,1.191415E-6,8.06355E-5,3.785165E-6,1.716438E-5,4.284258E-7,3.787197E-6,0.001369818,1.313052E-4,1.312926E-4,9.369528E-6,1.956074E-5,1.317903E-4,1.017181E-7,1.970072E-5,1.870918E-7,3.359372E-8,1.145834E-7,1.263638E-6,6.735658E-5,1.726333E-6,6.994591E-6,5.142258E-8,8.789297E-5,7.118514E-6,4.648472E-8,1.558478E-8,5.328858E-6,1.204698E-4,0.01849563,1.58709E-4,0.007853029,1.81489E-5,5.610492E-6,1.565455E-7,3.886893E-7,1.562777E-6,0.009859667,0.01665139,9.149611,1.066352E-4,517826.5,517826.6
3.2E-4,14.98721,-7.963262E7,1045.597,1045.597,0.001598181,1.0,0.941734,6.400395E-7,0.001209352,2.446768E-5,1.293674E-4,3.694407E-6,5.341295E-4,7.513886E-7,1.731991E-5,1.551343E-7,0.001068029,8.528961E-6,1.219709E-6,8.157191E-5,3.829574E-6,1.7364E-5,4.276993E-7,3.782576E-6,0.001385915,1.323663E-4,1.328544E-4,9.510767E-6,1.954775E-5,1.33484E-4,1.050673E-7,1.993995E-5,1.916573E-7,3.439112E-8,1.15905E-7,1.278369E-6,6.814364E-5,1.76228E-6,7.095524E-6,5.262942E-8,8.891648E-5,7.203437E-6,4.764809E-8,1.606822E-8,5.388814E-6,1.218389E-4,0.01848735,1.60535E-4,0.007852293,1.82172E-5,5.714741E-6,1.589671E-7,3.98196E-7,1.591731E-6,0.009853051,0.01664546,9.149265,1.06636E-4,517806.9,517806.9
3.253489E-4,14.98706,-7.931541E7,1045.531,1045.531,0.001598181,1.0,0.941677,6.383512E-7,0.001229433,2.44125E-5,1.315138E-4,3.685889E-6,5.429918E-4,7.742793E-7,1.761311E-5,1.572874E-7,0.001085264,8.532453E-6,1.260381E-6,8.289858E-5,3.892443E-6,1.764709E-5,4.266706E-7,3.776031E-6,0.001408742,1.33857E-4,1.35067E-4,9.711158E-6,1.952819E-5,1.358856E-4,1.099238E-7,2.027934E-5,1.982247E-7,3.553795E-8,1.177749E-7,1.299232E-6,6.925847E-5,1.813741E-6,7.238471E-6,5.436449E-8,9.036671E-5,7.323449E-6,4.932066E-8,1.676924E-8,5.473744E-6,1.237775E-4,0.0184756,1.631215E-4,0.007851252,1.831091E-5,5.863272E-6,1.624139E-7,4.11807E-7,1.632972E-6,0.009843677,0.01663707,9.148774,1.06637E-4,517779.2,517779.2
3.259453E-4,14.98705,-7.927998E7,1045.524,1045.524,0.001598181,1.0,0.9416706,6.381616E-7,0.001231669,2.440637E-5,1.317527E-4,3.684942E-6,5.439783E-4,7.768472E-7,1.764574E-5,1.575266E-7,0.001087182,8.532838E-6,1.264949E-6,8.304621E-5,3.899435E-6,1.767862E-5,4.265563E-7,3.775304E-6,0.001411284,1.34022E-4,1.353132E-4,9.733479E-6,1.952594E-5,1.36153E-4,1.104724E-7,2.031714E-5,1.989627E-7,3.566681E-8,1.179828E-7,1.301553E-6,6.938251E-5,1.819507E-6,7.254374E-6,5.45594E-8,9.05281E-5,7.336782E-6,4.950855E-8,1.684843E-8,5.483194E-6,1.239932E-4,0.0184743,1.634093E-4,0.007851136,1.832112E-5,5.87986E-6,1.627986E-7,4.133318E-7,1.637577E-6,0.009842634,0.01663613,9.148719,1.066371E-4,517776.1,517776.1
3.261392E-4,14.98704,-7.92685E7,1045.521,1045.521,0.001598181,1.0,0.9416686,6.380993E-7,0.001232395,2.440438E-5,1.318304E-4,3.684634E-6,5.442989E-4,7.776825E-7,1.765634E-5,1.576044E-7,0.001087806,8.532963E-6,1.266436E-6,8.309418E-5,3.901707E-6,1.768886E-5,4.265189E-7,3.775067E-6,0.00141211,1.340756E-4,1.353932E-4,9.740733E-6,1.95252E-5,1.362398E-4,1.106509E-7,2.032942E-5,1.992028E-7,3.570873E-8,1.180503E-7,1.302307E-6,6.942281E-5,1.821381E-6,7.259542E-6,5.462282E-8,9.058054E-5,7.341113E-6,4.956968E-8,1.687421E-8,5.486265E-6,1.240633E-4,0.01847387,1.635028E-4,0.007851099,1.832443E-5,5.885252E-6,1.629237E-7,4.138276E-7,1.639074E-6,0.009842295,0.01663583,9.148701,1.066371E-4,517775.1,517775.1
3.272678E-4,14.98701,-7.92019E7,1045.507,1045.507,0.001598181,1.0,0.9416566,6.37744E-7,0.001236624,2.439278E-5,1.322822E-4,3.682843E-6,5.461648E-4,7.825523E-7,1.771805E-5,1.580565E-7,0.001091433,8.53369E-6,1.275103E-6,8.337335E-5,3.914927E-6,1.774849E-5,4.263028E-7,3.773691E-6,0.001416917,1.343869E-4,1.358588E-4,9.782949E-6,1.952088E-5,1.367455E-4,1.116937E-7,2.040092E-5,2.006033E-7,3.595325E-8,1.184433E-7,1.306695E-6,6.965736E-5,1.832309E-6,7.289611E-6,5.499263E-8,9.088574E-5,7.366311E-6,4.992616E-8,1.702474E-8,5.504134E-6,1.24471E-4,0.0184714,1.64047E-4,0.00785088,1.834359E-5,5.916659E-6,1.63652E-7,4.167178E-7,1.647792E-6,0.009840322,0.01663406,9.148598,1.066374E-4,517769.2,517769.2
3.275507E-4,14.98701,-7.91855E7,1045.504,1045.504,0.001598181,1.0,0.9416536,6.37656E-7,0.001237683,2.438988E-5,1.323954E-4,3.682395E-6,5.466322E-4,7.837744E-7,1.773351E-5,1.581697E-7,0.001092342,8.533872E-6,1.277279E-6,8.344328E-5,3.918238E-6,1.776342E-5,4.262486E-7,3.773346E-6,0.001418122,1.344648E-4,1.359754E-4,9.793531E-6,1.951979E-5,1.368722E-4,1.119557E-7,2.041884E-5,2.009549E-7,3.601463E-8,1.185418E-7,1.307795E-6,6.971611E-5,1.83505E-6,7.297143E-6,5.508547E-8,9.096219E-5,7.37262E-6,5.001565E-8,1.706258E-8,5.50861E-6,1.245731E-4,0.01847078,1.641833E-4,0.007850825,1.834837E-5,5.924533E-6,1.638345E-7,4.174428E-7,1.649978E-6,0.009839828,0.01663362,9.148572,1.066374E-4,517767.8,517767.8
3.294078E-4,14.98696,-7.90757E7,1045.481,1045.481,0.001598181,1.0,0.9416338,6.370749E-7,0.001244634,2.437084E-5,1.33138E-4,3.679456E-6,5.496992E-4,7.918183E-7,1.783493E-5,1.589119E-7,0.001098305,8.535061E-6,1.291607E-6,8.390204E-5,3.939956E-6,1.786145E-5,4.258942E-7,3.771087E-6,0.001426026,1.349746E-4,1.367405E-4,9.862928E-6,1.951255E-5,1.377035E-4,1.136855E-7,2.05364E-5,2.032706E-7,3.641893E-8,1.191873E-7,1.315005E-6,7.010153E-5,1.853084E-6,7.346548E-6,5.569686E-8,9.146376E-5,7.413984E-6,5.060499E-8,1.731232E-8,5.537974E-6,1.25243E-4,0.01846672,1.650774E-4,0.007850466,1.837943E-5,5.976261E-6,1.650336E-7,4.222122E-7,1.664335E-6,0.009836586,0.01663071,9.148403,1.066378E-4,517758.1,517758.2
3.3E-4,14.98694,-7.904097E7,1045.474,1045.474,0.001598181,1.0,0.9416275,6.368894E-7,0.001246849,2.436478E-5,1.333746E-4,3.678521E-6,5.506765E-4,7.943902E-7,1.786725E-5,1.591483E-7,0.001100205,8.535439E-6,1.296191E-6,8.404822E-5,3.946874E-6,1.789269E-5,4.257812E-7,3.770368E-6,0.001428545,1.351367E-4,1.369843E-4,9.885047E-6,1.951021E-5,1.379684E-4,1.142401E-7,2.057388E-5,2.040116E-7,3.654829E-8,1.193929E-7,1.317302E-6,7.022432E-5,1.858847E-6,7.362288E-6,5.589246E-8,9.162358E-5,7.427155E-6,5.079353E-8,1.739241E-8,5.547329E-6,1.254565E-4,0.01846542,1.653623E-4,0.007850351,1.838923E-5,5.992768E-6,1.654162E-7,4.237361E-7,1.668916E-6,0.009835553,0.01662979,9.148348,1.066379E-4,517755.1,517755.1
3.4E-4,14.98668,-7.84596E7,1045.351,1045.351,0.001598181,1.0,0.9415217,6.337723E-7,0.001284156,2.426303E-5,1.37358E-4,3.662813E-6,5.671344E-4,8.382551E-7,1.841124E-5,1.63115E-7,0.001132189,8.541711E-6,1.374529E-6,8.650798E-5,4.063195E-6,1.841903E-5,4.238828E-7,3.758273E-6,0.001470982,1.378381E-4,1.410864E-4,1.025776E-5,1.946893E-5,1.4243E-4,1.238039E-7,2.120543E-5,2.166849E-7,3.876041E-8,1.228476E-7,1.355939E-6,7.22902E-5,1.956888E-6,7.627012E-6,5.923602E-8,9.431333E-5,7.648164E-6,5.401601E-8,1.877402E-8,5.704739E-6,1.290456E-4,0.01844363,1.701551E-4,0.007848428,1.854838E-5,6.272143E-6,1.718861E-7,4.496541E-7,1.746425E-6,0.009818171,0.0166142,9.147438,1.066398E-4,517703.6,517703.6
3.5E-4,14.98641,-7.788817E7,1045.23,1045.23,0.001598181,1.0,0.9414164,6.306876E-7,0.001321273,2.416236E-5,1.41318E-4,3.647271E-6,5.83504E-4,8.829696E-7,1.89519E-5,1.670348E-7,0.001163983,8.54778E-6,1.454691E-6,8.895133E-5,4.178547E-6,1.894302E-5,4.220032E-7,3.746282E-6,0.001513226,1.404725E-4,1.45161E-4,1.062892E-5,1.942456E-5,1.468686E-4,1.337551E-7,2.183461E-5,2.296728E-7,4.102683E-8,1.262695E-7,1.394284E-6,7.434139E-5,2.056348E-6,7.889666E-6,6.265907E-8,9.698584E-5,7.866504E-6,5.731391E-8,2.021342E-8,5.861051E-6,1.326065E-4,0.01842195,1.749137E-4,0.007846523,1.869542E-5,6.552677E-6,1.783762E-7,4.759169E-7,1.824203E-6,0.009800903,0.01659869,9.146533,1.066416E-4,517652.3,517652.3
3.6E-4,14.98616,-7.732649E7,1045.109,1045.109,0.001598181,1.0,0.9413117,6.276365E-7,0.001358204,2.406279E-5,1.452547E-4,3.631901E-6,5.99786E-4,9.285192E-7,1.948929E-5,1.709089E-7,0.00119559,8.553656E-6,1.536644E-6,9.137841E-5,4.292943E-6,1.94647E-5,4.201431E-7,3.734402E-6,0.001555279,1.430413E-4,1.492083E-4,1.099847E-5,1.937764E-5,1.51284E-4,1.440886E-7,2.246144E-5,2.429706E-7,4.334678E-8,1.296592E-7,1.432341E-6,7.637803E-5,2.157168E-6,8.150233E-6,6.616043E-8,9.964131E-5,8.082221E-6,6.06855E-8,2.171077E-8,6.016281E-6,1.361396E-4,0.01840041,1.796384E-4,0.007844634,1.883109E-5,6.834198E-6,1.848854E-7,5.024931E-7,1.902202E-6,0.009783748,0.01658328,9.145634,1.066435E-4,517601.4,517601.4
3.7E-4,14.9859,-7.677434E7,1044.989,1044.989,0.001598181,1.0,0.9412076,6.246198E-7,0.001394951,2.396435E-5,1.491684E-4,3.616706E-6,6.159816E-4,9.748887E-7,2.002346E-5,1.747384E-7,0.001227011,8.559351E-6,1.620354E-6,9.37894E-5,4.406397E-6,1.998407E-5,4.183027E-7,3.722635E-6,0.001597142,1.455463E-4,1.532287E-4,1.136637E-5,1.93287E-5,1.556763E-4,1.547987E-7,2.308595E-5,2.565734E-7,4.571946E-8,1.33017E-7,1.470113E-6,7.84003E-5,2.25929E-6,8.408704E-6,6.973885E-8,1.022799E-4,8.295361E-6,6.412898E-8,2.32662E-8,6.170439E-6,1.396452E-4,0.01837898,1.843298E-4,0.007842763,1.895614E-5,7.116534E-6,1.914131E-7,5.293511E-7,1.980375E-6,0.009766704,0.01656795,9.14474,1.066453E-4,517550.8,517550.9
3.8E-4,14.98565,-7.623149E7,1044.87,1044.87,0.001598181,1.0,0.9411041,6.21638E-7,0.001431515,2.386704E-5,1.530596E-4,3.601687E-6,6.320916E-4,1.022063E-6,2.055445E-5,1.785244E-7,0.00125825,8.564873E-6,1.705787E-6,9.618451E-5,4.518923E-6,2.050117E-5,4.164821E-7,3.710983E-6,0.001638815,1.479894E-4,1.572224E-4,1.17326E-5,1.927817E-5,1.600454E-4,1.658796E-7,2.370816E-5,2.704759E-7,4.814406E-8,1.363435E-7,1.507605E-6,8.040837E-5,2.362655E-6,8.665077E-6,7.339308E-8,1.049019E-4,8.505974E-6,6.764255E-8,2.48798E-8,6.323542E-6,1.431236E-4,0.01835767,1.889881E-4,0.007840908,1.907128E-5,7.399526E-6,1.979585E-7,5.5646E-7,2.058676E-6,0.00974977,0.01655271,9.143851,1.066471E-4,517500.6,517500.6
3.9E-4,14.9854,-7.56977E7,1044.752,1044.752,0.001598181,1.0,0.9410011,6.186911E-7,0.001467899,2.377086E-5,1.569284E-4,3.586845E-6,6.481171E-4,1.070028E-6,2.108231E-5,1.822678E-7,0.001289307,8.570231E-6,1.79291E-6,9.856389E-5,4.630537E-6,2.101603E-5,4.146814E-7,3.699445E-6,0.001680301,1.503721E-4,1.611899E-4,1.209714E-5,1.922639E-5,1.643913E-4,1.77325E-7,2.43281E-5,2.846735E-7,5.06198E-8,1.396392E-7,1.54482E-6,8.240241E-5,2.467208E-6,8.919357E-6,7.712192E-8,1.075075E-4,8.714103E-6,7.122456E-8,2.655162E-8,6.475601E-6,1.465754E-4,0.01833648,1.936139E-4,0.007839068,1.917715E-5,7.683032E-6,2.045212E-7,5.837922E-7,2.137066E-6,0.009732945,0.01653755,9.142968,1.066488E-4,517450.6,517450.6
4.0E-4,14.98516,-7.517272E7,1044.634,1044.634,0.001598181,1.0,0.9408987,6.157791E-7,0.001504105,2.367579E-5,1.607751E-4,3.572178E-6,6.640591E-4,1.118771E-6,2.160709E-5,1.859695E-7,0.001320186,8.57543E-6,1.881691E-6,1.009277E-4,4.74125E-6,2.152866E-5,4.129005E-7,3.688022E-6,0.001721601,1.52696E-4,1.651313E-4,1.245997E-5,1.917368E-5,1.687141E-4,1.891292E-7,2.494579E-5,2.991615E-7,5.314595E-8,1.429046E-7,1.581763E-6,8.43826E-5,2.572899E-6,9.171553E-6,8.092424E-8,1.100968E-4,8.919794E-6,7.487336E-8,2.828172E-8,6.626631E-6,1.500008E-4,0.01831541,1.982075E-4,0.007837244,1.927433E-5,7.966921E-6,2.111006E-7,6.113213E-7,2.215507E-6,0.009716227,0.01652248,9.14209,1.066506E-4,517400.9,517400.9
4.1E-4,14.98491,-7.465635E7,1044.518,1044.518,0.001598181,1.0,0.9407969,6.129018E-7,0.001540136,2.358184E-5,1.646002E-4,3.557687E-6,6.799185E-4,1.168277E-6,2.212885E-5,1.896305E-7,0.001350888,8.580477E-6,1.9721E-6,1.032762E-4,4.851078E-6,2.203908E-5,4.111391E-7,3.676714E-6,0.001762715,1.549627E-4,1.690471E-4,1.282109E-5,1.91203E-5,1.73014E-4,2.012858E-7,2.556126E-5,3.139355E-7,5.572175E-8,1.461402E-7,1.618438E-6,8.634911E-5,2.679677E-6,9.421678E-6,8.479889E-8,1.126701E-4,9.123091E-6,7.858737E-8,3.007008E-8,6.776644E-6,1.534001E-4,0.01829445,2.027694E-4,0.007835434,1.93634E-5,8.251071E-6,2.176962E-7,6.390224E-7,2.293967E-6,0.009699616,0.01650749,9.141217,1.066523E-4,517351.5,517351.5
4.2E-4,14.98467,-7.414831E7,1044.402,1044.402,0.001598181,1.0,0.9406955,6.100595E-7,0.001575993,2.348899E-5,1.684037E-4,3.543369E-6,6.956964E-4,1.218535E-6,2.264762E-5,1.932517E-7,0.001381417,8.585377E-6,2.064107E-6,1.056095E-4,4.960033E-6,2.254733E-5,4.093972E-7,3.66552E-6,0.001803647,1.571737E-4,1.729375E-4,1.31805E-5,1.906646E-5,1.772909E-4,2.137888E-7,2.617453E-5,3.28991E-7,5.834649E-8,1.493464E-7,1.654848E-6,8.830211E-5,2.787494E-6,9.669746E-6,8.874476E-8,1.152275E-4,9.324038E-6,8.236504E-8,3.191672E-8,6.925654E-6,1.567737E-4,0.01827361,2.072999E-4,0.007833638,1.944488E-5,8.535368E-6,2.243077E-7,6.668721E-7,2.372413E-6,0.009683108,0.01649258,9.14035,1.06654E-4,517302.4,517302.4
4.3E-4,14.98444,-7.364843E7,1044.287,1044.287,0.001598181,1.0,0.9405947,6.072511E-7,0.001611679,2.339722E-5,1.721861E-4,3.529219E-6,7.113937E-4,1.269532E-6,2.316346E-5,1.968339E-7,0.001411772,8.590137E-6,2.157682E-6,1.079278E-4,5.068129E-6,2.305343E-5,4.076746E-7,3.654438E-6,0.001844396,1.593303E-4,1.768029E-4,1.353819E-5,1.901235E-5,1.815452E-4,2.266321E-7,2.678563E-5,3.443237E-7,6.101944E-8,1.525237E-7,1.690998E-6,9.024177E-5,2.896302E-6,9.915775E-6,9.276077E-8,1.177693E-4,9.522675E-6,8.620487E-8,3.382159E-8,7.073672E-6,1.601219E-4,0.01825288,2.117995E-4,0.007831857,1.951925E-5,8.81971E-6,2.309347E-7,6.948481E-7,2.450817E-6,0.009666704,0.01647775,9.139487,1.066557E-4,517253.6,517253.6
4.4E-4,14.9842,-7.31565E7,1044.172,1044.172,0.001598181,1.0,0.9404945,6.044763E-7,0.001647196,2.33065E-5,1.759476E-4,3.515237E-6,7.270113E-4,1.321256E-6,2.367641E-5,2.003777E-7,0.001441958,8.59476E-6,2.252796E-6,1.102313E-4,5.175379E-6,2.355739E-5,4.059708E-7,3.643468E-6,0.001884964,1.614341E-4,1.806435E-4,1.389418E-5,1.895814E-5,1.857769E-4,2.398095E-7,2.739458E-5,3.599293E-7,6.373991E-8,1.556726E-7,1.72689E-6,9.216826E-5,3.006056E-6,1.015979E-5,9.684584E-8,1.202956E-4,9.719046E-6,9.010539E-8,3.578464E-8,7.220713E-6,1.634452E-4,0.01823227,2.162685E-4,0.007830088,1.958699E-5,9.104E-6,2.375769E-7,7.229298E-7,2.529152E-6,0.009650402,0.01646301,9.13863,1.066573E-4,517205.0,517205.1
4.481005E-4,14.98402,-7.276436E7,1044.08,1044.08,0.001598181,1.0,0.9404137,6.022496E-7,0.001675843,2.323378E-5,1.789795E-4,3.504031E-6,7.396048E-4,1.363679E-6,2.408983E-5,2.032207E-7,0.001466287,8.598404E-6,2.330952E-6,1.120864E-4,5.261645E-6,2.396408E-5,4.046032E-7,3.634658E-6,0.001917695,1.631005E-4,1.837367E-4,1.418134E-5,1.891423E-5,1.891883E-4,2.507247E-7,2.78863E-5,3.727679E-7,6.5978E-8,1.582028E-7,1.755779E-6,9.371928E-5,3.095627E-6,1.035598E-5,1.002049E-7,1.223309E-4,9.876482E-6,9.330852E-8,3.74174E-8,7.339114E-6,1.661191E-4,0.01821565,2.198665E-4,0.007828666,1.963729E-5,9.33419E-6,2.429682E-7,7.457415E-7,2.592541E-6,0.009637271,0.01645112,9.137939,1.066587E-4,517165.9,517166.0
4.499521E-4,14.98397,-7.267466E7,1044.059,1044.059,0.001598181,1.0,0.9403952,6.017451E-7,0.001682376,2.321724E-5,1.796706E-4,3.50148E-6,7.424761E-4,1.373441E-6,2.418407E-5,2.03867E-7,0.001471833,8.599223E-6,2.348954E-6,1.125091E-4,5.281287E-6,2.405685E-5,4.042923E-7,3.632652E-6,0.00192516,1.634767E-4,1.844415E-4,1.424683E-5,1.89042E-5,1.89966E-4,2.532495E-7,2.79985E-5,3.75727E-7,6.649385E-8,1.587786E-7,1.762359E-6,9.407261E-5,3.116181E-6,1.040065E-5,1.009789E-7,1.227947E-4,9.912265E-6,9.404604E-8,3.779596E-8,7.366088E-6,1.66728E-4,0.01821186,2.206862E-4,0.007828342,1.964823E-5,9.386788E-6,2.442019E-7,7.509625E-7,2.607019E-6,0.009634278,0.01644841,9.137781,1.06659E-4,517157.0,517157.0
4.5E-4,14.98397,-7.267299E7,1044.059,1044.059,0.001598181,1.0,0.9403948,6.017316E-7,0.001682545,2.321681E-5,1.796885E-4,3.501414E-6,7.425504E-4,1.373694E-6,2.418651E-5,2.038837E-7,0.001471976,8.599245E-6,2.349421E-6,1.125201E-4,5.281796E-6,2.405925E-5,4.042843E-7,3.6326E-6,0.001925354,1.634864E-4,1.844597E-4,1.424853E-5,1.890394E-5,1.899861E-4,2.53315E-7,2.800141E-5,3.758038E-7,6.650722E-8,1.587935E-7,1.76253E-6,9.408175E-5,3.116714E-6,1.04018E-5,1.009989E-7,1.228067E-4,9.91319E-6,9.406517E-8,3.780579E-8,7.366787E-6,1.667438E-4,0.01821176,2.207074E-4,0.007828333,1.964851E-5,9.388149E-6,2.442338E-7,7.510977E-7,2.607394E-6,0.009634201,0.01644834,9.137777,1.06659E-4,517156.8,517156.8
