Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_H_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H5_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C3H8_Soln#2 (),Mole_fraction_IC3H7_Soln#2 (),Mole_fraction_C3H6_Soln#2 (),Mole_fraction_C3H5-A_Soln#2 (),Mole_fraction_C3H4-P_Soln#2 (),Mole_fraction_C3H4-A_Soln#2 (),Mole_fraction_NC4H10_Soln#2 (),Mole_fraction_IC4H10_Soln#2 (),Mole_fraction_IC4H9_Soln#2 (),Mole_fraction_TC4H9_Soln#2 (),Mole_fraction_IC4H8_Soln#2 (),Mole_fraction_IC4H7_Soln#2 (),Mole_fraction_C4H8-1_Soln#2 (),Mole_fraction_C4H8-2_Soln#2 (),Mole_fraction_C4H71-3_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C4H4_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_C5H6_Soln#2 (),Mole_fraction_MCPTD_Soln#2 (),Mole_fraction_NC5H12_Soln#2 (),Mole_fraction_NEOC5H12_Soln#2 (),Mole_fraction_NC5H10_Soln#2 (),Mole_fraction_B1M2_Soln#2 (),Mole_fraction_B1M3_Soln#2 (),Mole_fraction_B2M2_Soln#2 (),Mole_fraction_LC5H8_Soln#2 (),Mole_fraction_DIALLYL_Soln#2 (),Mole_fraction_CYC6H8_Soln#2 (),Mole_fraction_CYC6H10_Soln#2 (),Mole_fraction_NC6H12_Soln#2 (),Mole_fraction_NC7H14_Soln#2 (),Mole_fraction_IC8H16_Soln#2 (),Mole_fraction_DIMEPTD_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_XYLENE_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Mole_fraction_NC10H20_Soln#2 (),Mole_fraction_IC12H26_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
1.890948E-4,14.99113,-8.83721E7,1047.305,1047.305,0.001598181,1.0,0.9431853,6.825181E-7,6.999701E-4,2.587576E-5,7.459827E-5,3.910339E-6,3.089951E-4,2.775951E-7,9.8264E-6,9.760186E-8,6.2827E-4,8.411026E-6,4.088991E-7,4.756126E-5,2.198118E-6,1.021608E-5,4.538695E-7,3.947284E-6,8.097499E-4,8.875705E-5,7.612347E-5,4.547139E-6,1.904813E-5,7.298239E-5,2.242728E-8,1.141584E-5,6.22082E-8,1.166061E-8,6.698051E-8,7.397781E-7,3.948774E-5,6.695736E-7,3.460623E-6,1.803805E-8,5.179869E-5,4.001541E-6,1.459814E-8,3.893923E-9,3.205695E-6,7.170456E-5,0.01878647,9.398944E-5,0.007879768,1.426139E-5,2.327771E-6,7.748104E-8,1.180525E-7,6.476357E-7,0.01009328,0.01685939,9.161811,1.066081E-4,518517.0,518517.0
1.897582E-4,14.9911,-8.83234E7,1047.296,1047.296,0.001598181,1.0,0.9431777,6.823127E-7,7.026408E-4,2.586869E-5,7.488695E-5,3.909273E-6,3.101761E-4,2.795299E-7,9.865944E-6,9.79191E-8,6.30588E-4,8.411924E-6,4.12029E-7,4.774121E-5,2.206846E-6,1.025339E-5,4.537383E-7,3.946469E-6,8.127536E-4,8.90171E-5,7.642359E-5,4.571976E-6,1.906028E-5,7.329452E-5,2.267262E-8,1.146008E-5,6.270003E-8,1.174806E-8,6.724424E-8,7.426474E-7,3.96396E-5,6.741335E-7,3.479275E-6,1.817216E-8,5.199482E-5,4.019133E-6,1.47228E-8,3.932506E-9,3.217283E-6,7.197207E-5,0.01878489,9.43428E-5,0.007879617,1.429221E-5,2.343013E-6,7.787239E-8,1.19126E-7,6.51898E-7,0.01009201,0.01685827,9.161745,1.066083E-4,518513.3,518513.3
1.9E-4,14.9911,-8.830631E7,1047.292,1047.292,0.001598181,1.0,0.9431749,6.822377E-7,7.036138E-4,2.586611E-5,7.499212E-5,3.908884E-6,3.106064E-4,2.802363E-7,9.880351E-6,9.803463E-8,6.314325E-4,8.412249E-6,4.131723E-7,4.780677E-5,2.210026E-6,1.026698E-5,4.536902E-7,3.946172E-6,8.13848E-4,8.911176E-5,7.653293E-5,4.581032E-6,1.906467E-5,7.340826E-5,2.276244E-8,1.14762E-5,6.287971E-8,1.178001E-8,6.734031E-8,7.436926E-7,3.969492E-5,6.757982E-7,3.486073E-6,1.822114E-8,5.206628E-5,4.02554E-6,1.476835E-8,3.946622E-9,3.221504E-6,7.206952E-5,0.01878432,9.447153E-5,0.007879562,1.43034E-5,2.348575E-6,7.801509E-8,1.195183E-7,6.534532E-7,0.01009154,0.01685786,9.161721,1.066083E-4,518511.9,518511.9
1.903514E-4,14.99108,-8.82801E7,1047.287,1047.287,0.001598181,1.0,0.9431709,6.821269E-7,7.050279E-4,2.586236E-5,7.514496E-5,3.908318E-6,3.112317E-4,2.812643E-7,9.901288E-6,9.820249E-8,6.326597E-4,8.412721E-6,4.148366E-7,4.790203E-5,2.214647E-6,1.028674E-5,4.536202E-7,3.945739E-6,8.154384E-4,8.924923E-5,7.669182E-5,4.594194E-6,1.9071E-5,7.357358E-5,2.289339E-8,1.149962E-5,6.314129E-8,1.182651E-8,6.747991E-8,7.452116E-7,3.977532E-5,6.782205E-7,3.495955E-6,1.829245E-8,5.217011E-5,4.034849E-6,1.483467E-8,3.967191E-9,3.227639E-6,7.221113E-5,0.01878349,9.46586E-5,0.007879482,1.431964E-5,2.356665E-6,7.822258E-8,1.200895E-7,6.557156E-7,0.01009087,0.01685726,9.161686,1.066084E-4,518509.9,518509.9
1.906775E-4,14.99107,-8.825734E7,1047.283,1047.283,0.001598181,1.0,0.9431671,6.820262E-7,7.0634E-4,2.585888E-5,7.528678E-5,3.907793E-6,3.11812E-4,2.822197E-7,9.920715E-6,9.835821E-8,6.337984E-4,8.413157E-6,4.163839E-7,4.799043E-5,2.218934E-6,1.030507E-5,4.535558E-7,3.945338E-6,8.169143E-4,8.93767E-5,7.683925E-5,4.606417E-6,1.907683E-5,7.372701E-5,2.301534E-8,1.152136E-5,6.338452E-8,1.186974E-8,6.760942E-8,7.466209E-7,3.984992E-5,6.804716E-7,3.505128E-6,1.835874E-8,5.226646E-5,4.043485E-6,1.489633E-8,3.986336E-9,3.233331E-6,7.234252E-5,0.01878271,9.483217E-5,0.007879408,1.433468E-5,2.364181E-6,7.841523E-8,1.206208E-7,6.578171E-7,0.01009025,0.01685671,9.161653,1.066085E-4,518508.1,518508.1
1.910162E-4,14.99106,-8.823093E7,1047.278,1047.278,0.001598181,1.0,0.9431632,6.819203E-7,7.077024E-4,2.585526E-5,7.543402E-5,3.907247E-6,3.124144E-4,2.832133E-7,9.940884E-6,9.851984E-8,6.349807E-4,8.413607E-6,4.179935E-7,4.808221E-5,2.223384E-6,1.03241E-5,4.53488E-7,3.94492E-6,8.184467E-4,8.950897E-5,7.699231E-5,4.619105E-6,1.908284E-5,7.388634E-5,2.314241E-8,1.154393E-5,6.363756E-8,1.191471E-8,6.774388E-8,7.480841E-7,3.992737E-5,6.828123E-7,3.514655E-6,1.842769E-8,5.236649E-5,4.052449E-6,1.49605E-8,4.006276E-9,3.23924E-6,7.247893E-5,0.01878191,9.501237E-5,0.007879332,1.435025E-5,2.371993E-6,7.861538E-8,1.211736E-7,6.600016E-7,0.0100896,0.01685613,9.16162,1.066086E-4,518506.2,518506.2
1.918231E-4,14.99104,-8.817274E7,1047.267,1047.267,0.001598181,1.0,0.943154,6.816693E-7,7.109471E-4,2.584664E-5,7.578468E-5,3.905946E-6,3.138493E-4,2.855857E-7,9.988919E-6,9.890463E-8,6.377964E-4,8.414676E-6,4.218395E-7,4.830078E-5,2.233983E-6,1.036943E-5,4.533286E-7,3.943926E-6,8.220966E-4,8.98236E-5,7.735684E-5,4.649358E-6,1.909699E-5,7.42659E-5,2.344688E-8,1.15977E-5,6.424228E-8,1.202217E-8,6.806403E-8,7.515684E-7,4.011182E-5,6.884009E-7,3.537356E-6,1.859244E-8,5.260472E-5,4.07379E-6,1.511387E-8,4.054009E-9,3.253313E-6,7.280376E-5,0.01878,9.544151E-5,0.007879149,1.438722E-5,2.390634E-6,7.909255E-8,1.224952E-7,6.652137E-7,0.01008806,0.01685477,9.161539,1.066087E-4,518501.6,518501.6
1.924331E-4,14.99102,-8.812711E7,1047.259,1047.259,0.001598181,1.0,0.943147,6.814791E-7,7.133993E-4,2.584012E-5,7.604969E-5,3.904961E-6,3.149337E-4,2.873847E-7,1.002522E-5,9.919528E-8,6.399243E-4,8.415478E-6,4.247583E-7,4.846595E-5,2.241991E-6,1.04037E-5,4.532071E-7,3.943173E-6,8.248553E-4,9.006104E-5,7.763232E-5,4.672236E-6,1.910751E-5,7.455286E-5,2.367876E-8,1.163834E-5,6.47013E-8,1.210371E-8,6.830593E-8,7.542013E-7,4.025121E-5,6.926382E-7,3.554524E-6,1.871745E-8,5.278475E-5,4.089911E-6,1.523032E-8,4.090323E-9,3.263948E-6,7.304922E-5,0.01877855,9.57658E-5,0.007879011,1.441502E-5,2.404755E-6,7.945366E-8,1.234989E-7,6.691623E-7,0.01008689,0.01685373,9.161478,1.066089E-4,518498.2,518498.2
1.998698E-4,14.99077,-8.758504E7,1047.157,1047.157,0.001598181,1.0,0.9430617,6.79137E-7,7.432327E-4,2.576028E-5,7.927275E-5,3.89289E-6,3.281271E-4,3.09673E-7,1.046671E-5,1.0272E-7,6.658037E-4,8.424874E-6,4.61072E-7,5.047438E-5,2.339305E-6,1.082064E-5,4.51724E-7,3.93395E-6,8.584313E-4,9.292578E-5,8.098215E-5,4.951967E-6,1.922487E-5,7.805013E-5,2.662043E-8,1.213309E-5,7.041885E-8,1.311824E-8,7.124396E-8,7.862021E-7,4.19461E-5,7.450835E-7,3.764074E-6,2.02719E-8,5.497402E-5,4.285466E-6,1.668252E-8,4.548242E-9,3.393226E-6,7.603216E-5,0.01876097,9.970807E-5,0.007877336,1.474466E-5,2.578767E-6,8.387778E-8,1.360289E-7,7.178113E-7,0.0100727,0.01684116,9.160739,1.066106E-4,518456.3,518456.3
2.0E-4,14.99077,-8.75757E7,1047.156,1047.156,0.001598181,1.0,0.9430602,6.790954E-7,7.437538E-4,2.575888E-5,7.932904E-5,3.892678E-6,3.283576E-4,3.100689E-7,1.047442E-5,1.027813E-7,6.662557E-4,8.425033E-6,4.617195E-7,5.050944E-5,2.341003E-6,1.082793E-5,4.516979E-7,3.933788E-6,8.59018E-4,9.297544E-5,8.104064E-5,4.956875E-6,1.922675E-5,7.811131E-5,2.667381E-8,1.214174E-5,7.05209E-8,1.313632E-8,7.129521E-8,7.867606E-7,4.197569E-5,7.460141E-7,3.767745E-6,2.02996E-8,5.501225E-5,4.288872E-6,1.670847E-8,4.556507E-9,3.395482E-6,7.608422E-5,0.01876067,9.977688E-5,0.007877307,1.475028E-5,2.581842E-6,8.395556E-8,1.36253E-7,7.18671E-7,0.01007245,0.01684094,9.160726,1.066107E-4,518455.6,518455.6
2.009862E-4,14.99073,-8.750408E7,1047.142,1047.142,0.001598181,1.0,0.943049,6.787822E-7,7.477011E-4,2.574825E-5,7.975534E-5,3.891066E-6,3.301033E-4,3.130747E-7,1.053281E-5,1.032461E-7,6.696786E-4,8.426229E-6,4.666385E-7,5.077503E-5,2.353863E-6,1.088311E-5,4.514999E-7,3.932557E-6,8.634625E-4,9.335111E-5,8.148364E-5,4.994083E-6,1.924083E-5,7.857488E-5,2.708035E-8,1.220725E-5,7.129632E-8,1.327375E-8,7.168325E-8,7.909903E-7,4.219981E-5,7.530797E-7,3.795562E-6,2.051004E-8,5.530178E-5,4.314666E-6,1.690565E-8,4.619408E-9,3.412573E-6,7.647844E-5,0.01875834,1.002981E-4,0.007877087,1.479269E-5,2.605174E-6,8.454522E-8,1.379559E-7,7.25193E-7,0.01007058,0.01683928,9.160628,1.066109E-4,518450.0,518450.1
2.012137E-4,14.99073,-8.748711E7,1047.139,1047.139,0.001598181,1.0,0.9430464,6.787054E-7,7.486115E-4,2.574579E-5,7.985366E-5,3.890693E-6,3.305059E-4,3.137699E-7,1.054628E-5,1.033532E-7,6.704681E-4,8.426503E-6,4.677767E-7,5.083628E-5,2.356828E-6,1.089584E-5,4.514538E-7,3.932273E-6,8.644876E-4,9.343764E-5,8.15858E-5,5.002666E-6,1.924403E-5,7.868182E-5,2.717469E-8,1.222236E-5,7.147578E-8,1.330554E-8,7.177272E-8,7.919657E-7,4.225149E-5,7.547134E-7,3.80198E-6,2.055874E-8,5.536855E-5,4.320612E-6,1.695129E-8,4.633992E-9,3.416515E-6,7.656935E-5,0.0187578,1.004183E-4,0.007877036,1.480243E-5,2.610565E-6,8.468136E-8,1.383501E-7,7.267E-7,0.01007015,0.01683889,9.160605,1.066109E-4,518448.8,518448.8
2.1E-4,14.99044,-8.685455E7,1047.02,1047.02,0.001598181,1.0,0.9429462,6.75895E-7,7.836858E-4,2.565068E-5,8.364015E-5,3.876249E-6,3.460178E-4,3.410759E-7,1.106489E-5,1.074658E-7,7.008708E-4,8.436709E-6,5.126898E-7,5.319463E-5,2.470915E-6,1.138637E-5,4.496876E-7,3.921261E-6,9.04E-4,9.674061E-5,8.551955E-5,5.334947E-6,1.935502E-5,8.280889E-5,3.097411E-8,1.280498E-5,7.856561E-8,1.456034E-8,7.521335E-8,8.295028E-7,4.424147E-5,8.188151E-7,4.049982E-6,2.247907E-8,5.793971E-5,4.548941E-6,1.875632E-8,5.217806E-9,3.56823E-6,8.00675E-5,0.01873715,1.050448E-4,0.007875083,1.51669E-5,2.821026E-6,8.996463E-8,1.539481E-7,7.855188E-7,0.01005349,0.01682412,9.159737,1.06613E-4,518399.6,518399.6
2.2E-4,14.99013,-8.614378E7,1046.885,1046.885,0.001598181,1.0,0.9428328,6.726516E-7,8.234103E-4,2.554183E-5,8.792547E-5,3.859657E-6,3.635862E-4,3.732174E-7,1.165173E-5,1.120886E-7,7.352783E-4,8.447513E-6,5.6602E-7,5.58623E-5,2.59976E-6,1.194231E-5,4.476654E-7,3.908626E-6,9.487917E-4,1.004104E-4,8.996947E-5,5.714608E-6,1.945456E-5,8.749778E-5,3.566887E-8,1.346587E-5,8.700421E-8,1.605058E-8,7.909474E-8,8.719197E-7,4.649209E-5,8.940792E-7,4.332292E-6,2.47572E-8,6.084862E-5,4.805774E-6,2.090856E-8,5.93106E-9,3.739754E-6,8.401949E-5,0.01871377,1.102753E-4,0.007872886,1.55553E-5,3.065561E-6,9.603409E-8,1.7255E-7,8.538347E-7,0.01003465,0.0168074,9.158754,1.066152E-4,518344.0,518344.0
2.3E-4,14.98981,-8.544338E7,1046.752,1046.752,0.001598181,1.0,0.94272,6.693781E-7,8.629265E-4,2.543259E-5,9.218483E-5,3.842958E-6,3.810616E-4,4.064684E-7,1.223492E-5,1.1665E-7,7.694772E-4,8.457598E-6,6.216736E-7,5.851229E-5,2.727527E-6,1.249572E-5,4.456367E-7,3.89592E-6,9.933901E-4,1.039868E-4,9.439006E-5,6.095343E-6,1.952924E-5,9.217537E-5,4.076545E-8,1.412436E-5,9.583143E-8,1.760631E-8,8.293914E-8,9.140096E-7,4.872729E-5,9.717187E-7,4.614281E-6,2.713274E-8,6.373882E-5,5.059382E-6,2.316304E-8,6.697194E-9,3.910052E-6,8.794005E-5,0.01869052,1.154682E-4,0.007870718,1.591703E-5,3.315001E-6,1.021577E-7,1.920159E-7,9.234896E-7,0.01001593,0.01679077,9.157777,1.066174E-4,518288.7,518288.7
2.4E-4,14.98951,-8.475369E7,1046.619,1046.619,0.001598181,1.0,0.9426079,6.660868E-7,9.022346E-4,2.532326E-5,9.641824E-5,3.826205E-6,3.984434E-4,4.407994E-7,1.281443E-5,1.211511E-7,8.034678E-4,8.467091E-6,6.796034E-7,6.114456E-5,2.854216E-6,1.304662E-5,4.436066E-7,3.883178E-6,0.001037793,1.074724E-4,9.878114E-5,6.476661E-6,1.95828E-5,9.683929E-5,4.626863E-8,1.478041E-5,1.050402E-7,1.92265E-8,8.674658E-8,9.557729E-7,5.094694E-5,1.051634E-6,4.89559E-6,2.960399E-8,6.66103E-5,5.309796E-6,2.551716E-8,7.516913E-9,4.079129E-6,9.182925E-5,0.01866741,1.206234E-4,0.007868576,1.625375E-5,3.56888E-6,1.083296E-7,2.122961E-7,9.943497E-7,0.009997342,0.01677425,9.156807,1.066196E-4,518233.8,518233.8
2.5E-4,14.9892,-8.407494E7,1046.488,1046.488,0.001598181,1.0,0.9424964,6.627878E-7,9.413354E-4,2.521409E-5,1.006257E-4,3.809445E-6,4.157311E-4,4.761831E-7,1.339026E-5,1.25593E-7,8.372508E-4,8.476078E-6,7.397632E-7,6.375913E-5,2.979828E-6,1.359499E-5,4.415793E-7,3.87043E-6,0.001082,1.108697E-4,1.031427E-4,6.85815E-6,1.961839E-5,1.014876E-4,5.218163E-8,1.5434E-5,1.146235E-7,2.091011E-8,9.051719E-8,9.972107E-7,5.315096E-5,1.133728E-6,5.175928E-6,3.216926E-8,6.946307E-5,5.557057E-6,2.796835E-8,8.390858E-9,4.24699E-6,9.568724E-5,0.01864444,1.257412E-4,0.007866461,1.656706E-5,3.826768E-6,1.145446E-7,2.333413E-7,1.066292E-6,0.009978876,0.01675782,9.155843,1.066218E-4,518179.2,518179.3
2.6E-4,14.9889,-8.340727E7,1046.358,1046.358,0.001598181,1.0,0.9423856,6.594894E-7,9.8023E-4,2.510527E-5,1.048075E-4,3.792714E-6,4.329247E-4,5.125943E-7,1.396242E-5,1.299769E-7,8.70827E-4,8.484626E-6,8.021085E-7,6.635604E-5,3.104368E-6,1.414085E-5,4.395584E-7,3.857698E-6,0.001126009,1.141808E-4,1.074747E-4,7.239474E-6,1.963867E-5,1.061187E-4,5.850627E-8,1.608511E-5,1.245748E-7,2.265617E-8,9.425117E-8,1.038325E-6,5.533933E-5,1.217913E-6,5.455056E-6,3.482698E-8,7.229718E-5,5.801207E-6,3.051417E-8,9.319589E-9,4.413644E-6,9.95142E-5,0.0186216,1.308216E-4,0.007864369,1.685841E-5,4.088277E-6,1.207984E-7,2.551039E-7,1.139204E-6,0.009960535,0.01674148,9.154885,1.066239E-4,518125.0,518125.0
2.7E-4,14.98861,-8.275067E7,1046.229,1046.229,0.001598181,1.0,0.9422755,6.561991E-7,0.00101892,2.499699E-5,1.089636E-4,3.776047E-6,4.500244E-4,5.500091E-7,1.453094E-5,1.343041E-7,9.041979E-4,8.492786E-6,8.665957E-7,6.893535E-5,3.227843E-6,1.46842E-5,4.375469E-7,3.845003E-6,0.001169821,1.174083E-4,1.117772E-4,7.620343E-6,1.964593E-5,1.107313E-4,6.524313E-8,1.673375E-5,1.348876E-7,2.44637E-8,9.794882E-8,1.079118E-6,5.751206E-5,1.304101E-6,5.732778E-6,3.757556E-8,7.511272E-5,6.042292E-6,3.315225E-8,1.030362E-8,4.579101E-6,1.033104E-4,0.01859889,1.358649E-4,0.007862302,1.712918E-5,4.353044E-6,1.270875E-7,2.775367E-7,1.212982E-6,0.009942317,0.01672524,9.153933,1.06626E-4,518071.2,518071.2
2.8E-4,14.98832,-8.210529E7,1046.1,1046.1,0.001598181,1.0,0.9421659,6.52922E-7,0.001057406,2.488939E-5,1.130943E-4,3.759469E-6,4.670305E-4,5.884048E-7,1.509584E-5,1.385758E-7,9.373649E-4,8.500598E-6,9.331817E-7,7.149717E-5,3.350262E-6,1.522507E-5,4.355466E-7,3.832359E-6,0.001213434,1.205543E-4,1.160505E-4,8.000512E-6,1.964218E-5,1.153242E-4,7.239182E-8,1.737992E-5,1.455553E-7,2.633176E-8,1.016105E-7,1.119592E-6,5.96692E-5,1.392208E-6,6.008929E-6,4.041347E-8,7.790981E-5,6.280361E-6,3.588027E-8,1.134341E-8,4.743371E-6,1.07076E-4,0.01857632,1.408713E-4,0.007860257,1.738067E-5,4.620729E-6,1.334087E-7,3.005938E-7,1.28753E-6,0.009924222,0.0167091,9.152988,1.06628E-4,518017.6,518017.7
2.87414E-4,14.98811,-8.163402E7,1046.006,1046.006,0.001598181,1.0,0.9420851,6.50505E-7,0.001085809,2.481012E-5,1.161405E-4,3.747247E-6,4.795787E-4,6.17492E-7,1.551234E-5,1.417079E-7,9.618245E-4,8.506187E-6,9.83879E-7,7.338528E-5,3.440347E-6,1.562448E-5,4.340731E-7,3.823031E-6,0.001245642,1.228355E-4,1.191999E-4,8.2818E-6,1.963331E-5,1.187162E-4,7.795696E-8,1.785739E-5,1.5369E-7,2.775526E-8,1.043022E-7,1.149396E-6,6.12585E-5,1.458722E-6,6.212575E-6,4.257428E-8,7.997176E-5,6.454948E-6,3.795956E-8,1.215056E-8,4.864402E-6,1.098483E-4,0.01855967,1.445595E-4,0.007858756,1.755541E-5,4.82089E-6,1.381144E-7,3.180649E-7,1.343244E-6,0.009910886,0.01669719,9.152291,1.066295E-4,517978.2,517978.2
2.9E-4,14.98804,-8.147123E7,1045.973,1045.973,0.001598181,1.0,0.942057,6.496647E-7,0.00109569,2.478256E-5,1.171998E-4,3.742996E-6,4.839435E-4,6.277599E-7,1.565715E-5,1.427934E-7,9.703298E-4,8.508096E-6,1.001825E-6,7.40416E-5,3.471633E-6,1.576347E-5,4.335599E-7,3.819784E-6,0.00125685,1.23621E-4,1.202946E-4,8.3798E-6,1.962912E-5,1.198966E-4,7.995096E-8,1.802361E-5,1.56572E-7,2.82594E-8,1.052365E-7,1.159751E-6,6.181084E-5,1.482154E-6,6.283376E-6,4.33392E-8,8.068859E-5,6.515462E-6,3.869597E-8,1.243938E-8,4.906466E-6,1.108113E-4,0.01855388,1.458412E-4,0.007858235,1.761411E-5,4.891019E-6,1.397594E-7,3.242303E-7,1.362758E-6,0.00990625,0.01669305,9.152048,1.066301E-4,517964.5,517964.5
2.902566E-4,14.98803,-8.145777E7,1045.97,1045.97,0.001598181,1.0,0.9420542,6.495877E-7,0.00109667,2.477983E-5,1.173048E-4,3.742575E-6,4.843763E-4,6.287821E-7,1.56715E-5,1.429009E-7,9.71173E-4,8.508285E-6,1.003613E-6,7.410666E-5,3.474733E-6,1.577725E-5,4.335099E-7,3.819463E-6,0.001257961,1.236987E-4,1.204032E-4,8.389536E-6,1.962868E-5,1.200137E-4,8.015029E-8,1.804009E-5,1.568592E-7,2.830964E-8,1.053291E-7,1.160778E-6,6.186558E-5,1.484485E-6,6.290394E-6,4.341541E-8,8.075964E-5,6.521456E-6,3.876935E-8,1.246824E-8,4.910635E-6,1.109068E-4,0.01855331,1.459683E-4,0.007858183,1.761987E-5,4.897986E-6,1.399227E-7,3.24844E-7,1.364696E-6,0.00990579,0.01669264,9.152024,1.066301E-4,517963.1,517963.1
2.905244E-4,14.98802,-8.143787E7,1045.966,1045.966,0.001598181,1.0,0.9420513,6.494868E-7,0.001097692,2.477698E-5,1.174144E-4,3.742135E-6,4.848279E-4,6.298498E-7,1.568649E-5,1.430131E-7,9.720529E-4,8.508481E-6,1.00548E-6,7.417456E-5,3.477969E-6,1.579163E-5,4.334555E-7,3.819126E-6,0.001259121,1.237797E-4,1.205164E-4,8.399674E-6,1.962821E-5,1.201358E-4,8.035864E-8,1.805729E-5,1.571592E-7,2.836211E-8,1.054257E-7,1.161849E-6,6.192271E-5,1.48692E-6,6.297719E-6,4.349502E-8,8.08338E-5,6.52771E-6,3.8846E-8,1.249841E-8,4.914986E-6,1.110064E-4,0.01855271,1.461008E-4,0.00785813,1.762587E-5,4.905259E-6,1.400931E-7,3.25485E-7,1.36672E-6,0.00990531,0.01669221,9.151999,1.066302E-4,517961.7,517961.7
2.908148E-4,14.98802,-8.141959E7,1045.963,1045.963,0.001598181,1.0,0.9420482,6.493956E-7,0.001098801,2.477388E-5,1.175332E-4,3.741656E-6,4.853175E-4,6.310082E-7,1.570273E-5,1.431346E-7,9.730069E-4,8.508693E-6,1.007507E-6,7.424816E-5,3.481476E-6,1.580723E-5,4.333979E-7,3.818761E-6,0.001260379,1.238675E-4,1.206392E-4,8.410676E-6,1.96277E-5,1.202683E-4,8.058489E-8,1.807595E-5,1.574848E-7,2.841906E-8,1.055304E-7,1.16301E-6,6.198465E-5,1.489561E-6,6.305659E-6,4.358141E-8,8.091419E-5,6.534489E-6,3.892918E-8,1.253117E-8,4.919703E-6,1.111144E-4,0.01855206,1.462446E-4,0.007858071,1.763237E-5,4.913148E-6,1.40278E-7,3.261804E-7,1.368915E-6,0.00990479,0.01669175,9.151972,1.066302E-4,517960.1,517960.2
2.910952E-4,14.98801,-8.140166E7,1045.959,1045.959,0.001598181,1.0,0.9420451,6.493054E-7,0.001099871,2.47709E-5,1.176479E-4,3.741195E-6,4.857901E-4,6.321274E-7,1.571841E-5,1.43252E-7,9.739278E-4,8.508898E-6,1.009465E-6,7.431921E-5,3.484862E-6,1.582228E-5,4.333425E-7,3.818408E-6,0.001261593,1.239522E-4,1.207577E-4,8.421292E-6,1.962719E-5,1.203961E-4,8.080366E-8,1.809395E-5,1.577994E-7,2.847409E-8,1.056315E-7,1.16413E-6,6.204444E-5,1.492113E-6,6.313324E-6,4.366489E-8,8.09918E-5,6.541031E-6,3.900957E-8,1.256284E-8,4.924256E-6,1.112186E-4,0.01855143,1.463833E-4,0.007858015,1.763863E-5,4.920766E-6,1.404565E-7,3.268523E-7,1.371035E-6,0.009904289,0.0166913,9.151946,1.066303E-4,517958.7,517958.7
2.97597E-4,14.98782,-8.099636E7,1045.877,1045.877,0.001598181,1.0,0.9419747,6.47204E-7,0.001124641,2.470197E-5,1.20302E-4,3.730565E-6,4.967304E-4,6.582883E-7,1.60812E-5,1.45962E-7,9.952391E-4,8.513599E-6,1.055326E-6,7.596306E-5,3.563145E-6,1.617085E-5,4.320617E-7,3.810283E-6,0.001289701,1.258991E-4,1.234995E-4,8.667256E-6,1.961388E-5,1.233561E-4,8.596729E-8,1.851097E-5,1.651713E-7,2.97632E-8,1.079676E-7,1.190051E-6,6.342751E-5,1.551671E-6,6.490667E-6,4.561983E-8,8.278745E-5,6.692112E-6,4.089245E-8,1.330986E-8,5.02959E-6,1.13629E-4,0.01853692,1.495926E-4,0.007856713,1.778007E-5,5.097926E-6,1.446023E-7,3.425487E-7,1.420314E-6,0.009892676,0.01668092,9.151338,1.066316E-4,517924.3,517924.3
3.0E-4,14.98776,-8.084719E7,1045.847,1045.847,0.001598181,1.0,0.9419487,6.46425E-7,0.001133775,2.467659E-5,1.212803E-4,3.726649E-6,5.007638E-4,6.680555E-7,1.62149E-5,1.46958E-7,0.001003094,8.515306E-6,1.072487E-6,7.656877E-5,3.591967E-6,1.629941E-5,4.315888E-7,3.807287E-6,0.001300068,1.266105E-4,1.245098E-4,8.758049E-6,1.960822E-5,1.244478E-4,8.79189E-8,1.866483E-5,1.679319E-7,3.02458E-8,1.088273E-7,1.199598E-6,6.393703E-5,1.573864E-6,6.55601E-6,4.635143E-8,8.344916E-5,6.74764E-6,4.159728E-8,1.359199E-8,5.068395E-6,1.145167E-4,0.01853157,1.507749E-4,0.007856234,1.783062E-5,5.163628E-6,1.461372E-7,3.48404E-7,1.438585E-6,0.009888397,0.0166771,9.151114,1.066321E-4,517911.6,517911.6
