Time_Soln#27 (sec),Volume_Soln#27 (cm3),Volumetric_heat_production_rate_Soln#27 (erg/cm3-sec),Surface_temperature_Soln#27 (K),Temperature_Soln#27 (K),Mass_Soln#27 (g),Pressure_Soln#27 (atm),Mole_fraction_H2_Soln#27 (),Mole_fraction_H_Soln#27 (),Mole_fraction_CH4_Soln#27 (),Mole_fraction_CH3_Soln#27 (),Mole_fraction_CH2_Soln#27 (),Mole_fraction_C2H6_Soln#27 (),Mole_fraction_C2H5_Soln#27 (),Mole_fraction_C2H4_Soln#27 (),Mole_fraction_C2H3_Soln#27 (),Mole_fraction_C2H2_Soln#27 (),Mole_fraction_C3H8_Soln#27 (),Mole_fraction_IC3H7_Soln#27 (),Mole_fraction_NC3H7_Soln#27 (),Mole_fraction_C3H6_Soln#27 (),Mole_fraction_C3H5-A_Soln#27 (),Mole_fraction_C3H5-T_Soln#27 (),Mole_fraction_C3H4-P_Soln#27 (),Mole_fraction_C3H4-A_Soln#27 (),Mole_fraction_C3H3_Soln#27 (),Mole_fraction_C3H2_Soln#27 (),Mole_fraction_PC4H9_Soln#27 (),Mole_fraction_IC4H10_Soln#27 (),Mole_fraction_IC4H9_Soln#27 (),Mole_fraction_TC4H9_Soln#27 (),Mole_fraction_IC4H8_Soln#27 (),Mole_fraction_IC4H7_Soln#27 (),Mole_fraction_C4H8-1_Soln#27 (),Mole_fraction_C4H71-3_Soln#27 (),Mole_fraction_C4H6_Soln#27 (),Mole_fraction_C4H5_Soln#27 (),Mole_fraction_C4H4_Soln#27 (),Mole_fraction_C4H2_Soln#27 (),Mole_fraction_C6H6_Soln#27 (),Mole_fraction_C10H8_Soln#27 (),Mole_fraction_NEOC5H12_Soln#27 (),Mole_fraction_NEOC5H11_Soln#27 (),Mole_fraction_NC5H10_Soln#27 (),Mole_fraction_NC6H12_Soln#27 (),Mole_fraction_NC7H14_Soln#27 (),Mole_fraction_IC8H17_Soln#27 (),Mole_fraction_IC8H16_Soln#27 (),Mole_fraction_C7H8_Soln#27 (),Mole_fraction_C7H7_Soln#27 (),Mole_fraction_C6H5C2H_Soln#27 (),Mole_fraction_INDENYL_Soln#27 (),Mole_fraction_C12H8_Soln#27 (),Mole_fraction_C14H10_Soln#27 (),Mole_fraction_BIN1B_Soln#27 (),Mole_fraction_NC10H20_Soln#27 (),Mole_fraction_IC12H26_Soln#27 (),Molecular_weight_Soln#27 (g/mole),Mass_density_Soln#27 (g/cm3),Unburned_hydrocarbons_Soln#27 (ppm),Volatile_organic_compounds_Soln#27 (ppm)
0.0,15.0,-5.208585E15,2300.0,2300.0,7.296044E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,4.864029E-5,519545.7,519545.7
1.591895E-14,14.99993,-5.210109E15,2299.977,2299.977,7.296044E-4,1.0,0.9452536,1.908932E-9,2.759017E-17,8.387244E-10,1.642872E-21,5.592801E-19,2.347368E-11,1.828641E-11,2.53696E-13,3.132983E-17,3.00321E-19,2.250799E-17,2.065186E-11,4.545875E-10,1.196395E-7,3.24718E-18,9.155417E-17,8.554485E-13,2.492599E-18,8.446067E-29,2.860927E-11,4.538807E-14,1.892613E-9,5.275873E-6,3.893263E-9,5.484768E-7,1.954359E-11,1.196274E-7,8.967157E-12,6.105258E-21,3.867307E-19,1.332336E-19,2.076435E-18,3.659097E-30,1.073394E-21,4.136653E-10,1.797817E-11,5.036811E-12,1.063045E-11,4.722322E-6,0.01921488,0.007923886,2.707807E-11,1.224053E-36,6.751099E-39,9.035085E-49,6.331227E-22,7.829541E-42,0.01043288,0.01716369,9.179937,4.864052E-5,519542.8,519542.8
1.461755E-12,14.99391,-5.316357E15,2297.831,2297.831,7.296044E-4,1.0,0.9447512,1.453936E-5,1.737951E-11,6.59026E-6,1.036042E-15,3.630329E-13,1.917662E-7,1.491068E-7,2.235998E-9,3.126001E-13,1.946607E-13,1.453109E-11,1.681239E-7,3.548179E-6,1.088884E-5,9.504291E-13,1.965633E-12,7.127754E-9,1.425193E-12,3.479975E-21,2.322082E-7,3.944692E-10,1.513327E-5,4.750283E-4,1.694226E-5,4.992063E-5,1.590233E-7,1.078927E-5,7.416518E-8,4.050604E-15,9.186503E-14,1.109094E-15,1.194236E-12,1.377663E-22,5.103818E-14,3.141637E-6,1.462425E-7,4.086103E-8,8.619804E-8,3.861129E-4,0.01917434,0.007919671,2.489755E-9,7.17807E-29,1.901345E-29,4.476189E-36,5.318439E-18,3.541139E-34,0.01040579,0.01673414,9.175057,4.866005E-5,519266.7,519266.7
1.565342E-11,14.95278,-4.790036E15,2277.111,2277.111,7.296044E-4,1.0,0.9388071,8.314632E-4,1.316819E-8,4.1905E-4,1.316441E-12,3.476544E-10,1.637589E-5,1.255607E-5,3.164943E-7,8.563758E-11,2.032612E-10,1.318575E-8,1.395119E-5,2.119621E-4,1.069597E-4,6.879642E-10,8.915674E-10,7.302973E-7,1.205278E-9,2.23115E-16,1.88071E-5,5.117196E-8,0.001095981,0.00402112,0.001002173,4.992445E-4,1.31446E-5,9.78121E-5,7.084876E-6,9.601165E-12,8.356411E-11,1.123267E-13,8.581639E-10,1.302765E-18,3.429316E-10,1.40892E-4,1.202249E-5,3.293889E-6,6.918659E-6,0.001526596,0.01967128,0.007869796,3.319322E-8,2.061567E-24,2.798171E-24,5.509974E-29,7.341974E-16,5.496516E-30,0.01014825,0.01329677,9.11733,4.879389E-5,515999.6,515999.6
4.450366E-11,14.90195,-3.035943E15,2245.969,2245.969,7.296044E-4,1.0,0.9291271,0.002532762,1.479699E-7,0.00146363,3.257528E-11,5.2296E-9,8.036026E-5,6.084784E-5,2.593056E-6,1.317636E-9,3.776414E-9,1.821025E-7,6.593578E-5,6.919276E-4,2.634597E-4,7.541195E-9,8.20275E-9,4.878064E-6,1.591337E-8,2.659354E-14,8.628871E-5,3.954471E-7,0.004419422,0.007282341,0.003217524,0.00128794,6.184778E-5,2.116447E-4,4.207147E-5,4.019185E-10,1.197989E-9,7.392424E-13,9.008935E-9,5.126285E-17,7.6443E-9,2.51368E-4,5.558286E-5,1.498368E-5,3.129178E-5,0.001075083,0.02085909,0.007788457,1.458639E-7,2.574993E-22,6.703574E-22,6.574215E-26,9.465387E-15,6.566506E-28,0.009730898,0.009076184,9.023315,4.896032E-5,510678.7,510678.7
1.185952E-10,14.82347,-1.353624E15,2204.164,2204.164,7.296044E-4,1.0,0.9166638,0.004590804,9.220952E-7,0.002972034,3.919222E-10,4.651896E-8,2.425202E-4,1.83662E-4,1.384224E-5,1.591708E-8,4.338927E-8,1.432026E-6,1.896273E-4,0.001386417,5.563988E-4,4.636379E-8,4.230936E-8,2.501555E-5,1.29704E-7,1.155972E-12,2.416037E-4,2.118221E-6,0.0101731,0.009580746,0.006021594,0.002891158,1.773588E-4,3.503159E-4,1.755944E-4,8.487263E-9,1.036864E-8,3.849392E-12,5.294532E-8,1.163019E-15,6.918028E-8,1.367974E-4,1.512163E-4,4.11914E-5,8.552024E-5,4.166203E-4,0.02142815,0.007683162,6.050764E-7,2.337097E-20,1.102286E-19,3.410684E-23,1.134431E-13,7.460223E-26,0.009023579,0.004396852,8.902244,4.921954E-5,503826.7,503826.7
2.716368E-10,14.73826,-5.80531E14,2166.929,2166.929,7.296044E-4,1.0,0.9063973,0.006121059,3.219147E-6,0.004076449,1.959845E-9,2.268386E-7,4.885127E-4,3.761249E-4,4.286038E-5,1.111733E-7,2.562968E-7,6.183613E-6,3.635352E-4,0.00205624,9.824942E-4,1.646219E-7,1.404096E-7,8.94395E-5,6.238379E-7,1.804099E-11,4.592546E-4,7.074396E-6,0.0147578,0.01126526,0.00777668,0.005288919,3.408944E-4,4.32817E-4,4.808534E-4,7.568087E-8,5.074155E-8,1.531242E-11,1.845715E-7,1.331457E-14,2.914207E-7,3.582165E-5,2.641908E-4,7.607916E-5,1.574846E-4,1.154207E-4,0.02017888,0.007594919,1.82464E-6,9.386473E-19,6.649263E-18,4.338706E-21,8.297E-13,3.621421E-24,0.008108453,0.001490657,8.802457,4.95041E-5,498179.2,498179.2
5.011991E-10,14.66586,-3.238808E14,2139.579,2139.579,7.296044E-4,1.0,0.8993885,0.007090998,7.178051E-6,0.004737929,5.223146E-9,6.586319E-7,7.617173E-4,5.964245E-4,8.456667E-5,4.163635E-7,8.375638E-7,1.622619E-5,5.401108E-4,0.002625856,0.001449545,3.788788E-7,3.451384E-7,2.16577E-4,1.804029E-6,1.145618E-10,6.829668E-4,1.552396E-5,0.01722381,0.01258848,0.008444485,0.00781428,5.101066E-4,4.346037E-4,8.959682E-4,3.154228E-7,1.454245E-7,4.496123E-11,4.223245E-7,7.485678E-14,7.200714E-7,8.768198E-6,3.532011E-4,1.095234E-4,2.26596E-4,2.874178E-5,0.01785147,0.0075325,3.885841E-6,1.343449E-17,1.201849E-16,1.2308E-19,3.344079E-12,5.68568E-23,0.007184318,4.281489E-4,8.734265,4.974848E-5,494319.8,494319.8
8.804886E-10,14.5889,-2.046127E14,2112.627,2112.627,7.296044E-4,1.0,0.8927635,0.007996306,1.427943E-5,0.005448506,1.192484E-8,1.66375E-6,0.00109969,8.78135E-4,1.422969E-4,1.284909E-6,2.328763E-6,3.66628E-5,7.35804E-4,0.003288962,0.002013834,7.841861E-7,8.606071E-7,4.644539E-4,4.436036E-6,5.655083E-10,9.35579E-4,3.01554E-5,0.01898981,0.01379859,0.008746246,0.01059943,7.044691E-4,3.864714E-4,0.001440159,1.040741E-6,3.476542E-7,1.306163E-10,8.669939E-7,3.546191E-13,1.543E-6,1.801414E-6,4.213128E-4,1.440515E-4,2.983517E-4,4.964675E-6,0.01478435,0.007470512,7.545775E-6,1.51492E-16,1.572273E-15,2.295739E-18,1.151442E-11,6.668888E-22,0.006126743,8.330941E-5,8.669731,5.001091E-5,490667.5,490667.5
1.425185E-9,14.51384,-1.398763E14,2086.983,2086.983,7.296044E-4,1.0,0.8865147,0.008877003,2.545327E-5,0.006368177,2.412826E-8,3.544341E-6,0.001451676,0.001192181,2.075436E-4,3.164657E-6,5.364495E-6,6.932904E-5,9.124924E-4,0.00404137,0.002586037,1.449812E-6,2.052333E-6,8.47923E-4,8.992657E-6,2.067493E-9,0.001170103,5.137434E-5,0.02022131,0.01477815,0.008956085,0.0130696,8.920479E-4,3.215656E-4,0.002002854,2.664452E-6,6.735539E-7,3.461962E-10,1.577742E-6,1.324654E-12,2.906039E-6,6.01624E-7,4.521102E-4,1.725242E-4,3.58165E-4,7.920679E-7,0.01176996,0.007408413,1.311201E-5,1.201911E-15,1.325511E-14,2.521164E-17,3.232156E-11,5.284626E-21,0.005095463,1.283678E-5,8.608791,5.026957E-5,487218.6,487218.6
