Time_Soln#15 (sec),Volume_Soln#15 (cm3),Volumetric_heat_production_rate_Soln#15 (erg/cm3-sec),Surface_temperature_Soln#15 (K),Temperature_Soln#15 (K),Mass_Soln#15 (g),Pressure_Soln#15 (atm),Mole_fraction_H2_Soln#15 (),Mole_fraction_H_Soln#15 (),Mole_fraction_CH4_Soln#15 (),Mole_fraction_CH3_Soln#15 (),Mole_fraction_C2H6_Soln#15 (),Mole_fraction_C2H5_Soln#15 (),Mole_fraction_C2H4_Soln#15 (),Mole_fraction_C2H3_Soln#15 (),Mole_fraction_C2H2_Soln#15 (),Mole_fraction_C3H8_Soln#15 (),Mole_fraction_NC3H7_Soln#15 (),Mole_fraction_C3H6_Soln#15 (),Mole_fraction_C3H5-A_Soln#15 (),Mole_fraction_C3H4-P_Soln#15 (),Mole_fraction_C3H4-A_Soln#15 (),Mole_fraction_C3H3_Soln#15 (),Mole_fraction_PC4H9_Soln#15 (),Mole_fraction_IC4H10_Soln#15 (),Mole_fraction_IC4H9_Soln#15 (),Mole_fraction_TC4H9_Soln#15 (),Mole_fraction_IC4H8_Soln#15 (),Mole_fraction_IC4H7_Soln#15 (),Mole_fraction_C4H8-1_Soln#15 (),Mole_fraction_C4H8-2_Soln#15 (),Mole_fraction_C4H71-3_Soln#15 (),Mole_fraction_C4H6_Soln#15 (),Mole_fraction_C4H4_Soln#15 (),Mole_fraction_C4H2_Soln#15 (),Mole_fraction_C6H6_Soln#15 (),Mole_fraction_FULVENE_Soln#15 (),Mole_fraction_C5H6_Soln#15 (),Mole_fraction_C5H5_Soln#15 (),Mole_fraction_MCPTD_Soln#15 (),Mole_fraction_C10H8_Soln#15 (),Mole_fraction_NEOC5H12_Soln#15 (),Mole_fraction_NC5H10_Soln#15 (),Mole_fraction_B1M2_Soln#15 (),Mole_fraction_LC5H8_Soln#15 (),Mole_fraction_NC7H14_Soln#15 (),Mole_fraction_IC8H16_Soln#15 (),Mole_fraction_DIMEPTD_Soln#15 (),Mole_fraction_C7H8_Soln#15 (),Mole_fraction_C7H7_Soln#15 (),Mole_fraction_C6H5C2H_Soln#15 (),Mole_fraction_C6H5C2H3_Soln#15 (),Mole_fraction_C6H5C2H5_Soln#15 (),Mole_fraction_C12H8_Soln#15 (),Mole_fraction_C14H10_Soln#15 (),Mole_fraction_NC10H20_Soln#15 (),Mole_fraction_IC12H26_Soln#15 (),Molecular_weight_Soln#15 (g/mole),Mass_density_Soln#15 (g/cm3),Unburned_hydrocarbons_Soln#15 (ppm),Volatile_organic_compounds_Soln#15 (ppm)
8.837846E-7,14.77542,-6.514486E9,1525.852,1525.852,9.871118E-4,1.0,0.8617533,9.49141E-4,0.01410675,0.01341212,0.006654996,2.712935E-4,0.01138683,1.737788E-4,6.242705E-4,5.692087E-4,3.370413E-5,0.02900143,7.169088E-4,3.938551E-4,0.00265519,1.010088E-4,1.453652E-5,6.463873E-4,2.105802E-4,2.645682E-4,0.01868956,0.009818134,0.002018253,1.562681E-4,7.699E-5,0.002586183,5.317229E-5,1.87324E-7,3.078626E-4,1.822087E-6,4.072611E-5,8.128065E-6,1.059269E-4,3.276237E-8,4.604714E-4,5.729146E-4,2.927163E-4,8.526969E-4,7.009098E-4,0.007415073,0.001434845,0.006577835,3.704583E-4,1.201987E-8,1.057825E-6,4.117348E-5,1.878039E-9,1.490163E-7,0.002712115,2.185991E-4,8.364826,6.680768E-5,473411.2,473411.2
9.2598E-7,14.78628,-6.73117E9,1525.788,1525.788,9.871118E-4,1.0,0.8609374,9.214402E-4,0.01459902,0.01305565,0.006837033,2.66053E-4,0.01170581,1.729431E-4,6.508913E-4,5.819178E-4,3.247337E-5,0.02918916,7.177756E-4,4.163867E-4,0.002762306,1.060653E-4,1.402145E-5,6.437474E-4,1.985483E-4,2.495699E-4,0.01877388,0.009906945,0.002058407,1.604004E-4,7.510209E-5,0.002629049,5.740475E-5,2.081145E-7,3.179108E-4,1.970645E-6,4.311436E-5,8.859095E-6,1.113346E-4,3.612779E-8,4.589143E-4,5.715891E-4,3.044241E-4,8.644467E-4,7.00368E-4,0.007130233,0.001440082,0.006562852,3.728157E-4,1.344597E-8,1.15404E-6,4.312478E-5,2.168383E-9,1.536551E-7,0.002607995,1.894271E-4,8.358333,6.675862E-5,473043.8,473043.8
9.999928E-7,14.80412,-7.216152E9,1525.671,1525.671,9.871118E-4,1.0,0.8595813,8.769448E-4,0.01542716,0.01247385,0.00713075,2.572294E-4,0.01224474,1.715107E-4,6.970722E-4,6.025077E-4,3.048965E-5,0.02948561,7.192495E-4,4.561973E-4,0.002949149,1.148641E-4,1.318352E-5,6.387591E-4,1.798831E-4,2.262841E-4,0.01890423,0.01003849,0.00212345,1.671956E-4,7.19985E-5,0.002699886,6.504272E-5,2.47361E-7,3.349837E-4,2.2402E-6,4.735802E-5,1.020055E-5,1.206548E-4,4.243261E-8,4.553747E-4,5.67992E-4,3.239102E-4,8.831895E-4,6.980593E-4,0.006660166,0.001445788,0.006538091,3.76426E-4,1.614782E-8,1.327778E-6,4.643191E-5,2.744015E-9,1.614347E-7,0.002438162,1.474876E-4,8.347619,6.667818E-5,472437.4,472437.4
1.006927E-6,14.80572,-7.264179E9,1525.659,1525.659,9.871118E-4,1.0,0.8594587,8.730194E-4,0.01550256,0.01242202,0.007156726,2.564259E-4,0.01229395,1.713773E-4,7.013663E-4,6.043332E-4,3.031419E-5,0.02951143,7.193812E-4,4.599446E-4,0.002966581,1.156835E-4,1.310895E-5,6.382722E-4,1.782752E-4,2.242771E-4,0.01891542,0.01004932,0.002129216,1.678044E-4,7.172037E-5,0.002706257,6.577153E-5,2.512178E-7,3.365488E-4,2.266014E-6,4.775911E-5,1.032995E-5,1.215164E-4,4.304957E-8,4.549974E-4,5.675804E-4,3.256693E-4,8.848329E-4,6.977638E-4,0.006617964,0.001446117,0.006535863,3.767335E-4,1.641401E-8,1.34435E-6,4.673442E-5,2.802423E-9,1.621417E-7,0.002423028,1.440793E-4,8.346656,6.667099E-5,472382.9,472382.9
1.036507E-6,14.8124,-7.469143E9,1525.609,1525.609,9.871118E-4,1.0,0.8589442,8.567071E-4,0.01582022,0.01220581,0.007264769,2.530414E-4,0.01250152,1.708078E-4,7.19623E-4,6.119325E-4,2.958416E-5,0.02961811,7.199258E-4,4.759615E-4,0.003040792,1.191693E-4,1.279787E-5,6.361631E-4,1.716601E-4,2.16018E-4,0.0189613,0.01009281,0.002153215,1.703506E-4,7.055686E-5,0.002732944,6.890472E-5,2.680141E-7,3.431613E-4,2.377165E-6,4.947677E-5,1.088886E-5,1.251684E-4,4.573215E-8,4.533105E-4,5.65694E-4,3.330483E-4,8.91641E-4,6.963659E-4,0.006441325,0.001447162,0.006526524,3.779916E-4,1.75747E-8,1.415566E-6,4.801114E-5,3.060459E-9,1.651184E-7,0.002359874,1.304203E-4,8.34262,6.664092E-5,472154.5,472154.5
1.05784E-6,14.81709,-7.614474E9,1525.573,1525.573,9.871118E-4,1.0,0.858581,8.453581E-4,0.01604542,0.01205464,0.007340021,2.506431E-4,0.01264891,1.703962E-4,7.32729E-4,6.172314E-4,2.90754E-5,0.02969172,7.202997E-4,4.875432E-4,0.003094157,1.216731E-4,1.258032E-5,6.346126E-4,1.671207E-4,2.103486E-4,0.01899267,0.01012151,0.002169946,1.721374E-4,6.973996E-5,0.002751718,7.118798E-5,2.804698E-7,3.478677E-4,2.45834E-6,5.072217E-5,1.129873E-5,1.277781E-4,4.771759E-8,4.520216E-4,5.642094E-4,3.38247E-4,8.963555E-4,6.952269E-4,0.00631725,0.001447572,0.006519947,3.788475E-4,1.84369E-8,1.467426E-6,4.891837E-5,3.255556E-9,1.672266E-7,0.002315689,1.213934E-4,8.339779,6.661983E-5,471993.7,471993.7
1.11508E-6,14.82916,-7.981964E9,1525.471,1525.471,9.871118E-4,1.0,0.8576375,8.165071E-4,0.01663422,0.01166773,0.007531576,2.443804E-4,0.01303517,1.692836E-4,7.676466E-4,6.307377E-4,2.777876E-5,0.02987638,7.212128E-4,5.18737E-4,0.003236658,1.28348E-4,1.202305E-5,6.303482E-4,1.55811E-4,1.96217E-4,0.01907023,0.01018808,0.002212575,1.767365E-4,6.763521E-5,0.002800228,7.740764E-5,3.152974E-7,3.602455E-4,2.680185E-6,5.409095E-5,1.242561E-5,1.346764E-4,5.325575E-8,4.482984E-4,5.597569E-4,3.516991E-4,9.082452E-4,6.91679E-4,0.005997534,0.00144736,0.006502921,3.80949E-4,2.085448E-8,1.608476E-6,5.129797E-5,3.81731E-9,1.727319E-7,0.002202461,1.001916E-4,8.332429,6.656558E-5,471577.7,471577.7
1.128328E-6,14.83186,-8.060648E9,1525.446,1525.446,9.871118E-4,1.0,0.8574252,8.101411E-4,0.01676742,0.01158188,0.007573884,2.429657E-4,0.01312273,1.69024E-4,7.756778E-4,6.337235E-4,2.7492E-5,0.02991662,7.214039E-4,5.259802E-4,0.003269492,1.298837E-4,1.189926E-5,6.293425E-4,1.533596E-4,1.931526E-4,0.01908691,0.01020142,0.002221994,1.777623E-4,6.716528E-5,0.002811086,7.88658E-5,3.236477E-7,3.630603E-4,2.732343E-6,5.487626E-5,1.269188E-5,1.362509E-4,5.458137E-8,4.473873E-4,5.586366E-4,3.547121E-4,9.108479E-4,6.90764E-4,0.005926174,0.001447059,0.006499102,3.813978E-4,2.143562E-8,1.641491E-6,5.183771E-5,3.955423E-9,1.739761E-7,0.002177305,9.584698E-5,8.330782,6.655348E-5,471484.5,471484.5
1.174419E-6,14.84097,-8.311291E9,1525.36,1525.36,9.871118E-4,1.0,0.8567035,7.888402E-4,0.01722224,0.01129346,0.00771553,2.381438E-4,0.01342217,1.681131E-4,8.034715E-4,6.437241E-4,2.653076E-5,0.03004983,7.220046E-4,5.512419E-4,0.003383259,1.351988E-4,1.148289E-5,6.257979E-4,1.452719E-4,1.830392E-4,0.01914153,0.01024205,0.002253524,1.812232E-4,6.557801E-5,0.002847829,8.399025E-5,3.535373E-7,3.727109E-4,2.916073E-6,5.762447E-5,1.363352E-5,1.416616E-4,5.932161E-8,4.44092E-4,5.545022E-4,3.649085E-4,9.194936E-4,6.87333E-4,0.005685322,0.00144534,0.006486151,3.828586E-4,2.352052E-8,1.757329E-6,5.368406E-5,4.4602E-9,1.782214E-7,0.00209269,8.21737E-5,8.325198,6.651264E-5,471168.5,471168.5
1.190721E-6,14.84409,-8.390642E9,1525.329,1525.329,9.871118E-4,1.0,0.8564543,7.816053E-4,0.01738002,0.01119511,0.007763663,2.364745E-4,0.0135262,1.677881E-4,8.13248E-4,6.471233E-4,2.620368E-5,0.03009455,7.221926E-4,5.60199E-4,0.00342332,1.370683E-4,1.134071E-5,6.245293E-4,1.425647E-4,1.796527E-4,0.01915965,0.01025436,0.002264234,1.824088E-4,6.503362E-5,0.002860456,8.582123E-5,3.64418E-7,3.76073E-4,2.981879E-6,5.860243E-5,1.397209E-5,1.4355E-4,6.104589E-8,4.428838E-4,5.529578E-4,3.68411E-4,9.224061E-4,6.860338E-4,0.005602804,0.001444496,0.00648169,3.8334E-4,2.428136E-8,1.798644E-6,5.432571E-5,4.647875E-9,1.79693E-7,0.002063797,7.782785E-5,8.323276,6.649864E-5,471059.7,471059.7
1.215402E-6,14.84873,-8.500898E9,1525.281,1525.281,9.871118E-4,1.0,0.8560826,7.70933E-4,0.01761594,0.01104969,0.007834682,2.339827E-4,0.0136819,1.672929E-4,8.279966E-4,6.521385E-4,2.572063E-5,0.03016,7.224523E-4,5.737811E-4,0.00348379,1.398881E-4,1.113026E-5,6.225958E-4,1.386078E-4,1.747019E-4,0.01918597,0.01027104,0.002280027,1.841668E-4,6.422562E-5,0.002879218,8.861105E-5,3.811963E-7,3.811137E-4,3.082303E-6,6.008894E-5,1.448999E-5,1.463835E-4,6.370397E-8,4.410165E-4,5.50544E-4,3.736129E-4,9.26678E-4,6.83988E-4,0.00548044,0.001443002,0.006475048,3.840361E-4,2.545656E-8,1.861515E-6,5.528612E-5,4.941255E-9,1.818926E-7,0.002021039,7.168917E-5,8.320415,6.647786E-5,470897.8,470897.8
1.227925E-6,14.85104,-8.552258E9,1525.256,1525.256,9.871118E-4,1.0,0.8558967,7.656447E-4,0.01773429,0.01097749,0.007869878,2.327347E-4,0.01376008,1.670402E-4,8.35455E-4,6.546238E-4,2.548103E-5,0.03019219,7.225723E-4,5.806815E-4,0.003514384,1.413139E-4,1.102568E-5,6.216094E-4,1.366634E-4,1.722684E-4,0.01919882,0.01027861,0.002287848,1.850421E-4,6.382301E-5,0.002888577,9.003454E-5,3.8985E-7,3.836486E-4,3.133616E-6,6.084585E-5,1.475518E-5,1.478092E-4,6.507468E-8,4.400525E-4,5.492859E-4,3.762058E-4,9.287833E-4,6.829151E-4,0.005419526,0.001442147,0.00647173,3.843747E-4,2.606365E-8,1.893555E-6,5.576834E-5,5.094438E-9,1.829956E-7,0.001999791,6.876734E-5,8.318986,6.646751E-5,470816.9,470816.9
1.280463E-6,14.86046,-8.732763E9,1525.152,1525.152,9.871118E-4,1.0,0.8551345,7.443211E-4,0.01822147,0.01068543,0.008011816,2.27613E-4,0.0140823,1.659702E-4,8.665714E-4,6.646419E-4,2.451335E-5,0.03032032,7.229907E-4,6.096966E-4,0.003642094,1.472595E-4,1.060191E-5,6.174379E-4,1.289292E-4,1.625858E-4,0.01924935,0.01030422,0.002319343,1.885981E-4,6.218463E-5,0.002926725,9.606238E-5,4.271642E-7,3.941252E-4,3.351431E-6,6.404085E-5,1.588459E-5,1.53703E-4,7.098502E-8,4.359007E-4,5.437857E-4,3.867592E-4,9.371894E-4,6.781822E-4,0.005172121,0.001437906,0.00645816,3.856961E-4,2.868878E-8,2.02894E-6,5.77559E-5,5.768854E-9,1.875333E-7,0.00191372,5.776416E-5,8.313147,6.64254E-5,470486.5,470486.5
1.288989E-6,14.86194,-8.756762E9,1525.135,1525.135,9.871118E-4,1.0,0.8550135,7.40988E-4,0.01829913,0.01063965,0.008034003,2.267992E-4,0.01413372,1.65795E-4,8.715942E-4,6.66207E-4,2.436187E-5,0.03034008,7.230455E-4,6.144147E-4,0.003662716,1.482188E-4,1.053538E-5,6.167566E-4,1.277357E-4,1.610912E-4,0.01925705,0.01030746,0.002324257,1.891579E-4,6.192631E-5,0.002932749,9.704888E-5,4.333739E-7,3.958015E-4,3.387159E-6,6.45623E-5,1.607039E-5,1.546459E-4,7.196877E-8,4.352119E-4,5.428611E-4,3.884226E-4,9.384903E-4,6.773807E-4,0.005133196,0.001437123,0.00645601,3.858961E-4,2.912683E-8,2.05105E-6,5.807307E-5,5.883248E-9,1.882562E-7,0.001900211,5.615656E-5,8.312223,6.641876E-5,470434.1,470434.1
1.329119E-6,14.86879,-8.849914E9,1525.054,1525.054,9.871118E-4,1.0,0.8544534,7.257431E-4,0.01865967,0.01042986,0.008135474,2.230315E-4,0.01437265,1.649651E-4,8.951371E-4,6.733595E-4,2.366834E-5,0.03042957,7.232545E-4,6.366538E-4,0.003759391,1.527128E-4,1.023009E-5,6.135364E-4,1.223294E-4,1.543187E-4,0.01929159,0.01031949,0.002346692,1.917312E-4,6.073713E-5,0.002960509,1.017214E-4,4.631662E-7,4.036059E-4,3.556681E-6,6.702753E-5,1.695385E-5,1.590327E-4,7.669027E-8,4.319209E-4,5.384025E-4,3.96075E-4,9.443916E-4,6.734958E-4,0.00495434,0.001433115,0.006446076,3.867876E-4,3.123325E-8,2.155593E-6,5.954663E-5,6.440273E-9,1.916113E-7,0.001838237,4.917656E-5,8.307954,6.638817E-5,470192.5,470192.5
1.336238E-6,14.86998,-8.863056E9,1525.04,1525.04,9.871118E-4,1.0,0.8543556,7.231128E-4,0.01872279,0.0103936,0.008152979,2.223738E-4,0.01441452,1.64817E-4,8.992969E-4,6.745924E-4,2.354857E-5,0.03044485,7.232832E-4,6.406046E-4,0.003776473,1.535064E-4,1.017726E-5,6.129632E-4,1.214053E-4,1.531608E-4,0.01929743,0.01032108,0.002350555,1.921774E-4,6.053066E-5,0.002965334,1.025553E-4,4.685488E-7,4.049759E-4,3.586987E-6,6.746675E-5,1.71121E-5,1.598021E-4,7.75437E-8,4.313291E-4,5.375938E-4,3.974024E-4,9.454013E-4,6.727881E-4,0.004923349,0.00143235,0.006444345,3.869374E-4,3.161467E-8,2.174218E-6,5.980476E-5,6.542339E-9,1.921985E-7,0.001827515,4.803362E-5,8.30721,6.638286E-5,470150.4,470150.4
1.346189E-6,14.87163,-8.879745E9,1525.019,1525.019,9.871118E-4,1.0,0.8542198,7.19473E-4,0.01881059,0.01034339,0.008177202,2.214599E-4,0.01447276,1.646095E-4,9.051025E-4,6.762979E-4,2.338278E-5,0.0304659,7.233192E-4,6.461293E-4,0.003800313,1.546138E-4,1.010407E-5,6.12161E-4,1.201307E-4,1.515636E-4,0.01930545,0.01032304,0.002355896,1.927958E-4,6.02443E-5,0.002972028,1.037233E-4,4.761211E-7,4.068835E-4,3.62946E-6,6.808159E-5,1.733403E-5,1.60873E-4,7.874454E-8,4.304984E-4,5.364552E-4,3.992426E-4,9.467941E-4,6.7179E-4,0.0048804,0.001431255,0.00644194,3.871429E-4,3.21517E-8,2.20029E-6,6.016391E-5,6.686654E-9,1.930152E-7,0.001812663,4.648145E-5,8.306177,6.637549E-5,470092.0,470092.0
1.392177E-6,14.87908,-8.932066E9,1524.925,1524.925,9.871118E-4,1.0,0.8536035,7.031817E-4,0.01921019,0.01011823,0.008285589,2.173156E-4,0.01473808,1.636445E-4,9.318049E-4,6.839199E-4,2.264004E-5,0.03055895,7.234224E-4,6.716994E-4,0.003909942,1.597034E-4,9.775424E-6,6.084427E-4,1.144852E-4,1.44487E-4,0.0193405,0.01032814,0.002379728,1.955787E-4,5.895354E-5,0.003002231,1.091568E-4,5.118514E-7,4.155921E-4,3.827447E-6,7.093717E-5,1.837066E-5,1.657538E-4,8.44153E-8,4.266081E-4,5.310738E-4,4.075238E-4,9.529629E-4,6.670512E-4,0.004687319,0.001425823,0.006431053,3.88034E-4,3.469274E-8,2.321328E-6,6.179936E-5,7.378856E-9,1.967307E-7,0.001745994,3.994453E-5,8.301505,6.634225E-5,469827.6,469827.6
1.462405E-6,14.88993,-8.937226E9,1524.781,1524.781,9.871118E-4,1.0,0.8526976,6.79869E-4,0.0198018,0.009794936,0.008440568,2.112306E-4,0.01513142,1.621533E-4,9.72181E-4,6.94784E-4,2.157553E-5,0.0306884,7.233862E-4,7.108559E-4,0.004075567,1.673857E-4,9.302246E-6,6.027409E-4,1.065737E-4,1.34564E-4,0.01938808,0.01032424,0.00241357,1.996017E-4,5.708016E-5,0.003046146,1.175609E-4,5.687099E-7,4.285635E-4,4.134946E-6,7.534189E-5,1.998658E-5,1.7299E-4,9.345855E-8,4.205317E-4,5.225231E-4,4.19486E-4,9.61586E-4,6.594593E-4,0.004408826,0.001416461,0.006415099,3.892252E-4,3.876072E-8,2.507738E-6,6.422245E-5,8.517078E-9,2.022276E-7,0.00165008,3.171493E-5,8.29467,6.62939E-5,469440.7,469440.7
1.496205E-6,14.89495,-8.909885E9,1524.712,1524.712,9.871118E-4,1.0,0.8522758,6.692699E-4,0.02007893,0.009647557,0.00851096,2.084031E-4,0.01531588,1.614293E-4,9.914432E-4,6.997012E-4,2.109108E-5,0.03074567,7.232886E-4,7.297428E-4,0.004154482,1.710441E-4,9.086072E-6,5.999918E-4,1.030413E-4,1.301311E-4,0.01940863,0.01031767,0.002428827,2.01446E-4,5.621798E-5,0.003066384,1.216485E-4,5.970489E-7,4.346714E-4,4.285058E-6,7.748046E-5,2.077755E-5,1.763786E-4,9.797651E-8,4.175609E-4,5.182857E-4,4.249604E-4,9.654172E-4,6.556734E-4,0.004281463,0.001411548,0.006407693,3.897324E-4,4.079964E-8,2.598056E-6,6.53579E-5,9.100489E-9,2.048011E-7,0.001606294,2.839176E-5,8.291502,6.627159E-5,469261.4,469261.4
1.513173E-6,14.89741,-8.889407E9,1524.677,1524.677,9.871118E-4,1.0,0.8520673,6.64091E-4,0.02021628,0.009575464,0.008545336,2.070076E-4,0.01540733,1.610646E-4,0.001001072,7.020977E-4,2.085429E-5,0.03077327,7.232206E-4,7.392333E-4,0.004193898,1.728712E-4,8.980227E-6,5.986114E-4,1.013299E-4,1.279828E-4,0.01941842,0.0103133,0.002436246,2.023505E-4,5.579431E-5,0.003076334,1.237103E-4,6.115101E-7,4.377058E-4,4.360913E-6,7.855852E-5,2.117768E-5,1.780568E-4,1.00285E-7,4.160603E-4,5.161326E-4,4.276418E-4,9.67267E-4,6.537443E-4,0.004219084,0.001408992,0.006404037,3.899722E-4,4.184303E-8,2.643529E-6,6.592065E-5,9.402174E-9,2.060762E-7,0.001584863,2.68591E-5,8.289939,6.626061E-5,469173.0,469173.0
1.536362E-6,14.90074,-8.854449E9,1524.63,1524.63,9.871118E-4,1.0,0.851786,6.571614E-4,0.02040212,0.009478919,0.008591308,2.051259E-4,0.01553111,1.605649E-4,0.001014187,7.052974E-4,2.05374E-5,0.03080978,7.231078E-4,7.52213E-4,0.004247547,1.753577E-4,8.83839E-6,5.967249E-4,9.9055E-5,1.251266E-4,0.01943124,0.01030619,0.002446134,2.035641E-4,5.522492E-5,0.00308971,1.265386E-4,6.315272E-7,4.418189E-4,4.465111E-6,8.003673E-5,2.172773E-5,1.803254E-4,1.034841E-7,4.140006E-4,5.131641E-4,4.312351E-4,9.697182E-4,6.510791E-4,0.004135482,0.001405406,0.006399108,3.902844E-4,4.329063E-8,2.705813E-6,6.668201E-5,9.824132E-9,2.078011E-7,0.001556154,2.490006E-5,8.287834,6.624584E-5,469053.8,469053.8
1.559223E-6,14.90396,-8.812465E9,1524.583,1524.583,9.871118E-4,1.0,0.8515125,6.504915E-4,0.02058325,0.009385907,0.008635532,2.032991E-4,0.01565179,1.600711E-4,0.001027066,7.083692E-4,2.023234E-5,0.03084446,7.229746E-4,7.650185E-4,0.004300185,1.777974E-4,8.701646E-6,5.94866E-4,9.688139E-5,1.223969E-4,0.01944328,0.01029795,0.002455605,2.047357E-4,5.467415E-5,0.003102653,1.29338E-4,6.515432E-7,4.458364E-4,4.568413E-6,8.149937E-5,2.227347E-5,1.825338E-4,1.066874E-7,4.119615E-4,5.102108E-4,4.346989E-4,9.720506E-4,6.484215E-4,0.004054878,0.001401773,0.00639432,3.905755E-4,4.474202E-8,2.767359E-6,6.742403E-5,1.025101E-8,2.09482E-7,0.001528486,2.311082E-5,8.28579,6.623153E-5,468938.2,468938.2
1.597304E-6,14.9092,-8.727072E9,1524.506,1524.506,9.871118E-4,1.0,0.851065,6.397201E-4,0.02088058,0.009235535,0.008706885,2.003166E-4,0.01584994,1.592464E-4,0.001048413,7.133113E-4,1.97397E-5,0.03089946,7.227059E-4,7.86369E-4,0.004387309,1.818356E-4,8.480401E-6,5.917721E-4,9.340444E-5,1.180292E-4,0.01946207,0.01028163,0.002470794,2.066347E-4,5.377909E-5,0.003123694,1.340248E-4,6.855002E-7,4.524482E-4,4.741735E-6,8.394748E-5,2.31899E-5,1.861512E-4,1.121321E-7,4.085485E-4,5.052382E-4,4.402997E-4,9.757584E-4,6.43934E-4,0.003924471,0.001395519,0.0063865,3.910259E-4,4.72132E-8,2.870176E-6,6.864172E-5,1.098624E-8,2.122403E-7,0.001483741,2.041451E-5,8.282456,6.620822E-5,468749.5,468749.5
1.602181E-6,14.90987,-8.714653E9,1524.496,1524.496,9.871118E-4,1.0,0.8510085,6.383704E-4,0.02091826,0.009216679,0.00871582,1.9994E-4,0.01587506,1.591406E-4,0.001051137,7.139288E-4,1.967797E-5,0.03090626,7.226674E-4,7.891051E-4,0.004398416,1.823505E-4,8.452644E-6,5.913761E-4,9.297167E-5,1.174854E-4,0.01946437,0.01027931,0.002472688,2.068733E-4,5.366643E-5,0.003126343,1.346271E-4,6.899049E-7,4.532879E-4,4.764045E-6,8.426208E-5,2.330792E-5,1.866089E-4,1.128394E-7,4.081101E-4,5.045969E-4,4.410019E-4,9.762176E-4,6.433541E-4,0.003908113,0.001394701,0.006385512,3.910805E-4,4.753458E-8,2.88337E-6,6.879603E-5,1.108262E-8,2.125899E-7,0.00147813,2.009318E-5,8.282036,6.620528E-5,468725.7,468725.7
1.613237E-6,14.91136,-8.685728E9,1524.474,1524.474,9.871118E-4,1.0,0.8508808,6.353349E-4,0.02100338,0.009174259,0.00873591,1.990908E-4,0.0159318,1.589007E-4,0.001057304,7.153161E-4,1.953915E-5,0.03092148,7.225766E-4,7.953089E-4,0.004423552,1.835157E-4,8.39019E-6,5.90479E-4,9.20007E-5,1.162654E-4,0.01946948,0.01027387,0.002476938,2.074102E-4,5.341267E-5,0.00313231,1.359942E-4,6.999354E-7,4.551854E-4,4.814708E-6,8.49761E-5,2.357598E-5,1.876419E-4,1.144508E-7,4.071154E-4,5.031397E-4,4.425814E-4,9.772459E-4,6.420356E-4,0.003871308,0.001392833,0.006383284,3.91202E-4,4.826714E-8,2.9133E-6,6.914451E-5,1.130292E-8,2.133793E-7,0.001465505,1.938352E-5,8.281087,6.619865E-5,468672.0,468672.0
1.687903E-6,14.92114,-8.454433E9,1524.327,1524.327,9.871118E-4,1.0,0.8500398,6.156772E-4,0.02156686,0.008899195,0.008865814,1.935136E-4,0.01630753,1.572774E-4,0.001098662,7.242447E-4,1.864055E-5,0.03101734,7.218456E-4,8.372481E-4,0.004591713,1.913143E-4,7.984973E-6,5.84435E-4,8.579196E-5,1.084605E-4,0.01950092,0.01023068,0.002504148,2.109024E-4,5.175566E-5,0.003171274,1.452857E-4,7.693373E-7,4.677906E-4,5.160082E-6,8.982962E-5,2.540449E-5,1.9445E-4,1.256349E-7,4.003718E-4,4.931896E-4,4.528075E-4,9.837456E-4,6.329992E-4,0.003632649,0.001379749,0.006368626,3.919385E-4,5.336317E-8,3.11611E-6,7.144997E-5,1.285861E-8,2.186038E-7,0.001383652,1.521221E-5,8.274855,6.615524E-5,468319.3,468319.3
1.748583E-6,14.92875,-8.226283E9,1524.21,1524.21,9.871118E-4,1.0,0.849382,6.007069E-4,0.02201096,0.008689327,0.008964478,1.891758E-4,0.01660369,1.55957E-4,0.001131905,7.309704E-4,1.795701E-5,0.03108697,7.211098E-4,8.713765E-4,0.004726303,1.975622E-4,7.675657E-6,5.795476E-4,8.115609E-5,1.026292E-4,0.01952275,0.0101879,0.002524453,2.135773E-4,5.047773E-5,0.003201317,1.529064E-4,8.278349E-7,4.777768E-4,5.444725E-6,9.381348E-5,2.691209E-5,1.997694E-4,1.351106E-7,3.948714E-4,4.849918E-4,4.605745E-4,9.884933E-4,6.255133E-4,0.003450734,0.00136859,0.006357188,3.924388E-4,5.769603E-8,3.281708E-6,7.326449E-5,1.42108E-8,2.227192E-7,0.001321245,1.250129E-5,8.270006,6.612154E-5,468044.9,468044.9
1.760106E-6,14.93016,-8.179401E9,1524.188,1524.188,9.871118E-4,1.0,0.8492596,5.979592E-4,0.02209395,0.008650771,0.008982558,1.88371E-4,0.01665903,1.557064E-4,0.001138181,7.321969E-4,1.783166E-5,0.03109941,7.209567E-4,8.778611E-4,0.004751648,1.987395E-4,7.618834E-6,5.786225E-4,8.031395E-5,1.015695E-4,0.01952655,0.01017905,0.002528136,2.140696E-4,5.024165E-5,0.003206865,1.543601E-4,8.391533E-7,4.79648E-4,5.499165E-6,9.457395E-5,2.720041E-5,2.007581E-4,1.369494E-7,3.938262E-4,4.834264E-4,4.619963E-4,9.893441E-4,6.240799E-4,0.00341735,0.001366424,0.006355062,3.925246E-4,5.853839E-8,3.313224E-6,7.360328E-5,1.44766E-8,2.234881E-7,0.001309789,1.204495E-5,8.269106,6.611529E-5,467993.9,467993.9
