Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_CH3_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H5_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C3H8_Soln#3 (),Mole_fraction_C3H6_Soln#3 (),Mole_fraction_C3H5-A_Soln#3 (),Mole_fraction_C3H4-P_Soln#3 (),Mole_fraction_C3H4-A_Soln#3 (),Mole_fraction_NC4H10_Soln#3 (),Mole_fraction_IC4H10_Soln#3 (),Mole_fraction_TC4H9_Soln#3 (),Mole_fraction_IC4H8_Soln#3 (),Mole_fraction_IC4H7_Soln#3 (),Mole_fraction_C4H8-1_Soln#3 (),Mole_fraction_C4H8-2_Soln#3 (),Mole_fraction_C4H71-3_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C4H4_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_FULVENE_Soln#3 (),Mole_fraction_C5H6_Soln#3 (),Mole_fraction_MCPTD_Soln#3 (),Mole_fraction_NEOC5H12_Soln#3 (),Mole_fraction_NC5H10_Soln#3 (),Mole_fraction_B1M2_Soln#3 (),Mole_fraction_B1M3_Soln#3 (),Mole_fraction_B2M2_Soln#3 (),Mole_fraction_LC5H8_Soln#3 (),Mole_fraction_DIALLYL_Soln#3 (),Mole_fraction_CYC6H8_Soln#3 (),Mole_fraction_CYC6H10_Soln#3 (),Mole_fraction_NC6H12_Soln#3 (),Mole_fraction_NC7H14_Soln#3 (),Mole_fraction_IC8H16_Soln#3 (),Mole_fraction_DIMEPTD_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_STILB_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_XYLENE_Soln#3 (),Mole_fraction_INDENE_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_NPBENZ_Soln#3 (),Mole_fraction_NC10H20_Soln#3 (),Mole_fraction_IC12H26_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
2.419552E-5,14.99311,-3.906513E8,1098.585,1098.585,0.001525536,1.0,0.9444292,2.251804E-4,7.492859E-5,2.118197E-5,8.078475E-6,1.05962E-4,4.775376E-8,3.410133E-6,2.622277E-4,1.143435E-5,4.694026E-8,1.631762E-5,6.99158E-7,3.806998E-6,8.462166E-6,3.015589E-4,4.985167E-5,2.395077E-5,5.77727E-7,1.452503E-5,2.204481E-5,1.145956E-9,3.735268E-6,1.417772E-11,6.352527E-9,2.252494E-9,3.575171E-7,1.26178E-5,1.043288E-7,5.439204E-7,2.296511E-9,1.772548E-5,4.106785E-7,5.480064E-10,1.533545E-10,1.30469E-6,2.409353E-5,0.01906508,3.2363E-5,0.00790611,7.20384E-6,3.126442E-12,2.930712E-11,2.334443E-7,1.820278E-8,2.087776E-11,2.343643E-9,4.970652E-8,0.01031277,0.01702656,9.172362,1.017488E-4,519114.1,519114.1
2.489516E-5,14.99298,-3.900289E8,1098.541,1098.541,0.001525536,1.0,0.9443972,2.35711E-4,7.556896E-5,2.228266E-5,8.148449E-6,1.106799E-4,5.164434E-8,3.613996E-6,2.723587E-4,1.162121E-5,5.12364E-8,1.705339E-5,7.400361E-7,3.944819E-6,8.487854E-6,3.131183E-4,5.144842E-5,2.513083E-5,6.179696E-7,1.494776E-5,2.311944E-5,1.275548E-9,3.903846E-6,1.630553E-11,6.949532E-9,2.428182E-9,3.759348E-7,1.318436E-5,1.12508E-7,5.867508E-7,2.491749E-9,1.852498E-5,4.426667E-7,6.083118E-10,1.694575E-10,1.352957E-6,2.516593E-5,0.01905917,3.381744E-5,0.007905378,7.495696E-6,3.712127E-12,3.35332E-11,2.541428E-7,1.912958E-8,2.323762E-11,2.625771E-9,5.421651E-8,0.01030763,0.01702137,9.172074,1.017497E-4,519097.9,519097.9
2.499276E-5,14.99296,-3.899383E8,1098.535,1098.535,0.001525536,1.0,0.9443927,2.371868E-4,7.565419E-5,2.243721E-5,8.15775E-6,1.113409E-4,5.220048E-8,3.642697E-6,2.737757E-4,1.164641E-5,5.185338E-8,1.715645E-5,7.45789E-7,3.964086E-6,8.491251E-6,3.147354E-4,5.167108E-5,2.529663E-5,6.236903E-7,1.500613E-5,2.327043E-5,1.294375E-9,3.927469E-6,1.661988E-11,7.035379E-9,2.453286E-9,3.785206E-7,1.32638E-5,1.136752E-7,5.928516E-7,2.519708E-9,1.863698E-5,4.472057E-7,6.1707E-10,1.717914E-10,1.359705E-6,2.53161E-5,0.01905835,3.402115E-5,0.007905276,7.536374E-6,3.800292E-12,3.415632E-11,2.571087E-7,1.925998E-8,2.358083E-11,2.666906E-9,5.486299E-8,0.01030691,0.01702064,9.172034,1.017498E-4,519095.6,519095.6
2.518347E-5,14.99292,-3.897604E8,1098.523,1098.523,0.001525536,1.0,0.944384,2.400752E-4,7.581793E-5,2.273987E-5,8.175613E-6,1.126343E-4,5.329652E-8,3.698958E-6,2.765472E-4,1.169504E-5,5.307131E-8,1.735814E-5,7.570639E-7,4.001762E-6,8.49776E-6,3.178983E-4,5.210611E-5,2.562141E-5,6.349348E-7,1.511974E-5,2.356621E-5,1.331693E-9,3.973701E-6,1.724669E-11,7.204923E-9,2.502756E-9,3.835846E-7,1.341929E-5,1.15974E-7,6.048596E-7,2.574846E-9,1.885613E-5,4.561271E-7,6.344283E-10,1.764137E-10,1.372901E-6,2.560994E-5,0.01905673,3.441976E-5,0.007905075,7.615828E-6,3.977279E-12,3.539797E-11,2.629586E-7,1.951553E-8,2.42614E-11,2.748544E-9,5.613831E-8,0.0103055,0.01701922,9.171956,1.0175E-4,519091.1,519091.1
2.529831E-5,14.9929,-3.896497E8,1098.516,1098.516,0.001525536,1.0,0.9443787,2.418173E-4,7.591475E-5,2.292255E-5,8.18617E-6,1.134143E-4,5.396255E-8,3.732949E-6,2.782176E-4,1.172393E-5,5.381271E-8,1.747976E-5,7.638748E-7,4.024466E-6,8.501599E-6,3.198047E-4,5.236801E-5,2.581748E-5,6.417508E-7,1.518788E-5,2.374479E-5,1.35451E-9,4.001586E-6,1.763235E-11,7.308181E-9,2.532815E-9,3.86641E-7,1.351309E-5,1.1737E-7,6.121465E-7,2.608375E-9,1.898829E-5,4.615326E-7,6.450398E-10,1.792374E-10,1.380853E-6,2.578712E-5,0.01905575,3.466013E-5,0.007904955,7.663649E-6,4.08696E-12,3.616139E-11,2.665165E-7,1.96699E-8,2.467769E-11,2.798525E-9,5.691407E-8,0.01030465,0.01701837,9.171908,1.017502E-4,519088.4,519088.4
2.599583E-5,14.99278,-3.889672E8,1098.472,1098.472,0.001525536,1.0,0.9443466,2.524437E-4,7.647508E-5,2.403877E-5,8.247206E-6,1.181706E-4,5.810475E-8,3.941153E-6,2.88388E-4,1.189343E-5,5.844477E-8,1.822129E-5,8.055771E-7,4.162632E-6,8.523653E-6,3.314138E-4,5.395788E-5,2.701632E-5,6.8389E-7,1.559723E-5,2.483685E-5,1.498728E-9,4.171659E-6,2.01102E-11,7.954144E-9,2.719724E-9,4.053146E-7,1.408546E-5,1.260378E-7,6.572973E-7,2.817283E-9,1.979403E-5,4.948869E-7,7.120798E-10,1.970444E-10,1.429251E-6,2.686703E-5,0.01904982,3.612545E-5,0.00790422,7.953704E-6,4.805211E-12,4.105775E-11,2.886931E-7,2.061521E-8,2.731185E-11,3.115524E-9,6.175119E-8,0.01029948,0.01701316,9.17162,1.01751E-4,519072.1,519072.1
2.666623E-5,14.99266,-3.882794E8,1098.43,1098.43,0.001525536,1.0,0.9443156,2.627254E-4,7.697052E-5,2.512176E-5,8.301081E-6,1.227701E-4,6.224301E-8,4.143959E-6,2.981998E-4,1.204683E-5,6.310725E-8,1.893824E-5,8.461723E-7,4.295831E-6,8.542881E-6,3.426166E-4,5.548422E-5,2.818077E-5,7.25575E-7,1.598323E-5,2.589808E-5,1.646694E-9,4.336204E-6,2.272051E-11,8.605728E-9,2.90644E-9,4.2343E-7,1.463967E-5,1.346738E-7,7.021206E-7,3.026633E-9,2.057306E-5,5.277607E-7,7.808001E-10,2.152493E-10,1.47591E-6,2.791063E-5,0.01904409,3.754191E-5,0.007903512,8.231685E-6,5.585796E-12,4.620221E-11,3.109267E-7,2.153597E-8,3.001965E-11,3.442557E-9,6.660341E-8,0.01029449,0.01700814,9.171342,1.017518E-4,519056.4,519056.4
2.701355E-5,14.9926,-3.879128E8,1098.409,1098.409,0.001525536,1.0,0.9442995,2.680762E-4,7.721164E-5,2.568645E-5,8.327272E-6,1.25163E-4,6.444647E-8,4.249989E-6,3.032959E-4,1.212283E-5,6.560308E-8,1.931117E-5,8.673867E-7,4.364979E-6,8.552132E-6,3.484364E-4,5.627421E-5,2.878841E-5,7.476189E-7,1.618034E-5,2.645211E-5,1.726995E-9,4.421836E-6,2.416353E-11,8.955052E-9,3.005869E-9,4.328746E-7,1.492824E-5,1.392635E-7,7.258752E-7,3.13835E-9,2.097828E-5,5.450877E-7,8.180646E-10,2.251047E-10,1.500133E-6,2.845327E-5,0.01904111,3.827858E-5,0.007903145,8.375341E-6,6.026994E-12,4.904128E-11,3.227935E-7,2.20175E-8,3.149121E-11,3.620713E-9,6.919417E-8,0.01029189,0.01700554,9.171198,1.017522E-4,519048.2,519048.2
2.75592E-5,14.99251,-3.873226E8,1098.375,1098.375,0.001525536,1.0,0.9442742,2.765139E-4,7.756978E-5,2.657829E-5,8.366138E-6,1.289353E-4,6.799078E-8,4.417826E-6,3.113183E-4,1.223755E-5,6.963632E-8,1.989897E-5,9.009548E-7,4.473793E-6,8.565722E-6,3.575996E-4,5.751408E-5,2.974875E-5,7.828376E-7,1.648597E-5,2.732821E-5,1.858335E-9,4.55687E-6,2.65616E-11,9.520305E-9,3.165841E-9,4.477898E-7,1.53835E-5,1.466341E-7,7.639235E-7,3.318404E-9,2.161698E-5,5.727028E-7,8.789638E-10,2.411907E-10,1.538249E-6,2.930831E-5,0.01903643,3.943956E-5,0.007902567,8.60046E-6,6.774674E-12,5.375291E-11,3.419199E-7,2.278009E-8,3.390105E-11,3.913045E-9,7.337108E-8,0.0102878,0.01700144,9.17097,1.017529E-4,519035.4,519035.4
2.771393E-5,14.99248,-3.871529E8,1098.365,1098.365,0.001525536,1.0,0.944267,2.789132E-4,7.766693E-5,2.683219E-5,8.376674E-6,1.300077E-4,6.901406E-8,4.465688E-6,3.135967E-4,1.226907E-5,7.080486E-8,2.006607E-5,9.105246E-7,4.504688E-6,8.569374E-6,3.602024E-4,5.786539E-5,3.00223E-5,7.929596E-7,1.657175E-5,2.757787E-5,1.89674E-9,4.595269E-6,2.727124E-11,9.68424E-9,3.212037E-9,4.520357E-7,1.5513E-5,1.487594E-7,7.74872E-7,3.370466E-9,2.179854E-5,5.806181E-7,8.967588E-10,2.458871E-10,1.549071E-6,2.95513E-5,0.01903509,3.976955E-5,0.007902403,8.664164E-6,6.99923E-12,5.514585E-11,3.4745E-7,2.299767E-8,3.460637E-11,3.998731E-9,7.457903E-8,0.01028664,0.01700028,9.170906,1.01753E-4,519031.7,519031.7
2.864129E-5,14.99233,-3.861138E8,1098.307,1098.307,0.001525536,1.0,0.9442238,2.933513E-4,7.820998E-5,2.836265E-5,8.435518E-6,1.364593E-4,7.531652E-8,4.754897E-6,3.272816E-4,1.244897E-5,7.804117E-8,2.107102E-5,9.683262E-7,4.690181E-6,8.589466E-6,3.75839E-4,5.996799E-5,3.167256E-5,8.548396E-7,1.70774E-5,2.908525E-5,2.138009E-9,4.826346E-6,3.181163E-11,1.070101E-8,3.496715E-9,4.776259E-7,1.629268E-5,1.618255E-7,8.41951E-7,3.691877E-9,2.28905E-5,6.288093E-7,1.008408E-9,2.753216E-10,1.614039E-6,3.101224E-5,0.0190271,4.175394E-5,0.007901418,9.044593E-6,8.469853E-12,6.404618E-11,3.815849E-7,2.431381E-8,3.904388E-11,4.538957E-9,8.203756E-8,0.01027965,0.01699329,9.170519,1.017541E-4,519009.8,519009.8
2.890741E-5,14.99228,-3.858097E8,1098.291,1098.291,0.001525536,1.0,0.9442114,2.975114E-4,7.835408E-5,2.880441E-5,8.451118E-6,1.383177E-4,7.717785E-8,4.838586E-6,3.312171E-4,1.249787E-5,8.019051E-8,2.136043E-5,9.850447E-7,4.743505E-6,8.594693E-6,3.80337E-4,6.057037E-5,3.214931E-5,8.729748E-7,1.721985E-5,2.952115E-5,2.210767E-9,4.892934E-6,3.32068E-11,1.100352E-8,3.580848E-9,4.850113E-7,1.651747E-5,1.656769E-7,8.616485E-7,3.787041E-9,2.320497E-5,6.428636E-7,1.042027E-9,2.841766E-10,1.632713E-6,3.143279E-5,0.01902479,4.232531E-5,0.007901135,9.153301E-6,8.932776E-12,6.677767E-11,3.916883E-7,2.469518E-8,4.038412E-11,4.702461E-9,8.424587E-8,0.01027764,0.01699128,9.170408,1.017544E-4,519003.5,519003.5
2.985268E-5,14.99213,-3.847108E8,1098.232,1098.232,0.001525536,1.0,0.9441672,3.123441E-4,7.882604E-5,3.038204E-5,8.502181E-6,1.449419E-4,8.397993E-8,5.138168E-6,3.452234E-4,1.266212E-5,8.809027E-8,2.239176E-5,1.044866E-6,4.933219E-6,8.611431E-6,3.963492E-4,6.270612E-5,3.385339E-5,9.387004E-7,1.771619E-5,3.1081E-5,2.482352E-9,5.130375E-6,3.85128E-11,1.211719E-8,3.888584E-9,5.113827E-7,1.731937E-5,1.797253E-7,9.332017E-7,4.135709E-9,2.432558E-5,6.935489E-7,1.167288E-9,3.171517E-10,1.699141E-6,3.293084E-5,0.0190166,4.436106E-5,0.00790013,9.537595E-6,1.073756E-11,7.715505E-11,4.286874E-7,2.606282E-8,4.53947E-11,5.314905E-9,9.233511E-8,0.01027047,0.01698414,9.170012,1.017554E-4,518981.1,518981.1
3.015755E-5,14.99208,-3.843507E8,1098.214,1098.214,0.001525536,1.0,0.9441529,3.171451E-4,7.89657E-5,3.089349E-5,8.517283E-6,1.470855E-4,8.623651E-8,5.235511E-6,3.49749E-4,1.271211E-5,9.072596E-8,2.27254E-5,1.064296E-6,4.994498E-6,8.616252E-6,4.015242E-4,6.339357E-5,3.440632E-5,9.603386E-7,1.787307E-5,3.158777E-5,2.574373E-9,5.207242E-6,4.034343E-11,1.248937E-8,3.990783E-9,5.199307E-7,1.757908E-5,1.843774E-7,9.567941E-7,4.251682E-9,2.468812E-5,7.101367E-7,1.209645E-9,3.282991E-10,1.720593E-6,3.341527E-5,0.01901396,4.501953E-5,0.007899805,9.660895E-6,1.137555E-11,8.07323E-11,4.409861E-7,2.650811E-8,4.709503E-11,5.523103E-9,9.502474E-8,0.01026816,0.01698183,9.169884,1.017558E-4,518973.9,518973.9
3.109426E-5,14.99194,-3.832317E8,1098.156,1098.156,0.001525536,1.0,0.9441089,3.319432E-4,7.935905E-5,3.247215E-5,8.559803E-6,1.536912E-4,9.336001E-8,5.536596E-6,3.636749E-4,1.285706E-5,9.909244E-8,2.375324E-5,1.124366E-6,5.183019E-6,8.629418E-6,4.174532E-4,6.55012E-5,3.61144E-5,1.028093E-6,1.834526E-5,3.315544E-5,2.870973E-9,5.444205E-6,4.634741E-11,1.367271E-8,4.313793E-9,5.463107E-7,1.837998E-5,1.990372E-7,1.030807E-6,4.618732E-9,2.580496E-5,7.617838E-7,1.345857E-9,3.641497E-10,1.786576E-6,3.490704E-5,0.01900581,4.704771E-5,0.007898808,1.003762E-5,1.351919E-11,9.245732E-11,4.798794E-7,2.788862E-8,5.258353E-11,6.196178E-9,1.035325E-7,0.01026102,0.01697473,9.169491,1.017567E-4,518951.6,518951.6
