Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_CH3_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H5_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C3H8_Soln#3 (),Mole_fraction_C3H6_Soln#3 (),Mole_fraction_C3H5-A_Soln#3 (),Mole_fraction_C3H4-P_Soln#3 (),Mole_fraction_C3H4-A_Soln#3 (),Mole_fraction_NC4H10_Soln#3 (),Mole_fraction_IC4H10_Soln#3 (),Mole_fraction_TC4H9_Soln#3 (),Mole_fraction_IC4H8_Soln#3 (),Mole_fraction_IC4H7_Soln#3 (),Mole_fraction_C4H8-1_Soln#3 (),Mole_fraction_C4H8-2_Soln#3 (),Mole_fraction_C4H71-3_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C4H4_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_FULVENE_Soln#3 (),Mole_fraction_C5H6_Soln#3 (),Mole_fraction_MCPTD_Soln#3 (),Mole_fraction_NEOC5H12_Soln#3 (),Mole_fraction_NC5H10_Soln#3 (),Mole_fraction_B1M2_Soln#3 (),Mole_fraction_B1M3_Soln#3 (),Mole_fraction_B2M2_Soln#3 (),Mole_fraction_LC5H8_Soln#3 (),Mole_fraction_DIALLYL_Soln#3 (),Mole_fraction_CYC6H8_Soln#3 (),Mole_fraction_CYC6H10_Soln#3 (),Mole_fraction_NC6H12_Soln#3 (),Mole_fraction_NC7H14_Soln#3 (),Mole_fraction_IC8H16_Soln#3 (),Mole_fraction_DIMEPTD_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_STILB_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_XYLENE_Soln#3 (),Mole_fraction_INDENE_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_NPBENZ_Soln#3 (),Mole_fraction_NC10H20_Soln#3 (),Mole_fraction_IC12H26_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
0.0,15.0,-1.575011E8,1100.0,1100.0,0.001525536,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,1.017024E-4,519545.7,519545.7
1.376896E-8,14.99994,-1.785141E8,1100.0,1100.0,0.001525536,1.0,0.9452588,3.677404E-12,3.800084E-9,2.439107E-13,4.259302E-10,3.293855E-10,6.526875E-17,9.076136E-14,2.461207E-9,3.561133E-9,1.584879E-16,2.308793E-12,5.395403E-14,7.012477E-12,6.265874E-8,3.784837E-8,2.072799E-8,3.342092E-10,5.308687E-14,3.560421E-9,9.392396E-13,3.525295E-23,6.132141E-13,1.302609E-26,1.287913E-22,1.313771E-19,3.488279E-17,1.9729E-10,8.165022E-19,2.68505E-18,5.717911E-21,2.84685E-13,2.09642E-17,2.409391E-20,2.526116E-22,8.410612E-11,5.471288E-11,0.0192155,4.572106E-12,0.00792393,2.54595E-12,8.349675E-33,6.419872E-25,1.555523E-16,2.60696E-16,3.219411E-27,1.311747E-20,3.156925E-17,0.01043317,0.01716848,9.179987,1.017025E-4,519545.6,519545.6
8.784166E-8,14.99992,-2.012204E8,1099.997,1099.997,0.001525536,1.0,0.9452581,5.594812E-10,8.068114E-8,4.515906E-11,1.120738E-8,9.519894E-9,4.320417E-15,1.361948E-11,5.233057E-8,2.283173E-8,6.524446E-15,2.583862E-10,7.079694E-12,3.510865E-10,4.225444E-7,3.31683E-7,1.324674E-7,7.145382E-9,2.256455E-12,2.280288E-8,1.718203E-10,1.43605E-20,6.87255E-11,3.121052E-23,8.042591E-19,1.069266E-16,3.50346E-14,4.022893E-9,7.781796E-16,2.534235E-15,7.469859E-18,1.451153E-10,5.474106E-15,6.283901E-18,2.367389E-19,1.659683E-9,1.280885E-9,0.01921534,5.149182E-10,0.007923924,1.444536E-10,1.120893E-27,8.328062E-22,2.880109E-14,3.966864E-14,1.925089E-22,3.938475E-18,4.73549E-15,0.01043312,0.01716826,9.17998,1.017026E-4,519545.3,519545.3
3.286465E-7,14.99985,-2.219782E8,1099.989,1099.989,0.001525536,1.0,0.9452556,1.467841E-8,5.442552E-7,1.265592E-9,7.620337E-8,8.300807E-8,1.394206E-13,2.565099E-10,3.979604E-7,8.816382E-8,9.882225E-14,4.346437E-9,1.031504E-10,4.959317E-9,1.451625E-6,1.418746E-6,4.988031E-7,3.805007E-8,3.248011E-11,8.776123E-8,4.350578E-9,2.895291E-18,1.139137E-9,7.324712E-21,3.542865E-16,7.348282E-15,3.204831E-12,2.133554E-8,7.601805E-14,2.500262E-13,8.382925E-16,3.969538E-9,2.998793E-13,3.384309E-16,2.529653E-17,8.003847E-9,1.074857E-8,0.01921482,8.666678E-9,0.0079239,2.302569E-9,4.430402E-24,1.025111E-19,8.101539E-13,1.04144E-12,1.837429E-19,2.502114E-16,8.992387E-14,0.01043294,0.01716754,9.179956,1.017031E-4,519543.9,519543.9
1.619286E-6,14.99941,-2.828537E8,1099.936,1099.936,0.001525536,1.0,0.9452376,7.506732E-7,5.649456E-6,5.29259E-8,5.902776E-7,1.04513E-6,1.452758E-11,5.251549E-9,5.234373E-6,5.06586E-7,4.863397E-12,1.058255E-7,1.402366E-9,8.945245E-8,4.413136E-6,8.744547E-6,2.53656E-6,2.837282E-7,8.836027E-10,4.971714E-7,1.217529E-7,5.613186E-15,2.643396E-8,6.465639E-18,2.485161E-13,9.085866E-13,5.532579E-10,1.685579E-7,1.983747E-11,7.055271E-11,2.597259E-13,1.115088E-7,4.558032E-11,4.684616E-14,8.386548E-15,4.578894E-8,1.821638E-7,0.01921146,2.10978E-7,0.007923666,5.410894E-8,6.502567E-20,3.282184E-17,3.872526E-11,5.355879E-11,2.951018E-16,3.599308E-14,2.920978E-12,0.01043143,0.01716327,9.179777,1.01706E-4,519533.8,519533.8
5.817976E-6,14.99792,-3.470481E8,1099.719,1099.719,0.001525536,1.0,0.9451446,1.475281E-5,2.730618E-5,1.026644E-6,2.718651E-6,9.259188E-6,6.832499E-10,9.695424E-8,3.545636E-5,2.499059E-6,3.426748E-10,1.291625E-6,2.254085E-8,5.960459E-7,6.409374E-6,4.356846E-5,9.939776E-6,1.964372E-6,1.646392E-8,2.429444E-6,1.563728E-6,2.560492E-12,3.041995E-7,4.925761E-15,3.821573E-11,4.026609E-11,1.755618E-8,1.198775E-6,1.478256E-9,6.275566E-9,2.40074E-11,1.395601E-6,3.646272E-9,3.125193E-12,8.764396E-13,2.052195E-7,1.995286E-6,0.01919514,2.57273E-6,0.007922025,6.349474E-7,2.286942E-16,1.468469E-14,1.878808E-9,1.076184E-9,6.866509E-14,4.831737E-12,2.816338E-10,0.01042092,0.01714555,9.178882,1.017162E-4,519483.1,519483.1
1.931377E-5,14.9941,-3.93201E8,1098.893,1098.893,0.001525536,1.0,0.9446473,1.546971E-4,6.876426E-5,1.393527E-5,7.397295E-6,7.427407E-5,2.528096E-8,2.099037E-6,1.932435E-4,9.79415E-6,2.296721E-8,1.13741E-5,4.353339E-7,2.863686E-6,8.20614E-6,2.229217E-4,3.872101E-5,1.62125E-5,3.347102E-7,1.138456E-5,1.497889E-5,4.791649E-10,2.605188E-6,4.492005E-12,3.051743E-9,1.231072E-9,2.361846E-7,8.835979E-6,5.645218E-8,2.910561E-7,1.183023E-9,1.235344E-5,2.178491E-7,2.372228E-10,6.885018E-11,9.74885E-7,1.687231E-5,0.01910522,2.258222E-5,0.007911102,5.174759E-6,7.701085E-13,9.748542E-12,1.162604E-7,1.216353E-8,8.808853E-12,9.302313E-10,2.427159E-8,0.01034744,0.01706205,9.174327,1.017421E-4,519225.3,519225.3
2.287777E-5,14.99336,-3.916904E8,1098.668,1098.668,0.001525536,1.0,0.9444891,2.055984E-4,7.357379E-5,1.914576E-5,7.92994E-6,9.71797E-5,4.088195E-8,3.035768E-6,2.432872E-4,1.105147E-5,3.944396E-8,1.494771E-5,6.240063E-7,3.548942E-6,8.407032E-6,2.799556E-4,4.684271E-5,2.177122E-5,5.055198E-7,1.370885E-5,2.005938E-5,9.264752E-10,3.421677E-6,1.073072E-11,5.314303E-9,1.941721E-9,3.234388E-7,1.156537E-5,8.981563E-8,4.676118E-7,1.953269E-9,1.623689E-5,3.531681E-7,4.458067E-10,1.259031E-10,1.214349E-6,2.209532E-5,0.01907612,2.965418E-5,0.007907481,6.653548E-6,2.222545E-12,2.242283E-11,1.971239E-7,1.649616E-8,1.689157E-11,1.870359E-9,4.180185E-8,0.01032234,0.01703627,9.1729,1.017471E-4,519144.6,519144.6
2.302127E-5,14.99333,-3.915863E8,1098.659,1098.659,0.001525536,1.0,0.9444826,2.077136E-4,7.373132E-5,1.936499E-5,7.947245E-6,9.812901E-5,4.160124E-8,3.075885E-6,2.453401E-4,1.10952E-5,4.022269E-8,1.50958E-5,6.320653E-7,3.576939E-6,8.41349E-6,2.822966E-4,4.717041E-5,2.200567E-5,5.13157E-7,1.379897E-5,2.027303E-5,9.488583E-10,3.45556E-6,1.107236E-11,5.421933E-9,1.974289E-9,3.271083E-7,1.167898E-5,9.133914E-8,4.756397E-7,1.989095E-9,1.639781E-5,3.59249E-7,4.562325E-10,1.287147E-10,1.224147E-6,2.231143E-5,0.01907492,2.994707E-5,0.007907332,6.713473E-6,2.309399E-12,2.310774E-11,2.009096E-7,1.667945E-8,1.729747E-11,1.918332E-9,4.262512E-8,0.01032131,0.01703522,9.172842,1.017473E-4,519141.3,519141.3
2.316306E-5,14.9933,-3.914826E8,1098.65,1098.65,0.001525536,1.0,0.9444762,2.098078E-4,7.38845E-5,1.958223E-5,7.964065E-6,9.906874E-5,4.231889E-8,3.115684E-6,2.473709E-4,1.113792E-5,4.100108E-8,1.524239E-5,6.400591E-7,3.604628E-6,8.419758E-6,2.846125E-4,4.749419E-5,2.223804E-5,5.207576E-7,1.388772E-5,2.048475E-5,9.713311E-10,3.489104E-6,1.141773E-11,5.52957E-9,2.006771E-9,3.307443E-7,1.179149E-5,9.285811E-8,4.836398E-7,2.024864E-9,1.655711E-5,3.653019E-7,4.666993E-10,1.315346E-10,1.233839E-6,2.252533E-5,0.01907374,3.023698E-5,0.007907185,6.772688E-6,2.397845E-12,2.379948E-11,2.046906E-7,1.686117E-8,1.770513E-11,1.966568E-9,4.344753E-8,0.01032028,0.01703418,9.172784,1.017475E-4,519138.0,519138.0
