Time_Soln#6 (sec),Volume_Soln#6 (cm3),Volumetric_heat_production_rate_Soln#6 (erg/cm3-sec),Surface_temperature_Soln#6 (K),Temperature_Soln#6 (K),Mass_Soln#6 (g),Pressure_Soln#6 (atm),Mole_fraction_H2_Soln#6 (),Mole_fraction_H_Soln#6 (),Mole_fraction_CH4_Soln#6 (),Mole_fraction_CH3_Soln#6 (),Mole_fraction_C2H6_Soln#6 (),Mole_fraction_C2H5_Soln#6 (),Mole_fraction_C2H4_Soln#6 (),Mole_fraction_C2H2_Soln#6 (),Mole_fraction_C3H8_Soln#6 (),Mole_fraction_C3H6_Soln#6 (),Mole_fraction_C3H5-A_Soln#6 (),Mole_fraction_C3H4-P_Soln#6 (),Mole_fraction_C3H4-A_Soln#6 (),Mole_fraction_NC4H10_Soln#6 (),Mole_fraction_IC4H10_Soln#6 (),Mole_fraction_IC4H9_Soln#6 (),Mole_fraction_TC4H9_Soln#6 (),Mole_fraction_IC4H8_Soln#6 (),Mole_fraction_IC4H7_Soln#6 (),Mole_fraction_C4H8-1_Soln#6 (),Mole_fraction_C4H8-2_Soln#6 (),Mole_fraction_C4H71-3_Soln#6 (),Mole_fraction_C4H6_Soln#6 (),Mole_fraction_C4H4_Soln#6 (),Mole_fraction_C6H6_Soln#6 (),Mole_fraction_FULVENE_Soln#6 (),Mole_fraction_C5H6_Soln#6 (),Mole_fraction_C5H5_Soln#6 (),Mole_fraction_MCPTD_Soln#6 (),Mole_fraction_NEOC5H12_Soln#6 (),Mole_fraction_NC5H10_Soln#6 (),Mole_fraction_B1M2_Soln#6 (),Mole_fraction_B1M3_Soln#6 (),Mole_fraction_B2M2_Soln#6 (),Mole_fraction_LC5H8_Soln#6 (),Mole_fraction_DIALLYL_Soln#6 (),Mole_fraction_CYC6H8_Soln#6 (),Mole_fraction_CYC6H10_Soln#6 (),Mole_fraction_NC6H12_Soln#6 (),Mole_fraction_NC7H14_Soln#6 (),Mole_fraction_IC8H16_Soln#6 (),Mole_fraction_DIMEPTD_Soln#6 (),Mole_fraction_C7H8_Soln#6 (),Mole_fraction_C7H7_Soln#6 (),Mole_fraction_C6H5C2H3_Soln#6 (),Mole_fraction_C6H5C2H5_Soln#6 (),Mole_fraction_XYLENE_Soln#6 (),Mole_fraction_NPBENZ_Soln#6 (),Mole_fraction_NC10H20_Soln#6 (),Mole_fraction_IC12H26_Soln#6 (),Molecular_weight_Soln#6 (g/mole),Mass_density_Soln#6 (g/cm3),Unburned_hydrocarbons_Soln#6 (ppm),Volatile_organic_compounds_Soln#6 (ppm)
1.082344E-6,14.98297,-1.551006E10,1247.21,1247.21,0.001342472,1.0,0.9442484,2.294113E-5,6.120313E-5,3.361663E-4,4.922159E-6,1.926327E-5,5.960598E-5,2.679239E-8,8.183794E-7,3.418821E-4,1.934002E-5,1.179347E-8,8.064779E-6,2.095428E-7,4.384096E-6,2.403627E-5,6.685808E-5,2.955292E-4,8.488695E-5,1.351614E-5,1.445959E-7,1.64402E-5,1.250149E-5,1.286745E-10,1.658832E-6,4.932401E-13,1.441186E-9,1.114909E-11,2.91295E-9,3.962317E-7,7.864375E-6,3.07356E-8,8.992526E-8,6.618747E-10,8.539297E-6,2.052741E-8,4.616161E-11,2.968264E-11,1.632384E-6,1.169763E-5,0.01912474,1.573672E-5,0.007909048,4.249545E-6,7.443188E-13,1.353001E-8,5.50949E-9,2.200741E-9,0.01034894,0.01691805,9.169881,8.959958E-5,518973.7,518973.7
1.126007E-6,14.98234,-1.548076E10,1247.091,1247.091,0.001342472,1.0,0.9441991,2.358579E-5,6.685125E-5,3.50933E-4,5.479894E-6,1.998551E-5,6.360672E-5,3.027505E-8,9.151304E-7,3.599935E-4,2.018091E-5,1.35088E-8,8.662405E-6,2.313668E-7,4.624664E-6,2.412129E-5,6.704888E-5,3.10132E-4,8.84181E-5,1.436392E-5,1.594979E-7,1.711274E-5,1.346242E-5,1.542519E-10,1.779814E-6,5.952802E-13,1.663451E-9,1.297315E-11,3.253407E-9,4.355088E-7,8.32826E-6,3.493716E-8,1.021968E-7,7.573043E-10,9.17342E-6,2.33071E-8,5.252002E-11,3.400026E-11,1.704528E-6,1.251783E-5,0.01911974,1.689868E-5,0.007908187,4.554872E-6,9.217498E-13,1.570181E-8,6.05497E-9,2.551909E-9,0.01034402,0.01690715,9.169391,8.960338E-5,518946.0,518946.0
1.174795E-6,14.98164,-1.544334E10,1246.957,1246.957,0.001342472,1.0,0.9441436,2.429136E-5,7.344568E-5,3.672284E-4,6.147888E-6,2.077632E-5,6.819353E-5,3.45054E-8,1.031531E-6,3.803536E-4,2.11146E-5,1.56247E-8,9.350248E-6,2.573051E-7,4.895505E-6,2.420706E-5,6.723919E-5,3.266019E-4,9.236785E-5,1.533987E-5,1.771993E-7,1.786063E-5,1.457182E-5,1.872406E-10,1.918946E-6,7.283734E-13,1.939039E-9,1.525612E-11,3.661504E-9,4.815066E-7,8.857732E-6,4.005778E-8,1.17134E-7,8.744437E-10,9.903156E-6,2.669572E-8,6.033568E-11,3.931679E-11,1.785516E-6,1.345932E-5,0.01911406,1.823553E-5,0.007907209,4.905019E-6,1.159217E-12,1.8415E-8,6.697195E-9,2.989238E-9,0.01033841,0.01689493,9.16884,8.960757E-5,518914.8,518914.8
1.205325E-6,14.9812,-1.541759E10,1246.874,1246.874,0.001342472,1.0,0.9441087,2.472511E-5,7.772269E-5,3.773121E-4,6.590401E-6,2.12624E-5,7.11252E-5,3.734066E-8,1.108913E-6,3.93157E-4,2.169522E-5,1.7061E-8,9.791261E-6,2.743798E-7,5.066034E-6,2.425643E-5,6.734766E-5,3.369883E-4,9.48415E-5,1.596607E-5,1.888522E-7,1.832657E-5,1.528491E-5,2.104615E-10,2.008095E-6,8.229705E-13,2.126879E-9,1.682429E-11,3.932056E-9,5.114109E-7,9.194959E-6,4.349844E-8,1.27159E-7,9.536185E-10,1.037096E-5,2.897284E-8,6.562863E-11,4.292048E-11,1.836391E-6,1.406164E-5,0.01911045,1.909237E-5,0.007906588,5.128814E-6,1.331537E-12,2.027559E-8,7.116661E-9,3.288314E-9,0.01033485,0.01688726,9.168494,8.961016E-5,518895.2,518895.2
1.26185E-6,14.98041,-1.536561E10,1246.721,1246.721,0.001342472,1.0,0.9440437,2.55127E-5,8.594305E-5,3.957449E-4,7.460417E-6,2.214437E-5,7.667533E-5,4.298532E-8,1.261595E-6,4.16983E-4,2.276183E-5,1.996018E-8,1.062885E-5,3.077253E-7,5.383794E-6,2.43403E-5,6.753006E-5,3.56377E-4,9.94251E-5,1.715704E-5,2.116178E-7,1.918476E-5,1.66429E-5,2.591861E-10,2.177313E-6,1.023666E-12,2.50763E-9,2.002986E-11,4.464485E-9,5.690239E-7,9.831136E-6,5.036552E-8,1.471391E-7,1.112649E-9,1.12593E-5,3.35173E-8,7.629265E-11,5.018325E-11,1.930969E-6,1.520297E-5,0.01910368,2.071914E-5,0.007905423,5.552375E-6,1.705312E-12,2.407126E-8,7.929003E-9,3.89652E-9,0.01032814,0.01687301,9.167849,8.96149E-5,518858.7,518858.7
1.29491E-6,14.97995,-1.533279E10,1246.631,1246.631,0.001342472,1.0,0.9440054,2.596415E-5,9.093013E-5,4.063801E-4,8.000231E-6,2.264935E-5,7.999365E-5,4.653134E-8,1.356643E-6,4.309877E-4,2.338009E-5,2.180644E-8,1.113118E-5,3.282791E-7,5.570815E-6,2.438536E-5,6.762704E-5,3.678098E-4,1.021079E-4,1.787269E-5,2.256757E-7,1.968384E-5,1.74595E-5,2.914048E-10,2.278745E-6,1.157864E-12,2.751069E-9,2.209648E-11,4.795191E-9,6.040551E-7,1.021023E-5,5.468937E-8,1.597001E-7,1.213412E-9,1.179198E-5,3.637791E-8,8.30754E-11,5.480145E-11,1.986509E-6,1.588593E-5,0.01909967,2.16944E-5,0.007904732,5.805484E-6,1.960585E-12,2.651304E-8,8.425584E-9,4.286517E-9,0.01032415,0.01686465,9.16747,8.961764E-5,518837.3,518837.3
1.348343E-6,14.97922,-1.527627E10,1246.487,1246.487,0.001342472,1.0,0.9439433,2.667967E-5,9.926581E-5,4.233371E-4,8.921777E-6,2.344851E-5,8.546685E-5,5.265653E-8,1.519375E-6,4.537255E-4,2.436974E-5,2.503712E-8,1.196205E-5,3.631519E-7,5.874838E-6,2.445277E-5,6.777075E-5,3.864288E-4,1.064466E-4,1.905913E-5,2.495119E-7,2.048579E-5,1.881355E-5,3.498116E-10,2.446447E-6,1.403856E-12,3.178589E-9,2.575478E-11,5.360424E-9,6.627256E-7,1.083368E-5,6.217294E-8,1.814046E-7,1.38885E-9,1.267291E-5,4.132632E-8,9.493835E-11,6.28716E-11,2.076611E-6,1.701322E-5,0.01909309,2.330696E-5,0.007903601,6.222659E-6,2.437871E-12,3.082556E-8,9.261595E-9,4.973087E-9,0.0103176,0.01685109,9.166855,8.962201E-5,518802.4,518802.4
1.405041E-6,14.97846,-1.521199E10,1246.334,1246.334,0.001342472,1.0,0.9438768,2.742008E-5,1.084768E-4,4.410113E-4,9.966831E-6,2.42735E-5,9.141976E-5,5.970408E-8,1.704524E-6,4.779847E-4,2.540575E-5,2.881402E-8,1.286875E-5,4.024028E-7,6.199702E-6,2.45179E-5,6.790798E-5,4.063699E-4,1.110534E-4,2.035841E-5,2.763854E-7,2.133006E-5,2.029569E-5,4.210829E-10,2.629375E-6,1.708275E-12,3.680518E-9,3.009217E-11,6.002489E-9,7.277088E-7,1.15095E-5,7.080273E-8,2.063783E-7,1.592642E-9,1.363404E-5,4.702677E-8,1.088103E-10,7.229145E-11,2.172654E-6,1.824032E-5,0.019086,2.506593E-5,0.007902382,6.67585E-6,3.042676E-12,3.59228E-8,1.019368E-8,5.78124E-9,0.01031052,0.01683666,9.166198,8.962656E-5,518765.3,518765.3
1.43558E-6,14.97806,-1.517567E10,1246.252,1246.252,0.001342472,1.0,0.9438409,2.781096E-5,1.135917E-4,4.503932E-4,1.055874E-5,2.470808E-5,9.468678E-5,6.374039E-8,1.809633E-6,4.911052E-4,2.59573E-5,3.100371E-8,1.336758E-5,4.245081E-7,6.375611E-6,2.455056E-5,6.797619E-5,4.171872E-4,1.135358E-4,2.107547E-5,2.915518E-7,2.178182E-5,2.111301E-5,4.637583E-10,2.729989E-6,1.892567E-12,3.972424E-9,3.263372E-11,6.366686E-9,7.638561E-7,1.18795E-5,7.575304E-8,2.206775E-7,1.710198E-9,1.416274E-5,5.029311E-8,1.168592E-10,7.774665E-11,2.224564E-6,1.891413E-5,0.01908213,2.603331E-5,0.007901717,6.924275E-6,3.415312E-12,3.89019E-8,1.071485E-8,6.252022E-9,0.01030665,0.01682886,9.165843,8.962898E-5,518745.2,518745.2
1.482314E-6,14.97745,-1.511795E10,1246.127,1246.127,0.001342472,1.0,0.9437856,2.839847E-5,1.21624E-4,4.645616E-4,1.150426E-5,2.535989E-5,9.97666E-5,7.0251E-8,1.977844E-6,5.112534E-4,2.679202E-5,3.457358E-8,1.414481E-5,4.596466E-7,6.646022E-6,2.459759E-5,6.807368E-5,4.338418E-4,1.173358E-4,2.21961E-5,3.156713E-7,2.246896E-5,2.238905E-5,5.353049E-10,2.886728E-6,2.204612E-12,4.449569E-9,3.681573E-11,6.949304E-9,8.207018E-7,1.245368E-5,8.374818E-8,2.437317E-7,1.900987E-9,1.498638E-5,5.556191E-8,1.299975E-10,8.663246E-11,2.304236E-6,1.99623E-5,0.01907615,2.754014E-5,0.00790069,7.31009E-6,4.055907E-12,4.379187E-8,1.15382E-8,7.022493E-9,0.01030065,0.0168169,9.165297,8.963264E-5,518714.3,518714.3
1.523591E-6,14.97691,-1.506496E10,1246.017,1246.017,0.001342472,1.0,0.9437365,2.890674E-5,1.289219E-4,4.768838E-4,1.237967E-5,2.592232E-5,1.043326E-4,7.634449E-8,2.133877E-6,5.291165E-4,2.751942E-5,3.795453E-8,1.484498E-5,4.920048E-7,6.886041E-6,2.46364E-5,6.815348E-5,4.486506E-4,1.206929E-4,2.320934E-5,3.379205E-7,2.30715E-5,2.354112E-5,6.051763E-10,3.027905E-6,2.512767E-12,4.90274E-9,4.08171E-11,7.48969E-9,8.724281E-7,1.296873E-5,9.124112E-8,2.652934E-7,2.08076E-9,1.572823E-5,6.049141E-8,1.424639E-10,9.504066E-11,2.37483E-6,2.090485E-5,0.0190708,2.889711E-5,0.007899773,7.656353E-6,4.699001E-12,4.845702E-8,1.229128E-8,7.75507E-9,0.01029529,0.01680631,9.164814,8.963583E-5,518686.9,518686.9
1.593665E-6,14.97603,-1.497104E10,1245.831,1245.831,0.001342472,1.0,0.9436528,2.974712E-5,1.417387E-4,4.973893E-4,1.395292E-5,2.684894E-5,1.122496E-4,8.744342E-8,2.41487E-6,5.595807E-4,2.873206E-5,4.420364E-8,1.606222E-5,5.497765E-7,7.295958E-6,2.469704E-5,6.827693E-5,4.739968E-4,1.263934E-4,2.497967E-5,3.777455E-7,2.40847E-5,2.554946E-5,7.392633E-10,3.27332E-6,3.112565E-12,5.743158E-9,4.830656E-11,8.463287E-9,9.634355E-7,1.38597E-5,1.0491E-7,3.045191E-7,2.410909E-9,1.701767E-5,6.946046E-8,1.655783E-10,1.105675E-10,2.495141E-6,2.253993E-5,0.0190616,3.125519E-5,0.007898195,8.255457E-6,5.975981E-12,5.715472E-8,1.362485E-8,9.115014E-9,0.01028603,0.01678828,9.163989,8.964113E-5,518640.2,518640.3
1.696044E-6,14.97477,-1.482587E10,1245.562,1245.562,0.001342472,1.0,0.9435294,3.092462E-5,1.614065E-4,5.264035E-4,1.645052E-5,2.813961E-5,1.241779E-4,1.054226E-7,2.862104E-6,6.043818E-4,3.044996E-5,5.455107E-8,1.790305E-5,6.406073E-7,7.900084E-6,2.477509E-5,6.843349E-5,5.114721E-4,1.347223E-4,2.767911E-5,4.406268E-7,2.554195E-5,2.859897E-5,9.739057E-10,3.644473E-6,4.18519E-12,7.141387E-9,6.094226E-11,1.001569E-8,1.103442E-6,1.519793E-5,1.270989E-7,3.679069E-7,2.952227E-9,1.896707E-5,8.39463E-8,2.040953E-10,1.362517E-10,2.671895E-6,2.500479E-5,0.01904788,3.481899E-5,0.007895846,9.15466E-6,8.32667E-12,7.173352E-8,1.56967E-8,1.13793E-8,0.01027219,0.01676182,9.162776,8.964865E-5,518571.6,518571.6
1.758801E-6,14.97402,-1.473281E10,1245.398,1245.398,0.001342472,1.0,0.9434532,3.161742E-5,1.739982E-4,5.436333E-4,1.809899E-5,2.889441E-5,1.316932E-4,1.175103E-7,3.157837E-6,6.320046E-4,3.146968E-5,6.164756E-8,1.906659E-5,7.000395E-7,8.273309E-6,2.481742E-5,6.851721E-5,5.34692E-4,1.398269E-4,2.939952E-5,4.819609E-7,2.642111E-5,3.05336E-5,1.142909E-9,3.879119E-6,4.973278E-12,8.10425E-9,6.975558E-11,1.104508E-8,1.193271E-6,1.603895E-5,1.420433E-7,4.10406E-7,3.320128E-9,2.019887E-5,9.364583E-8,2.307051E-10,1.538579E-10,2.780777E-6,2.655831E-5,0.0190393,3.707021E-5,0.007894381,9.718878E-6,1.009753E-11,8.183598E-8,1.703818E-8,1.293851E-8,0.01026352,0.01674554,9.162029,8.965313E-5,518529.3,518529.3
1.831446E-6,14.97318,-1.462173E10,1245.21,1245.21,0.001342472,1.0,0.9433646,3.239229E-5,1.89066E-4,5.630498E-4,2.011909E-5,2.973428E-5,1.405777E-4,1.325443E-7,3.520643E-6,6.641206E-4,3.261693E-5,7.061513E-8,2.044543E-5,7.723768E-7,8.707934E-6,2.486166E-5,6.860368E-5,5.617935E-4,1.457335E-4,3.145263E-5,5.324736E-7,2.742487E-5,3.283285E-5,1.36489E-9,4.157263E-6,6.025391E-12,9.324778E-9,8.104404E-11,1.231191E-8,1.300938E-6,1.703146E-5,1.60655E-7,4.631253E-7,3.781641E-9,2.165823E-5,1.056569E-7,2.645698E-10,1.761051E-10,2.907279E-6,2.839515E-5,0.01902924,3.973667E-5,0.007892664,1.03834E-5,1.250832E-11,9.47014E-8,1.865787E-8,1.491386E-8,0.01025332,0.01672663,9.16116,8.965818E-5,518480.1,518480.1
