Time_Soln#17 (sec),Volume_Soln#17 (cm3),Volumetric_heat_production_rate_Soln#17 (erg/cm3-sec),Surface_temperature_Soln#17 (K),Temperature_Soln#17 (K),Mass_Soln#17 (g),Pressure_Soln#17 (atm),Mole_fraction_H2_Soln#17 (),Mole_fraction_H_Soln#17 (),Mole_fraction_CH4_Soln#17 (),Mole_fraction_CH3_Soln#17 (),Mole_fraction_C2H6_Soln#17 (),Mole_fraction_C2H5_Soln#17 (),Mole_fraction_C2H4_Soln#17 (),Mole_fraction_C2H3_Soln#17 (),Mole_fraction_C2H2_Soln#17 (),Mole_fraction_C3H8_Soln#17 (),Mole_fraction_NC3H7_Soln#17 (),Mole_fraction_C3H6_Soln#17 (),Mole_fraction_C3H5-A_Soln#17 (),Mole_fraction_C3H4-P_Soln#17 (),Mole_fraction_C3H4-A_Soln#17 (),Mole_fraction_C3H3_Soln#17 (),Mole_fraction_PC4H9_Soln#17 (),Mole_fraction_IC4H10_Soln#17 (),Mole_fraction_IC4H9_Soln#17 (),Mole_fraction_TC4H9_Soln#17 (),Mole_fraction_IC4H8_Soln#17 (),Mole_fraction_IC4H7_Soln#17 (),Mole_fraction_C4H8-1_Soln#17 (),Mole_fraction_C4H8-2_Soln#17 (),Mole_fraction_C4H71-3_Soln#17 (),Mole_fraction_C4H6_Soln#17 (),Mole_fraction_C4H4_Soln#17 (),Mole_fraction_C4H2_Soln#17 (),Mole_fraction_C6H6_Soln#17 (),Mole_fraction_FULVENE_Soln#17 (),Mole_fraction_C5H6_Soln#17 (),Mole_fraction_C5H5_Soln#17 (),Mole_fraction_MCPTD_Soln#17 (),Mole_fraction_C10H8_Soln#17 (),Mole_fraction_NEOC5H12_Soln#17 (),Mole_fraction_NC5H10_Soln#17 (),Mole_fraction_B1M2_Soln#17 (),Mole_fraction_LC5H8_Soln#17 (),Mole_fraction_NC6H12_Soln#17 (),Mole_fraction_NC7H14_Soln#17 (),Mole_fraction_IC8H17_Soln#17 (),Mole_fraction_IC8H16_Soln#17 (),Mole_fraction_DIMEPTD_Soln#17 (),Mole_fraction_C7H8_Soln#17 (),Mole_fraction_C7H7_Soln#17 (),Mole_fraction_C6H5C2H_Soln#17 (),Mole_fraction_C6H5C2H3_Soln#17 (),Mole_fraction_C10H10_Soln#17 (),Mole_fraction_NC10H20_Soln#17 (),Mole_fraction_IC12H26_Soln#17 (),Molecular_weight_Soln#17 (g/mole),Mass_density_Soln#17 (g/cm3),Unburned_hydrocarbons_Soln#17 (ppm),Volatile_organic_compounds_Soln#17 (ppm)
1.443575E-6,14.94947,2.904239E10,1591.371,1591.371,9.322723E-4,1.0,0.835277,9.063791E-4,0.02706807,0.01159448,0.009762396,2.099542E-4,0.02148707,2.501269E-4,0.002167334,7.587744E-4,1.778567E-5,0.03164397,9.827926E-4,0.001798421,0.008154707,4.988236E-4,6.952898E-6,5.076791E-4,5.07358E-5,5.747915E-5,0.01820688,0.009291633,0.002507908,2.380871E-4,3.505409E-5,0.003577849,2.861095E-4,2.409188E-6,6.1071E-4,1.261987E-5,1.635787E-4,5.36927E-5,3.10247E-4,4.182769E-7,2.548406E-4,2.432775E-4,4.952114E-4,8.766561E-4,9.801727E-5,3.842022E-4,1.224614E-8,7.642944E-4,8.552869E-4,0.006028565,5.229453E-4,1.728493E-7,5.277606E-6,2.30009E-6,3.776912E-4,6.492356E-9,8.143413,6.236157E-5,460880.2,460880.2
1.4683E-6,14.9548,2.891796E10,1591.545,1591.545,9.322723E-4,1.0,0.8349714,8.962214E-4,0.02734866,0.01146661,0.009811244,2.071103E-4,0.02166135,2.487721E-4,0.002198525,7.604294E-4,1.739039E-5,0.03162173,9.804279E-4,0.001833283,0.008248077,5.073959E-4,6.759792E-6,5.031939E-4,4.861981E-5,5.506335E-5,0.01818322,0.009185933,0.002508318,2.389178E-4,3.446302E-5,0.003586214,2.92756E-4,2.496537E-6,6.170017E-4,1.293405E-5,1.672388E-4,5.500636E-5,3.125169E-4,4.344658E-7,2.498183E-4,2.37095E-4,4.95985E-4,8.759213E-4,9.675499E-5,3.77689E-4,1.148816E-8,7.260329E-4,8.441754E-4,0.00602196,5.236465E-4,1.798182E-7,5.410371E-6,2.385773E-6,3.617521E-4,5.155006E-9,8.1414,6.233934E-5,460766.3,460766.3
1.479556E-6,14.9572,2.885891E10,1591.624,1591.624,9.322723E-4,1.0,0.8348341,8.916753E-4,0.0274753,0.01140929,0.00983296,2.058347E-4,0.02173987,2.481575E-4,0.002212677,7.611478E-4,1.721471E-5,0.03161124,9.793537E-4,0.001849133,0.008290075,5.112842E-4,6.674022E-6,5.011667E-4,4.768825E-5,5.400002E-5,0.01817233,0.009137822,0.002508386,2.392827E-4,3.419906E-5,0.003589919,2.957809E-4,2.536748E-6,6.198436E-4,1.307756E-5,1.689098E-4,5.560453E-5,3.135175E-4,4.419495E-7,2.47556E-4,2.343245E-4,4.962884E-4,8.755609E-4,9.618171E-5,3.747493E-4,1.11593E-8,7.092477E-4,8.391491E-4,0.006018988,5.239571E-4,1.830419E-7,5.470916E-6,2.425264E-6,3.547259E-4,4.640518E-9,8.140498,6.232934E-5,460715.3,460715.3
1.521797E-6,14.96605,2.862501E10,1591.918,1591.918,9.322723E-4,1.0,0.8343285,8.75032E-4,0.02794453,0.01119894,0.009911659,2.011505E-4,0.02203015,2.45863E-4,0.00226553,7.636574E-4,1.657801E-5,0.03157,9.753386E-4,0.001908489,0.008444881,5.257949E-4,6.363553E-6,4.936405E-4,4.435988E-5,5.020197E-5,0.01813081,0.008957474,0.002508022,2.405814E-4,3.323595E-5,0.003603275,3.071245E-4,2.690081E-6,6.30387E-4,1.361873E-5,1.752053E-4,5.784919E-5,3.170936E-4,4.706668E-7,2.392002E-4,2.241709E-4,4.971668E-4,8.740728E-4,9.403912E-5,3.638612E-4,1.000892E-8,6.495906E-4,8.204712E-4,0.00600803,5.250775E-4,1.954243E-7,5.698663E-6,2.576124E-6,3.29575E-4,3.123256E-9,8.137188,6.229246E-5,460528.0,460528.0
1.531629E-6,14.96808,2.856776E10,1591.987,1591.987,9.322723E-4,1.0,0.834213,8.7125E-4,0.02805241,0.01115102,0.009929361,2.000832E-4,0.02209673,2.453318E-4,0.002277773,7.642005E-4,1.643478E-5,0.03155999,9.744081E-4,0.001922275,0.008480279,5.291537E-4,6.293792E-6,4.919071E-4,4.362174E-5,4.935992E-5,0.01812101,0.008915568,0.002507801,2.40868E-4,3.301785E-5,0.003606263,3.097622E-4,2.726316E-6,6.328139E-4,1.374527E-5,1.766761E-4,5.837149E-5,3.178859E-4,4.774951E-7,2.372858E-4,2.218627E-4,4.973138E-4,8.736969E-4,9.354264E-5,3.613599E-4,9.759102E-9,6.364309E-4,8.161666E-4,0.006005522,5.253283E-4,1.983713E-7,5.751786E-6,2.611838E-6,3.239868E-4,2.847662E-9,8.136435,6.228402E-5,460485.3,460485.3
1.549054E-6,14.97165,2.846367E10,1592.108,1592.108,9.322723E-4,1.0,0.8340102,8.646297E-4,0.02824238,0.01106705,0.009960177,1.982124E-4,0.02221383,2.443932E-4,0.002299417,7.651262E-4,1.618538E-5,0.03154191,9.727631E-4,0.001946677,0.008542426,5.35089E-4,6.172408E-6,4.888523E-4,4.234616E-5,4.790501E-5,0.01810352,0.008841392,0.002507286,2.413619E-4,3.26368E-5,0.00361145,3.144342E-4,2.791036E-6,6.370903E-4,1.397006E-5,1.792875E-4,5.929687E-5,3.192535E-4,4.897315E-7,2.339217E-4,2.178229E-4,4.975227E-4,8.730044E-4,9.2665E-5,3.569579E-4,9.332007E-9,6.137539E-4,8.085786E-4,0.006001115,5.25764E-4,2.03655E-7,5.846037E-6,2.675691E-6,3.143204E-4,2.417387E-9,8.135115,6.226919E-5,460410.6,460410.6
1.569818E-6,14.97584,2.833554E10,1592.251,1592.251,9.322723E-4,1.0,0.8337717,8.56875E-4,0.02846675,0.01096851,0.009995995,1.960174E-4,0.02235191,2.432796E-4,0.002325119,7.661696E-4,1.589539E-5,0.03151979,9.708104E-4,0.001975704,0.00861551,5.42132E-4,6.031407E-6,4.852404E-4,4.087867E-5,4.623156E-5,0.01808249,0.008753183,0.002506476,2.419275E-4,3.219167E-5,0.003617456,3.199958E-4,2.868983E-6,6.421454E-4,1.423879E-5,1.824071E-4,6.039894E-5,3.20823E-4,5.04537E-7,2.299604E-4,2.130933E-4,4.976877E-4,8.721369E-4,9.162319E-5,3.517643E-4,8.847992E-9,5.877693E-4,7.996054E-4,0.005995927,5.262689E-4,2.100524E-7,5.958505E-6,2.752698E-6,3.031846E-4,1.988E-9,8.133567,6.225173E-5,460323.0,460323.0
1.594864E-6,14.98084,2.817548E10,1592.423,1592.423,9.322723E-4,1.0,0.8334886,8.477083E-4,0.02873456,0.0108518,0.01003794,1.934181E-4,0.02251639,2.419435E-4,0.002355992,7.67345E-4,1.555562E-5,0.03149234,9.684665E-4,0.002010639,0.008702272,5.505844E-4,5.866397E-6,4.809245E-4,3.918125E-5,4.429642E-5,0.01805687,0.008647097,0.002505225,2.425777E-4,3.166725E-5,0.003624455,3.266948E-4,2.964175E-6,6.481851E-4,1.456416E-5,1.861807E-4,6.172708E-5,3.226308E-4,5.227189E-7,2.252507E-4,2.075092E-4,4.977697E-4,8.710323E-4,9.037272E-5,3.455749E-4,8.298106E-9,5.578594E-4,7.888824E-4,0.005989757,5.268582E-4,2.179152E-7,6.094376E-6,2.846901E-6,2.902833E-4,1.569194E-9,8.131734,6.223098E-5,460219.3,460219.3
1.598865E-6,14.98163,2.81493E10,1592.45,1592.45,9.322723E-4,1.0,0.8334438,8.462625E-4,0.02877706,0.01083337,0.01004451,1.930076E-4,0.02254246,2.417307E-4,0.002360911,7.675245E-4,1.550233E-5,0.03148788,9.680933E-4,0.002016212,0.008715991,5.519303E-4,5.840538E-6,4.802391E-4,3.891724E-5,4.399549E-5,0.01805275,0.008630184,0.002504998,2.426784E-4,3.158472E-5,0.003625548,3.27764E-4,2.9795E-6,6.491442E-4,1.461627E-5,1.867846E-4,6.193911E-5,3.22911E-4,5.256565E-7,2.245052E-4,2.066293E-4,4.977711E-4,8.708501E-4,9.017361E-5,3.445938E-4,8.213554E-9,5.532222E-4,7.871797E-4,0.00598878,5.269503E-4,2.191862E-7,6.116102E-6,2.862084E-6,2.882746E-4,1.510926E-9,8.131445,6.222769E-5,460202.9,460202.9
1.618576E-6,14.9855,2.801825E10,1592.585,1592.585,9.322723E-4,1.0,0.8332249,8.392134E-4,0.02898529,0.01074341,0.0100764,1.91005E-4,0.02267005,2.406858E-4,0.00238509,7.683762E-4,1.524373E-5,0.03146561,9.662601E-4,0.002043631,0.00878301,5.585427E-4,5.715137E-6,4.768794E-4,3.764479E-5,4.254528E-5,0.01803237,0.008547026,0.002503774,2.431617E-4,3.118308E-5,0.003630841,3.330264E-4,3.055471E-6,6.538458E-4,1.487343E-5,1.897638E-4,6.298298E-5,3.242572E-4,5.402618E-7,2.208611E-4,2.023437E-4,4.977324E-4,8.699301E-4,8.919551E-5,3.397916E-4,7.809764E-9,5.309296E-4,7.788338E-4,0.005984002,5.273967E-4,2.255082E-7,6.223212E-6,2.937414E-6,2.78585E-4,1.253912E-9,8.130033,6.221163E-5,460123.0,460123.0
1.630229E-6,14.98777,2.793909E10,1592.665,1592.665,9.322723E-4,1.0,0.8330969,8.351022E-4,0.02910752,0.01069087,0.01009487,1.898358E-4,0.02274484,2.400705E-4,0.002399344,7.688549E-4,1.509382E-5,0.03145223,9.651805E-4,0.002059814,0.008822191,5.624378E-4,5.642513E-6,4.749061E-4,3.691388E-5,4.171241E-5,0.01802024,0.008497995,0.002502969,2.434378E-4,3.094941E-5,0.003633897,3.361335E-4,3.100747E-6,6.566075E-4,1.502584E-5,1.915282E-4,6.359953E-5,3.250266E-4,5.49E-7,2.187286E-4,1.99848E-4,4.976745E-4,8.693692E-4,8.86195E-5,3.36977E-4,7.580648E-9,5.181691E-4,7.739329E-4,0.005981204,5.276547E-4,2.292927E-7,6.286592E-6,2.982363E-6,2.73013E-4,1.122866E-9,8.129209,6.220222E-5,460076.4,460076.4
1.670361E-6,14.99545,2.765764E10,1592.936,1592.936,9.322723E-4,1.0,0.8326635,8.212504E-4,0.02952364,0.01051344,0.01015641,1.858911E-4,0.02299891,2.379651E-4,0.002448204,7.703678E-4,1.459379E-5,0.03140498,9.614879E-4,0.002115387,0.008954659,5.757723E-4,5.400645E-6,4.681827E-4,3.451217E-5,3.89765E-5,0.01797812,0.008329957,0.002499758,2.443357E-4,3.016542E-5,0.003644021,3.468106E-4,3.258707E-6,6.660196E-4,1.555283E-5,1.976215E-4,6.571919E-5,3.275301E-4,5.796836E-7,2.115077E-4,1.914652E-4,4.972838E-4,8.673458E-4,8.6649E-5,3.27421E-4,6.842596E-9,4.764801E-4,7.572431E-4,0.005971716,5.285114E-4,2.425937E-7,6.505176E-6,3.139495E-6,2.546711E-4,7.667626E-10,8.126428,6.217034E-5,459919.0,459919.0
1.67665E-6,14.99664,2.761234E10,1592.978,1592.978,9.322723E-4,1.0,0.8325966,8.191218E-4,0.02958818,0.01048612,0.01016576,1.852842E-4,0.02303823,2.376371E-4,0.002455829,7.705864E-4,1.451765E-5,0.03139742,9.609129E-4,0.002124073,0.008975073,5.778506E-4,5.363869E-6,4.671392E-4,3.415149E-5,3.856575E-5,0.01797147,0.008303749,0.002499195,2.444692E-4,3.004541E-5,0.003645553,3.484802E-4,3.283743E-6,6.674809E-4,1.56357E-5,1.985786E-4,6.605078E-5,3.27902E-4,5.845752E-7,2.103934E-4,1.901811E-4,4.971964E-4,8.670163E-4,8.634213E-5,3.259429E-4,6.733756E-9,4.702529E-4,7.546544E-4,0.005970249,5.286413E-4,2.447158E-7,6.539471E-6,3.164446E-6,2.519121E-4,7.221791E-10,8.126,6.216541E-5,459894.8,459894.8
1.719406E-6,15.0046,2.729584E10,1593.264,1593.264,9.322723E-4,1.0,0.832149,8.049412E-4,0.03002221,0.01030373,0.01022739,1.812376E-4,0.02330216,2.354221E-4,0.002507434,7.719444E-4,1.401523E-5,0.031345,9.570326E-4,0.002182947,0.009111389,5.918967E-4,5.12161E-6,4.60118E-4,3.180621E-5,3.589563E-5,0.01792591,0.00812657,0.002494957,2.453263E-4,2.924929E-5,0.003655591,3.598017E-4,3.455937E-6,6.773184E-4,1.620117E-5,2.051009E-4,6.830019E-5,3.302879E-4,6.184293E-7,2.029424E-4,1.816614E-4,4.964223E-4,8.646921E-4,8.427074E-5,3.160343E-4,6.039097E-9,4.299912E-4,7.3725E-4,0.00596042,5.294948E-4,2.594155E-7,6.772878E-6,3.336395E-6,2.339417E-4,4.80139E-10,8.123146,6.213242E-5,459733.2,459733.2
1.757155E-6,15.01147,2.70051E10,1593.514,1593.514,9.322723E-4,1.0,0.8317639,7.928249E-4,0.03039876,0.01014734,0.01027905,1.77776E-4,0.02353037,2.334878E-4,0.002552666,7.729666E-4,1.359269E-5,0.03129734,9.536499E-4,0.002234666,0.009228222,6.041775E-4,4.918441E-6,4.540229E-4,2.988177E-5,3.370568E-5,0.01788527,0.007971695,0.002490653,2.460134E-4,2.857395E-5,0.003663933,3.697521E-4,3.610784E-6,6.858673E-4,1.670333E-5,2.1088E-4,7.027834E-5,3.321924E-4,6.491874E-7,1.965422E-4,1.744378E-4,4.954902E-4,8.625255E-4,8.246412E-5,3.074881E-4,5.486465E-9,3.972713E-4,7.221664E-4,0.005951938,5.302073E-4,2.727892E-7,6.97929E-6,3.491538E-6,2.191551E-4,3.344061E-10,8.120702,6.210399E-5,459594.9,459594.9
1.762266E-6,15.01239,2.696515E10,1593.548,1593.548,9.322723E-4,1.0,0.8317125,7.912123E-4,0.03044927,0.01012649,0.01028585,1.773151E-4,0.02356093,2.332274E-4,0.002558767,7.730928E-4,1.353692E-5,0.0312908,9.531951E-4,0.002241649,0.00924379,6.058316E-4,4.891673E-6,4.53205E-4,2.963119E-5,3.342059E-5,0.01787973,0.007950844,0.002490032,2.461016E-4,2.848442E-5,0.003665027,3.710959E-4,3.63195E-6,6.870153E-4,1.677153E-5,2.116639E-4,7.054557E-5,3.324361E-4,6.534149E-7,1.956883E-4,1.734808E-4,4.953468E-4,8.622244E-4,8.222117E-5,3.063455E-4,5.41569E-9,3.930333E-4,7.201445E-4,0.005950804,5.303009E-4,2.746287E-7,7.007261E-6,3.512783E-6,2.172268E-4,3.183917E-10,8.120376,6.210019E-5,459576.5,459576.5
1.769892E-6,15.01376,2.6905E10,1593.598,1593.598,9.322723E-4,1.0,0.831636,7.888188E-4,0.03052442,0.01009552,0.01029591,1.766309E-4,0.02360637,2.328397E-4,0.002567858,7.732758E-4,1.345437E-5,0.031281,9.525181E-4,0.002252058,0.009266904,6.082953E-4,4.852062E-6,4.519882E-4,2.926168E-5,3.300024E-5,0.01787147,0.007919795,0.002489088,2.46231E-4,2.83517E-5,0.003666642,3.73099E-4,3.663614E-6,6.887235E-4,1.687336E-5,2.128339E-4,7.094393E-5,3.327933E-4,6.597496E-7,1.944203E-4,1.720626E-4,4.951255E-4,8.617718E-4,8.185948E-5,3.046474E-4,5.311833E-9,3.867939E-4,7.171374E-4,0.005949117,5.304394E-4,2.773856E-7,7.048997E-6,3.544582E-6,2.143823E-4,2.95911E-10,8.119893,6.209454E-5,459549.1,459549.1
1.774819E-6,15.01464,2.686593E10,1593.63,1593.63,9.322723E-4,1.0,0.8315868,7.872798E-4,0.03057285,0.0100756,0.01030236,1.76191E-4,0.02363564,2.325896E-4,0.002573726,7.733907E-4,1.340142E-5,0.03127464,9.520816E-4,0.002258778,0.009281769,6.098847E-4,4.826669E-6,4.512041E-4,2.902561E-5,3.27317E-5,0.01786612,0.007899768,0.002488468,2.463133E-4,2.826646E-5,0.003667677,3.743922E-4,3.684128E-6,6.898246E-4,1.693922E-5,2.135902E-4,7.120114E-5,3.330202E-4,6.638603E-7,1.936044E-4,1.71152E-4,4.949778E-4,8.614772E-4,8.162626E-5,3.035542E-4,5.245798E-9,3.828138E-4,7.152001E-4,0.005948031,5.305281E-4,2.79175E-7,7.07597E-6,3.565195E-6,2.125642E-4,2.822238E-10,8.119582,6.20909E-5,459531.5,459531.5
1.787504E-6,15.01689,2.676455E10,1593.713,1593.713,9.322723E-4,1.0,0.8314609,7.833456E-4,0.03069707,0.01002463,0.01031878,1.750662E-4,0.02371065,2.319474E-4,0.002588808,7.736745E-4,1.326652E-5,0.03125819,9.509614E-4,0.002276058,0.009319784,6.139677E-4,4.762022E-6,4.491928E-4,2.842758E-5,3.205151E-5,0.01785233,0.007848339,0.002486834,2.465204E-4,2.804892E-5,0.003670304,3.777178E-4,3.737146E-6,6.926498E-4,1.710898E-5,2.155388E-4,7.186264E-5,3.3359E-4,6.74509E-7,1.915172E-4,1.688292E-4,4.945807E-4,8.607113E-4,8.10276E-5,3.007548E-4,5.079633E-9,3.727537E-4,7.102336E-4,0.005945249,5.307537E-4,2.838117E-7,7.145434E-6,3.618509E-6,2.079558E-4,2.498434E-10,8.118786,6.208159E-5,459486.5,459486.5
1.845393E-6,15.02697,2.629027E10,1594.088,1594.088,9.322723E-4,1.0,0.8308984,7.658743E-4,0.03125552,0.009797631,0.01039038,1.700707E-4,0.02404696,2.290465E-4,0.002657202,7.747609E-4,1.267568E-5,0.0311817,9.45914E-4,0.002354529,0.009488697,6.324346E-4,4.479666E-6,4.401502E-4,2.586544E-5,2.913857E-5,0.01778896,0.007616136,0.002478728,2.473821E-4,2.70894E-5,0.003681679,3.9282E-4,3.982631E-6,7.053706E-4,1.788738E-5,2.244525E-4,7.486768E-5,3.35938E-4,7.242714E-7,1.822256E-4,1.58608E-4,4.924776E-4,8.570876E-4,7.832864E-5,2.882482E-4,4.386313E-9,3.300325E-4,6.879509E-4,0.005932795,5.317351E-4,3.055049E-7,7.462739E-6,3.866135E-6,1.881671E-4,1.428932E-10,8.115249,6.203995E-5,459286.3,459286.3
1.856529E-6,15.02887,2.619692E10,1594.159,1594.159,9.322723E-4,1.0,0.8307925,7.626015E-4,0.0313614,0.009754984,0.01040355,1.691351E-4,0.02411055,2.28494E-4,0.002670278,7.749321E-4,1.256651E-5,0.03116674,9.449557E-4,0.002369549,0.009520337,6.359556E-4,4.427645E-6,4.384361E-4,2.540257E-5,2.861255E-5,0.01777669,0.007571958,0.002477052,2.475326E-4,2.691089E-5,0.003683755,3.957105E-4,4.030511E-6,7.077859E-4,1.803781E-5,2.26171E-4,7.544299E-5,3.363431E-4,7.340651E-7,1.804819E-4,1.567121E-4,4.920203E-4,8.563675E-4,7.781584E-5,2.858928E-4,4.264362E-9,3.223847E-4,6.837366E-4,0.005930444,5.319152E-4,3.097791E-7,7.523828E-6,3.914582E-6,1.84584E-4,1.282956E-10,8.114586,6.20321E-5,459248.8,459248.8
1.890907E-6,15.03466,2.590465E10,1594.378,1594.378,9.322723E-4,1.0,0.8304698,7.526699E-4,0.03168517,0.009625328,0.01044302,1.662966E-4,0.02430465,2.268002E-4,0.00271048,7.753868E-4,1.223819E-5,0.03112011,9.420237E-4,0.00241576,0.009616299,6.467606E-4,4.271513E-6,4.331956E-4,2.403105E-5,2.705431E-5,0.01773871,0.007436628,0.002471653,2.479676E-4,2.637168E-5,0.003689949,4.046018E-4,4.179622E-6,7.151787E-4,1.850357E-5,2.314828E-4,7.721296E-5,3.375012E-4,7.647508E-7,1.751874E-4,1.50999E-4,4.90507E-4,8.541009E-4,7.62462E-5,2.78724E-4,3.909147E-9,2.9986E-4,6.708734E-4,0.005923272,5.324541E-4,3.231807E-7,7.712503E-6,4.065774E-6,1.73952E-4,9.195169E-11,8.11257,6.200819E-5,459134.7,459134.7
1.912317E-6,15.03822,2.572002E10,1594.513,1594.513,9.322723E-4,1.0,0.8302722,7.466111E-4,0.03188451,0.009546052,0.01046672,1.645659E-4,0.0244239,2.257541E-4,0.002735393,7.756162E-4,1.204009E-5,0.03109075,9.402182E-4,0.002444418,0.009674778,6.534408E-4,4.177542E-6,4.299703E-4,2.321858E-5,2.613155E-5,0.01771497,0.00735316,0.002468127,2.482167E-4,2.604462E-5,0.003693648,4.101143E-4,4.273458E-6,7.197357E-4,1.879468E-5,2.347956E-4,7.831049E-5,3.381537E-4,7.842042E-7,1.719562E-4,1.475452E-4,4.894904E-4,8.526578E-4,7.527896E-5,2.743363E-4,3.703155E-9,2.866173E-4,6.629732E-4,0.00591887,5.327774E-4,3.316842E-7,7.830065E-6,4.161166E-6,1.67643E-4,7.467267E-11,8.111338,6.199353E-5,459065.0,459065.0
1.964217E-6,15.04667,2.526472E10,1594.836,1594.836,9.322723E-4,1.0,0.8298033,7.323118E-4,0.03236051,0.009358406,0.0105215,1.604854E-4,0.02470786,2.232465E-4,0.00279539,7.760086E-4,1.157924E-5,0.03101871,9.359088E-4,0.002513483,0.009812481,6.69475E-4,3.959695E-6,4.222738E-4,2.137395E-5,2.403741E-5,0.0176572,0.007153543,0.002459093,2.487538E-4,2.527865E-5,0.003702133,4.233928E-4,4.503922E-6,7.306346E-4,1.950357E-5,2.428386E-4,8.095446E-5,3.395227E-4,8.324537E-7,1.64333E-4,1.394975E-4,4.868027E-4,8.490662E-4,7.296818E-5,2.639452E-4,3.248161E-9,2.568529E-4,6.441768E-4,0.005908401,5.335232E-4,3.527989E-7,8.115163E-6,4.396266E-6,1.532884E-4,4.500558E-11,8.108429,6.195872E-5,458900.3,458900.3
1.989503E-6,15.0507,2.503928E10,1594.992,1594.992,9.322723E-4,1.0,0.8295799,7.255359E-4,0.03258881,0.009269216,0.01054687,1.585544E-4,0.02484368,2.220392E-4,0.002824421,7.761197E-4,1.136418E-5,0.0309832,9.338444E-4,0.002546922,0.009877525,6.772054E-4,3.85842E-6,4.185855E-4,2.053551E-5,2.3086E-5,0.01762895,0.007057717,0.002454454,2.489827E-4,2.491869E-5,0.003706031,4.298174E-4,4.61771E-6,7.358709E-4,1.98506E-5,2.467629E-4,8.223377E-5,3.400834E-4,8.565243E-7,1.607247E-4,1.357388E-4,4.853847E-4,8.472716E-4,7.185998E-5,2.590067E-4,3.047383E-9,2.434737E-4,6.351992E-4,0.0059034,5.338681E-4,3.633447E-7,8.254117E-6,4.512777E-6,1.467494E-4,3.514624E-11,8.107048,6.194213E-5,458822.2,458822.2
2.047968E-6,15.05981,2.451098E10,1595.346,1595.346,9.322723E-4,1.0,0.8290753,7.103209E-4,0.03310794,0.009068301,0.0106024,1.542264E-4,0.02515156,2.192838E-4,0.00289105,7.76189E-4,1.088913E-5,0.03090027,9.291609E-4,0.002623695,0.01002291,6.948736E-4,3.635672E-6,4.102088E-4,1.873549E-5,2.104448E-5,0.01756346,0.006839845,0.002443184,2.494346E-4,2.411781E-5,0.003714491,4.445546E-4,4.884415E-6,7.477989E-4,2.0657E-5,2.558469E-4,8.516802E-5,3.411249E-4,9.135852E-7,1.526411E-4,1.274385E-4,4.818556E-4,8.430211E-4,6.934267E-5,2.478941E-4,2.62968E-9,2.150976E-4,6.148881E-4,0.005892075,5.346221E-4,3.883747E-7,8.57546E-6,4.786995E-6,1.326804E-4,1.978868E-11,8.103942,6.190465E-5,458646.4,458646.4
2.06212E-6,15.06197,2.438168E10,1595.431,1595.431,9.322723E-4,1.0,0.8289557,7.067299E-4,0.03323178,0.00902075,0.01061521,1.532069E-4,0.02522482,2.186244E-4,0.002907074,7.76168E-4,1.077862E-5,0.03088005,9.280464E-4,0.002642161,0.01005706,6.991067E-4,3.584056E-6,4.082127E-4,1.832735E-5,2.058178E-5,0.01754758,0.006787904,0.002440348,2.495283E-4,2.393032E-5,0.003716428,4.480961E-4,4.949713E-6,7.506492E-4,2.085304E-5,2.580475E-4,8.587305E-5,3.413247E-4,9.276942E-7,1.507384E-4,1.255096E-4,4.809513E-4,8.419723E-4,6.874297E-5,2.452682E-4,2.537593E-9,2.08735E-4,6.100652E-4,0.005889382,5.347958E-4,3.9457E-7,8.653246E-6,4.854378E-6,1.294845E-4,1.721753E-11,8.103208,6.189576E-5,458604.9,458604.9
2.111516E-6,15.0694,2.392737E10,1595.723,1595.723,9.322723E-4,1.0,0.8285452,6.944607E-4,0.03365872,0.008857906,0.01065806,1.497299E-4,0.02547684,2.163458E-4,0.002962695,7.759867E-4,1.040567E-5,0.03080907,9.242154E-4,0.002706258,0.01017318,7.137496E-4,3.410492E-6,4.013391E-4,1.698006E-5,1.905497E-5,0.01749209,0.006609058,0.002430144,2.498103E-4,2.329432E-5,0.00372287,4.603774E-4,5.179794E-6,7.604893E-4,2.153981E-5,2.657319E-4,8.831738E-5,3.418694E-4,9.778398E-7,1.44257E-4,1.19011E-4,4.776547E-4,8.382567E-4,6.667914E-5,2.362929E-4,2.24079E-9,1.879344E-4,5.935109E-4,0.005880127,5.353769E-4,4.166081E-7,8.92474E-6,5.092577E-6,1.189195E-4,1.057044E-11,8.100698,6.186526E-5,458462.8,458462.8
2.118921E-6,15.0705,2.385888E10,1595.766,1595.766,9.322723E-4,1.0,0.8284847,6.926561E-4,0.03372202,0.008833905,0.01066425,1.492194E-4,0.02551413,2.160072E-4,0.002970992,7.759455E-4,1.035143E-5,0.03079838,9.236491E-4,0.002715818,0.01019018,7.15927E-4,3.385327E-6,4.003212E-4,1.678805E-5,1.883745E-5,0.01748377,0.00658258,0.002428575,2.498467E-4,2.320139E-5,0.003723795,4.622075E-4,5.214571E-6,7.6195E-4,2.16431E-5,2.668843E-4,8.868153E-5,3.419309E-4,9.854783E-7,1.433067E-4,1.180676E-4,4.771424E-4,8.376926E-4,6.637373E-5,2.349728E-4,2.199413E-9,1.849968E-4,5.910665E-4,0.005878758,5.354607E-4,4.199677E-7,8.965436E-6,5.128687E-6,1.17412E-4,9.82346E-12,8.100329,6.186076E-5,458441.9,458441.9
