Time_Soln#5 (sec),Volume_Soln#5 (cm3),Volumetric_heat_production_rate_Soln#5 (erg/cm3-sec),Surface_temperature_Soln#5 (K),Temperature_Soln#5 (K),Mass_Soln#5 (g),Pressure_Soln#5 (atm),Mole_fraction_H2_Soln#5 (),Mole_fraction_H_Soln#5 (),Mole_fraction_CH4_Soln#5 (),Mole_fraction_CH3_Soln#5 (),Mole_fraction_C2H6_Soln#5 (),Mole_fraction_C2H5_Soln#5 (),Mole_fraction_C2H4_Soln#5 (),Mole_fraction_C2H2_Soln#5 (),Mole_fraction_C3H8_Soln#5 (),Mole_fraction_C3H6_Soln#5 (),Mole_fraction_C3H5-A_Soln#5 (),Mole_fraction_C3H4-P_Soln#5 (),Mole_fraction_C3H4-A_Soln#5 (),Mole_fraction_NC4H10_Soln#5 (),Mole_fraction_IC4H10_Soln#5 (),Mole_fraction_IC4H9_Soln#5 (),Mole_fraction_TC4H9_Soln#5 (),Mole_fraction_IC4H8_Soln#5 (),Mole_fraction_IC4H7_Soln#5 (),Mole_fraction_C4H8-1_Soln#5 (),Mole_fraction_C4H8-2_Soln#5 (),Mole_fraction_C4H71-3_Soln#5 (),Mole_fraction_C4H6_Soln#5 (),Mole_fraction_C4H4_Soln#5 (),Mole_fraction_C6H6_Soln#5 (),Mole_fraction_C5H6_Soln#5 (),Mole_fraction_MCPTD_Soln#5 (),Mole_fraction_NC5H12_Soln#5 (),Mole_fraction_NEOC5H12_Soln#5 (),Mole_fraction_NC5H10_Soln#5 (),Mole_fraction_B1M2_Soln#5 (),Mole_fraction_B1M3_Soln#5 (),Mole_fraction_B2M2_Soln#5 (),Mole_fraction_LC5H8_Soln#5 (),Mole_fraction_DIALLYL_Soln#5 (),Mole_fraction_CYC6H8_Soln#5 (),Mole_fraction_CYC6H10_Soln#5 (),Mole_fraction_NC6H12_Soln#5 (),Mole_fraction_NC7H14_Soln#5 (),Mole_fraction_IC8H16_Soln#5 (),Mole_fraction_DIMEPTD_Soln#5 (),Mole_fraction_C7H8_Soln#5 (),Mole_fraction_C7H7_Soln#5 (),Mole_fraction_C6H5C2H3_Soln#5 (),Mole_fraction_C6H5C2H5_Soln#5 (),Mole_fraction_XYLENE_Soln#5 (),Mole_fraction_C6H5C2H4C6H5_Soln#5 (),Mole_fraction_NPBENZ_Soln#5 (),Mole_fraction_NC10H20_Soln#5 (),Mole_fraction_IC12H26_Soln#5 (),Molecular_weight_Soln#5 (g/mole),Mass_density_Soln#5 (g/cm3),Unburned_hydrocarbons_Soln#5 (ppm),Volatile_organic_compounds_Soln#5 (ppm)
1.092118E-5,14.97115,-3.517727E9,1191.985,1191.985,0.001398408,1.0,0.9406367,1.987122E-5,0.00113928,4.856896E-4,1.622644E-4,2.794217E-5,5.675745E-4,1.389944E-6,3.164056E-5,0.001595296,3.456909E-5,1.306951E-6,8.824313E-5,5.780068E-6,2.082686E-5,1.003375E-5,3.452297E-5,0.001519075,2.837168E-4,1.467551E-4,4.883464E-6,4.593349E-5,1.457228E-4,6.678935E-8,1.910568E-5,1.861091E-7,9.186534E-8,4.184794E-7,5.096425E-6,6.432414E-5,2.07732E-6,6.191615E-6,5.704989E-8,9.450347E-5,1.48837E-6,9.44041E-9,4.038094E-9,6.768635E-6,1.189085E-4,0.01856251,1.715597E-4,0.007828676,3.532291E-5,1.933261E-9,2.842416E-6,1.214297E-7,2.311284E-8,4.263355E-7,0.009810525,0.01625191,9.136207,9.34065E-5,517067.9,517067.9
1.130494E-5,14.97092,-3.472304E9,1191.755,1191.755,0.001398408,1.0,0.9404604,1.983416E-5,0.00119534,4.860853E-4,1.714157E-4,2.792218E-5,5.932578E-4,1.501631E-6,3.34507E-5,0.001655943,3.459223E-5,1.428874E-6,9.22351E-5,6.098241E-6,2.162635E-5,9.984167E-6,3.438467E-5,0.001579211,2.928409E-4,1.538343E-4,5.209323E-6,4.650933E-5,1.528776E-4,7.4856E-8,2.000807E-5,2.038091E-7,9.943983E-8,4.407843E-7,5.349158E-6,6.717465E-5,2.245579E-6,6.622104E-6,6.210334E-8,9.877234E-5,1.568682E-6,1.044479E-8,4.473951E-9,7.015166E-6,1.241001E-4,0.01853537,1.792385E-4,0.007824945,3.650749E-5,2.228176E-9,3.095586E-6,1.279687E-7,2.587316E-8,4.631644E-7,0.009784092,0.01621855,9.134582,9.340792E-5,516976.0,516976.0
1.140851E-5,14.97087,-3.460341E9,1191.693,1191.693,0.001398408,1.0,0.940413,1.982199E-5,0.001210462,4.861292E-4,1.738864E-4,2.7914E-5,6.001787E-4,1.532362E-6,3.393925E-5,0.001672245,3.459596E-5,1.462659E-6,9.330944E-5,6.184015E-6,2.184138E-5,9.970436E-6,3.434637E-5,0.001595393,2.952842E-4,1.557399E-4,5.298031E-6,4.665515E-5,1.548085E-4,7.712737E-8,2.02516E-5,2.087188E-7,1.015324E-7,4.467896E-7,5.417197E-6,6.794167E-5,2.291892E-6,6.73917E-6,6.350094E-8,9.99211E-5,1.590214E-6,1.072466E-8,4.596229E-9,7.081381E-6,1.254952E-4,0.01852806,1.813039E-4,0.007823944,3.682097E-5,2.312752E-9,3.165403E-6,1.297374E-7,2.664889E-8,4.73305E-7,0.009776983,0.01620958,9.134146,9.340828E-5,516951.3,516951.3
1.173425E-5,14.97069,-3.423503E9,1191.501,1191.501,0.001398408,1.0,0.9402644,1.977854E-5,0.001257988,4.861143E-4,1.816551E-4,2.788147E-5,6.219109E-4,1.63053E-6,3.547499E-5,0.001723334,3.460198E-5,1.571215E-6,9.66792E-5,6.453374E-6,2.251558E-5,9.926436E-6,3.422363E-5,0.001646143,3.029166E-4,1.617176E-4,5.578853E-6,4.708928E-5,1.608782E-4,8.452363E-8,2.101727E-5,2.245074E-7,1.082402E-7,4.656282E-7,5.630646E-6,7.034711E-5,2.439883E-6,7.10941E-6,6.798463E-8,1.03524E-4,1.657529E-6,1.162793E-8,4.993289E-9,7.288746E-6,1.298653E-4,0.01850514,1.877791E-4,0.007820816,3.77903E-5,2.592422E-9,3.388803E-6,1.353082E-7,2.917042E-8,5.057121E-7,0.009754695,0.01618148,9.132778,9.340937E-5,516873.8,516873.9
1.199068E-5,14.97056,-3.395309E9,1191.351,1191.351,0.001398408,1.0,0.940148,1.973911E-5,0.001295356,4.859473E-4,1.877663E-4,2.784905E-5,6.389791E-4,1.709438E-6,3.66826E-5,0.001763352,3.460126E-5,1.659152E-6,9.932166E-5,6.664897E-6,2.304403E-5,9.890996E-6,3.412474E-5,0.00168594,3.088691E-4,1.664055E-4,5.801793E-6,4.740548E-5,1.656523E-4,9.062338E-8,2.161965E-5,2.373115E-7,1.13658E-7,4.804001E-7,5.798045E-6,7.223292E-5,2.558884E-6,7.402917E-6,7.160932E-8,1.06349E-4,1.710069E-6,1.236385E-8,5.319615E-9,7.451023E-6,1.332862E-4,0.01848716,1.928533E-4,0.007818373,3.853545E-5,2.82786E-9,3.568733E-6,1.397013E-7,3.124463E-8,5.317695E-7,0.009737229,0.01615948,9.131707,9.341018E-5,516813.2,516813.2
1.211992E-5,14.9705,-3.381358E9,1191.276,1191.276,0.001398408,1.0,0.9400895,1.971764E-5,0.001314169,4.858157E-4,1.908437E-4,2.783064E-5,6.475665E-4,1.749733E-6,3.729055E-5,0.001783452,3.459934E-5,1.704278E-6,1.006498E-4,6.771291E-6,2.330956E-5,9.8729E-6,3.407424E-5,0.001705943,3.118506E-4,1.687616E-4,5.914736E-6,4.755673E-5,1.680563E-4,9.378974E-8,2.192306E-5,2.438869E-7,1.164334E-7,4.878231E-7,5.882181E-6,7.318056E-5,2.619665E-6,7.551435E-6,7.346704E-8,1.077687E-4,1.736394E-6,1.274284E-8,5.488666E-9,7.53248E-6,1.350035E-4,0.01847813,1.954025E-4,0.007817148,3.890509E-5,2.951695E-9,3.660717E-6,1.419174E-7,3.231946E-8,5.450764E-7,0.009728454,0.01614842,9.131169,9.341057E-5,516782.8,516782.8
1.221836E-5,14.97045,-3.37084E9,1191.219,1191.219,0.001398408,1.0,0.940045,1.97006E-5,0.00132849,4.856951E-4,1.931863E-4,2.781573E-5,6.541005E-4,1.780661E-6,3.775328E-5,0.001798732,3.459724E-5,1.739013E-6,1.016597E-4,6.852227E-6,2.351146E-5,9.859017E-6,3.403549E-5,0.001721154,3.141131E-4,1.705532E-4,6.000999E-6,4.766836E-5,1.698863E-4,9.624352E-8,2.215407E-5,2.489504E-7,1.185676E-7,4.934669E-7,5.946157E-6,7.390108E-5,2.666322E-6,7.664811E-6,7.489598E-8,1.088483E-4,1.756374E-6,1.303516E-8,5.619525E-9,7.594378E-6,1.363085E-4,0.01847125,1.973404E-4,0.007816218,3.918398E-5,3.048407E-9,3.731361E-6,1.436061E-7,3.315149E-8,5.552898E-7,0.009721784,0.01614002,9.13076,9.341086E-5,516759.6,516759.6
1.253655E-5,14.97031,-3.337493E9,1191.036,1191.036,0.001398408,1.0,0.9399017,1.964181E-5,0.001374714,4.85192E-4,2.007477E-4,2.776264E-5,6.751767E-4,1.881991E-6,3.924646E-5,0.00184793,3.458709E-5,1.853397E-6,1.049136E-4,7.113157E-6,2.416186E-5,9.813621E-6,3.390874E-5,0.001770172,3.213768E-4,1.763252E-4,6.281181E-6,4.800884E-5,1.757943E-4,1.044225E-7,2.29001E-5,2.656372E-7,1.255838E-7,5.116431E-7,6.152263E-6,7.622204E-5,2.819216E-6,8.032588E-6,7.95955E-8,1.123262E-4,1.82053E-6,1.400117E-8,6.054892E-9,7.793558E-6,1.405078E-4,0.01844909,2.035812E-4,0.00781323,4.006982E-5,3.375299E-9,3.963023E-6,1.490678E-7,3.591911E-8,5.887458E-7,0.009700299,0.01611297,9.129444,9.341175E-5,516685.1,516685.1
1.262744E-5,14.97027,-3.328141E9,1190.984,1190.984,0.001398408,1.0,0.9398609,1.962404E-5,0.0013879,4.850186E-4,2.029044E-4,2.77462E-5,6.811846E-4,1.911309E-6,3.967222E-5,0.001861932,3.458336E-5,1.886652E-6,1.058401E-4,7.18749E-6,2.434703E-5,9.800521E-6,3.387215E-5,0.001784132,3.23438E-4,1.779686E-4,6.361574E-6,4.810061E-5,1.774797E-4,1.06828E-7,2.3113E-5,2.704921E-7,1.276206E-7,5.16816E-7,6.21094E-6,7.688276E-5,2.863461E-6,8.137976E-6,8.096019E-8,1.133164E-4,1.838736E-6,1.428294E-8,6.182725E-9,7.850206E-6,1.417021E-4,0.01844278,2.053573E-4,0.007812382,4.031855E-5,3.472716E-9,4.030104E-6,1.506287E-7,3.673142E-8,5.984232E-7,0.009694185,0.01610527,9.129069,9.3412E-5,516663.9,516664.0
1.29093E-5,14.97015,-3.299613E9,1190.823,1190.823,0.001398408,1.0,0.9397348,1.956639E-5,0.001428727,4.844027E-4,2.095811E-4,2.769186E-5,6.997774E-4,2.003265E-6,4.099003E-5,0.001905199,3.456976E-5,1.991404E-6,1.087044E-4,7.417373E-6,2.491948E-5,9.759567E-6,3.375773E-5,0.001827298,3.297908E-4,1.830486E-4,6.611774E-6,4.837025E-5,1.826988E-4,1.144848E-7,2.377257E-5,2.857951E-7,1.340285E-7,5.327993E-7,6.392308E-6,7.892494E-5,3.002255E-6,8.465598E-6,8.525454E-8,1.163775E-4,1.894851E-6,1.517306E-8,6.58908E-9,8.025159E-6,1.453899E-4,0.01842326,2.10846E-4,0.007809765,4.107772E-5,3.786536E-9,4.240616E-6,1.554702E-7,3.931195E-8,6.287649E-7,0.009675286,0.01608149,9.127912,9.341273E-5,516598.5,516598.5
1.356475E-5,14.96991,-3.235871E9,1190.456,1190.456,0.001398408,1.0,0.939444,1.941937E-5,0.001523279,4.825669E-4,2.250312E-4,2.754837E-5,7.427791E-4,2.222945E-6,4.403757E-5,0.002004921,3.452884E-5,2.244225E-6,1.15312E-4,7.947901E-6,2.624008E-5,9.662787E-6,3.348709E-5,0.00192694,3.443387E-4,1.947629E-4,7.198264E-6,4.891595E-5,1.94786E-4,1.3344E-7,2.530192E-5,3.227885E-7,1.49453E-7,5.696048E-7,6.810405E-6,8.363303E-5,3.333915E-6,9.23109E-6,9.559471E-8,1.234375E-4,2.023316E-6,1.733553E-8,7.592294E-9,8.427812E-6,1.538734E-4,0.01837819,2.234934E-4,0.007803763,4.277365E-5,4.586295E-9,4.743956E-6,1.667294E-7,4.566685E-8,7.011515E-7,0.009631727,0.01602666,9.125245,9.341427E-5,516447.6,516447.6
1.378941E-5,14.96983,-3.214805E9,1190.331,1190.331,0.001398408,1.0,0.9393451,1.936542E-5,0.001555549,4.818243E-4,2.302983E-4,2.749443E-5,7.574384E-4,2.300056E-6,4.507594E-5,0.002038812,3.451259E-5,2.333771E-6,1.17559E-4,8.128318E-6,2.668925E-5,9.629241E-6,3.33932E-5,0.00196085,3.492534E-4,1.987449E-4,7.400563E-6,4.907873E-5,1.989108E-4,1.403081E-7,2.58245E-5,3.359102E-7,1.549052E-7,5.820956E-7,6.952466E-6,8.523308E-5,3.450352E-6,9.49428E-6,9.924983E-8,1.258379E-4,2.066694E-6,1.81057E-8,7.955086E-9,8.564469E-6,1.567506E-4,0.01836284,2.277898E-4,0.007801733,4.333306E-5,4.883599E-9,4.920684E-6,1.705866E-7,4.795763E-8,7.265173E-7,0.009616925,0.01600803,9.12434,9.341476E-5,516396.3,516396.3
1.408075E-5,14.96973,-3.188039E9,1190.171,1190.171,0.001398408,1.0,0.9392175,1.929318E-5,0.001597279,4.807865E-4,2.371042E-4,2.742138E-5,7.763836E-4,2.40138E-6,4.64172E-5,0.002082535,3.44903E-5,2.452031E-6,1.204588E-4,8.361101E-6,2.726902E-5,9.58554E-6,3.32708E-5,0.002004634,3.555722E-4,2.038821E-4,7.663667E-6,4.927273E-5,2.042442E-4,1.494974E-7,2.650079E-5,3.532539E-7,1.620986E-7,5.981927E-7,7.135689E-6,8.729714E-5,3.603359E-6,9.835934E-6,1.040719E-7,1.289352E-4,2.122446E-6,1.912589E-8,8.440096E-9,8.740638E-6,1.60458E-4,0.01834302,2.33331E-4,0.00779912,4.404215E-5,5.28728E-9,5.152879E-6,1.755856E-7,5.101281E-8,7.598074E-7,0.00959783,0.01598399,9.123171,9.341536E-5,516330.1,516330.1
1.436024E-5,14.96965,-3.162926E9,1190.019,1190.019,0.001398408,1.0,0.9390956,1.922172E-5,0.001637187,4.797196E-4,2.436062E-4,2.734836E-5,7.944894E-4,2.49995E-6,4.76981E-5,0.002124244,3.446792E-5,2.567692E-6,1.232257E-4,8.583138E-6,2.782238E-5,9.543457E-6,3.315285E-5,0.002046436,3.615776E-4,2.087824E-4,7.916815E-6,4.944179E-5,2.093437E-4,1.586112E-7,2.714808E-5,3.702315E-7,1.691277E-7,6.13527E-7,7.310392E-6,8.926572E-5,3.752213E-6,1.016392E-5,1.087828E-7,1.318902E-4,2.17541E-6,2.012672E-8,8.920784E-9,8.908552E-6,1.639895E-4,0.0183241,2.386146E-4,0.007796635,4.470555E-5,5.69396E-9,5.378692E-6,1.803773E-7,5.403182E-8,7.921444E-7,0.009579617,0.01596106,9.122056,9.341591E-5,516267.1,516267.1
1.461703E-5,14.96957,-3.140322E9,1189.88,1189.88,0.001398408,1.0,0.9389843,1.91544E-5,0.001673735,4.786825E-4,2.495542E-4,2.727896E-5,8.11061E-4,2.591686E-6,4.886948E-5,0.002162354,3.44467E-5,2.675866E-6,1.257543E-4,8.785955E-6,2.832822E-5,9.504696E-6,3.304414E-5,0.002084662,3.670452E-4,2.13259E-4,8.149926E-6,4.958289E-5,2.140127E-4,1.67248E-7,2.774135E-5,3.861237E-7,1.75697E-7,6.275166E-7,7.469927E-6,9.10639E-5,3.890746E-6,1.046529E-5,1.131846E-7,1.345903E-4,2.22361E-6,2.106536E-8,9.376096E-9,9.06185E-6,1.672116E-4,0.0183068,2.434398E-4,0.007794371,4.530038E-5,6.085047E-9,5.588743E-6,1.847754E-7,5.688239E-8,8.221912E-7,0.00956298,0.01594011,9.121038,9.341638E-5,516209.4,516209.4
1.53515E-5,14.96937,-3.077942E9,1189.488,1189.488,0.001398408,1.0,0.9386687,1.895487E-5,0.001777642,4.754692E-4,2.664277E-4,2.707057E-5,8.581275E-4,2.859838E-6,5.21904E-5,0.002270279,3.4384E-5,2.994723E-6,1.329164E-4,9.359766E-6,2.976195E-5,9.393654E-6,3.273232E-5,0.002193067,3.82433E-4,2.259305E-4,8.818747E-6,4.991981E-5,2.272792E-4,1.932957E-7,2.94305E-5,4.330375E-7,1.95043E-7,6.670103E-7,7.921133E-6,9.615273E-5,4.295656E-6,1.13265E-5,1.261395E-7,1.422363E-4,2.359157E-6,2.384469E-8,1.074878E-8,9.495363E-6,1.763112E-4,0.01825771,2.57091E-4,0.007787991,4.692902E-5,7.294854E-9,6.20191E-6,1.973278E-7,6.542047E-8,9.097372E-7,0.009515886,0.01588076,9.118155,9.341763E-5,516046.3,516046.3
1.556671E-5,14.96932,-3.060269E9,1189.375,1189.375,0.001398408,1.0,0.938577,1.889479E-5,0.001807903,4.744679E-4,2.713303E-4,2.700715E-5,8.718225E-4,2.939986E-6,5.315473E-5,0.002301597,3.436535E-5,3.090757E-6,1.349948E-4,9.526058E-6,3.017832E-5,9.361137E-6,3.264089E-5,0.002224565,3.868716E-4,2.296054E-4,9.015158E-6,5.000114E-5,2.311403E-4,2.013093E-7,2.992315E-5,4.471867E-7,2.008662E-7,6.784319E-7,8.051869E-6,9.76282E-5,4.416664E-6,1.157838E-5,1.300361E-7,1.444546E-4,2.398227E-6,2.468512E-8,1.117111E-8,9.620989E-6,1.789444E-4,0.01824344,2.61048E-4,0.007786148,4.738618E-5,7.675748E-9,6.384876E-6,2.00997E-7,6.802927E-8,9.35815E-7,0.009502228,0.01586354,9.117318,9.341797E-5,515998.9,515998.9
1.566404E-5,14.96929,-3.052361E9,1189.323,1189.323,0.001398408,1.0,0.9385357,1.886743E-5,0.001821559,4.740074E-4,2.73541E-4,2.697818E-5,8.780012E-4,2.976459E-6,5.358949E-5,0.002315715,3.435691E-5,3.134564E-6,1.359317E-4,9.60098E-6,3.036606E-5,9.346443E-6,3.259956E-5,0.00223877,3.888686E-4,2.312617E-4,9.104023E-6,5.003551E-5,2.328823E-4,2.049898E-7,3.014559E-5,4.536439E-7,2.035221E-7,6.835744E-7,8.11077E-6,9.82931E-5,4.471727E-6,1.169219E-5,1.318128E-7,1.454545E-4,2.4158E-6,2.506895E-8,1.13651E-8,9.677593E-6,1.801304E-4,0.01823701,2.62831E-4,0.007785319,4.759002E-5,7.85199E-9,6.468082E-6,2.026549E-7,6.922466E-8,9.476676E-7,0.009496072,0.01585578,9.116941,9.341811E-5,515977.6,515977.6
1.574915E-5,14.96927,-3.045489E9,1189.279,1189.279,0.001398408,1.0,0.9384996,1.88434E-5,0.001833487,4.736009E-4,2.754709E-4,2.69527E-5,8.833968E-4,3.008472E-6,5.396896E-5,0.002328037,3.434952E-5,3.173069E-6,1.367494E-4,9.666351E-6,3.052994E-5,9.3336E-6,3.256342E-5,0.002251172,3.906095E-4,2.32707E-4,9.181753E-6,5.006435E-5,2.344036E-4,2.082382E-7,3.033992E-5,4.59321E-7,2.058565E-7,6.880594E-7,8.162161E-6,9.887332E-5,4.520054E-6,1.179166E-5,1.333742E-7,1.463272E-4,2.431119E-6,2.540658E-8,1.153632E-8,9.726984E-6,1.811648E-4,0.01823139,2.643868E-4,0.007784595,4.776676E-5,8.008223E-9,6.541083E-6,2.041039E-7,7.027818E-8,9.580632E-7,0.0094907,0.015849,9.116612,9.341824E-5,515958.9,515958.9
1.609478E-5,14.96919,-3.017995E9,1189.099,1189.099,0.001398408,1.0,0.9383537,1.874506E-5,0.001881783,4.719175E-4,2.832757E-4,2.684799E-5,9.052358E-4,3.139533E-6,5.550328E-5,0.002377855,3.431958E-5,3.331204E-6,1.400554E-4,9.930427E-6,3.119275E-5,9.281534E-6,3.241684E-5,0.002301338,3.976297E-4,2.385484E-4,9.497538E-6,5.01706E-5,2.405609E-4,2.217018E-7,3.112731E-5,4.826509E-7,2.154427E-7,7.061609E-7,8.369764E-6,1.01218E-4,4.717887E-6,1.219499E-5,1.397835E-7,1.498546E-4,2.492872E-6,2.679533E-8,1.22462E-8,9.926552E-6,1.853417E-4,0.01820867,2.706735E-4,0.007781677,4.847077E-5,8.662175E-9,6.83965E-6,2.099806E-7,7.463031E-8,1.000549E-6,0.009468987,0.0158216,9.115282,9.341874E-5,515883.6,515883.6
1.612856E-5,14.96918,-3.015325E9,1189.081,1189.081,0.001398408,1.0,0.9383395,1.873539E-5,0.001886491,4.717504E-4,2.840358E-4,2.683766E-5,9.073642E-4,3.152434E-6,5.565266E-5,0.002382705,3.431666E-5,3.346814E-6,1.403772E-4,9.956118E-6,3.12573E-5,9.276454E-6,3.240253E-5,0.002306225,3.983116E-4,2.39117E-4,9.52841E-6,5.018007E-5,2.41161E-4,2.230415E-7,3.120412E-5,4.84955E-7,2.16389E-7,7.079205E-7,8.389961E-6,1.014462E-4,4.73736E-6,1.223435E-5,1.40416E-7,1.50198E-4,2.498869E-6,2.69326E-8,1.231686E-8,9.945971E-6,1.857479E-4,0.01820646,2.712853E-4,0.007781394,4.85384E-5,8.727806E-9,6.869013E-6,2.105543E-7,7.50621E-8,1.004724E-6,0.009466874,0.01581893,9.115152,9.341879E-5,515876.3,515876.3
1.631082E-5,14.96914,-3.0011E9,1188.987,1188.987,0.001398408,1.0,0.9382629,1.868302E-5,0.001911855,4.708408E-4,2.881276E-4,2.678163E-5,9.188277E-4,3.222321E-6,5.645677E-5,0.002408814,3.430095E-5,3.431502E-6,1.421096E-4,1.009435E-5,3.160484E-5,9.249075E-6,3.232539E-5,0.002332537,4.019773E-4,2.421768E-4,9.694983E-6,5.022843E-5,2.443928E-4,2.303436E-7,3.161801E-5,4.974595E-7,2.215226E-7,7.173833E-7,8.498631E-6,1.026742E-4,4.842834E-6,1.244656E-5,1.438462E-7,1.520463E-4,2.531102E-6,2.76779E-8,1.270205E-8,1.005047E-5,1.879329E-4,0.01819454,2.745773E-4,0.007779869,4.889965E-5,9.087279E-9,7.02798E-6,2.136475E-7,7.741139E-8,1.027322E-6,0.009455499,0.01580457,9.114455,9.341904E-5,515836.9,515836.9
1.651343E-5,14.9691,-2.985482E9,1188.883,1188.883,0.001398408,1.0,0.9381782,1.862452E-5,0.001939973,4.69816E-4,2.926588E-4,2.671885E-5,9.315322E-4,3.300548E-6,5.734698E-5,0.002437722,3.428357E-5,3.52655E-6,1.440276E-4,1.024725E-5,3.198973E-5,9.218708E-6,3.223978E-5,0.002361684,4.060265E-4,2.455634E-4,9.880157E-6,5.0277E-5,2.479742E-4,2.386049E-7,3.207714E-5,5.115012E-7,2.272843E-7,7.278427E-7,8.61885E-6,1.040331E-4,4.960881E-6,1.268205E-5,1.476947E-7,1.540922E-4,2.566699E-6,2.851545E-8,1.3138E-8,1.016611E-5,1.90349E-4,0.01818134,2.782201E-4,0.007778183,4.929422E-5,9.497433E-9,7.20573E-6,2.170817E-7,8.006105E-8,1.052573E-6,0.00944291,0.01578867,9.113683,9.341931E-5,515793.2,515793.2
1.712514E-5,14.96898,-2.939516E9,1188.572,1188.572,0.001398408,1.0,0.9379243,1.844645E-5,0.002024378,4.666465E-4,3.062265E-4,2.652669E-5,9.696446E-4,3.540054E-6,6.00113E-5,0.002524269,3.423186E-5,3.819141E-6,1.497685E-4,1.070414E-5,3.314276E-5,9.127533E-6,3.198244E-5,0.002449037,4.180902E-4,2.556943E-4,1.043905E-5,5.0393E-5,2.587152E-4,2.644611E-7,3.345709E-5,5.547743E-7,2.450245E-7,7.590417E-7,8.978113E-6,1.080971E-4,5.322195E-6,1.339021E-5,1.595332E-7,1.602147E-4,2.67271E-6,3.110032E-8,1.450375E-8,1.051193E-5,1.97564E-4,0.01814176,2.89113E-4,0.007773156,5.044218E-5,1.080358E-8,7.74863E-6,2.274215E-7,8.829812E-8,1.129598E-6,0.009405242,0.01574106,9.111372,9.342007E-5,515662.4,515662.4
1.722712E-5,14.96896,-2.932019E9,1188.521,1188.521,0.001398408,1.0,0.9378823,1.841661E-5,0.002038376,4.661087E-4,3.084717E-4,2.649434E-5,9.759622E-4,3.580453E-6,6.045199E-5,0.00253859,3.422337E-5,3.86872E-6,1.507182E-4,1.077961E-5,3.333366E-5,9.112417E-6,3.193974E-5,0.002463505,4.200779E-4,2.573695E-4,1.053217E-5,5.040815E-5,2.604951E-4,2.689046E-7,3.368621E-5,5.621138E-7,2.480312E-7,7.641871E-7,9.037463E-6,1.087689E-4,5.383123E-6,1.350781E-5,1.61538E-7,1.612273E-4,2.690173E-6,3.153924E-8,1.473868E-8,1.05691E-5,1.987551E-4,0.01813521,2.909135E-4,0.007772327,5.062738E-5,1.103133E-8,7.839999E-6,2.291409E-7,8.970525E-8,1.142546E-6,0.009399013,0.01573318,9.11099,9.342019E-5,515640.7,515640.7
1.727116E-5,14.96895,-2.928798E9,1188.498,1188.498,0.001398408,1.0,0.9378642,1.840371E-5,0.002044415,4.658757E-4,3.094397E-4,2.648035E-5,9.786872E-4,3.597941E-6,6.0642E-5,0.002544766,3.421972E-5,3.890201E-6,1.511277E-4,1.081213E-5,3.341599E-5,9.105898E-6,3.192131E-5,0.002469745,4.209343E-4,2.580917E-4,1.057238E-5,5.041434E-5,2.612628E-4,2.708355E-7,3.378508E-5,5.652944E-7,2.493341E-7,7.664042E-7,9.063045E-6,1.090585E-4,5.409496E-6,1.355855E-5,1.624066E-7,1.616639E-4,2.697696E-6,3.172949E-8,1.484079E-8,1.059375E-5,1.992684E-4,0.01813238,2.916897E-4,0.00777197,5.070681E-5,1.113059E-8,7.879532E-6,2.29883E-7,9.031593E-8,1.148147E-6,0.009396327,0.01572978,9.110825,9.342025E-5,515631.4,515631.4
1.73729E-5,14.96893,-2.921383E9,1188.447,1188.447,0.001398408,1.0,0.9378224,1.837389E-5,0.002058351,4.653359E-4,3.116728E-4,2.644797E-5,9.849753E-4,3.638434E-6,6.108024E-5,0.002559011,3.421131E-5,3.939985E-6,1.520723E-4,1.088713E-5,3.360591E-5,9.090855E-6,3.18788E-5,0.00248414,4.22908E-4,2.597574E-4,1.066525E-5,5.042785E-5,2.630342E-4,2.753231E-7,3.401328E-5,5.726672E-7,2.523538E-7,7.715149E-7,9.122034E-6,1.097265E-4,5.470559E-6,1.367568E-5,1.644194E-7,1.62671E-4,2.715034E-6,3.21706E-8,1.507815E-8,1.065059E-5,2.00452E-4,0.01812586,2.934797E-4,0.007771146,5.088911E-5,1.136194E-8,7.971025E-6,2.315966E-7,9.173343E-8,1.161107E-6,0.009390132,0.01572194,9.110444,9.342036E-5,515609.9,515609.9
1.757571E-5,14.96889,-2.906741E9,1188.346,1188.346,0.001398408,1.0,0.9377393,1.831439E-5,0.002086067,4.642535E-4,3.161095E-4,2.638323E-5,9.974787E-4,3.719541E-6,6.195081E-5,0.002587316,3.419467E-5,4.039887E-6,1.53949E-4,1.103602E-5,3.398336E-5,9.060953E-6,3.179424E-5,0.002512755,4.268227E-4,2.630661E-4,1.085028E-5,5.045154E-5,2.665557E-4,2.843822E-7,3.446737E-5,5.874681E-7,2.584144E-7,7.816545E-7,9.239157E-6,1.11053E-4,5.592846E-6,1.390872E-5,1.684577E-7,1.646716E-4,2.749418E-6,3.305651E-8,1.555756E-8,1.076348E-5,2.028014E-4,0.0181129,2.970347E-4,0.007769512,5.124739E-5,1.183181E-8,8.154088E-6,2.350085E-7,9.458727E-8,1.187026E-6,0.009377828,0.01570636,9.109689,9.342059E-5,515567.1,515567.1
