Time_Soln#22 (sec),Volume_Soln#22 (cm3),Volumetric_heat_production_rate_Soln#22 (erg/cm3-sec),Surface_temperature_Soln#22 (K),Temperature_Soln#22 (K),Mass_Soln#22 (g),Pressure_Soln#22 (atm),Mole_fraction_H2_Soln#22 (),Mole_fraction_H_Soln#22 (),Mole_fraction_CH4_Soln#22 (),Mole_fraction_CH3_Soln#22 (),Mole_fraction_C2H6_Soln#22 (),Mole_fraction_C2H5_Soln#22 (),Mole_fraction_C2H4_Soln#22 (),Mole_fraction_C2H3_Soln#22 (),Mole_fraction_C2H2_Soln#22 (),Mole_fraction_C3H8_Soln#22 (),Mole_fraction_IC3H7_Soln#22 (),Mole_fraction_NC3H7_Soln#22 (),Mole_fraction_C3H6_Soln#22 (),Mole_fraction_C3H5-A_Soln#22 (),Mole_fraction_C3H4-P_Soln#22 (),Mole_fraction_C3H4-A_Soln#22 (),Mole_fraction_C3H3_Soln#22 (),Mole_fraction_PC4H9_Soln#22 (),Mole_fraction_IC4H10_Soln#22 (),Mole_fraction_IC4H9_Soln#22 (),Mole_fraction_TC4H9_Soln#22 (),Mole_fraction_IC4H8_Soln#22 (),Mole_fraction_IC4H7_Soln#22 (),Mole_fraction_C4H8-1_Soln#22 (),Mole_fraction_C4H71-3_Soln#22 (),Mole_fraction_C4H6_Soln#22 (),Mole_fraction_C4H5_Soln#22 (),Mole_fraction_C4H4_Soln#22 (),Mole_fraction_C4H2_Soln#22 (),Mole_fraction_C6H6_Soln#22 (),Mole_fraction_FULVENE_Soln#22 (),Mole_fraction_C5H6_Soln#22 (),Mole_fraction_MCPTD_Soln#22 (),Mole_fraction_C10H8_Soln#22 (),Mole_fraction_NEOC5H12_Soln#22 (),Mole_fraction_NC5H10_Soln#22 (),Mole_fraction_B1M2_Soln#22 (),Mole_fraction_LC5H8_Soln#22 (),Mole_fraction_NC7H14_Soln#22 (),Mole_fraction_IC8H17_Soln#22 (),Mole_fraction_IC8H16_Soln#22 (),Mole_fraction_DIMEPTD_Soln#22 (),Mole_fraction_C7H8_Soln#22 (),Mole_fraction_C7H7_Soln#22 (),Mole_fraction_C6H5C2H_Soln#22 (),Mole_fraction_C12H8_Soln#22 (),Mole_fraction_C14H10_Soln#22 (),Mole_fraction_BIN1B_Soln#22 (),Mole_fraction_NC10H20_Soln#22 (),Mole_fraction_IC12H26_Soln#22 (),Molecular_weight_Soln#22 (g/mole),Mass_density_Soln#22 (g/cm3),Unburned_hydrocarbons_Soln#22 (ppm),Volatile_organic_compounds_Soln#22 (ppm)
0.0,15.0,-7.53886E14,2050.0,2050.0,8.185805E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,5.457203E-5,519545.7,519545.7
3.295337E-14,14.99998,-7.542411E14,2049.994,2049.994,8.185805E-4,1.0,0.9452574,3.998453E-10,8.365578E-18,2.057501E-10,1.996484E-19,6.640637E-12,5.143515E-12,4.207023E-14,1.102084E-17,9.96558E-20,4.554053E-18,5.84239E-12,1.12643E-10,3.62721E-8,3.18913E-17,1.200622E-13,2.081617E-19,8.093535E-12,1.445767E-14,3.841857E-10,1.408602E-6,1.597287E-9,1.707831E-7,5.528866E-12,3.627048E-8,1.271097E-12,1.750573E-22,6.066695E-20,3.357325E-20,1.001347E-18,7.462267E-29,1.576121E-27,2.675726E-23,4.068038E-31,1.247997E-22,4.623727E-12,1.053598E-24,4.591728E-21,2.677692E-12,1.236588E-6,0.01921533,2.99122E-17,0.007923918,2.832524E-11,8.019863E-37,3.125927E-49,1.980169E-22,1.279192E-42,0.01043309,0.01716725,9.179974,5.457212E-5,519544.9,519544.9
4.327801E-12,14.99687,-7.938822E14,2049.139,2049.139,8.185805E-4,1.0,0.9450588,5.834286E-6,1.605341E-11,3.282123E-6,3.96263E-13,1.104448E-7,8.528479E-8,7.433976E-10,2.05649E-13,1.973351E-13,8.993196E-12,9.672884E-8,1.785234E-6,4.743159E-6,7.713958E-13,2.062818E-9,2.707247E-13,1.334068E-7,2.607644E-10,6.258193E-6,1.846698E-4,8.472304E-6,2.233207E-5,9.148229E-8,4.715773E-6,2.162326E-8,3.736813E-16,7.210014E-15,5.729593E-16,1.39342E-12,1.268491E-20,3.455183E-19,2.432309E-15,5.259795E-23,2.738363E-14,7.655219E-8,2.471931E-16,4.101109E-13,4.411937E-8,1.431346E-4,0.01919718,2.816105E-11,0.007922249,3.7233E-9,1.998682E-28,2.289802E-35,3.429892E-18,2.930151E-34,0.01042148,0.01700376,9.178045,5.458342E-5,519435.8,519435.8
4.13876E-11,14.97418,-8.559927E14,2041.039,2041.039,8.185805E-4,1.0,0.9427497,2.853553E-4,9.334226E-9,1.796103E-4,2.808434E-10,7.7117E-6,5.84277E-6,7.925465E-8,3.209997E-11,1.460345E-10,6.090821E-9,6.544045E-6,9.088893E-5,4.358623E-5,1.684076E-10,1.839982E-7,1.601028E-10,8.74849E-6,2.956981E-8,3.88708E-4,0.001607268,4.262985E-4,2.064641E-4,6.164254E-6,4.134298E-5,1.80899E-6,1.225623E-12,4.848001E-12,4.915423E-14,7.510388E-10,6.584876E-17,2.338065E-15,1.282798E-11,3.156613E-19,1.403312E-10,5.171309E-6,1.772172E-12,1.856401E-9,2.884574E-6,5.499211E-4,0.0193519,1.511202E-8,0.007902849,4.008215E-8,2.586628E-24,1.246497E-28,5.264666E-16,4.35536E-30,0.01031832,0.01569715,9.15562,5.466614E-5,518166.6,518166.6
1.258919E-10,14.933,-6.847889E14,2024.298,2024.298,8.185805E-4,1.0,0.9375968,0.00105535,1.36923E-7,7.665291E-4,5.251804E-9,4.249518E-5,3.174009E-5,7.983885E-7,5.791418E-10,3.19157E-9,1.047105E-7,3.461222E-5,3.576197E-4,1.216291E-4,1.934654E-9,1.539359E-6,2.518102E-9,4.449848E-5,2.984489E-7,0.001957873,0.003643976,0.001664553,5.881841E-4,3.247998E-5,1.050746E-4,1.381685E-5,9.742986E-11,1.007776E-10,3.957439E-13,9.993636E-9,3.171166E-15,2.658475E-13,5.180168E-10,1.618337E-17,4.931724E-9,2.713051E-5,8.490765E-11,5.490968E-8,1.46095E-5,4.803865E-4,0.01990719,2.035413E-7,0.007859465,1.700428E-7,3.976998E-22,2.210928E-25,1.254312E-14,1.376077E-27,0.01010563,0.0133445,9.105569,5.48169E-5,515333.9,515333.9
3.216117E-10,14.86276,-4.292819E14,1997.194,1997.194,8.185805E-4,1.0,0.9294182,0.002253854,9.209686E-7,0.001802233,4.455097E-8,1.235402E-4,9.358579E-5,4.588925E-6,7.256294E-9,3.411654E-8,7.856872E-7,9.668708E-5,8.221868E-4,2.660966E-4,1.1186E-8,8.088592E-6,1.974802E-8,1.209165E-4,1.766474E-6,0.005235482,0.005872067,0.00366827,0.001330754,9.086432E-5,1.933868E-4,6.30915E-5,2.543242E-9,9.816793E-10,2.036207E-12,6.278045E-8,9.379616E-14,1.251088E-11,7.570011E-9,3.458743E-16,5.714103E-8,7.414844E-5,1.334229E-9,4.922321E-7,3.957262E-5,3.024034E-4,0.02054857,1.296678E-6,0.007790117,6.603112E-7,3.128615E-20,9.40092E-23,1.828426E-13,2.1926E-25,0.009728562,0.009866091,9.026104,5.507593E-5,510836.6,510836.6
9.119451E-10,14.74254,-1.889118E14,1955.013,1955.013,8.185805E-4,1.0,0.917227,0.00398774,5.347075E-6,0.003368658,3.403513E-7,2.985154E-4,2.416316E-4,2.159994E-5,1.001651E-7,3.513256E-7,4.934706E-6,2.208942E-4,0.001659494,5.66459E-4,6.643054E-8,4.224258E-5,1.47299E-7,2.723911E-4,9.656343E-6,0.0100553,0.008808836,0.006405175,0.00295962,2.108937E-4,2.855604E-4,2.519629E-4,5.506256E-8,8.198632E-9,1.165191E-11,3.605595E-7,4.48238E-12,4.610844E-10,9.558878E-8,8.009449E-15,5.306891E-7,1.61898E-4,1.693454E-8,3.141372E-6,8.970727E-5,1.240799E-4,0.02063947,7.394109E-6,0.00768414,2.909548E-6,3.52841E-18,4.924675E-20,2.850541E-12,4.696042E-23,0.009003443,0.005233304,8.907518,5.552506E-5,504125.1,504125.1
2.130698E-9,14.62298,-8.486338E13,1916.613,1916.613,8.185805E-4,1.0,0.9066154,0.005468991,1.847367E-5,0.004909102,1.501647E-6,5.393486E-4,4.815802E-4,5.699299E-5,6.764173E-7,1.926736E-6,1.750075E-5,3.690042E-4,0.002765028,9.630283E-4,3.219827E-7,1.402956E-4,6.304956E-7,4.506048E-4,3.133153E-5,0.01331447,0.01115792,0.008358651,0.005154862,3.649227E-4,3.014132E-4,6.034597E-4,4.530254E-7,3.429225E-8,5.608648E-11,1.263542E-6,8.453778E-11,5.460926E-9,5.663636E-7,9.273741E-14,2.491449E-6,2.579311E-4,1.006139E-7,1.060776E-5,1.529119E-4,4.136626E-5,0.01936233,2.449427E-5,0.007584919,8.964482E-6,1.485315E-16,5.441093E-18,2.232436E-11,2.804877E-21,0.008111582,0.002205751,8.803959,5.597906E-5,498264.2,498264.2
4.133469E-9,14.52173,-4.624047E13,1885.357,1885.357,8.185805E-4,1.0,0.8981427,0.006642169,4.607973E-5,0.006601154,4.518566E-6,8.121353E-4,8.180898E-4,1.079562E-4,2.670059E-6,6.583822E-6,4.171242E-5,5.035268E-4,0.004221541,0.001385998,1.287633E-6,3.293297E-4,1.852184E-6,6.062864E-4,7.075118E-5,0.01481232,0.01244894,0.009559231,0.00744424,5.267081E-4,2.711179E-4,0.00103005,1.906637E-6,9.162933E-8,2.361554E-10,3.138981E-6,7.048131E-10,3.019893E-8,1.954961E-6,6.622104E-13,7.438718E-6,3.401782E-4,3.67107E-7,2.426327E-5,2.185106E-4,1.291068E-5,0.01720276,5.507258E-5,0.007494435,2.050659E-5,2.930103E-15,1.716352E-16,1.024939E-10,5.996786E-20,0.007183852,8.219849E-4,8.720769,5.636937E-5,493556.0,493556.0
5.723385E-9,14.46967,-3.513626E13,1869.139,1869.139,8.185805E-4,1.0,0.8936976,0.007247904,7.215728E-5,0.007790081,7.701939E-6,9.746779E-4,0.001066154,1.452261E-4,5.115319E-6,1.169713E-5,6.125361E-5,5.665189E-4,0.005278159,0.001625871,2.626568E-6,4.866275E-4,3.141798E-6,6.73914E-4,1.024741E-4,0.01510633,0.0127906,0.01010183,0.008702366,6.186604E-4,2.488427E-4,0.001283597,3.648114E-6,1.453238E-7,5.045897E-10,4.842693E-6,1.895462E-9,6.602215E-8,3.426249E-6,1.824987E-12,1.245236E-5,3.787389E-4,6.844374E-7,3.530398E-5,2.55623E-4,6.536873E-6,0.01579101,7.892907E-5,0.007440664,3.037608E-5,1.329729E-14,8.748454E-16,2.126713E-10,2.634514E-19,0.006648279,4.462775E-4,8.676859,5.657216E-5,491070.9,491070.9
