Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_H_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H6_Soln#13 (),Mole_fraction_C2H5_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H3_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H8_Soln#13 (),Mole_fraction_NC3H7_Soln#13 (),Mole_fraction_C3H6_Soln#13 (),Mole_fraction_C3H5-A_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C3H4-A_Soln#13 (),Mole_fraction_C3H3_Soln#13 (),Mole_fraction_NC4H10_Soln#13 (),Mole_fraction_IC4H10_Soln#13 (),Mole_fraction_IC4H9_Soln#13 (),Mole_fraction_TC4H9_Soln#13 (),Mole_fraction_IC4H8_Soln#13 (),Mole_fraction_IC4H7_Soln#13 (),Mole_fraction_C4H8-1_Soln#13 (),Mole_fraction_C4H8-2_Soln#13 (),Mole_fraction_C4H71-3_Soln#13 (),Mole_fraction_C4H6_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_FULVENE_Soln#13 (),Mole_fraction_C5H6_Soln#13 (),Mole_fraction_C5H5_Soln#13 (),Mole_fraction_MCPTD_Soln#13 (),Mole_fraction_C10H8_Soln#13 (),Mole_fraction_NEOC5H12_Soln#13 (),Mole_fraction_NC5H10_Soln#13 (),Mole_fraction_B1M2_Soln#13 (),Mole_fraction_LC5H8_Soln#13 (),Mole_fraction_NC6H12_Soln#13 (),Mole_fraction_NC7H14_Soln#13 (),Mole_fraction_IC8H16_Soln#13 (),Mole_fraction_DIMEPTD_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_INDENE_Soln#13 (),Mole_fraction_C10H10_Soln#13 (),Mole_fraction_NC10H20_Soln#13 (),Mole_fraction_IC12H26_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
2.63752E-6,14.95253,-1.750287E10,1457.259,1457.259,0.001048806,1.0,0.8615722,3.428288E-4,0.01952593,0.005744485,0.008186987,1.374697E-4,0.01325675,8.356755E-5,6.448413E-4,6.91248E-4,1.285125E-5,0.02903468,4.534711E-4,4.985963E-4,0.002825098,8.982851E-5,1.050464E-4,5.491432E-4,7.673329E-5,1.103487E-4,0.01993594,0.008446463,0.002337847,1.859184E-4,5.677113E-5,0.00274163,9.568992E-5,3.75434E-7,3.998024E-4,2.615656E-6,6.210805E-5,1.316689E-5,1.133014E-4,6.422952E-8,3.977194E-4,5.814104E-4,3.816126E-4,0.001011966,1.068069E-4,7.452723E-4,0.006883382,0.001612492,0.006595504,2.952126E-4,2.561636E-6,7.75136E-5,4.100899E-7,5.184569E-7,0.002388293,3.288425E-4,8.387557,7.014242E-5,474697.7,474697.7
2.650382E-6,14.95328,-1.744126E10,1457.209,1457.209,0.001048806,1.0,0.8614809,3.414504E-4,0.01957654,0.005722589,0.008198517,1.370608E-4,0.0132894,8.345188E-5,6.474107E-4,6.922486E-4,1.279205E-5,0.02905328,4.535313E-4,5.010648E-4,0.002835747,9.011445E-5,1.051111E-4,5.489229E-4,7.620224E-5,1.096026E-4,0.01994724,0.008451495,0.002341351,1.862825E-4,5.660561E-5,0.002745904,9.633693E-5,3.790086E-7,4.009031E-4,2.634744E-6,6.243586E-5,1.327431E-5,1.137869E-4,6.48216E-8,3.974893E-4,5.811716E-4,3.827622E-4,0.001013018,1.068632E-4,7.449664E-4,0.006856014,0.001612571,0.006594109,2.951806E-4,2.579029E-6,7.776898E-5,4.1269E-7,5.231963E-7,0.002378777,3.245258E-4,8.386849,7.013887E-5,474657.6,474657.6
2.715768E-6,14.95705,-1.713371E10,1456.961,1456.961,0.001048806,1.0,0.861024,3.346263E-4,0.01983047,0.005613972,0.008255584,1.350193E-4,0.01345346,8.286691E-5,6.603984E-4,6.9721E-4,1.249852E-5,0.0291453,4.538226E-4,5.13589E-4,0.002889688,9.154762E-5,1.054254E-4,5.477832E-4,7.358911E-5,1.059295E-4,0.02000312,0.008475532,0.002358788,1.880989E-4,5.578053E-5,0.002767288,9.963233E-5,3.97361E-7,4.064384E-4,2.732172E-6,6.410312E-5,1.382423E-5,1.162322E-4,6.786437E-8,3.962923E-4,5.798876E-4,3.885103E-4,0.001018229,1.071365E-4,7.433445E-4,0.006719086,0.001612759,0.006587134,2.950064E-4,2.667376E-6,7.905026E-5,4.259383E-7,5.474954E-7,0.002331332,3.03514E-4,8.383309,7.012121E-5,474457.3,474457.3
2.745363E-6,14.95871,-1.699743E10,1456.85,1456.85,0.001048806,1.0,0.860821,3.316341E-4,0.01994362,0.005566239,0.0082806,1.341151E-4,0.01352668,8.260389E-5,6.662367E-4,6.993891E-4,1.23696E-5,0.02918562,4.539465E-4,5.192444E-4,0.002913995,9.218533E-5,1.055599E-4,5.472574E-4,7.245177E-5,1.043299E-4,0.02002759,0.008485593,0.00236648,1.889029E-4,5.541579E-5,0.002776785,1.011271E-4,4.057646E-7,4.089113E-4,2.776476E-6,6.485816E-5,1.407515E-5,1.173266E-4,6.925933E-8,3.957364E-4,5.792698E-4,3.910605E-4,0.001020515,1.072533E-4,7.425755E-4,0.006658289,0.001612734,0.006584039,2.949218E-4,2.707316E-6,7.962111E-5,4.319507E-7,5.586034E-7,0.002310351,2.94491E-4,8.38174,7.011342E-5,474368.5,474368.5
2.862411E-6,14.96504,-1.647485E10,1456.42,1456.42,0.001048806,1.0,0.86004,3.203552E-4,0.02038069,0.005385725,0.008374859,1.306555E-4,0.01381018,8.157513E-5,6.890863E-4,7.076233E-4,1.188236E-5,0.02933741,4.543885E-4,5.415313E-4,0.003009472,9.464277E-5,1.060483E-4,5.451236E-4,6.821158E-5,9.836045E-5,0.02011959,0.008520591,0.002395725,1.919764E-4,5.402401E-5,0.002813278,1.070571E-4,4.395796E-7,4.185013E-4,2.9529E-6,6.784718E-5,1.507933E-5,1.215792E-4,7.488385E-8,3.934607E-4,5.766184E-4,4.008417E-4,0.00102914,1.076748E-4,7.393387E-4,0.006424801,0.001612013,0.006572149,2.945557E-4,2.864955E-6,8.182528E-5,4.558247E-7,6.031866E-7,0.002230242,2.615529E-4,8.375721,7.008378E-5,474027.9,474027.9
2.878647E-6,14.96588,-1.640428E10,1456.361,1456.361,0.001048806,1.0,0.8599344,3.188571E-4,0.02044005,0.005361681,0.008387375,1.301898E-4,0.01384877,8.143393E-5,6.922261E-4,7.087192E-4,1.181749E-5,0.02935755,4.544438E-4,5.44613E-4,0.003022633,9.497574E-5,1.061108E-4,5.448214E-4,6.765402E-5,9.757482E-5,0.02013178,0.008524866,0.00239964,1.923899E-4,5.383709E-5,0.002818211,1.078818E-4,4.443415E-7,4.198083E-4,2.977518E-6,6.826218E-5,1.522005E-5,1.221596E-4,7.567744E-8,3.931363E-4,5.76226E-4,4.021611E-4,0.001030286,1.077284E-4,7.388668E-4,0.006393264,0.001611839,0.006570542,2.945013E-4,2.886777E-6,8.212449E-5,4.59148E-7,6.094506E-7,0.002219477,2.573079E-4,8.374909,7.007981E-5,473981.9,473981.9
2.902903E-6,14.96714,-1.629971E10,1456.274,1456.274,0.001048806,1.0,0.8597777,3.166489E-4,0.02052815,0.00532621,0.008405822,1.295005E-4,0.01390607,8.122372E-5,6.969032E-4,7.103357E-4,1.172179E-5,0.02938722,4.545238E-4,5.492122E-4,0.003042255,9.546958E-5,1.062019E-4,5.443673E-4,6.683465E-5,9.642E-5,0.02014974,0.008530987,0.002405423,1.930018E-4,5.356063E-5,0.002825521,1.091148E-4,4.514884E-7,4.217504E-4,3.014362E-6,6.888236E-5,1.543093E-5,1.230223E-4,7.686925E-8,3.926477E-4,5.756289E-4,4.041151E-4,0.001031976,1.078063E-4,7.381517E-4,0.006346538,0.001611546,0.006568161,2.944185E-4,2.919356E-6,8.256853E-5,4.641183E-7,6.188451E-7,0.002203552,2.511092E-4,8.373706,7.007393E-5,473913.8,473913.8
2.930275E-6,14.96854,-1.618281E10,1456.176,1456.176,0.001048806,1.0,0.8596025,3.141966E-4,0.0206268,0.005286778,0.008426307,1.287313E-4,0.01397029,8.098752E-5,7.021625E-4,7.121321E-4,1.161541E-5,0.02942014,4.546104E-4,5.543962E-4,0.003064345,9.602202E-5,1.063016E-4,5.438514E-4,6.592801E-5,9.514175E-5,0.02016967,0.008537545,0.002411864,1.936846E-4,5.325236E-5,0.002833691,1.105074E-4,4.595974E-7,4.239277E-4,3.056027E-6,6.958246E-5,1.566975E-5,1.239897E-4,7.822257E-8,3.920916E-4,5.749407E-4,4.062971E-4,0.001033852,1.078911E-4,7.373316E-4,0.006294331,0.001611172,0.0065655,2.94323E-4,2.95609E-6,8.306561E-5,4.697343E-7,6.294952E-7,0.00218579,2.443027E-4,8.372362,7.006739E-5,473837.7,473837.8
3.02161E-6,14.97307,-1.580111E10,1455.855,1455.855,0.001048806,1.0,0.8590302,3.063126E-4,0.0209501,0.005159729,0.008492149,1.262305E-4,0.01418108,8.020753E-5,7.195691E-4,7.179165E-4,1.127269E-5,0.02952586,4.54871E-4,5.716468E-4,0.003137638,9.782839E-5,1.066109E-4,5.42105E-4,6.303754E-5,9.106357E-5,0.02023362,0.008556747,0.002432699,1.959038E-4,5.2252E-5,0.002860349,1.151633E-4,4.869967E-7,4.310842E-4,3.195719E-6,7.19207E-5,1.647319E-5,1.27171E-4,8.280402E-8,3.902004E-4,5.725372E-4,4.134011E-4,0.001039885,1.081518E-4,7.344969E-4,0.006124124,0.001609599,0.006556817,2.939893E-4,3.078407E-6,8.46937E-5,4.885295E-7,6.654082E-7,0.002128115,2.229953E-4,8.367982,7.004619E-5,473589.9,473589.9
3.052954E-6,14.97458,-1.567292E10,1455.747,1455.747,0.001048806,1.0,0.858838,3.037082E-4,0.02105903,0.005117667,0.008513896,1.25395E-4,0.01425223,7.99428E-5,7.254931E-4,7.198302E-4,1.115922E-5,0.02956073,4.549506E-4,5.775505E-4,0.003162642,9.843556E-5,1.067093E-4,5.414975E-4,6.209091E-5,8.972694E-5,0.02025471,0.00856242,0.002439624,1.966452E-4,5.191835E-5,0.002869291,1.167642E-4,4.965184E-7,4.335028E-4,3.243888E-6,7.272394E-5,1.675114E-5,1.282462E-4,8.439935E-8,3.895399E-4,5.716764E-4,4.157779E-4,0.001041877,1.082335E-4,7.334916E-4,0.006067092,0.001608949,0.006553904,2.938699E-4,3.120291E-6,8.52419E-5,4.949992E-7,6.778627E-7,0.002108867,2.16152E-4,8.366514,7.003912E-5,473506.8,473506.8
3.10396E-6,14.97699,-1.546723E10,1455.572,1455.572,0.001048806,1.0,0.8585297,2.995761E-4,0.02123416,0.005050839,0.008548395,1.240594E-4,0.01436673,7.951533E-5,7.350795E-4,7.228691E-4,1.097891E-5,0.02961599,4.550695E-4,5.8714E-4,0.003203169,9.941004E-5,1.068611E-4,5.405011E-4,6.059747E-5,8.761713E-5,0.02028811,0.008570682,0.002450657,1.978303E-4,5.138563E-5,0.002883622,1.193723E-4,5.121409E-7,4.373988E-4,3.322514E-6,7.403198E-5,1.72058E-5,1.299779E-4,8.702063E-8,3.884537E-4,5.702387E-4,4.195803E-4,0.001045037,1.083584E-4,7.318224E-4,0.005975755,0.001607779,0.006549233,2.936708E-4,3.188342E-6,8.612276E-5,5.055482E-7,6.98269E-7,0.002078119,2.054984E-4,8.364164,7.002785E-5,473373.8,473373.8
3.148321E-6,14.97904,-1.529111E10,1455.422,1455.422,0.001048806,1.0,0.8582658,2.960842E-4,0.02138438,0.004994277,0.008577547,1.229212E-4,0.01446507,7.914691E-5,7.433642E-4,7.254398E-4,1.082628E-5,0.02966262,4.551626E-4,5.954625E-4,0.003238251,1.002444E-4,1.069854E-4,5.396271E-4,5.934343E-5,8.584451E-5,0.0203163,0.008576929,0.002460021,1.988403E-4,5.09322E-5,0.002895873,1.216435E-4,5.258531E-7,4.407482E-4,3.391128E-6,7.517052E-5,1.760347E-5,1.31466E-4,8.932521E-8,3.874987E-4,5.689533E-4,4.228233E-4,0.001047706,1.08459E-4,7.303394E-4,0.005897755,0.001606654,0.00654524,2.934931E-4,3.247417E-6,8.687793E-5,5.147433E-7,7.161516E-7,0.002051935,1.966899E-4,8.362156,7.001826E-5,473260.1,473260.1
3.23855E-6,14.98309,-1.494047E10,1455.121,1455.121,0.001048806,1.0,0.857741,2.892611E-4,0.02168416,0.004883527,0.008634504,1.206714E-4,0.01466162,7.840742E-5,7.600667E-4,7.30469E-4,1.052731E-5,0.02975356,4.553229E-4,6.123419E-4,0.003309138,1.019045E-4,1.072169E-4,5.378307E-4,5.691463E-5,8.240853E-5,0.02037124,0.008587029,0.002478427,2.008373E-4,5.003736E-5,0.002920195,1.262708E-4,5.540994E-7,4.474527E-4,3.531337E-6,7.748918E-5,1.841854E-5,1.344415E-4,9.408409E-8,3.855296E-4,5.66244E-4,4.292402E-4,0.001052917,1.086416E-4,7.272394E-4,0.005743121,0.001604072,0.006537306,2.931199E-4,3.367253E-6,8.83834E-5,5.335048E-7,7.529056E-7,0.00200022,1.800054E-4,8.358172,6.999935E-5,473034.7,473034.7
3.294643E-6,14.98552,-1.472733E10,1454.938,1454.938,0.001048806,1.0,0.8574225,2.851975E-4,0.02186677,0.004817428,0.008668422,1.19315E-4,0.01478155,7.795443E-5,7.703523E-4,7.334676E-4,1.034879E-5,0.02980758,4.554036E-4,6.228031E-4,0.003352888,1.029128E-4,1.073473E-4,5.367028E-4,5.548174E-5,8.037964E-5,0.02040389,0.00859163,0.002489456,2.020418E-4,4.949873E-5,0.002934929,1.291521E-4,5.718927E-7,4.515501E-4,3.618916E-6,7.893261E-5,1.892918E-5,1.36257E-4,9.708998E-8,3.842897E-4,5.645007E-4,4.331122E-4,0.001056016,1.087409E-4,7.252607E-4,0.005649609,0.001602282,0.006532496,2.928807E-4,3.441527E-6,8.929945E-5,5.452067E-7,7.760024E-7,0.001969067,1.70403E-4,8.355761,6.998797E-5,472898.2,472898.2
3.378558E-6,14.98906,-1.4415E10,1454.669,1454.669,0.001048806,1.0,0.8569565,2.793592E-4,0.02213481,0.004722282,0.008717152,1.173439E-4,0.01495785,7.728655E-5,7.856026E-4,7.377798E-4,1.009165E-5,0.02988499,4.554979E-4,6.384083E-4,0.003417881,1.043883E-4,1.075242E-4,5.350018E-4,5.3441E-5,7.748771E-5,0.02045067,0.008596216,0.002505387,2.03793E-4,4.871713E-5,0.002956438,1.334687E-4,5.988405E-7,4.575824E-4,3.750506E-6,8.109501E-5,1.969845E-5,1.389245E-4,1.016546E-7,3.824154E-4,5.618146E-4,4.387418E-4,0.001060461,1.088699E-4,7.22233E-4,0.005513342,0.00159936,0.006525466,2.925139E-4,3.552314E-6,9.064241E-5,5.627676E-7,8.109007E-7,0.001923824,1.570542E-4,8.352243,6.997145E-5,472699.1,472699.1
3.393367E-6,14.98967,-1.436068E10,1454.622,1454.622,0.001048806,1.0,0.8568755,2.783573E-4,0.0221815,0.004705934,0.008725514,1.17003E-4,0.01498858,7.716991E-5,7.882773E-4,7.385201E-4,1.004745E-5,0.02989825,4.555114E-4,6.411568E-4,0.003429293,1.046447E-4,1.075533E-4,5.347001E-4,5.309294E-5,7.699418E-5,0.02045868,0.008596751,0.002508131,2.04096E-4,4.858208E-5,0.002960171,1.342311E-4,6.036359E-7,4.586353E-4,3.773797E-6,8.1477E-5,1.983483E-5,1.393893E-4,1.024684E-7,3.820825E-4,5.613316E-4,4.397157E-4,0.001061223,1.088904E-4,7.21691E-4,0.00548973,0.001598816,0.006524245,2.924482E-4,3.571825E-6,9.087612E-5,5.658732E-7,8.171008E-7,0.001916003,1.548165E-4,8.351632,6.99686E-5,472664.5,472664.6
3.417526E-6,14.99066,-1.427252E10,1454.546,1454.546,0.001048806,1.0,0.8567442,2.767409E-4,0.02225726,0.004679544,0.008739006,1.164513E-4,0.01503848,7.698041E-5,7.926299E-4,7.397148E-4,9.976087E-6,0.02991963,4.555314E-4,6.456369E-4,0.003447875,1.050606E-4,1.075994E-4,5.34207E-4,5.25327E-5,7.619962E-5,0.0204716,0.008597452,0.002512563,2.045864E-4,4.836359E-5,0.002966218,1.354753E-4,6.114843E-7,4.603453E-4,3.811833E-6,8.210039E-5,2.00577E-5,1.401437E-4,1.038014E-7,3.815381E-4,5.605379E-4,4.412918E-4,0.001062451,1.089222E-4,7.20802E-4,0.00545149,0.00159791,0.006522266,2.923403E-4,3.603625E-6,9.125527E-5,5.709438E-7,8.272418E-7,0.001903346,1.512398E-4,8.350643,6.996398E-5,472608.6,472608.6
3.483064E-6,14.9933,-1.403635E10,1454.341,1454.341,0.001048806,1.0,0.8563929,2.724642E-4,0.02246041,0.004609647,0.008774702,1.149816E-4,0.0151724,7.647127E-5,8.043726E-4,7.42877E-4,9.786979E-6,0.02997607,4.555733E-4,6.577696E-4,0.003498053,1.061736E-4,1.077164E-4,5.328643E-4,5.105831E-5,7.410747E-5,0.02050572,0.008598299,0.002524326,2.058935E-4,4.778198E-5,0.002982378,1.388531E-4,6.329332E-7,4.649391E-4,3.915283E-6,8.379316E-5,2.066469E-5,1.421665E-4,1.074508E-7,3.800542E-4,5.583513E-4,4.454911E-4,0.001065697,1.089997E-4,7.183619E-4,0.005349449,0.001595345,0.006516974,2.920441E-4,3.689727E-6,9.227104E-5,5.847259E-7,8.54915E-7,0.001869639,1.419752E-4,8.348001,6.995168E-5,472459.1,472459.1
3.56133E-6,14.99636,-1.375986E10,1454.101,1454.101,0.001048806,1.0,0.8559823,2.675548E-4,0.0226986,0.004529277,0.008815678,1.132763E-4,0.01532961,7.587269E-5,8.182733E-4,7.465084E-4,9.569369E-6,0.03004065,4.556004E-4,6.722183E-4,0.003557539,1.074746E-4,1.078414E-4,5.312523E-4,4.938008E-5,7.17241E-5,0.02054478,0.008597374,0.002537889,2.074115E-4,4.710789E-5,0.003001217,1.42891E-4,6.588427E-7,4.703404E-4,4.039303E-6,8.581777E-5,2.139383E-5,1.445372E-4,1.118718E-7,3.782701E-4,5.556803E-4,4.503629E-4,0.001069412,1.090755E-4,7.153979E-4,0.00523075,0.001592089,0.006510795,2.916842E-4,3.792227E-6,9.346028E-5,6.01234E-7,8.882644E-7,0.001830542,1.316994E-4,8.344922,6.993741E-5,472284.8,472284.8
3.571342E-6,14.99674,-1.37249E10,1454.071,1454.071,0.001048806,1.0,0.8559305,2.669418E-4,0.02272873,0.00451923,0.008820795,1.130619E-4,0.01534952,7.579686E-5,8.200422E-4,7.469619E-4,9.542153E-6,0.0300487,4.556022E-4,6.740636E-4,0.003565114,1.076389E-4,1.078563E-4,5.310455E-4,4.917157E-5,7.142783E-5,0.02054965,0.008597108,0.002539587,2.076024E-4,4.702321E-5,0.003003591,1.434078E-4,6.621801E-7,4.710249E-4,4.055206E-6,8.607702E-5,2.148743E-5,1.448369E-4,1.124423E-7,3.78041E-4,5.553341E-4,4.509752E-4,0.001069876,1.09084E-4,7.150151E-4,0.005215807,0.001591658,0.006510015,2.916377E-4,3.805314E-6,9.36106E-5,6.033497E-7,8.925539E-7,0.001825628,1.304433E-4,8.344534,6.993561E-5,472262.8,472262.8
3.584767E-6,14.99725,-1.367817E10,1454.03,1454.03,0.001048806,1.0,0.8558613,2.66125E-4,0.02276901,0.004505843,0.008827612,1.127759E-4,0.01537613,7.569545E-5,8.224105E-4,7.475662E-4,9.505881E-6,0.03005941,4.556038E-4,6.765368E-4,0.003575259,1.078585E-4,1.078759E-4,5.30768E-4,4.889418E-5,7.103363E-5,0.02055613,0.008596699,0.00254185,2.078572E-4,4.691022E-5,0.003006763,1.44101E-4,6.666633E-7,4.719404E-4,4.076542E-6,8.642473E-5,2.161304E-5,1.452376E-4,1.13209E-7,3.777336E-4,5.548685E-4,4.517922E-4,0.001070492,1.090948E-4,7.145004E-4,0.005195858,0.001591075,0.006508973,2.915753E-4,3.822852E-6,9.38115E-5,6.061879E-7,8.983139E-7,0.001819072,1.287797E-4,8.344015,6.993322E-5,472233.5,472233.5
3.728596E-6,15.0026,-1.318795E10,1453.604,1453.604,0.001048806,1.0,0.855136,2.577315E-4,0.02319235,0.004368042,0.008897673,1.098036E-4,0.01565616,7.462797E-5,8.475488E-4,7.53776E-4,9.132174E-6,0.03016907,4.555794E-4,7.029558E-4,0.00368306,1.101585E-4,1.080594E-4,5.277834E-4,4.606817E-5,6.701414E-5,0.02062254,0.008588771,0.002565205,2.105075E-4,4.573744E-5,0.003039888,1.51533E-4,7.152628E-7,4.815902E-4,4.306E-6,9.015636E-5,2.29662E-5,1.494423E-4,1.215477E-7,3.744235E-4,5.497781E-4,4.602754E-4,0.001076808,1.091805E-4,7.089043E-4,0.004988073,0.001584492,0.006498073,2.908965E-4,4.010092E-6,9.591923E-5,6.36691E-7,9.605927E-7,0.001750963,1.123117E-4,8.3386,6.990832E-5,471927.0,471927.0
3.803138E-6,15.00526,-1.294099E10,1453.389,1453.389,0.001048806,1.0,0.8547717,2.536236E-4,0.02340607,0.004300455,0.008931963,1.083268E-4,0.01579776,7.408827E-5,8.604128E-4,7.568143E-4,8.948637E-6,0.0302224,4.555374E-4,7.165939E-4,0.003738294,1.113149E-4,1.081369E-4,5.262301E-4,4.470164E-5,6.50681E-5,0.02065488,0.008582232,0.00257669,2.118263E-4,4.515547E-5,0.003056464,1.553885E-4,7.408511E-7,4.864815E-4,4.425525E-6,9.209512E-5,2.367242E-5,1.51559E-4,1.259582E-7,3.726988E-4,5.470735E-4,4.64484E-4,0.00107988,1.092038E-4,7.059505E-4,0.004884506,0.001580856,0.006492602,2.905389E-4,4.106659E-6,9.698071E-5,6.525679E-7,9.932668E-7,0.001717134,1.046743E-4,8.335889,6.989593E-5,471773.6,471773.6
3.82291E-6,15.00595,-1.287627E10,1453.333,1453.333,0.001048806,1.0,0.8546763,2.525602E-4,0.02346213,0.004282943,0.00894084,1.079421E-4,0.01583493,7.394665E-5,8.638067E-4,7.576005E-4,8.901054E-6,0.03023616,4.555231E-4,7.202054E-4,0.003752872,1.116177E-4,1.081555E-4,5.258175E-4,4.434966E-5,6.45666E-5,0.02066323,0.008580233,0.002579668,2.121701E-4,4.500393E-5,0.003060795,1.564116E-4,7.476834E-7,4.877667E-4,4.457296E-6,9.260993E-5,2.386027E-5,1.521134E-4,1.271382E-7,3.722405E-4,5.463492E-4,4.655795E-4,0.001080674,1.092077E-4,7.051615E-4,0.004857491,0.001579868,0.006491171,2.904434E-4,4.13222E-6,9.725885E-5,6.56787E-7,1.001978E-6,0.001708321,1.027429E-4,8.33518,6.98927E-5,471733.5,471733.5
3.887774E-6,15.00819,-1.266619E10,1453.15,1453.15,0.001048806,1.0,0.854367,2.491462E-4,0.02364425,0.004226681,0.008969338,1.067001E-4,0.01595573,7.348665E-5,8.748869E-4,7.601239E-4,8.748093E-6,0.03028023,4.554667E-4,7.320356E-4,0.003800478,1.125999E-4,1.082113E-4,5.244627E-4,4.322471E-5,6.296302E-5,0.02068999,0.008572915,0.002589243,2.132807E-4,4.451493E-5,0.003074815,1.597686E-4,7.702294E-7,4.919481E-4,4.561711E-6,9.430051E-5,2.447794E-5,1.539114E-4,1.310392E-7,3.707354E-4,5.439538E-4,4.691129E-4,0.001083213,1.092137E-4,7.025583E-4,0.004770185,0.00157656,0.006486531,2.901289E-4,4.215913E-6,9.816146E-5,6.706506E-7,1.030683E-6,0.001679876,9.667135E-5,8.332886,6.988225E-5,471603.6,471603.6
4.01679E-6,15.01251,-1.225841E10,1452.795,1452.795,0.001048806,1.0,0.8537676,2.426742E-4,0.02399868,0.00411985,0.009023362,1.043169E-4,0.01619108,7.259192E-5,8.966908E-4,7.649022E-4,8.457312E-6,0.03036322,4.553148E-4,7.554885E-4,0.003894195,1.145052E-4,1.082994E-4,5.217642E-4,4.111312E-5,5.994987E-5,0.02074045,0.008555108,0.002607442,2.154151E-4,4.357726E-5,0.003101882,1.664486E-4,8.156542E-7,5.00112E-4,4.77021E-6,9.767071E-5,2.571238E-5,1.573958E-4,1.389315E-7,3.677363E-4,5.391111E-4,4.75877E-4,0.001087996,1.09197E-4,6.973203E-4,0.004602274,0.0015697,0.006477546,2.894979E-4,4.381661E-6,9.991384E-5,6.983255E-7,1.088336E-6,0.001625299,8.569665E-5,8.328454,6.986215E-5,471352.8,471352.8
4.098645E-6,15.01516,-1.200642E10,1452.576,1452.576,0.001048806,1.0,0.8533978,2.387751E-4,0.02421836,0.004055379,0.009055906,1.028624E-4,0.01633712,7.203811E-5,9.103663E-4,7.677763E-4,8.281605E-6,0.03041282,4.551924E-4,7.703158E-4,0.003952977,1.156823E-4,1.083405E-4,5.20051E-4,3.985444E-5,5.815177E-5,0.02077067,0.008541682,0.002618429,2.1672E-4,4.300539E-5,0.00311851,1.706879E-4,8.44868E-7,5.051898E-4,4.90303E-6,9.98143E-5,2.64992E-5,1.595439E-4,1.440305E-7,3.65832E-4,5.359906E-4,4.799922E-4,0.001090853,1.091675E-4,6.939608E-4,0.004499568,0.001565172,0.006472005,2.890945E-4,4.486325E-6,1.009971E-4,7.159522E-7,1.125287E-6,0.001591994,7.942796E-5,8.325729,6.984984E-5,471198.5,471198.5
4.182872E-6,15.01781,-1.175241E10,1452.355,1452.355,0.001048806,1.0,0.8530253,2.349193E-4,0.02444041,0.003991544,0.009088085,1.0141E-4,0.01648486,7.147925E-5,9.243144E-4,7.706138E-4,8.107461E-6,0.03046154,4.550464E-4,7.855319E-4,0.004012918,1.168693E-4,1.083717E-4,5.182885E-4,3.861978E-5,5.638645E-5,0.0208004,0.008526251,0.002629303,2.180249E-4,4.243453E-5,0.003135199,1.750505E-4,8.752404E-7,5.103361E-4,5.04011E-6,1.020244E-4,2.731137E-5,1.617047E-4,1.493511E-7,3.63873E-4,5.327456E-4,4.840893E-4,0.001093659,1.091227E-4,6.904791E-4,0.00439685,0.001560383,0.006466428,2.886776E-4,4.593629E-6,1.020896E-4,7.341445E-7,1.163602E-6,0.001558739,7.348397E-5,8.32299,6.98375E-5,471043.6,471043.6
4.25821E-6,15.02013,-1.152964E10,1452.161,1452.161,0.001048806,1.0,0.8526988,2.315967E-4,0.02463575,0.003936475,0.009115808,1.00147E-4,0.01661489,7.098864E-5,9.366871E-4,7.730544E-4,7.9571E-6,0.03050323,4.548998E-4,7.991072E-4,0.004066065,1.179113E-4,1.083908E-4,5.16713E-4,3.756396E-5,5.487558E-5,0.02082589,0.008511138,0.002638675,2.19161E-4,4.193831E-5,0.003149779,1.789524E-4,9.026678E-7,5.14874E-4,5.163056E-6,1.040051E-4,2.803971E-5,1.635956E-4,1.541726E-7,3.621223E-4,5.298175E-4,4.876405E-4,0.001096058,1.090707E-4,6.873465E-4,0.004307419,0.001555998,0.00646154,2.883037E-4,4.689272E-6,1.030486E-4,7.504621E-7,1.198114E-6,0.001529824,6.856516E-5,8.320596,6.982672E-5,470908.0,470908.0
