Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H5_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C3H8_Soln#2 (),Mole_fraction_C3H6_Soln#2 (),Mole_fraction_C3H5-A_Soln#2 (),Mole_fraction_C3H4-P_Soln#2 (),Mole_fraction_C3H4-A_Soln#2 (),Mole_fraction_NC4H10_Soln#2 (),Mole_fraction_IC4H10_Soln#2 (),Mole_fraction_TC4H9_Soln#2 (),Mole_fraction_IC4H8_Soln#2 (),Mole_fraction_IC4H7_Soln#2 (),Mole_fraction_C4H8-1_Soln#2 (),Mole_fraction_C4H8-2_Soln#2 (),Mole_fraction_C4H71-3_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C4H4_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_FULVENE_Soln#2 (),Mole_fraction_C5H6_Soln#2 (),Mole_fraction_MCPTD_Soln#2 (),Mole_fraction_NC5H12_Soln#2 (),Mole_fraction_NEOC5H12_Soln#2 (),Mole_fraction_NC5H10_Soln#2 (),Mole_fraction_B1M2_Soln#2 (),Mole_fraction_B1M3_Soln#2 (),Mole_fraction_B2M2_Soln#2 (),Mole_fraction_LC5H8_Soln#2 (),Mole_fraction_DIALLYL_Soln#2 (),Mole_fraction_CYC6H8_Soln#2 (),Mole_fraction_CYC6H10_Soln#2 (),Mole_fraction_NC6H12_Soln#2 (),Mole_fraction_NC7H14_Soln#2 (),Mole_fraction_IC8H16_Soln#2 (),Mole_fraction_DIMEPTD_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_STILB_Soln#2 (),Mole_fraction_C6H5C2H3_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_XYLENE_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Mole_fraction_NC10H20_Soln#2 (),Mole_fraction_IC12H26_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
0.0,15.0,-3.38919E7,1050.0,1050.0,0.001598181,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,1.065454E-4,519545.7,519545.7
4.699077E-8,14.99995,-3.960404E7,1050.0,1050.0,0.001598181,1.0,0.9452588,1.020546E-11,3.831097E-9,7.637514E-13,5.08273E-10,4.012319E-10,5.352038E-17,2.686586E-13,2.563833E-9,2.533041E-9,1.169425E-16,5.559616E-12,1.471368E-13,1.196419E-11,4.266841E-8,4.50494E-8,1.506812E-8,3.777395E-10,8.14189E-14,2.532518E-9,1.668606E-12,2.323851E-23,1.5869E-12,1.624823E-26,3.536947E-22,2.140174E-19,3.626957E-18,8.540008E-17,2.182954E-10,2.055701E-18,7.002089E-18,1.91118E-20,1.152925E-12,4.7332E-17,4.081184E-20,4.783901E-22,9.351162E-11,5.556983E-11,0.0192155,1.108842E-11,0.00792393,3.506274E-12,5.13318E-32,1.572809E-24,4.799426E-16,6.898882E-16,3.225935E-20,8.819246E-17,0.01043317,0.01716849,9.179987,1.065454E-4,519545.7,519545.7
2.870968E-7,14.99993,-4.402809E7,1049.998,1049.998,0.001598181,1.0,0.9452583,1.207184E-9,6.625258E-8,1.097782E-10,1.062264E-8,1.012483E-8,3.995951E-15,2.714431E-11,4.65003E-8,1.569901E-8,4.486094E-15,3.906823E-10,1.184422E-11,5.137054E-10,2.659329E-7,3.274461E-7,9.2402E-8,5.872552E-9,3.149183E-12,1.567956E-8,3.058156E-10,1.80512E-20,1.098449E-10,3.852609E-23,2.292285E-18,1.075466E-16,5.209271E-15,6.220365E-14,3.257067E-9,1.45595E-15,4.954384E-15,1.617205E-17,2.864091E-10,1.099653E-14,9.424496E-18,3.472345E-19,1.308019E-9,1.184474E-9,0.01921535,7.802088E-10,0.007923925,2.040694E-10,7.164898E-27,1.583567E-21,6.901159E-14,8.16191E-14,1.190189E-17,8.914157E-15,0.01043314,0.01716836,9.179982,1.065455E-4,519545.4,519545.4
1.119613E-6,14.99987,-5.035569E7,1049.992,1049.992,0.001598181,1.0,0.9452563,3.397174E-8,4.676555E-7,3.049947E-9,6.866637E-8,9.003729E-8,1.666917E-13,4.233609E-10,3.83398E-7,6.512343E-8,8.047269E-14,6.064332E-9,1.255775E-10,7.126363E-9,8.895127E-7,1.416344E-6,3.646692E-7,3.139448E-8,4.936764E-11,6.482972E-8,6.302001E-9,7.141238E-18,1.645291E-9,9.624425E-21,7.611688E-16,6.866631E-15,3.621894E-13,6.042892E-12,1.790046E-8,1.602604E-13,5.629886E-13,1.949024E-15,5.99433E-9,7.158201E-13,5.913231E-16,4.391907E-17,6.070158E-9,1.22453E-8,0.01921478,1.21107E-8,0.007923904,3.068493E-9,2.636339E-23,2.032578E-19,1.933968E-12,2.298591E-12,7.374811E-16,1.435264E-13,0.01043299,0.01716788,9.179963,1.065459E-4,519544.3,519544.3
5.18202E-6,14.99957,-6.605768E7,1049.954,1049.954,0.001598181,1.0,0.9452419,1.375354E-6,3.916398E-6,1.028634E-7,4.738702E-7,1.090907E-6,1.419519E-11,7.082536E-9,4.378061E-6,3.899682E-7,5.307375E-12,1.324154E-7,1.570708E-9,9.845157E-8,2.18188E-6,8.342767E-6,1.786531E-6,2.584344E-7,1.285642E-9,3.846394E-7,1.495152E-7,1.234723E-14,3.34866E-8,1.166125E-17,3.970114E-13,6.901933E-13,2.744748E-11,6.75674E-10,1.595876E-7,3.140741E-11,1.277396E-10,4.486566E-13,1.416128E-7,1.067569E-10,7.527152E-14,1.177742E-14,3.422683E-8,2.193556E-7,0.01921131,2.643956E-7,0.007923689,6.437376E-8,2.798008E-19,6.214493E-17,8.161205E-11,9.350879E-11,1.035147E-13,6.180062E-12,0.01043156,0.01716506,9.179822,1.065481E-4,519536.4,519536.4
1.601511E-5,14.99873,-8.385094E7,1049.826,1049.826,0.001598181,1.0,0.945176,1.62832E-5,1.297207E-5,1.340481E-6,1.771331E-6,8.2702E-6,4.108622E-10,1.001663E-7,2.429638E-5,1.78394E-6,2.909669E-10,1.216508E-6,2.240555E-8,4.936652E-7,3.006108E-6,3.596304E-5,6.266528E-6,1.684798E-6,1.888434E-8,1.796047E-6,1.426761E-6,2.474372E-12,2.93296E-7,8.842056E-15,3.42658E-11,2.007591E-11,6.536705E-10,1.161552E-8,1.054695E-6,1.240196E-9,6.441782E-9,2.138811E-11,1.320458E-6,6.412329E-9,3.640138E-12,7.802667E-13,1.445606E-7,1.906089E-6,0.01919713,2.427261E-6,0.007922391,5.700644E-7,5.104635E-16,2.098841E-14,2.662176E-9,1.125545E-9,1.082674E-11,4.83516E-10,0.01042279,0.01715425,9.179213,1.06554E-4,519501.9,519501.9
1.932948E-5,14.99849,-8.730039E7,1049.782,1049.782,0.001598181,1.0,0.9451496,2.366243E-5,1.511748E-5,2.015795E-6,2.118034E-6,1.159766E-5,7.295459E-10,1.608985E-7,3.221264E-5,2.292163E-6,5.728761E-10,1.729646E-6,3.606589E-8,6.365007E-7,3.164453E-6,4.648144E-5,7.797217E-6,2.348044E-6,3.033602E-8,2.345109E-6,2.046297E-6,5.655342E-12,4.1493E-7,2.75768E-14,6.955413E-11,3.476878E-11,1.076246E-9,1.7737E-8,1.458486E-6,2.216106E-9,1.205273E-8,3.961214E-11,1.879497E-6,1.287111E-8,7.187424E-12,1.585351E-12,1.867853E-7,2.69621E-6,0.01919161,3.450191E-6,0.007921827,8.040159E-7,1.880336E-15,5.963532E-14,5.001899E-9,1.645464E-9,2.503066E-11,1.002381E-9,0.0104189,0.01715016,9.178976,1.065558E-4,519488.4,519488.4
1.949847E-5,14.99848,-8.745539E7,1049.78,1049.78,0.001598181,1.0,0.9451482,2.406807E-5,1.521936E-5,2.053658E-6,2.134672E-6,1.177938E-5,7.492154E-10,1.644469E-7,3.263509E-5,2.318412E-6,5.909991E-10,1.757717E-6,3.686429E-8,6.440029E-7,3.17199E-6,4.703935E-5,7.876865E-6,2.384557E-6,3.101422E-8,2.374136E-6,2.080408E-6,5.872796E-12,4.215755E-7,2.905868E-14,7.18449E-11,3.56587E-11,1.100957E-9,1.808215E-8,1.480501E-6,2.275846E-9,1.240361E-8,4.074828E-11,1.910084E-6,1.329049E-8,7.41908E-12,1.638315E-12,1.89027E-7,2.739371E-6,0.01919131,3.506136E-6,0.007921796,8.167338E-7,1.997129E-15,6.257391E-14,5.1501E-9,1.674205E-9,2.602151E-11,1.03634E-9,0.01041869,0.01714994,9.178963,1.065558E-4,519487.7,519487.7
1.992371E-5,14.99845,-8.784301E7,1049.774,1049.774,0.001598181,1.0,0.9451447,2.510082E-5,1.547258E-5,2.150364E-6,2.176077E-6,1.224158E-5,8.002965E-10,1.735717E-7,3.370584E-5,2.384534E-6,6.383789E-10,1.829133E-6,3.891751E-8,6.629712E-7,3.19073E-6,4.845211E-5,8.077932E-6,2.477577E-6,3.27616E-8,2.447575E-6,2.16729E-6,6.447363E-12,4.384796E-7,3.308142E-14,7.784342E-11,3.796206E-11,1.164506E-9,1.896459E-8,1.53649E-6,2.430725E-9,1.331653E-8,4.37031E-11,1.987903E-6,1.438871E-8,8.026851E-12,1.777413E-12,1.947043E-7,2.849152E-6,0.01919057,3.648462E-6,0.007921719,8.490539E-7,2.318905E-15,7.049178E-14,5.536612E-9,1.747457E-9,2.865038E-11,1.125374E-9,0.01041815,0.01714939,9.178931,1.065561E-4,519485.9,519485.9
2.012252E-5,14.99843,-8.801984E7,1049.771,1049.771,0.001598181,1.0,0.945143,2.558951E-5,1.558943E-5,2.196271E-6,2.195208E-6,1.246006E-5,8.249664E-10,1.779338E-7,3.421019E-5,2.415477E-6,6.614169E-10,1.862902E-6,3.989911E-8,6.718833E-7,3.199383E-6,4.911692E-5,8.17225E-6,2.521618E-6,3.359292E-8,2.4821E-6,2.208421E-6,6.729769E-12,4.464712E-7,3.511379E-14,8.076491E-11,3.907064E-11,1.194887E-9,1.938396E-8,1.562955E-6,2.505391E-9,1.375823E-8,4.51322E-11,2.0247E-6,1.492359E-8,8.323487E-12,1.845368E-12,1.973763E-7,2.90105E-6,0.01919022,3.715758E-6,0.007921682,8.643182E-7,2.483932E-15,7.44619E-14,5.724088E-9,1.782157E-9,2.994807E-11,1.168789E-9,0.0104179,0.01714913,9.178916,1.065562E-4,519485.1,519485.1
2.057629E-5,14.9984,-8.841866E7,1049.765,1049.765,0.001598181,1.0,0.9451391,2.67184E-5,1.585258E-5,2.302665E-6,2.238343E-6,1.296432E-5,8.831553E-10,1.881151E-7,3.537002E-5,2.486152E-6,7.161278E-10,1.940856E-6,4.219031E-8,6.923261E-7,3.218883E-6,5.064427E-5,8.388247E-6,2.623451E-6,3.554914E-8,2.561337E-6,2.303486E-6,7.407812E-12,4.64916E-7,4.013302E-14,8.771434E-11,4.167616E-11,1.265796E-9,2.035697E-8,1.624028E-6,2.681171E-9,1.480188E-8,4.850775E-11,2.109646E-6,1.619593E-8,9.030801E-12,2.007553E-12,2.035157E-7,3.020826E-6,0.01918941,3.8711E-6,0.007921598,8.995122E-7,2.897882E-15,8.419086E-14,6.168207E-9,1.862407E-9,3.307787E-11,1.272178E-9,0.01041732,0.01714854,9.178882,1.065564E-4,519483.1,519483.1
2.081293E-5,14.99839,-8.862055E7,1049.762,1049.762,0.001598181,1.0,0.9451371,2.731453E-5,1.598784E-5,2.359039E-6,2.260541E-6,1.323035E-5,9.145632E-10,1.935498E-7,3.597963E-5,2.523025E-6,7.458668E-10,1.981992E-6,4.341339E-8,7.030426E-7,3.228913E-6,5.144624E-5,8.501282E-6,2.677275E-6,3.65945E-8,2.602892E-6,2.353716E-6,7.780579E-12,4.746474E-7,4.297437E-14,9.149825E-11,4.307728E-11,1.303647E-9,2.087315E-8,1.656247E-6,2.775857E-9,1.536617E-8,5.033231E-11,2.154473E-6,1.688869E-8,9.416972E-12,2.096178E-12,2.067398E-7,3.084016E-6,0.01918899,3.953068E-6,0.007921554,9.180591E-7,3.136012E-15,8.965422E-14,6.409E-9,1.904837E-9,3.480682E-11,1.328536E-9,0.01041701,0.01714822,9.178863,1.065565E-4,519482.1,519482.1
2.138664E-5,14.99834,-8.909885E7,1049.754,1049.754,0.001598181,1.0,0.9451321,2.878069E-5,1.631019E-5,2.498228E-6,2.313506E-6,1.388392E-5,9.938151E-10,2.070835E-7,3.747103E-5,2.612431E-6,8.215164E-10,2.083081E-6,4.645935E-8,7.291811E-7,3.252834E-6,5.340598E-5,8.776431E-6,2.809821E-6,3.92083E-8,2.704285E-6,2.477347E-6,8.741447E-12,4.98557E-7,5.055536E-14,1.011426E-10,4.659728E-11,1.397901E-9,2.214945E-8,1.735403E-6,3.014188E-9,1.679271E-8,5.494343E-11,2.264635E-6,1.865424E-8,1.040471E-11,2.323066E-12,2.146197E-7,3.23926E-6,0.01918796,4.154491E-6,0.007921445,9.635666E-7,3.783682E-15,1.040932E-13,7.019723E-9,2.009346E-9,3.928935E-11,1.472359E-9,0.01041626,0.01714746,9.178819,1.065568E-4,519479.6,519479.6
2.230262E-5,14.99828,-8.982521E7,1049.741,1049.741,0.001598181,1.0,0.9451241,3.118101E-5,1.680883E-5,2.727648E-6,2.395597E-6,1.495197E-5,1.12963E-9,2.297292E-7,3.989045E-5,2.755062E-6,9.529907E-10,2.248351E-6,5.155668E-8,7.713622E-7,3.289895E-6,5.657877E-5,9.218857E-6,3.027366E-6,4.361314E-8,2.867945E-6,2.680041E-6,1.045071E-11,5.376332E-7,6.489083E-14,1.179618E-10,5.258251E-11,1.555598E-9,2.425868E-8,1.86477E-6,3.420754E-9,1.924467E-8,6.286601E-11,2.444744E-6,2.173236E-8,1.213938E-11,2.722059E-12,2.273806E-7,3.492944E-6,0.01918628,4.483762E-6,0.007921268,1.037752E-6,5.051014E-15,1.309407E-13,8.075695E-9,2.180912E-9,4.734843E-11,1.723665E-9,0.01041503,0.01714623,9.178747,1.065572E-4,519475.5,519475.5
2.278015E-5,14.99825,-9.01865E7,1049.735,1049.735,0.001598181,1.0,0.9451198,3.246056E-5,1.70611E-5,2.850683E-6,2.437189E-6,1.552045E-5,1.205092E-9,2.420384E-7,4.116993E-5,2.829287E-6,1.026943E-9,2.336348E-6,5.432762E-8,7.935655E-7,3.308672E-6,5.825368E-5,9.450976E-6,3.143639E-6,4.602901E-8,2.954076E-6,2.788248E-6,1.143219E-11,5.58433E-7,7.358026E-14,1.27451E-10,5.588461E-11,1.641302E-9,2.539264E-8,1.933641E-6,3.645681E-9,2.061021E-8,6.727736E-11,2.540645E-6,2.346826E-8,1.312501E-11,2.948968E-12,2.341186E-7,3.62796E-6,0.01918539,4.659063E-6,0.007921174,1.077144E-6,5.842813E-15,1.469739E-13,8.666991E-9,2.27261E-9,5.20216E-11,1.865662E-9,0.01041438,0.01714558,9.178709,1.065575E-4,519473.3,519473.3
2.297033E-5,14.99823,-9.032591E7,1049.732,1049.732,0.001598181,1.0,0.9451181,3.29755E-5,1.71601E-5,2.900337E-6,2.453521E-6,1.574905E-5,1.236068E-9,2.470377E-7,4.168295E-5,2.858809E-6,1.057473E-9,2.371743E-6,5.545307E-8,8.024488E-7,3.316045E-6,5.892468E-5,9.543696E-6,3.190491E-6,4.701007E-8,2.988527E-6,2.831827E-6,1.184137E-11,5.66798E-7,7.729773E-14,1.313742E-10,5.723551E-11,1.676107E-9,2.585082E-8,1.961341E-6,3.737815E-9,2.117129E-8,6.908989E-11,2.579219E-6,2.418576E-8,1.353401E-11,3.043155E-12,2.368182E-7,3.682255E-6,0.01918504,4.729569E-6,0.007921136,1.092967E-6,6.18653E-15,1.537845E-13,8.91059E-9,2.30956E-9,5.397923E-11,1.924406E-9,0.01041411,0.01714531,9.178693,1.065576E-4,519472.4,519472.4
2.40181E-5,14.99816,-9.106676E7,1049.717,1049.717,0.001598181,1.0,0.9451086,3.586462E-5,1.769109E-5,3.180296E-6,2.541193E-6,1.703011E-5,1.416166E-9,2.755436E-7,4.454294E-5,3.02096E-6,1.236792E-9,2.570141E-6,6.187087E-8,8.517845E-7,3.35564E-6,6.266E-5,1.00572E-5,3.454045E-6,5.264597E-8,3.179721E-6,3.076676E-6,1.428744E-11,6.136766E-7,1.005936E-13,1.544759E-10,6.504223E-11,1.87453E-9,2.843986E-8,2.116621E-6,4.271392E-9,2.443846E-8,7.964493E-11,2.795444E-6,2.840783E-8,1.595983E-11,3.601989E-12,2.518493E-7,3.986493E-6,0.01918306,5.124749E-6,0.007920926,1.181443E-6,8.399736E-15,1.959102E-13,1.033595E-8,2.517373E-9,6.578662E-11,2.270638E-9,0.01041265,0.01714386,9.178608,1.065581E-4,519467.6,519467.6
2.440761E-5,14.99814,-9.132953E7,1049.712,1049.712,0.001598181,1.0,0.945105,3.696069E-5,1.788231E-5,3.287089E-6,2.572792E-6,1.751549E-5,1.487288E-9,2.865545E-7,4.562038E-5,3.080974E-6,1.308393E-9,2.645335E-6,6.435005E-8,8.702925E-7,3.36992E-6,6.406492E-5,1.024921E-5,3.554353E-6,5.484846E-8,3.251363E-6,3.169725E-6,1.528327E-11,6.314393E-7,1.10577E-13,1.637263E-10,6.810433E-11,1.951156E-9,2.942998E-8,2.175482E-6,4.481159E-9,2.573056E-8,8.38201E-11,2.877394E-6,3.009688E-8,1.693954E-11,3.827722E-12,2.575038E-7,4.101754E-6,0.01918231,5.274508E-6,0.007920846,1.214879E-6,9.376365E-15,2.137098E-13,1.090274E-8,2.596436E-9,7.064189E-11,2.409394E-9,0.01041209,0.01714332,9.178576,1.065583E-4,519465.8,519465.8
2.463748E-5,14.99812,-9.148056E7,1049.708,1049.708,0.001598181,1.0,0.9451029,3.761303E-5,1.799362E-5,3.350792E-6,2.59119E-6,1.780421E-5,1.530344E-9,2.93157E-7,4.625978E-5,3.116313E-6,1.35194E-9,2.690068E-6,6.583673E-8,8.812567E-7,3.378237E-6,6.489809E-5,1.03628E-5,3.614134E-6,5.617099E-8,3.293778E-6,3.225145E-6,1.589392E-11,6.420056E-7,1.168345E-13,1.69359E-10,6.995281E-11,1.9971E-9,3.002124E-8,2.210503E-6,4.607903E-9,2.65132E-8,8.634941E-11,2.926148E-6,3.112487E-8,1.753843E-11,3.965708E-12,2.608574E-7,4.170313E-6,0.01918187,5.363596E-6,0.007920799,1.234745E-6,9.99629E-15,2.24799E-13,1.124686E-8,2.643549E-9,7.36322E-11,2.493909E-9,0.01041176,0.01714299,9.178557,1.065584E-4,519464.8,519464.8
2.475571E-5,14.99811,-9.155673E7,1049.707,1049.707,0.001598181,1.0,0.9451018,3.795012E-5,1.805042E-5,3.383751E-6,2.60058E-6,1.795336E-5,1.552806E-9,2.965831E-7,4.658966E-5,3.134464E-6,1.374716E-9,2.713178E-6,6.660818E-8,8.86908E-7,3.382483E-6,6.532779E-5,1.042131E-5,3.64505E-6,5.685842E-8,3.315631E-6,3.253796E-6,1.621476E-11,6.474642E-7,1.201626E-13,1.72307E-10,7.091559E-11,2.020939E-9,3.032734E-8,2.228597E-6,4.673951E-9,2.692159E-8,8.766937E-11,2.951336E-6,3.166272E-8,1.785257E-11,4.038083E-12,2.62587E-7,4.205729E-6,0.01918164,5.409621E-6,0.007920774,1.245001E-6,1.032833E-14,2.30677E-13,1.142666E-8,2.667912E-9,7.520717E-11,2.538146E-9,0.01041159,0.01714283,9.178547,1.065584E-4,519464.2,519464.2
2.494099E-5,14.9981,-9.167463E7,1049.704,1049.704,0.001598181,1.0,0.9451,3.848057E-5,1.813882E-5,3.435675E-6,2.615195E-6,1.818801E-5,1.588455E-9,3.019944E-7,4.710804E-5,3.162874E-6,1.410944E-9,2.749539E-6,6.782668E-8,8.95781E-7,3.389092E-6,6.60028E-5,1.05131E-5,3.693735E-6,5.794441E-8,3.34993E-6,3.298899E-6,1.672721E-11,6.560518E-7,1.255365E-13,1.769989E-10,7.244142E-11,2.058589E-9,3.080983E-8,2.257067E-6,4.778669E-9,2.756988E-8,8.976491E-11,2.990964E-6,3.251854E-8,1.835357E-11,4.153506E-12,2.653042E-7,4.261445E-6,0.01918129,5.48203E-6,0.007920736,1.261127E-6,1.086792E-14,2.401397E-13,1.171243E-8,2.706275E-9,7.772825E-11,2.608563E-9,0.01041133,0.01714256,9.178532,1.065585E-4,519463.3,519463.3
2.579618E-5,14.99804,-9.220451E7,1049.692,1049.692,0.001598181,1.0,0.945092,4.096168E-5,1.853747E-5,3.679406E-6,2.681122E-6,1.928464E-5,1.7599E-9,3.276087E-7,4.952186E-5,3.293405E-6,1.586454E-9,2.919501E-6,7.35947E-8,9.369846E-7,3.418928E-6,6.914265E-5,1.093841E-5,3.922024E-6,6.313143E-8,3.50899E-6,3.510143E-6,1.924321E-11,6.961883E-7,1.528853E-13,1.997733E-10,7.974546E-11,2.236771E-9,3.307878E-8,2.390184E-6,5.28063E-9,3.068953E-8,9.985262E-11,3.176203E-6,3.666832E-8,2.080234E-11,4.71751E-12,2.779448E-7,4.521817E-6,0.01917962,5.820479E-6,0.007920557,1.336347E-6,1.367257E-14,2.878192E-13,1.309294E-8,2.886091E-9,9.019679E-11,2.950443E-9,0.01041008,0.01714135,9.178461,1.065589E-4,519459.3,519459.3
2.591212E-5,14.99803,-9.227221E7,1049.69,1049.69,0.001598181,1.0,0.9450909,4.130214E-5,1.859034E-5,3.71296E-6,2.689866E-6,1.943501E-5,1.784033E-9,3.311619E-7,4.985175E-5,3.311019E-6,1.611321E-9,2.94281E-6,7.439489E-8,9.426019E-7,3.422888E-6,6.957135E-5,1.099628E-5,3.953421E-6,6.385232E-8,3.530644E-6,3.539167E-6,1.960403E-11,7.016921E-7,1.569348E-13,2.030058E-10,8.07693E-11,2.261484E-9,3.339167E-8,2.408445E-6,5.351075E-9,3.112887E-8,1.012738E-10,3.201608E-6,3.725673E-8,2.115219E-11,4.798061E-12,2.796709E-7,4.557517E-6,0.01917939,5.866892E-6,0.007920532,1.346642E-6,1.409569E-14,2.948169E-13,1.328805E-8,2.910815E-9,9.199679E-11,2.998975E-9,0.0104099,0.01714118,9.178451,1.06559E-4,519458.7,519458.7
2.615948E-5,14.99802,-9.241644E7,1049.687,1049.687,0.001598181,1.0,0.9450885,4.203184E-5,1.870218E-5,3.784961E-6,2.708366E-6,1.97572E-5,1.836258E-9,3.388081E-7,5.055773E-5,3.348529E-6,1.665267E-9,2.992757E-6,7.611685E-8,9.546119E-7,3.431268E-6,7.048847E-5,1.111989E-5,4.020776E-6,6.540956E-8,3.576915E-6,3.601402E-6,2.039034E-11,7.134851E-7,1.658681E-13,2.100227E-10,8.298134E-11,2.314661E-9,3.406351E-8,2.447581E-6,5.50334E-9,3.20797E-8,1.043502E-10,3.256044E-6,3.853344E-8,2.191357E-11,4.973336E-12,2.833636E-7,4.634007E-6,0.0191789,5.966342E-6,0.00792048,1.368685E-6,1.503586E-14,3.102017E-13,1.37109E-8,2.963847E-9,9.592944E-11,3.104329E-9,0.01040954,0.01714082,9.17843,1.065591E-4,519457.5,519457.5
2.658465E-5,14.99799,-9.266066E7,1049.681,1049.681,0.001598181,1.0,0.9450845,4.329606E-5,1.889151E-5,3.909972E-6,2.739682E-6,2.031515E-5,1.928316E-9,3.52151E-7,5.177766E-5,3.41277E-6,1.760774E-9,3.079262E-6,7.912183E-8,9.753314E-7,3.445463E-6,7.207225E-5,1.133285E-5,4.137669E-6,6.814002E-8,3.656653E-6,3.709325E-6,2.17939E-11,7.339082E-7,1.821664E-13,2.224604E-10,8.686959E-11,2.407444E-9,3.523133E-8,2.515377E-6,5.771182E-9,3.375609E-8,1.09776E-10,3.350325E-6,4.079457E-8,2.326953E-11,5.285383E-12,2.897409E-7,4.766462E-6,0.01917806,6.138576E-6,0.007920389,1.40681E-6,1.677362E-14,3.381006E-13,1.445826E-8,3.055856E-9,1.029816E-10,3.291073E-9,0.0104089,0.01714021,9.178394,1.065593E-4,519455.5,519455.5
2.674928E-5,14.99798,-9.275332E7,1049.678,1049.678,0.001598181,1.0,0.9450829,4.378896E-5,1.896383E-5,3.958802E-6,2.751646E-6,2.053261E-5,1.964752E-9,3.573856E-7,5.225222E-5,3.437563E-6,1.798716E-9,3.112979E-6,8.030074E-8,9.8338E-7,3.450889E-6,7.268801E-5,1.141547E-5,4.183316E-6,6.922007E-8,3.687597E-6,3.751437E-6,2.235545E-11,7.418679E-7,1.888108E-13,2.274066E-10,8.840474E-11,2.44384E-9,3.568794E-8,2.541808E-6,5.876995E-9,3.441966E-8,1.119244E-10,3.387074E-6,4.169307E-8,2.381102E-11,5.409955E-12,2.922204E-7,4.818082E-6,0.01917774,6.205704E-6,0.007920354,1.421651E-6,1.749002E-14,3.494152E-13,1.475472E-8,3.091775E-9,1.058143E-10,3.365333E-9,0.01040866,0.01713997,9.17838,1.065594E-4,519454.7,519454.7
2.690036E-5,14.99797,-9.283699E7,1049.676,1049.676,0.001598181,1.0,0.9450815,4.424294E-5,1.902972E-5,4.003819E-6,2.762545E-6,2.073286E-5,1.99858E-9,3.622227E-7,5.268879E-5,3.460273E-6,1.834013E-9,3.144029E-6,8.139016E-8,9.907788E-7,3.455834E-6,7.325431E-5,1.149137E-5,4.225391E-6,7.021881E-8,3.716026E-6,3.79024E-6,2.287982E-11,7.491977E-7,1.950781E-13,2.320105E-10,8.982819E-11,2.47747E-9,3.610914E-8,2.566151E-6,5.975141E-9,3.503578E-8,1.139195E-10,3.420914E-6,4.252903E-8,2.431618E-11,5.526147E-12,2.945009E-7,4.865614E-6,0.01917743,6.26752E-6,0.007920321,1.435309E-6,1.816983E-14,3.600578E-13,1.50303E-8,3.124879E-9,1.084653E-10,3.434451E-9,0.01040843,0.01713975,9.178367,1.065595E-4,519454.0,519454.0
2.730563E-5,14.99794,-9.305499E7,1049.67,1049.67,0.001598181,1.0,0.9450775,4.546848E-5,1.920419E-5,4.125551E-6,2.791406E-6,2.127321E-5,2.091195E-9,3.753555E-7,5.38649E-5,3.520987E-6,1.930982E-9,3.227824E-6,8.434802E-8,1.010685E-6,3.468933E-6,7.477917E-5,1.169536E-5,4.339126E-6,7.29297E-8,3.792433E-6,3.895072E-6,2.433E-11,7.68978E-7,2.127191E-13,2.446705E-10,9.371644E-11,2.568767E-9,3.724917E-8,2.631862E-6,6.243377E-9,3.672266E-8,1.193839E-10,3.512242E-6,4.482597E-8,2.571101E-11,5.846852E-12,3.006417E-7,4.993876E-6,0.01917662,6.434341E-6,0.007920234,1.472126E-6,2.010381E-14,3.898673E-13,1.578635E-8,3.214354E-9,1.158244E-10,3.624502E-9,0.01040781,0.01713916,9.178332,1.065597E-4,519452.0,519452.0
