Time_Soln#7 (sec),Volume_Soln#7 (cm3),Volumetric_heat_production_rate_Soln#7 (erg/cm3-sec),Surface_temperature_Soln#7 (K),Temperature_Soln#7 (K),Mass_Soln#7 (g),Pressure_Soln#7 (atm),Mole_fraction_H2_Soln#7 (),Mole_fraction_H_Soln#7 (),Mole_fraction_CH4_Soln#7 (),Mole_fraction_CH3_Soln#7 (),Mole_fraction_C2H6_Soln#7 (),Mole_fraction_C2H5_Soln#7 (),Mole_fraction_C2H4_Soln#7 (),Mole_fraction_C2H2_Soln#7 (),Mole_fraction_C3H8_Soln#7 (),Mole_fraction_C3H6_Soln#7 (),Mole_fraction_C3H5-A_Soln#7 (),Mole_fraction_C3H4-P_Soln#7 (),Mole_fraction_C3H4-A_Soln#7 (),Mole_fraction_NC4H10_Soln#7 (),Mole_fraction_IC4H10_Soln#7 (),Mole_fraction_IC4H9_Soln#7 (),Mole_fraction_TC4H9_Soln#7 (),Mole_fraction_IC4H8_Soln#7 (),Mole_fraction_IC4H7_Soln#7 (),Mole_fraction_C4H8-1_Soln#7 (),Mole_fraction_C4H8-2_Soln#7 (),Mole_fraction_C4H71-3_Soln#7 (),Mole_fraction_C4H6_Soln#7 (),Mole_fraction_C4H4_Soln#7 (),Mole_fraction_C4H2_Soln#7 (),Mole_fraction_C6H6_Soln#7 (),Mole_fraction_FULVENE_Soln#7 (),Mole_fraction_C5H6_Soln#7 (),Mole_fraction_MCPTD_Soln#7 (),Mole_fraction_C10H8_Soln#7 (),Mole_fraction_NEOC5H12_Soln#7 (),Mole_fraction_NC5H10_Soln#7 (),Mole_fraction_B1M2_Soln#7 (),Mole_fraction_B1M3_Soln#7 (),Mole_fraction_B2M2_Soln#7 (),Mole_fraction_LC5H8_Soln#7 (),Mole_fraction_CYC6H10_Soln#7 (),Mole_fraction_NC6H12_Soln#7 (),Mole_fraction_NC7H14_Soln#7 (),Mole_fraction_IC8H16_Soln#7 (),Mole_fraction_DIMEPTD_Soln#7 (),Mole_fraction_C7H8_Soln#7 (),Mole_fraction_C7H7_Soln#7 (),Mole_fraction_C6H5C2H_Soln#7 (),Mole_fraction_C6H5C2H3_Soln#7 (),Mole_fraction_C6H5C2H5_Soln#7 (),Mole_fraction_INDENE_Soln#7 (),Mole_fraction_C12H8_Soln#7 (),Mole_fraction_NC10H20_Soln#7 (),Mole_fraction_IC12H26_Soln#7 (),Molecular_weight_Soln#7 (g/mole),Mass_density_Soln#7 (g/cm3),Unburned_hydrocarbons_Soln#7 (ppm),Volatile_organic_compounds_Soln#7 (ppm)
0.001715119,15.21302,-4678008.0,1189.571,1189.571,0.001290839,1.0,0.8263856,1.05716E-6,0.05268511,2.599381E-5,0.005006368,1.79338E-6,0.02760398,0.001389304,7.401904E-4,0.02967717,6.303466E-5,0.001446965,0.002570181,6.600677E-5,2.98545E-4,9.319269E-8,3.787298E-7,0.03095094,5.875421E-4,0.00229587,2.683201E-4,5.652232E-6,0.004104241,5.480114E-4,2.624007E-6,0.001289655,1.868382E-5,4.858225E-4,8.605803E-5,2.443591E-6,8.638965E-5,3.690434E-4,3.029973E-4,5.564723E-5,4.788234E-5,0.001336942,4.239107E-5,5.131268E-5,4.224552E-4,6.169366E-4,0.001138746,0.006070266,3.259493E-5,1.131504E-6,4.428012E-5,3.06801E-4,6.307103E-6,2.309756E-6,2.708077E-4,3.125289E-5,8.282566,8.48509E-5,468755.7,468755.7
0.001883024,15.22108,-2891097.0,1189.45,1189.45,0.001290839,1.0,0.8251232,9.809863E-7,0.05364044,2.379561E-5,0.005017118,1.660726E-6,0.02823805,0.001444083,7.407127E-4,0.02964487,6.296122E-5,0.001496885,0.002572458,6.469673E-5,2.916719E-4,7.784545E-8,3.162665E-7,0.03085533,5.295625E-4,0.002248585,2.677156E-4,5.248643E-6,0.004146982,5.694605E-4,2.804722E-6,0.001323488,2.018111E-5,5.195058E-4,8.200404E-5,2.761662E-6,8.412789E-5,3.467508E-4,2.912171E-4,5.112531E-5,4.858871E-5,0.001320672,4.163274E-5,4.88536E-5,3.960501E-4,4.923753E-4,0.001085138,0.006052694,3.126496E-5,1.261312E-6,4.660212E-5,3.051821E-4,6.770414E-6,2.601682E-6,2.319998E-4,2.07162E-5,8.277334,8.480595E-5,468459.6,468459.6
0.002,15.22634,-1916900.0,1189.396,1189.396,0.001290839,1.0,0.8243208,9.359854E-7,0.05425843,2.250909E-5,0.005023739,1.581005E-6,0.02865032,0.001480406,7.409191E-4,0.02961588,6.284142E-5,0.001529444,0.002571508,6.381957E-5,2.870213E-4,6.933023E-8,2.814648E-7,0.03077649,4.949588E-4,0.002215296,2.67131E-4,5.003484E-6,0.004173398,5.833529E-4,2.927222E-6,0.001345487,2.12193E-5,5.421972E-4,7.918567E-5,2.987949E-6,8.26136E-5,3.320495E-4,2.834973E-4,4.821656E-5,4.901954E-5,0.001309218,4.098834E-5,4.719552E-5,3.78949E-4,4.212797E-4,0.001050132,0.006041649,3.043383E-5,1.352859E-6,4.816091E-5,3.038378E-4,7.085621E-6,2.801837E-6,2.088168E-4,1.558159E-5,8.274102,8.477669E-5,468276.7,468276.7
0.002227437,15.23585,-469974.5,1189.345,1189.345,0.001290839,1.0,0.8229061,8.633118E-7,0.05536877,2.045034E-5,0.005034964,1.449723E-6,0.02939428,0.001547422,7.410333E-4,0.02954868,6.246597E-5,0.001588302,0.002565075,6.218696E-5,2.782983E-4,5.65114E-8,2.288786E-7,0.03060277,4.38825E-4,0.002150272,2.656846E-4,4.595427E-6,0.004218099,6.082615E-4,3.158701E-6,0.001385189,2.322653E-5,5.845501E-4,7.385911E-5,3.435376E-6,7.979596E-5,3.052896E-4,2.695392E-4,4.307137E-5,4.974091E-5,0.001286838,3.955031E-5,4.409921E-5,3.483406E-4,3.117557E-4,9.869052E-4,0.00602243,2.901099E-5,1.532752E-6,5.106936E-5,3.00839E-4,7.682649E-6,3.181406E-6,1.709676E-4,8.980492E-6,8.268585,8.472376E-5,467964.4,467964.4
0.002238561,15.23629,-410983.2,1189.344,1189.344,0.001290839,1.0,0.8228411,8.601827E-7,0.05542038,2.036222E-5,0.005035465,1.443991E-6,0.02942894,0.001550591,7.410307E-4,0.0295451,6.244323E-5,0.001591046,0.002564631,6.210935E-5,2.778821E-4,5.598671E-8,2.267212E-7,0.03059373,4.36408E-4,0.002147091,2.656047E-4,4.577484E-6,0.004220084,6.094161E-4,3.169823E-6,0.001387039,2.33243E-5,5.865633E-4,7.360604E-5,3.457439E-6,7.966207E-5,3.040397E-4,2.688899E-4,4.283577E-5,4.977277E-5,0.001285743,3.947539E-5,4.395202E-5,3.46925E-4,3.072167E-4,9.839626E-4,0.006021555,2.89473E-5,1.541599E-6,5.120778E-5,3.006816E-4,7.711357E-6,3.199614E-6,1.693268E-4,8.742314E-6,8.268337,8.472129E-5,467950.4,467950.4
0.00224665,15.23662,-368964.8,1189.343,1189.343,0.001290839,1.0,0.8227941,8.579298E-7,0.05545777,2.029878E-5,0.005035826,1.439858E-6,0.02945405,0.001552891,7.410283E-4,0.02954248,6.242645E-5,0.001593033,0.002564302,6.205305E-5,2.775802E-4,5.561037E-8,2.251736E-7,0.03058714,4.346679E-4,0.002144778,2.655461E-4,4.564544E-6,0.004221516,6.102522E-4,3.1779E-6,0.00138838,2.339537E-5,5.880239E-4,7.342252E-5,3.47349E-6,7.956493E-5,3.031342E-4,2.684196E-4,4.266534E-5,4.979576E-5,0.001284946,3.94207E-5,4.384524E-5,3.459001E-4,3.039587E-4,9.818312E-4,0.006020923,2.890131E-5,1.548035E-6,5.130823E-5,3.005666E-4,7.732204E-6,3.212832E-6,1.681448E-4,8.57314E-6,8.268158,8.47195E-5,467940.3,467940.3
0.002294263,15.23849,-130353.5,1189.341,1189.341,0.001290839,1.0,0.8225213,8.45038E-7,0.05567541,1.993622E-5,0.005037908,1.416142E-6,0.0296003,0.001566325,7.410073E-4,0.02952685,6.232374E-5,0.001604606,0.002562257,6.172371E-5,2.758131E-4,5.348048E-8,2.164113E-7,0.03054787,4.24717E-4,0.002131171,2.651931E-4,4.490166E-6,0.004229762,6.151153E-4,3.225259E-6,0.001396186,2.381324E-5,5.965636E-4,7.235128E-5,3.568082E-6,7.899686E-5,2.978615E-4,2.656831E-4,4.167733E-5,4.992805E-5,0.00128026,3.90955E-5,4.322096E-5,3.399432E-4,2.85486E-4,9.694252E-4,0.00601726,2.8636E-5,1.585949E-6,5.189582E-5,2.998805E-4,7.854448E-6,3.290254E-6,1.613729E-4,7.642189E-6,8.267124,8.470907E-5,467881.8,467881.8
0.002308043,15.23903,-64378.8,1189.341,1189.341,0.001290839,1.0,0.8224435,8.414199E-7,0.05573766,1.983461E-5,0.005038497,1.409464E-6,0.02964215,0.001570183,7.40999E-4,0.02952226,6.229277E-5,0.001607917,0.002561631,6.162905E-5,2.753049E-4,5.289006E-8,2.139813E-7,0.03053638,4.21927E-4,0.002127235,2.650884E-4,4.46919E-6,0.004232091,6.165048E-4,3.238911E-6,0.00139842,2.393405E-5,5.990173E-4,7.204414E-5,3.595494E-6,7.883359E-5,2.963533E-4,2.649009E-4,4.139609E-5,4.99654E-5,0.001278904,3.90004E-5,4.30416E-5,3.382426E-4,2.803559E-4,9.658781E-4,0.006016217,2.856089E-5,1.596934E-6,5.206476E-5,2.996791E-4,7.889686E-6,3.312541E-6,1.594702E-4,7.392208E-6,8.266831,8.470609E-5,467865.2,467865.2
0.002354299,15.24081,148420.2,1189.341,1189.341,0.001290839,1.0,0.822186,8.296381E-7,0.05594424,1.950401E-5,0.005040431,1.387642E-6,0.02978106,0.001583035,7.409641E-4,0.02950661,6.218487E-5,0.001618905,0.002559429,6.131338E-5,2.736098E-4,5.098946E-8,2.061557E-7,0.0304974,4.128474E-4,0.002114034,2.647288E-4,4.40054E-6,0.004239727,6.211111E-4,3.284556E-6,0.001405836,2.433904E-5,6.071942E-4,7.102314E-5,3.6876E-6,7.828926E-5,2.913493E-4,2.623076E-4,4.046737E-5,5.008777E-5,0.001274354,3.867836E-5,4.244398E-5,3.326105E-4,2.638161E-4,9.541121E-4,0.006012775,2.831418E-5,1.633833E-6,5.262815E-5,2.989945E-4,8.007496E-6,3.386943E-6,1.53265E-4,6.611906E-6,8.265865,8.469617E-5,467810.5,467810.6
0.002613979,15.25036,1125306.0,1189.375,1189.375,0.001290839,1.0,0.8208344,7.724666E-7,0.05704335,1.79071E-5,0.005050178,1.280039E-6,0.03052105,0.001652691,7.405919E-4,0.02941346,6.147827E-5,0.001677321,0.002544579,5.959674E-5,2.643859E-4,4.227296E-8,1.702106E-7,0.03026951,3.690902E-4,0.002040369,2.625009E-4,4.059612E-6,0.004277798,6.454736E-4,3.536304E-6,0.001445358,2.659728E-5,6.514683E-4,6.559451E-5,4.206031E-6,7.533209E-5,2.64854E-4,2.486057E-4,3.566199E-5,5.069857E-5,0.001248913,3.681788E-5,3.9212E-5,3.030029E-4,1.877258E-4,8.917765E-4,0.005994888,2.706938E-5,1.841504E-6,5.569241E-5,2.949408E-4,8.656508E-6,3.792855E-6,1.230196E-4,3.537978E-6,8.260923,8.464314E-5,467530.8,467530.8
0.002624674,15.25074,1159074.0,1189.377,1189.377,0.001290839,1.0,0.8207818,7.703992E-7,0.05708662,1.784955E-5,0.005050543,1.27609E-6,0.0305502,0.001655478,7.405709E-4,0.02940946,6.14459E-5,0.001679616,0.002543892,5.952792E-5,2.640163E-4,4.197414E-8,1.689769E-7,0.03025986,3.675211E-4,0.002037356,2.624022E-4,4.047015E-6,0.004279206,6.464272E-4,3.546526E-6,0.001446916,2.668966E-5,6.53234E-4,6.538245E-5,4.227389E-6,7.521368E-5,2.638188E-4,2.480707E-4,3.547806E-5,5.072122E-5,0.00124787,3.674023E-5,3.908331E-5,3.018519E-4,1.851199E-4,8.893356E-4,0.005994198,2.702278E-5,1.850064E-6,5.58152E-5,2.947674E-4,8.682817E-6,3.809139E-6,1.219227E-4,3.448126E-6,8.260735,8.464105E-5,467520.2,467520.2
0.00264472,15.25144,1220732.0,1189.382,1189.382,0.001290839,1.0,0.8206838,7.665796E-7,0.05716735,1.774325E-5,0.005051219,1.268779E-6,0.03060459,0.001660683,7.405303E-4,0.02940194,6.138461E-5,0.001683896,0.00254259,5.939932E-5,2.633257E-4,4.142523E-8,1.667105E-7,0.03024174,3.646254E-4,0.002031715,2.622158E-4,4.02369E-6,0.004281811,6.482047E-4,3.565656E-6,0.001449822,2.686267E-5,6.565315E-4,6.498752E-5,4.267414E-6,7.499243E-5,2.618902E-4,2.470742E-4,3.51362E-5,5.07632E-5,0.001245916,3.659464E-5,3.884305E-5,2.997084E-4,1.803357E-4,8.847862E-4,0.005992914,2.693638E-5,1.86611E-6,5.604465E-5,2.944411E-4,8.732042E-6,3.839565E-6,1.198958E-4,3.285948E-6,8.260385,8.463714E-5,467500.4,467500.4
0.002841809,15.25818,1755750.0,1189.439,1189.439,0.001290839,1.0,0.8197579,7.32464E-7,0.05793617,1.679539E-5,0.005057394,1.202783E-6,0.03112249,0.001710815,7.400611E-4,0.02932623,6.074308E-5,0.001724527,0.002528984,5.815993E-5,2.5668E-4,3.670768E-8,1.472228E-7,0.03006118,3.389812E-4,0.001976663,2.602945E-4,3.812097E-6,0.004305341,6.650485E-4,3.751938E-6,0.001477513,2.855301E-5,6.881437E-4,6.127783E-5,4.660203E-6,7.286255E-5,2.437049E-4,2.37669E-4,3.196174E-5,5.11446E-5,0.001226793,3.516541E-5,3.654456E-5,2.795396E-4,1.394429E-4,8.417298E-4,0.005980857,2.614644E-5,2.023756E-6,5.825401E-5,2.911603E-4,9.210442E-6,4.132336E-6,1.017925E-4,2.045821E-6,8.257136,8.459977E-5,467316.5,467316.5
0.002852081,15.25852,1780378.0,1189.442,1189.442,0.001290839,1.0,0.8197114,7.308433E-7,0.05797508,1.675042E-5,0.005057694,1.199614E-6,0.03114869,0.001713379,7.400334E-4,0.02932221,6.070789E-5,0.001726576,0.00252824,5.809652E-5,2.563407E-4,3.649212E-8,1.463321E-7,0.03005167,3.377742E-4,0.001973816,2.601902E-4,3.80189E-6,0.004306469,6.658967E-4,3.761564E-6,0.001478915,2.864053E-5,6.897518E-4,6.109308E-5,4.680623E-6,7.275373E-5,2.427949E-4,2.371976E-4,3.180522E-5,5.116301E-5,0.001225801,3.509133E-5,3.642791E-5,2.785317E-4,1.375888E-4,8.395656E-4,0.005980255,2.610806E-5,2.031963E-6,5.83669E-5,2.909861E-4,9.235109E-6,4.147278E-6,1.009333E-4,1.99593E-6,8.256975,8.459787E-5,467307.4,467307.4
0.002860648,15.25881,1800766.0,1189.445,1189.445,0.001290839,1.0,0.8196727,7.29504E-7,0.05800745,1.671322E-5,0.005057943,1.196991E-6,0.03117049,0.001715513,7.4001E-4,0.02931884,6.067842E-5,0.001728279,0.002527617,5.804373E-5,2.560582E-4,3.631448E-8,1.45598E-7,0.03004373,3.367769E-4,0.001971443,2.601029E-4,3.793437E-6,0.004307402,6.666019E-4,3.769586E-6,0.001480081,2.871349E-5,6.910901E-4,6.093965E-5,4.69765E-6,7.266313E-5,2.420387E-4,2.368059E-4,3.167535E-5,5.117827E-5,0.001224974,3.50296E-5,3.633087E-5,2.776943E-4,1.36062E-4,8.377665E-4,0.005979754,2.607625E-5,2.038806E-6,5.846089E-5,2.908406E-4,9.255664E-6,4.159717E-6,1.002228E-4,1.955282E-6,8.256842,8.459629E-5,467299.8,467299.9
0.003,15.26336,2105764.0,1189.498,1189.498,0.001290839,1.0,0.8190588,7.090169E-7,0.05852393,1.614487E-5,0.005061789,1.15661E-6,0.03151819,0.001749807,7.396018E-4,0.02926353,6.018508E-5,0.001755375,0.002517224,5.719573E-5,2.515273E-4,3.366731E-8,1.346585E-7,0.02991401,3.216386E-4,0.001933093,2.586458E-4,3.662876E-6,0.00432171,6.778164E-4,3.899386E-6,0.001498692,2.989426E-5,7.124951E-4,5.852475E-5,4.973954E-6,7.120922E-5,2.300867E-4,2.306031E-4,2.964295E-5,5.141374E-5,0.001211571,3.403341E-5,3.478207E-5,2.64461E-4,1.134814E-4,8.09216E-4,0.005971843,2.558301E-5,2.149972E-6,5.996921E-5,2.884483E-4,9.58763E-6,4.359065E-6,8.938125E-5,1.398693E-6,8.254746,8.457106E-5,467181.2,467181.3
0.00362278,15.28224,3042670.0,1189.815,1189.815,0.001290839,1.0,0.8165953,6.407774E-7,0.06064269,1.424664E-5,0.005075202,1.017791E-6,0.03294003,0.001894879,7.372395E-4,0.02900576,5.777005E-5,0.00186411,0.002467427,5.362391E-5,2.326484E-4,2.585273E-8,1.023928E-7,0.02933009,2.731279E-4,0.001768133,2.514181E-4,3.206167E-6,0.004368449,7.23032E-4,4.467306E-6,0.001575011,3.501347E-5,8.004518E-4,4.943557E-5,6.189068E-6,6.51224E-5,1.8401E-4,2.063023E-4,2.217249E-5,5.222415E-5,0.001152902,2.988424E-5,2.852105E-5,2.131906E-4,5.049946E-5,6.960397E-4,0.005940614,2.383201E-5,2.641502E-6,6.62779E-5,2.773698E-4,1.102401E-5,5.185486E-6,5.401404E-5,3.121316E-7,8.246742,8.446655E-5,466728.2,466728.2
0.003627613,15.28238,3047891.0,1189.818,1189.818,0.001290839,1.0,0.8165776,6.403614E-7,0.06065813,1.423499E-5,0.005075286,1.016922E-6,0.03295035,0.001895962,7.372183E-4,0.02900371,5.775058E-5,0.001864885,0.002467032,5.359743E-5,2.3251E-4,2.581015E-8,1.022173E-7,0.02932558,2.728435E-4,0.001766898,2.513582E-4,3.203258E-6,0.004368718,7.233571E-4,4.471655E-6,0.001575566,3.505208E-5,8.010895E-4,4.937471E-5,6.198357E-6,6.507754E-5,1.836952E-4,2.061328E-4,2.212347E-5,5.222915E-5,0.001152455,2.985446E-5,2.847651E-5,2.12837E-4,5.018322E-5,6.952423E-4,0.005940393,2.382076E-5,2.645274E-6,6.632434E-5,2.772824E-4,1.10349E-5,5.191518E-6,5.380538E-5,3.085103E-7,8.246687,8.446578E-5,466725.1,466725.1
0.00367253,15.28367,3096228.0,1189.845,1189.845,0.001290839,1.0,0.8164143,6.365601E-7,0.06080106,1.412848E-5,0.00507605,1.008974E-6,0.0330459,0.001905993,7.370193E-4,0.02898463,5.756942E-5,0.001872038,0.002463361,5.335216E-5,2.312287E-4,2.542421E-8,1.006272E-7,0.02928368,2.702527E-4,0.001755458,2.507988E-4,3.176601E-6,0.004371153,7.263621E-4,4.512051E-6,0.00158071,3.541007E-5,8.069849E-4,4.881543E-5,6.284589E-6,6.466227E-5,1.807983E-4,2.045707E-4,2.167369E-5,5.227479E-5,0.001148307,2.95797E-5,2.806543E-5,2.095807E-4,4.733749E-5,6.878847E-4,0.005938349,2.371754E-5,2.680306E-6,6.67542E-5,2.764688E-4,1.11359E-5,5.247319E-6,5.190559E-5,2.768026E-7,8.246178,8.445867E-5,466696.3,466696.3
0.003711217,15.28477,3136413.0,1189.868,1189.868,0.001290839,1.0,0.8162749,6.333783E-7,0.06092328,1.403924E-5,0.00507669,1.002303E-6,0.03312756,0.001914593,7.368454E-4,0.02896816,5.741312E-5,0.001878135,0.002460201,5.31421E-5,2.301331E-4,2.510531E-8,9.931373E-8,0.02924765,2.680946E-4,0.001745655,2.503136E-4,3.154172E-6,0.004373163,7.289275E-4,4.546799E-6,0.001585108,3.571713E-5,8.120191E-4,4.834269E-5,6.358708E-6,6.430692E-5,1.783447E-4,2.032432E-4,2.129456E-5,5.231293E-5,0.001144743,2.934589E-5,2.77155E-5,2.068179E-4,4.501561E-5,6.816238E-4,0.005936606,2.363063E-5,2.710429E-6,6.712198E-5,2.757672E-4,1.122266E-5,5.295009E-6,5.032453E-5,2.521004E-7,8.245746,8.445258E-5,466671.9,466671.9
0.004,15.29281,3397441.0,1190.052,1190.052,0.001290839,1.0,0.8152685,6.120216E-7,0.06181164,1.343699E-5,0.005080964,9.571323E-7,0.03371984,0.001977733,7.354753E-4,0.02884413,5.624455E-5,0.001921835,0.002436728,5.160729E-5,2.22178E-4,2.306476E-8,9.092033E-8,0.02898052,2.538693E-4,0.001674015,2.465997E-4,3.000762E-6,0.004385807,7.474604E-4,4.805093E-6,0.001617059,3.79713E-5,8.483759E-4,4.505809E-5,6.907653E-6,6.171974E-5,1.611871E-4,1.938288E-4,1.869129E-5,5.256593E-5,0.001118405,2.768477E-5,2.522113E-5,1.873576E-4,3.091864E-5,6.370012E-4,0.005924077,2.303451E-5,2.933837E-6,6.979807E-5,2.705141E-4,1.186365E-5,5.640599E-6,3.997786E-5,1.252911E-7,8.242682,8.440817E-5,466498.5,466498.5
0.004286075,15.30051,3601146.0,1190.247,1190.247,0.001290839,1.0,0.8143234,5.943067E-7,0.06265471,1.293185E-5,0.005084415,9.191928E-7,0.03427978,0.002038638,7.340048E-4,0.0287197,5.509687E-5,0.001962237,0.002413896,5.01409E-5,2.146634E-4,2.150532E-8,8.452298E-8,0.02871971,2.42428E-4,0.001605774,2.427832E-4,2.869344E-6,0.004394627,7.648728E-4,5.059532E-6,0.001647356,4.01369E-5,8.824139E-4,4.218068E-5,7.444306E-6,5.926421E-5,1.460571E-4,1.852873E-4,1.646643E-5,5.276695E-5,0.001092781,2.618484E-5,2.294699E-5,1.699388E-4,2.129924E-5,5.961733E-4,0.005912386,2.252156E-5,3.152608E-6,7.233579E-5,2.65301E-4,1.248823E-5,5.966156E-6,3.185909E-5,6.250661E-8,8.239888,8.436574E-5,466340.4,466340.4
0.00429809,15.30082,3608656.0,1190.255,1190.255,0.001290839,1.0,0.8142848,5.936266E-7,0.0626894,1.291226E-5,0.005084545,9.177253E-7,0.03430277,0.002041164,7.339408E-4,0.02871445,5.50491E-5,0.001963876,0.002412949,5.008042E-5,2.143553E-4,2.144772E-8,8.428706E-8,0.02870885,2.419942E-4,0.001602969,2.426204E-4,2.864206E-6,0.004394924,7.655858E-4,5.070196E-6,0.001648602,4.022637E-5,8.838033E-4,4.206709E-5,7.4667E-6,5.91633E-5,1.454593E-4,1.849441E-4,1.637993E-5,5.277441E-5,0.001091715,2.612494E-5,2.285559E-5,1.692446E-4,2.096812E-5,5.945264E-4,0.005911908,2.250145E-5,3.161741E-6,7.244005E-5,2.650822E-4,1.251425E-5,5.979489E-6,3.155731E-5,6.070361E-8,8.239776,8.436399E-5,466334.0,466334.0
0.004354998,15.30232,3643473.0,1190.296,1190.296,0.001290839,1.0,0.8141025,5.904591E-7,0.06285295,1.282118E-5,0.005085144,9.109029E-7,0.03441113,0.002053093,7.336352E-4,0.02868952,5.482348E-5,0.001971576,0.002408482,4.979514E-5,2.129043E-4,2.118234E-8,8.32004E-8,0.02865751,2.399853E-4,0.001589745,2.418465E-4,2.840243E-6,0.004396258,7.689437E-4,5.120682E-6,0.001654477,4.064848E-5,8.903414E-4,4.153651E-5,7.572611E-6,5.868772E-5,1.426678E-4,1.833354E-4,1.597736E-5,5.280875E-5,0.001086677,2.584459E-5,2.242712E-5,1.659958E-4,1.946821E-5,5.867977E-4,0.005909661,2.240766E-5,3.204941E-6,7.293136E-5,2.640462E-4,1.263731E-5,6.042282E-6,3.01669E-5,5.284333E-8,8.239246,8.435573E-5,466304.0,466304.0
0.004387919,15.30318,3662993.0,1190.319,1190.319,0.001290839,1.0,0.8139979,5.886712E-7,0.06294702,1.276968E-5,0.005085478,9.070492E-7,0.03447342,0.00205997,7.334566E-4,0.02867508,5.469343E-5,0.001975985,0.00240591,4.963098E-5,2.120708E-4,2.103423E-8,8.259418E-8,0.02862788,2.38856E-4,0.001582146,2.41397E-4,2.826658E-6,0.004396974,7.708723E-4,5.149873E-6,0.001657855,4.089144E-5,8.940921E-4,4.123502E-5,7.633766E-6,5.841437E-5,1.410822E-4,1.824168E-4,1.574974E-5,5.282787E-5,0.001083771,2.568489E-5,2.218253E-5,1.641453E-4,1.864966E-5,5.823796E-4,0.005908371,2.235445E-5,3.229887E-6,7.321374E-5,2.634471E-4,1.270833E-5,6.078342E-6,2.939096E-5,4.876622E-8,8.238944,8.435097E-5,466286.9,466286.9
0.004395703,15.30339,3667568.0,1190.325,1190.325,0.001290839,1.0,0.8139732,5.882538E-7,0.0629692,1.275762E-5,0.005085556,9.061473E-7,0.0344881,0.002061593,7.334142E-4,0.02867167,5.466273E-5,0.001977023,0.002405304,4.959226E-5,2.118743E-4,2.099977E-8,8.245317E-8,0.02862089,2.385924E-4,0.001580354,2.412906E-4,2.823474E-6,0.004397137,7.713269E-4,5.156774E-6,0.001658652,4.094875E-5,8.949756E-4,4.116431E-5,7.648214E-6,5.834992E-5,1.407104E-4,1.822008E-4,1.569648E-5,5.283231E-5,0.001083085,2.56474E-5,2.212505E-5,1.637109E-4,1.846117E-5,5.813405E-4,0.005908067,2.234198E-5,3.23578E-6,7.328032E-5,2.633055E-4,1.272511E-5,6.08684E-6,2.921046E-5,4.784881E-8,8.238872,8.434985E-5,466282.9,466282.9
0.004565953,15.3078,3759676.0,1190.448,1190.448,0.001290839,1.0,0.8134411,5.795305E-7,0.06344902,1.250493E-5,0.005087148,8.87307E-7,0.03480537,0.002096858,7.324696E-4,0.02859672,5.399677E-5,0.001999274,0.002392162,4.87541E-5,2.076376E-4,2.029541E-8,7.957319E-8,0.02846871,2.331318E-4,0.001541683,2.389444E-4,2.756488E-6,0.004400165,7.81133E-4,5.307583E-6,0.001675883,4.218971E-5,9.139868E-4,3.967027E-5,7.9631E-6,5.695805E-5,1.328679E-4,1.775968E-4,1.45828E-5,5.292205E-5,0.001068165,2.485215E-5,2.090079E-5,1.544951E-4,1.478088E-5,5.591367E-4,0.005901518,2.207914E-5,3.364233E-6,7.4718E-5,2.60212E-4,1.309049E-5,6.270084E-6,2.553081E-5,3.156597E-8,8.237348,8.432552E-5,466196.6,466196.6
0.004801137,15.31378,3868397.0,1190.622,1190.622,0.001290839,1.0,0.8127277,5.686536E-7,0.06409602,1.218678E-5,0.005089018,8.637878E-7,0.03523208,0.002144861,7.311127E-4,0.02849256,5.309593E-5,0.002028672,0.002374446,4.762285E-5,2.019664E-4,1.945545E-8,7.614514E-8,0.02826115,2.26426E-4,0.001489875,2.35656E-4,2.671429E-6,0.004402744,7.942798E-4,5.515626E-6,0.001699111,4.386446E-5,9.393078E-4,3.775873E-5,8.394781E-6,5.50893E-5,1.228964E-4,1.715889E-4,1.319443E-5,5.302414E-5,0.001047828,2.382883E-5,1.93101E-5,1.4262E-4,1.086616E-5,5.300286E-4,0.005892754,2.174421E-5,3.540291E-6,7.664827E-5,2.559547E-4,1.359059E-5,6.515349E-6,2.120239E-5,1.773555E-8,8.23534,8.429259E-5,466083.0,466083.0
0.004807867,15.31395,3871227.0,1190.627,1190.627,0.001290839,1.0,0.8127076,5.683632E-7,0.06411428,1.217813E-5,0.005089066,8.631546E-7,0.03524411,0.002146223,7.31073E-4,0.02848957,5.307051E-5,0.002029491,0.002373947,4.759092E-5,2.018071E-4,1.943345E-8,7.605545E-8,0.02825525,2.262466E-4,0.001488419,2.355612E-4,2.669113E-6,0.004402792,7.946496E-4,5.521576E-6,0.001699766,4.391172E-5,9.40017E-4,3.770643E-5,8.407081E-6,5.503671E-5,1.22625E-4,1.714227E-4,1.315708E-5,5.302671E-5,0.001047251,2.380078E-5,1.926625E-5,1.422941E-4,1.077083E-5,5.292211E-4,0.005892508,2.173506E-5,3.545306E-6,7.670259E-5,2.558332E-4,1.360482E-5,6.52224E-6,2.109006E-5,1.744488E-8,8.235284,8.429166E-5,466079.8,466079.8
