Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_H_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_CH3_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H5_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C3H8_Soln#8 (),Mole_fraction_C3H6_Soln#8 (),Mole_fraction_C3H5-A_Soln#8 (),Mole_fraction_C3H4-P_Soln#8 (),Mole_fraction_C3H4-A_Soln#8 (),Mole_fraction_NC4H10_Soln#8 (),Mole_fraction_IC4H10_Soln#8 (),Mole_fraction_IC4H9_Soln#8 (),Mole_fraction_TC4H9_Soln#8 (),Mole_fraction_IC4H8_Soln#8 (),Mole_fraction_IC4H7_Soln#8 (),Mole_fraction_C4H8-1_Soln#8 (),Mole_fraction_C4H8-2_Soln#8 (),Mole_fraction_C4H71-3_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C4H4_Soln#8 (),Mole_fraction_C4H2_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_FULVENE_Soln#8 (),Mole_fraction_C5H6_Soln#8 (),Mole_fraction_C5H5_Soln#8 (),Mole_fraction_MCPTD_Soln#8 (),Mole_fraction_C10H8_Soln#8 (),Mole_fraction_NEOC5H12_Soln#8 (),Mole_fraction_NC5H10_Soln#8 (),Mole_fraction_B1M2_Soln#8 (),Mole_fraction_B1M3_Soln#8 (),Mole_fraction_B2M2_Soln#8 (),Mole_fraction_LC5H8_Soln#8 (),Mole_fraction_CYC6H10_Soln#8 (),Mole_fraction_NC6H12_Soln#8 (),Mole_fraction_NC7H14_Soln#8 (),Mole_fraction_IC8H16_Soln#8 (),Mole_fraction_DIMEPTD_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_XYLENE_Soln#8 (),Mole_fraction_INDENE_Soln#8 (),Mole_fraction_NC10H20_Soln#8 (),Mole_fraction_IC12H26_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
8.604319E-6,14.94484,-1.210798E10,1294.427,1294.427,0.00124303,1.0,0.9085541,8.478005E-5,0.009439186,0.001862771,0.002831457,5.534692E-5,0.004826526,8.120448E-5,3.442262E-4,0.01342164,9.705841E-5,7.881626E-5,7.046512E-4,5.7572E-5,2.160565E-4,3.963223E-5,8.885328E-5,0.01131689,0.002344339,0.001141078,7.110678E-5,6.561251E-5,0.001258815,1.180613E-5,1.241827E-8,1.670608E-4,1.514766E-7,1.181501E-5,5.005553E-7,9.449495E-6,4.881268E-9,1.101463E-4,4.057995E-4,8.80079E-5,6.325514E-5,3.395992E-6,6.461261E-4,4.049513E-7,4.578928E-5,6.5227E-4,0.01483257,0.001139895,0.007295009,1.374764E-4,5.474634E-7,5.225176E-5,1.672409E-6,6.455923E-8,0.00624576,0.009026534,8.834577,8.317448E-5,499997.0,499997.0
8.632085E-6,14.94501,-1.207419E10,1294.363,1294.363,0.00124303,1.0,0.9084935,8.458061E-5,0.009461027,0.001859294,0.00283688,5.525776E-5,0.004836981,8.150061E-5,3.44878E-4,0.01344227,9.704037E-5,7.912695E-5,7.06035E-4,5.765975E-5,2.163512E-4,3.953304E-5,8.865658E-5,0.01133547,0.002347542,0.001143094,7.127951E-5,6.55423E-5,0.001261046,1.187056E-5,1.251359E-8,1.674642E-4,1.524734E-7,1.186333E-5,5.031862E-7,9.487634E-6,4.919211E-9,1.102971E-4,4.063757E-4,8.832166E-5,6.337972E-5,3.409171E-6,6.472005E-4,4.073925E-7,4.585236E-5,6.530825E-4,0.0148236,0.001141638,0.007294093,1.374733E-4,5.510449E-7,5.242463E-5,1.676664E-6,6.488873E-8,0.006239093,0.009014555,8.834048,8.317358E-5,499967.1,499967.1
8.85259E-6,14.94626,-1.181202E10,1293.864,1293.864,0.00124303,1.0,0.9080185,8.303067E-5,0.00963271,0.001832186,0.002879234,5.456218E-5,0.004919197,8.384464E-5,3.499741E-4,0.01360387,9.689879E-5,8.158694E-5,7.16905E-4,5.834293E-5,2.186538E-4,3.876217E-5,8.712593E-5,0.01148106,0.002372566,0.001158885,7.263626E-5,6.499256E-5,0.001278526,1.238442E-5,1.328105E-8,1.706405E-4,1.604672E-7,1.224635E-5,5.241663E-7,9.79007E-6,5.225114E-9,1.114707E-4,4.1087E-4,9.0801E-5,6.435301E-5,3.513519E-6,6.556046E-4,4.26962E-7,4.634571E-5,6.59401E-4,0.01475313,0.001155247,0.007286924,1.37433E-4,5.796891E-7,5.378635E-5,1.710253E-6,6.751293E-8,0.006186918,0.008920736,8.8299,8.31666E-5,499732.3,499732.3
8.993098E-6,14.94704,-1.165042E10,1293.552,1293.552,0.00124303,1.0,0.907721,8.207306E-5,0.009740524,0.00181536,0.002905589,5.413004E-5,0.004970856,8.533123E-5,3.531498E-4,0.01370486,9.681005E-5,8.314772E-5,7.237249E-4,5.87661E-5,2.200869E-4,3.828594E-5,8.61785E-5,0.01157215,0.00238814,0.001168749,7.348735E-5,6.464928E-5,0.001289453,1.27138E-5,1.377959E-8,1.726395E-4,1.656299E-7,1.248974E-5,5.376124E-7,9.982361E-6,5.424181E-9,1.121968E-4,4.136613E-4,9.23696E-5,6.495882E-5,3.579719E-6,6.608459E-4,4.395968E-7,4.665331E-5,6.63308E-4,0.01470889,0.001163709,0.007282443,1.37394E-4,5.981194E-7,5.4644E-5,1.731481E-6,6.919161E-8,0.006154361,0.008862128,8.827305,8.316225E-5,499585.5,499585.5
9.023507E-6,14.94721,-1.161596E10,1293.485,1293.485,0.00124303,1.0,0.9076571,8.186882E-5,0.009763697,0.001811763,0.002911228,5.403764E-5,0.004981962,8.565222E-5,3.538298E-4,0.01372652,9.679099E-5,8.348479E-5,7.251901E-4,5.885646E-5,2.203936E-4,3.818437E-5,8.597625E-5,0.01159169,0.002391473,0.001170864,7.367017E-5,6.457569E-5,0.001291796,1.278527E-5,1.388846E-8,1.730696E-4,1.667542E-7,1.254234E-5,5.405301E-7,1.002393E-5,5.467686E-9,1.123517E-4,4.14258E-4,9.270791E-5,6.508848E-5,3.594016E-6,6.619687E-4,4.42348E-7,4.671919E-5,6.641416E-4,0.01469938,0.001165519,0.007281482,1.373842E-4,6.021258E-7,5.482859E-5,1.736057E-6,6.955555E-8,0.006147384,0.008849562,8.826748,8.316131E-5,499554.0,499554.0
9.133973E-6,14.94781,-1.149243E10,1293.243,1293.243,0.00124303,1.0,0.9074267,8.113586E-5,0.009847392,0.001798833,0.002931523,5.370531E-5,0.005022084,8.681606E-5,3.562786E-4,0.01380457,9.672221E-5,8.470712E-5,7.304805E-4,5.918106E-5,2.214975E-4,3.781986E-5,8.524991E-5,0.01166216,0.002403467,0.001178486,7.433019E-5,6.431054E-5,0.001300245,1.304552E-5,1.428689E-8,1.746244E-4,1.708596E-7,1.273322E-5,5.511527E-7,1.01748E-5,5.627019E-9,1.129081E-4,4.164041E-4,9.393334E-5,6.555512E-5,3.645859E-6,6.660131E-4,4.523936E-7,4.695648E-5,6.671338E-4,0.01466505,0.001172031,0.007278018,1.373451E-4,6.167328E-7,5.5496E-5,1.752631E-6,7.087955E-8,0.006122249,0.008804272,8.82474,8.315796E-5,499440.3,499440.3
9.280736E-6,14.9486,-1.133199E10,1292.925,1292.925,0.00124303,1.0,0.907124,8.018236E-5,0.009957487,0.00178196,0.002958053,5.327136E-5,0.005074881,8.83571E-5,3.594828E-4,0.01390691,9.663181E-5,8.632602E-5,7.374357E-4,5.960405E-5,2.229408E-4,3.734569E-5,8.430378E-5,0.01175463,0.002419147,0.001188477,7.519773E-5,6.396314E-5,0.001311325,1.339257E-5,1.482294E-8,1.766726E-4,1.763615E-7,1.298629E-5,5.653177E-7,1.037489E-5,5.84164E-9,1.136325E-4,4.192057E-4,9.555318E-5,6.61652E-5,3.714518E-6,6.713083E-4,4.658563E-7,4.726708E-5,6.710283E-4,0.01461989,0.001180538,0.007273475,1.372847E-4,6.362572E-7,5.637555E-5,1.774532E-6,7.264278E-8,0.006089328,0.008744909,8.822107,8.315356E-5,499291.3,499291.3
9.44184E-6,14.94945,-1.116057E10,1292.581,1292.581,0.00124303,1.0,0.9067965,7.916222E-5,0.01007688,0.001763841,0.002986602,5.280498E-5,0.005132165,9.004166E-5,3.629354E-4,0.01401744,9.653386E-5,8.809622E-5,7.449738E-4,6.005754E-5,2.244945E-4,3.683839E-5,8.328993E-5,0.01185459,0.00243602,0.001199265,7.613761E-5,6.358825E-5,0.001323296,1.377524E-5,1.542034E-8,1.788978E-4,1.824639E-7,1.326339E-5,5.809347E-7,1.059406E-5,6.081158E-9,1.144083E-4,4.222158E-4,9.73202E-5,6.682184E-5,3.789589E-6,6.770179E-4,4.807898E-7,4.760189E-5,6.75197E-4,0.01457093,0.001189687,0.007268567,1.372077E-4,6.578427E-7,5.733144E-5,1.79842E-6,7.458372E-8,0.006053813,0.008680812,8.819259,8.314883E-5,499130.1,499130.1
9.552785E-6,14.95003,-1.104526E10,1292.348,1292.348,0.00124303,1.0,0.9065736,7.847504E-5,0.01015826,0.001751595,0.003005931,5.248958E-5,0.005171222,9.119752E-5,3.652755E-4,0.01409251,9.646716E-5,8.931113E-5,7.501086E-4,6.036356E-5,2.255467E-4,3.649665E-5,8.260603E-5,0.01192254,0.002447443,0.00120659,7.677762E-5,6.333384E-5,0.001331428,1.403974E-5,1.5837E-8,1.804167E-4,1.867028E-7,1.345378E-5,5.917287E-7,1.07447E-5,6.248409E-9,1.149313E-4,4.24251E-4,9.853047E-5,6.726647E-5,3.841109E-6,6.808901E-4,4.91165E-7,4.78289E-5,6.780064E-4,0.01453757,0.001195877,0.007265232,1.371488E-4,6.727951E-7,5.798408E-5,1.814782E-6,7.59234E-8,0.006029716,0.008637292,8.817324,8.314562E-5,499020.6,499020.6
9.72218E-6,14.9509,-1.087336E10,1291.995,1291.995,0.00124303,1.0,0.9062377,7.74495E-5,0.01028117,0.001733261,0.003034927,5.201699E-5,0.005230241,9.295558E-5,3.687899E-4,0.01420548,9.636648E-5,9.115944E-5,7.578609E-4,6.08211E-5,2.271255E-4,3.598664E-5,8.158392E-5,0.01202489,0.002464578,0.001217611,7.774342E-5,6.295129E-5,0.001343671,1.444508E-5,1.648147E-8,1.827145E-4,1.932318E-7,1.374378E-5,6.082696E-7,1.097421E-5,6.507414E-9,1.157126E-4,4.272996E-4,1.003678E-4,6.793353E-5,3.919485E-6,6.867093E-4,5.071499E-7,4.816995E-5,6.822005E-4,0.0144872,0.001205158,0.007260212,1.370499E-4,6.957586E-7,5.89716E-5,1.839629E-6,7.797348E-8,0.005993489,0.008571811,8.814409,8.314079E-5,498855.6,498855.7
9.851255E-6,14.95155,-1.074562E10,1291.731,1291.731,0.00124303,1.0,0.905985,7.668642E-5,0.01037378,0.001719572,0.00305662,5.166386E-5,0.005274731,9.428977E-5,3.714222E-4,0.01429029,9.629067E-5,9.256245E-5,7.636996E-4,6.116218E-5,2.28307E-4,3.560713E-5,8.082224E-5,0.01210179,0.002477394,0.001225882,7.847046E-5,6.266439E-5,0.001352865,1.475509E-5,1.697907E-8,1.844488E-4,1.98251E-7,1.396418E-5,6.209201E-7,1.114869E-5,6.707637E-9,1.162944E-4,4.295769E-4,1.017594E-4,6.843261E-5,3.978976E-6,6.910709E-4,5.194432E-7,4.84255E-5,6.853224E-4,0.01444924,0.001212096,0.007256442,1.369679E-4,7.133585E-7,5.971701E-5,1.858458E-6,7.953907E-8,0.005966322,0.008522671,8.81222,8.313718E-5,498731.7,498731.7
9.921944E-6,14.9519,-1.067682E10,1291.587,1291.587,0.00124303,1.0,0.9058478,7.627515E-5,0.01042412,0.001712177,0.003068354,5.147301E-5,0.00529892,9.501843E-5,3.728472E-4,0.01433626,9.624947E-5,9.332881E-5,7.668721E-4,6.134624E-5,2.289462E-4,3.540259E-5,8.041132E-5,0.0121435,0.002484326,0.001230366,7.886535E-5,6.250895E-5,0.00135785,1.492528E-5,1.725399E-8,1.853924E-4,2.01016E-7,1.408468E-5,6.278651E-7,1.124409E-5,6.81835E-9,1.166082E-4,4.308075E-4,1.025183E-4,6.870257E-5,4.01147E-6,6.934331E-4,5.262175E-7,4.856388E-5,6.870052E-4,0.01442862,0.001215848,0.007254397,1.369207E-4,7.23034E-7,6.012263E-5,1.868731E-6,8.039772E-8,0.005951605,0.008496035,8.811032,8.313522E-5,498664.5,498664.5
1.018055E-5,14.95317,-1.043184E10,1291.069,1291.069,0.00124303,1.0,0.9053531,7.480862E-5,0.01060607,0.001685713,0.00311044,5.078938E-5,0.005386392,9.767221E-5,3.779646E-4,0.01450176,9.610067E-5,9.612053E-5,7.783341E-4,6.200389E-5,2.312396E-4,3.467319E-5,7.894359E-5,0.01229381,0.002509179,0.001246502,8.029116E-5,6.195002E-5,0.001375804,1.555025E-5,1.827372E-8,1.888091E-4,2.112236E-7,1.45242E-5,6.533684E-7,1.159219E-5,7.229524E-9,1.17728E-4,4.352137E-4,1.052765E-4,6.967086E-5,4.129832E-6,7.019229E-4,5.512425E-7,4.906102E-5,6.930078E-4,0.01435409,0.001229293,0.007247033,1.367349E-4,7.58637E-7,6.159131E-5,1.906099E-6,8.354581E-8,0.005898683,0.008400181,8.806752,8.312819E-5,498422.3,498422.3
1.025014E-5,14.9535,-1.036765E10,1290.931,1290.931,0.00124303,1.0,0.9052218,7.442389E-5,0.01065445,0.001678746,0.003121545,5.060924E-5,0.005409662,9.838318E-5,3.793166E-4,0.01454559,9.606112E-5,9.686862E-5,7.813808E-4,6.217675E-5,2.31845E-4,3.448183E-5,7.855792E-5,0.01233366,0.002515734,0.001250774,8.066987E-5,6.180216E-5,0.001380561,1.571906E-5,1.855188E-8,1.897192E-4,2.13995E-7,1.464214E-5,6.60257E-7,1.168562E-5,7.34182E-9,1.18022E-4,4.363743E-4,1.060138E-4,6.992634E-5,4.161546E-6,7.041676E-4,5.58042E-7,4.919242E-5,6.945827E-4,0.01433427,0.001232837,0.007245082,1.366816E-4,7.682721E-7,6.198249E-5,1.9161E-6,8.439479E-8,0.005884684,0.008374804,8.805618,8.312634E-5,498358.1,498358.1
1.027092E-5,14.9536,-1.034862E10,1290.89,1290.89,0.00124303,1.0,0.9051828,7.430984E-5,0.01066884,0.001676678,0.003124842,5.055577E-5,0.005416588,9.859517E-5,3.797182E-4,0.01455862,9.604935E-5,9.70917E-5,7.822872E-4,6.222802E-5,2.320247E-4,3.44251E-5,7.844353E-5,0.01234551,0.00251768,0.001252044,8.078253E-5,6.175823E-5,0.001381975,1.57695E-5,1.863524E-8,1.899902E-4,2.148244E-7,1.467732E-5,6.623157E-7,1.171349E-5,7.37548E-9,1.181092E-4,4.367188E-4,1.062336E-4,7.00022E-5,4.171004E-6,7.048345E-4,5.600773E-7,4.923145E-5,6.950497E-4,0.01432838,0.00123389,0.007244502,1.366655E-4,7.711529E-7,6.209895E-5,1.919081E-6,8.464839E-8,0.005880524,0.008367262,8.805281,8.312578E-5,498339.0,498339.0
1.045715E-5,14.95448,-1.018089E10,1290.527,1290.527,0.00124303,1.0,0.9048358,7.330362E-5,0.01079692,0.001658398,0.003154035,5.008274E-5,0.005478216,1.004898E-4,3.832766E-4,0.01467423,9.59447E-5,9.908567E-5,7.903498E-4,6.268091E-5,2.336167E-4,3.392457E-5,7.743333E-5,0.0124507,0.002534906,0.00126331,8.178407E-5,6.136867E-5,0.001394526,1.622262E-5,1.938847E-8,1.924031E-4,2.222978E-7,1.499205E-5,6.808075E-7,1.196287E-5,7.679891E-9,1.188786E-4,4.397655E-4,1.081946E-4,7.067382E-5,4.255531E-6,7.107465E-4,5.784264E-7,4.957741E-5,6.991693E-4,0.01427594,0.001243202,0.007239352,1.365156E-4,7.970582E-7,6.3136E-5,1.94571E-6,8.692415E-8,0.005843634,0.008300347,8.802287,8.312089E-5,498169.5,498169.5
1.048636E-5,14.95462,-1.015503E10,1290.471,1290.471,0.00124303,1.0,0.9047819,7.314836E-5,0.01081685,0.00165557,0.003158557,5.000953E-5,0.005487811,1.007861E-4,3.838282E-4,0.01469217,9.592842E-5,9.939752E-5,7.916044E-4,6.275088E-5,2.338633E-4,3.384734E-5,7.727729E-5,0.01246704,0.002537573,0.001265059,8.193984E-5,6.130824E-5,0.001396476,1.629384E-5,1.950759E-8,1.927791E-4,2.234762E-7,1.504132E-5,6.837141E-7,1.200191E-5,7.728069E-9,1.189974E-4,4.402368E-4,1.085008E-4,7.077783E-5,4.268751E-6,7.116634E-4,5.813213E-7,4.963104E-5,6.99805E-4,0.01426777,0.001244644,0.007238552,1.364913E-4,8.011345E-7,6.329757E-5,1.949873E-6,8.72815E-8,0.005837912,0.008289961,8.801821,8.312013E-5,498143.2,498143.2
1.078348E-5,14.95598,-9.898607E9,1289.905,1289.905,0.00124303,1.0,0.9042407,7.160726E-5,0.0110173,0.001627413,0.003203682,4.927988E-5,0.005584334,1.037864E-4,3.893399E-4,0.01487192,9.576476E-5,1.02556E-4,8.042165E-4,6.344663E-5,2.363254E-4,3.308065E-5,7.572596E-5,0.01263086,0.002564177,0.00128257,8.350435E-5,6.070371E-5,0.001416006,1.702058E-5,2.073451E-8,1.965657E-4,2.355582E-7,1.554096E-5,7.133774E-7,1.23979E-5,8.224821E-9,1.201772E-4,4.44933E-4,1.115949E-4,7.181578E-5,4.402628E-6,7.208323E-4,6.110331E-7,5.016723E-5,7.061148E-4,0.01418573,0.00125902,0.007230536,1.362329E-4,8.427958E-7,6.492448E-5,1.991999E-6,9.09228E-8,0.005780653,0.008185973,8.797159,8.311254E-5,497879.3,497879.4
1.113672E-5,14.95755,-9.608612E9,1289.251,1289.251,0.00124303,1.0,0.9036141,6.986064E-5,0.0112503,0.00159529,0.003255378,4.8446E-5,0.005696637,1.073216E-4,3.956694E-4,0.01507927,9.557469E-5,1.062788E-4,8.188706E-4,6.423792E-5,2.391479E-4,3.221159E-5,7.396223E-5,0.01282021,0.002594614,0.001302762,8.531897E-5,6.000801E-5,0.001438558,1.788954E-5,2.222777E-8,2.009812E-4,2.50134E-7,1.613139E-5,7.488559E-7,1.286595E-5,8.830625E-9,1.215159E-4,4.502951E-4,1.15225E-4,7.300448E-5,4.560398E-6,7.313779E-4,6.469577E-7,5.078342E-5,7.132647E-4,0.01409039,0.001275464,0.007221276,1.359021E-4,8.927507E-7,6.682051E-5,2.041609E-6,9.526487E-8,0.005714731,0.008066089,8.791771,8.310382E-5,497574.4,497574.4
1.120149E-5,14.95783,-9.557098E9,1289.133,1289.133,0.00124303,1.0,0.9035011,6.955005E-5,0.01129242,0.001589554,0.003264634,4.829692E-5,0.005716947,1.079661E-4,3.968046E-4,0.01511657,9.554036E-5,1.069576E-4,8.215188E-4,6.437894E-5,2.396535E-4,3.205703E-5,7.364796E-5,0.01285431,0.002600059,0.001306393,8.564648E-5,5.988308E-5,0.001442616,1.804944E-5,2.250564E-8,2.01781E-4,2.52831E-7,1.623923E-5,7.553859E-7,1.295146E-5,8.94349E-9,1.217541E-4,4.512531E-4,1.15885E-4,7.321726E-5,4.589163E-6,7.33271E-4,6.536157E-7,5.089398E-5,7.145357E-4,0.01407317,0.001278405,0.007219609,1.358389E-4,9.019581E-7,6.716375E-5,2.050653E-6,9.606252E-8,0.005702889,0.008044536,8.790801,8.310225E-5,497519.5,497519.5
1.240952E-5,14.96278,-8.680193E9,1287.041,1287.041,0.00124303,1.0,0.9014932,6.424302E-5,0.01204595,0.001490388,0.003425868,4.571128E-5,0.006080952,1.197777E-4,4.166655E-4,0.01577452,9.492754E-5,1.194044E-4,8.688905E-4,6.680261E-5,2.484728E-4,2.941541E-5,6.824734E-5,0.01345808,0.002694552,0.001370412,9.148097E-5,5.768935E-5,0.001514369,2.105705E-5,2.790055E-8,2.161709E-4,3.04326E-7,1.822627E-5,8.783462E-7,1.452686E-5,1.114166E-8,1.258296E-4,4.678323E-4,1.278794E-4,7.691916E-5,5.116377E-6,7.664918E-4,7.814867E-7,5.283066E-5,7.362185E-4,0.01376513,0.001329474,0.007190099,1.345531E-4,1.075816E-6,7.332756E-5,2.216693E-6,1.109975E-7,0.005494685,0.007664746,8.773633,8.307477E-5,496547.9,496547.9
1.258705E-5,14.96346,-8.563441E9,1286.749,1286.749,0.00124303,1.0,0.901213,6.353357E-5,0.0121519,0.001476962,0.00344788,4.535991E-5,0.006132224,1.214808E-4,4.193905E-4,0.01586563,9.484167E-5,1.211998E-4,8.755518E-4,6.712859E-5,2.496787E-4,2.906218E-5,6.752083E-5,0.01354202,0.002707389,0.001379271,9.229732E-5,5.738721E-5,0.001524328,2.150249E-5,2.872577E-8,2.182064E-4,3.120659E-7,1.851442E-5,8.965856E-7,1.475526E-5,1.147884E-8,1.263748E-4,4.700791E-4,1.29593E-4,7.742368E-5,5.192391E-6,7.71065E-4,8.008434E-7,5.309671E-5,7.39109E-4,0.01372185,0.00133642,0.007185997,1.343508E-4,1.101651E-6,7.419709E-5,2.240718E-6,1.131996E-7,0.005465962,0.007612233,8.771247,8.307098E-5,496412.9,496412.9
1.272234E-5,14.96398,-8.476327E9,1286.53,1286.53,0.00124303,1.0,0.9010019,6.300393E-5,0.01223186,0.001466911,0.003464389,4.509665E-5,0.006170937,1.227732E-4,4.214364E-4,0.01593416,9.477691E-5,1.225624E-4,8.805801E-4,6.737227E-5,2.505834E-4,2.879845E-5,6.697769E-5,0.01360521,0.002717005,0.001385934,9.291277E-5,5.716019E-5,0.001531824,2.184243E-5,2.935997E-8,2.197446E-4,3.179908E-7,1.873335E-5,9.105116E-7,1.492877E-5,1.173811E-8,1.267819E-4,4.717612E-4,1.308907E-4,7.780187E-5,5.250069E-6,7.745009E-4,8.156876E-7,5.329649E-5,7.412653E-4,0.01368919,0.001341624,0.007182909,1.341949E-4,1.121379E-6,7.485377E-5,2.25897E-6,1.148788E-7,0.005444371,0.007572743,8.769451,8.306813E-5,496311.2,496311.2
1.276431E-5,14.96413,-8.449634E9,1286.462,1286.462,0.00124303,1.0,0.9009368,6.284154E-5,0.01225653,0.001463824,0.003469463,4.501578E-5,0.006182882,1.231731E-4,4.220656E-4,0.01595526,9.475695E-5,1.22984E-4,8.821313E-4,6.744703E-5,2.508615E-4,2.871758E-5,6.681103E-5,0.01362468,0.002719958,0.001387985,9.310251E-5,5.709034E-5,0.001534133,2.194795E-5,2.955759E-8,2.202195E-4,3.19833E-7,1.880114E-5,9.148353E-7,1.498249E-5,1.181893E-8,1.269067E-4,4.722777E-4,1.312918E-4,7.791808E-5,5.267915E-6,7.755581E-4,8.203078E-7,5.335795E-5,7.41926E-4,0.01367912,0.001343223,0.007181957,1.341462E-4,1.127505E-6,7.505641E-5,2.264622E-6,1.153997E-7,0.005437726,0.007560586,8.768898,8.306726E-5,496279.9,496279.9
1.288518E-5,14.96459,-8.373575E9,1286.269,1286.269,0.00124303,1.0,0.9007505,6.237859E-5,0.01232724,0.001455013,0.003483961,4.478481E-5,0.006217129,1.243224E-4,4.238644E-4,0.01601564,9.469975E-5,1.241958E-4,8.865783E-4,6.766029E-5,2.516563E-4,2.848705E-5,6.63356E-5,0.01368042,0.002728391,0.001393856,9.364609E-5,5.689056E-5,0.001540742,2.225209E-5,3.012919E-8,2.215816E-4,3.251507E-7,1.89961E-5,9.273009E-7,1.513699E-5,1.205273E-8,1.272625E-4,4.737524E-4,1.324432E-4,7.825004E-5,5.319205E-6,7.785816E-4,8.336573E-7,5.353366E-5,7.438089E-4,0.01365024,0.00134779,0.007179233,1.340055E-4,1.145165E-6,7.563742E-5,2.280875E-6,1.169006E-7,0.005418717,0.007525803,8.767315,8.306475E-5,496190.3,496190.3
1.312119E-5,14.96545,-8.228556E9,1285.896,1285.896,0.00124303,1.0,0.9003912,6.149522E-5,0.01246382,0.001438151,0.003511764,4.434238E-5,0.006283306,1.265556E-4,4.27318E-4,0.01613183,9.458939E-5,1.265506E-4,8.951692E-4,6.806773E-5,2.53181E-4,2.804713E-5,6.542704E-5,0.01378779,0.002744535,0.00140515,9.469467E-5,5.650666E-5,0.001553467,2.284677E-5,3.125555E-8,2.242162E-4,3.355827E-7,1.937544E-5,9.516889E-7,1.543754E-5,1.251369E-8,1.279413E-4,4.765747E-4,1.346752E-4,7.888623E-5,5.418858E-6,7.843915E-4,8.599029E-7,5.38711E-5,7.473976E-4,0.01359448,0.001356538,0.007173985,1.337278E-4,1.179717E-6,7.67603E-5,2.312504E-6,1.198325E-7,0.00538217,0.007458895,8.764265,8.305993E-5,496017.7,496017.7
1.338348E-5,14.9664,-8.072564E9,1285.489,1285.489,0.00124303,1.0,0.8999986,6.054355E-5,0.01261339,0.00141991,0.003541919,4.386319E-5,0.006355829,1.29021E-4,4.310701E-4,0.01625845,9.446874E-5,1.291506E-4,9.04581E-4,6.850744E-5,2.548356E-4,2.757317E-5,6.444624E-5,0.01390494,0.002762007,0.001417455,9.584115E-5,5.608907E-5,0.001567348,2.350879E-5,3.252249E-8,2.271073E-4,3.472461E-7,1.979503E-5,9.788616E-7,1.576988E-5,1.303252E-8,1.286725E-4,4.796278E-4,1.371313E-4,7.957565E-5,5.528857E-6,7.907106E-4,8.893365E-7,5.423782E-5,7.512576E-4,0.01353341,0.001366012,0.007168257,1.334156E-4,1.218208E-6,7.799098E-5,2.3475E-6,1.230925E-7,0.00534239,0.007386022,8.760937,8.305469E-5,495829.4,495829.4
1.344962E-5,14.96663,-8.034057E9,1285.387,1285.387,0.00124303,1.0,0.8999007,6.030843E-5,0.01265075,0.001415391,0.003549403,4.374438E-5,0.00637395,1.296399E-4,4.320022E-4,0.01628996,9.443864E-5,1.298034E-4,9.069323E-4,6.86162E-5,2.552463E-4,2.745607E-5,6.420359E-5,0.01393414,0.002766336,0.001420518,9.612717E-5,5.598525E-5,0.001570805,2.367591E-5,3.28445E-8,2.278303E-4,3.501986E-7,1.990051E-5,9.857253E-7,1.585342E-5,1.316443E-8,1.288531E-4,4.803841E-4,1.377467E-4,7.974663E-5,5.556472E-6,7.922817E-4,8.968031E-7,5.432895E-5,7.522102E-4,0.01351816,0.001368361,0.00716683,1.333364E-4,1.227929E-6,7.829849E-5,2.356301E-6,1.239149E-7,0.005332494,0.007367888,8.760108,8.305339E-5,495782.4,495782.4
1.372515E-5,14.9676,-7.877152E9,1284.97,1284.97,0.00124303,1.0,0.8994977,5.93498E-5,0.01280481,0.001396918,0.003580053,4.325826E-5,0.006448705,1.322063E-4,4.358244E-4,0.01641947,9.431469E-5,1.325101E-4,9.166305E-4,6.906008E-5,2.569292E-4,2.697859E-5,6.32129E-5,0.0140542,0.002784034,0.001433102,9.730514E-5,5.555918E-5,0.001585021,2.437275E-5,3.419674E-8,2.308157E-4,3.625451E-7,2.033842E-5,1.014364E-6,1.620012E-5,1.371862E-8,1.295892E-4,4.834758E-4,1.40292E-4,8.044643E-5,5.670955E-6,7.987292E-4,9.280971E-7,5.470268E-5,7.560884E-4,0.01345529,0.001377972,0.007160959,1.330041E-4,1.268479E-6,7.956703E-5,2.392855E-6,1.273413E-7,0.005291864,0.007293401,8.756699,8.304803E-5,495589.5,495589.5
