Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_H_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H6_Soln#13 (),Mole_fraction_C2H5_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H3_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H8_Soln#13 (),Mole_fraction_C3H6_Soln#13 (),Mole_fraction_C3H5-A_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C3H4-A_Soln#13 (),Mole_fraction_C3H3_Soln#13 (),Mole_fraction_NC4H10_Soln#13 (),Mole_fraction_IC4H10_Soln#13 (),Mole_fraction_IC4H9_Soln#13 (),Mole_fraction_TC4H9_Soln#13 (),Mole_fraction_IC4H8_Soln#13 (),Mole_fraction_IC4H7_Soln#13 (),Mole_fraction_C4H8-1_Soln#13 (),Mole_fraction_C4H8-2_Soln#13 (),Mole_fraction_C4H71-3_Soln#13 (),Mole_fraction_C4H6_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_FULVENE_Soln#13 (),Mole_fraction_C5H6_Soln#13 (),Mole_fraction_C5H5_Soln#13 (),Mole_fraction_MCPTD_Soln#13 (),Mole_fraction_C10H8_Soln#13 (),Mole_fraction_NEOC5H12_Soln#13 (),Mole_fraction_NC5H10_Soln#13 (),Mole_fraction_B1M2_Soln#13 (),Mole_fraction_LC5H8_Soln#13 (),Mole_fraction_NC6H12_Soln#13 (),Mole_fraction_NC7H14_Soln#13 (),Mole_fraction_IC8H16_Soln#13 (),Mole_fraction_DIMEPTD_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_C6H5C2H_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_INDENE_Soln#13 (),Mole_fraction_C12H8_Soln#13 (),Mole_fraction_NC10H20_Soln#13 (),Mole_fraction_IC12H26_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
6.907255E-4,15.52201,-2.164529E7,1423.088,1423.088,0.001048806,1.0,0.7751186,1.082865E-5,0.09770453,8.75103E-5,0.004403265,2.234109E-6,0.06067677,3.782726E-6,0.01708832,5.831333E-5,0.01161927,8.891501E-5,0.007664628,0.004516963,1.478497E-4,1.656339E-7,9.169628E-7,8.617232E-9,1.329326E-8,0.004919119,8.124907E-5,9.509451E-5,2.778987E-5,7.672526E-7,0.002015522,0.001826569,1.560015E-4,0.003968228,3.64311E-4,0.00151172,7.228091E-5,3.373538E-6,2.027635E-4,1.313654E-9,1.105769E-6,6.334159E-6,2.279781E-5,4.354388E-9,2.326781E-11,2.463047E-12,3.575985E-9,0.004943765,1.068033E-4,5.0753E-5,1.326488E-4,2.15175E-5,7.164045E-5,1.687627E-5,-2.010901E-10,9.626871E-113,7.890369,6.756898E-5,446559.2,446559.2
7.0E-4,15.52384,-2.103004E7,1423.042,1423.042,0.001048806,1.0,0.7748661,1.078935E-5,0.09799692,8.677629E-5,0.00436683,2.220876E-6,0.06080935,3.758634E-6,0.01721067,5.692349E-5,0.01149599,8.786384E-5,0.007635266,0.004484695,1.470798E-4,1.592681E-7,9.015401E-7,8.460219E-9,1.305259E-8,0.004845757,7.990489E-5,9.330376E-5,2.733193E-5,7.599144E-7,0.002002747,0.001825511,1.574707E-4,0.003995158,3.64323E-4,0.001511594,7.225532E-5,3.345413E-6,2.052088E-4,1.279925E-9,1.08716E-6,6.192592E-6,2.205136E-5,4.255585E-9,1.943761E-11,2.388945E-12,3.465284E-9,0.004934217,1.064142E-4,5.132821E-5,1.33115E-4,2.122913E-5,7.218078E-5,1.702892E-5,-1.954596E-10,-1.659849E-114,7.889186,6.756103E-5,446492.2,446492.2
7.34124E-4,15.53041,-1.896967E7,1422.884,1422.884,0.001048806,1.0,0.7739664,1.064993E-5,0.09904103,8.418081E-5,0.004236685,2.174121E-6,0.06127663,3.673827E-6,0.01765265,5.219578E-5,0.01105646,8.4141E-5,0.007525676,0.004368631,1.442909E-4,1.39324E-7,8.478318E-7,7.912185E-9,1.221205E-8,0.004586838,7.519107E-5,8.707727E-5,2.573314E-5,7.341679E-7,0.001957624,0.001821017,1.628001E-4,0.004092561,3.640057E-4,0.001510982,7.215998E-5,3.245043E-6,2.14077E-4,1.164388E-9,1.022231E-6,5.703273E-6,1.957688E-5,3.916459E-9,2.608558E-11,2.136591E-12,3.0908E-9,0.004899574,1.050243E-4,5.343803E-5,1.347757E-4,2.023161E-5,7.411832E-5,1.758851E-5,-2.37951E-10,2.357744E-118,7.884971,6.753244E-5,446253.7,446253.7
7.579352E-4,15.53485,-1.770283E7,1422.783,1422.783,0.001048806,1.0,0.7733647,1.05572E-5,0.09974126,8.246194E-5,0.004149371,2.143145E-6,0.06158446,3.617983E-6,0.0179536,4.922473E-5,0.01076237,8.167095E-5,0.007448012,0.004290033,1.42385E-4,1.280702E-7,8.129177E-7,7.555633E-9,1.166476E-8,0.004415915,7.210505E-5,8.304661E-5,2.469212E-5,7.172959E-7,0.001927797,0.001817367,1.664493E-4,0.004158994,3.634683E-4,0.001510426,7.209238E-5,3.177801E-6,2.201453E-4,1.091093E-9,9.799657E-7,5.38911E-6,1.807439E-5,3.698797E-9,2.170773E-11,1.977841E-12,2.856776E-9,0.00487584,1.040905E-4,5.490407E-5,1.358856E-4,1.958901E-5,7.542448E-5,1.797718E-5,-2.454945E-10,-3.758095E-123,7.882153,6.751312E-5,446094.2,446094.2
7.696559E-4,15.537,-1.712684E7,1422.735,1422.735,0.001048806,1.0,0.7730761,1.051283E-5,0.1000777,8.164203E-5,0.004107406,2.12837E-6,0.06173074,3.59143E-6,0.01809956,4.785218E-5,0.01062127,8.049158E-5,0.007409497,0.00425204,1.414586E-4,1.231834E-7,7.964351E-7,7.387409E-9,1.140644E-8,0.004334576,7.064365E-5,8.115072E-5,2.42006E-5,7.09299E-7,0.001913589,0.001815429,1.682248E-4,0.004191241,3.631145E-4,0.001510116,7.205879E-5,3.145515E-6,2.230963E-4,1.05704E-9,9.600244E-7,5.242094E-6,1.739433E-5,3.597423E-9,2.335608E-11,1.904488E-12,2.748956E-9,0.004864286,1.036409E-4,5.562381E-5,1.364176E-4,1.928724E-5,7.605393E-5,1.816797E-5,-2.647902E-10,-3.713585E-125,7.880801,6.750379E-5,446017.7,446017.7
7.9531E-4,15.5416,-1.596474E7,1422.637,1422.637,0.001048806,1.0,0.7724609,1.041842E-5,0.1007962,7.990384E-5,0.004017779,2.097033E-6,0.06203947,3.535308E-6,0.01841416,4.503619E-5,0.01032046,7.798927E-5,0.007324679,0.004170418,1.394572E-4,1.137323E-7,7.618423E-7,7.034857E-9,1.086483E-8,0.004162624,6.75693E-5,7.718935E-5,2.316949E-5,6.924567E-7,0.001883519,0.001810888,1.72065E-4,0.004260809,3.62149E-4,0.001509359,7.198454E-5,3.076633E-6,2.294733E-4,9.867848E-10,9.182101E-7,4.936548E-6,1.60271E-5,3.386348E-9,1.753402E-11,1.754042E-12,2.528317E-9,0.004839281,1.026786E-4,5.719481E-5,1.375509E-4,1.865709E-5,7.740172E-5,1.858442E-5,-2.612355E-10,-5.929619E-131,7.87792,6.748379E-5,445854.6,445854.6
8.0E-4,15.54243,-1.57666E7,1422.62,1422.62,0.001048806,1.0,0.7723508,1.040156E-5,0.1009249,7.95943E-5,0.004001722,2.09145E-6,0.06209424,3.525338E-6,0.01847095,4.454822E-5,0.01026665,7.754338E-5,0.007309107,0.004155723,1.390952E-4,1.121712E-7,7.557316E-7,6.972669E-9,1.076926E-8,0.004132079,6.702536E-5,7.649241E-5,2.298747E-5,6.894736E-7,0.001878171,0.001810015,1.727602E-4,0.004273376,3.619448E-4,0.001509209,7.197086E-5,3.064304E-6,2.306269E-4,9.74555E-10,9.108323E-7,4.883034E-6,1.579413E-5,3.349417E-9,1.627792E-11,1.727986E-12,2.490168E-9,0.004834752,1.025058E-4,5.748136E-5,1.377535E-4,1.854621E-5,7.764367E-5,1.866039E-5,-2.578023E-10,-7.312493E-132,7.877405,6.748019E-5,445825.5,445825.5
8.209755E-4,15.54609,-1.492743E7,1422.545,1422.545,0.001048806,1.0,0.7718672,1.032749E-5,0.1014911,7.823849E-5,0.003931064,2.066985E-6,0.06233326,3.481743E-6,0.01872238,4.245678E-5,0.01003018,7.558956E-5,0.00723928,0.004090807,1.374902E-4,1.057121E-7,7.291345E-7,6.702428E-9,1.035385E-8,0.003998585,6.465556E-5,7.346946E-5,2.219573E-5,6.76464E-7,0.001854779,0.001805969,1.758445E-4,0.004329039,3.609359E-4,0.001508498,7.190927E-5,3.010094E-6,2.357412E-4,9.219542E-10,8.787605E-7,4.651763E-6,1.480844E-5,3.190178E-9,1.410953E-11,1.616395E-12,2.326957E-9,0.004814647,1.017438E-4,5.876045E-5,1.38643E-4,1.806495E-5,7.870991E-5,1.899954E-5,-2.505584E-10,3.651472E-136,7.87514,6.746433E-5,445697.3,445697.3
8.376758E-4,15.54893,-1.43137E7,1422.488,1422.488,0.001048806,1.0,0.7714922,1.027006E-5,0.101931,7.719195E-5,0.003876153,2.048088E-6,0.06251673,3.448175E-6,0.01891956,4.089418E-5,0.009846758,7.408065E-5,0.00718351,0.004040063,1.362287E-4,1.011265E-7,7.087943E-7,6.496276E-9,1.003684E-8,0.003895903,6.284117E-5,7.117028E-5,2.159098E-5,6.664868E-7,0.001836759,0.001802585,1.782711E-4,0.004372721,3.600234E-4,0.001507886,7.185976E-5,2.968016E-6,2.397603E-4,8.824537E-10,8.54287E-7,4.476834E-6,1.408604E-5,3.070348E-9,1.919362E-11,1.533144E-12,2.205376E-9,0.004798814,1.011496E-4,5.977592E-5,1.393321E-4,1.769832E-5,7.954027E-5,1.926887E-5,-2.701521E-10,3.439407E-139,7.873382,6.745197E-5,445597.8,445597.8
8.38142E-4,15.54901,-1.429891E7,1422.486,1422.486,0.001048806,1.0,0.7714818,1.026847E-5,0.1019431,7.716315E-5,0.003874637,2.047577E-6,0.06252177,3.447251E-6,0.01892502,4.08518E-5,0.009841698,7.403911E-5,0.007181952,0.004038658,1.361937E-4,1.010049E-7,7.082368E-7,6.490629E-9,1.002815E-8,0.003893081,6.279141E-5,7.110743E-5,2.157441E-5,6.662127E-7,0.001836264,0.001802489,1.783384E-4,0.004373932,3.599966E-4,0.001507868,7.185837E-5,2.966855E-6,2.398718E-4,8.813801E-10,8.536273E-7,4.472063E-6,1.406661E-5,3.067816E-9,2.96619E-11,1.530888E-12,2.202083E-9,0.004798374,1.011331E-4,5.980423E-5,1.393511E-4,1.768828E-5,7.956322E-5,1.927638E-5,-3.090485E-10,2.727282E-139,7.873334,6.745163E-5,445595.1,445595.1
8.383326E-4,15.54905,-1.429148E7,1422.486,1422.486,0.001048806,1.0,0.7714776,1.026782E-5,0.1019481,7.715138E-5,0.003874017,2.047367E-6,0.06252382,3.446873E-6,0.01892726,4.08345E-5,0.009839631,7.402213E-5,0.007181315,0.004038084,1.361794E-4,1.009553E-7,7.08009E-7,6.488322E-9,1.002461E-8,0.003891928,6.277109E-5,7.108175E-5,2.156765E-5,6.661008E-7,0.001836061,0.001802449,1.78366E-4,0.004374427,3.599856E-4,0.001507861,7.18578E-5,2.966381E-6,2.399174E-4,8.809416E-10,8.5336E-7,4.470115E-6,1.405869E-5,3.066938E-9,3.612519E-11,1.529967E-12,2.200739E-9,0.004798195,1.011264E-4,5.98158E-5,1.393588E-4,1.768418E-5,7.95726E-5,1.927945E-5,-3.327379E-10,2.4805E-139,7.873314,6.745149E-5,445593.9,445593.9
8.385557E-4,15.54908,-1.428297E7,1422.485,1422.485,0.001048806,1.0,0.7714726,1.026707E-5,0.1019539,7.71376E-5,0.003873292,2.047112E-6,0.06252623,3.446432E-6,0.01892987,4.081424E-5,0.00983721,7.400226E-5,0.007180568,0.004037412,1.361626E-4,1.008973E-7,7.077424E-7,6.485627E-9,1.002046E-8,0.003890579,6.274729E-5,7.10517E-5,2.155973E-5,6.659701E-7,0.001835824,0.001802403,1.783982E-4,0.004375007,3.599728E-4,0.001507852,7.185714E-5,2.965825E-6,2.399707E-4,8.804284E-10,8.530416E-7,4.467834E-6,1.404941E-5,3.065535E-9,3.839618E-11,1.528889E-12,2.199165E-9,0.004797984,1.011185E-4,5.982935E-5,1.393679E-4,1.767939E-5,7.958357E-5,1.928304E-5,-3.417512E-10,2.219995E-139,7.873291,6.745132E-5,445592.6,445592.6
8.497143E-4,15.55096,-1.38991E7,1422.449,1422.449,0.001048806,1.0,0.7712271,1.02295E-5,0.1022423,7.645512E-5,0.003837295,2.034769E-6,0.06264532,3.424584E-6,0.01906005,3.982099E-5,0.009717159,7.301794E-5,0.007143241,0.004003994,1.353283E-4,9.809019E-8,6.945728E-7,6.352442E-9,9.8156E-9,0.003823812,6.157174E-5,6.956975E-5,2.116861E-5,6.59497E-7,0.001824092,0.001800062,1.800044E-4,0.004403861,3.593082E-4,0.00150742,7.18238E-5,2.938271E-6,2.426282E-4,8.552228E-10,8.372021E-7,4.35558E-6,1.359698E-5,2.987824E-9,2.789422E-11,1.476043E-12,2.122079E-9,0.004787496,1.007277E-4,6.050629E-5,1.398185E-4,1.744263E-5,8.012875E-5,1.946264E-5,-3.298739E-10,9.31863E-142,7.87214,6.74432E-5,445527.5,445527.5
8.632987E-4,15.55321,-1.345778E7,1422.405,1422.405,0.001048806,1.0,0.7709332,1.018451E-5,0.1025878,7.564055E-5,0.003794153,2.020037E-6,0.06278688,3.39854E-6,0.01921698,3.866E-5,0.009573464,7.184284E-5,0.007097757,0.003963791,1.34321E-4,9.490251E-8,6.789459E-7,6.194706E-9,9.57292E-9,0.003744326,6.017624E-5,6.781791E-5,2.070496E-5,6.518026E-7,0.001810109,0.001797137,1.819447E-4,0.004438659,3.584463E-4,0.00150687,7.178296E-5,2.905277E-6,2.458356E-4,8.256708E-10,8.184483E-7,4.223367E-6,1.307441E-5,2.896618E-9,2.01384E-11,1.414358E-12,2.032175E-9,0.004774818,1.00258E-4,6.13288E-5,1.403573E-4,1.716222E-5,8.078292E-5,1.968093E-5,-3.168184E-10,1.005678E-144,7.870762,6.743344E-5,445449.5,445449.5
8.756798E-4,15.55523,-1.307881E7,1422.367,1422.367,0.001048806,1.0,0.7706701,1.014421E-5,0.1028976,7.491327E-5,0.00375547,2.006874E-6,0.06291271,3.375319E-6,0.01935855,3.764586E-5,0.009444801,7.079351E-5,0.007056278,0.003927601,1.334109E-4,9.219678E-8,6.650785E-7,6.055025E-9,9.357969E-9,0.003673555,5.893746E-5,6.626962E-5,2.029397E-5,6.449625E-7,0.001797643,0.001794401,1.836989E-4,0.004470063,3.576121E-4,0.001506348,7.174548E-5,2.875721E-6,2.487323E-4,7.99777E-10,8.018365E-7,4.106966E-6,1.262349E-5,2.81652E-9,1.576411E-11,1.360567E-12,1.953841E-9,0.004763347,9.983558E-5,6.207694E-5,1.408392E-4,1.691382E-5,8.137017E-5,1.987954E-5,-3.050899E-10,2.13469E-147,7.869528,6.742468E-5,445379.7,445379.7
8.880998E-4,15.55723,-1.27198E7,1422.33,1422.33,0.001048806,1.0,0.7704105,1.010444E-5,0.1032035,7.419778E-5,0.003717263,1.993914E-6,0.06303594,3.352502E-6,0.01949918,3.666857E-5,0.009317892,6.976107E-5,0.007014664,0.003891724,1.325056E-4,8.965525E-8,6.515144E-7,5.91868E-9,9.148109E-9,0.003604122,5.772549E-5,6.476109E-5,1.989239E-5,6.382608E-7,0.001785397,0.001791595,1.854451E-4,0.00450127,3.567306E-4,0.001505805,7.170765E-5,2.846557E-6,2.516127E-4,7.747545E-10,7.856144E-7,3.993972E-6,1.219388E-5,2.738909E-9,1.299106E-11,1.308826E-12,1.878549E-9,0.00475192,9.9417E-5,6.282595E-5,1.41314E-4,1.667119E-5,8.195078E-5,2.007847E-5,-2.938176E-10,4.465159E-150,7.868309,6.741601E-5,445310.7,445310.7
8.980793E-4,15.55882,-1.244592E7,1422.301,1422.301,0.001048806,1.0,0.770205,1.007294E-5,0.1034459,7.363277E-5,0.003686987,1.983671E-6,0.06313286,3.334502E-6,0.0196112,3.591095E-5,0.009217449,6.894574E-5,0.006981233,0.0038632,1.317835E-4,8.772723E-8,6.408586E-7,5.811773E-9,8.98353E-9,0.003549433,5.677323E-5,6.358019E-5,1.957722E-5,6.32988E-7,0.00177574,0.001789298,1.868385E-4,0.004526135,3.559912E-4,0.001505355,7.167707E-5,2.823467E-6,2.53909E-4,7.553103E-10,7.728894E-7,3.905813E-6,1.186417E-5,2.678476E-9,1.211197E-11,1.268791E-12,1.820326E-9,0.004742795,9.908434E-5,6.342671E-5,1.416894E-4,1.648078E-5,8.241128E-5,2.023808E-5,-2.874287E-10,3.031555E-152,7.867345,6.740913E-5,445256.1,445256.1
9.0E-4,15.55912,-1.239476E7,1422.295,1422.295,0.001048806,1.0,0.7701658,1.006692E-5,0.1034921,7.352505E-5,0.003681205,1.981718E-6,0.06315129,3.331072E-6,0.01963266,3.576796E-5,0.009198276,6.879029E-5,0.0069748,0.003857742,1.316452E-4,8.736747E-8,6.388328E-7,5.791469E-9,8.952271E-9,0.003539021,5.659219E-5,6.335614E-5,1.951734E-5,6.319847E-7,0.0017739,0.001788852,1.871056E-4,0.004530898,3.558457E-4,0.001505266,7.167117E-5,2.819058E-6,2.54349E-4,7.516359E-10,7.70473E-7,3.889117E-6,1.180228E-5,2.667101E-9,1.286644E-11,1.261243E-12,1.809353E-9,0.004741045,9.902069E-5,6.354222E-5,1.41761E-4,1.64446E-5,8.249928E-5,2.026878E-5,-2.897238E-10,1.287654E-152,7.867161,6.740781E-5,445245.7,445245.7
9.101304E-4,15.56071,-1.213196E7,1422.266,1422.266,0.001048806,1.0,0.7699605,1.003542E-5,0.1037346,7.296198E-5,0.003650923,1.971501E-6,0.06324743,3.313151E-6,0.01974531,3.50276E-5,0.009097946,6.797775E-5,0.006940881,0.003829111,1.30918E-4,8.552379E-8,6.282719E-7,5.685735E-9,8.789467E-9,0.003484672,5.564833E-5,6.219024E-5,1.920532E-5,6.267503E-7,0.00176429,0.001786476,1.885097E-4,0.004555911,3.550626E-4,0.001504794,7.163994E-5,2.795985E-6,2.566603E-4,7.325889E-10,7.57887E-7,3.802388E-6,1.148345E-5,2.608301E-9,2.040747E-11,1.222206E-12,1.75262E-9,0.004731843,9.868686E-5,6.41509E-5,1.421355E-4,1.625605E-5,8.296027E-5,2.043056E-5,-3.194934E-10,7.956282E-155,7.866196,6.740092E-5,445191.1,445191.1
9.327605E-4,15.5642,-1.158851E7,1422.204,1422.204,0.001048806,1.0,0.7695117,9.966464E-6,0.1042652,7.173507E-5,0.003584622,1.949212E-6,0.06345554,3.274149E-6,0.01999381,3.345642E-5,0.008878676,6.620734E-5,0.006865198,0.003766126,1.293112E-4,8.171469E-8,6.054324E-7,5.457722E-9,8.438303E-9,0.003366716,5.360695E-5,5.968188E-5,1.853151E-5,6.154042E-7,0.001743394,0.001781042,1.916148E-4,0.004611105,3.532187E-4,0.001503696,7.156958E-5,2.745535E-6,2.617638E-4,6.920444E-10,7.307072E-7,3.616706E-6,1.081614E-5,2.481252E-9,1.883448E-11,1.139635E-12,1.632723E-9,0.004711467,9.795249E-5,6.550701E-5,1.429525E-4,1.584866E-5,8.397069E-5,2.079125E-5,-3.274666E-10,1.614972E-159,7.864087,6.73858E-5,445071.7,445071.7
9.453905E-4,15.56611,-1.131017E7,1422.17,1422.17,0.001048806,1.0,0.769267,9.928804E-6,0.104555,7.106839E-5,0.003548412,1.937082E-6,0.0635678,3.252981E-6,0.02013062,3.262661E-5,0.008759159,6.524545E-5,0.006823036,0.00373155,1.284249E-4,7.975596E-8,5.931224E-7,5.335213E-9,8.249579E-9,0.003302904,5.250669E-5,5.83376E-5,1.816893E-5,6.092734E-7,0.001732064,0.001777939,1.933292E-4,0.004641503,3.521353E-4,0.001503058,7.152995E-5,2.718022E-6,2.645763E-4,6.705655E-10,7.160902E-7,3.517726E-6,1.046885E-5,2.413485E-9,1.681087E-11,1.096199E-12,1.569713E-9,0.004700204,9.754926E-5,6.626168E-5,1.43397E-4,1.56292E-5,8.452313E-5,2.099212E-5,-3.288447E-10,2.005313E-162,7.862936,6.737754E-5,445006.6,445006.6
9.663235E-4,15.56922,-1.088488E7,1422.116,1422.116,0.001048806,1.0,0.7688702,9.867597E-6,0.1050256,6.999039E-5,0.003489595,1.917441E-6,0.063748,3.218784E-6,0.0203545,3.131953E-5,0.008565392,6.369047E-5,0.006753313,0.003675122,1.26972E-4,7.673736E-8,5.733696E-7,5.139223E-9,7.947593E-9,0.003200168,5.074132E-5,5.619194E-5,1.758801E-5,5.994116E-7,0.001713784,0.001772695,1.961419E-4,0.004691263,3.502603E-4,0.001501962,7.146368E-5,2.673397E-6,2.691825E-4,6.366482E-10,6.926936E-7,3.360526E-6,9.928978E-6,2.306422E-9,2.11002E-11,1.02807E-12,1.470963E-9,0.004681699,9.689084E-5,6.750902E-5,1.441159E-4,1.52771E-5,8.542127E-5,2.132437E-5,-3.529253E-10,1.416707E-166,7.861068,6.736409E-5,444900.9,444900.9
9.716142E-4,15.56999,-1.07843E7,1422.103,1422.103,0.001048806,1.0,0.7687716,9.852367E-6,0.1051426,6.97232E-5,0.003474964,1.912565E-6,0.06379239,3.210314E-6,0.02041052,3.100221E-5,0.008517266,6.330514E-5,0.006735728,0.003661033,1.266079E-4,7.601614E-8,5.685035E-7,5.091054E-9,7.87336E-9,0.003174793,5.030645E-5,5.566558E-5,1.744507E-5,5.969772E-7,0.001709261,0.001771351,1.968471E-4,0.004703717,3.497712E-4,0.001501677,7.144682E-5,2.662309E-6,2.703357E-4,6.283988E-10,6.869377E-7,3.322117E-6,9.799253E-6,2.280239E-9,2.164227E-11,1.011589E-12,1.447091E-9,0.004677054,9.672635E-5,6.782359E-5,1.442942E-4,1.519035E-5,8.564482E-5,2.140822E-5,-3.602085E-10,1.194253E-167,7.860603,6.736074E-5,444874.6,444874.6
9.923305E-4,15.57298,-1.041507E7,1422.051,1422.051,0.001048806,1.0,0.7683919,9.7936E-6,0.1055939,6.869645E-5,0.003418554,1.893811E-6,0.06396199,3.177781E-6,0.02062774,2.98066E-5,0.008331985,6.182478E-5,0.006667031,0.003606517,1.251944E-4,7.33353E-8,5.499142E-7,4.907472E-9,7.590402E-9,0.003077622,4.864537E-5,5.366295E-5,1.689964E-5,5.876589E-7,0.001691908,0.00176602,1.995871E-4,0.004752015,3.478012E-4,0.001500536,7.138032E-5,2.619609E-6,2.748096E-4,5.972685E-10,6.649845E-7,3.176549E-6,9.315124E-6,2.180819E-9,2.084729E-11,9.497259E-13,1.357543E-9,0.004658988,9.608941E-5,6.905263E-5,1.449791E-4,1.485882E-5,8.650724E-5,2.173603E-5,-3.714829E-10,-3.283168E-172,7.858813,6.734782E-5,444773.2,444773.2
0.001,15.57407,-1.028819E7,1422.033,1422.033,0.001048806,1.0,0.7682539,9.772196E-6,0.1057581,6.832414E-5,0.003398024,1.887001E-6,0.06402306,3.165991E-6,0.0207073,2.938244E-5,0.008264665,6.128816E-5,0.00664167,0.003586597,1.24676E-4,7.239742E-8,5.43218E-7,4.84151E-9,7.488716E-9,0.003042525,4.804708E-5,5.294482E-5,1.670342E-5,5.842945E-7,0.001685628,0.00176402,2.005928E-4,0.004769708,3.470501E-4,0.001500103,7.135552E-5,2.604089E-6,2.764489E-4,5.862071E-10,6.570934E-7,3.124575E-6,9.145162E-6,2.145717E-9,2.556634E-11,9.278757E-13,1.325939E-9,0.004652349,9.585646E-5,6.950654E-5,1.452274E-4,1.473932E-5,8.682129E-5,2.185718E-5,-4.001513E-10,-8.493905E-174,7.858161,6.734311E-5,444736.4,444736.4
0.001024137,15.57743,-9920437.0,1421.976,1421.976,0.001048806,1.0,0.7678283,9.706003E-6,0.1062653,6.717862E-5,0.003334609,1.866012E-6,0.06420952,3.129729E-6,0.02095473,2.810778E-5,0.008057112,5.963779E-5,0.006562136,0.003524805,1.230612E-4,6.961524E-8,5.227648E-7,4.640606E-9,7.178953E-9,0.002935022,4.621998E-5,5.076203E-5,1.61049E-5,5.739913E-7,0.001666344,0.001757645,2.03728E-4,0.004824745,3.446154E-4,0.001498702,7.127679E-5,2.556222E-6,2.815495E-4,5.529189E-10,6.33023E-7,2.967349E-6,8.63998E-6,2.038333E-9,2.320841E-11,8.625567E-13,1.231532E-9,0.004631622,9.513292E-5,7.093122E-5,1.45991E-4,1.437397E-5,8.779184E-5,2.223779E-5,-4.198611E-10,-9.598423E-179,7.85615,6.732856E-5,444622.5,444622.5
0.001048071,15.58068,-9600143.0,1421.922,1421.922,0.001048806,1.0,0.7674189,9.64206E-6,0.1067541,6.608073E-5,0.00327348,1.845847E-6,0.06438603,3.094991E-6,0.02119574,2.692844E-5,0.007857605,5.805721E-5,0.006483739,0.003464857,1.214849E-4,6.708367E-8,5.033786E-7,4.450998E-9,6.886532E-9,0.002832698,4.448866E-5,4.870832E-5,1.553877E-5,5.641852E-7,0.001647918,0.001751212,2.067927E-4,0.004878365,3.421017E-4,0.001497259,7.119772E-5,2.510186E-6,2.865199E-4,5.220678E-10,6.102819E-7,2.820491E-6,8.18003E-6,1.938775E-9,3.089645E-11,8.0264E-13,1.145038E-9,0.004611315,9.442938E-5,7.233802E-5,1.467217E-4,1.402701E-5,8.872803E-5,2.261414E-5,-4.667084E-10,1.427057E-182,7.854212,6.731453E-5,444512.8,444512.8
0.001064208,15.58282,-9407177.0,1421.886,1421.886,0.001048806,1.0,0.7671498,9.59986E-6,0.107076,6.536097E-5,0.003233219,1.832594E-6,0.0645005,3.072223E-6,0.02135584,2.617737E-5,0.007726521,5.702176E-5,0.006431169,0.003425164,1.204358E-4,6.54892E-8,4.907882E-7,4.328291E-9,6.697253E-9,0.002766016,4.336453E-5,4.738265E-5,1.517171E-5,5.577932E-7,0.00163587,0.001746818,2.088347E-4,0.004913992,3.403551E-4,0.001496257,7.114383E-5,2.479925E-6,2.898226E-4,5.024029E-10,5.955274E-7,2.726272E-6,7.890842E-6,1.873862E-9,2.131196E-11,7.647863E-13,1.090442E-9,0.004597759,9.396253E-5,7.328322E-5,1.472E-4,1.380121E-5,8.934488E-5,2.286732E-5,-4.534762E-10,-3.233415E-186,7.852935,6.730528E-5,444440.6,444440.6
0.001098214,15.58721,-9055496.0,1421.813,1421.813,0.001048806,1.0,0.7665998,9.513186E-6,0.107735,6.389532E-5,0.003150785,1.805531E-6,0.06473037,3.025855E-6,0.02168714,2.470014E-5,0.007458929,5.491542E-5,0.006321211,0.003343371,1.182604E-4,6.238456E-8,4.654463E-7,4.082389E-9,6.317852E-9,0.002631255,4.110263E-5,4.473404E-5,1.443437E-5,5.448667E-7,0.001611414,0.001737434,2.130751E-4,0.004987723,3.365514E-4,0.001494074,7.102872E-5,2.418118E-6,2.966575E-4,4.637111E-10,5.65928E-7,2.539432E-6,7.33042E-6,1.74588E-9,1.398106E-11,6.911246E-13,9.843194E-10,0.004569537,9.299752E-5,7.52663E-5,1.481711E-4,1.334536E-5,9.060832E-5,2.339933E-5,-4.243051E-10,-8.039736E-191,7.850322,6.728635E-5,444292.7,444292.7
