Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_TC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_MCPTD_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NEOC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_B2M2_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_CYC6H10_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_IC8H16_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_STILB_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Mole_fraction_IC12H26_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
9.741158E-4,14.99027,-1.901794E7,997.0834,997.0834,0.00167809,1.0,0.9428047,8.447586E-4,7.419198E-6,1.049188E-4,1.544714E-6,3.662997E-4,3.22041E-7,8.440047E-6,6.398995E-8,7.110107E-4,4.491794E-6,5.920929E-7,5.659578E-5,2.065341E-6,1.507116E-5,1.783169E-6,0.001057219,7.208827E-5,8.766918E-5,9.380703E-6,1.189814E-5,8.975196E-5,5.840514E-8,1.404172E-5,1.025306E-7,1.248391E-8,4.863268E-8,5.419947E-7,4.968757E-5,8.817562E-7,4.136505E-6,2.797866E-8,6.170557E-5,8.172595E-6,3.911187E-8,1.298357E-8,3.828108E-6,8.829428E-5,0.01864704,1.11668E-4,0.007877402,1.002514E-5,3.741016E-9,3.441406E-9,3.448906E-6,1.391101E-7,4.301081E-7,1.231859E-6,0.01002129,0.01683695,9.159127,1.11945E-4,518365.1,518365.1
9.743444E-4,14.99027,-1.901705E7,997.0827,997.0827,0.00167809,1.0,0.9428042,8.449618E-4,7.419089E-6,1.049442E-4,1.544691E-6,3.663883E-4,3.221853E-7,8.442218E-6,6.40042E-8,7.111796E-4,4.491855E-6,5.923795E-7,5.660934E-5,2.06585E-6,1.507474E-5,1.783151E-6,0.001057473,7.209824E-5,8.769054E-5,9.383439E-6,1.1898E-5,8.97754E-5,5.844149E-8,1.404518E-5,1.025816E-7,1.248986E-8,4.86446E-8,5.421273E-7,4.969951E-5,8.821173E-7,4.137697E-6,2.799201E-8,6.172039E-5,8.174558E-6,3.913104E-8,1.299132E-8,3.828999E-6,8.831511E-5,0.01864691,1.116946E-4,0.007877392,1.002568E-5,3.743825E-9,3.443736E-9,3.450133E-6,1.391537E-7,4.30298E-7,1.232297E-6,0.0100212,0.01683688,9.159122,1.11945E-4,518364.8,518364.9
9.778102E-4,14.99024,-1.900662E7,997.0728,997.0728,0.00167809,1.0,0.9427953,8.480434E-4,7.417442E-6,1.053281E-4,1.544333E-6,3.677313E-4,3.243766E-7,8.475131E-6,6.422018E-8,7.137394E-4,4.49277E-6,5.967332E-7,5.681488E-5,2.073572E-6,1.512903E-5,1.78288E-6,0.001061321,7.224909E-5,8.801426E-5,9.424888E-6,1.189593E-5,9.013077E-5,5.899405E-8,1.40977E-5,1.033559E-7,1.258023E-8,4.882533E-8,5.441374E-7,4.988045E-5,8.875994E-7,4.15576E-6,2.81948E-8,6.194508E-5,8.204315E-6,3.942221E-8,1.310916E-8,3.842501E-6,8.863085E-5,0.01864489,1.120974E-4,0.007877242,1.003392E-5,3.786564E-9,3.479176E-9,3.468742E-6,1.398155E-7,4.331799E-7,1.238949E-6,0.01001971,0.01683569,9.159048,1.119452E-4,518360.6,518360.6
9.799774E-4,14.99023,-1.900133E7,997.0666,997.0666,0.00167809,1.0,0.9427898,8.499698E-4,7.416414E-6,1.055682E-4,1.54411E-6,3.685709E-4,3.257501E-7,8.49571E-6,6.435515E-8,7.153395E-4,4.493341E-6,5.994629E-7,5.694337E-5,2.078398E-6,1.516296E-5,1.78271E-6,0.001063726,7.234313E-5,8.821664E-5,9.450818E-6,1.189462E-5,9.035293E-5,5.934086E-8,1.413053E-5,1.038413E-7,1.263688E-8,4.89383E-8,5.453939E-7,4.999355E-5,8.910325E-7,4.16705E-6,2.832194E-8,6.208553E-5,8.222908E-6,3.960473E-8,1.318314E-8,3.85094E-6,8.882821E-5,0.01864363,1.123492E-4,0.007877149,1.003903E-5,3.81343E-9,3.501444E-9,3.480383E-6,1.402293E-7,4.349837E-7,1.24311E-6,0.01001878,0.01683494,9.159002,1.119453E-4,518358.0,518358.0
9.803577E-4,14.99022,-1.899914E7,997.0656,997.0656,0.00167809,1.0,0.9427888,8.503078E-4,7.41623E-6,1.056103E-4,1.54407E-6,3.687182E-4,3.259913E-7,8.499321E-6,6.437881E-8,7.156202E-4,4.49344E-6,5.999424E-7,5.696591E-5,2.079245E-6,1.516891E-5,1.782679E-6,0.001064148,7.235961E-5,8.825214E-5,9.455362E-6,1.189439E-5,9.039191E-5,5.940181E-8,1.413629E-5,1.039266E-7,1.264684E-8,4.895811E-8,5.456143E-7,5.001339E-5,8.916353E-7,4.16903E-6,2.834427E-8,6.211017E-5,8.226169E-6,3.963679E-8,1.319614E-8,3.852421E-6,8.886283E-5,0.0186434,1.123933E-4,0.007877132,1.003992E-5,3.818156E-9,3.50536E-9,3.482426E-6,1.40302E-7,4.353004E-7,1.24384E-6,0.01001862,0.01683481,9.158994,1.119453E-4,518357.6,518357.6
9.987204E-4,14.99008,-1.894564E7,997.0133,997.0133,0.00167809,1.0,0.9427421,8.666151E-4,7.407506E-6,1.076419E-4,1.542177E-6,3.758249E-4,3.377335E-7,8.673663E-6,6.552011E-8,7.291629E-4,4.498239E-6,6.233101E-7,5.805315E-5,2.120085E-6,1.545622E-5,1.781241E-6,0.001084515,7.314694E-5,8.996459E-5,9.674638E-6,1.188289E-5,9.227287E-5,6.238263E-8,1.441434E-5,1.080846E-7,1.313188E-8,4.991374E-8,5.562477E-7,5.097036E-5,9.208917E-7,4.264524E-6,2.943263E-8,6.329883E-5,8.383251E-6,4.119837E-8,1.383259E-8,3.923823E-6,9.05324E-5,0.01863271,1.145238E-4,0.00787634,1.008178E-5,4.050462E-9,3.697563E-9,3.581241E-6,1.438128E-7,4.506432E-7,1.279153E-6,0.01001075,0.01682853,9.158601,1.119464E-4,518335.3,518335.3
0.001,14.99007,-1.894169E7,997.0096,997.0096,0.00167809,1.0,0.9427389,8.677506E-4,7.406891E-6,1.077833E-4,1.542043E-6,3.763197E-4,3.385583E-7,8.685811E-6,6.559946E-8,7.301056E-4,4.49857E-6,6.249533E-7,5.812883E-5,2.122928E-6,1.547623E-5,1.781139E-6,0.001085933,7.320123E-5,9.008379E-5,9.689904E-6,1.188207E-5,9.240386E-5,6.259298E-8,1.44337E-5,1.083771E-7,1.316599E-8,4.998024E-8,5.569879E-7,5.103697E-5,9.229409E-7,4.271168E-6,2.950917E-8,6.338158E-5,8.394169E-6,4.130812E-8,1.387754E-8,3.928792E-6,9.064859E-5,0.01863196,1.146721E-4,0.007876285,1.008461E-5,4.066941E-9,3.711176E-9,3.588138E-6,1.440577E-7,4.51716E-7,1.281618E-6,0.0100102,0.01682809,9.158573,1.119465E-4,518333.8,518333.8
0.001038738,14.98977,-1.882907E7,996.8998,996.8998,0.00167809,1.0,0.9426406,9.020632E-4,7.388182E-6,1.120568E-4,1.537979E-6,3.912709E-4,3.639359E-7,9.053426E-6,6.799191E-8,7.58585E-4,4.508452E-6,6.756245E-7,6.041431E-5,2.208763E-6,1.608098E-5,1.778049E-6,0.001128805,7.48086E-5,9.36839E-5,1.015094E-5,1.185583E-5,9.636315E-5,6.912499E-8,1.501943E-5,1.174049E-7,1.421793E-8,5.198727E-8,5.793444E-7,5.304813E-5,9.856065E-7,4.471649E-6,3.186913E-8,6.5881E-5,8.72292E-6,4.46887E-8,1.52762E-8,4.078808E-6,9.415549E-5,0.01860947,1.191492E-4,0.007874625,1.016509E-5,4.584205E-9,4.137236E-9,3.797523E-6,1.514854E-7,4.84396E-7,1.356413E-6,0.009993667,0.01681486,9.157747,1.119487E-4,518287.0,518287.0
0.001051354,14.98967,-1.879308E7,996.8642,996.8642,0.00167809,1.0,0.9426087,9.13213E-4,7.381998E-6,1.13445E-4,1.536636E-6,3.961287E-4,3.723688E-7,9.173095E-6,6.876661E-8,7.678348E-4,4.511602E-6,6.925077E-7,6.115633E-5,2.236626E-6,1.627756E-5,1.777024E-6,0.001142741,7.531748E-5,9.485288E-5,1.030067E-5,1.184681E-5,9.765005E-5,7.131982E-8,1.520994E-5,1.204162E-7,1.456849E-8,5.263839E-8,5.866041E-7,5.370096E-5,1.006271E-6,4.536663E-6,3.265547E-8,6.669269E-5,8.829258E-6,4.581347E-8,1.574739E-8,4.127494E-6,9.529334E-5,0.01860217,1.206024E-4,0.007874087,1.018924E-5,4.760299E-9,4.281788E-9,3.865945E-6,1.539101E-7,4.95118E-7,1.380844E-6,0.009988298,0.01681057,9.157479,1.119494E-4,518271.8,518271.8
0.001054592,14.98965,-1.878324E7,996.855,996.855,0.00167809,1.0,0.9426005,9.160728E-4,7.380388E-6,1.138011E-4,1.536287E-6,3.973746E-4,3.745466E-7,9.203806E-6,6.896499E-8,7.702069E-4,4.512403E-6,6.968713E-7,6.13466E-5,2.24377E-6,1.632799E-5,1.776756E-6,0.001146315,7.544695E-5,9.515266E-5,1.033908E-5,1.184446E-5,9.798015E-5,7.18885E-8,1.525883E-5,1.211947E-7,1.465911E-8,5.28053E-8,5.884657E-7,5.386834E-5,1.011595E-6,4.553328E-6,3.285871E-8,6.690084E-5,8.856494E-6,4.610404E-8,1.586959E-8,4.139976E-6,9.558505E-5,0.0186003,1.20975E-4,0.007873949,1.019528E-5,4.806106E-9,4.319353E-9,3.883524E-6,1.545328E-7,4.978759E-7,1.387121E-6,0.009986921,0.01680946,9.15741,1.119496E-4,518267.9,518267.9
0.001055079,14.98965,-1.878233E7,996.8537,996.8537,0.00167809,1.0,0.9425993,9.165025E-4,7.380147E-6,1.138546E-4,1.536234E-6,3.975618E-4,3.748743E-7,9.208421E-6,6.899481E-8,7.705633E-4,4.512523E-6,6.975281E-7,6.137519E-5,2.244844E-6,1.633557E-5,1.776716E-6,0.001146853,7.546637E-5,9.519771E-5,1.034486E-5,1.184411E-5,9.802976E-5,7.197416E-8,1.526617E-5,1.213119E-7,1.467275E-8,5.283038E-8,5.887454E-7,5.38935E-5,1.012396E-6,4.555832E-6,3.28893E-8,6.693212E-5,8.860585E-6,4.614778E-8,1.5888E-8,4.141852E-6,9.562888E-5,0.01860001,1.21031E-4,0.007873928,1.019619E-5,4.813012E-9,4.325015E-9,3.886166E-6,1.546264E-7,4.982905E-7,1.388064E-6,0.009986714,0.0168093,9.1574,1.119496E-4,518267.4,518267.4
0.001055988,14.98964,-1.877914E7,996.8511,996.8511,0.00167809,1.0,0.942597,9.173054E-4,7.379691E-6,1.139545E-4,1.536135E-6,3.979116E-4,3.754871E-7,9.217044E-6,6.905047E-8,7.712292E-4,4.512748E-6,6.987562E-7,6.14286E-5,2.246849E-6,1.634972E-5,1.776641E-6,0.001147856,7.550262E-5,9.528185E-5,1.035563E-5,1.184344E-5,9.812243E-5,7.213432E-8,1.527989E-5,1.21531E-7,1.469825E-8,5.287724E-8,5.89268E-7,5.394048E-5,1.013892E-6,4.560509E-6,3.29465E-8,6.699055E-5,8.868228E-6,4.622954E-8,1.592242E-8,4.145355E-6,9.571076E-5,0.01859949,1.211356E-4,0.007873889,1.019787E-5,4.82593E-9,4.335606E-9,3.891104E-6,1.548013E-7,4.990654E-7,1.389827E-6,0.009986328,0.01680899,9.157381,1.119497E-4,518266.3,518266.3
0.001059147,14.98961,-1.877046E7,996.8422,996.8422,0.00167809,1.0,0.942589,9.200943E-4,7.378131E-6,1.143017E-4,1.535796E-6,3.991266E-4,3.776193E-7,9.247004E-6,6.924391E-8,7.735424E-4,4.513528E-6,7.030304E-7,6.161413E-5,2.253815E-6,1.63989E-5,1.776384E-6,0.001151343,7.56283E-5,9.557415E-5,1.039308E-5,1.184114E-5,9.844437E-5,7.269216E-8,1.532757E-5,1.222938E-7,1.478701E-8,5.303997E-8,5.910832E-7,5.410369E-5,1.019097E-6,4.576755E-6,3.314558E-8,6.719352E-5,8.894767E-6,4.651408E-8,1.604234E-8,4.157526E-6,9.599516E-5,0.01859766,1.214989E-4,0.007873755,1.020368E-5,4.870966E-9,4.372519E-9,3.908263E-6,1.554091E-7,5.017592E-7,1.395953E-6,0.009984985,0.01680792,9.157313,1.119499E-4,518262.5,518262.5
0.001060184,14.98961,-1.87671E7,996.8393,996.8393,0.00167809,1.0,0.9425864,9.210097E-4,7.377618E-6,1.144157E-4,1.535685E-6,3.995254E-4,3.783203E-7,9.256838E-6,6.930737E-8,7.743015E-4,4.513784E-6,7.04436E-7,6.167502E-5,2.256101E-6,1.641505E-5,1.776299E-6,0.001152487,7.566946E-5,9.567008E-5,1.040537E-5,1.184038E-5,9.855003E-5,7.287572E-8,1.534322E-5,1.225446E-7,1.48162E-8,5.309337E-8,5.91679E-7,5.415725E-5,1.020808E-6,4.582086E-6,3.321104E-8,6.726014E-5,8.903474E-6,4.660765E-8,1.608182E-8,4.16152E-6,9.608849E-5,0.01859706,1.216182E-4,0.007873711,1.020557E-5,4.885802E-9,4.384675E-9,3.913897E-6,1.556087E-7,5.026439E-7,1.397964E-6,0.009984545,0.01680756,9.157291,1.119499E-4,518261.2,518261.2
0.001060542,14.9896,-1.87665E7,996.8383,996.8383,0.00167809,1.0,0.9425855,9.213258E-4,7.377441E-6,1.14455E-4,1.535646E-6,3.996631E-4,3.785625E-7,9.260234E-6,6.932929E-8,7.745637E-4,4.513872E-6,7.049217E-7,6.169604E-5,2.256891E-6,1.642062E-5,1.77627E-6,0.001152882,7.568366E-5,9.570321E-5,1.040962E-5,1.184011E-5,9.858652E-5,7.293917E-8,1.534863E-5,1.226313E-7,1.482628E-8,5.311181E-8,5.918847E-7,5.417575E-5,1.021399E-6,4.583927E-6,3.323367E-8,6.728314E-5,8.906481E-6,4.663998E-8,1.609546E-8,4.162899E-6,9.612072E-5,0.01859686,1.216593E-4,0.007873695,1.020622E-5,4.890931E-9,4.388878E-9,3.915843E-6,1.556776E-7,5.029495E-7,1.398659E-6,0.009984393,0.01680744,9.157284,1.119499E-4,518260.8,518260.8
0.001062511,14.98959,-1.876051E7,996.8327,996.8327,0.00167809,1.0,0.9425805,9.230629E-4,7.376463E-6,1.146713E-4,1.535433E-6,4.004199E-4,3.798951E-7,9.2789E-6,6.944968E-8,7.760044E-4,4.514356E-6,7.075941E-7,6.181158E-5,2.261229E-6,1.645125E-5,1.776108E-6,0.001155054,7.576163E-5,9.588525E-5,1.043294E-5,1.183867E-5,9.878705E-5,7.328836E-8,1.537833E-5,1.231083E-7,1.488178E-8,5.321315E-8,5.930152E-7,5.427739E-5,1.024648E-6,4.594042E-6,3.335813E-8,6.740955E-5,8.923E-6,4.681784E-8,1.617056E-8,4.170478E-6,9.629783E-5,0.01859572,1.218856E-4,0.007873612,1.02098E-5,4.919177E-9,4.412019E-9,3.926539E-6,1.560565E-7,5.046297E-7,1.402477E-6,0.009983557,0.01680677,9.157242,1.119501E-4,518258.4,518258.4
0.001091703,14.98937,-1.867692E7,996.7507,996.7507,0.00167809,1.0,0.9425069,9.48788E-4,7.362012E-6,1.178732E-4,1.532295E-6,4.116258E-4,3.998945E-7,9.555619E-6,7.122985E-8,7.973327E-4,4.521466E-6,7.47763E-7,6.352171E-5,2.32543E-6,1.690501E-5,1.773714E-6,0.001187221,7.689779E-5,9.857971E-5,1.077803E-5,1.181672E-5,1.01757E-4,7.856196E-8,1.581844E-5,1.30282E-7,1.57161E-8,5.471226E-8,6.097497E-7,5.57816E-5,1.073177E-6,4.743645E-6,3.522908E-8,6.92809E-5,9.166936E-6,4.948879E-8,1.730687E-8,4.282628E-6,9.891811E-5,0.01857888,1.252339E-4,0.007872374,1.026015E-5,5.349068E-9,4.763591E-9,4.085426E-6,1.616818E-7,5.296384E-7,1.459184E-6,0.009971181,0.01679686,9.156624,1.119517E-4,518223.4,518223.4
0.0011,14.9893,-1.865326E7,996.7274,996.7274,0.00167809,1.0,0.942486,9.560875E-4,7.357866E-6,1.187816E-4,1.531394E-6,4.148051E-4,4.056569E-7,9.634237E-6,7.173372E-8,8.033825E-4,4.523457E-6,7.593567E-7,6.400665E-5,2.343633E-6,1.703379E-5,1.773026E-6,0.00119635,7.721417E-5,9.934384E-5,1.08759E-5,1.181034E-5,1.025998E-4,8.009211E-8,1.594341E-5,1.323541E-7,1.595695E-8,5.513711E-8,6.144956E-7,5.620809E-5,1.087082E-6,4.786029E-6,3.576911E-8,6.981166E-5,9.235927E-6,5.025886E-8,1.763729E-8,4.314421E-6,9.96608E-5,0.0185741,1.261832E-4,0.007872023,1.027362E-5,5.474892E-9,4.866298E-9,4.130665E-6,1.632829E-7,5.367752E-7,1.475325E-6,0.009967671,0.01679405,9.156448,1.119522E-4,518213.5,518213.5
0.001125981,14.98911,-1.857979E7,996.6548,996.6548,0.00167809,1.0,0.9424207,9.789094E-4,7.344774E-6,1.216211E-4,1.528552E-6,4.247444E-4,4.23927E-7,9.88032E-6,7.330518E-8,8.222909E-4,4.529602E-6,7.961713E-7,6.552189E-5,2.400503E-6,1.743653E-5,1.770849E-6,0.001224899,7.818628E-5,1.017317E-4,1.118176E-5,1.179E-5,1.052351E-4,8.49739E-8,1.633438E-5,1.389383E-7,1.672192E-8,5.64639E-8,6.293263E-7,5.754055E-5,1.130938E-6,4.918344E-6,3.748406E-8,7.147038E-5,9.450976E-6,5.270163E-8,1.869369E-8,4.413739E-6,1.019804E-4,0.01855917,1.29149E-4,0.007870929,1.031346E-5,5.879499E-9,5.19604E-9,4.272529E-6,1.68303E-7,5.591982E-7,1.525928E-6,0.009956704,0.01678527,9.1559,1.119536E-4,518182.5,518182.5
0.001126466,14.98911,-1.857846E7,996.6535,996.6535,0.00167809,1.0,0.9424195,9.793348E-4,7.344527E-6,1.21674E-4,1.528498E-6,4.249297E-4,4.242712E-7,9.884911E-6,7.333441E-8,8.226433E-4,4.529716E-6,7.968656E-7,6.555012E-5,2.401562E-6,1.744404E-5,1.770808E-6,0.001225431,7.820416E-5,1.017762E-4,1.118746E-5,1.178961E-5,1.052843E-4,8.506629E-8,1.634167E-5,1.390626E-7,1.673635E-8,5.648861E-8,6.296026E-7,5.756537E-5,1.131761E-6,4.920807E-6,3.751641E-8,7.150129E-5,9.454975E-6,5.274767E-8,1.871372E-8,4.415589E-6,1.020237E-4,0.01855889,1.292043E-4,0.007870908,1.031417E-5,5.887203E-9,5.202311E-9,4.275179E-6,1.683968E-7,5.596176E-7,1.526873E-6,0.0099565,0.01678511,9.15589,1.119537E-4,518181.9,518181.9
0.001127043,14.9891,-1.857639E7,996.6519,996.6519,0.00167809,1.0,0.942418,9.798409E-4,7.344229E-6,1.217369E-4,1.528433E-6,4.251501E-4,4.246809E-7,9.890373E-6,7.336917E-8,8.230625E-4,4.52985E-6,7.976922E-7,6.558371E-5,2.402823E-6,1.745298E-5,1.770758E-6,0.001226064,7.822542E-5,1.018291E-4,1.119424E-5,1.178915E-5,1.053427E-4,8.51763E-8,1.635035E-5,1.392105E-7,1.675353E-8,5.6518E-8,6.299314E-7,5.75949E-5,1.132741E-6,4.923738E-6,3.755492E-8,7.153806E-5,9.459733E-6,5.280247E-8,1.873756E-8,4.41779E-6,1.020751E-4,0.01855856,1.2927E-4,0.007870884,1.031501E-5,5.896377E-9,5.209779E-9,4.278333E-6,1.685084E-7,5.601168E-7,1.527997E-6,0.009956257,0.01678491,9.155878,1.119537E-4,518181.2,518181.2
0.00113092,14.98907,-1.856573E7,996.641,996.641,0.00167809,1.0,0.9424083,9.832419E-4,7.34226E-6,1.2216E-4,1.528005E-6,4.266311E-4,4.274388E-7,9.927085E-6,7.360283E-8,8.258795E-4,4.530756E-6,8.032572E-7,6.580938E-5,2.411292E-6,1.751301E-5,1.770433E-6,0.001230319,7.836794E-5,1.021848E-4,1.12398E-5,1.178607E-5,1.057355E-4,8.591736E-8,1.640865E-5,1.402064E-7,1.686919E-8,5.671551E-8,6.321404E-7,5.779333E-5,1.139329E-6,4.943429E-6,3.781417E-8,7.178515E-5,9.49169E-6,5.317136E-8,1.889825E-8,4.432579E-6,1.024204E-4,0.01855634,1.297117E-4,0.007870721,1.032064E-5,5.958237E-9,5.260124E-9,4.299531E-6,1.692584E-7,5.634729E-7,1.535557E-6,0.009954623,0.0167836,9.155796,1.119539E-4,518176.6,518176.6
0.001133277,14.98906,-1.855978E7,996.6345,996.6345,0.00167809,1.0,0.9424024,9.853089E-4,7.341063E-6,1.224171E-4,1.527745E-6,4.275313E-4,4.291192E-7,9.949401E-6,7.374476E-8,8.275914E-4,4.531305E-6,8.066488E-7,6.594653E-5,2.416438E-6,1.754949E-5,1.770234E-6,0.001232905,7.845428E-5,1.024009E-4,1.12675E-5,1.178419E-5,1.059742E-4,8.636935E-8,1.644408E-5,1.408134E-7,1.693968E-8,5.683552E-8,6.334829E-7,5.791392E-5,1.143339E-6,4.955392E-6,3.797217E-8,7.193531E-5,9.511102E-6,5.339614E-8,1.899629E-8,4.441566E-6,1.026303E-4,0.01855499,1.299801E-4,0.007870622,1.032403E-5,5.996019E-9,5.290865E-9,4.312421E-6,1.697145E-7,5.655143E-7,1.540153E-6,0.00995363,0.01678281,9.155747,1.11954E-4,518173.8,518173.8
0.001133704,14.98905,-1.855816E7,996.6333,996.6333,0.00167809,1.0,0.9424013,9.856835E-4,7.340844E-6,1.224637E-4,1.527698E-6,4.276944E-4,4.29424E-7,9.953446E-6,7.377047E-8,8.279016E-4,4.531404E-6,8.072642E-7,6.597138E-5,2.417371E-6,1.755611E-5,1.770197E-6,0.001233374,7.846991E-5,1.024401E-4,1.127252E-5,1.178385E-5,1.060174E-4,8.645139E-8,1.64505E-5,1.409235E-7,1.695247E-8,5.685727E-8,6.337262E-7,5.793577E-5,1.144066E-6,4.95756E-6,3.800084E-8,7.196253E-5,9.514619E-6,5.343692E-8,1.901409E-8,4.443195E-6,1.026683E-4,0.01855474,1.300287E-4,0.007870604,1.032464E-5,6.002881E-9,5.296448E-9,4.314757E-6,1.697972E-7,5.658844E-7,1.540986E-6,0.00995345,0.01678266,9.155738,1.119541E-4,518173.3,518173.3
0.001134369,14.98905,-1.855564E7,996.6314,996.6314,0.00167809,1.0,0.9423997,9.862659E-4,7.340502E-6,1.225362E-4,1.527623E-6,4.27948E-4,4.298982E-7,9.959734E-6,7.381043E-8,8.28384E-4,4.531558E-6,8.082214E-7,6.601002E-5,2.418821E-6,1.756639E-5,1.77014E-6,0.001234103,7.849419E-5,1.02501E-4,1.128032E-5,1.178332E-5,1.060847E-4,8.657903E-8,1.646049E-5,1.410949E-7,1.697237E-8,5.689108E-8,6.341044E-7,5.796974E-5,1.145197E-6,4.960931E-6,3.804543E-8,7.200483E-5,9.520087E-6,5.350036E-8,1.904178E-8,4.445727E-6,1.027274E-4,0.01855436,1.301043E-4,0.007870576,1.032559E-5,6.013559E-9,5.305135E-9,4.31839E-6,1.699257E-7,5.664598E-7,1.542282E-6,0.009953171,0.01678244,9.155724,1.119541E-4,518172.5,518172.5
0.0012,14.98856,-1.837258E7,996.4495,996.4495,0.00167809,1.0,0.9422357,0.001043632,7.307038E-6,1.296693E-4,1.520354E-6,4.529233E-4,4.778414E-7,1.058053E-5,7.773345E-8,8.758636E-4,4.546479E-6,9.052667E-7,6.981132E-5,2.561429E-6,1.85795E-5,1.764576E-6,0.001305905,8.080646E-5,1.084928E-4,1.204762E-5,1.17299E-5,1.127099E-4,9.962465E-8,1.744525E-5,1.584876E-7,1.89904E-8,6.021376E-8,6.713228E-7,6.131135E-5,1.258381E-6,5.291916E-6,4.25673E-8,7.616865E-5,1.005552E-5,5.991786E-8,2.188486E-8,4.694711E-6,1.085393E-4,0.01851688,1.375415E-4,0.007867837,1.040931E-5,7.120814E-9,6.203779E-9,4.678029E-6,1.826538E-7,6.235905E-7,1.670452E-6,0.009925649,0.01676037,9.154348,1.119577E-4,518094.7,518094.7
0.0013,14.98784,-1.809966E7,996.1757,996.1757,0.00167809,1.0,0.941988,0.001130375,7.25501E-6,1.404453E-4,1.509054E-6,4.906672E-4,5.549226E-7,1.152424E-5,8.359966E-8,9.47543E-4,4.567871E-6,1.06221E-6,7.554144E-5,2.77625E-6,2.011323E-5,1.755897E-6,0.001414553,8.402199E-5,1.175291E-4,1.320453E-5,1.16463E-5,1.227273E-4,1.211011E-7,1.893877E-5,1.867028E-7,2.225879E-8,6.520883E-8,7.274556E-7,6.63463E-5,1.435814E-6,5.788621E-6,4.988475E-8,8.245133E-5,1.08537E-5,7.024256E-8,2.661872E-8,5.069685E-6,1.172837E-4,0.0184603,1.487455E-4,0.00786372,1.050417E-5,9.00363E-9,7.725631E-9,5.227552E-6,2.021389E-7,7.113347E-7,1.866025E-6,0.009884141,0.01672705,9.152273,1.119631E-4,517977.2,517977.2
0.0014,14.98714,-1.783435E7,995.9059,995.9059,0.00167809,1.0,0.9417429,0.001216308,7.202253E-6,1.511086E-4,1.497595E-6,5.280323E-4,6.367439E-7,1.246498E-5,8.933401E-8,0.001018417,4.587801E-6,1.229798E-6,8.119596E-5,2.988046E-6,2.163485E-5,1.747071E-6,0.001522258,8.68975E-5,1.264516E-4,1.434669E-5,1.15625E-5,1.326476E-4,1.444459E-7,2.042365E-5,2.169378E-7,2.575596E-8,7.012144E-8,7.828839E-7,7.13127E-5,1.618517E-6,6.276113E-6,5.770552E-8,8.865877E-5,1.163115E-5,8.119655E-8,3.183728E-8,5.439364E-6,1.258939E-4,0.01840437,1.597942E-4,0.007859667,1.056744E-5,1.112115E-8,9.433301E-9,5.77725E-6,2.217148E-7,7.993821E-7,2.061324E-6,0.00984315,0.01669409,9.150223,1.119683E-4,517861.2,517861.2
