Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_TC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_MCPTD_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NEOC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_B2M2_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_CYC6H10_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_IC8H16_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_STILB_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Mole_fraction_IC12H26_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
4.7794E-4,14.99454,-2.049434E7,998.5551,998.5551,0.00167809,1.0,0.9440958,3.954456E-4,7.560205E-6,4.881403E-5,1.57486E-6,1.704776E-4,7.870723E-8,3.741911E-6,3.144287E-8,3.361063E-4,4.315901E-6,1.277986E-7,2.644064E-5,9.333001E-7,7.176347E-6,1.80528E-6,4.991615E-4,4.334346E-5,4.022392E-5,3.421816E-6,1.123483E-5,3.861514E-5,7.035179E-9,6.468759E-6,2.100181E-8,2.806491E-9,2.199264E-8,2.478119E-7,2.308095E-5,2.329912E-7,1.510317E-6,6.262962E-9,2.880849E-5,3.622957E-6,7.856363E-9,1.917646E-9,1.834416E-6,4.163346E-5,0.01894354,5.239734E-5,0.007900213,7.388538E-6,2.900008E-10,3.854861E-10,1.026846E-6,4.922159E-8,8.79253E-8,3.64025E-7,0.0102395,0.01701085,9.170039,1.119131E-4,518982.6,518982.6
4.783902E-4,14.99453,-2.049371E7,998.5538,998.5538,0.00167809,1.0,0.9440946,3.958583E-4,7.560257E-6,4.886563E-5,1.574873E-6,1.706571E-4,7.885996E-8,3.746114E-6,3.147364E-8,3.36452E-4,4.316131E-6,1.280687E-7,2.646843E-5,9.343385E-7,7.183589E-6,1.805291E-6,4.996707E-4,4.337715E-5,4.026759E-5,3.427007E-6,1.123753E-5,3.866072E-5,7.056833E-9,6.475628E-6,2.104812E-8,2.812213E-9,2.201718E-8,2.480819E-7,2.310552E-5,2.334264E-7,1.51262E-6,6.275763E-9,2.883876E-5,3.627338E-6,7.87442E-9,1.92277E-9,1.83627E-6,4.16768E-5,0.01894327,5.245216E-5,0.007900191,7.392889E-6,2.910902E-10,3.866693E-10,1.028667E-6,4.929483E-8,8.813823E-8,3.646778E-7,0.0102393,0.01701069,9.170028,1.119132E-4,518982.1,518982.1
4.788682E-4,14.99453,-2.049187E7,998.5523,998.5523,0.00167809,1.0,0.9440934,3.962964E-4,7.560307E-6,4.89204E-5,1.574886E-6,1.708477E-4,7.902226E-8,3.750576E-6,3.150629E-8,3.36819E-4,4.316373E-6,1.283557E-7,2.649793E-5,9.354409E-7,7.191278E-6,1.805302E-6,5.002112E-4,4.34129E-5,4.031393E-5,3.432507E-6,1.124039E-5,3.870911E-5,7.079868E-9,6.48292E-6,2.109734E-8,2.818295E-9,2.204324E-8,2.483685E-7,2.313159E-5,2.338889E-7,1.515066E-6,6.289368E-9,2.88709E-5,3.631988E-6,7.893614E-9,1.928219E-9,1.838238E-6,4.172281E-5,0.01894298,5.251034E-5,0.007900167,7.397501E-6,2.922499E-10,3.879281E-10,1.030601E-6,4.937261E-8,8.836456E-8,3.653712E-7,0.01023908,0.01701052,9.170018,1.119132E-4,518981.5,518981.5
4.85582E-4,14.99446,-2.047617E7,998.5317,998.5317,0.00167809,1.0,0.9440757,4.024505E-4,7.560978E-6,4.968977E-5,1.57506E-6,1.735251E-4,8.131809E-8,3.813291E-6,3.19649E-8,3.419743E-4,4.319764E-6,1.324219E-7,2.691237E-5,9.509294E-7,7.299281E-6,1.80545E-6,5.078055E-4,4.391314E-5,4.096504E-5,3.509983E-6,1.127962E-5,3.938948E-5,7.408483E-9,6.585372E-6,2.1795E-8,2.904409E-9,2.240929E-8,2.52395E-7,2.349793E-5,2.404258E-7,1.549486E-6,6.482042E-9,2.932236E-5,3.697262E-6,8.165661E-9,2.005728E-9,1.865881E-6,4.236905E-5,0.01893889,5.332767E-5,0.007899836,7.4617E-6,3.088741E-10,4.058917E-10,1.057895E-6,5.046843E-8,9.157271E-8,3.751576E-7,0.01023608,0.01700813,9.169867,1.119137E-4,518972.9,518972.9
4.860188E-4,14.99446,-2.047251E7,998.5303,998.5303,0.00167809,1.0,0.9440745,4.028509E-4,7.56101E-6,4.973982E-5,1.575069E-6,1.736993E-4,8.146849E-8,3.817373E-6,3.19947E-8,3.423096E-4,4.319981E-6,1.326887E-7,2.693933E-5,9.519373E-7,7.306307E-6,1.805456E-6,5.082996E-4,4.394556E-5,4.10074E-5,3.51503E-6,1.128211E-5,3.943378E-5,7.430188E-9,6.592039E-6,2.184079E-8,2.910056E-9,2.243311E-8,2.52657E-7,2.352177E-5,2.408537E-7,1.55173E-6,6.494678E-9,2.935173E-5,3.701506E-6,8.183517E-9,2.010834E-9,1.867679E-6,4.241109E-5,0.01893863,5.338084E-5,0.007899815,7.465838E-6,3.099774E-10,4.070785E-10,1.059679E-6,5.053993E-8,9.178329E-8,3.757972E-7,0.01023588,0.01700797,9.169857,1.119137E-4,518972.4,518972.4
4.866088E-4,14.99445,-2.047208E7,998.5285,998.5285,0.00167809,1.0,0.9440729,4.033916E-4,7.561051E-6,4.980743E-5,1.575079E-6,1.739346E-4,8.167181E-8,3.822887E-6,3.203496E-8,3.427626E-4,4.320275E-6,1.330494E-7,2.697575E-5,9.532986E-7,7.315798E-6,1.805465E-6,5.08967E-4,4.398933E-5,4.106462E-5,3.52186E-6,1.128547E-5,3.949362E-5,7.459565E-9,6.601044E-6,2.190272E-8,2.917691E-9,2.246528E-8,2.530109E-7,2.355396E-5,2.414322E-7,1.55476E-6,6.511764E-9,2.93914E-5,3.707237E-6,8.207664E-9,2.017741E-9,1.870107E-6,4.246786E-5,0.01893827,5.345265E-5,0.007899786,7.471421E-6,3.114716E-10,4.086851E-10,1.06209E-6,5.063654E-8,9.206806E-8,3.766617E-7,0.01023562,0.01700776,9.169844,1.119137E-4,518971.6,518971.6
4.868777E-4,14.99445,-2.047053E7,998.5277,998.5277,0.00167809,1.0,0.9440722,4.036381E-4,7.561071E-6,4.983824E-5,1.575084E-6,1.740418E-4,8.176454E-8,3.8254E-6,3.205331E-8,3.42969E-4,4.320409E-6,1.33214E-7,2.699234E-5,9.539189E-7,7.320122E-6,1.80547E-6,5.092711E-4,4.400927E-5,4.10907E-5,3.52497E-6,1.1287E-5,3.952089E-5,7.472976E-9,6.605147E-6,2.193096E-8,2.921174E-9,2.247994E-8,2.531721E-7,2.356862E-5,2.41696E-7,1.556142E-6,6.519557E-9,2.940948E-5,3.709849E-6,8.218679E-9,2.020894E-9,1.871214E-6,4.249374E-5,0.0189381,5.348537E-5,0.007899772,7.473962E-6,3.121541E-10,4.094186E-10,1.06319E-6,5.068058E-8,9.219796E-8,3.770559E-7,0.0102355,0.01700767,9.169838,1.119138E-4,518971.3,518971.3
4.884054E-4,14.99444,-2.046629E7,998.523,998.523,0.00167809,1.0,0.9440682,4.050383E-4,7.561189E-6,5.00133E-5,1.575115E-6,1.746511E-4,8.229241E-8,3.83968E-6,3.215759E-8,3.441419E-4,4.32117E-6,1.34151E-7,2.708664E-5,9.574439E-7,7.344696E-6,1.805498E-6,5.109994E-4,4.412245E-5,4.123884E-5,3.542637E-6,1.129561E-5,3.967589E-5,7.549482E-9,6.628466E-6,2.209185E-8,2.941005E-9,2.256324E-8,2.540884E-7,2.365198E-5,2.431973E-7,1.563995E-6,6.563933E-9,2.951221E-5,3.724685E-6,8.281414E-9,2.038864E-9,1.877502E-6,4.264075E-5,0.01893717,5.367133E-5,0.007899697,7.488367E-6,3.160525E-10,4.136032E-10,1.069444E-6,5.093103E-8,9.293781E-8,3.792983E-7,0.01023482,0.01700713,9.169804,1.119139E-4,518969.4,518969.4
5.0E-4,14.99433,-2.043466E7,998.4874,998.4874,0.00167809,1.0,0.9440376,4.156644E-4,7.561983E-6,5.134177E-5,1.575329E-6,1.792751E-4,8.635044E-8,3.948151E-6,3.294876E-8,3.530419E-4,4.32687E-6,1.413747E-7,2.780225E-5,9.842026E-7,7.531176E-6,1.805699E-6,5.241173E-4,4.497521E-5,4.236321E-5,3.677175E-6,1.13582E-5,4.085397E-5,8.146721E-9,6.805503E-6,2.333322E-8,3.093749E-9,2.319556E-8,2.610436E-7,2.428452E-5,2.547228E-7,1.623782E-6,6.905798E-9,3.029179E-5,3.837123E-6,8.76542E-9,2.178444E-9,1.925202E-6,4.375614E-5,0.01893012,5.508233E-5,0.007899128,7.595799E-6,3.467614E-10,4.462979E-10,1.117307E-6,5.284181E-8,9.864543E-8,3.964616E-7,0.01022963,0.017003,9.169544,1.119147E-4,518954.7,518954.7
5.467171E-4,14.99389,-2.030334E7,998.3446,998.3446,0.00167809,1.0,0.9439144,4.584535E-4,7.561598E-6,5.669121E-5,1.575382E-6,1.979037E-4,1.035758E-7,4.386597E-6,3.612607E-8,3.888649E-4,4.348527E-6,1.723806E-7,3.068363E-5,1.092068E-6,8.282057E-6,1.805861E-6,5.769868E-4,4.830753E-5,4.68918E-5,4.225775E-6,1.156674E-5,4.562582E-5,1.084234E-8,7.519603E-6,2.868083E-8,3.747294E-9,2.574348E-8,2.890702E-7,2.683114E-5,3.033445E-7,1.867403E-6,8.369554E-9,3.343114E-5,4.28733E-6,1.084899E-8,2.796265E-9,2.117001E-6,4.824276E-5,0.01890175,6.07611E-5,0.007896855,7.99759E-6,4.905803E-10,5.945381E-10,1.316631E-6,6.06986E-8,1.231733E-7,4.679511E-7,0.01020876,0.01698639,9.168499,1.119179E-4,518895.5,518895.5
5.479616E-4,14.99388,-2.030002E7,998.3408,998.3408,0.00167809,1.0,0.9439111,4.595926E-4,7.561508E-6,5.683361E-5,1.575365E-6,1.983998E-4,1.040538E-7,4.398303E-6,3.621042E-8,3.898182E-4,4.349076E-6,1.732484E-7,3.076033E-5,1.094941E-6,8.302046E-6,1.805852E-6,5.783952E-4,4.839404E-5,4.701237E-5,4.240522E-6,1.157143E-5,4.57534E-5,1.092065E-8,7.538638E-6,2.88309E-8,3.765542E-9,2.581133E-8,2.898167E-7,2.689892E-5,3.046868E-7,1.873943E-6,8.410446E-9,3.351471E-5,4.299258E-6,1.090741E-8,2.813967E-9,2.122101E-6,4.836208E-5,0.01890099,6.091219E-5,0.007896795,8.007634E-6,4.948753E-10,5.988631E-10,1.322075E-6,6.091109E-8,1.238594E-7,4.699041E-7,0.01020821,0.01698595,9.168471,1.11918E-4,518893.9,518893.9
5.483324E-4,14.99388,-2.029878E7,998.3397,998.3397,0.00167809,1.0,0.9439101,4.59932E-4,7.561479E-6,5.687604E-5,1.575359E-6,1.985476E-4,1.041964E-7,4.401791E-6,3.623554E-8,3.901022E-4,4.34924E-6,1.735074E-7,3.078318E-5,1.095797E-6,8.308001E-6,1.805848E-6,5.788148E-4,4.841979E-5,4.70483E-5,4.244916E-6,1.157281E-5,4.579142E-5,1.094405E-8,7.54431E-6,2.887569E-8,3.770988E-9,2.583155E-8,2.900391E-7,2.691911E-5,3.050872E-7,1.875892E-6,8.422649E-9,3.35396E-5,4.302811E-6,1.092485E-8,2.819253E-9,2.12362E-6,4.839763E-5,0.01890077,6.095721E-5,0.007896777,8.01062E-6,4.961597E-10,6.001556E-10,1.323699E-6,6.097443E-8,1.240641E-7,4.704864E-7,0.01020804,0.01698582,9.168463,1.11918E-4,518893.4,518893.5
5.515237E-4,14.99385,-2.02893E7,998.33,998.33,0.00167809,1.0,0.9439017,4.628528E-4,7.561241E-6,5.724118E-5,1.575315E-6,1.998197E-4,1.054278E-7,4.43182E-6,3.64518E-8,3.925465E-4,4.350644E-6,1.757453E-7,3.097984E-5,1.103166E-6,8.359257E-6,1.805825E-6,5.824266E-4,4.864098E-5,4.735745E-5,4.282739E-6,1.158459E-5,4.611875E-5,1.114686E-8,7.593129E-6,2.926282E-8,3.818038E-9,2.600554E-8,2.919532E-7,2.70929E-5,3.085432E-7,1.892679E-6,8.528086E-9,3.375389E-5,4.333382E-6,1.107555E-8,2.865028E-9,2.136695E-6,4.870357E-5,0.01889883,6.134463E-5,0.007896624,8.036187E-6,5.073186E-10,6.113631E-10,1.3377E-6,6.152026E-8,1.258331E-7,4.755089E-7,0.01020662,0.01698469,9.168391,1.119183E-4,518889.4,518889.4
6.0E-4,14.99341,-2.014708E7,998.1829,998.1829,0.00167809,1.0,0.9437741,5.071765E-4,7.555233E-6,6.278179E-5,1.574102E-6,2.191292E-4,1.249166E-7,4.888874E-6,3.972441E-8,4.296246E-4,4.371076E-6,2.114649E-7,3.396347E-5,1.215037E-6,9.137117E-6,1.805031E-6,6.372775E-4,5.190986E-5,5.204875E-5,4.861119E-6,1.173346E-5,5.110556E-5,1.4505E-8,8.334999E-6,3.545812E-8,4.567418E-9,2.8646E-8,3.210088E-7,2.972909E-5,3.629125E-7,2.149159E-6,1.020816E-8,3.700545E-5,4.794965E-6,1.348415E-8,3.613409E-9,2.334845E-6,5.334121E-5,0.01886948,6.722022E-5,0.007894305,8.399237E-6,6.975485E-10,7.980736E-10,1.555443E-6,6.992539E-8,1.539768E-7,5.536165E-7,0.01018502,0.0169675,9.16731,1.119216E-4,518828.2,518828.2
7.0E-4,14.99252,-1.984482E7,997.8828,997.8828,0.00167809,1.0,0.9435121,5.98276E-4,7.53074E-6,7.416537E-5,1.568886E-6,2.588386E-4,1.696804E-7,5.835717E-6,4.63893E-8,5.057405E-4,4.40871E-6,2.953035E-7,4.008972E-5,1.445058E-6,1.073645E-5,1.801282E-6,7.502467E-4,5.813509E-5,6.168561E-5,6.068714E-6,1.190215E-5,6.144704E-5,2.312049E-8,9.865564E-6,5.00944E-8,6.318166E-9,3.406804E-8,3.80743E-7,3.513866E-5,4.855456E-7,2.683291E-6,1.413678E-8,4.368464E-5,5.730101E-6,1.914777E-8,5.483043E-9,2.740584E-6,6.284081E-5,0.01880926,7.927178E-5,0.007889627,9.013186E-6,1.224E-9,1.287519E-9,2.030648E-6,8.781773E-8,2.188749E-7,7.2405E-7,0.01014069,0.0169322,9.165093,1.119281E-4,518702.7,518702.8
8.0E-4,14.99168,-1.953967E7,997.5872,997.5872,0.00167809,1.0,0.9432521,6.887978E-4,7.495365E-6,8.546864E-5,1.561242E-6,2.983082E-4,2.203633E-7,6.785418E-6,5.292681E-8,5.812446E-4,4.441801E-6,3.924648E-7,4.616532E-5,1.673374E-6,1.23269E-5,1.795624E-6,8.627815E-4,6.371749E-5,7.124685E-5,7.282051E-6,1.195199E-5,7.180471E-5,3.403247E-8,1.139358E-5,6.717413E-8,8.339431E-9,3.943924E-8,4.400546E-7,4.049837E-5,6.208101E-7,3.217819E-6,1.867487E-8,5.03131E-5,6.641683E-6,2.570566E-8,7.807978E-9,3.141721E-6,7.223295E-5,0.01874957,9.120809E-5,0.007885075,9.477893E-6,1.950392E-9,1.929086E-9,2.532782E-6,1.062401E-7,2.913183E-7,9.040177E-7,0.01009674,0.01689718,9.162897,1.119345E-4,518578.4,518578.4
8.118489E-4,14.99158,-1.950348E7,997.5525,997.5525,0.00167809,1.0,0.9432214,6.994802E-4,7.490656E-6,8.680189E-5,1.560223E-6,3.029661E-4,2.267493E-7,6.89803E-6,5.369255E-8,5.901459E-4,4.445478E-6,4.048389E-7,4.688135E-5,1.700286E-6,1.251469E-5,1.79486E-6,8.760785E-4,6.433935E-5,7.237392E-5,7.425681E-6,1.195272E-5,7.30307E-5,3.547667E-8,1.157435E-5,6.935641E-8,8.59653E-9,4.00716E-8,4.470484E-7,4.112968E-5,6.375966E-7,3.280931E-6,1.925214E-8,5.109462E-5,6.748126E-6,2.65396E-8,8.114357E-9,3.188925E-6,7.333802E-5,0.01874253,9.261387E-5,0.007884543,9.52468E-6,2.050589E-9,2.015741E-9,2.593674E-6,1.084492E-7,3.00313E-7,9.2583E-7,0.01009156,0.01689305,9.162638,1.119352E-4,518563.8,518563.8
8.587795E-4,14.99119,-1.936147E7,997.4156,997.4156,0.00167809,1.0,0.9431003,7.416941E-4,7.471242E-6,9.206912E-5,1.556013E-6,3.213719E-4,2.52823E-7,7.344111E-6,5.67073E-8,6.253029E-4,4.459619E-6,4.556211E-7,4.970872E-5,1.806551E-6,1.325703E-5,1.791705E-6,9.286565E-4,6.672403E-5,7.682469E-5,7.993608E-6,1.194781E-5,7.788126E-5,4.150971E-8,1.228959E-5,7.832654E-8,9.651184E-9,4.256691E-8,4.746708E-7,4.362178E-5,7.055602E-7,3.530173E-6,2.16201E-8,5.418135E-5,7.166437E-6,2.995821E-8,9.393454E-9,3.375188E-6,7.769789E-5,0.01871475,9.816296E-5,0.007882451,9.694871E-6,2.478109E-9,2.381977E-9,2.837258E-6,1.172442E-7,3.366706E-7,1.013056E-6,0.01007111,0.01687674,9.161616,1.119381E-4,518506.0,518506.0
8.721877E-4,14.99108,-1.932162E7,997.3767,997.3767,0.00167809,1.0,0.9430657,7.537261E-4,7.465466E-6,9.356998E-5,1.55476E-6,3.266177E-4,2.604964E-7,7.471559E-6,5.75631E-8,6.353181E-4,4.463537E-6,4.706382E-7,5.051393E-5,1.836813E-6,1.346869E-5,1.79076E-6,9.436515E-4,6.738321E-5,7.809239E-5,8.155582E-6,1.194444E-5,7.926525E-5,4.332341E-8,1.249372E-5,8.098325E-8,9.962963E-9,4.327706E-8,4.825393E-7,4.433131E-5,7.253913E-7,3.601144E-6,2.232008E-8,5.506065E-5,7.285003E-6,3.096793E-8,9.778002E-9,3.428198E-6,7.89385E-5,0.01870684,9.974277E-5,0.007881858,9.739373E-6,2.609254E-9,2.493365E-9,2.907487E-6,1.19769E-7,3.472545E-7,1.038195E-6,0.01006529,0.01687209,9.161325,1.119389E-4,518489.5,518489.5
8.725841E-4,14.99108,-1.932052E7,997.3755,997.3755,0.00167809,1.0,0.9430647,7.540816E-4,7.465293E-6,9.361433E-5,1.554723E-6,3.267728E-4,2.607248E-7,7.475326E-6,5.758836E-8,6.356139E-4,4.463652E-6,4.710856E-7,5.053772E-5,1.837707E-6,1.347494E-5,1.790732E-6,9.440946E-4,6.740255E-5,7.812985E-5,8.160376E-6,1.194433E-5,7.930615E-5,4.337764E-8,1.249975E-5,8.106243E-8,9.972251E-9,4.329803E-8,4.827718E-7,4.435227E-5,7.259803E-7,3.603241E-6,2.234093E-8,5.508662E-5,7.288502E-6,3.0998E-8,9.789501E-9,3.429763E-6,7.897515E-5,0.0187066,9.978944E-5,0.00788184,9.740662E-6,2.613193E-9,2.496704E-9,2.909567E-6,1.198437E-7,3.475686E-7,1.03894E-6,0.01006511,0.01687195,9.161316,1.119389E-4,518489.0,518489.0
8.730539E-4,14.99108,-1.931841E7,997.3741,997.3741,0.00167809,1.0,0.9430635,7.54503E-4,7.465083E-6,9.366688E-5,1.554677E-6,3.269565E-4,2.609955E-7,7.479792E-6,5.761827E-8,6.359646E-4,4.463788E-6,4.716161E-7,5.056591E-5,1.838767E-6,1.348235E-5,1.790697E-6,9.446198E-4,6.742546E-5,7.817423E-5,8.166048E-6,1.194419E-5,7.935463E-5,4.344196E-8,1.25069E-5,8.115632E-8,9.983265E-9,4.332289E-8,4.830473E-7,4.437711E-5,7.266786E-7,3.605725E-6,2.236566E-8,5.511741E-5,7.292648E-6,3.103366E-8,9.80314E-9,3.431619E-6,7.901857E-5,0.01870633,9.984474E-5,0.00788182,9.742187E-6,2.617866E-9,2.500665E-9,2.912033E-6,1.199323E-7,3.479411E-7,1.039822E-6,0.01006491,0.01687179,9.161306,1.119389E-4,518488.4,518488.4
8.736509E-4,14.99107,-1.931682E7,997.3724,997.3724,0.00167809,1.0,0.943062,7.550384E-4,7.464818E-6,9.373367E-5,1.554619E-6,3.271899E-4,2.613398E-7,7.485467E-6,5.76563E-8,6.364102E-4,4.463961E-6,4.722907E-7,5.060173E-5,1.840113E-6,1.349177E-5,1.790654E-6,9.452872E-4,6.745456E-5,7.823064E-5,8.173262E-6,1.194402E-5,7.941623E-5,4.352376E-8,1.251598E-5,8.127571E-8,9.997269E-9,4.335448E-8,4.833974E-7,4.440867E-5,7.275663E-7,3.608883E-6,2.23971E-8,5.515653E-5,7.297917E-6,3.107901E-8,9.820488E-9,3.433977E-6,7.907376E-5,0.01870597,9.991503E-5,0.007881793,9.744123E-6,2.623812E-9,2.505705E-9,2.915167E-6,1.200448E-7,3.484145E-7,1.040944E-6,0.01006465,0.01687158,9.161293,1.11939E-4,518487.7,518487.7
8.742593E-4,14.99107,-1.931468E7,997.3707,997.3707,0.00167809,1.0,0.9430604,7.555839E-4,7.464548E-6,9.380171E-5,1.55456E-6,3.274277E-4,2.616908E-7,7.491249E-6,5.769504E-8,6.368642E-4,4.464136E-6,4.729785E-7,5.063823E-5,1.841485E-6,1.350137E-5,1.79061E-6,9.459671E-4,6.748419E-5,7.82881E-5,8.180605E-6,1.194385E-5,7.947899E-5,4.36072E-8,1.252524E-5,8.139744E-8,1.001155E-8,4.338666E-8,4.837541E-7,4.444083E-5,7.284712E-7,3.612099E-6,2.242916E-8,5.519639E-5,7.303284E-6,3.112523E-8,9.838181E-9,3.436379E-6,7.912998E-5,0.01870562,9.998662E-5,0.007881766,9.746092E-6,2.629878E-9,2.510846E-9,2.918361E-6,1.201595E-7,3.48897E-7,1.042087E-6,0.01006439,0.01687137,9.16128,1.11939E-4,518487.0,518487.0
8.811101E-4,14.99101,-1.929422E7,997.3508,997.3508,0.00167809,1.0,0.9430428,7.617254E-4,7.461566E-6,9.45677E-5,1.553914E-6,3.301053E-4,2.656586E-7,7.556365E-6,5.813117E-8,6.419751E-4,4.466116E-6,4.807587E-7,5.104909E-5,1.856926E-6,1.360942E-5,1.790125E-6,9.536229E-4,6.781639E-5,7.893496E-5,8.263274E-6,1.194177E-5,8.01857E-5,4.45529E-8,1.262949E-5,8.277469E-8,1.017306E-8,4.374889E-8,4.877693E-7,4.480283E-5,7.386888E-7,3.648306E-6,2.279175E-8,5.56451E-5,7.363663E-6,3.164806E-8,1.003874E-8,3.46342E-6,7.976278E-5,0.01870158,1.007926E-4,0.007881464,9.768006E-6,2.698821E-9,2.569211E-9,2.954367E-6,1.214519E-7,3.543434E-7,1.054974E-6,0.01006142,0.016869,9.161132,1.119394E-4,518478.6,518478.6
9.0E-4,14.99086,-1.923762E7,997.2962,997.2962,0.00167809,1.0,0.9429943,7.786417E-4,7.453259E-6,9.667731E-5,1.552111E-6,3.3748E-4,2.767322E-7,7.735899E-6,5.933067E-8,6.560493E-4,4.47151E-6,5.025132E-7,5.218036E-5,1.899439E-6,1.390709E-5,1.788767E-6,9.74715E-4,6.87196E-5,8.07161E-5,8.490971E-6,1.19351E-5,8.213296E-5,4.721402E-8,1.291677E-5,8.662806E-8,1.062463E-8,4.474595E-8,4.98826E-7,4.579942E-5,7.670978E-7,3.747974E-6,2.38055E-8,5.688074E-5,7.529582E-6,3.310911E-8,1.060334E-8,3.537855E-6,8.150455E-5,0.01869046,1.030115E-4,0.007880632,9.826182E-6,2.894432E-9,2.734281E-9,3.053978E-6,1.250218E-7,3.694646E-7,1.09062E-6,0.01005323,0.01686247,9.160723,1.119406E-4,518455.4,518455.4
9.686795E-4,14.99031,-1.903381E7,997.0989,997.0989,0.00167809,1.0,0.9428186,8.399232E-4,7.421779E-6,1.043163E-4,1.545276E-6,3.641923E-4,3.186175E-7,8.388419E-6,6.365082E-8,7.069937E-4,4.490353E-6,5.85295E-7,5.627321E-5,2.053223E-6,1.498599E-5,1.783594E-6,0.001051182,7.185043E-5,8.716112E-5,9.315638E-6,1.190134E-5,8.919438E-5,5.754392E-8,1.395933E-5,1.01322E-7,1.234281E-8,4.8349E-8,5.388403E-7,4.940361E-5,8.731795E-7,4.108153E-6,2.766202E-8,6.135297E-5,8.125863E-6,3.865713E-8,1.279997E-8,3.806917E-6,8.77987E-5,0.01865022,1.110358E-4,0.007877637,1.001202E-5,3.674578E-9,3.386269E-9,3.419742E-6,1.380727E-7,4.255958E-7,1.221434E-6,0.01002363,0.01683882,9.159244,1.119446E-4,518371.7,518371.7
9.732455E-4,14.99028,-1.902056E7,997.0859,997.0859,0.00167809,1.0,0.942807,8.439847E-4,7.419617E-6,1.048224E-4,1.544806E-6,3.659624E-4,3.214919E-7,8.431783E-6,6.393571E-8,7.103679E-4,4.491565E-6,5.910023E-7,5.654416E-5,2.063402E-6,1.505753E-5,1.783238E-6,0.001056253,7.205029E-5,8.758787E-5,9.370287E-6,1.189866E-5,8.966271E-5,5.826685E-8,1.402853E-5,1.023367E-7,1.246127E-8,4.858728E-8,5.414899E-7,4.964213E-5,8.803815E-7,4.131968E-6,2.792786E-8,6.164914E-5,8.165119E-6,3.903892E-8,1.295408E-8,3.824717E-6,8.821497E-5,0.01864755,1.115668E-4,0.00787744,1.002305E-5,3.730334E-9,3.432545E-9,3.444236E-6,1.38944E-7,4.293851E-7,1.230189E-6,0.01002167,0.01683725,9.159146,1.119449E-4,518366.2,518366.2
9.736677E-4,14.99028,-1.901907E7,997.0846,997.0846,0.00167809,1.0,0.9428059,8.443601E-4,7.419415E-6,1.048692E-4,1.544762E-6,3.661261E-4,3.217583E-7,8.435792E-6,6.396203E-8,7.106797E-4,4.491676E-6,5.915313E-7,5.65692E-5,2.064342E-6,1.506415E-5,1.783205E-6,0.001056722,7.206872E-5,8.762732E-5,9.375341E-6,1.189841E-5,8.970601E-5,5.833392E-8,1.403493E-5,1.024308E-7,1.247225E-8,4.860931E-8,5.417348E-7,4.966418E-5,8.810483E-7,4.134169E-6,2.79525E-8,6.167652E-5,8.168746E-6,3.907431E-8,1.296838E-8,3.826362E-6,8.825345E-5,0.01864731,1.116159E-4,0.007877421,1.002406E-5,3.735514E-9,3.436842E-9,3.446502E-6,1.390246E-7,4.297358E-7,1.230999E-6,0.01002149,0.01683711,9.159137,1.119449E-4,518365.7,518365.7
